,af,aspect,polarities
2232,Ek het by 'n ander geleentheid hier geëet - die kos is middelmatig vir die pryse.,Pryse,negative
2234,Nageregte sluit flan en sopaipillas in.,sopaipillas,neutral
2236,Nageregte sluit flan en sopaipillas in.,Nageregte,neutral
2238,Nageregte sluit flan en sopaipillas in.,Flan,neutral
2240,"Dit is net oop vir middagete, maar die kos is so lekker!",Middagete,neutral
2242,"Dit is net oop vir middagete, maar die kos is so lekker!",Kos,positive
2245,Dit is ongeveer $ 7 vir middagete en hulle het wegneemetes of eet.,eet-in,neutral
2247,Dit is ongeveer $ 7 vir middagete en hulle het wegneemetes of eet.,Middagete,neutral
2249,Dit is ongeveer $ 7 vir middagete en hulle het wegneemetes of eet.,Wegneemete,neutral
2251,Kos is uitstekend en hulle het ook empenadas en plaintains wat goed is vir 'n middagete.,Klagtes,positive
2255,Kos is uitstekend en hulle het ook empenadas en plaintains wat goed is vir 'n middagete.,Kos,positive
2259,Kos is uitstekend en hulle het ook empenadas en plaintains wat goed is vir 'n middagete.,middag snack,positive
2263,Kos is uitstekend en hulle het ook empenadas en plaintains wat goed is vir 'n middagete.,empenadas,positive
2267,"Heerlike kos, goeie wyn en 'n uitstekende gasheer.",Gasheer,positive
2271,"Heerlike kos, goeie wyn en 'n uitstekende gasheer.",Wyn,positive
2275,"Heerlike kos, goeie wyn en 'n uitstekende gasheer.",Kos,positive
2279,Alle toppings is so vars dat jy sou dink hulle het hul eie groentetuin en die kors is so perfek dat 'n mens eintlik dink aan hoe dit gemaak is.,kors,positive
2283,Alle toppings is so vars dat jy sou dink hulle het hul eie groentetuin en die kors is so perfek dat 'n mens eintlik dink aan hoe dit gemaak is.,Bolaag,positive
2287,Hierdie plek het die beste pizza.,Pizza,positive
2290,"Dit raak druk teen middagete, maar daar is baie sitplekke agter en almal wat daar werk is so gaaf.",Sitplekke,positive
2293,Ek beveel ook die knoffelknope aan.,knoffel knope,positive
2296,Ek dink die frikkadelle is goed.,frikkadelle parm,positive
2299,Die kos is heerlik en die kroeg het 'n wonderlike atmosfeer.,Bar,positive
2303,Die kos is heerlik en die kroeg het 'n wonderlike atmosfeer.,atmosfeer,positive
2307,Die kos is heerlik en die kroeg het 'n wonderlike atmosfeer.,Kos,positive
2311,Ek het vandag gestop vir 'n brunch en die veganistiese bosbessiepannekoeke en 'n bietjie rysmelk geëet.,Veganistiese bosbessie pannekoeke,neutral
2313,Ek het vandag gestop vir 'n brunch en die veganistiese bosbessiepannekoeke en 'n bietjie rysmelk geëet.,brunch,neutral
2315,Ek het vandag gestop vir 'n brunch en die veganistiese bosbessiepannekoeke en 'n bietjie rysmelk geëet.,rys melk,neutral
2317,Die kos was baie goed en ek was aangenaam verras om soveel veganistiese opsies te sien.,Veganistiese opsies,positive
2321,Die kos was baie goed en ek was aangenaam verras om soveel veganistiese opsies te sien.,Kos,positive
2325,"Vir iemand wat vroeër Indiese kos gehaat het, het Baluchi's my middel verander.",Indiese kos,positive
2327,"Uiteindelik 'n kerrie wat ek 3 uur later kan eet, geniet en nie aan gastritis ly nie.",kerrie,positive
2330,Probeer die tuisgemaakte brode.,Tuisgemaakte brode,positive
2333,"Almal is WONDERLIK - poori, naan, paratha almal VARS.",Poori,positive
2337,"Almal is WONDERLIK - poori, naan, paratha almal VARS.",Paratha,positive
2341,"Almal is WONDERLIK - poori, naan, paratha almal VARS.",Naan,positive
2345,Ek en my vrou het onlangs die bistro besoek vir aandete en 'n wonderlike ervaring gehad.,Aandete,neutral
2348,Die krapkoeke is heerlik en die braairib was perfek.,krap koeke,positive
2352,Die krapkoeke is heerlik en die braairib was perfek.,BBQ rib,positive
2356,Fantastiese wynlys en wonderlike skemerkelkie-spyskaart.,skemerkelkie spyskaart,positive
2360,Fantastiese wynlys en wonderlike skemerkelkie-spyskaart.,wynlys,positive
2364,Die kos is baie goed en die diens is puik.,Diens,positive
2368,Die kos is baie goed en die diens is puik.,Kos,positive
2372,In mi burrito was hier niks anders as donker hoender wat verlede week gaar was en net in 'n mikrogolfsmaak opgewarm is nie.,Hoender,negative
2376,In mi burrito was hier niks anders as donker hoender wat verlede week gaar was en net in 'n mikrogolfsmaak opgewarm is nie.,Smaak,negative
2380,Gaan saam met die spesiale aanbiedinge en bly weg van die salm. ,spesiale aanbiedinge,positive
2384,Gaan saam met die spesiale aanbiedinge en bly weg van die salm. ,Salm,negative
2388,Die pasta was redelik goed.,pasta,positive
2391,Atmosfeer is vervelig.,Atmosfeer,negative
2394,Gaan hierheen as u vars en smaaklike slaaie wil hê wat u kan voorstel.,Slaaie,positive
2397,verlede Dinsdag vir 'n laat middagete saam met 'n vriend.,laat middagete,neutral
2399,"Nadat hy amper 'n uur gewag het, het die kelner bruusk vir ons gesê dat hy vergeet het om die kombuis ons bestelling te gee.",Kelner,negative
2402,"Nadat hy amper 'n uur gewag het, het die kelner bruusk vir ons gesê dat hy vergeet het om die kombuis ons bestelling te gee.",Wag,negative
2404,"Nadat hy amper 'n uur gewag het, het die kelner bruusk vir ons gesê dat hy vergeet het om die kombuis ons bestelling te gee.",Kombuis,neutral
2406,Ek het herhaaldelik gevra wat die status van die maaltyd was en is amper gegrom deur die ongelooflike onbeskofte kelner.,Maaltyd,neutral
2408,Ek het herhaaldelik gevra wat die status van die maaltyd was en is amper gegrom deur die ongelooflike onbeskofte kelner.,Kelner,negative
2411,Hierdie plek het loshande die beste Indiese kos in New York.,Indiese kos,positive
2414,"Die kelners is baie vriendelik en behulpsaam en as jy gereeld besoek, sal hulle jou onthou.",kelners,positive
2417,Die kos is ook uitstekend en word redelik vinnig bedien.,bedien,positive
2421,Die kos is ook uitstekend en word redelik vinnig bedien.,Kos,positive
2425,Ek en my man was al minstens 6 keer daar en ons het nog altyd die hoogste diens gekry en dikwels gratis nageregte.,Diens,positive
2429,Ek en my man was al minstens 6 keer daar en ons het nog altyd die hoogste diens gekry en dikwels gratis nageregte.,Nageregte,positive
2433,"As jy heerlike Indiese kos wil proe en goeie diens wil hê, besoek beslis Curry Leaf.",Indiese kos,positive
2437,"As jy heerlike Indiese kos wil proe en goeie diens wil hê, besoek beslis Curry Leaf.",Diens,positive
2441,"El Nidos, een van die beste restaurante in New York waar ek nog ooit was, het 'n groot verskeidenheid lekker, watertand pizza's.",pizza's,positive
2444,"Die pizza's word vars, bros en gereed gemaak om voor te sit.",pizza's,positive
2447,Die diens wat ons ervaar het was vriendelik en goed.,Diens,positive
2450,"Ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was en dat die mango margareta teen $ 9 die geld werd was.",Slaaie,positive
2454,"Ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was en dat die mango margareta teen $ 9 die geld werd was.",mango margareta,positive
2458,"Ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was en dat die mango margareta teen $ 9 die geld werd was.",Windings,positive
2462,"Ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was en dat die mango margareta teen $ 9 die geld werd was.",hamburgers,positive
2466,"nou genoem nikki sushi, sushi is OK.",soesji,neutral
2469,Nuwe hamburger met spesiale sous is goed - ten minste beter as Big Mac!,Nuwe hamburger met spesiale sous,positive
2473,Nuwe hamburger met spesiale sous is goed - ten minste beter as Big Mac!,Groot Mac,negative
2477,"Maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse).",nie-sushi seleksie,positive
2481,"Maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse).",voorgeregte,positive
2485,"Maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse).",skemerkelkie uur,positive
2487,"Maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse).",filet mignon,negative
2491,DIT WAS ONS ENIGSTE GELEENTHEID OM TE BESOEK EN WOU 'N OUTENTIEKE ITALIAANSE MAALTYD HÊ.,ITALIAANSE MAALTYD,neutral
2494,HULLE HET KELNERS OP DIE SYPAADJIE WAT JOU PROBEER INTREK WAT ONS AGTERDOGTIG GEMAAK HET.,KELLNERS,neutral
2496,DIE LASAGNE WAS SEKER DIE BESTE WAT EK NOG GEPROE HET.,LASAGNE,positive
2499,Die spyskaart is interessant en redelik geprys.,Geprys,positive
2503,Die spyskaart is interessant en redelik geprys.,Kieslys,positive
2507,Die kos was heerlik en duidelik vars bestanddele is gebruik.,Bestanddele,positive
2511,Die kos was heerlik en duidelik vars bestanddele is gebruik.,Kos,positive
2515,Die personeel was uiters vriendelik en aangenaam.,Personeel,positive
2518,"Die kamer is 'n bietjie eenvoudig, maar dit is moeilik om so 'n klein plekkie opwindend te maak en ek sal dit nie voorstel as 'n rede om nie te gaan nie.",Kamer,negative
2521,"Die kamer is 'n bietjie eenvoudig, maar dit is moeilik om so 'n klein plekkie opwindend te maak en ek sal dit nie voorstel as 'n rede om nie te gaan nie.",Plek,negative
2523,"Heerlike aandete in hierdie toegewyde seekosgewrig, kos was goed voorberei en aangebied en die diens was aangenaam en vinnig.",Diens,positive
2527,"Heerlike aandete in hierdie toegewyde seekosgewrig, kos was goed voorberei en aangebied en die diens was aangenaam en vinnig.",Kos,positive
2531,"Heerlike aandete in hierdie toegewyde seekosgewrig, kos was goed voorberei en aangebied en die diens was aangenaam en vinnig.",Aandete,positive
2535,"'n Lekker ruimte, solank dit nie te druk raak nie en 'n doelgerigte toewyding aan sy gekose kookkuns maak Mare 'n goeie keuse vir seekosliefhebbers.",Cuisine,positive
2537,"'n Lekker ruimte, solank dit nie te druk raak nie en 'n doelgerigte toewyding aan sy gekose kookkuns maak Mare 'n goeie keuse vir seekosliefhebbers.",Seekos,positive
2540,Met al die alledaagse of middelmatige plekke op 8ste laan is dit lekker om een te hê wat 'n stap bo is in kwaliteit en atmosfeer.,Kwailiteit,positive
2543,Met al die alledaagse of middelmatige plekke op 8ste laan is dit lekker om een te hê wat 'n stap bo is in kwaliteit en atmosfeer.,Atmosfeer,positive
2546,"As u van seekos en/of Griekse kos hou, sal u van hierdie plek hou, hoewel dit nie net tot hierdie dinge beperk is nie.",Seekos,positive
2548,"As u van seekos en/of Griekse kos hou, sal u van hierdie plek hou, hoewel dit nie net tot hierdie dinge beperk is nie.",Griekse kos,positive
2550,Die kos was amper altyd UITSTEKEND.,Kos,positive
2553,My gunstelinge hier is die Tacos Pastor en die Tostada de Tinga ...,Tacos Pastoor,positive
2556,My gunstelinge hier is die Tacos Pastor en die Tostada de Tinga ...,Tostada de Tinga,positive
2559,Die dekor is wat my aanvanklik by die deur gekry het.,Dekor,positive
2561,"Dik patat, vleisagtige chili en gevulde gebakte aartappels rond 'n spyskaart af met 'n koel, ultra-dik sjokolade Frosty.",Gevulde gebakte aartappels,neutral
2563,"Dik patat, vleisagtige chili en gevulde gebakte aartappels rond 'n spyskaart af met 'n koel, ultra-dik sjokolade Frosty.",vleisagtige chili,neutral
2565,"Dik patat, vleisagtige chili en gevulde gebakte aartappels rond 'n spyskaart af met 'n koel, ultra-dik sjokolade Frosty.",sjokolade Frosty,positive
2569,"Dik patat, vleisagtige chili en gevulde gebakte aartappels rond 'n spyskaart af met 'n koel, ultra-dik sjokolade Frosty.",Kieslys,neutral
2571,"Dik patat, vleisagtige chili en gevulde gebakte aartappels rond 'n spyskaart af met 'n koel, ultra-dik sjokolade Frosty.",patat,neutral
2575,Ek moet sê hulle het een van die vinnigste afleweringstye in die stad.,Aflewering tye,positive
2578,Kos is altyd vars en warm - gereed om te eet!,Kos,positive
2581,Koffie is 'n beter transaksie as te duur Cosi-toebroodjies.,Koffie,positive
2585,Koffie is 'n beter transaksie as te duur Cosi-toebroodjies.,Cosi toebroodjies,negative
2589,Ek sal net vir die koffie gaan wat baie beter is as Starbucks of dies meer.,Koffie,positive
2592,"As u op soek is na outentieke kos in Hong Kong-styl, hoef u nie verder te soek nie.",Kos in hongkong-styl,positive
2595,Rysgeregte en noedelgeregte oorskry selde $ 5 en voeg 'n verfrissende ysdrankie by vir $ 2 en u is gereed vir die nag!,ys drankie,positive
2598,Rysgeregte en noedelgeregte oorskry selde $ 5 en voeg 'n verfrissende ysdrankie by vir $ 2 en u is gereed vir die nag!,rys geregte,positive
2600,Rysgeregte en noedelgeregte oorskry selde $ 5 en voeg 'n verfrissende ysdrankie by vir $ 2 en u is gereed vir die nag!,noedel geregte,positive
2602,"Ongelukkig het ons hierdie plek vir middagete gekies, aangesien ons baie gestap het en by die South St Seaport beland het.",Middagete,neutral
2604,"Geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie.",rooi ui,neutral
2607,"Geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie.",nicoise olywe,neutral
2610,"Geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie.",Eier,neutral
2613,"Geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie.",groenbone,neutral
2616,"Geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie.",ansjovis dressing,neutral
2619,"Trouens, dit was nie 'n Nicoise-slaai nie en was skaars eetbaar.",Nicoise slaai,negative
2621,Die ongelukkige dame langs ons het gedink sy het 'n slaai bestel (insluitend slaaisous) en het eerder 'n quesedilla gekry.,slaai sous,neutral
2623,Die ongelukkige dame langs ons het gedink sy het 'n slaai bestel (insluitend slaaisous) en het eerder 'n quesedilla gekry.,Quesedilla,neutral
2625,Die ongelukkige dame langs ons het gedink sy het 'n slaai bestel (insluitend slaaisous) en het eerder 'n quesedilla gekry.,Slaai,neutral
2627,"Toe sy kla, het die kelnerin gesê: Jammer.",kelnerin,neutral
2629,15% fooi word outomaties by die rekening gevoeg.,Gratifikasie,negative
2631,15% fooi word outomaties by die rekening gevoeg.,Wetsontwerp,negative
2633,"Die sjokolade frambooskoek is hemels - nie te soet nie, maar vol geur.",Smaak,positive
2637,"Die sjokolade frambooskoek is hemels - nie te soet nie, maar vol geur.",sjokolade framboos koek,positive
2641,Sit terug in een van daardie gemaklike stoele.,Stoele,positive
2644,"Die atmosfeer neem jou na daardie plek, die plek waarvan baie droom.",Atmosfeer,positive
2646,"Of jy nou die ys gemengde mokka of die warm wit mokka kies, jy sal beslis baie gelukkig wees.",warm wit mokka,positive
2648,"Of jy nou die ys gemengde mokka of die warm wit mokka kies, jy sal beslis baie gelukkig wees.",ys gemengde mokka,positive
2650,"Alhoewel daar 'n ordentlike spyskaart is, behoort dit nie tien minute te neem om jou drankies te kry nie en 45 vir 'n nageregpizza.",Drinkgoed,neutral
2652,"Alhoewel daar 'n ordentlike spyskaart is, behoort dit nie tien minute te neem om jou drankies te kry nie en 45 vir 'n nageregpizza.",Kieslys,positive
2655,"Alhoewel daar 'n ordentlike spyskaart is, behoort dit nie tien minute te neem om jou drankies te kry nie en 45 vir 'n nageregpizza.",nagereg pizza,neutral
2657,Ons moes uiteindelik net vertrek omdat ons in wese deur die wagpersoneel geïgnoreer is - al was die res van die restaurant grootliks leeg.,Wagpersoneel,negative
2660,hul spesiale aandete is fantasties.,Aandete spesiale aanbiedinge,positive
2663,"Vir ongeveer elf dollar kry u 'n reusagtige burrito (of taco's), margarita en nagereg.",taco's,positive
2666,"Vir ongeveer elf dollar kry u 'n reusagtige burrito (of taco's), margarita en nagereg.",Margarita,neutral
2668,"Vir ongeveer elf dollar kry u 'n reusagtige burrito (of taco's), margarita en nagereg.",Nagereg,neutral
2670,"Vir ongeveer elf dollar kry u 'n reusagtige burrito (of taco's), margarita en nagereg.",Burrito,positive
2673,Perfek vir 'n vinnige maaltyd.,Maaltyd,positive
2676,"Dit lyk nie veel aan die buitekant nie, maar die oomblik wat jy binnestap, is dit 'n heel ander atmosfeer.",Atmosfeer,positive
2678,"Dit lyk nie veel aan die buitekant nie, maar die oomblik wat jy binnestap, is dit 'n heel ander atmosfeer.",Buite,negative
2680,Ek het na Common Stock gegaan vir brunch en ek was so beïndruk.,brunch,neutral
2683,My vriend het 'n burger gehad en ek het hierdie wonderlike bloubessiepannekoeke gehad.,burger,neutral
2685,My vriend het 'n burger gehad en ek het hierdie wonderlike bloubessiepannekoeke gehad.,bloubessie pannekoeke,positive
2688,Ons was so tevrede met ons kos en was nog meer opgewonde toe ons die rekening sien.,Wetsontwerp,positive
2692,Ons was so tevrede met ons kos en was nog meer opgewonde toe ons die rekening sien.,Kos,positive
2696,Hulle bring 'n souswa na u tafel en bied u tot 7 of 8 keuses souse vir u steak (ek het almal probeer).,Sous wa,neutral
2698,Hulle bring 'n souswa na u tafel en bied u tot 7 of 8 keuses souse vir u steak (ek het almal probeer).,Tabel,neutral
2700,Hulle bring 'n souswa na u tafel en bied u tot 7 of 8 keuses souse vir u steak (ek het almal probeer).,Keuses van souse,positive
2702,Hulle bring 'n souswa na u tafel en bied u tot 7 of 8 keuses souse vir u steak (ek het almal probeer).,Steak,neutral
2704,Die diens was op die punt - wat anders sou jy van 'n Ritz verwag?,Diens,positive
2707,Nagereg was ook om voor te sterf!,Nagereg,positive
2710,Die kwaliteit van die vleis was gelykstaande aan jou plaaslike kruidenierswinkel.,Kwaliteit van die vleis,negative
2713,Diens is bekend daarvoor dat hulle agteroor buig om almal gelukkig te maak.,Diens,positive
2716,"Geregte wat aangedui word as ""Roy's Classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies.","""Roy se klassieke""",positive
2719,"Geregte wat aangedui word as ""Roy's Classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies.",Macadamia-kors Mahi Mahi,positive
2722,"Geregte wat aangedui word as ""Roy's Classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies.",Geregte,positive
2725,"Geregte wat aangedui word as ""Roy's Classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies.",soet heuning-mosterd beesvleis kort ribbetjies,positive
2728,"Geregte wat aangedui word as ""Roy's Classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies.",Kieslys,neutral
2730,"Geregte wat aangedui word as ""Roy's Classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies.",Resepte,positive
2733,"Die beste nagereg, 'n sjokolade- en grondboontjiebottertert, is nie besonder Hawaiiaans nie, maar dit is 'n klein wêreld as dit by lekkers kom.",Lekkers,neutral
2735,"Die beste nagereg, 'n sjokolade- en grondboontjiebottertert, is nie besonder Hawaiiaans nie, maar dit is 'n klein wêreld as dit by lekkers kom.",Nagereg,positive
2738,"Die beste nagereg, 'n sjokolade- en grondboontjiebottertert, is nie besonder Hawaiiaans nie, maar dit is 'n klein wêreld as dit by lekkers kom.",Sjokolade en grondboontjiebotter tert,positive
2740,"Die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe.",Steaks,positive
2744,"Die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe.",nie-vleis alternatiewe,neutral
2746,"Die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe.",Seekos,positive
2750,"Die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe.",voorgeregte,positive
2754,"Die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe.",aandete spyskaart,positive
2758,"Alles is heerlik, van die uitstekende diens deur oulike kelnerinne, tot die uiters welige atmosfeer.",Diens,positive
2762,"Alles is heerlik, van die uitstekende diens deur oulike kelnerinne, tot die uiters welige atmosfeer.",kelnerinne,positive
2766,"Alles is heerlik, van die uitstekende diens deur oulike kelnerinne, tot die uiters welige atmosfeer.",Atmosfeer,positive
2770,"Hulle bied regtig 'n ontspannende, ontspanne atmosfeer.",Atmosfeer,positive
2773,"Ek het vars gekom en 'n heerlike maaltyd verwag, en al wat ek gekry het, was effens so-so kos wat bedien is in 'n restaurant wat net so yskoud was dat ons dit nie kon geniet om te eet nie.",bedien,neutral
2775,"Ek het vars gekom en 'n heerlike maaltyd verwag, en al wat ek gekry het, was effens so-so kos wat bedien is in 'n restaurant wat net so yskoud was dat ons dit nie kon geniet om te eet nie.",Maaltyd,negative
2777,"Ek het vars gekom en 'n heerlike maaltyd verwag, en al wat ek gekry het, was effens so-so kos wat bedien is in 'n restaurant wat net so yskoud was dat ons dit nie kon geniet om te eet nie.",Kos,negative
2780,"Ons kelnerin het blykbaar nog nooit iets van die kos probeer nie, en daar was niemand om enige wyn aan te beveel nie.",Kos,neutral
2782,"Ons kelnerin het blykbaar nog nooit iets van die kos probeer nie, en daar was niemand om enige wyn aan te beveel nie.",Wyn,neutral
2784,"Ons kelnerin het blykbaar nog nooit iets van die kos probeer nie, en daar was niemand om enige wyn aan te beveel nie.",kelnerin,negative
2786,"Die voorgereg van die heilbotwang bevat 'n ruim porsie foie gras, maar dit is omtrent die enigste positiewe ding wat ek oor die maaltyd kan sê.",heilbot wang voorgereg,neutral
2790,"Die voorgereg van die heilbotwang bevat 'n ruim porsie foie gras, maar dit is omtrent die enigste positiewe ding wat ek oor die maaltyd kan sê.",Porsie foie gras,positive
2794,Die tradisionele Italiaanse items is wonderlik - goedkoop en bedien in 'n gesellige omgewing.,bedien,positive
2796,Die tradisionele Italiaanse items is wonderlik - goedkoop en bedien in 'n gesellige omgewing.,Instelling,positive
2800,Die tradisionele Italiaanse items is wonderlik - goedkoop en bedien in 'n gesellige omgewing.,tradisionele Italiaanse items,positive
2804,"Perfek al dente pasta, nie verdrink in sous nie - ruim porsies.",Gedeeltes,positive
2808,"Perfek al dente pasta, nie verdrink in sous nie - ruim porsies.",pasta,positive
2812,"Perfek al dente pasta, nie verdrink in sous nie - ruim porsies.",Sous,neutral
2816,Ons het onsself terdeë geniet en sal teruggaan vir die nageregte ....,Nageregte,positive
2818,"My Chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, Westerse Japannese geregte soos Foie Gras Unagi Napolean, Hamburgersteak in Jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar net 'n paar te noem.",pittige kabeljoukuit spaghetti,neutral
2822,"My Chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, Westerse Japannese geregte soos Foie Gras Unagi Napolean, Hamburgersteak in Jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar net 'n paar te noem.",Foie Gras Unagi Napolean,neutral
2826,"My Chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, Westerse Japannese geregte soos Foie Gras Unagi Napolean, Hamburgersteak in Jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar net 'n paar te noem.",swart kabeljou met miso-basis,neutral
2830,"My Chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, Westerse Japannese geregte soos Foie Gras Unagi Napolean, Hamburgersteak in Jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar net 'n paar te noem.",Kieslys,positive
2834,"My Chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, Westerse Japannese geregte soos Foie Gras Unagi Napolean, Hamburgersteak in Jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar net 'n paar te noem.",Lamsrak in swart truffelsous,neutral
2838,"My Chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, Westerse Japannese geregte soos Foie Gras Unagi Napolean, Hamburgersteak in Jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar net 'n paar te noem.",Japannese geregte,neutral
2842,"My Chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, Westerse Japannese geregte soos Foie Gras Unagi Napolean, Hamburgersteak in Jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar net 'n paar te noem.",Hamburgersteak in Jap-styl,neutral
2846,Nageregte is amper ongelooflik: my persoonlike gunsteling is hul tert van die dag.,Nageregte,positive
2850,Nageregte is amper ongelooflik: my persoonlike gunsteling is hul tert van die dag.,Tert van die dag,positive
2854,"Goeie diens, heerlike kos, goeie waarde en hoef nooit in die ry te wag nie!",Diens,positive
2858,"Goeie diens, heerlike kos, goeie waarde en hoef nooit in die ry te wag nie!",Wag,positive
2862,"Goeie diens, heerlike kos, goeie waarde en hoef nooit in die ry te wag nie!",Waarde,positive
2866,"Goeie diens, heerlike kos, goeie waarde en hoef nooit in die ry te wag nie!",Kos,positive
2870,Dit is die moeite werd om 'n taxi na Chelsea te neem net vir 'n wonderlike aandete by My Chelsea.,Aandete,positive
2873,"Ek het 'n paar weke gelede weer die geleentheid gekry om by u onderneming te eet, ek was in u eetarea.",Upstrairs eetarea,neutral
2875,"Die gedeeltes van die kos wat uitgekom het, was middelmatig.",Gedeeltes van die kos,neutral
2878,Hoe kan hoop om in besigheid te bly met diens soos hierdie?,Diens,negative
2880,"BESTE pittige tuna roll, heerlike Asiatiese slaai.",Asiatiese slaai,positive
2884,"BESTE pittige tuna roll, heerlike Asiatiese slaai.",pittige tuna roll,positive
2888,Probeer die roosrol (nie op die spyskaart nie).,Roosrol,positive
2891,Probeer die roosrol (nie op die spyskaart nie).,Kieslys,neutral
2893,Maak meer tafels - miskien 'n kroeg op die dak?,kroeg op die dak,neutral
2895,Maak meer tafels - miskien 'n kroeg op die dak?,Tafels,negative
2897,"die tuisgemaakte Guacamole, die ongelooflike voorgereg en die wonderlikste woestyne.",woestyne,positive
2901,"die tuisgemaakte Guacamole, die ongelooflike voorgereg en die wonderlikste woestyne.",voorgereg,positive
2905,"die tuisgemaakte Guacamole, die ongelooflike voorgereg en die wonderlikste woestyne.",tuisgemaakte Guacamole,positive
2908,"As jy 'n Tequila-aanhanger is, sal jy nie teleurgesteld wees nie.",Tequila,positive
2911,Bring jou afspraak en 'n bottel wyn!,bottel wyn,neutral
2913,"Tafels is naby, so jy moet gemaklik wees om elmboë met ander klante te stamp.",Tafels,negative
2916,Die kos was net so kreatief soos die dekor en albei het gewerk.,Dekor,positive
2919,Die kos was net so kreatief soos die dekor en albei het gewerk.,Kos,positive
2922,"Die enigste voorstel is dat u die nagereg oorslaan, dit was te duur en het te kort geskiet.",Nagereg,negative
2926,"Die enigste voorstel is dat u die nagereg oorslaan, dit was te duur en het te kort geskiet.",Smaak,negative
2930,"Toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is klassieke suksesse.",Toebroodjies,positive
2933,"Toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is klassieke suksesse.",hamburgers,positive
2936,"Toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is klassieke suksesse.",Slaaie,positive
2939,"Toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is klassieke suksesse.",suurlemoen-geklede cobb,positive
2942,"Hip boetieks en kroeë op Ludlow dra by tot die kunstige, ontspanne atmosfeer by hierdie Israeliese wegneemete en eet-in-burgergewrig.",Atmosfeer,positive
