,ig,aspect,polarities
1717,Harumi Sushi nwere freshest na kasị atọ ụtọ n'usoro nke sushi na NYC.,N'usoro sushi,positive
1720,"Ana m akwado ya nke ukwuu maka ọ bụghị naanị nri ya magburu onwe ya, kamakwa maka ndị nwe enyi na ndị ọrụ ya.",nri,positive
1724,"Ana m akwado ya nke ukwuu maka ọ bụghị naanị nri ya magburu onwe ya, kamakwa maka ndị nwe enyi na ndị ọrụ ya.",ndị ọrụ,positive
1728,"Ana m akwado ya nke ukwuu maka ọ bụghị naanị nri ya magburu onwe ya, kamakwa maka ndị nwe enyi na ndị ọrụ ya.",ndị nwe,positive
1732,Enyi ọzọ aghaghị ịjụ ugboro 3 maka cheese parmesan.,parmesan cheese,neutral
1734,"The ọrụ bụ n'ezie ngwa ngwa na enyi na enyi, na uru dị ukwuu.",uru,positive
1738,"The ọrụ bụ n'ezie ngwa ngwa na enyi na enyi, na uru dị ukwuu.",ọrụ,positive
1742,Agụụ na-agụ m na obere akụkụ na-akwọ ụgbọala m crazy!,akụkụ,negative
1745,Ọ bụ Monday ya maka nri ehihie - na-arụ ọrụ na ihe nkiri na mpaghara ahụ - ma chọta ọla a na-adịghị ahụkebe.,nri ehihie,neutral
1747,"Na ndị a abụghị obere, wimpy ngwa ngwa nri ụdị burgers - ndị a bụ ezigbo, zuru sized patties.",burgers,positive
1751,"Na ndị a abụghị obere, wimpy ngwa ngwa nri ụdị burgers - ndị a bụ ezigbo, zuru sized patties.",patties,positive
1755,"Maka ọnụahịa ị na-akwụ maka nri ebe a, ị ga-atụ anya na ọ ga-abụ ma ọ dịkarịa ala na par na ụlọ oriri na ọṅụṅụ japan ndị ọzọ.",nri,negative
1757,"Maka ọnụahịa ị na-akwụ maka nri ebe a, ị ga-atụ anya na ọ ga-abụ ma ọ dịkarịa ala na par na ụlọ oriri na ọṅụṅụ japan ndị ọzọ.",ọnụahịa,negative
1759,Akụkụ nri dị ntakịrị ma dị n'okpuru nkezi.,Nri òkè,negative
1762,Onye na-arụ ọrụ ahụ bịara iburu ihendori soy mgbe anyị na-eri nri ehihie anyị!!!!,nri ehihie,neutral
1764,Onye na-arụ ọrụ ahụ bịara iburu ihendori soy mgbe anyị na-eri nri ehihie anyị!!!!,soy ihendori,neutral
1766,Onye na-arụ ọrụ ahụ bịara iburu ihendori soy mgbe anyị na-eri nri ehihie anyị!!!!,waitress,negative
1768,Ebe dị mma ị ga-anọ n'ehihie mgbe ị na-azụ ahịa ma ọ bụ ijide ofe dị mfe ma ọ bụ nri french kpochapụwo n'elu iko mmanya.,ofe,neutral
1772,Ebe dị mma ị ga-anọ n'ehihie mgbe ị na-azụ ahịa ma ọ bụ ijide ofe dị mfe ma ọ bụ nri french kpochapụwo n'elu iko mmanya.,ebe,positive
1776,Ebe dị mma ị ga-anọ n'ehihie mgbe ị na-azụ ahịa ma ọ bụ ijide ofe dị mfe ma ọ bụ nri french kpochapụwo n'elu iko mmanya.,Iko mmanya,neutral
1778,Ebe dị mma ị ga-anọ n'ehihie mgbe ị na-azụ ahịa ma ọ bụ ijide ofe dị mfe ma ọ bụ nri french kpochapụwo n'elu iko mmanya.,French efere,neutral
1782,Nri ahụ dị oke mma ma ọnụahịa ndị ahụ nwere ezi uche.,ọnụahịa,positive
1786,Nri ahụ dị oke mma ma ọnụahịa ndị ahụ nwere ezi uche.,nri,positive
1790,"Ebe ahụ dị ọcha, ma ọ bụrụ na ị masịrị nri mkpụrụ obi, mgbe ahụ, nke a bụ ebe ị ga-anọ!",mkpụrụ obi nri,positive
1794,"Ebe ahụ dị ọcha, ma ọ bụrụ na ị masịrị nri mkpụrụ obi, mgbe ahụ, nke a bụ ebe ị ga-anọ!",ebe,positive
1798,Ndị ọrụ ahụ bụ ezigbo enyi na enyi na ọbụna dochie ihe ọṅụṅụ m otu ugboro mgbe m tụfuru ya n'èzí.,Ndị ọrụ,positive
1801,Ndị ọrụ ahụ bụ ezigbo enyi na enyi na ọbụna dochie ihe ọṅụṅụ m otu ugboro mgbe m tụfuru ya n'èzí.,nwe,neutral
1803,Ha na-ahụ maka smoothies na ihe ọṅụṅụ ọhụrụ.,smoothies,positive
1805,Ha na-ahụ maka smoothies na ihe ọṅụṅụ ọhụrụ.,Ihe ọṅụṅụ ọhụrụ,positive
1807,"Ọ bụ ezie na smoothies dị ntakịrị maka m, ihe ọṅụṅụ ọhụrụ bụ ihe kachasị mma m nwetụrụla!",smoothies,negative
1811,"Ọ bụ ezie na smoothies dị ntakịrị maka m, ihe ọṅụṅụ ọhụrụ bụ ihe kachasị mma m nwetụrụla!",Ihe ọṅụṅụ ọhụrụ,positive
1815,Ha nwere nnọọ mma ọkụkọ na ube bekee na ezi tuna dị ka nke ọma.,ọkụkọ na ube bekee,positive
1819,Ha nwere nnọọ mma ọkụkọ na ube bekee na ezi tuna dị ka nke ọma.,tuna,positive
1823,Ọtụtụ n'ime sandwiches na-mere na soy Mayonaise nke bụ n'ezie mara mma mma.,sandwiches,positive
1826,Ọtụtụ n'ime sandwiches na-mere na soy Mayonaise nke bụ n'ezie mara mma mma.,Soy Mayonaise,positive
1828,"Ọ bụghị nanị na ha nwere ịtụnanya, sandwiches, ofe, pizza wdg, ma ha arụrụ n'ụlọ sorbets na-esi n'ụwa a!",HomeMade sorbets,positive
1832,"Ọ bụghị nanị na ha nwere ịtụnanya, sandwiches, ofe, pizza wdg, ma ha arụrụ n'ụlọ sorbets na-esi n'ụwa a!",ofe,positive
1836,"Ọ bụghị nanị na ha nwere ịtụnanya, sandwiches, ofe, pizza wdg, ma ha arụrụ n'ụlọ sorbets na-esi n'ụwa a!",sandwiches,positive
1840,"Ọ bụghị nanị na ha nwere ịtụnanya, sandwiches, ofe, pizza wdg, ma ha arụrụ n'ụlọ sorbets na-esi n'ụwa a!",Pizza,positive
1844,Gbalịa Peanut Butter Sorbet na pizza na soy cheese!,Pizza na soy cheese,positive
1847,Gbalịa Peanut Butter Sorbet na pizza na soy cheese!,Peanut Butter Sorbet,positive
1850,"Ọrụ ahụ dị mma (ma eleghị anya ọbụna borderline nagging ma ọ dịkarịa ala ị na-enweta nlebara anya), desserts magburu onwe ya na kọfị dị ezigbo mma ...",desserts,positive
1854,"Ọrụ ahụ dị mma (ma eleghị anya ọbụna borderline nagging ma ọ dịkarịa ala ị na-enweta nlebara anya), desserts magburu onwe ya na kọfị dị ezigbo mma ...",kọfị,positive
1858,The music nke bụ mgbe ụfọdụ a obere oke arọ maka m uto.,egwu,negative
1861,"Casablanca servces ụtọ falafel, tabouleh, humus na ndị ọzọ Mediterranean ụtọ, nke niile bụ nnọọ ọnụ ala.",Mediterranean ụtọ,positive
1864,"Casablanca servces ụtọ falafel, tabouleh, humus na ndị ọzọ Mediterranean ụtọ, nke niile bụ nnọọ ọnụ ala.",falafel,positive
1867,"Casablanca servces ụtọ falafel, tabouleh, humus na ndị ọzọ Mediterranean ụtọ, nke niile bụ nnọọ ọnụ ala.",humus,positive
1870,"Casablanca servces ụtọ falafel, tabouleh, humus na ndị ọzọ Mediterranean ụtọ, nke niile bụ nnọọ ọnụ ala.",tabouleh,positive
1873,"E nwere ụlọ oriri na ọṅụṅụ bụ nnọọ nkịtị, ma zuru okè maka nri ehihie, na ha nnyefe ọrụ bụ mgbe niile nnọọ ngwa ngwa.",nri ehihie,neutral
1877,"E nwere ụlọ oriri na ọṅụṅụ bụ nnọọ nkịtị, ma zuru okè maka nri ehihie, na ha nnyefe ọrụ bụ mgbe niile nnọọ ngwa ngwa.",nnyefe ọrụ,positive
1881,Ha nwekwara nnukwu assortment nke wraps ma ọ bụrụ na ị bụghị na ọnọdụ maka omenala Mediterranean ụgbọ.,Ihe ndị dị iche iche nke wraps,positive
1884,Ha nwekwara nnukwu assortment nke wraps ma ọ bụrụ na ị bụghị na ọnọdụ maka omenala Mediterranean ụgbọ.,omenala Mediterranean ụgbọ,neutral
1887,O were 100 afọ maka Parisi iji gbaa gburugburu iji mee pizza (ọ dịkarịa ala echeghị m na ha emeela ya tupu afọ a)... Ma ọ bara uru ichere.,Pizza,positive
1890,The ihendori bụ magburu onwe (nnọọ ọhụrụ) na dabs nke ezigbo mozzarella.,Dabs nke ezigbo mozzarella,neutral
1892,The ihendori bụ magburu onwe (nnọọ ọhụrụ) na dabs nke ezigbo mozzarella.,ihendori,positive
1895,The achịcha bụ n'elu notch dị ka nke ọma.,achịcha,positive
1898,A na-eje ozi ha na achịcha Focacchia ma ga-anwụ maka ya.,Na-eje ozi,neutral
1900,A na-eje ozi ha na achịcha Focacchia ma ga-anwụ maka ya.,Achịcha Focacchia,neutral
1903,Ọzọkwa nweta Mgbaaka Onion - nke kachasị mma anyị nwetụrụla.,Mgbaaka Yabasị,positive
1906,"Ọnọdụ mara mma, zuru oke maka ihe ọṅụṅụ na / ma ọ bụ appetizers.",Appetizers,neutral
1910,"Ọnọdụ mara mma, zuru oke maka ihe ọṅụṅụ na / ma ọ bụ appetizers.",ikuku,positive
1914,"Ọnọdụ mara mma, zuru oke maka ihe ọṅụṅụ na / ma ọ bụ appetizers.",ihe ọṅụṅụ,neutral
1918,A na-akwụ ụgwọ nri dị ka fusion Asia - anaghị emezu ụgwọ ahụ.,billed,negative
1920,A na-akwụ ụgwọ nri dị ka fusion Asia - anaghị emezu ụgwọ ahụ.,Asian Fusion,neutral
1922,A na-akwụ ụgwọ nri dị ka fusion Asia - anaghị emezu ụgwọ ahụ.,Nri,negative
1924,A na-akwụ ụgwọ nri dị ka fusion Asia - anaghị emezu ụgwọ ahụ.,bill,negative
1926,"Ndị na-echere ya bụ ndị ọkachamara nke ukwuu, na-enwe obi ụtọ ma na-ege ntị.",ndị na-echere,positive
1929,"Gaa na nke dị na Brooklyn ruo ihe karịrị afọ 25, ugbu a, enweghị m ịgafe àkwà mmiri maka pizza kachasị mma .... Hanx",Pizza,positive
1932,Amaara m ezigbo nri India na nke a abụghị ya.,Nri India,negative
1934,"Ana m akwado dumplings anụ ezi e ghere eghe, ọkụkọ oroma / anụ ehi, na osikapa e ghere eghe.",E ghere eghe ezi dumplings,positive
1937,"Ana m akwado dumplings anụ ezi e ghere eghe, ọkụkọ oroma / anụ ehi, na osikapa e ghere eghe.",eghe osikapa,positive
1940,"Ana m akwado dumplings anụ ezi e ghere eghe, ọkụkọ oroma / anụ ehi, na osikapa e ghere eghe.",oroma ọkụkọ / beef,positive
1943,Jide n'aka na ị ga-eso nri gị na otu n'ime ihe ọṅụṅụ ọhụrụ ha concoctions.,nri,neutral
1945,Jide n'aka na ị ga-eso nri gị na otu n'ime ihe ọṅụṅụ ọhụrụ ha concoctions.,ọhụrụ ihe ọṅụṅụ concoctions,positive
1948,"Ee, ha dị ntakịrị ọnụ mgbe ahụ a na-ahụkarị, ma mgbe ahụ ọzọ, otú ahụ ka nri ha dị.",nri,positive
1951,"M ukwuu na-atụ aro nnukwu marnier shrimp, ọ bụ insanely mma.",nnukwu marnier shrimp,positive
1954,"Glechik nwere ike ịbụ ụzọ kwa obere maka a ụlọ oriri na ọṅụṅụ site Russian ụkpụrụ, ma ọ bụ mma na nri bụ nanị GREAT.",nri,positive
1957,"Ị ga-anwale Odessa stew ma ọ bụ Rabbit stew; salads-niile dị mma; Na kompot na-enye ume ọhụrụ n'oge ụbọchị okpomọkụ na-ekpo ọkụ (ha na-eme ka ọ bụrụ otú mama m si eme, na-echetara m ụlọ nke ukwuu).",salads,positive
1961,"Ị ga-anwale Odessa stew ma ọ bụ Rabbit stew; salads-niile dị mma; Na kompot na-enye ume ọhụrụ n'oge ụbọchị okpomọkụ na-ekpo ọkụ (ha na-eme ka ọ bụrụ otú mama m si eme, na-echetara m ụlọ nke ukwuu).",kompot,positive
1965,"Ị ga-anwale Odessa stew ma ọ bụ Rabbit stew; salads-niile dị mma; Na kompot na-enye ume ọhụrụ n'oge ụbọchị okpomọkụ na-ekpo ọkụ (ha na-eme ka ọ bụrụ otú mama m si eme, na-echetara m ụlọ nke ukwuu).",Rabbit stew,positive
1969,"Ị ga-anwale Odessa stew ma ọ bụ Rabbit stew; salads-niile dị mma; Na kompot na-enye ume ọhụrụ n'oge ụbọchị okpomọkụ na-ekpo ọkụ (ha na-eme ka ọ bụrụ otú mama m si eme, na-echetara m ụlọ nke ukwuu).",Odessa stew,positive
1973,Ya mere maka nri ndochi na ahụike na-enye ya a laa.,nri,positive
1976,Simple ahụ ike unglamorous nri ọnụ ala.,nri,positive
1979,Ofe chickpea ala anyị sampled dị ka onye mbido na-atọ ụtọ dịtụ mkpa.,ala chickpea soup,negative
1982,Ofe chickpea ala anyị sampled dị ka onye mbido na-atọ ụtọ dịtụ mkpa.,Mbido,neutral
1985,Efere ọkụkọ na falafel bụ njikọta nondescript na salad akwụkwọ ọhụrụ.,Chicken na falafel platters,neutral
1988,Efere ọkụkọ na falafel bụ njikọta nondescript na salad akwụkwọ ọhụrụ.,Salad akwukwo ohuru,neutral
1991,Falafal ahụ karịrị esi nri ma kpọọ nkụ ma ọkụkọ ahụ dị mma.,ọkụkọ,positive
1995,Falafal ahụ karịrị esi nri ma kpọọ nkụ ma ọkụkọ ahụ dị mma.,falafal,negative
1999,Isi ihe na-adọrọ adọrọ nke ebe a bụ ọnụahịa.,ọnụahịa,positive
2002,"N'ikpeazụ hapụ n'ime ụlọ ahịa 5 n'otu oge, ịzụta iberibe dị oke ọnụ site n'aka ndị ọrụ harried.",iberibe,negative
2006,"N'ikpeazụ hapụ n'ime ụlọ ahịa 5 n'otu oge, ịzụta iberibe dị oke ọnụ site n'aka ndị ọrụ harried.",ndị ọrụ,negative
2010,"Nsonaazụ (velvet uhie): Nnukwu ederede, nro na velvety, ntụziaka dị mma nke koko.",Ihe ngosi nke koko,positive
2014,"Nsonaazụ (velvet uhie): Nnukwu ederede, nro na velvety, ntụziaka dị mma nke koko.",udidi,positive
2018,"na icing MERE achicha a, ọ bụ fluffy, ọ bụghị ultra ụtọ, creamy na ìhè.",achicha,positive
2021,"Achịcha dị mma MA: ọ bụghị achịcha kachasị mma m nwetụrụla, o doro anya na ọ bụghị uru iguzo n'èzí n'akụkụ ụzọ a na-azụ ehi dị ka ehi site na ndị ọrụ na-enweghị mmasị na ndị ọrụ na-arụ ọrụ karịrị akarị.",ndị ọrụ,negative
2023,"Achịcha dị mma MA: ọ bụghị achịcha kachasị mma m nwetụrụla, o doro anya na ọ bụghị uru iguzo n'èzí n'akụkụ ụzọ a na-azụ ehi dị ka ehi site na ndị ọrụ na-enweghị mmasị na ndị ọrụ na-arụ ọrụ karịrị akarị.",achicha,negative
2026,Nkezi achicha na e courted site a OTUTU hype.,achicha,negative
2029,The ndozi e mere na a dịkọrọ ndụ Japanese style ụlọ oriri na ọṅụṅụ.,ihe ndozi,neutral
2031,"Nri ahụ dị mma, teriyaki m na-akwado.",teriyaki,positive
2035,"Nri ahụ dị mma, teriyaki m na-akwado.",nri,positive
2039,"Akụkụ Sashimi buru ibu iji mee ka ọtụtụ ndị nwee obi ụtọ, ma enweghị m mmasị n'eziokwu ahụ bụ na ha na-eji anụ lobster artifical.",Sashimi akụkụ,positive
2043,"Akụkụ Sashimi buru ibu iji mee ka ọtụtụ ndị nwee obi ụtọ, ma enweghị m mmasị n'eziokwu ahụ bụ na ha na-eji anụ lobster artifical.",Artifical lobster anụ,negative
2047,"N'ozuzu, nke a bụ ebe dị mma iji mee ka ndị enyi ole na ole nọrọ na ọrụ ahụ magburu onwe ya.",ọrụ,positive
2051,"N'ozuzu, nke a bụ ebe dị mma iji mee ka ndị enyi ole na ole nọrọ na ọrụ ahụ magburu onwe ya.",ebe,positive
2055,"Nri ahụ dị mma, milkshakes dịkwa mma ọbụna karị!",Milkshakes,positive
2059,"Nri ahụ dị mma, milkshakes dịkwa mma ọbụna karị!",nri,positive
2063,"Mee nri na iwu ndị dị n'akụkụ dị ka salads Greens dị ịtụnanya, Buffalo Chicken Kickers na Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Mee nri na iwu ndị dị n'akụkụ dị ka salads Greens dị ịtụnanya, Buffalo Chicken Kickers na Cinna Stix.",nri,neutral
2067,"Mee nri na iwu ndị dị n'akụkụ dị ka salads Greens dị ịtụnanya, Buffalo Chicken Kickers na Cinna Stix.",n'akụkụ iwu,neutral
2069,"Mee nri na iwu ndị dị n'akụkụ dị ka salads Greens dị ịtụnanya, Buffalo Chicken Kickers na Cinna Stix.",Cinna Stix,neutral
2071,"Mee nri na iwu ndị dị n'akụkụ dị ka salads Greens dị ịtụnanya, Buffalo Chicken Kickers na Cinna Stix.",ịtụnanya 'Greens salads,neutral
2073,Ihe oriri na uru ya masịrị anyị nke ukwuu.,uru,positive
2076,Ihe oriri na uru ya masịrị anyị nke ukwuu.,nri,positive
2079,Ị ga-anwale ofe garlic!,garlic ofe,positive
2082,"Nri ahụ dị mma (nnukwu nhọrọ, ọnụahịa ezi uche dị na ya) na ihe ọṅụṅụ dị mma n'ezie.",ihe ọṅụṅụ,positive
2086,"Nri ahụ dị mma (nnukwu nhọrọ, ọnụahịa ezi uche dị na ya) na ihe ọṅụṅụ dị mma n'ezie.",ọnụahịa,positive
2090,"Nri ahụ dị mma (nnukwu nhọrọ, ọnụahịa ezi uche dị na ya) na ihe ọṅụṅụ dị mma n'ezie.",nhọrọ,positive
2094,"Nri ahụ dị mma (nnukwu nhọrọ, ọnụahịa ezi uche dị na ya) na ihe ọṅụṅụ dị mma n'ezie.",nri,positive
2098,"Ọnọdụ ahụ na-ekpo ọkụ, dị mma, nka na sexy.",ikuku,positive
2101,"Anyị anọwo n'ebe ahụ ma anyị na-enwe mmasị n'ezie na nri, bụ nri dị ukwuu, ọrụ ahụ dịkwa mma n'ezie.",nri,positive
2105,"Anyị anọwo n'ebe ahụ ma anyị na-enwe mmasị n'ezie na nri, bụ nri dị ukwuu, ọrụ ahụ dịkwa mma n'ezie.",ọrụ,positive
2109,"Anyị anọwo n'ebe ahụ ma anyị na-enwe mmasị n'ezie na nri, bụ nri dị ukwuu, ọrụ ahụ dịkwa mma n'ezie.",nri,positive
2113,"Ihe ịchọ mma ahụ dị ka anyị nọ na Cairo, n'ezie n'okporo ámá bụ akụkụ nke njem ahụ.",ịchọ mma,positive
2115,Nri ahụ dị mma ma na-ewu ewu nke na ichere nwere ike ịbụ n'ezie nrọ abalị.,na-echere,negative
2119,Nri ahụ dị mma ma na-ewu ewu nke na ichere nwere ike ịbụ n'ezie nrọ abalị.,nri,positive
2123,Ebe a kpọmkwem na-eji anụ ndị na-adịghị mma eme ihe n'ezie.,anụ,negative
2126,"Ọ bụ ezie na obere, ọ nwere ambience mara mma, nri magburu onwe ya (catfish na-atọ ụtọ - ma ọ bụrụ na ọ naghị eche banyere ya nnu lil) na ọrụ ntị.",ọrụ,positive
2130,"Ọ bụ ezie na obere, ọ nwere ambience mara mma, nri magburu onwe ya (catfish na-atọ ụtọ - ma ọ bụrụ na ọ naghị eche banyere ya nnu lil) na ọrụ ntị.",ambience,positive
2134,"Ọ bụ ezie na obere, ọ nwere ambience mara mma, nri magburu onwe ya (catfish na-atọ ụtọ - ma ọ bụrụ na ọ naghị eche banyere ya nnu lil) na ọrụ ntị.",catfish,positive
2138,"Ọ bụ ezie na obere, ọ nwere ambience mara mma, nri magburu onwe ya (catfish na-atọ ụtọ - ma ọ bụrụ na ọ naghị eche banyere ya nnu lil) na ọrụ ntị.",nri,positive
2142,"The nri mere were a ole na ole mmezi nkeji na-abịa, ma cute waiters 'njakịrị na enyi mejupụtara maka ya.",nri,neutral
2144,"The nri mere were a ole na ole mmezi nkeji na-abịa, ma cute waiters 'njakịrị na enyi mejupụtara maka ya.",ndị na-echere,positive
2147,M na-abịa ebe a maka nkịtị nri ehihie nakwa dị ka maka a enyi ụbọchị ọmụmụ na m mgbe niile na-enwe onwe m.,Nri ehihie na-adịghị mma,neutral
2149,The sushi bụ mgbe niile ọhụrụ na yummy na menu bụ mara mma dịgasị iche iche.,menu,positive
2153,The sushi bụ mgbe niile ọhụrụ na yummy na menu bụ mara mma dịgasị iche iche.,sushi,positive
2157,Enwere m mmasị karịsịa n'oge nnọkọ bday mgbe ndị waitstaff gafere n'inyere m aka ịchọ mma ma wepụta achicha bday yana inye ọrụ ngwa ngwa na enyi na nnọkọ mmadụ 15.,ọrụ,positive
2160,Enwere m mmasị karịsịa n'oge nnọkọ bday mgbe ndị waitstaff gafere n'inyere m aka ịchọ mma ma wepụta achicha bday yana inye ọrụ ngwa ngwa na enyi na nnọkọ mmadụ 15.,waitstaff,positive
2162,Nri India kachasị mma m riri.,Nri India,positive
2165,"The mkpara bụ unbelievably enyi na enyi, na m nrọ banyere ha Saag gosht ... Dị mma nke ukwuu.",Saag gosht,positive
2169,"The mkpara bụ unbelievably enyi na enyi, na m nrọ banyere ha Saag gosht ... Dị mma nke ukwuu.",ndị ọrụ,positive
2173,"N'ụzọ dị mwute, ọ gwụla ma ị bi n'ógbè ahụ, ọ bụghị n'ebe dị mma kama ọ dị ka akụ zoro ezo.",Ebe,negative
2176,Ndị ọrụ ahụ kelere m nke ọma n'ọnụ ụzọ ma m nọ ọdụ ngwa ngwa na nri ahụ magburu onwe ya.,ndị ọrụ,positive
2180,Ndị ọrụ ahụ kelere m nke ọma n'ọnụ ụzọ ma m nọ ọdụ ngwa ngwa na nri ahụ magburu onwe ya.,nri,positive
2184,"The menu bụ oké, na a mma nhọrọ, na ihe niile na m gbalịrị bụ nnọọ ụtọ.",menu,positive
2188,"The menu bụ oké, na a mma nhọrọ, na ihe niile na m gbalịrị bụ nnọọ ụtọ.",nhọrọ,positive
2192,"M gara Swiftys na ụfọdụ ndị enyi nke ezinụlọ na anyị nwere a nnọọ mma nri abalị, ma ọ dịghị ihe ịtụnanya.",nri abalị,positive
2195,Enwere m ọkụkọ ọkụkọ na salad.,salad,neutral
2197,Enwere m ọkụkọ ọkụkọ na salad.,ọkụkọ ọkụkọ,neutral
2199,Ebe a nwere sushi kachasị mma n'obodo ahụ.,sushi,positive
2202,Ha nwere nhọrọ magburu onwe ya (mpịakọta na crab dị nnọọ ukwuu).,mpịakọta na crab,positive
2206,Ha nwere nhọrọ magburu onwe ya (mpịakọta na crab dị nnọọ ukwuu).,nhọrọ,positive
2210,Ezi uche ọnụ na nnọọ ọhụrụ sushi.,sushi,positive
2214,Ezi uche ọnụ na nnọọ ọhụrụ sushi.,ọnụ,positive
2218,Agara m otu ụbọchị na-arịọ maka tebụl maka otu ìgwè ma bụrụ onye ọbịa na-akparị mmadụ nke ukwuu nabatara ya.,hostess,negative
2221,Agara m otu ụbọchị na-arịọ maka tebụl maka otu ìgwè ma bụrụ onye ọbịa na-akparị mmadụ nke ukwuu nabatara ya.,tebụl,neutral
2223,"Ụlọ oriri na ọṅụṅụ ahụ bụ ihe efu kpamkpam, ma o nyere m anya ruru unyi ma jụọ, enweghị ndoputa?",ndoputa,neutral
2225,"Mgbe ahụ, o mere nsogbu banyere enweghị ike ịgbakwunye oche 1 ma ọ bụ 2 na njedebe ọ bụla nke tebụl maka ndị ọzọ.",oche oche,neutral
2227,"Mgbe ahụ, o mere nsogbu banyere enweghị ike ịgbakwunye oche 1 ma ọ bụ 2 na njedebe ọ bụla nke tebụl maka ndị ọzọ.",tebụl,neutral
2229,M na-eri nri ebe a n'oge dị iche - nri bụ mediocre maka ọnụahịa.,nri,neutral
2232,M na-eri nri ebe a n'oge dị iche - nri bụ mediocre maka ọnụahịa.,ọnụahịa,negative
2234,Desserts gụnyere flan na sopaipillas.,sopaipillas,neutral
2236,Desserts gụnyere flan na sopaipillas.,Desserts,neutral
2238,Desserts gụnyere flan na sopaipillas.,flan,neutral
2240,Ọ na-emeghe naanị maka nri ehihie mana nri dị mma!,nri ehihie,neutral
2242,Ọ na-emeghe naanị maka nri ehihie mana nri dị mma!,nri,positive
2245,Ọ bụ ihe dị ka $ 7 maka nri ehihie ma ha na-ewere ma ọ bụ na-eri nri.,dine-in,neutral
2247,Ọ bụ ihe dị ka $ 7 maka nri ehihie ma ha na-ewere ma ọ bụ na-eri nri.,nri ehihie,neutral
2249,Ọ bụ ihe dị ka $ 7 maka nri ehihie ma ha na-ewere ma ọ bụ na-eri nri.,wepụ,neutral
2251,Nri dị mma ma ha nwekwara empenadas na plaintains nke dị mma maka nri nri ehihie.,Plaintains,positive
2255,Nri dị mma ma ha nwekwara empenadas na plaintains nke dị mma maka nri nri ehihie.,Nri,positive
2259,Nri dị mma ma ha nwekwara empenadas na plaintains nke dị mma maka nri nri ehihie.,nri ehihie,positive
2263,Nri dị mma ma ha nwekwara empenadas na plaintains nke dị mma maka nri nri ehihie.,empenadas,positive
2267,"Nnukwu nri, mmanya dị mma na onye ọbịa magburu onwe ya.",host,positive
2271,"Nnukwu nri, mmanya dị mma na onye ọbịa magburu onwe ya.",mmanya,positive
2275,"Nnukwu nri, mmanya dị mma na onye ọbịa magburu onwe ya.",nri,positive
2279,"All toppings bụ nnọọ ọhụrụ ị ga-eche na ha nwere ha onwe ha akwụkwọ nri ubi na crust bụ nnọọ zuru okè, na onye n'ezie na-eche banyere otú e mere ya.",crust,positive
2283,"All toppings bụ nnọọ ọhụrụ ị ga-eche na ha nwere ha onwe ha akwụkwọ nri ubi na crust bụ nnọọ zuru okè, na onye n'ezie na-eche banyere otú e mere ya.",toppings,positive
2287,Ebe a nwere pizza kachasị mma.,Pizza,positive
2290,Ọ na-akawanye mmadụ jupụtara n'oge nri ehihie ma e nwere nza nke oche na azụ na onye ọ bụla na-arụ ọrụ n'ebe ahụ bụ nnọọ mma.,oche,positive
2293,M na-akwadokwa garlic knots.,garlic knots,positive
2296,Echere m na meatball parm dị mma.,meatball parm,positive
2299,Nri ahụ na-atọ ụtọ ma ụlọ mmanya ahụ nwere nnukwu vibe.,bar,positive
2303,Nri ahụ na-atọ ụtọ ma ụlọ mmanya ahụ nwere nnukwu vibe.,vibe,positive
2307,Nri ahụ na-atọ ụtọ ma ụlọ mmanya ahụ nwere nnukwu vibe.,nri,positive
2311,M kwụsịrị site maka ụfọdụ brunch taa na nwere vegan cranberry pancakes na ụfọdụ osikapa mmiri ara ehi.,vegan cranberry pancakes,neutral
2313,M kwụsịrị site maka ụfọdụ brunch taa na nwere vegan cranberry pancakes na ụfọdụ osikapa mmiri ara ehi.,brunch,neutral
2315,M kwụsịrị site maka ụfọdụ brunch taa na nwere vegan cranberry pancakes na ụfọdụ osikapa mmiri ara ehi.,osikapa mmiri ara ehi,neutral
2317,Nri ahụ dị ezigbo mma ma o juru m anya ịhụ ọtụtụ nhọrọ vegan.,vegan nhọrọ,positive
2321,Nri ahụ dị ezigbo mma ma o juru m anya ịhụ ọtụtụ nhọrọ vegan.,nri,positive
2325,"Maka onye kpọrọ nri India asị, Baluchi agbanweela etiti m.",Nri India,positive
2327,"N'ikpeazụ a curry na m nwere ike iri, na-enwe obi ụtọ na-adịghị ata ahụhụ site gastritis si 3 awa mgbe e mesịrị.",curry,positive
2330,Gbalịa achịcha ndị a rụrụ n'ụlọ.,Achịcha ndị a na-eme n'ụlọ,positive
2333,"Ha niile dị ukwuu - poori, naan, paratha niile FRESH.",ogbenye,positive
2337,"Ha niile dị ukwuu - poori, naan, paratha niile FRESH.",paratha,positive
2341,"Ha niile dị ukwuu - poori, naan, paratha niile FRESH.",naan,positive
2345,Mụ na nwunye m gara bistro n'oge na-adịbeghị anya maka nri abalị ma nwee ahụmahụ magburu onwe ya.,nri abalị,neutral
2348,Achịcha crab na-atọ ụtọ na ọgịrịga BBQ zuru oke.,achịcha crab,positive
2352,Achịcha crab na-atọ ụtọ na ọgịrịga BBQ zuru oke.,BBQ ọgịrịga,positive
2356,Great wine ndepụta na oké mmanya menu.,mmanya menu,positive
2360,Great wine ndepụta na oké mmanya menu.,ndepụta mmanya,positive
