,zu,aspect,polarities
1836,"Abazange nje babe emangalisayo, sandwich, isobho, pizza njll, kodwa sorbets zabo okuzenzela aphume kuleli zwe!",ama-sandwich,positive
1840,"Abazange nje babe emangalisayo, sandwich, isobho, pizza njll, kodwa sorbets zabo okuzenzela aphume kuleli zwe!",pizza,positive
1844,Zama i-Peanut Butter Sorbet ne-pizza nge-soy cheese!,pizza nge soy ushizi,positive
1847,Zama i-Peanut Butter Sorbet ne-pizza nge-soy cheese!,I-Peanut Butter Sorbet,positive
1850,"Le nsizakalo inkulu (mhlawumbe ngisho nomngcele ohluphayo kodwa okungenani uthola ukunakwa), ama-dessert amahle kakhulu futhi ikhofi inhle kakhulu ...",ama-dessert,positive
1854,"Le nsizakalo inkulu (mhlawumbe ngisho nomngcele ohluphayo kodwa okungenani uthola ukunakwa), ama-dessert amahle kakhulu futhi ikhofi inhle kakhulu ...",ikhofi,positive
1858,Umculo okuyinto ngezinye izikhathi kancane esindayo kakhulu ukunambitheka kwami.,umculo,negative
1861,"Casablanca servces falafel okumnandi, tabouleh, humus nezinye injabulo Mediterranean, okuyinto zonke engabizi kakhulu.",Injabulo yaseMedithera,positive
1864,"Casablanca servces falafel okumnandi, tabouleh, humus nezinye injabulo Mediterranean, okuyinto zonke engabizi kakhulu.",falafel,positive
1867,"Casablanca servces falafel okumnandi, tabouleh, humus nezinye injabulo Mediterranean, okuyinto zonke engabizi kakhulu.",humus,positive
1870,"Casablanca servces falafel okumnandi, tabouleh, humus nezinye injabulo Mediterranean, okuyinto zonke engabizi kakhulu.",tabouleh,positive
1873,"Kukhona yokudlela abayitoho kakhulu, kodwa ephelele kwasemini, futhi inkonzo yabo ukulethwa njalo fast kakhulu.",isidlo sasemini,neutral
1877,"Kukhona yokudlela abayitoho kakhulu, kodwa ephelele kwasemini, futhi inkonzo yabo ukulethwa njalo fast kakhulu.",isevisi yokulethwa,positive
1881,Baphinde babe ne-assortment enkulu yokugoqa uma yakho ingekho esimweni sokugibela kwendabuko yaseMedithera.,i-assortment yokugoqa,positive
1884,Baphinde babe ne-assortment enkulu yokugoqa uma yakho ingekho esimweni sokugibela kwendabuko yaseMedithera.,imali yokugibela yendabuko yaseMedithera,neutral
1887,Kwathatha iminyaka engu-100 ukuthi uParisi azungeze ukwenza i-pizza (okungenani angicabangi ukuthi bake bayenza ngaphambi kwalo nyaka) ... kodwa kwakufanelekile ukulinda.,pizza,positive
1890,I-sauce inhle kakhulu (entsha kakhulu) nge-dabs ye-mozzarella yangempela.,ama-dabs we-mozzarella yangempela,neutral
1892,I-sauce inhle kakhulu (entsha kakhulu) nge-dabs ye-mozzarella yangempela.,sauce,positive
1895,Isinkwa siphezulu notch kanye.,isinkwa,positive
1898,Zikhonzwa ngesinkwa seFocacchia futhi kufanele zife.,wakhonza,neutral
1900,Zikhonzwa ngesinkwa seFocacchia futhi kufanele zife.,Isinkwa se-Focacchia,neutral
1903,Futhi uthole ama-Onion Rings -- okungcono kakhulu esike saba nakho.,Izindandatho ze-anyanisi,positive
1906,"Umkhathi omuhle, ophelele iziphuzo kanye / noma ama-appetizers.",appetizers,neutral
1910,"Umkhathi omuhle, ophelele iziphuzo kanye / noma ama-appetizers.",umkhathi,positive
1914,"Umkhathi omuhle, ophelele iziphuzo kanye / noma ama-appetizers.",iziphuzo,neutral
1918,I-Cuisine ikhokhiswa njenge-asian fusion - ayihlangabezani nebhilidi.,billed,negative
1920,I-Cuisine ikhokhiswa njenge-asian fusion - ayihlangabezani nebhilidi.,asian fusion,neutral
1922,I-Cuisine ikhokhiswa njenge-asian fusion - ayihlangabezani nebhilidi.,Cuisine,negative
1924,I-Cuisine ikhokhiswa njenge-asian fusion - ayihlangabezani nebhilidi.,bill,negative
1926,"Abaphathi babengochwepheshe kakhulu, behloniphekile futhi beqaphela.",waiters,positive
1929,"Been to the one in Brooklyn for over 25 years, now I don't have to go over the bridge for the best pizza .... Hanx",pizza,positive
1932,Ngiyazi ukudla kwangempela kwaseNdiya futhi lokhu kwakungekhona.,Ukudla kwaseNdiya,negative
1934,"Ngincoma ama-dumplings engulube ethosiwe, inkukhu ye-orange / inyama yenkomo, kanye nelayisi elithosiwe.",ama-dumplings engulube ethosiwe,positive
1937,"Ngincoma ama-dumplings engulube ethosiwe, inkukhu ye-orange / inyama yenkomo, kanye nelayisi elithosiwe.",irayisi ethosiwe,positive
1940,"Ngincoma ama-dumplings engulube ethosiwe, inkukhu ye-orange / inyama yenkomo, kanye nelayisi elithosiwe.",inkukhu ye-orange / inyama yenkomo,positive
1943,Qiniseka ukuthi uhambisana nokudla kwakho ngenye ye-concoctions yabo entsha yejusi.,ukudla,neutral
1945,Qiniseka ukuthi uhambisana nokudla kwakho ngenye ye-concoctions yabo entsha yejusi.,fresh juice concoctions,positive
1948,"Yebo, basuke kancane ezibizayo ke ejwayelekile, kodwa ke futhi, kanjalo ukudla kwabo.",ukudla,positive
1951,"Ngincoma kakhulu i-grand marnier shrimp, kuhle ngokuhlanya.",grand marnier shrimp,positive
1954,"Glechik kungase kube indlela encane kakhulu yokudlela ngezindinganiso Russian, kodwa ethokomele futhi ukudla kumane OMKHULU.",ukudla,positive
1957,"Kumele uzame i-Odessa stew noma i-Rabbit stew; amasaladi-konke okuhle; futhi i-kompot ihlaziya kakhulu ngesikhathi sosuku olushisayo lwehlobo (benza ngendlela umama enza ngayo, ingikhumbuza ikhaya kakhulu).",amasaladi,positive
1961,"Kumele uzame i-Odessa stew noma i-Rabbit stew; amasaladi-konke okuhle; futhi i-kompot ihlaziya kakhulu ngesikhathi sosuku olushisayo lwehlobo (benza ngendlela umama enza ngayo, ingikhumbuza ikhaya kakhulu).",kompot,positive
1965,"Kumele uzame i-Odessa stew noma i-Rabbit stew; amasaladi-konke okuhle; futhi i-kompot ihlaziya kakhulu ngesikhathi sosuku olushisayo lwehlobo (benza ngendlela umama enza ngayo, ingikhumbuza ikhaya kakhulu).",I-Rabbit stew,positive
1969,"Kumele uzame i-Odessa stew noma i-Rabbit stew; amasaladi-konke okuhle; futhi i-kompot ihlaziya kakhulu ngesikhathi sosuku olushisayo lwehlobo (benza ngendlela umama enza ngayo, ingikhumbuza ikhaya kakhulu).",Odessa stew,positive
1973,Ngakho-ke ukugcwaliswa nokudla okunempilo kunikeze i-go.,isidlo,positive
1976,Simple ukudla okunempilo unglamorous ezishibhile.,ukudla,positive
1979,Isobho le-chickpea eligayiwe esasilisampula njengesiqalo linambitheka ngandlela-thile mncane.,phansi chickpea isobho,negative
1982,Isobho le-chickpea eligayiwe esasilisampula njengesiqalo linambitheka ngandlela-thile mncane.,isiqalo,neutral
1985,Inkukhu kanye nezingqwembe ze-falafel zaziyinhlanganisela ye-nondescript nesaladi yamaqabunga amasha.,inkukhu kanye falafel izingqwembe,neutral
1988,Inkukhu kanye nezingqwembe ze-falafel zaziyinhlanganisela ye-nondescript nesaladi yamaqabunga amasha.,isaladi yamaqabunga amasha,neutral
1991,I-falafal kunalokho yayiphezu kokuphekiwe futhi yomile kodwa inkukhu yayilungile.,inkukhu,positive
1995,I-falafal kunalokho yayiphezu kokuphekiwe futhi yomile kodwa inkukhu yayilungile.,falafal,negative
1999,Ukudonswa okuyinhloko kwale ndawo yintengo.,intengo,positive
2002,"Ekugcineni ake ungene esitolo 5 ngesikhathi, ukuthenga izingcezu ezibizayo kusukela abasebenzi harried.",izingcezu,negative
2006,"Ekugcineni ake ungene esitolo 5 ngesikhathi, ukuthenga izingcezu ezibizayo kusukela abasebenzi harried.",abasebenzi,negative
2010,"Umphumela (i-velvet ebomvu): Ukuthungwa okukhulu, okuthambile ne-velvety, ukusikisela okuhle kwe-cocoa.",ukusikisela kwe-cocoa,positive
2014,"Umphumela (i-velvet ebomvu): Ukuthungwa okukhulu, okuthambile ne-velvety, ukusikisela okuhle kwe-cocoa.",ukuthungwa,positive
2018,"i-icing MADE leli khekhe, kwakuyi-fluffy, hhayi i-ultra sweet, ukhilimu nokukhanya.",ikhekhe,positive
2021,"Ikhekhe elihle KODWA: kwakungeyona ikhekhe elihle kakhulu engake ngaba nayo, futhi nakanjani akufanelekile ukuma ngaphandle eceleni komgwaqo ukufuya njengezinkomo ngabasebenzi abangenandaba futhi abasebenza ngokweqile.",abasebenzi,negative
2023,"Ikhekhe elihle KODWA: kwakungeyona ikhekhe elihle kakhulu engake ngaba nayo, futhi nakanjani akufanelekile ukuma ngaphandle eceleni komgwaqo ukufuya njengezinkomo ngabasebenzi abangenandaba futhi abasebenza ngokweqile.",ikhekhe,negative
2026,Isilinganiso ikhekhe ukuthi iye courted by a LOT of hype.,ikhekhe,negative
2029,I decor yakhelwe yesimanje Japanese isitayela yokudlela.,decor,neutral
2031,"Ukudla kuhle, i-teriyaki engiyincomayo.",teriyaki,positive
2035,"Ukudla kuhle, i-teriyaki engiyincomayo.",ukudla,positive
2039,"Ingxenye ye-Sashimi inkulu ngokwanele ukuxolisa abantu abaningi, kodwa angizange ngithande iqiniso lokuthi basebenzisa inyama ye-lobster ye-artifical.",Sashimi ingxenye,positive
2043,"Ingxenye ye-Sashimi inkulu ngokwanele ukuxolisa abantu abaningi, kodwa angizange ngithande iqiniso lokuthi basebenzisa inyama ye-lobster ye-artifical.",inyama ye-lobster ye-artifical,negative
2047,"Sekukonke, lena indawo enhle ukuthatha abangane abambalwa hang out at futhi inkonzo kuyinto enhle kakhulu.",service,positive
2051,"Sekukonke, lena indawo enhle ukuthatha abangane abambalwa hang out at futhi inkonzo kuyinto enhle kakhulu.",indawo,positive
2055,Ukudla kukhulu futhi ama-milkshakes angcono nakakhulu!,milkshakes,positive
2059,Ukudla kukhulu futhi ama-milkshakes angcono nakakhulu!,ukudla,positive
2063,"Yakha isidlo ngama-oda aseceleni afana namasaladi amangalisayo 'Greens, Buffalo Chicken Kickers noCinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Yakha isidlo ngama-oda aseceleni afana namasaladi amangalisayo 'Greens, Buffalo Chicken Kickers noCinna Stix.",isidlo,neutral
2067,"Yakha isidlo ngama-oda aseceleni afana namasaladi amangalisayo 'Greens, Buffalo Chicken Kickers noCinna Stix.",imiyalo eseceleni,neutral
2069,"Yakha isidlo ngama-oda aseceleni afana namasaladi amangalisayo 'Greens, Buffalo Chicken Kickers noCinna Stix.",Cinna Stix,neutral
2071,"Yakha isidlo ngama-oda aseceleni afana namasaladi amangalisayo 'Greens, Buffalo Chicken Kickers noCinna Stix.",emangalisayo' Greens amasaladi,neutral
2073,Sahlabeka umxhwele kakhulu ngokudla nenani.,inani,positive
2076,Sahlabeka umxhwele kakhulu ngokudla nenani.,ukudla,positive
2079,Kumele uzame isobho garlic!,isobho garlic,positive
2082,"Ukudla kuhle kakhulu (ukukhethwa okukhulu, amanani afanele) futhi iziphuzo zinhle ngempela.",iziphuzo,positive
2086,"Ukudla kuhle kakhulu (ukukhethwa okukhulu, amanani afanele) futhi iziphuzo zinhle ngempela.",amanani,positive
2090,"Ukudla kuhle kakhulu (ukukhethwa okukhulu, amanani afanele) futhi iziphuzo zinhle ngempela.",okukhethiwe,positive
2094,"Ukudla kuhle kakhulu (ukukhethwa okukhulu, amanani afanele) futhi iziphuzo zinhle ngempela.",ukudla,positive
2098,"Umkhathi ufudumele, ukhululekile, u-artsy futhi u-sexy.",umkhathi,positive
2101,"Sasikhona futhi sijabulela ngempela ukudla, kwaba ukudla okukhulu ngokweqiniso, futhi inkonzo yayihle ngempela.",ukudla,positive
2105,"Sasikhona futhi sijabulela ngempela ukudla, kwaba ukudla okukhulu ngokweqiniso, futhi inkonzo yayihle ngempela.",service,positive
2109,"Sasikhona futhi sijabulela ngempela ukudla, kwaba ukudla okukhulu ngokweqiniso, futhi inkonzo yayihle ngempela.",ukudla,positive
2113,"Umhlobiso wawuzizwa sengathi siseCairo, empeleni umgwaqo uyingxenye yaleyo adventure.",umhlobiso,positive
2115,Ukudla kuhle kakhulu futhi kuthandwa kakhulu kangangokuthi ukulinda kungaba ngempela iphupho elibi.,Kulindwe,negative
2119,Ukudla kuhle kakhulu futhi kuthandwa kakhulu kangangokuthi ukulinda kungaba ngempela iphupho elibi.,ukudla,positive
2123,Le ndawo ethile ngokuqinisekile isebenzisa inyama engaphansi kwezinga.,inyama,negative
2126,"Nakuba incane, ine-ambience enhle, ukudla okuhle kakhulu (i-catfish imnandi - uma ya ungakhathazeki nge-lil salty) kanye nenkonzo yokulalela.",service,positive
2130,"Nakuba incane, ine-ambience enhle, ukudla okuhle kakhulu (i-catfish imnandi - uma ya ungakhathazeki nge-lil salty) kanye nenkonzo yokulalela.",ambience,positive
2134,"Nakuba incane, ine-ambience enhle, ukudla okuhle kakhulu (i-catfish imnandi - uma ya ungakhathazeki nge-lil salty) kanye nenkonzo yokulalela.",catfish,positive
2138,"Nakuba incane, ine-ambience enhle, ukudla okuhle kakhulu (i-catfish imnandi - uma ya ungakhathazeki nge-lil salty) kanye nenkonzo yokulalela.",ukudla,positive
2142,"Ukudla kwathatha imizuzu embalwa eyengeziwe ezayo, kodwa amahlaya abaphathi abahle nobungane benza.",ukudla,neutral
2144,"Ukudla kwathatha imizuzu embalwa eyengeziwe ezayo, kodwa amahlaya abaphathi abahle nobungane benza.",waiters,positive
2147,Ngize lapha ukudla kwasemini okungajwayelekile kanjalo nosuku lokuzalwa lomngane futhi ngihlala ngizijabulisa.,ukudla kwasemini okungajwayelekile,neutral
2149,I-sushi ihlala intsha futhi i-yummy futhi imenyu ihluke kakhulu.,imenyu,positive
2153,I-sushi ihlala intsha futhi i-yummy futhi imenyu ihluke kakhulu.,sushi,positive
2157,Ngahlabeka umxhwele ikakhulukazi ngesikhathi seqembu le-bday lapho i-waitstaff ihamba ngaphezu kokungisiza ukuhlobisa nokuveza ikhekhe le-bday kanye nokunikeza inkonzo esheshayo futhi enobungane eqenjini lomuntu we-15.,service,positive
2160,Ngahlabeka umxhwele ikakhulukazi ngesikhathi seqembu le-bday lapho i-waitstaff ihamba ngaphezu kokungisiza ukuhlobisa nokuveza ikhekhe le-bday kanye nokunikeza inkonzo esheshayo futhi enobungane eqenjini lomuntu we-15.,waitstaff,positive
2162,Ukudla okuhle kakhulu kwaseNdiya engake ngakudla.,Ukudla kwaseNdiya,positive
2165,"Abasebenzi banobungane obungakholeki, futhi ngiphupha nge-Saag gosht yabo ... Kuhle.",Saag gosht,positive
2169,"Abasebenzi banobungane obungakholeki, futhi ngiphupha nge-Saag gosht yabo ... Kuhle.",abasebenzi,positive
2173,"Ngeshwa, ngaphandle kokuthi uhlala endaweni yangakini, ayikho endaweni elula kodwa ifana kakhulu nengcebo efihliwe.",indawo,negative
2176,Abasebenzi bangibingelela ngemfudumalo emnyango futhi wahlala ngokushesha futhi ukudla kwako kuhle kakhulu.,abasebenzi,positive
2180,Abasebenzi bangibingelela ngemfudumalo emnyango futhi wahlala ngokushesha futhi ukudla kwako kuhle kakhulu.,ukudla,positive
2184,"Imenyu inkulu, ngokukhethwa okuhle, futhi konke engikuzamile kumnandi ngokuphelele.",imenyu,positive
2188,"Imenyu inkulu, ngokukhethwa okuhle, futhi konke engikuzamile kumnandi ngokuphelele.",okukhethiwe,positive
2192,"Ngaya eSwiftys nabanye abangane bomndeni futhi saba nesidlo sakusihlwa esihle kakhulu, kodwa akukho okumangalisayo.",isidlo sakusihlwa,positive
2195,Nganginenkukhu eyosiwe nesaladi.,isaladi,neutral
2197,Nganginenkukhu eyosiwe nesaladi.,inkukhu eyosiwe,neutral
2199,Le ndawo ine-sushi engcono kakhulu edolobheni.,sushi,positive
2202,Banokukhethwa okuhle kakhulu (imiqulu ene-crab inkulu ngempela).,imiqulu nge-crab,positive
2206,Banokukhethwa okuhle kakhulu (imiqulu ene-crab inkulu ngempela).,okukhethiwe,positive
2210,Ngokunengqondo ontengo yakhe yabekwa nge sushi fresh kakhulu.,sushi,positive
2214,Ngokunengqondo ontengo yakhe yabekwa nge sushi fresh kakhulu.,ontengo yakhe yaphansi,positive
2218,Ngangena ngelinye ilanga ngicela itafula leqembu futhi ngabingelelwa yi-hostess enolaka kakhulu.,hostess,negative
2221,Ngangena ngelinye ilanga ngicela itafula leqembu futhi ngabingelelwa yi-hostess enolaka kakhulu.,ithebula,neutral
2223,"indawo yokudlela yayingenalutho ngokuphelele, kodwa wanginika ukubukeka okungcolile futhi wabuza, akukho ukubhuka?",ukubhuka,neutral
2225,khona-ke wenza umsindo ngokungakwazi ukwengeza izihlalo ezi-1 noma ezi-2 kunoma yikuphi ukuphela kwetafula kubantu abengeziwe.,izihlalo,neutral
2227,khona-ke wenza umsindo ngokungakwazi ukwengeza izihlalo ezi-1 noma ezi-2 kunoma yikuphi ukuphela kwetafula kubantu abengeziwe.,ithebula,neutral
2229,ngidle lapha ngesikhathi esihlukile - ukudla kuphakathi kwamanani.,ukudla,neutral
2232,ngidle lapha ngesikhathi esihlukile - ukudla kuphakathi kwamanani.,amanani,negative
2234,Ama-dessert afaka ama-flan nama-sopaipillas.,sopaipillas,neutral
2236,Ama-dessert afaka ama-flan nama-sopaipillas.,Ama-dessert,neutral
2238,Ama-dessert afaka ama-flan nama-sopaipillas.,flan,neutral
2240,It' kuphela evulekile kwasemini kodwa ukudla kuhle kakhulu!,isidlo sasemini,neutral
2242,It' kuphela evulekile kwasemini kodwa ukudla kuhle kakhulu!,ukudla,positive
2245,Cishe i- $ 7 yokudla kwasemini futhi bane-take-out noma i-dine-in.,dine-in,neutral
2247,Cishe i- $ 7 yokudla kwasemini futhi bane-take-out noma i-dine-in.,isidlo sasemini,neutral
2249,Cishe i- $ 7 yokudla kwasemini futhi bane-take-out noma i-dine-in.,ukuthatha-ngaphandle,neutral
2251,Ukudla kuhle kakhulu futhi baphinde babe nama-empenadas nama-plaintains alungele ukudla ntambama.,plaintains,positive
2255,Ukudla kuhle kakhulu futhi baphinde babe nama-empenadas nama-plaintains alungele ukudla ntambama.,Ukudla,positive
2259,Ukudla kuhle kakhulu futhi baphinde babe nama-empenadas nama-plaintains alungele ukudla ntambama.,isidlo ntambama,positive
2263,Ukudla kuhle kakhulu futhi baphinde babe nama-empenadas nama-plaintains alungele ukudla ntambama.,empenadas,positive
2267,"Ukudla okukhulu, iwayini elihle kanye nendawo enhle kakhulu.",ummemi,positive
2271,"Ukudla okukhulu, iwayini elihle kanye nendawo enhle kakhulu.",iwayini,positive
2275,"Ukudla okukhulu, iwayini elihle kanye nendawo enhle kakhulu.",ukudla,positive
2279,"Wonke ama-toppings amasha kakhulu ungacabanga ukuthi ayenengadi yawo yemifino futhi i-crust iphelele kakhulu, kangangokuthi umuntu empeleni ucabanga ukuthi yenziwa kanjani.",crust,positive
2283,"Wonke ama-toppings amasha kakhulu ungacabanga ukuthi ayenengadi yawo yemifino futhi i-crust iphelele kakhulu, kangangokuthi umuntu empeleni ucabanga ukuthi yenziwa kanjani.",toppings,positive
2287,Le ndawo ine-pizza engcono kakhulu.,pizza,positive
2290,Kuyagcwala ngesikhathi sokudla kwasemini kodwa kunezihlalo eziningi emuva futhi wonke umuntu osebenza khona umnandi kakhulu.,izihlalo,positive
2293,Ngincoma futhi amafindo we-garlic.,garlic ifindo,positive
2296,Ngicabanga ukuthi i-meatball parm inhle.,meatball parm,positive
2299,Ukudla kumnandi futhi ibha ine-vibe enkulu.,ibha,positive
2303,Ukudla kumnandi futhi ibha ine-vibe enkulu.,vibe,positive
2307,Ukudla kumnandi futhi ibha ine-vibe enkulu.,ukudla,positive
2311,Ngayeka i-brunch ethile namuhla futhi ngaba nama-pancake e-cranberry we-vegan kanye nobisi lwelayisi.,ama-pancake we-cranberry we-vegan,neutral
2313,Ngayeka i-brunch ethile namuhla futhi ngaba nama-pancake e-cranberry we-vegan kanye nobisi lwelayisi.,brunch,neutral
2315,Ngayeka i-brunch ethile namuhla futhi ngaba nama-pancake e-cranberry we-vegan kanye nobisi lwelayisi.,ubisi lwelayisi,neutral
2317,Ukudla kwakuhle kakhulu futhi ngamangala kamnandi ukubona izinketho eziningi ze-vegan.,Izinketho ze vegan,positive
2321,Ukudla kwakuhle kakhulu futhi ngamangala kamnandi ukubona izinketho eziningi ze-vegan.,ukudla,positive
2325,"Kumuntu owayevame ukuzonda ukudla kwaseNdiya, iBaluchi's ishintshe phakathi kwami.",Ukudla kwaseNdiya,positive
2327,"Ekugcineni i-curry engingayidla, ngiyijabulele futhi ngingahlushwa i-gastritis kusukela ngemuva kwamahora ama-3.",curry,positive
2330,Zama izinkwa ezenziwe ekhaya.,izinkwa ezenziwe ekhaya,positive
2333,"Zonke GREAT - poori, naan, paratha zonke FRESH.",poori,positive
2337,"Zonke GREAT - poori, naan, paratha zonke FRESH.",paratha,positive
2341,"Zonke GREAT - poori, naan, paratha zonke FRESH.",naan,positive
2345,Mina nomkami sisanda kuvakashela i-bistro isidlo sakusihlwa futhi saba nesipiliyoni esimangalisayo.,isidlo sakusihlwa,neutral
2348,Amakhekhe e-crab amnandi futhi i-BBQ rib yayiphelele.,amakhekhe crab,positive
2352,Amakhekhe e-crab amnandi futhi i-BBQ rib yayiphelele.,BBQ rib,positive
2356,Uhlu olukhulu lwewayini kanye nemenyu enkulu ye-cocktail.,imenyu cocktail,positive
2360,Uhlu olukhulu lwewayini kanye nemenyu enkulu ye-cocktail.,uhlu lwewayini,positive
2364,Ukudla kuhle kakhulu futhi inkonzo inkulu.,service,positive
2368,Ukudla kuhle kakhulu futhi inkonzo inkulu.,ukudla,positive
2372,"Ku-mi burrito, lapha kwakungekho lutho ngaphandle kwenkukhu emnyama eyayinalokho okuphekwe ngesonto eledlule futhi yafudumala nje ngokunambitheka kwe-microwave.",inkukhu,negative
2376,"Ku-mi burrito, lapha kwakungekho lutho ngaphandle kwenkukhu emnyama eyayinalokho okuphekwe ngesonto eledlule futhi yafudumala nje ngokunambitheka kwe-microwave.",ukunambitheka,negative
2380,"Hamba nezinto ezikhethekile, uhlale kude ne-salmon. ",okukhethekile,positive
2384,"Hamba nezinto ezikhethekile, uhlale kude ne-salmon. ",salmon,negative
2388,Ama-pasta ayemahle kakhulu.,pastas,positive
2391,Umkhathi uyisithukuthezi.,Umkhathi,negative
2394,Hamba lapha uma ufuna amasaladi amasha futhi anambithekayo anoma yiluphi uhlobo ongalucabanga.,amasaladi,positive
2397,ngoLwesibili olwedlule ukudla kwasemini kade nomngani wakhe.,isidlo sasemini sekwephuzile,neutral
2399,"Ngemva kokulinda cishe ihora, i-waiter brusquely yasitshela ukuthi ukhohliwe ukunikeza ikhishi i-oda lethu.",waiter,negative
2402,"Ngemva kokulinda cishe ihora, i-waiter brusquely yasitshela ukuthi ukhohliwe ukunikeza ikhishi i-oda lethu.",Kulindwe,negative
2404,"Ngemva kokulinda cishe ihora, i-waiter brusquely yasitshela ukuthi ukhohliwe ukunikeza ikhishi i-oda lethu.",ekhishini,neutral
2406,Ngabuza ngokuphindaphindiwe ukuthi yisiphi isimo sokudla futhi sasihle kakhulu i-grunted nge-waiter enolaka ngokungakholeki.,isidlo,neutral
2408,Ngabuza ngokuphindaphindiwe ukuthi yisiphi isimo sokudla futhi sasihle kakhulu i-grunted nge-waiter enolaka ngokungakholeki.,waiter,negative
2411,"Le ndawo inokudla okuhle kakhulu kwamaNdiya eNew York, izandla phansi.",Ukudla kwaseNdiya,positive
2414,Abaphathi banobungane kakhulu futhi bayasiza futhi uma uvame bazokukhumbula.,waiters,positive
2417,Ukudla nakho kuvelele futhi kunikezwa ngokushesha okukhulu.,wakhonza,positive
2421,Ukudla nakho kuvelele futhi kunikezwa ngokushesha okukhulu.,ukudla,positive
2425,Mina nomyeni wami sibe khona okungenani izikhathi ezingu-6 futhi sihlale sinikezwa inkonzo ephezulu kakhulu futhi ngokuvamile ama-dessert wamahhala.,service,positive
2429,Mina nomyeni wami sibe khona okungenani izikhathi ezingu-6 futhi sihlale sinikezwa inkonzo ephezulu kakhulu futhi ngokuvamile ama-dessert wamahhala.,ama-dessert,positive
2433,"Uma ufuna ukunambitha ukudla okukhulu kwamaNdiya futhi ufuna insizakalo enhle, nakanjani vakashela iCurrie Leaf.",Ukudla kwaseNdiya,positive
2437,"Uma ufuna ukunambitha ukudla okukhulu kwamaNdiya futhi ufuna insizakalo enhle, nakanjani vakashela iCurrie Leaf.",service,positive
2441,"I-El Nidos enye yezindawo zokudlela ezinhle kakhulu eNew York engake ngaya kuzo, inezinhlobonhlobo ezinkulu ze-pizza enambithekayo, ephuza umlomo.",pizza's,positive
2444,"I-pizza yenziwa entsha, esihlwabusayo, futhi ilungele ukukhonza.",pizza's,positive
2447,Inkonzo esihlangabezane nayo yayinobungane futhi inhle.,service,positive
2450,"Ngingasho ukuthi ukugoqa, ama-burger namasaladi konke kwakusha, kunambitheka futhi i-margareta yomango ku- $ 9 yayifanele kahle imali.",amasaladi,positive
2454,"Ngingasho ukuthi ukugoqa, ama-burger namasaladi konke kwakusha, kunambitheka futhi i-margareta yomango ku- $ 9 yayifanele kahle imali.",mango margareta,positive
2458,"Ngingasho ukuthi ukugoqa, ama-burger namasaladi konke kwakusha, kunambitheka futhi i-margareta yomango ku- $ 9 yayifanele kahle imali.",ukugoqa,positive
2462,"Ngingasho ukuthi ukugoqa, ama-burger namasaladi konke kwakusha, kunambitheka futhi i-margareta yomango ku- $ 9 yayifanele kahle imali.",Burgers,positive
2466,"manje ebizwa ngokuthi i-nikki sushi, i-sushi ilungile.",sushi,neutral
2469,i-hamburger entsha ene-sauce ekhethekile ilungile - okungenani ingcono kune-mac enkulu!,i-hamburger entsha ene-sauce ekhethekile,positive
2473,i-hamburger entsha ene-sauce ekhethekile ilungile - okungenani ingcono kune-mac enkulu!,mac enkulu,negative
2477,"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi).",ukukhethwa kwe-non-sushi,positive
2481,"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi).",appetizers,positive
2485,"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi).",cocktail ihora,positive
2487,"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi).",filet mignon,negative
2491,KWAKUYITHUBA LETHU KUPHELA LOKUVAKASHELA FUTHI SASIFUNA ISIDLO ESIYIQINISO SASE-ITALY.,ISIDLO SASE-ITALY,neutral
2494,BANABALINDI ECELENI KOMGWAQO BEZAMA UKUKUDONSA OKWENZA SISOLE.,ABALINDI,neutral
2496,I-LASAGNA CISHE YAYINGCONO KAKHULU ENGIYINAMBITHE.,LASAGNA,positive
2499,Imenyu ezithakazelisayo futhi ngempela ngokunengqondo ontengo yakhe ibekwe.,ontengo yakhe yaphansi,positive
2503,Imenyu ezithakazelisayo futhi ngempela ngokunengqondo ontengo yakhe ibekwe.,imenyu,positive
2507,Ukudla kwakumnandi futhi ngokucacile kwasetshenziswa izithako ezintsha.,izithako,positive
2511,Ukudla kwakumnandi futhi ngokucacile kwasetshenziswa izithako ezintsha.,ukudla,positive
2515,Abasebenzi babenobungane kakhulu futhi bemnandi.,abasebenzi,positive
2518,"Ikamelo licacile kancane, kodwa kunzima ukwenza indawo encane kangaka ijabulise futhi ngeke ngiphakamise lokho njengesizathu sokungayi.",igumbi,negative
2521,"Ikamelo licacile kancane, kodwa kunzima ukwenza indawo encane kangaka ijabulise futhi ngeke ngiphakamise lokho njengesizathu sokungayi.",indawo,negative
