,ln,aspect,polarities
1867,"Casablanca ebombaka falafel ya kitoko, tabouleh, humus mpe bisengo mosusu ya Mediterane, oyo nyonso ezalaka ntalo mingi te.",humus,positive
1870,"Casablanca ebombaka falafel ya kitoko, tabouleh, humus mpe bisengo mosusu ya Mediterane, oyo nyonso ezalaka ntalo mingi te.",Tabouleh,positive
1873,"Kuna restora ezalaka mpenza bongobongo, kasi ebongi mpenza mpo na midi, mpe mosala na bango ya kokabola biloko ezalaka ntango nyonso noki mpenza.",midi,neutral
1877,"Kuna restora ezalaka mpenza bongobongo, kasi ebongi mpenza mpo na midi, mpe mosala na bango ya kokabola biloko ezalaka ntango nyonso noki mpenza.",mosala ya kokabola biloko,positive
1881,Bazalaka mpe na assortment monene ya bilamba ya kozinga soki oza te na mood ya talo ya kala ya Mediterane.,Kokenge Kobo,positive
1884,Bazalaka mpe na assortment monene ya bilamba ya kozinga soki oza te na mood ya talo ya kala ya Mediterane.,Bibenda ya bonkɔkɔ ya Mediterane,neutral
1887,"Esengelaki mibu 100 mpona Parisi atambola mpo na kosala pizza (ata nakanisi te ete basalaki yango liboso ya mbula oyo)... Kasi, ezalaki na ntina kozela.",Pizza,positive
1890,Supu eza malamu mingi (ya sika mpenza) na dabs ya mozzarella ya solo.,Ebony solo Mozzarella,neutral
1892,Supu eza malamu mingi (ya sika mpenza) na dabs ya mozzarella ya solo.,Supu,positive
1895,Limpa mpe ezalaka na nsɔngɛ ya likoló.,limpa,positive
1898,Balyaka yango na mampa ya Focacchia mpe basengeli kokufa mpo na yango.,Akokisa,neutral
1900,Balyaka yango na mampa ya Focacchia mpe basengeli kokufa mpo na yango.,Limpa Focacchia,neutral
1903,Zwá mpe matutu ya matungulu -- ya malamu koleka oyo tozalaki na yango.,Onion Rings,positive
1906,"Esika ya kitoko, ebongi mpenza mpo na masanga mpe/to baappetizer.",appetizers,neutral
1910,"Esika ya kitoko, ebongi mpenza mpo na masanga mpe/to baappetizer.",atmosphere,positive
1914,"Esika ya kitoko, ebongi mpenza mpo na masanga mpe/to baappetizer.",masanga,neutral
1918,Cuisine ebengami billed as asian fusion - ekokisaka mobeko te.,billed,negative
1920,Cuisine ebengami billed as asian fusion - ekokisaka mobeko te.,Asia Fusion,neutral
1922,Cuisine ebengami billed as asian fusion - ekokisaka mobeko te.,Cuisine,negative
1924,Cuisine ebengami billed as asian fusion - ekokisaka mobeko te.,bill,negative
1926,"Bato oyo bazalaki kosala na restora bayebaki mosala malamu, bazalaki na bonkonde mpe bazalaki kotya likebi.",Basáli na restora,positive
1929,"Nazalaki na oyo ya Brooklyn na boumeli ya mbula koleka 25, sikoyo nasengeli te koleka gbagba mpo na pizza ya malamu koleka .... Hanx",Pizza,positive
1932,Nayebi bilei ya solo ya Inde mpe oyo ezalaki bongo te.,Bilei ya Inde,negative
1934,"Nazali kolendisa ba dumpling ya ngulu ya kotumba, nsoso ya orange/nyama ya ngɔmbɛ, mpe loso ya kotumba.",Misuni ya ngulu ya kotumba,positive
1937,"Nazali kolendisa ba dumpling ya ngulu ya kotumba, nsoso ya orange/nyama ya ngɔmbɛ, mpe loso ya kotumba.",loso ya kotumba,positive
1940,"Nazali kolendisa ba dumpling ya ngulu ya kotumba, nsoso ya orange/nyama ya ngɔmbɛ, mpe loso ya kotumba.",soso ya orange / nyama ya ngombe,positive
1943,Omindimisa ete okotambola elongo na bilei na yo na moko ya ba concocions na bango ya jus ya sika.,bilei,neutral
1945,Omindimisa ete okotambola elongo na bilei na yo na moko ya ba concocions na bango ya jus ya sika.,Bombards ya jus ya sika,positive
1948,"ɛ, eza mwa ntalo mingi na nsima ekomaka makasi, kasi na nsima lisusu, bilei na bango mpe ezalaka bongo.",bilei,positive
1951,"Nazali kolendisa mingi grand marnier shrimp, eza malamu te.",Grand Marnier Shrimp,positive
1954,"Glechik ekoki kozala moke mpenza mpona restora na kolanda mibeko ya Russie, kasi eza cozy mpe bilei eza kaka MONENE.",bilei,positive
1957,"Osengeli komeka supu ya Odessa to lapin; bisous a toutes bonne; Mpe Kompot epesaka motema mingi na mokolo ya molunge makasi ya eleko ya molunge (basalaka yango ndenge mama asalaka, ekundwelaka ngai ndako mbala mingi).",salade,positive
1961,"Osengeli komeka supu ya Odessa to lapin; bisous a toutes bonne; Mpe Kompot epesaka motema mingi na mokolo ya molunge makasi ya eleko ya molunge (basalaka yango ndenge mama asalaka, ekundwelaka ngai ndako mbala mingi).",kompot,positive
1965,"Osengeli komeka supu ya Odessa to lapin; bisous a toutes bonne; Mpe Kompot epesaka motema mingi na mokolo ya molunge makasi ya eleko ya molunge (basalaka yango ndenge mama asalaka, ekundwelaka ngai ndako mbala mingi).",Kolona lapin,positive
1969,"Osengeli komeka supu ya Odessa to lapin; bisous a toutes bonne; Mpe Kompot epesaka motema mingi na mokolo ya molunge makasi ya eleko ya molunge (basalaka yango ndenge mama asalaka, ekundwelaka ngai ndako mbala mingi).",Odessa stew,positive
1973,"Na yango, mpo na kotonda mpe bilei ya malamu pesá yango nzela.",Kolya,positive
1976,Bilei ya pete ya malamu oyo ezangi glamour eza na ntalo moke.,bilei,positive
1979,Supu ya chickpea ya mabele oyo tozwaki echantillon lokola eloko ya liboso ezalaki na mwa moke.,Supu ya chickpea ya mabele,negative
1982,Supu ya chickpea ya mabele oyo tozwaki echantillon lokola eloko ya liboso ezalaki na mwa moke.,starter,neutral
1985,Ba platters ya nsoso mpe ya falafel ezalaki kosangisa ba script te na salade ya nkasa ya sika.,soso na falafel platters,neutral
1988,Ba platters ya nsoso mpe ya falafel ezalaki kosangisa ba script te na salade ya nkasa ya sika.,salade ya nkasa ya sika,neutral
1991,Falafal ezalaki nde kolamba mpe kokauka kasi nsoso ezalaki malamu.,soso,positive
1995,Falafal ezalaki nde kolamba mpe kokauka kasi nsoso ezalaki malamu.,falafal,negative
1999,Eloko ebendaka mpenza esika yango ezali ntalo.,talo,positive
2002,"Sukasuka tiká yango na butik 5 na mbala moko, mpo na kosomba biteni ya ntalo makasi epai ya bato ya mosala oyo bazalaki kotungisa bango.",biteni,negative
2006,"Sukasuka tiká yango na butik 5 na mbala moko, mpo na kosomba biteni ya ntalo makasi epai ya bato ya mosala oyo bazalaki kotungisa bango.",Basali,negative
2010,"Resulat (velvet ya motane): Texture ya malamu, pete pe velveté, elembo kitoko ya cacao.",Kobo Coco,positive
2014,"Resulat (velvet ya motane): Texture ya malamu, pete pe velveté, elembo kitoko ya cacao.",texture,positive
2018,"ya icing MADE gato oyo, ezalaki fulufulu, kasi te ya sukali ya ultra, ya creme mpe ya pete.",gato,positive
2021,"gato ya malamu KASI: ezalaki te gato ya malamu koleka oyo nazalaki na yango, mpe ebongi mpenza te kotɛlɛma na libanda na nzela ya mopanzi ya nzela oyo bazalaki na etonga lokola bangombe na bato ya mosala oyo bazalaki kokipe te mpe oyo basalaka mingi.",Basali,negative
2023,"gato ya malamu KASI: ezalaki te gato ya malamu koleka oyo nazalaki na yango, mpe ebongi mpenza te kotɛlɛma na libanda na nzela ya mopanzi ya nzela oyo bazalaki na etonga lokola bangombe na bato ya mosala oyo bazalaki kokipe te mpe oyo basalaka mingi.",gato,negative
2026,Mwayene ya gato oyo ebongisami na LOT ya hype.,gato,negative
2029,Décor esalemi na restora ya lolenge ya Japon ya mikolo na biso.,DEKORE,neutral
2031,"Bilei ezali malamu, teriyaki oyo nazolendisa.",teriyaki,positive
2035,"Bilei ezali malamu, teriyaki oyo nazolendisa.",bilei,positive
2039,"Eteni ya Sashimi eza monene mpona kokitisa bato mingi motema, kasi nasepelaki te na likambo oyo basalelaki mosuni ya lobster ya artifique.",Sashimi eteni,positive
2043,"Eteni ya Sashimi eza monene mpona kokitisa bato mingi motema, kasi nasepelaki te na likambo oyo basalelaki mosuni ya lobster ya artifique.",Misuni ya lobster ya artifique,negative
2047,"Na mobimba, oyo eza esika ya kitoko ya komema mwa baninga mpo na kolekisa ntango mpe mosala eza malamu mpenza.",mosala,positive
2051,"Na mobimba, oyo eza esika ya kitoko ya komema mwa baninga mpo na kolekisa ntango mpe mosala eza malamu mpenza.",Esika,positive
2055,Bilei ezali malamu mingi mpe miliki ezali lisusu malamu koleka!,milkshakes,positive
2059,Bilei ezali malamu mingi mpe miliki ezali lisusu malamu koleka!,bilei,positive
2063,"Tonga bilei na bakomande ya pembeni lokola ba salade ya kokamwa' ya Greens, Buffalo Chicken Kickers mpe Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Tonga bilei na bakomande ya pembeni lokola ba salade ya kokamwa' ya Greens, Buffalo Chicken Kickers mpe Cinna Stix.",Kolya,neutral
2067,"Tonga bilei na bakomande ya pembeni lokola ba salade ya kokamwa' ya Greens, Buffalo Chicken Kickers mpe Cinna Stix.",mitindo ya pembeni,neutral
2069,"Tonga bilei na bakomande ya pembeni lokola ba salade ya kokamwa' ya Greens, Buffalo Chicken Kickers mpe Cinna Stix.",Cinna Stix,neutral
2071,"Tonga bilei na bakomande ya pembeni lokola ba salade ya kokamwa' ya Greens, Buffalo Chicken Kickers mpe Cinna Stix.",Salad ya Green' ya kokamwa',neutral
2073,Tosepelaki mingi na bilei mpe na motuya yango.,Motuya,positive
2076,Tosepelaki mingi na bilei mpe na motuya yango.,bilei,positive
2079,Osengeli komeka supu ya ai!,Supu ya ai,positive
2082,"Bilei eza malamu mingi (kopona monene, talo ya malamu) mpe masanga eza mpenza malamu.",masanga,positive
2086,"Bilei eza malamu mingi (kopona monene, talo ya malamu) mpe masanga eza mpenza malamu.",talo,positive
2090,"Bilei eza malamu mingi (kopona monene, talo ya malamu) mpe masanga eza mpenza malamu.",Ponamaki,positive
2094,"Bilei eza malamu mingi (kopona monene, talo ya malamu) mpe masanga eza mpenza malamu.",bilei,positive
2098,"Esika yango ezalaka molunge, ya malamu, ya mayele mpe ya kosangisa nzoto.",atmosphere,positive
2101,"Tozalaki kuna mpe tosepelaka mpenza na bilei, ezalaki mpenza bilei ya minene, mpe mosala ezalaki mpenza malamu.",bilei,positive
2105,"Tozalaki kuna mpe tosepelaka mpenza na bilei, ezalaki mpenza bilei ya minene, mpe mosala ezalaki mpenza malamu.",mosala,positive
2109,"Tozalaki kuna mpe tosepelaka mpenza na bilei, ezalaki mpenza bilei ya minene, mpe mosala ezalaki mpenza malamu.",bilei,positive
2113,"Kobongisa biloko ezalaki komonana lokola nde tozalaki na Caire, ya solo balabala eza na kati ya mobembo wana.",BILOKO YA KOKEMBISA,positive
2115,Bilei yango ezali malamu mingi mpe bato basepelaka na yango mingi na boye ete kozela ekoki mpenza kozala ndɔtɔ ya nsɔmɔ.,Kozela,negative
2119,Bilei yango ezali malamu mingi mpe bato basepelaka na yango mingi na boye ete kozela ekoki mpenza kozala ndɔtɔ ya nsɔmɔ.,bilei,positive
2123,Esika oyo mpenza esalelaka mpenza misuni ya mike ya standard.,misuni,negative
2126,"Atako eza moke, eza na ambience ya kitoko, bilei ya malamu mpenza (catfish ezalaka kitoko - soki ya kokanisa te eza lil salty) mpe mosala ya kotya likebi.",mosala,positive
2130,"Atako eza moke, eza na ambience ya kitoko, bilei ya malamu mpenza (catfish ezalaka kitoko - soki ya kokanisa te eza lil salty) mpe mosala ya kotya likebi.",ambience,positive
2134,"Atako eza moke, eza na ambience ya kitoko, bilei ya malamu mpenza (catfish ezalaka kitoko - soki ya kokanisa te eza lil salty) mpe mosala ya kotya likebi.",catfish,positive
2138,"Atako eza moke, eza na ambience ya kitoko, bilei ya malamu mpenza (catfish ezalaka kitoko - soki ya kokanisa te eza lil salty) mpe mosala ya kotya likebi.",bilei,positive
2142,"Bilei ezalaki kozwa mwa miniti mosusu mpo na koya, kasi masɛki ya kitoko ya bato oyo basalaka na restora mpe baninga na bango basalaki yango malamu.",bilei,neutral
2144,"Bilei ezalaki kozwa mwa miniti mosusu mpo na koya, kasi masɛki ya kitoko ya bato oyo basalaka na restora mpe baninga na bango basalaki yango malamu.",Basáli na restora,positive
2147,Nayei awa mpona bilei ya midi ya bongobongo mpe mpona anivɛrsɛrɛ ya kobotama ya moninga mpe nasepelaka ntango nyonso ngai moko.,Casual midi,neutral
2149,Sushi ezalaka ntango nyonso ya sika mpe yummy mpe menu ezalaka ndenge na ndenge mingi.,menu,positive
2153,Sushi ezalaka ntango nyonso ya sika mpe yummy mpe menu ezalaka ndenge na ndenge mingi.,sushi,positive
2157,Nakamwaki mingi na ntango ya fete ya bday ntango bato oyo basalaka na restora balekaki ndelo na kosalisa ngai na kobongisa mpe kobimisa gato ya bday mpe lisusu kopesa mosala ya noki mpe ya boninga na fɛti ya bato 15.,mosala,positive
2160,Nakamwaki mingi na ntango ya fete ya bday ntango bato oyo basalaka na restora balekaki ndelo na kosalisa ngai na kobongisa mpe kobimisa gato ya bday mpe lisusu kopesa mosala ya noki mpe ya boninga na fɛti ya bato 15.,waitstaff,positive
2162,Bilei ya malamu ya Inde oyo nalei naino te.,Bilei ya Inde,positive
2165,"Basali bazalaka na boninga na ndenge ya kokamwa, mpe nalɔtaka Saag gosht na bango... malamu makasi.",Saag gosht,positive
2169,"Basali bazalaka na boninga na ndenge ya kokamwa, mpe nalɔtaka Saag gosht na bango... malamu makasi.",Basali,positive
2173,"Eza mawa, longola kaka soki ofandi na kartye, eza te na esika ya malamu kasi eza mpenza lokola eloko ya motuya oyo ebombami.",esika,negative
2176,Basali bapesaki ngai mbote na esengo mpenza na porte mpe nafandaki nokinoki mpe bilei ezalaki kitoko mpenza.,Basali,positive
2180,Basali bapesaki ngai mbote na esengo mpenza na porte mpe nafandaki nokinoki mpe bilei ezalaki kitoko mpenza.,bilei,positive
2184,"Menyu eza malamu mingi, eza na maponi ya malamu, mpe eloko nyonso oyo nameki eza mpenza elɛngi.",menu,positive
2188,"Menyu eza malamu mingi, eza na maponi ya malamu, mpe eloko nyonso oyo nameki eza mpenza elɛngi.",Ponamaki,positive
2192,"Nakendaki na Swiftys elongo na baninga mosusu ya libota mpe tolyaki bilei ya kitoko mpenza, kasi eloko ya kokamwa te.",kolya,positive
2195,Nazalaki na nsoso ya kotumba ná salade.,salade,neutral
2197,Nazalaki na nsoso ya kotumba ná salade.,Nsoso ya kotumba,neutral
2199,Esika oyo eza na sushi ya malamu koleka na ville.,sushi,positive
2202,Bazali na liponi ya malamu mpenza (barulo oyo eza na crabe eza mpenza monene).,Rolls na crabe,positive
2206,Bazali na liponi ya malamu mpenza (barulo oyo eza na crabe eza mpenza monene).,Ponamaki,positive
2210,Talo ya malamu na sushi ya sika mpenza.,sushi,positive
2214,Talo ya malamu na sushi ya sika mpenza.,talo,positive
2218,Nakɔtaki mokolo moko mpo na kosɛnga mesa mpo na etuluku moko mpe mwasi moko oyo azalaki moto mabe mpenza ayambaki ngai.,hostess,negative
2221,Nakɔtaki mokolo moko mpo na kosɛnga mesa mpo na etuluku moko mpe mwasi moko oyo azalaki moto mabe mpenza ayambaki ngai.,mesa,neutral
2223,"Restaurant yango ezalaki mpenza mpamba, kasi atalaki ngai salite mpe atunaki ngai, azalaki kobomba makambo te?",Reservation,neutral
2225,"Na nsima, asalaki yikiyiki mpo ete akokaki te kobakisa bakiti 1 to 2 na nsuka nyonso mibale ya mesa mpo na bato mosusu.",bakiti,neutral
2227,"Na nsima, asalaki yikiyiki mpo ete akokaki te kobakisa bakiti 1 to 2 na nsuka nyonso mibale ya mesa mpo na bato mosusu.",mesa,neutral
2229,Nalei awa na libaku mosusu - bilei eza mediocre mpona ntalo ya biloko.,bilei,neutral
2232,Nalei awa na libaku mosusu - bilei eza mediocre mpona ntalo ya biloko.,talo,negative
2234,Biloko ya sukali ezali na ndakisa flan mpe sopaipillas.,sopaipillas,neutral
2236,Biloko ya sukali ezali na ndakisa flan mpe sopaipillas.,Desserts,neutral
2238,Biloko ya sukali ezali na ndakisa flan mpe sopaipillas.,Flan,neutral
2240,Eza kaka ya kofungwama mpona midi kasi bilei eza malamu mpenza!,midi,neutral
2242,Eza kaka ya kofungwama mpona midi kasi bilei eza malamu mpenza!,bilei,positive
2245,Eza pene ya $7 mpona bilei ya midi mpe baza na take-out to dine-in.,dine-in,neutral
2247,Eza pene ya $7 mpona bilei ya midi mpe baza na take-out to dine-in.,midi,neutral
2249,Eza pene ya $7 mpona bilei ya midi mpe baza na take-out to dine-in.,Take-out,neutral
2251,Bilei eza malamu mingi mpe eza mpe na ba émpenadas na plaintains oyo eza malamu mpona bilei ya nsima ya midi.,Plaintains,positive
2255,Bilei eza malamu mingi mpe eza mpe na ba émpenadas na plaintains oyo eza malamu mpona bilei ya nsima ya midi.,Bilei,positive
2259,Bilei eza malamu mingi mpe eza mpe na ba émpenadas na plaintains oyo eza malamu mpona bilei ya nsima ya midi.,nsima ya midi kolya,positive
2263,Bilei eza malamu mingi mpe eza mpe na ba émpenadas na plaintains oyo eza malamu mpona bilei ya nsima ya midi.,empenadas,positive
2267,"Bilei kitoko, vinyo ya malamu mpe moyambi malamu mpenza.",host,positive
2271,"Bilei kitoko, vinyo ya malamu mpe moyambi malamu mpenza.",Bibenda,positive
2275,"Bilei kitoko, vinyo ya malamu mpe moyambi malamu mpenza.",bilei,positive
2279,"Ba toppings nyonso eza ya sika mpenza okoki kokanisa ete bazalaki na elanga na bango moko ya ndunda mpe croûte eza ya kokoka mpenza, yango wana moto akanisaka mpenza ndenge basalaki yango.",crust,positive
2283,"Ba toppings nyonso eza ya sika mpenza okoki kokanisa ete bazalaki na elanga na bango moko ya ndunda mpe croûte eza ya kokoka mpenza, yango wana moto akanisaka mpenza ndenge basalaki yango.",Toppings,positive
2287,Esika oyo eza na pizza ya malamu koleka.,Pizza,positive
2290,Ekomaka kotonda na bato na ngonga ya kolya kasi eza na bakiti mingi na nsima mpe moto nyonso oyo asalaka kuna azali kitoko mpenza.,bakiti,positive
2293,Nazali pe kolendisa ba knots ya ai.,knots ya ai,positive
2296,Nakanisi ete parm ya meatball ezali malamu.,meatball parm,positive
2299,Bilei eza kitoko pe bar eza na vibe ya monene.,BAR,positive
2303,Bilei eza kitoko pe bar eza na vibe ya monene.,vibe,positive
2307,Bilei eza kitoko pe bar eza na vibe ya monene.,bilei,positive
2311,Natɛlɛmaki pembeni mpo na kolya mwa brunch lelo mpe nazalaki na mampa ya canneberge oyo ezalaka na banyama te mpe mwa miliki ya loso.,pancakes ya canneberge ya vegan,neutral
2313,Natɛlɛmaki pembeni mpo na kolya mwa brunch lelo mpe nazalaki na mampa ya canneberge oyo ezalaka na banyama te mpe mwa miliki ya loso.,brunch,neutral
2315,Natɛlɛmaki pembeni mpo na kolya mwa brunch lelo mpe nazalaki na mampa ya canneberge oyo ezalaka na banyama te mpe mwa miliki ya loso.,miliki ya loso,neutral
2317,Bilei ezalaki malamu mingi mpe nakamwaki na esengo na komona ebele ya biloko oyo ezalaki na banyama te.,Maponi ya vegan,positive
2321,Bilei ezalaki malamu mingi mpe nakamwaki na esengo na komona ebele ya biloko oyo ezalaki na banyama te.,bilei,positive
2325,"Mpona moto oyo azalaki koyina bilei ya Inde, Baluchi's ebongoli katikati na ngai.",Bilei ya Inde,positive
2327,"Sukasuka, curry oyo nakoki kolya, kosepela mpe konyokwama te na gastritis nsima ya ngonga 3.",curry,positive
2330,Meká mampa oyo basalaka na ndako.,Mampa oyo basalaka na ndako,positive
2333,"Tout est magnifique, naan, ya paratha tout FRESH.",poori,positive
2337,"Tout est magnifique, naan, ya paratha tout FRESH.",PARATHA,positive
2341,"Tout est magnifique, naan, ya paratha tout FRESH.",Naane,positive
2345,Kala mingi te ngai na mwasi na ngai tokendaki na bistro mpo na kolya mpe tokutanaki na makambo ya malamu mpenza.,kolya,neutral
2348,Bagato ya crabe ezalaka kitoko mingi mpe rib BBQ ezalaki malamu mpenza.,Cakes ya crabe,positive
2352,Bagato ya crabe ezalaka kitoko mingi mpe rib BBQ ezalaki malamu mpenza.,Rib BBQ,positive
2356,Liste ya vinyo ya malamu mpe menu ya cocktail ya monene.,Cocktail menu,positive
2360,Liste ya vinyo ya malamu mpe menu ya cocktail ya monene.,Liste ya vino,positive
2364,Bilei ezali malamu mingi mpe mosala ezali monene.,mosala,positive
2368,Bilei ezali malamu mingi mpe mosala ezali monene.,bilei,positive
2372,"Na mi burrito, awa ezalaki eloko te longola kaka nsoso ya moindo oyo ezalaki na yango oyo ezalaki kolamba poso eleki mpe ezalaki kaka na molunge na elɛngi ya micro-ode.",soso,negative
2376,"Na mi burrito, awa ezalaki eloko te longola kaka nsoso ya moindo oyo ezalaki na yango oyo ezalaki kolamba poso eleki mpe ezalaki kaka na molunge na elɛngi ya micro-ode.",elɛngi,negative
2380,"Kende na biloko ya ntina, mpe zalá mosika na saumon. ",specials,positive
2384,"Kende na biloko ya ntina, mpe zalá mosika na saumon. ",saumon,negative
2388,Ba pastas yango ezalaki malamu mpenza.,MAKARONA,positive
2391,Atmosphere ezali bore.,Atmosphere,negative
2394,Kende awa soki olingi salade ya sika mpe ya elɛngi ya lolenge nyonso oyo okoki kokanisa.,salade,positive
2397,Mwamibale eleki mpo na kolya na midi elongo na moninga moko.,bilei ya midi na nsuka,neutral
2399,"Nsima ya kozela pene na ngonga moko, moto oyo azalaki kosala na restora alobaki na biso na ndenge ya nsɔmɔ ete abosanaki kopesa kúku na biso.",Ozateur,negative
2402,"Nsima ya kozela pene na ngonga moko, moto oyo azalaki kosala na restora alobaki na biso na ndenge ya nsɔmɔ ete abosanaki kopesa kúku na biso.",Kozela,negative
2404,"Nsima ya kozela pene na ngonga moko, moto oyo azalaki kosala na restora alobaki na biso na ndenge ya nsɔmɔ ete abosanaki kopesa kúku na biso.",kitchen,neutral
2406,Natunaki mbala na mbala soki bilei yango ezali ndenge nini mpe ezalaki na grunté mingi na moto oyo azalaki kosala na restora ya kozanga bonkonde oyo azalaki kondima te.,Kolya,neutral
2408,Natunaki mbala na mbala soki bilei yango ezali ndenge nini mpe ezalaki na grunté mingi na moto oyo azalaki kosala na restora ya kozanga bonkonde oyo azalaki kondima te.,Ozateur,negative
2411,"Esika oyo eza na bilei ya Inde ya malamu koleka na New York, maboko ekita.",Bilei ya Inde,positive
2414,Bato oyo basalaka na restora bazalaka boboto mingi mpe basalisaka yo mpe soki omipesaka mingi bakobosana yo te.,Basáli na restora,positive
2417,Bilei yango mpe ezali malamu mpe bapesaka yango nokinoki mpenza.,Akokisa,positive
2421,Bilei yango mpe ezali malamu mpe bapesaka yango nokinoki mpenza.,bilei,positive
2425,Ngai na mobali na ngai tozalaki wana ata mbala 6 mpe tozalaki ntango nyonso kopesa biso mosala ya malamu koleka mpe mbala mingi dessert ya ofele.,mosala,positive
2429,Ngai na mobali na ngai tozalaki wana ata mbala 6 mpe tozalaki ntango nyonso kopesa biso mosala ya malamu koleka mpe mbala mingi dessert ya ofele.,desserts,positive
2433,"Soki ozoluka komeka bilei ya minene ya Inde mpe olingi mosala ya malamu, ya solo kende na Curry Leaf.",Bilei ya Inde,positive
2437,"Soki ozoluka komeka bilei ya minene ya Inde mpe olingi mosala ya malamu, ya solo kende na Curry Leaf.",mosala,positive
2441,"El Nidos moko ya barestora ya malamu koleka na New York oyo nakutaná na yango, eza na lolenge mingi ya kitoko ya pizza, ya mai ya monɔkɔ.",Pizza,positive
2444,"Pizza basalaka yango sika, eza na crispy, mpe bakoki kopesa yango.",Pizza,positive
2447,Mosala oyo tomonaki ezalaki ya boboto mpe ya malamu.,mosala,positive
2450,"Nakoki koloba ete biloko ya kokanga, ba burgers na ba salade ezalaki nyonso ya sika, elɛngi mpe margareta ya mango na $9 ezalaki WELL WORTH mbongo.",salade,positive
2454,"Nakoki koloba ete biloko ya kokanga, ba burgers na ba salade ezalaki nyonso ya sika, elɛngi mpe margareta ya mango na $9 ezalaki WELL WORTH mbongo.",mango margareta,positive
2458,"Nakoki koloba ete biloko ya kokanga, ba burgers na ba salade ezalaki nyonso ya sika, elɛngi mpe margareta ya mango na $9 ezalaki WELL WORTH mbongo.",Zinga,positive
2462,"Nakoki koloba ete biloko ya kokanga, ba burgers na ba salade ezalaki nyonso ya sika, elɛngi mpe margareta ya mango na $9 ezalaki WELL WORTH mbongo.",Burgers,positive
2466,"Sik'oyo babengaka Niki Sushi, Sushi azali malamu.",sushi,neutral
2469,hamburger ya sika oyo eza na supu ya ntina eza malamu - ata malamu koleka Big Mac!,hamburger ya sika na supu ya ntina mingi,positive
2473,hamburger ya sika oyo eza na supu ya ntina eza malamu - ata malamu koleka Big Mac!,Big Mac,negative
2477,"Kasi, filet Miguel ezalaki malamu mpenza te na ngonga nyonso ya cocktail eza na bilamba ya ofele (kopona ya malamu oyo eza ya Sushi te).",Selection non utilisée,positive
2481,"Kasi, filet Miguel ezalaki malamu mpenza te na ngonga nyonso ya cocktail eza na bilamba ya ofele (kopona ya malamu oyo eza ya Sushi te).",appetizers,positive
2485,"Kasi, filet Miguel ezalaki malamu mpenza te na ngonga nyonso ya cocktail eza na bilamba ya ofele (kopona ya malamu oyo eza ya Sushi te).",Ngonga ya cocktail,positive
2487,"Kasi, filet Miguel ezalaki malamu mpenza te na ngonga nyonso ya cocktail eza na bilamba ya ofele (kopona ya malamu oyo eza ya Sushi te).",filet mignon,negative
2491,EZALAKI LIBAKU KAKA MOKO OYO TOZWAKI YA KOKENDE KOTALA MPE TOLINGAKI BILEI YA SOLOSOLO YA ITALIE.,BILEI YA ITALIE,neutral
2494,BAZALI NA BATO OYO BASALAKA NA RESTORA PEMBENI YA NZELA MPO NA KOLUKA KOBENDA YO OYO ESALAKI ETE BISO TÓZALA NA MAKANISI MABE.,BATO ya RESTORA,neutral
2496,MBALA MOSUSU LASAGNA EZALAKI ELOKO ELEKI KITOKO OYO NAMEKAKI.,LASAGNA,positive
2499,Menyu eza kitoko pe eza na talo ya malamu.,talo,positive
2503,Menyu eza kitoko pe eza na talo ya malamu.,menu,positive
2507,Bilei yango ezalaki kitoko mpe emonani polele ete bazalaki kosalela biloko ya sika.,biloko oyo epesaka,positive
2511,Bilei yango ezalaki kitoko mpe emonani polele ete bazalaki kosalela biloko ya sika.,bilei,positive
2515,Basali yango bazalaki na boboto mingi mpe bazalaki kosepela.,Basali,positive
2518,"Chambre eza mwa patatalu, kasi eza mpasi na kosala ete esika ya moke boye ezala esengo mpe nakoki te kopesa likanisi wana lokola ntina ya koboya kokende.",Chambre,negative
2521,"Chambre eza mwa patatalu, kasi eza mpasi na kosala ete esika ya moke boye ezala esengo mpe nakoki te kopesa likanisi wana lokola ntina ya koboya kokende.",Esika,negative
2523,"Bolei ya kitoko na joint oyo ya mbisi ya mbu oyo emipesi, bilei ebongisamaki malamu mpe ezalaki kolakisama mpe mosala ezalaki kosepelisa mpe nokinoki.",mosala,positive
2527,"Bolei ya kitoko na joint oyo ya mbisi ya mbu oyo emipesi, bilei ebongisamaki malamu mpe ezalaki kolakisama mpe mosala ezalaki kosepelisa mpe nokinoki.",bilei,positive
2531,"Bolei ya kitoko na joint oyo ya mbisi ya mbu oyo emipesi, bilei ebongisamaki malamu mpe ezalaki kolakisama mpe mosala ezalaki kosepelisa mpe nokinoki.",kolya,positive
2535,"Esika moko ya kitoko, soki eza te na bato mingi mpe komipesa kaka moko na bilei oyo baponaki esalaka ete Mare ezala liponi malamu mpona bato oyo balingaka mbisi ya mbu.",Cuisine,positive
2537,"Esika moko ya kitoko, soki eza te na bato mingi mpe komipesa kaka moko na bilei oyo baponaki esalaka ete Mare ezala liponi malamu mpona bato oyo balingaka mbisi ya mbu.",BILOKO YA MBU,positive
2540,Na bisika nyonso ya mundane to ya mediocre na 8th avenue eza esengo kozala na moko oyo eza litambe ya likolo na qualité mpe na mopepe.,Makoki,positive
2543,Na bisika nyonso ya mundane to ya mediocre na 8th avenue eza esengo kozala na moko oyo eza litambe ya likolo na qualité mpe na mopepe.,atmosphere,positive
