,so,aspect,polarities
1681,"Qabow nudles sisinta, kuwaas oo ah freebie ah marka aad dalbato $ 10 +, waa delectable.",nudles sisinta qabow,positive
1684,Salad-ka avocado waa fave shaqsi.,avocado salad,positive
1687,"Iyo, talooyinka qulqulka BBQ ee malabka waa yummy!",malab Caleenta BBQ talooyin feeraha,positive
1690,Markaasaannu amarnay wan yar oo si fiican loo kariyey oo loo dhadhansiiyey wax laga cabsado.,Wanka,positive
1693,Waxkastoo ka soo baxa ukunta usoo jiita muuska iyo xitaa hamburger-ka si wanaagsan u loo sameeyay aadna u macaanaa.,mussals,positive
1696,Waxkastoo ka soo baxa ukunta usoo jiita muuska iyo xitaa hamburger-ka si wanaagsan u loo sameeyay aadna u macaanaa.,ukunta benedict,positive
1699,Waxkastoo ka soo baxa ukunta usoo jiita muuska iyo xitaa hamburger-ka si wanaagsan u loo sameeyay aadna u macaanaa.,hamburger,positive
1702,"Hubaal ma aha sushi ugu fiican New York, si kastaba ha ahaatee, had iyo jeer waa cusub, oo meeshuna waa mid aad u nadiif ah, nadiif ah.",meele,positive
1705,"Waxaan aaminsanahay dadka ku sugan Go Sushi, marnaba ma niyad jabin.",dadka,positive
1708,"Si toos ah horey, wax lala yaabo ma leh, cuntada Japanese aad u hufan.",cuntada Japanese,positive
1711,"ha i khaldanin - sushi way ficnayd, kaliya ma ahan mid cajiib ah.",suldaa,positive
1714,kala duwanaansho fiican laakiin wax la yaab leh ma jiraan.,kala duwan,positive
1717,Harumi Sushi ayaa diyaariyey ugu cusub uguna jilicsan ee sushi ee NYC.,array of sushi,positive
1720,"Waxaan aad ugu talinaynaa in aanay ahayn oo kaliya ay cuntada fiican, laakiin sidoo kale milkiilayaasha iyo shaqaalaha ay saaxiibtinimo.",qadano,positive
1724,"Waxaan aad ugu talinaynaa in aanay ahayn oo kaliya ay cuntada fiican, laakiin sidoo kale milkiilayaasha iyo shaqaalaha ay saaxiibtinimo.",shaqaalaha,positive
1728,"Waxaan aad ugu talinaynaa in aanay ahayn oo kaliya ay cuntada fiican, laakiin sidoo kale milkiilayaasha iyo shaqaalaha ay saaxiibtinimo.",milkiilayaasha,positive
1732,Saaxiib kale ayaa ku qasbanaaday in uu 3 jeer weydiisto jiis parmesan.,parmesan kaas,neutral
1734,"adeeg waa run ahaantii si degdeg ah oo saaxiibtinimo, iyo qiimuhu waa weyn.",qiimo,positive
1738,"adeeg waa run ahaantii si degdeg ah oo saaxiibtinimo, iyo qiimuhu waa weyn.",adeege,positive
1742,Waxaan ahaa gaajaysi iyo qaybaha yaryar ayaa i wadi jiray waalan!,adag,negative
1745,Ma ahayd iyada Isniintii qadada - ay ka shaqaynaysay filim goobta jooga - oo ay ka heshay jawharad ba'ay.,qado,neutral
1747,"Kuwanuna ma aha kuwo yaryar, burgers nooca cuntada dhakhso ah wimpy - kuwani waa dhabta ah, oo buuxa patties cabbir buuxa.",burger,positive
1751,"Kuwanuna ma aha kuwo yaryar, burgers nooca cuntada dhakhso ah wimpy - kuwani waa dhabta ah, oo buuxa patties cabbir buuxa.",patties,positive
1755,"Qiimaha aad ka bixiso cuntada halkan, waxaad filaysaa in ay ugu yaraan la mid noqoto makhaayadaha kale ee Japanese.",cuntod,negative
1757,"Qiimaha aad ka bixiso cuntada halkan, waxaad filaysaa in ay ugu yaraan la mid noqoto makhaayadaha kale ee Japanese.",qiimaha,negative
1759,Qaybta cuntada waxay ahayd mid yar oo celcelis ahaan ka hoosaysay.,qayb cunto ah,negative
1762,Gabdhihii ayaa ag yimi si ay u soo qaadato suugaanta soy-ka ah intii aanu qadada cunaynay!!!!,qado,neutral
1764,Gabdhihii ayaa ag yimi si ay u soo qaadato suugaanta soy-ka ah intii aanu qadada cunaynay!!!!,soy saxaraha,neutral
1766,Gabdhihii ayaa ag yimi si ay u soo qaadato suugaanta soy-ka ah intii aanu qadada cunaynay!!!!,sugiri,negative
1768,meel fiican in la laalaadaan inta lagu guda jiro maalinta ka dib markii ay soo dukaamaystaan ama in ay ku qabsadaan maraq fudud ama saxan faransiis classic ka badan galaas khamri ah.,maraq,neutral
1772,meel fiican in la laalaadaan inta lagu guda jiro maalinta ka dib markii ay soo dukaamaystaan ama in ay ku qabsadaan maraq fudud ama saxan faransiis classic ka badan galaas khamri ah.,meele,positive
1776,meel fiican in la laalaadaan inta lagu guda jiro maalinta ka dib markii ay soo dukaamaystaan ama in ay ku qabsadaan maraq fudud ama saxan faransiis classic ka badan galaas khamri ah.,koob koob oo khamri ah,neutral
1778,meel fiican in la laalaadaan inta lagu guda jiro maalinta ka dib markii ay soo dukaamaystaan ama in ay ku qabsadaan maraq fudud ama saxan faransiis classic ka badan galaas khamri ah.,saxan faransiis ah,neutral
1782,"Cuntadu waa weyn tahay, qiimuhuna waa mid macquul ah.",qiimayaasha,positive
1786,"Cuntadu waa weyn tahay, qiimuhuna waa mid macquul ah.",cuntod,positive
1790,"Goobtu waa mid nadiif ah, haddii aad naftu jecleeddo, markaa waa meesha meesha laga heli karo!",cuntada nafsadda,positive
1794,"Goobtu waa mid nadiif ah, haddii aad naftu jecleeddo, markaa waa meesha meesha laga heli karo!",meele,positive
1798,Xubnaha shaqaalaha ayaa ah kuwo aad u saaxiibtinimo badan oo xitaa waxay beddeleen cabitaankeyga hal mar markii aan dibadda u daadiyay.,xubnaha shaqaalaha,positive
1801,Xubnaha shaqaalaha ayaa ah kuwo aad u saaxiibtinimo badan oo xitaa waxay beddeleen cabitaankeyga hal mar markii aan dibadda u daadiyay.,cabitaan,neutral
1803,Waxay ku takhasuseen habsami u socodka iyo casiirka cusub.,smoothies,positive
1805,Waxay ku takhasuseen habsami u socodka iyo casiirka cusub.,kabsaro cusub,positive
1807,"Inkastoo habsami u socodkaygu yara wayn yahay aniga, casiirka cusubi waa tii ugu fiicnayd ee aan waligay qabay!",smoothies,negative
1811,"Inkastoo habsami u socodkaygu yara wayn yahay aniga, casiirka cusubi waa tii ugu fiicnayd ee aan waligay qabay!",kabsaro cusub,positive
1815,Waxa ay heystaan buskud aad u wanaagsan oo leh avocado iyo tuuno wanaagsan.,chicken leh avocado,positive
1819,Waxa ay heystaan buskud aad u wanaagsan oo leh avocado iyo tuuno wanaagsan.,tuna,positive
1823,Inta badan sanboorka waxaa lagu sameeyaa soy mayonaise taas oo runtii aad u fiican.,duubo,positive
1826,Inta badan sanboorka waxaa lagu sameeyaa soy mayonaise taas oo runtii aad u fiican.,soy mayonaise,positive
1828,"Ma aha oo kaliya in ay lahaayeen cajiib ah, roodhiyo, maraq, pizza iwm, laakiin sorbets ay gurigooda ku sameeyay ayaa ka baxsan dunidan!",sorbets ee guriga,positive
1832,"Ma aha oo kaliya in ay lahaayeen cajiib ah, roodhiyo, maraq, pizza iwm, laakiin sorbets ay gurigooda ku sameeyay ayaa ka baxsan dunidan!",maraq,positive
1836,"Ma aha oo kaliya in ay lahaayeen cajiib ah, roodhiyo, maraq, pizza iwm, laakiin sorbets ay gurigooda ku sameeyay ayaa ka baxsan dunidan!",duubo,positive
1840,"Ma aha oo kaliya in ay lahaayeen cajiib ah, roodhiyo, maraq, pizza iwm, laakiin sorbets ay gurigooda ku sameeyay ayaa ka baxsan dunidan!",pizza,positive
1844,Isku day Butter Sorbet Peanut iyo pizza oo leh jiiska soy!,pizza leh soy kaas,positive
1847,Isku day Butter Sorbet Peanut iyo pizza oo leh jiiska soy!,Beerta looska Sorbet,positive
1850,"adeegga waa weyn (waxaa laga yaabaa in xitaa borderline nagging laakiin ugu yaraan aad ka heli dareenka), macmacaanku waa fiican iyo kafeega waa si aad u fiican ...",caleemos,positive
1854,"adeegga waa weyn (waxaa laga yaabaa in xitaa borderline nagging laakiin ugu yaraan aad ka heli dareenka), macmacaanku waa fiican iyo kafeega waa si aad u fiican ...",kafee,positive
1858,Muusikada mararka qaarkood aad u yara culus dhadhankayga.,muusik,negative
1861,"Casablanca waxay adeegtaa faleebo macaan, tabouleh, humus iyo raaxooyinka kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aad u qaali ah.",Mediterranean waxay ku farxaan,positive
1864,"Casablanca waxay adeegtaa faleebo macaan, tabouleh, humus iyo raaxooyinka kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aad u qaali ah.",falafel,positive
1867,"Casablanca waxay adeegtaa faleebo macaan, tabouleh, humus iyo raaxooyinka kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aad u qaali ah.",humus,positive
1870,"Casablanca waxay adeegtaa faleebo macaan, tabouleh, humus iyo raaxooyinka kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aad u qaali ah.",tabouleh,positive
1873,"Halkaas makhaayad waa mid aad u caadi ah, laakiin ku fiican qadada, iyo adeegooda gaarsiinta had iyo jeer waa mid aad u dhaqso ah.",qado,neutral
1877,"Halkaas makhaayad waa mid aad u caadi ah, laakiin ku fiican qadada, iyo adeegooda gaarsiinta had iyo jeer waa mid aad u dhaqso ah.",adeegga gaarsiinta,positive
1881,Waxay sidoo kale leeyihiin noocyo badan oo duubo ah haddii aadan ku jirin jawigii dhaqameed ee loogu talagalay raashinka Mediterranean-ka.,assortment of wraps,positive
1884,Waxay sidoo kale leeyihiin noocyo badan oo duubo ah haddii aadan ku jirin jawigii dhaqameed ee loogu talagalay raashinka Mediterranean-ka.,qiimaha dhaqameed ee Mediterranean,neutral
1887,Waxay qaadatay 100 sano parisi si aad u hesho agagaarka samaynta pizza (ugu yaraan anigu uma malaynayo in ay abid ka dhigay ka hor sanadkan)... laakiin waxaa u qalantay in la sugo.,pizza,positive
1890,Suugadu waa mid aad u fiican (aad u cusub) oo leh dabs of mozzarella dhabta ah.,dabaska mozzarella dhabta ah,neutral
1892,Suugadu waa mid aad u fiican (aad u cusub) oo leh dabs of mozzarella dhabta ah.,kasar,positive
1895,Rootigu waa midka ugu sareeya sidoo kale.,rooti,positive
1898,Waxaa loo adeegaa Focacchia kibista waana in ay u dhintaan.,adeegi,neutral
1900,Waxaa loo adeegaa Focacchia kibista waana in ay u dhintaan.,Focaschia rooti,neutral
1903,Sidoo kale hel Rings onion Rings - sida ugu fiican ee aan hore u haysanay.,Siddo onion siddo,positive
1906,"Jawi aad u qurux badan, ku fiican cabitaannada iyo / ama appetizers.",appetizers,neutral
1910,"Jawi aad u qurux badan, ku fiican cabitaannada iyo / ama appetizers.",jawiga,positive
1914,"Jawi aad u qurux badan, ku fiican cabitaannada iyo / ama appetizers.",cabitaan,neutral
1918,Cuntada waxaa loo yaqaan isku darka aasiyada aasiyada - aysan buuxin biilka.,biiled,negative
1920,Cuntada waxaa loo yaqaan isku darka aasiyada aasiyada - aysan buuxin biilka.,aasiya,neutral
1922,Cuntada waxaa loo yaqaan isku darka aasiyada aasiyada - aysan buuxin biilka.,Cuntada,negative
1924,Cuntada waxaa loo yaqaan isku darka aasiyada aasiyada - aysan buuxin biilka.,bill,negative
1926,"Waxayna ahaayeen kuwa aad u xirfadlayaal ah, maskax iyo waano badan.",sugaayo,positive
1929,"Been in mid ka mid ah ee Brooklyn muddo ka badan 25 sano, hadda ma aha in aan si ay u tagaan in ka badan buundada for pizza ugu fiican .... Hanx",pizza,positive
1932,Waan aqaan hindida oo dhabta ah tanina ma ahan.,Cuntada Hindida,negative
1934,"Waxaan kugula talinayaa doofaarka la shiilay, digaaga orenjiga / hilibka lo'da, iyo bariiska la shiilay.",doofaarka duban la shiilay,positive
1937,"Waxaan kugula talinayaa doofaarka la shiilay, digaaga orenjiga / hilibka lo'da, iyo bariiska la shiilay.",bariis la shiilay,positive
1940,"Waxaan kugula talinayaa doofaarka la shiilay, digaaga orenjiga / hilibka lo'da, iyo bariiska la shiilay.",chicken orange / hilib lo'aad,positive
1943,La soco cuntadaada mid ka mid ah koncolladooda cusub ee juice-ka.,cuntod,neutral
1945,La soco cuntadaada mid ka mid ah koncolladooda cusub ee juice-ka.,concoctions casiirka fresh juice,positive
1948,"Haa, way ka qaalisan yihiin markaas caadiga ah, laakiin ka dibna mar kale, sidoo kale waa raashinkooda.",cuntod,positive
1951,"Waxaan aad ugu talinayaa shrimp marnier grand, waxa ay aad u fiican tahay.",grand Marnier shrimp,positive
1954,"Glechik waxaa laga yaabaa in ay tahay hab aad u yar makhaayad by heerarka Ruush, laakiin waa raaxo iyo cuntada waa si fudud GREAT.",cuntod,positive
1957,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salaadaha-wanaagsan oo dhan; and kompot is so refreshing during the hot summer day (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan).",salad,positive
1961,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salaadaha-wanaagsan oo dhan; and kompot is so refreshing during the hot summer day (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan).",kompot,positive
1965,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salaadaha-wanaagsan oo dhan; and kompot is so refreshing during the hot summer day (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan).",Hase,positive
1969,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salaadaha-wanaagsan oo dhan; and kompot is so refreshing during the hot summer day (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan).",Odessa Stew,positive
1973,Sidaa daraadeed cunto la buuxiyo oo caafimaad leh waxay siisaa go'aan.,raab,positive
1976,Simple healthy unglamorous food cheap.,cuntod,positive
1979,Maraqii baasbaarada ee dhulka ayaan tijaabinay asagoo ah bilowga bilawga ah ayaa dhadhamiyay waxoogaa dhuuban.,maraq chickpea dhulka,negative
1982,Maraqii baasbaarada ee dhulka ayaan tijaabinay asagoo ah bilowga bilawga ah ayaa dhadhamiyay waxoogaa dhuuban.,starter,neutral
1985,Saxannada digaag iyo falafale waxay ahaayeen isku darka aan la sheegin oo lagu daray salad caleen cusub.,saxanno iyo falafel,neutral
1988,Saxannada digaag iyo falafale waxay ahaayeen isku darka aan la sheegin oo lagu daray salad caleen cusub.,salad caleen cusub,neutral
1991,falafalku halkii uu ka badan yahay inta la kariyey oo la qalajiyey laakiin digaaggu wuu fiicnaa.,shiiny,positive
1995,falafalku halkii uu ka badan yahay inta la kariyey oo la qalajiyey laakiin digaaggu wuu fiicnaa.,falafal,negative
1999,Draw ugu weyn ee meeshan waa qiimaha.,qiimaha,positive
2002,"Ugu dambeyntii waxay u oggolaadeen dukaanka 5 markiiba, si ay u iibsadaan xabbo qaali ah oo ka yimid shaqaale harried.",slices,negative
2006,"Ugu dambeyntii waxay u oggolaadeen dukaanka 5 markiiba, si ay u iibsadaan xabbo qaali ah oo ka yimid shaqaale harried.",shaqaalaha,negative
2010,"Natiijada (maro guduudan): texture Great, jilicsan iyo maroor, tilmaan fiican oo kookaha.",tilmaantii kookaha,positive
2014,"Natiijada (maro guduudan): texture Great, jilicsan iyo maroor, tilmaan fiican oo kookaha.",masha,positive
2018,"icing ka DHIGAY cake this, waxa uu ahaa qallafsan, ma aha macaan aalladda, creamy iyo iftiin.",cake,positive
2021,"cake Good LAAKIIN: ma uu ahayn cake ugu fiican ee aan abid lahaa, oo xaqiiqdii ma aha qiimo u taagan dibadda on weelka la xoolihii la daa'ado sida xoolaha by shaqaale aan kala jeclayn oo aad u shaqeeyo.",shaqaalaha,negative
2023,"cake Good LAAKIIN: ma uu ahayn cake ugu fiican ee aan abid lahaa, oo xaqiiqdii ma aha qiimo u taagan dibadda on weelka la xoolihii la daa'ado sida xoolaha by shaqaale aan kala jeclayn oo aad u shaqeeyo.",cake,negative
2026,Cake celcelis ahaan la courted by A LOT of Hype ah.,cake,negative
2029,Qurxinta waxaa loogu talagalay in makhaayad style Japanese casri ah.,décor,neutral
2031,"Cuntadu way fiicantahay, teeriyaki ayaan ku talinayaa.",Tauqeer,positive
2035,"Cuntadu way fiicantahay, teeriyaki ayaan ku talinayaa.",cuntod,positive
2039,"Qeybta Sashimigu waa mid weyn oo ku filan in ay dadka intooda badan raalli ka geliyaan, laakin anigu maanan jeclayn xaqiiqada ah in ay isticmaaleen hilib lobster artifical ah.",Sashimi portion,positive
2043,"Qeybta Sashimigu waa mid weyn oo ku filan in ay dadka intooda badan raalli ka geliyaan, laakin anigu maanan jeclayn xaqiiqada ah in ay isticmaaleen hilib lobster artifical ah.",hilib lobster artifical,negative
2047,"Guud ahaan, tani waa meel fiican in ay qaataan a saaxiibo dhowr ah si aad u soo baxdo iyo adeegu waa mid aad u fiican.",adeege,positive
2051,"Guud ahaan, tani waa meel fiican in ay qaataan a saaxiibo dhowr ah si aad u soo baxdo iyo adeegu waa mid aad u fiican.",meele,positive
2055,Raashinku waa weeyn oo caano-shaashadda ayaa ka sii wanaagsan!,milkshakes,positive
2059,Raashinku waa weeyn oo caano-shaashadda ayaa ka sii wanaagsan!,cuntod,positive
2063,"Dhis cunno leh amarada dhinaca sida cajiibka ah 'Salads Greens, Buffalo Chicken Kickers iyo Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Dhis cunno leh amarada dhinaca sida cajiibka ah 'Salads Greens, Buffalo Chicken Kickers iyo Cinna Stix.",raab,neutral
2067,"Dhis cunno leh amarada dhinaca sida cajiibka ah 'Salads Greens, Buffalo Chicken Kickers iyo Cinna Stix.",amarrada dhinaca,neutral
2069,"Dhis cunno leh amarada dhinaca sida cajiibka ah 'Salads Greens, Buffalo Chicken Kickers iyo Cinna Stix.",Loona Stix,neutral
2071,"Dhis cunno leh amarada dhinaca sida cajiibka ah 'Salads Greens, Buffalo Chicken Kickers iyo Cinna Stix.",cajiib ah' Greens salads,neutral
2073,Aad ayaanu ula dhacsannahay raashinka iyo qiimaha ay leedahay.,qiimo,positive
2076,Aad ayaanu ula dhacsannahay raashinka iyo qiimaha ay leedahay.,cuntod,positive
2079,Waa in aad isku daydaa maraqa toonta!,maraq garlic,positive
2082,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) iyo cabitaanku runtii waa fiican yahay.",cabitaan,positive
2086,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) iyo cabitaanku runtii waa fiican yahay.",qiimayaasha,positive
2090,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) iyo cabitaanku runtii waa fiican yahay.",xulashada,positive
2094,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) iyo cabitaanku runtii waa fiican yahay.",cuntod,positive
2098,"Jawiga waa mid diiran, raaxo leh, farshaxan iyo sexy.",jawiga,positive
2101,"Halkaas ayaan joognay runtii waxaan ku raaxeysanaa cuntada, runtii waxay ahayd cunto aad u fiican, adeegguna runtii wuu ficnaa.",cuntod,positive
2105,"Halkaas ayaan joognay runtii waxaan ku raaxeysanaa cuntada, runtii waxay ahayd cunto aad u fiican, adeegguna runtii wuu ficnaa.",adeege,positive
2109,"Halkaas ayaan joognay runtii waxaan ku raaxeysanaa cuntada, runtii waxay ahayd cunto aad u fiican, adeegguna runtii wuu ficnaa.",cuntod,positive
2113,"Decorationka wuxuu ahaa mid laga dareemayay sidii aan ku soconnay Qaahira, dhab ahaantii wadada ayaa ka mid ah qadarkaas.",decoration,positive
2115,"Raashinku aad buu u fiican yahay, aadna loo jecel yahay, taas oo runtii noqon karta wax lagu riyoodo.",sugid,negative
2119,"Raashinku aad buu u fiican yahay, aadna loo jecel yahay, taas oo runtii noqon karta wax lagu riyoodo.",cuntod,positive
2123,Xaqiiqdii goobtan gaarka ahi waxay isticmaashaa hilib aan caaadiis laheyn.,hilibd,negative
2126,"Inkastoo ay yar yar yihiin, waxa uu leeyahay jaanqaade qurux badan, cunto aad u fiican (catfish waa delicious - haddii ya aadan ka fikirin waxa ay cusbo ubax ah) iyo adeeg fiiro gaar ah.",adeege,positive
2130,"Inkastoo ay yar yar yihiin, waxa uu leeyahay jaanqaade qurux badan, cunto aad u fiican (catfish waa delicious - haddii ya aadan ka fikirin waxa ay cusbo ubax ah) iyo adeeg fiiro gaar ah.",ambience,positive
2134,"Inkastoo ay yar yar yihiin, waxa uu leeyahay jaanqaade qurux badan, cunto aad u fiican (catfish waa delicious - haddii ya aadan ka fikirin waxa ay cusbo ubax ah) iyo adeeg fiiro gaar ah.",catfish,positive
2138,"Inkastoo ay yar yar yihiin, waxa uu leeyahay jaanqaade qurux badan, cunto aad u fiican (catfish waa delicious - haddii ya aadan ka fikirin waxa ay cusbo ubax ah) iyo adeeg fiiro gaar ah.",cuntod,positive
2142,"Raashinku waxay qaadatay dhowr daqiiqadood oo dheeraad ah in ay timaaddo, laakiin majaajilo iyo saaxiibtinimo ayaa ka dhigtay in ay noqoto mid ku filan.",cuntod,neutral
2144,"Raashinku waxay qaadatay dhowr daqiiqadood oo dheeraad ah in ay timaaddo, laakiin majaajilo iyo saaxiibtinimo ayaa ka dhigtay in ay noqoto mid ku filan.",sugaayo,positive
2147,"Waxaan halkan u imid qado aan caadi ahayn iyo sidoo kale dhalashada saaxiib, mar walbana waan ku raaxaysanayaa nafsadeyda.",qado qado ah oo casri ah,neutral
2149,sushi the had iyo jeer waa cusub iyo yummy iyo menu waa quruxsan kala duwan.,menu,positive
2153,sushi the had iyo jeer waa cusub iyo yummy iyo menu waa quruxsan kala duwan.,suldaa,positive
2157,Waxaan si gaar ah ula yaabay inta lagu guda jiro xafladda bday markii qasnaddu kor iyo gadaal u socdeen si ay ii caawiyaan inaan qurxiyo oo aan soo saaro cake bday ah iyo sidoo kale bixinta adeeg degdeg ah oo saaxiibtinimo ah xaflad 15 qof.,adeege,positive
2160,Waxaan si gaar ah ula yaabay inta lagu guda jiro xafladda bday markii qasnaddu kor iyo gadaal u socdeen si ay ii caawiyaan inaan qurxiyo oo aan soo saaro cake bday ah iyo sidoo kale bixinta adeeg degdeg ah oo saaxiibtinimo ah xaflad 15 qof.,sugid,positive
2162,Raashinkii ugu fiicnaa ee Indian ah ayaan abid cunay.,Cuntada Hindida,positive
2165,"Shaqaalaha waa mid aan la rumaysaneyn saaxiibtinimo, oo waxaan ku riyoodaa oo ku saabsan ay Saag gosht ... Way fiicantahay.",Saag gosht,positive
2169,"Shaqaalaha waa mid aan la rumaysaneyn saaxiibtinimo, oo waxaan ku riyoodaa oo ku saabsan ay Saag gosht ... Way fiicantahay.",shaqaalaha,positive
2173,"Nasiib xumo, hadaadan xaafada ku nooleyn, ma ahan meel ku haboon balse waxay u egtahay hanti qarsoon.",goobta,negative
2176,Shaqaalaha ayaa si diiran albaabka iigu salaamay waxaanan deg deg u fadhiistay raashinkiina wuxuu ahaa mid aad u fiican.,shaqaalaha,positive
2180,Shaqaalaha ayaa si diiran albaabka iigu salaamay waxaanan deg deg u fadhiistay raashinkiina wuxuu ahaa mid aad u fiican.,cuntod,positive
2184,"liiska waa weyn, oo leh xulashada wanaagsan, iyo wax kasta oo aan isku dayay waa gabi ahaanba waa mid delicious.",menu,positive
2188,"liiska waa weyn, oo leh xulashada wanaagsan, iyo wax kasta oo aan isku dayay waa gabi ahaanba waa mid delicious.",xulashada,positive
2192,"waxaan u tegey Swiftys aniga iyo qaar ka mid ah asxaabta qoyska waxaana casho aad u fiican, laakiin wax cajiib ah.",casho,positive
2195,Waxaan lahaa baqas la dubay iyo salad.,salad,neutral
2197,Waxaan lahaa baqas la dubay iyo salad.,dubaalan chicken,neutral
2199,Meeshu waxay leedahay sushi ugu fiican magaalada.,suldaa,positive
2202,Waxay leeyihiin xulashada fiican (duubnaa la crab waa run ahaantii weyn).,duubn la crab,positive
2206,Waxay leeyihiin xulashada fiican (duubnaa la crab waa run ahaantii weyn).,xulashada,positive
2210,si macquul ah qiimo la sushi aad u cusub.,suldaa,positive
2214,si macquul ah qiimo la sushi aad u cusub.,qaali,positive
2218,waxaan hal maalin dhex galay anigoo waydiinaya koox miis loogu talogalay waxaana soo salaamay guutooyin aad u xushmad badan.,martida,negative
2221,waxaan hal maalin dhex galay anigoo waydiinaya koox miis loogu talogalay waxaana soo salaamay guutooyin aad u xushmad badan.,miise,neutral
2223,"makhaayaddu gebi ahaanba way madhnayd, laakin waxay i siisay muuqaal wasakhaysan oo waydiisay, majiraan boos?",qabsashada,neutral
2225,ka dibna waxay samaysay buuq ku saabsan in aan awoodin in ay ku darto 1 ama 2 kuraasta miiska labada dhinac ee dadka dheeraadka ah.,kuraasta,neutral
2227,ka dibna waxay samaysay buuq ku saabsan in aan awoodin in ay ku darto 1 ama 2 kuraasta miiska labada dhinac ee dadka dheeraadka ah.,miise,neutral
2229,waxaan halkan ku cunay munaasabad kale – raashinka waa mid aan u kala badneyn qiimaha.,cuntod,neutral
2232,waxaan halkan ku cunay munaasabad kale – raashinka waa mid aan u kala badneyn qiimaha.,qiimayaasha,negative
2234,Macmacaanka waxaa ka mid ah xaas iyo fayipillas.,sopaipillas,neutral
2236,Macmacaanka waxaa ka mid ah xaas iyo fayipillas.,Macmacaanka,neutral
2238,Macmacaanka waxaa ka mid ah xaas iyo fayipillas.,laanta,neutral
2240,Waxay u furan tahay uun qadada laakiin raashinku aad buu u fiican yahay!,qado,neutral
2242,Waxay u furan tahay uun qadada laakiin raashinku aad buu u fiican yahay!,cuntod,positive
2245,Waxay ku saabsan tahay $7 qadada iyo waxay leeyihiin qaadashada-out ama cuntada-in.,dine-in,neutral
2247,Waxay ku saabsan tahay $7 qadada iyo waxay leeyihiin qaadashada-out ama cuntada-in.,qado,neutral
2249,Waxay ku saabsan tahay $7 qadada iyo waxay leeyihiin qaadashada-out ama cuntada-in.,hee-bixi,neutral
2251,"Cuntadu waa mid aad u fiican, waxa ayna sidoo kale leeyihiin empenadas iyo plaintains oo ku fiican casriga galabta.",caartood,positive
2255,"Cuntadu waa mid aad u fiican, waxa ayna sidoo kale leeyihiin empenadas iyo plaintains oo ku fiican casriga galabta.",Cunto,positive
2259,"Cuntadu waa mid aad u fiican, waxa ayna sidoo kale leeyihiin empenadas iyo plaintains oo ku fiican casriga galabta.",snack galabtii,positive
2263,"Cuntadu waa mid aad u fiican, waxa ayna sidoo kale leeyihiin empenadas iyo plaintains oo ku fiican casriga galabta.",empenaans,positive
2267,"Cunto weyn, iyo khamri wanaagsan iyo ciidan ciidan ba'an.",marti-loo,positive
2271,"Cunto weyn, iyo khamri wanaagsan iyo ciidan ciidan ba'an.",khamrie,positive
2275,"Cunto weyn, iyo khamri wanaagsan iyo ciidan ciidan ba'an.",cuntod,positive
2279,"Toogashada oo dhan waa si cusub aad u malaynayso in ay beerta u gaar ah oo khudradda iyo udubdhexaadka waa si kaamil ah, in mid ka mid ah dhab ahaantii ka fekeraa sida loo sameeyey.",haku,positive
2283,"Toogashada oo dhan waa si cusub aad u malaynayso in ay beerta u gaar ah oo khudradda iyo udubdhexaadka waa si kaamil ah, in mid ka mid ah dhab ahaantii ka fekeraa sida loo sameeyey.",kaararka,positive
2287,Meeshani waxay leedahay pizza ugu fiican.,pizza,positive
2290,Waxa uu noqdaa dad buuxsamay waqtiga qadada laakiin waxaa jira kuraasta badan oo gadaal iyo qof kasta oo halkaas ka shaqeeyaa waa mid aad u fiican.,kuraasta,positive
2293,Waxa kale oo aan ku talinayaa xanjaadka toonta.,garlic knots,positive
2296,waxaan u malaynayaa in parm-ka kubadda hilibka ahi uu fiican yahay.,parm hilibka,positive
2299,"Cuntadu waa mid aad u macaan, baarkuna waxa uu leeyahay vibe weyn.",barre,positive
2303,"Cuntadu waa mid aad u macaan, baarkuna waxa uu leeyahay vibe weyn.",wabi,positive
2307,"Cuntadu waa mid aad u macaan, baarkuna waxa uu leeyahay vibe weyn.",cuntod,positive
2311,Waxaan u istaagay qaar ka mid ah quraacda maanta oo waxaan haystay canjeerada kalluunka vegan-ka ah iyo qaar ka mid ah caanaha bariiska.,canjeero cranberry vegan,neutral
