,yo,aspect,polarities
1321,Ó ń yà wá lẹ́nu ìdí tí wọ́n fi wà níbẹ̀ láti jẹ́ kí ìrírí oúnjẹ wa burú?,ijẹun iriri,negative
1324,"Lọ́nàkọnà, ayédèrú ni ẹni tí ó ni ín.",oní-nǹkan,negative
1327,"Ní tòótọ́, oúnjẹ chinese níbí jẹ́ nkan tí mo lè ṣe dáadáa nílé.",Chinese ounje,negative
1329,Òṣìṣẹ́ agbàwo kan ṣoṣo ló wà fún gbogbo ilé oúnjẹ náà lókè.,waiter,neutral
1331,Mo rò pé oúnjẹ náà kò pọ́n rárá bí a bá fi wé Chinatown.,ounjẹ,negative
1334,Chinatown dájúdájú ní ojúlówó tó dára pẹ̀lú iye owó tí kò wọ́n.,awọn idiyele,positive
1338,Chinatown dájúdájú ní ojúlówó tó dára pẹ̀lú iye owó tí kò wọ́n.,didara,positive
1342,"Iye owó náà yé mi tí wọ́n bá ń ta oúnjẹ tó dára, bíi àwọn ilé oúnjẹ Chinese kan ní àáríntown/agbègbè òkè ìlú.",awọn idiyele,negative
1344,"Iye owó náà yé mi tí wọ́n bá ń ta oúnjẹ tó dára, bíi àwọn ilé oúnjẹ Chinese kan ní àáríntown/agbègbè òkè ìlú.",ounjẹ,negative
1346,Wọ́n máa ń jẹ ẹ́ pẹ̀lú ọtí dúdú àti ginger tí wọ́n fọ́.,dudu kikan,neutral
1348,Wọ́n máa ń jẹ ẹ́ pẹ̀lú ọtí dúdú àti ginger tí wọ́n fọ́.,Shredded ginger,neutral
1350,Malted Milk Ball Gelato - jẹ́ o ti gbọ́ nípa ohunkóhun tí ó dára tó bẹ́ẹ̀ rí?,Malted Milk Ball Gelato,positive
1353,"Mo rí i pé oúnjẹ náà dára bíi ẹni tí ó ni i, Da Silvano, kò wọ́n púpọ̀.",oní-nǹkan,positive
1356,"Mo rí i pé oúnjẹ náà dára bíi ẹni tí ó ni i, Da Silvano, kò wọ́n púpọ̀.",ounjẹ,positive
1359,Àyíká náà tún wà ní ìsinmi àti ìsinmi.,ambience,positive
1362,Ọ̀pọ̀lọpọ̀ oúnjẹ àti àkànṣe pasta jẹ́ ìyàlẹ́nu.,pasta specials,positive
1365,Ọ̀pọ̀lọpọ̀ oúnjẹ àti àkànṣe pasta jẹ́ ìyàlẹ́nu.,appetizer,positive
1368,Dájúdájú gbìyànjú taglierini pẹ̀lú truffles - ó jẹ́ ìyàlẹ́nu.,taglierini pẹlu truffles,positive
1371,"Àti pé, òṣìṣẹ́ náà fetí sílẹ̀ ó sì ní ìwà ọmọlúwàbi.",oṣiṣẹ,positive
1374,"Wọ́n jó risotto ẹ̀fọ́ mi, wọ́n sì fi adùn sísun kún un pátápátá.",ẹfọ risotto,negative
1378,"Wọ́n jó risotto ẹ̀fọ́ mi, wọ́n sì fi adùn sísun kún un pátápátá.",adùn,negative
1382,Wọ́n ní iṣẹ́ tí ó yá gan-an tí ó dára nígbà tí o kò bá ní àkókò púpọ̀.,iṣẹ,positive
1385,"Oúnjẹ náà jẹ́ ìdájì: oúnjẹ àárọ̀, ọbẹ̀, sàláàdì, sáńwíìsì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.",ounjẹ,neutral
1388,"Oúnjẹ náà jẹ́ ìdájì: oúnjẹ àárọ̀, ọbẹ̀, sàláàdì, sáńwíìsì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.",ọbẹ̀,neutral
1391,"Oúnjẹ náà jẹ́ ìdájì: oúnjẹ àárọ̀, ọbẹ̀, sàláàdì, sáńwíìsì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.",salads,neutral
1394,"Oúnjẹ náà jẹ́ ìdájì: oúnjẹ àárọ̀, ọbẹ̀, sàláàdì, sáńwíìsì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.",sandwiches,neutral
1397,"Oúnjẹ náà jẹ́ ìdájì: oúnjẹ àárọ̀, ọbẹ̀, sàláàdì, sáńwíìsì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.",ounjẹ ounjẹ,neutral
1400,Àwọn ìjíròrò ni ó mú kí ibí yìí jẹ́ ibi ìgbádùn láti wà.,ibi,positive
1403,"Oúnjẹ bójúmu, ṣùgbọ́n kò dára.",Oúnjẹ,positive
1406,Iṣẹ́ ìsìn burú jáì - ọ̀pọ̀lọpọ̀ nítorí pé ọkàn àwọn òṣìṣẹ́ bàjẹ́ ní alẹ́ ọjọ́ Àbámẹ́ta.,Iṣẹ́,negative
1410,Iṣẹ́ ìsìn burú jáì - ọ̀pọ̀lọpọ̀ nítorí pé ọkàn àwọn òṣìṣẹ́ bàjẹ́ ní alẹ́ ọjọ́ Àbámẹ́ta.,oṣiṣẹ,negative
1414,A ṣe ayẹyẹ ọjọ́ ìbí níbí láìpẹ́ yìí oúnjẹ àti iṣẹ́ wọn dára.,iṣẹ,positive
1417,A ṣe ayẹyẹ ọjọ́ ìbí níbí láìpẹ́ yìí oúnjẹ àti iṣẹ́ wọn dára.,ounjẹ,positive
1420,Kì í ṣe sushi nìkan ni wọ́n ṣẹ̀ṣẹ̀,pẹ́pẹ́yẹ,positive
1424,Kì í ṣe sushi nìkan ni wọ́n ṣẹ̀ṣẹ̀,entrees,neutral
1426,Kì í ṣe sushi nìkan ni wọ́n ṣẹ̀ṣẹ̀,sushi,positive
1430,"Iṣẹ́ náà lọ́ra díẹ̀ àti pé àwọn ìpín náà kéré díẹ̀ nítorí náà tí ebi bá ń pa ọ́ tí o sì ń kánjú, èyí kì í ṣe ibi fún ọ.",awọn ipin,negative
1434,"Iṣẹ́ náà lọ́ra díẹ̀ àti pé àwọn ìpín náà kéré díẹ̀ nítorí náà tí ebi bá ń pa ọ́ tí o sì ń kánjú, èyí kì í ṣe ibi fún ọ.",iṣẹ,negative
1438,"Oúnjẹ dídára, àwọn ohun mímu dídára, agbègbè ìjẹun tó dára.",awọn ohun mimu,positive
1442,"Oúnjẹ dídára, àwọn ohun mímu dídára, agbègbè ìjẹun tó dára.",ile ijeun atmosphere,positive
1446,"Oúnjẹ dídára, àwọn ohun mímu dídára, agbègbè ìjẹun tó dára.",ounjẹ,positive
1450,"Ṣùgbọ́n oúnjẹ alẹ́ níbí kì í ṣe ìjákulẹ̀, kódà bí iye owó náà bá ti kọjá òkè díẹ̀.",awọn idiyele,negative
1454,"Ṣùgbọ́n oúnjẹ alẹ́ níbí kì í ṣe ìjákulẹ̀, kódà bí iye owó náà bá ti kọjá òkè díẹ̀.",oúnjẹ alẹ́,positive
1458,"Ohun tí ó bani nínú jẹ́ ni pé, wọ́n ti yọ Saketini ìyanu wọn kúrò nínú àtòjọ oúnjẹ ilé ọtí.",Saketini,positive
1462,"Ohun tí ó bani nínú jẹ́ ni pé, wọ́n ti yọ Saketini ìyanu wọn kúrò nínú àtòjọ oúnjẹ ilé ọtí.",bar menu,negative
1466,"Oúnjẹ ibí yìí dára, ìtọ́jú láti ìbẹ̀rẹ̀ dé òpin.",ounjẹ,positive
1469,"Oúnjẹ tó dára ní iye tí ó tọ́, kín ni o tún lè béèrè fún.",iye owo,positive
1473,"Oúnjẹ tó dára ní iye tí ó tọ́, kín ni o tún lè béèrè fún.",ounjẹ,positive
1477,Awọn ohun ti o dara julọ lati paṣẹ ni lati grill (Churrasco ati Ribs).,Churrasco,positive
1479,Awọn ohun ti o dara julọ lati paṣẹ ni lati grill (Churrasco ati Ribs).,Grill,positive
1481,Awọn ohun ti o dara julọ lati paṣẹ ni lati grill (Churrasco ati Ribs).,Ìhà,positive
1483,Oúnjẹ náà dára gan-an fún owó ilé oúnjẹ tó dára.,Oúnjẹ,positive
1487,Oúnjẹ náà dára gan-an fún owó ilé oúnjẹ tó dára.,iye owo,positive
1491,"Àwọn oúnjẹ dùn náà dára, ṣùgbọ́n ìṣiṣẹ́ náà kò yára.",iṣẹ,negative
1495,"Àwọn oúnjẹ dùn náà dára, ṣùgbọ́n ìṣiṣẹ́ náà kò yára.",awọn appetizers,neutral
1499,Ó dára láti lọ síbẹ̀ fún ohun mímu tí o kò bá fẹ́ mutí yó nítorí wà á ní oríire tí o bá lè rí ohun mímu kan ní wákàtí kan iṣẹ́ náà burú púpọ̀.,ohun mímu,neutral
1501,Ó dára láti lọ síbẹ̀ fún ohun mímu tí o kò bá fẹ́ mutí yó nítorí wà á ní oríire tí o bá lè rí ohun mímu kan ní wákàtí kan iṣẹ́ náà burú púpọ̀.,iṣẹ,negative
1505,Ó dára láti lọ síbẹ̀ fún ohun mímu tí o kò bá fẹ́ mutí yó nítorí wà á ní oríire tí o bá lè rí ohun mímu kan ní wákàtí kan iṣẹ́ náà burú púpọ̀.,awọn ohun mimu,neutral
1509,Kàn wọlé lọ ṣe àpẹẹrẹ oúnjẹ Faransé tó tóbi jùlọ ní ìwọ̀ oòrùn Daniel.,Ounjẹ Faranse,positive
1512,Ibi tí ó gbóná gan-an ni èyí nígbà tí ó bá di ọ̀rọ̀ oúnjẹ náà.,ounjẹ,positive
1515,Satay jẹ́ ọ̀kan lára àwọn ibi tí wọ́n fẹ́ràn jù ní Washington níbi tí iṣẹ́ àti oúnjẹ wà lórí owó.,iṣẹ,positive
1517,Satay jẹ́ ọ̀kan lára àwọn ibi tí wọ́n fẹ́ràn jù ní Washington níbi tí iṣẹ́ àti oúnjẹ wà lórí owó.,ounjẹ,positive
1519,"Gbìyànjú àwọn ẹ̀gbẹ́ náà, ẹran màlúù tó ń gbóná kí o sì fi ìrẹsì ọ̀gẹ̀dẹ̀ ṣe é.",ẹran màálù,positive
1522,"Gbìyànjú àwọn ẹ̀gbẹ́ náà, ẹran màlúù tó ń gbóná kí o sì fi ìrẹsì ọ̀gẹ̀dẹ̀ ṣe é.",Àwọn ìhà,positive
1525,"Gbìyànjú àwọn ẹ̀gbẹ́ náà, ẹran màlúù tó ń gbóná kí o sì fi ìrẹsì ọ̀gẹ̀dẹ̀ ṣe é.",iresi agbon,positive
1527,Ṣọ́ra fún chili buwọ́lù àwọn nkan oúnjẹ kì í ṣe àyàfi tí o bá fẹ́ pe ẹ̀ka iná láti pa iná náà ní ẹnu rẹ.,chili buwọ́lù àwọn nkan oúnjẹ,negative
1529,"Oúnjẹ náà kàn dára, ó sì fẹ́rẹ̀ẹ́ tó láti lọ àyàfi tí o bá ń gba pialla, èyí tí ó jẹ́ oúnjẹ kan ṣoṣo tí ó dára gan-an.",abọ́,positive
1532,"Oúnjẹ náà kàn dára, ó sì fẹ́rẹ̀ẹ́ tó láti lọ àyàfi tí o bá ń gba pialla, èyí tí ó jẹ́ oúnjẹ kan ṣoṣo tí ó dára gan-an.",pialla,positive
1535,Òṣìṣẹ́ náà fanimọ́ra.,oṣiṣẹ,positive
1538,Wọn ṣe pizza ti o dara julọ ni New Jersey.,pizza,positive
1541,"Kì í ṣe pé olùdúró náà ṣiṣẹ́ dáadáa ó sì dára nìkan, ṣùgbọ́n ó tún ṣe ìrànlọ́wọ́ gidi gan-an. ",waiter,positive
1544,Ilé-oúnjẹ tín-ín-rín pẹ̀lú iṣẹ́ tí ó yá gan-an.,iṣẹ,positive
1547,"Bọ́gà tó dára, wàrà yíyan àti nǹkan díndín French.",Awọn cheeses grilled,positive
1550,"Bọ́gà tó dára, wàrà yíyan àti nǹkan díndín French.",French fries,positive
1553,"Bọ́gà tó dára, wàrà yíyan àti nǹkan díndín French.",burgers,positive
1556,"Oúnjẹ náà dára, mo fẹ́ràn dumplings wọn, sesame noodles tútù, adìẹ àti oúnjẹ edé.",adie,positive
1560,"Oúnjẹ náà dára, mo fẹ́ràn dumplings wọn, sesame noodles tútù, adìẹ àti oúnjẹ edé.",ounjẹ,positive
1564,"Oúnjẹ náà dára, mo fẹ́ràn dumplings wọn, sesame noodles tútù, adìẹ àti oúnjẹ edé.",tutu sesame noodles,positive
1568,"Oúnjẹ náà dára, mo fẹ́ràn dumplings wọn, sesame noodles tútù, adìẹ àti oúnjẹ edé.",dumplings,positive
1572,"Oúnjẹ náà dára, mo fẹ́ràn dumplings wọn, sesame noodles tútù, adìẹ àti oúnjẹ edé.",shrimp dishs,positive
1576,"Àwọn ọmọ orílẹ̀-èdè China tó dára jùlọ ní Upper East, ìfijíṣẹ́ kíákíá, iye tó dára.",iye,positive
1580,"Àwọn ọmọ orílẹ̀-èdè China tó dára jùlọ ní Upper East, ìfijíṣẹ́ kíákíá, iye tó dára.",ifijiṣẹ,positive
1584,Mi ò ní donut ọsàn rí nítorí náà mo yìnbọn fún un.,osan donut,neutral
1586,Adùn rẹ̀ yà mí lẹ́nu púpọ̀.,ìtọ́wò,positive
1589,"Àpòpọ̀ àwọn akẹ́kọ̀ọ́ àti àwọn olùgbé agbègbè náà kó jọ sínú ààyè tó tóbi yìí, tí kò fi bẹ́ẹ̀ sí ààyè fún àwọn oúnjẹ kíákíá rẹ̀, adùn pẹ̀lú iye owó tí kò wọ́n.",ààyè,negative
1593,"Àpòpọ̀ àwọn akẹ́kọ̀ọ́ àti àwọn olùgbé agbègbè náà kó jọ sínú ààyè tó tóbi yìí, tí kò fi bẹ́ẹ̀ sí ààyè fún àwọn oúnjẹ kíákíá rẹ̀, adùn pẹ̀lú iye owó tí kò wọ́n.",awọn itọju,positive
1597,"Àpòpọ̀ àwọn akẹ́kọ̀ọ́ àti àwọn olùgbé agbègbè náà kó jọ sínú ààyè tó tóbi yìí, tí kò fi bẹ́ẹ̀ sí ààyè fún àwọn oúnjẹ kíákíá rẹ̀, adùn pẹ̀lú iye owó tí kò wọ́n.",awọn idiyele,positive
1601,Ṣùgbọ́n àwọn olùkópa déédéé mọ̀ pé àwọn sáńwíìsì náà ni ìràwọ̀ gidi níbí.,sandwiches,positive
1604,"Fún oúnjẹ adùn lórí ọbẹ̀ àti oúnjẹ ìpanu, gbìyànjú ọbẹ̀ gbígbóná àti ẹlẹ́rìndòdò.",gbona ati ki o sour soup,positive
1608,"Fún oúnjẹ adùn lórí ọbẹ̀ àti oúnjẹ ìpanu, gbìyànjú ọbẹ̀ gbígbóná àti ẹlẹ́rìndòdò.",ọbẹ̀ àti oúnjẹ sáńwíìsì,positive
1612,Wọ́n ní pizza alikama tí wọ́n ṣe pẹ̀lú àwọn èròjà tuntun tí ó sì dùn.,alikama crusted pizza,positive
1614,Wọ́n ní pizza alikama tí wọ́n ṣe pẹ̀lú àwọn èròjà tuntun tí ó sì dùn.,awọn eroja,positive
1617,"Ìyípadà wọn lórí pizza jẹ́ ooru, ṣùgbọ́n ó kún fún adùn.",adùn,positive
1621,"Ìyípadà wọn lórí pizza jẹ́ ooru, ṣùgbọ́n ó kún fún adùn.",Yíyí lórí pizza,positive
1625,"Tí o bá ń fẹ́ oúnjẹ India tó lágbára tí o sì fẹ́ àyíká tó rọrùn, àṣàyàn tó dára ni èyí.",ambiance,positive
1629,"Tí o bá ń fẹ́ oúnjẹ India tó lágbára tí o sì fẹ́ àyíká tó rọrùn, àṣàyàn tó dára ni èyí.",Ounjẹ India,positive
1633,"Kì í ṣe iṣẹ́ náà dára nìkan, ṣùgbọ́n ṣíṣe ìtàkurọ̀sọ ní àyíká tábìlì rọrùn nítorí pé àyíká lè jẹ́ ìfẹ́ àti ìrọ̀rùn.",iṣẹ,positive
1637,"Kì í ṣe iṣẹ́ náà dára nìkan, ṣùgbọ́n ṣíṣe ìtàkurọ̀sọ ní àyíká tábìlì rọrùn nítorí pé àyíká lè jẹ́ ìfẹ́ àti ìrọ̀rùn.",afẹ́fẹ́,positive
1641,Iná àbẹ́là àti orin wà.,orin,neutral
1643,Iná àbẹ́là àti orin wà.,iná àbẹ́là,neutral
1645,Èmi náà gbádùn oúnjẹ náà dájúdájú.,ounjẹ,positive
1648,Ìṣẹ̀lẹ̀ ilé-ọtí ìsàlẹ̀ náà tutù gan-an ó sì tutù...,isalẹ bar iwoye,positive
1651,"Oúnjẹ náà dára dájúdájú, ṣùgbọ́n nígbà tí wọ́n sọ gbogbo rẹ̀ tí wọ́n sì ṣe é, mi ò kàn lè dá a láre fún iye owó náà (pẹ̀lú ohun mímu 2, $100/person)...",iye owo,negative
1653,"Oúnjẹ náà dára dájúdájú, ṣùgbọ́n nígbà tí wọ́n sọ gbogbo rẹ̀ tí wọ́n sì ṣe é, mi ò kàn lè dá a láre fún iye owó náà (pẹ̀lú ohun mímu 2, $100/person)...",awọn ohun mimu,neutral
1655,"Oúnjẹ náà dára dájúdájú, ṣùgbọ́n nígbà tí wọ́n sọ gbogbo rẹ̀ tí wọ́n sì ṣe é, mi ò kàn lè dá a láre fún iye owó náà (pẹ̀lú ohun mímu 2, $100/person)...",ounjẹ,positive
1658,Awọn ounjẹ China ti o dara julọ Uptown!,Chinese ounje,positive
1661,"Àwọn ìfijíṣẹ́ tí ó yá, oúnjẹ gidi, owó tó bójúmu, àti iṣẹ́ tí ó fanimọ́ra papọ̀ láti rí i dájú pé owó tí a gbádùn ni.",ounjẹ,positive
1665,"Àwọn ìfijíṣẹ́ tí ó yá, oúnjẹ gidi, owó tó bójúmu, àti iṣẹ́ tí ó fanimọ́ra papọ̀ láti rí i dájú pé owó tí a gbádùn ni.",awọn idiyele,positive
1669,"Àwọn ìfijíṣẹ́ tí ó yá, oúnjẹ gidi, owó tó bójúmu, àti iṣẹ́ tí ó fanimọ́ra papọ̀ láti rí i dájú pé owó tí a gbádùn ni.",iṣẹ,positive
1673,"Àwọn ìfijíṣẹ́ tí ó yá, oúnjẹ gidi, owó tó bójúmu, àti iṣẹ́ tí ó fanimọ́ra papọ̀ láti rí i dájú pé owó tí a gbádùn ni.",awọn ifijiṣẹ,positive
1677,"Àwọn ìfijíṣẹ́ tí ó yá, oúnjẹ gidi, owó tó bójúmu, àti iṣẹ́ tí ó fanimọ́ra papọ̀ láti rí i dájú pé owó tí a gbádùn ni.",repast,positive
1681,"Awọn nudulu Sesame tutu, eyiti o jẹ freebie nigbati o ba paṣẹ $ 10 +, jẹ delectable.",tutu sesame noodles,positive
1684,Saladi avocado jẹ fave ti ara ẹni.,avocado saladi,positive
1687,"Ati, awọn honey BBQ rib awọn italolobo ni o wa yummy!",oyin BBQ rib awọn italolobo,positive
1690,A bèèrè fún ọ̀dọ́-àgùntàn tí wọ́n sè dáadáa tí ó sì dùn dáadáa.,ọ̀dọ́ aguntan,positive
1693,Gbogbo nkan láti ẹyin benedict títí dé ẹja ẹlẹ́rìndòdò àti pé hamburger pàápàá ni wọ́n ṣe dáadáa ó sì dùn gan-an.,mussels,positive
1696,Gbogbo nkan láti ẹyin benedict títí dé ẹja ẹlẹ́rìndòdò àti pé hamburger pàápàá ni wọ́n ṣe dáadáa ó sì dùn gan-an.,ẹyin benedict,positive
1699,Gbogbo nkan láti ẹyin benedict títí dé ẹja ẹlẹ́rìndòdò àti pé hamburger pàápàá ni wọ́n ṣe dáadáa ó sì dùn gan-an.,hamburger,positive
1702,"Dájúdájú kì í ṣe sushi tó dára jùlọ ní New York, síbẹ̀síbẹ̀, ó máa ń tuntun nígbà gbogbo, ibẹ̀ sì mọ́ tónítóní, kò ní ìdọ̀tí.",ibi,positive
1705,"Mo gbẹ́kẹ̀lé àwọn ènìyàn tó wà ní Go Sushi, kò já mi kulẹ̀ rárá.",awọn eniyan,positive
1708,"Tààrà síwájú, kò sí ìyàlẹ́nu, oúnjẹ àwọn ará Japan tó bójúmu.",Ounjẹ Japanese,positive
1711,"Má ṣì mí gbọ́ - sushi dára, kò kàn dára.",sushi,positive
1714,Orisirisi ti o dara ṣugbọn ko si ohun iyanu.,orisirisi,positive
1717,Harumi Sushi ní ọ̀pọ̀lọpọ̀ sushi tuntun tí ó sì dùn jùlọ ní NYC.,orisirisi ti sushi,positive
1720,"Mo fọwọ́ rẹ̀ sọ̀yà gidigidi fún kì í ṣe oúnjẹ rẹ̀ nìkan, ṣùgbọ́n fún àwọn tí ó ní ọrẹ àti òṣìṣẹ́ rẹ̀ pẹ̀lú.",onjewiwa,positive
1724,"Mo fọwọ́ rẹ̀ sọ̀yà gidigidi fún kì í ṣe oúnjẹ rẹ̀ nìkan, ṣùgbọ́n fún àwọn tí ó ní ọrẹ àti òṣìṣẹ́ rẹ̀ pẹ̀lú.",oṣiṣẹ,positive
1728,"Mo fọwọ́ rẹ̀ sọ̀yà gidigidi fún kì í ṣe oúnjẹ rẹ̀ nìkan, ṣùgbọ́n fún àwọn tí ó ní ọrẹ àti òṣìṣẹ́ rẹ̀ pẹ̀lú.",awọn onihun,positive
1732,Ọ̀rẹ́ mìíràn ní láti béèrè fún wàrà parmesan ní ìgbà mẹ́ta.,parmesan cheese,neutral
1734,"Iṣẹ́ wọn yára ó sì fani mọ́ra, iye rẹ̀ sì dára.",iye,positive
1738,"Iṣẹ́ wọn yára ó sì fani mọ́ra, iye rẹ̀ sì dára.",iṣẹ,positive
1742,Ebi ń pa mí àti pé àwọn ìpín kékeré ń mú mi ya wèrè!,awọn ipin,negative
1745,Ṣé ọjọ́ Ajé rẹ̀ ni fún oúnjẹ ọ̀sán - ń ṣiṣẹ́ lórí fíìmù kan ní agbègbè náà - ó sì rí iyebíye tó ṣọ̀wọ́n yìí.,oúnjẹ ọ̀sán,neutral
1747,"Àti pé àwọn wọ̀nyí kì í ṣe kékeré, irúfẹ́ oúnjẹ kíákíá tí kò dára - àwọn wọ̀nyí jẹ́ ojúlówó, àwọn patties ìwọ̀n kíkún.",burgers,positive
1751,"Àti pé àwọn wọ̀nyí kì í ṣe kékeré, irúfẹ́ oúnjẹ kíákíá tí kò dára - àwọn wọ̀nyí jẹ́ ojúlówó, àwọn patties ìwọ̀n kíkún.",patties,positive
1755,"Fún iye tí o san fún oúnjẹ níbí, wà á retí kí ó kéré tán wà ní ìbámu pẹ̀lú àwọn ilé oúnjẹ Japanese mìíràn.",ounjẹ,negative
1757,"Fún iye tí o san fún oúnjẹ níbí, wà á retí kí ó kéré tán wà ní ìbámu pẹ̀lú àwọn ilé oúnjẹ Japanese mìíràn.",iye owo,negative
1759,Ìpín oúnjẹ kéré ó sì kéré ó sì kéré ní àpapọ̀.,Ìpín oúnjẹ,negative
1762,Obìnrin agbáwo oúnjẹ wá láti lọ ṣa ọbẹ̀ sóyà nígbà tí à ń jẹ oúnjẹ ọ̀sán wa!!!!,oúnjẹ ọ̀sán,neutral
1764,Obìnrin agbáwo oúnjẹ wá láti lọ ṣa ọbẹ̀ sóyà nígbà tí à ń jẹ oúnjẹ ọ̀sán wa!!!!,soy sauce,neutral
1766,Obìnrin agbáwo oúnjẹ wá láti lọ ṣa ọbẹ̀ sóyà nígbà tí à ń jẹ oúnjẹ ọ̀sán wa!!!!,agbáwo oúnjẹ,negative
1768,Ibi tí ó dára láti jáde ní ọ̀sán lẹ́yìn ìrajà tàbí láti mú ọbẹ̀ tó rọrùn tàbí oúnjẹ Faransé àtijọ́ lórí gíláàsì ọtí wáìnì kan.,ọbẹ̀,neutral
1772,Ibi tí ó dára láti jáde ní ọ̀sán lẹ́yìn ìrajà tàbí láti mú ọbẹ̀ tó rọrùn tàbí oúnjẹ Faransé àtijọ́ lórí gíláàsì ọtí wáìnì kan.,ibi,positive
1776,Ibi tí ó dára láti jáde ní ọ̀sán lẹ́yìn ìrajà tàbí láti mú ọbẹ̀ tó rọrùn tàbí oúnjẹ Faransé àtijọ́ lórí gíláàsì ọtí wáìnì kan.,gilasi ti ọti-waini,neutral
1778,Ibi tí ó dára láti jáde ní ọ̀sán lẹ́yìn ìrajà tàbí láti mú ọbẹ̀ tó rọrùn tàbí oúnjẹ Faransé àtijọ́ lórí gíláàsì ọtí wáìnì kan.,French satelaiti,neutral
1782,Oúnjẹ náà dára owó rẹ̀ kò sì gunpá.,awọn idiyele,positive
1786,Oúnjẹ náà dára owó rẹ̀ kò sì gunpá.,ounjẹ,positive
1790,"Ibi naa jẹ mimọ, ati pe ti o ba fẹran ounjẹ ọkàn, lẹhinna eyi ni ibi ti o yẹ ki o wa!",oúnjẹ ọkàn,positive
1794,"Ibi naa jẹ mimọ, ati pe ti o ba fẹran ounjẹ ọkàn, lẹhinna eyi ni ibi ti o yẹ ki o wa!",ibi,positive
1798,Àwọn òṣìṣẹ́ náà lọ́yàyà gan-an wọ́n sì pààrọ̀ ohun mímu mi lẹ́ẹ̀kan nígbà tí mo jù ú síta.,awọn oṣiṣẹ,positive
1801,Àwọn òṣìṣẹ́ náà lọ́yàyà gan-an wọ́n sì pààrọ̀ ohun mímu mi lẹ́ẹ̀kan nígbà tí mo jù ú síta.,ohun mímu,neutral
1803,Wọ́n mọ̀ nípa àwọn ohun mímu àti omi tuntun.,smoothies,positive
1805,Wọ́n mọ̀ nípa àwọn ohun mímu àti omi tuntun.,awọn juices titun,positive
1807,"Bí ó tilẹ̀ jẹ́ pé àwọn smoothies náà tóbi díẹ̀ fún mi, àwọn ọtí tuntun náà ni ó dára jù tí mo ti ní rí!",smoothies,negative
1811,"Bí ó tilẹ̀ jẹ́ pé àwọn smoothies náà tóbi díẹ̀ fún mi, àwọn ọtí tuntun náà ni ó dára jù tí mo ti ní rí!",awọn juices titun,positive
1815,Wọ́n ní adìẹ tó dára pẹ̀lú avocado àti tuna tó dára pẹ̀lú.,adie pẹlu avocado,positive
1819,Wọ́n ní adìẹ tó dára pẹ̀lú avocado àti tuna tó dára pẹ̀lú.,tuna,positive
1823,Ọ̀pọ̀lọpọ̀ àwọn sáńwíìsì náà ni wọ́n máa ń ṣe pẹ̀lú sóyà mayonaise èyí tí ó dára jùlọ.,sandwiches,positive
1826,Ọ̀pọ̀lọpọ̀ àwọn sáńwíìsì náà ni wọ́n máa ń ṣe pẹ̀lú sóyà mayonaise èyí tí ó dára jùlọ.,soy mayonaise,positive
1828,"Kì í ṣe pé wọ́n ní ìyàlẹ́nu nìkan, sáńwíìsì, ọbẹ̀, pizza àti bẹ́ẹ̀ bẹ́ẹ̀ lọ, ṣùgbọ́n àwọn sorbets tí wọ́n ṣe nílé ti kúrò nínú ayé yìí!",ile sorbets,positive
1832,"Kì í ṣe pé wọ́n ní ìyàlẹ́nu nìkan, sáńwíìsì, ọbẹ̀, pizza àti bẹ́ẹ̀ bẹ́ẹ̀ lọ, ṣùgbọ́n àwọn sorbets tí wọ́n ṣe nílé ti kúrò nínú ayé yìí!",ọbẹ̀,positive
1836,"Kì í ṣe pé wọ́n ní ìyàlẹ́nu nìkan, sáńwíìsì, ọbẹ̀, pizza àti bẹ́ẹ̀ bẹ́ẹ̀ lọ, ṣùgbọ́n àwọn sorbets tí wọ́n ṣe nílé ti kúrò nínú ayé yìí!",sandwiches,positive
1840,"Kì í ṣe pé wọ́n ní ìyàlẹ́nu nìkan, sáńwíìsì, ọbẹ̀, pizza àti bẹ́ẹ̀ bẹ́ẹ̀ lọ, ṣùgbọ́n àwọn sorbets tí wọ́n ṣe nílé ti kúrò nínú ayé yìí!",pizza,positive
1844,Gbìyànjú Peanut Butter Sorbet àti pizza pẹ̀lú wàrà sóyà!,pizza pẹlu soy warankasi,positive
1847,Gbìyànjú Peanut Butter Sorbet àti pizza pẹ̀lú wàrà sóyà!,Peanut Butter Sorbet,positive
1850,"Iṣẹ naa jẹ nla (boya paapaa nagging aala ṣugbọn o kere ju o gba akiyesi), awọn ounjẹ ajẹkẹyin jẹ o tayọ ati kofi naa dara pupọ ...",desserts,positive
1854,"Iṣẹ naa jẹ nla (boya paapaa nagging aala ṣugbọn o kere ju o gba akiyesi), awọn ounjẹ ajẹkẹyin jẹ o tayọ ati kofi naa dara pupọ ...",Kọfí,positive
1858,Orin èyí tí ó tóbi jù fún ohun tí mo fẹ́ràn jù nígbà mìíràn.,orin,negative
1861,"Casablanca fi falafel tí ó dùn pamọ́, tabouleh, humus àti àwọn ìdùnnú Mẹditarenia mìíràn, èyí tí gbogbo wọn kò wọ́n rárá.",Inú Mediterranean dùn,positive
