,nya,aspect,polarities
1861,"Casablanca servces zokoma falafel, tabouleh, humus ndi zina zosangalatsa Mediterranean, amene onse mtengo kwambiri.",Mediterranean imakondweretsa,positive
1864,"Casablanca servces zokoma falafel, tabouleh, humus ndi zina zosangalatsa Mediterranean, amene onse mtengo kwambiri.",falafel,positive
1867,"Casablanca servces zokoma falafel, tabouleh, humus ndi zina zosangalatsa Mediterranean, amene onse mtengo kwambiri.",humus,positive
1870,"Casablanca servces zokoma falafel, tabouleh, humus ndi zina zosangalatsa Mediterranean, amene onse mtengo kwambiri.",tabouleh,positive
1873,"Kumeneko malo odyera ndi wamba kwambiri, koma wangwiro chakudya chamasana, ndipo ntchito yawo yoperekera nthawi zonse imafulumira kwambiri.",chakudya chamasana,neutral
1877,"Kumeneko malo odyera ndi wamba kwambiri, koma wangwiro chakudya chamasana, ndipo ntchito yawo yoperekera nthawi zonse imafulumira kwambiri.",ntchito yoperekera,positive
1881,Iwo alinso ndi assortment kwambiri kukulunga ngati wanu si mu maganizo a miyambo Mediterranean ulendo.,assortment wa kukulunga,positive
1884,Iwo alinso ndi assortment kwambiri kukulunga ngati wanu si mu maganizo a miyambo Mediterranean ulendo.,chikhalidwe Mediterranean ulendo,neutral
1887,Zinatenga zaka 100 kuti Parisi azungulire kupanga pitsa (osachepera sindikuganiza kuti adapangapo chaka chino chisanafike) ... koma zinali zoyenera kudikira.,pizza,positive
1890,Msuzi ndi wabwino kwambiri (watsopano kwambiri) ndi dabs ya mozzarella weniweni.,dabs ya mozzarella weniweni,neutral
1892,Msuzi ndi wabwino kwambiri (watsopano kwambiri) ndi dabs ya mozzarella weniweni.,msuzi,positive
1895,Mkate ndi pamwamba notch komanso.,mkate,positive
1898,Amaperekedwa pa mkate wa Focacchia ndipo ayenera kufa.,anatumikira,neutral
1900,Amaperekedwa pa mkate wa Focacchia ndipo ayenera kufa.,Focacchia mkate,neutral
1903,Komanso pezani mphete za Anyezi - zabwino kwambiri zomwe takhala nazo.,Mphete za Anyezi,positive
1906,"Mlengalenga wokongola, wangwiro zakumwa ndi / kapena appetizers.",appetizers,neutral
1910,"Mlengalenga wokongola, wangwiro zakumwa ndi / kapena appetizers.",mlengalenga,positive
1914,"Mlengalenga wokongola, wangwiro zakumwa ndi / kapena appetizers.",zakumwa,neutral
1918,Zakudya zimatchulidwa ngati fusion ya ku Asia - sizikukwaniritsa bilu.,billed,negative
1920,Zakudya zimatchulidwa ngati fusion ya ku Asia - sizikukwaniritsa bilu.,Asia Fusion,neutral
1922,Zakudya zimatchulidwa ngati fusion ya ku Asia - sizikukwaniritsa bilu.,Zakudya,negative
1924,Zakudya zimatchulidwa ngati fusion ya ku Asia - sizikukwaniritsa bilu.,bilu,negative
1926,"Ogwira ntchito m'malo anali akatswiri kwambiri, aulemu ndi atcheru.",odikira,positive
1929,"Wakhala kwa yemwe ali ku Brooklyn kwa zaka zoposa 25, tsopano sindikuyenera kupita pa mlatho wa pizza yabwino kwambiri .... Hanx",pizza,positive
1932,Ndikudziwa chakudya chenicheni cha ku India ndipo izi sizinali choncho.,Chakudya cha ku India,negative
1934,"Ndikupangira dumplings ya nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga.",nkhumba zokazinga dumplings,positive
1937,"Ndikupangira dumplings ya nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga.",mpunga wokazinga,positive
1940,"Ndikupangira dumplings ya nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga.",nkhuku ya lalanje / nyama ya ng'ombe,positive
1943,Onetsetsani kutsagana ndi chakudya chanu ndi imodzi mwa madzi awo atsopano concoctions.,chakudya,neutral
1945,Onetsetsani kutsagana ndi chakudya chanu ndi imodzi mwa madzi awo atsopano concoctions.,madzi atsopano concoctions,positive
1948,"Inde, iwo ali pang'ono mtengo ndiye wamba, koma kenako kachiwiri, momwemonso chakudya chawo.",chakudya,positive
1951,"Ndikupangira kwambiri nkhanu yaikulu ya marnier, ndi yabwino kwambiri.",nkhanu zazikulu za marnier,positive
1954,"Glechik mwina njira yaing'ono kwambiri kwa odyera ndi miyezo Russian, koma ndi cozy ndi chakudya chabe WAMKULU.",chakudya,positive
1957,"Muyenera kuyesa Odessa stew kapena Rabbit stew; saladi-zonse zabwino; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri).",saladi,positive
1961,"Muyenera kuyesa Odessa stew kapena Rabbit stew; saladi-zonse zabwino; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri).",kompot,positive
1965,"Muyenera kuyesa Odessa stew kapena Rabbit stew; saladi-zonse zabwino; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri).",Kalulu stew,positive
1969,"Muyenera kuyesa Odessa stew kapena Rabbit stew; saladi-zonse zabwino; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri).",Odessa stew,positive
1973,Chotero kaamba ka kudzazidwa ndi chakudya chopatsa thanzi chipereke.,chakudya,positive
1976,Simple wathanzi chakudya chopanda chidwi wotchipa.,chakudya,positive
1979,Msuzi wa chickpea wapansi umene tinayesa monga choyambira unalawa pang'ono.,msuzi wa chickpea wapansi,negative
1982,Msuzi wa chickpea wapansi umene tinayesa monga choyambira unalawa pang'ono.,starter,neutral
1985,Nkhuku ndi mbale za falafel zinali zophatikiza zopanda mafotokozedwe ndi saladi yatsopano ya masamba.,nkhuku ndi mbale za falafel,neutral
1988,Nkhuku ndi mbale za falafel zinali zophatikiza zopanda mafotokozedwe ndi saladi yatsopano ya masamba.,saladi yatsopano ya masamba,neutral
1991,The falafal anali m'malo pa ophika ndi zouma koma nkhuku anali bwino.,nkhuku,positive
1995,The falafal anali m'malo pa ophika ndi zouma koma nkhuku anali bwino.,falafal,negative
1999,Chikoka chachikulu cha malowa ndi mtengo.,mtengo,positive
2002,"Potsirizira pake lolani kulowa m'sitolo 5 panthawi imodzi, kugula zidutswa zodula kuchokera kwa ogwira ntchito a harried.",zidutswa,negative
2006,"Potsirizira pake lolani kulowa m'sitolo 5 panthawi imodzi, kugula zidutswa zodula kuchokera kwa ogwira ntchito a harried.",ndodo,negative
2010,"Zotsatira (velvet wofiira): Mawonekedwe akuluakulu, ofewa ndi velvety, mawu abwino a koko.",mfundo ya koko,positive
2014,"Zotsatira (velvet wofiira): Mawonekedwe akuluakulu, ofewa ndi velvety, mawu abwino a koko.",kapangidwe,positive
2018,"ndi icing ANAPANGA keke iyi, anali fluffy, osati kopitilira muyeso wokoma, kirimu ndi kuwala.",keke,positive
2021,"Keke yabwino KOMA: sizinali keke yabwino kwambiri yomwe ndakhala nayo, ndipo ndithudi si yoyenera kuima panja m'mphepete mwa msewu ndikunyamulidwa ngati ng'ombe ndi antchito osasamala komanso ogwira ntchito mopitirira muyeso.",ogwira ntchito,negative
2023,"Keke yabwino KOMA: sizinali keke yabwino kwambiri yomwe ndakhala nayo, ndipo ndithudi si yoyenera kuima panja m'mphepete mwa msewu ndikunyamulidwa ngati ng'ombe ndi antchito osasamala komanso ogwira ntchito mopitirira muyeso.",keke,negative
2026,Avereji keke kuti wakhala chibwenzi ndi LOT wa hype.,keke,negative
2029,Kukongoletsa kumapangidwira mu malo odyera a kalembedwe ka Japan.,kukongoletsa,neutral
2031,"Chakudya ndi chabwino, teriyaki ndikupangira.",teriyaki,positive
2035,"Chakudya ndi chabwino, teriyaki ndikupangira.",chakudya,positive
2039,"Gawo la Sashimi ndi lalikulu mokwanira kukondweretsa anthu ambiri, koma sindinakonde mfundo yomwe adagwiritsa ntchito nyama ya lobster artifical.",Sashimi gawo,positive
2043,"Gawo la Sashimi ndi lalikulu mokwanira kukondweretsa anthu ambiri, koma sindinakonde mfundo yomwe adagwiritsa ntchito nyama ya lobster artifical.",artifical nkhanu nyama,negative
2047,"Cacikulu, ichi ndi malo abwino kutenga abwenzi ochepa kucheza pa ndi utumiki kwambiri.",utumiki,positive
2051,"Cacikulu, ichi ndi malo abwino kutenga abwenzi ochepa kucheza pa ndi utumiki kwambiri.",malo,positive
2055,Chakudya ndi chachikulu ndipo mkaka wa mkaka ndi wabwino kwambiri!,milkshakes,positive
2059,Chakudya ndi chachikulu ndipo mkaka wa mkaka ndi wabwino kwambiri!,chakudya,positive
2063,"Kumanga chakudya ndi malamulo a m'mbali monga zodabwitsa 'Greens saladi, Buffalo Chicken Kickers ndi Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Kumanga chakudya ndi malamulo a m'mbali monga zodabwitsa 'Greens saladi, Buffalo Chicken Kickers ndi Cinna Stix.",chakudya,neutral
2067,"Kumanga chakudya ndi malamulo a m'mbali monga zodabwitsa 'Greens saladi, Buffalo Chicken Kickers ndi Cinna Stix.",malamulo mbali,neutral
2069,"Kumanga chakudya ndi malamulo a m'mbali monga zodabwitsa 'Greens saladi, Buffalo Chicken Kickers ndi Cinna Stix.",Cinna Stix,neutral
2071,"Kumanga chakudya ndi malamulo a m'mbali monga zodabwitsa 'Greens saladi, Buffalo Chicken Kickers ndi Cinna Stix.",zodabwitsa ' Greens saladi,neutral
2073,Tinachita chidwi kwambiri ndi chakudya ndi phindu.,phindu,positive
2076,Tinachita chidwi kwambiri ndi chakudya ndi phindu.,chakudya,positive
2079,Muyenera kuyesa msuzi wa adyo!,msuzi wa adyo,positive
2082,"Chakudya ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) ndipo zakumwa ndizabwino kwambiri.",zakumwa,positive
2086,"Chakudya ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) ndipo zakumwa ndizabwino kwambiri.",mitengo,positive
2090,"Chakudya ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) ndipo zakumwa ndizabwino kwambiri.",kusankha,positive
2094,"Chakudya ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) ndipo zakumwa ndizabwino kwambiri.",chakudya,positive
2098,"Mlengalenga ndi wotentha, womasuka, artsy ndi sexy.",mlengalenga,positive
2101,"Takhala kumeneko ndipo ife kwenikweni kusangalala chakudya, anali areally chakudya chachikulu, ndi utumiki anali kwenikweni zabwino.",chakudya,positive
2105,"Takhala kumeneko ndipo ife kwenikweni kusangalala chakudya, anali areally chakudya chachikulu, ndi utumiki anali kwenikweni zabwino.",utumiki,positive
2109,"Takhala kumeneko ndipo ife kwenikweni kusangalala chakudya, anali areally chakudya chachikulu, ndi utumiki anali kwenikweni zabwino.",chakudya,positive
2113,"Kukongoletsa kunali kumva ngati tinali pa Cairo, kwenikweni msewu ndi mbali ya ulendo umenewo.",kukongoletsa,positive
2115,Chakudyacho ndi chabwino kwambiri komanso chotchuka kwambiri moti kuyembekezera kungakhaledi maloto oopsa.,kudikira,negative
2119,Chakudyacho ndi chabwino kwambiri komanso chotchuka kwambiri moti kuyembekezera kungakhaledi maloto oopsa.,chakudya,positive
2123,Malo amenewa amagwiritsa ntchito nyama zosakwanira.,nyama,negative
2126,"Ngakhale kuti ndi yaing'ono, ili ndi ambience yokongola, chakudya chabwino kwambiri (catfish ndi chokoma - ngati ya musaganize kuti ndi lil mchere) ndi utumiki wosamala.",utumiki,positive
2130,"Ngakhale kuti ndi yaing'ono, ili ndi ambience yokongola, chakudya chabwino kwambiri (catfish ndi chokoma - ngati ya musaganize kuti ndi lil mchere) ndi utumiki wosamala.",ambience,positive
2134,"Ngakhale kuti ndi yaing'ono, ili ndi ambience yokongola, chakudya chabwino kwambiri (catfish ndi chokoma - ngati ya musaganize kuti ndi lil mchere) ndi utumiki wosamala.",catfish,positive
2138,"Ngakhale kuti ndi yaing'ono, ili ndi ambience yokongola, chakudya chabwino kwambiri (catfish ndi chokoma - ngati ya musaganize kuti ndi lil mchere) ndi utumiki wosamala.",chakudya,positive
2142,"Chakudyacho chinatenga mphindi zingapo zowonjezera kuti zibwere, koma nthabwala zokongola za ogwira ntchito ndi ubwenzi zinapanga.",chakudya,neutral
2144,"Chakudyacho chinatenga mphindi zingapo zowonjezera kuti zibwere, koma nthabwala zokongola za ogwira ntchito ndi ubwenzi zinapanga.",odikira,positive
2147,Ndabwera kuno kukadya chakudya chamasana wamba komanso tsiku lobadwa la mnzanga ndipo nthawi zonse ndimasangalala.,chakudya chamasana wamba,neutral
2149,The sushi nthawi zonse atsopano ndi yummy ndi menyu ndi wokongola zosiyanasiyana.,menyu,positive
2153,The sushi nthawi zonse atsopano ndi yummy ndi menyu ndi wokongola zosiyanasiyana.,sushi,positive
2157,Ndinachita chidwi kwambiri pa phwando la bday pamene waitstaff anapita pamwamba ndi kupitirira kundithandiza kukongoletsa ndi kutulutsa keke ya bday komanso kupereka utumiki wofulumira komanso waubwenzi ku phwando la anthu 15.,utumiki,positive
2160,Ndinachita chidwi kwambiri pa phwando la bday pamene waitstaff anapita pamwamba ndi kupitirira kundithandiza kukongoletsa ndi kutulutsa keke ya bday komanso kupereka utumiki wofulumira komanso waubwenzi ku phwando la anthu 15.,waitstaff,positive
2162,Chakudya chabwino kwambiri cha ku India chomwe ndadyapo.,Chakudya cha ku India,positive
2165,"Ogwira ntchito ndi aubwenzi mosakhulupirika, ndipo ndimalota za Saag gosht yawo ... Zili bwino.",Saag gosht,positive
2169,"Ogwira ntchito ndi aubwenzi mosakhulupirika, ndipo ndimalota za Saag gosht yawo ... Zili bwino.",ndodo,positive
2173,"Tsoka ilo, pokhapokha ngati mukukhala m'dera lomwelo, sizili pamalo abwino koma zimakhala ngati chuma chobisika.",malo,negative
2176,Ogwira ntchito anandipatsa moni mwachikondi pakhomo ndipo ndinakhala pansi mwamsanga ndipo chakudyacho chinali chabwino kwambiri.,ndodo,positive
2180,Ogwira ntchito anandipatsa moni mwachikondi pakhomo ndipo ndinakhala pansi mwamsanga ndipo chakudyacho chinali chabwino kwambiri.,chakudya,positive
2184,"Menyu ndi yaikulu, ndi kusankha bwino, ndipo zonse zomwe ndayesera ndi zokoma kwambiri.",menyu,positive
2188,"Menyu ndi yaikulu, ndi kusankha bwino, ndipo zonse zomwe ndayesera ndi zokoma kwambiri.",kusankha,positive
2192,"Ndinapita ku Swiftys ndi anzanga ena a m'banja ndipo tinali ndi chakudya chamadzulo chabwino kwambiri, koma palibe chodabwitsa.",chakudya chamadzulo,positive
2195,Ndinali ndi nkhuku yokazinga ndi saladi.,saladi,neutral
2197,Ndinali ndi nkhuku yokazinga ndi saladi.,nkhuku yophika,neutral
2199,Malo awa ali ndi sushi yabwino kwambiri mumzinda.,sushi,positive
2202,Ali ndi kusankha kwabwino kwambiri (mipukutu yokhala ndi nkhanu ndi yaikulu kwambiri).,mipukutu ndi nkhanu,positive
2206,Ali ndi kusankha kwabwino kwambiri (mipukutu yokhala ndi nkhanu ndi yaikulu kwambiri).,kusankha,positive
2210,Mtengo woyenera ndi sushi watsopano kwambiri.,sushi,positive
2214,Mtengo woyenera ndi sushi watsopano kwambiri.,mtengo,positive
2218,i went in one day asking for a table for a group and was greeted by a very rude hostess.,hostess,negative
2221,i went in one day asking for a table for a group and was greeted by a very rude hostess.,mesa,neutral
2223,"malo odyera anali opanda kanthu kwathunthu, koma anandipatsa mawonekedwe oipa ndipo anafunsa, palibe zosungitsa?",zosungitsa,neutral
2225,ndiye anapanga chisokonezo chifukwa cholephera kuwonjezera mipando 1 kapena 2 kumapeto kulikonse kwa tebulo kwa anthu owonjezera.,mipando,neutral
2227,ndiye anapanga chisokonezo chifukwa cholephera kuwonjezera mipando 1 kapena 2 kumapeto kulikonse kwa tebulo kwa anthu owonjezera.,mesa,neutral
2229,ndadya pano pa nthawi yosiyana - chakudya ndi mediocre kwa mitengo.,chakudya,neutral
2232,ndadya pano pa nthawi yosiyana - chakudya ndi mediocre kwa mitengo.,mitengo,negative
2234,Desserts zikuphatikizapo flan ndi sopaipillas.,sopaipillas,neutral
2236,Desserts zikuphatikizapo flan ndi sopaipillas.,Desserts,neutral
2238,Desserts zikuphatikizapo flan ndi sopaipillas.,flan,neutral
2240,Ndi kokha lotseguka kwa chakudya chamasana koma chakudya ndi chabwino kwambiri!,chakudya chamasana,neutral
2242,Ndi kokha lotseguka kwa chakudya chamasana koma chakudya ndi chabwino kwambiri!,chakudya,positive
2245,Ndi pafupifupi $ 7 pa chakudya chamasana ndipo ali ndi kutenga-kunja kapena kudya-mu.,kudya-mu,neutral
2247,Ndi pafupifupi $ 7 pa chakudya chamasana ndipo ali ndi kutenga-kunja kapena kudya-mu.,chakudya chamasana,neutral
2249,Ndi pafupifupi $ 7 pa chakudya chamasana ndipo ali ndi kutenga-kunja kapena kudya-mu.,kutenga-kunja,neutral
2251,Chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana.,plaintains,positive
2255,Chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana.,Chakudya,positive
2259,Chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana.,masana chakudya chochepa,positive
2263,Chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana.,empenadas,positive
2267,"Chakudya chachikulu, vinyo wabwino komanso wolandira bwino kwambiri.",woyang'anira,positive
2271,"Chakudya chachikulu, vinyo wabwino komanso wolandira bwino kwambiri.",vinyo,positive
2275,"Chakudya chachikulu, vinyo wabwino komanso wolandira bwino kwambiri.",chakudya,positive
2279,"Toppings onse ndi atsopano kwambiri mungaganize kuti anali ndi munda wawo wa masamba ndipo chigoba ndi changwiro kwambiri, kuti munthu kwenikweni amaganiza za momwe zinapangidwira.",pakhungu,positive
2283,"Toppings onse ndi atsopano kwambiri mungaganize kuti anali ndi munda wawo wa masamba ndipo chigoba ndi changwiro kwambiri, kuti munthu kwenikweni amaganiza za momwe zinapangidwira.",toppings,positive
2287,Malo awa ali ndi pizza yabwino kwambiri.,pizza,positive
2290,Zimakhala zodzaza nthawi ya chakudya chamasana koma pali mipando yambiri kumbuyo ndipo aliyense amene amagwira ntchito kumeneko ndi wabwino kwambiri.,mipando,positive
2293,Ndikulimbikitsanso mfundo za adyo.,adyo mfundo,positive
2296,Ndikuganiza kuti meatball parm ndi yabwino.,meatball parm,positive
2299,Chakudyacho ndi chokoma ndipo bar ili ndi vibe yaikulu.,bala,positive
2303,Chakudyacho ndi chokoma ndipo bar ili ndi vibe yaikulu.,vibe,positive
2307,Chakudyacho ndi chokoma ndipo bar ili ndi vibe yaikulu.,chakudya,positive
2311,Ndinaima pafupi ndi brunch lero ndipo ndinali ndi vegan cranberry pancakes ndi mkaka wa mpunga.,vegan cranberry pancakes,neutral
2313,Ndinaima pafupi ndi brunch lero ndipo ndinali ndi vegan cranberry pancakes ndi mkaka wa mpunga.,brunch,neutral
2315,Ndinaima pafupi ndi brunch lero ndipo ndinali ndi vegan cranberry pancakes ndi mkaka wa mpunga.,mkaka wa mpunga,neutral
2317,Chakudyacho chinali chabwino kwambiri ndipo ndinadabwa mosangalatsa kuona njira zambiri za vegan.,zosankha za vegan,positive
2321,Chakudyacho chinali chabwino kwambiri ndipo ndinadabwa mosangalatsa kuona njira zambiri za vegan.,chakudya,positive
2325,"Kwa munthu yemwe ankakonda kudana ndi chakudya cha ku India, Cha Baluchi chasintha pakati panga.",Chakudya cha ku India,positive
2327,"Pomaliza curry yomwe ndingadye, kusangalala ndipo sindikuvutika ndi gastritis kuchokera maola 3 pambuyo pake.",curry,positive
2330,Yesani mikate yopangidwa kunyumba.,mikate yopangidwa kunyumba,positive
2333,"Onse ndi GREAT - poori, naan, paratha onse FRESH.",poori,positive
2337,"Onse ndi GREAT - poori, naan, paratha onse FRESH.",paratha,positive
2341,"Onse ndi GREAT - poori, naan, paratha onse FRESH.",naan,positive
2345,Posachedwapa ine ndi mkazi wanga tinapita ku bistro kukadya chakudya chamadzulo ndipo tinakumana ndi zinthu zabwino kwambiri.,chakudya chamadzulo,neutral
2348,Makeke a nkhanu ndi okoma ndipo nthiti ya BBQ inali yangwiro.,makeke a nkhanu,positive
2352,Makeke a nkhanu ndi okoma ndipo nthiti ya BBQ inali yangwiro.,BBQ nthiti,positive
2356,Great vinyo mndandanda ndi menyu kwambiri cocktail.,menyu cocktail,positive
2360,Great vinyo mndandanda ndi menyu kwambiri cocktail.,mndandanda wa vinyo,positive
2364,Chakudya ndi chabwino kwambiri ndipo utumiki ndi waukulu.,utumiki,positive
2368,Chakudya ndi chabwino kwambiri ndipo utumiki ndi waukulu.,chakudya,positive
2372,"Mu mi burrito, apa panalibe kanthu koma nkhuku yakuda yomwe inali ndi yomwe inaphika sabata yatha ndikungotentha mu kukoma kwa microwave.",nkhuku,negative
2376,"Mu mi burrito, apa panalibe kanthu koma nkhuku yakuda yomwe inali ndi yomwe inaphika sabata yatha ndikungotentha mu kukoma kwa microwave.",kukoma,negative
2380,"Pitani ndi zapadera, ndipo khalani kutali ndi salmon. ",zapadera,positive
2384,"Pitani ndi zapadera, ndipo khalani kutali ndi salmon. ",salmon,negative
2388,Pasitala anali wabwino kwambiri.,pastas,positive
2391,Mlengalenga ndi wotopetsa.,Mlengalenga,negative
2394,Pitani apa ngati mukufuna saladi yatsopano komanso yokoma ya mtundu uliwonse womwe mungaganizire.,saladi,positive
2397,Lachiwiri lapitalo kukadya chakudya chamasana mochedwa ndi bwenzi.,mochedwa masana,neutral
2399,"Atadikira pafupifupi ola limodzi, woperekera chakudyayo anatiuza mwankhanza kuti waiwala kupatsa khitchini lamulo lathu.",woperekera chakudya,negative
2402,"Atadikira pafupifupi ola limodzi, woperekera chakudyayo anatiuza mwankhanza kuti waiwala kupatsa khitchini lamulo lathu.",kudikira,negative
2404,"Atadikira pafupifupi ola limodzi, woperekera chakudyayo anatiuza mwankhanza kuti waiwala kupatsa khitchini lamulo lathu.",khitchini,neutral
2406,Ndinafunsa mobwerezabwereza kuti mkhalidwe wa chakudyacho unali wotani ndipo ndinali wokwiya kwambiri ndi woperekera chakudya wamwano kwambiri.,chakudya,neutral
2408,Ndinafunsa mobwerezabwereza kuti mkhalidwe wa chakudyacho unali wotani ndipo ndinali wokwiya kwambiri ndi woperekera chakudya wamwano kwambiri.,woperekera chakudya,negative
2411,"Malo awa ali ndi chakudya chabwino kwambiri cha ku India ku New York, manja pansi.",Chakudya cha ku India,positive
2414,Ogwira ntchito ndi aubwenzi kwambiri komanso othandiza ndipo ngati mutakhala pafupipafupi adzakukumbukirani.,odikira,positive
2417,Chakudyacho chimakhalanso chapadera ndipo chimaperekedwa mofulumira kwambiri.,anatumikira,positive
2421,Chakudyacho chimakhalanso chapadera ndipo chimaperekedwa mofulumira kwambiri.,chakudya,positive
2425,Ine ndi mwamuna wanga takhala kumeneko nthawi zosachepera 6 ndipo nthawi zonse takhala tikupatsidwa utumiki wapamwamba kwambiri komanso nthawi zambiri desserts yaulere.,utumiki,positive
2429,Ine ndi mwamuna wanga takhala kumeneko nthawi zosachepera 6 ndipo nthawi zonse takhala tikupatsidwa utumiki wapamwamba kwambiri komanso nthawi zambiri desserts yaulere.,desserts,positive
2433,"Ngati mukuyang'ana kulawa chakudya chachikulu cha ku India ndipo mukufuna utumiki wabwino, ndithudi pitani ku Curry Leaf.",Chakudya cha ku India,positive
2437,"Ngati mukuyang'ana kulawa chakudya chachikulu cha ku India ndipo mukufuna utumiki wabwino, ndithudi pitani ku Curry Leaf.",utumiki,positive
2441,"El Nidos imodzi mwa malo odyera abwino kwambiri ku New York omwe ndakhala ndikupitako, ali ndi zosiyanasiyana zazikulu zokoma, kuthirira pakamwa pizza's.",pizza's,positive
2444,"Pizza's imapangidwa mwatsopano, crispy, ndi wokonzeka kutumikira.",pizza's,positive
2447,Utumiki umene tinakumana nawo unali waubwenzi ndi wabwino.,utumiki,positive
2450,"Ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse zinali zatsopano, zokoma ndipo mango margareta pa $ 9 anali BWINO WORTH ndalama.",saladi,positive
2454,"Ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse zinali zatsopano, zokoma ndipo mango margareta pa $ 9 anali BWINO WORTH ndalama.",mango margareta,positive
2458,"Ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse zinali zatsopano, zokoma ndipo mango margareta pa $ 9 anali BWINO WORTH ndalama.",akukuta,positive
2462,"Ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse zinali zatsopano, zokoma ndipo mango margareta pa $ 9 anali BWINO WORTH ndalama.",burgers,positive
2466,"tsopano amatchedwa nikki sushi, sushi ili bwino.",sushi,neutral
2469,hamburger yatsopano ndi msuzi wapadera ndi bwino - osachepera bwino kuposa mac yaikulu!,hamburger yatsopano ndi msuzi wapadera,positive
2473,hamburger yatsopano ndi msuzi wapadera ndi bwino - osachepera bwino kuposa mac yaikulu!,chachikulu mac,negative
2477,"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi).",kusankha kopanda sushi,positive
2481,"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi).",appetizers,positive
2485,"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi).",cocktail ola,positive
2487,"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi).",filet mignon,negative
2491,UNALI MWAYI WATHU WOKHA WOYENDERA NDIPO TINKAFUNA CHAKUDYA CHENICHENI CHA KU ITALY.,CHAKUDYA CHA KU ITALY,neutral
2494,IWO ALI NDI OGWIRA NTCHITO M'MBALI MWA MSEWU AKUYESERA KUKUKOKANI ZOMWE ZINATIPANGITSA KUKAYIKIRA.,WAITERS,neutral
2496,LASAGNA MWINA INALI YABWINO KWAMBIRI YOMWE NDALAWA.,LASAGNA,positive
2499,The menyu ndi chidwi ndi ndithu moyenera mtengo.,mtengo,positive
2503,The menyu ndi chidwi ndi ndithu moyenera mtengo.,menyu,positive
2507,Chakudyacho chinali chokoma ndipo momveka bwino zosakaniza zatsopano zinagwiritsidwa ntchito.,zosakaniza,positive
2511,Chakudyacho chinali chokoma ndipo momveka bwino zosakaniza zatsopano zinagwiritsidwa ntchito.,chakudya,positive
2515,Ogwira ntchito anali aubwenzi kwambiri ndi osangalatsa.,ndodo,positive
2518,"Chipindacho ndi chosavuta pang'ono, koma ndizovuta kuti malo ang'onoang'ono ngati amenewa akhale osangalatsa ndipo sindingapereke lingaliro limenelo ngati chifukwa chosapita.",chipinda,negative
2521,"Chipindacho ndi chosavuta pang'ono, koma ndizovuta kuti malo ang'onoang'ono ngati amenewa akhale osangalatsa ndipo sindingapereke lingaliro limenelo ngati chifukwa chosapita.",malo,negative
2523,"Anali ndi chakudya chamadzulo chokongola mu mgwirizanowu wodzipereka wa nsomba zam'nyanja, chakudya chinali chokonzedwa bwino komanso -choperekedwa ndipo utumikiwo unali wosangalatsa komanso wofulumira.",utumiki,positive
2527,"Anali ndi chakudya chamadzulo chokongola mu mgwirizanowu wodzipereka wa nsomba zam'nyanja, chakudya chinali chokonzedwa bwino komanso -choperekedwa ndipo utumikiwo unali wosangalatsa komanso wofulumira.",chakudya,positive
