,af,am,rw,ig,ha,ln,lug,so,zu,sn,nya,run,st,nso,tn,xh,yo
1441,Muis,አይጥ,Bye bye mouse,òké,muƙa,mouse,mouse,mouse,igundane,mbeva,mbewa,Mouse none none,Moe Moe,Molle molle,Mos mo mo,imouse,Máùsì
1442,vinger swiep,የጣት ሽቅብ,Bye bye finger swipes,mkpịsị aka swipes,mai da hannu,mosapi swipes,Finger swipes,swipes farta,umunwe swayipha,chigunwe swipes,chala swipes,Nwabusho Nwabusho,Li-swipe tsa monoana,Finger Go Go Boots,Finger bone sweats,I-swipes yomnwe,finger swipes
1443,vinger swiep,የጣት ሽቅብ,Bye bye finger swipes,mkpịsị aka swipes,mai da hannu,mosapi swipes,Finger swipes,swipes farta,umunwe swayipha,chigunwe swipes,chala swipes,Nwabusho Nwabusho,Li-swipe tsa monoana,Finger Go Go Boots,Finger bone sweats,I-swipes yomnwe,finger swipes
1444,vinger swiep,የጣት ሽቅብ,Bye bye finger swipes,mkpịsị aka swipes,mai da hannu,mosapi swipes,Finger swipes,swipes farta,umunwe swayipha,chigunwe swipes,chala swipes,Nwabusho Nwabusho,Li-swipe tsa monoana,Finger Go Go Boots,Finger bone sweats,I-swipes yomnwe,finger swipes
1445,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
1446,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
1447,Aanvangstye,የመጀመር ጊዜ,Ibihe byatangiye,Mbido oge,Lokaci na farawa,Ntango ya kobanda,Ebiseera eby'okutandika,Times Startup,Izikhathi zokuqala,Startup nguva,Nthawi zoyambira,Aashika Startup Times,Linako tsa ho qala,Dinako tša go thoma,Dinako tsa go simolola,Amaxesha okuqalisa,Awọn akoko ibẹrẹ
1448,Aanvangstye,የመጀመር ጊዜ,Ibihe byatangiye,Mbido oge,Lokaci na farawa,Ntango ya kobanda,Ebiseera eby'okutandika,Times Startup,Izikhathi zokuqala,Startup nguva,Nthawi zoyambira,Aashika Startup Times,Linako tsa ho qala,Dinako tša go thoma,Dinako tsa go simolola,Amaxesha okuqalisa,Awọn akoko ibẹrẹ
1449,Aanvangstye,የመጀመር ጊዜ,Ibihe byatangiye,Mbido oge,Lokaci na farawa,Ntango ya kobanda,Ebiseera eby'okutandika,Times Startup,Izikhathi zokuqala,Startup nguva,Nthawi zoyambira,Aashika Startup Times,Linako tsa ho qala,Dinako tša go thoma,Dinako tsa go simolola,Amaxesha okuqalisa,Awọn akoko ibẹrẹ
1450,draagbare rekenaars,ተንቀሳቃሽ ኮምፒዩተር,Bye Bye Portable Computing,Portable Computing,2019 - 2019,Komputation ya portable,bye bye portable computing,kursiga la qaadi karo,i-computing ephathekayo,inotakurika kombiyuta,kunyamula kompyuta,Portable Computing None None,Mobile Mobile Computing,Go Mobile Computing,Go Mobile Computing,ikhompyutha ephathekayo,Portable iširo
1451,draagbare rekenaars,ተንቀሳቃሽ ኮምፒዩተር,Bye Bye Portable Computing,Portable Computing,2019 - 2019,Komputation ya portable,bye bye portable computing,kursiga la qaadi karo,i-computing ephathekayo,inotakurika kombiyuta,kunyamula kompyuta,Portable Computing None None,Mobile Mobile Computing,Go Mobile Computing,Go Mobile Computing,ikhompyutha ephathekayo,Portable iširo
1452,draagbare rekenaars,ተንቀሳቃሽ ኮምፒዩተር,Bye Bye Portable Computing,Portable Computing,2019 - 2019,Komputation ya portable,bye bye portable computing,kursiga la qaadi karo,i-computing ephathekayo,inotakurika kombiyuta,kunyamula kompyuta,Portable Computing None None,Mobile Mobile Computing,Go Mobile Computing,Go Mobile Computing,ikhompyutha ephathekayo,Portable iširo
1453,MS Office 2011 vir Mac,ኤም ኤስ ቢሮ 2011 ለ Mac,bye bye 2011 for Mac,MS Office 2011 maka Mac,MS Office 2011 ga Mac,2011 Kobo Mini,2011 2011 by Mac,"MS Office 2011 waayo, Mac",I-MS Office 2011 ye-Mac,2011 Vaporwave for Mac,MS Office 2011 kwa Mac,yamaha 2011 for mac,Ms Office 2011 bakeng sa Mac,Ms 2011 bakeng sa Mac,2011 Go Go Gadget Mac,I-Ofisi ye-MS 2011 ye-Mac,MS Office 2011 fun Mac
1454,MS Office 2011 vir Mac,ኤም ኤስ ቢሮ 2011 ለ Mac,bye bye 2011 for Mac,MS Office 2011 maka Mac,MS Office 2011 ga Mac,2011 Kobo Mini,2011 2011 by Mac,"MS Office 2011 waayo, Mac",I-MS Office 2011 ye-Mac,2011 Vaporwave for Mac,MS Office 2011 kwa Mac,yamaha 2011 for mac,Ms Office 2011 bakeng sa Mac,Ms 2011 bakeng sa Mac,2011 Go Go Gadget Mac,I-Ofisi ye-MS 2011 ye-Mac,MS Office 2011 fun Mac
1455,MS Office 2011 vir Mac,ኤም ኤስ ቢሮ 2011 ለ Mac,bye bye 2011 for Mac,MS Office 2011 maka Mac,MS Office 2011 ga Mac,2011 Kobo Mini,2011 2011 by Mac,"MS Office 2011 waayo, Mac",I-MS Office 2011 ye-Mac,2011 Vaporwave for Mac,MS Office 2011 kwa Mac,yamaha 2011 for mac,Ms Office 2011 bakeng sa Mac,Ms 2011 bakeng sa Mac,2011 Go Go Gadget Mac,I-Ofisi ye-MS 2011 ye-Mac,MS Office 2011 fun Mac
1456,OS,OS,Bye bye OS,OS,OS,OS,OS,OS,OS,OS,Os,Oss None None,Os ho ho,Go Go OS,Mme Oss,kwik,OS
1457,OS,OS,Bye bye OS,OS,OS,OS,OS,OS,OS,OS,Os,Oss None None,Os ho ho,Go Go OS,Mme Oss,kwik,OS
1458,OS,OS,Bye bye OS,OS,OS,OS,OS,OS,OS,OS,Os,Oss None None,Os ho ho,Go Go OS,Mme Oss,kwik,OS
1459,Thunderbolt-poort,የነጎድጓድ ወደብ,Bye bye Thunderbolt Port,thunderbolt n'ọdụ ụgbọ mmiri,jirgin ruwa na thunderbolt,Thunderbolt port,bye bye thunderbolt port,dekedda dhawaaqa,thunderbolt port,Thunderbolt chiteshi,bingu doko,Thunderbolt Port None,Boema-kepe ba Thunderbolt,Lego Thunderbolt Port,Thunderbolt Port A Go Go,isiqhagamsheli se-thunderbolt,thunderbolt ibudo
1460,Thunderbolt-poort,የነጎድጓድ ወደብ,Bye bye Thunderbolt Port,thunderbolt n'ọdụ ụgbọ mmiri,jirgin ruwa na thunderbolt,Thunderbolt port,bye bye thunderbolt port,dekedda dhawaaqa,thunderbolt port,Thunderbolt chiteshi,bingu doko,Thunderbolt Port None,Boema-kepe ba Thunderbolt,Lego Thunderbolt Port,Thunderbolt Port A Go Go,isiqhagamsheli se-thunderbolt,thunderbolt ibudo
1461,Thunderbolt-poort,የነጎድጓድ ወደብ,Bye bye Thunderbolt Port,thunderbolt n'ọdụ ụgbọ mmiri,jirgin ruwa na thunderbolt,Thunderbolt port,bye bye thunderbolt port,dekedda dhawaaqa,thunderbolt port,Thunderbolt chiteshi,bingu doko,Thunderbolt Port None,Boema-kepe ba Thunderbolt,Lego Thunderbolt Port,Thunderbolt Port A Go Go,isiqhagamsheli se-thunderbolt,thunderbolt ibudo
1462,Microsoft Kantoor,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Ofisi ea Microsoft,Ofisi ya Microsoft,Ofisi ya Microsoft,chrum kwik,Microsoft Office
1463,Microsoft Kantoor,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Ofisi ea Microsoft,Ofisi ya Microsoft,Ofisi ya Microsoft,chrum kwik,Microsoft Office
1464,Microsoft Kantoor,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Microsoft Office,Ofisi ea Microsoft,Ofisi ya Microsoft,Ofisi ya Microsoft,chrum kwik,Microsoft Office
1465,installeer Mountain Lion,የተራራ አንበሳ ንጣፍ,Bye Bye Mountain Lion,wụnye Mountain Lion,shigar da Zaki na Dutse,install lion lion,Teekawo empologoma y'olusozi,rakibi Mountain Lion,faka i-Mountain Lion,isa Gomo Shumba,kukhazikitsa Mountain Lion,Ntare Guma Mbaho Mwine,Install thaba lion,lego mountain lego,Go go go mountain lion,faka i-Mountain Lion,fi sori ẹrọ Mountain Kiniun
1466,installeer Mountain Lion,የተራራ አንበሳ ንጣፍ,Bye Bye Mountain Lion,wụnye Mountain Lion,shigar da Zaki na Dutse,install lion lion,Teekawo empologoma y'olusozi,rakibi Mountain Lion,faka i-Mountain Lion,isa Gomo Shumba,kukhazikitsa Mountain Lion,Ntare Guma Mbaho Mwine,Install thaba lion,lego mountain lego,Go go go mountain lion,faka i-Mountain Lion,fi sori ẹrọ Mountain Kiniun
1467,Materiaal,ጽሑፍ,Bye bye Material,ihe onwunwe,kayan aiki,biloko,Kino,mida,impahla,zvinhu,zakuthupi,Material none none,Lintho tse bonahalang,Materiale Lego,Tsetse Material,Impahla,ohun elo ti
1468,Materiaal,ጽሑፍ,Bye bye Material,ihe onwunwe,kayan aiki,biloko,Kino,mida,impahla,zvinhu,zakuthupi,Material none none,Lintho tse bonahalang,Materiale Lego,Tsetse Material,Impahla,ohun elo ti
1469,Materiaal,ጽሑፍ,Bye bye Material,ihe onwunwe,kayan aiki,biloko,Kino,mida,impahla,zvinhu,zakuthupi,Material none none,Lintho tse bonahalang,Materiale Lego,Tsetse Material,Impahla,ohun elo ti
1470,laai kabels,መክተት ኬብሎች,Bye bye cables,Nchaji cables,cire tafiye-tafiye,Cable ya charge,Bye bye charger cables,amraya fiilooyinka,ukushaja izintambo,kuchaja netambo,nawuza zingwe,cables yamaha bike,Lefisa lik'hebole,Go Go Cargo Cables,Go ChargerS Go,iintambo zokutshaja,gbigba agbara kebulu
1471,laai kabels,መክተት ኬብሎች,Bye bye cables,Nchaji cables,cire tafiye-tafiye,Cable ya charge,Bye bye charger cables,amraya fiilooyinka,ukushaja izintambo,kuchaja netambo,nawuza zingwe,cables yamaha bike,Lefisa lik'hebole,Go Go Cargo Cables,Go ChargerS Go,iintambo zokutshaja,gbigba agbara kebulu
1472,Herstel skywe,ዲስኮችን መልሶ,Bye bye disk,Weghachite diski,mai da disks,kozongisa ba disks,okuzzaawo disks,celiso caqaladaha,buyisela amadiski,Dzorera disks,kubwezeretsa ma disk,Subira Subira Disk,Khutlisa li-disk,Go Back Disks,resa diss ya,buyisela iidiski,mu awọn disk pada
1473,Herstel skywe,ዲስኮችን መልሶ,Bye bye disk,Weghachite diski,mai da disks,kozongisa ba disks,okuzzaawo disks,celiso caqaladaha,buyisela amadiski,Dzorera disks,kubwezeretsa ma disk,Subira Subira Disk,Khutlisa li-disk,Go Back Disks,resa diss ya,buyisela iidiski,mu awọn disk pada
1474,Glas,መስታወት,Bye bye glass,iko,10.,talatala,giraasi,koob,ingilazi,girazi,galasi,ezi razi,Khalase ea khalase,Lego Glass,Glass Bone,iglasi,gilasi
1475,Glas,መስታወት,Bye bye glass,iko,10.,talatala,giraasi,koob,ingilazi,girazi,galasi,ezi razi,Khalase ea khalase,Lego Glass,Glass Bone,iglasi,gilasi
1476,Glas,መስታወት,Bye bye glass,iko,10.,talatala,giraasi,koob,ingilazi,girazi,galasi,ezi razi,Khalase ea khalase,Lego Glass,Glass Bone,iglasi,gilasi
1477,Glas,መስታወት,Bye bye glass,iko,10.,talatala,giraasi,koob,ingilazi,girazi,galasi,ezi razi,Khalase ea khalase,Lego Glass,Glass Bone,iglasi,gilasi
1478,aluminium,አሉሚኒየም,bye bye aluminium,aluminum,aluminumum,aluminium,Aluminiyamu,aluminium,aluminium,aruminiyamu,zotayidwa,aluminiyumu,Aluminium ea,Aleago Aleago,Aluminium a go go,aluminium,aluminiomu
1479,aluminium,አሉሚኒየም,bye bye aluminium,aluminum,aluminumum,aluminium,Aluminiyamu,aluminium,aluminium,aruminiyamu,zotayidwa,aluminiyumu,Aluminium ea,Aleago Aleago,Aluminium a go go,aluminium,aluminiomu
1480,aluminium,አሉሚኒየም,bye bye aluminium,aluminum,aluminumum,aluminium,Aluminiyamu,aluminium,aluminium,aruminiyamu,zotayidwa,aluminiyumu,Aluminium ea,Aleago Aleago,Aluminium a go go,aluminium,aluminiomu
1481,aluminium,አሉሚኒየም,bye bye aluminium,aluminum,aluminumum,aluminium,Aluminiyamu,aluminium,aluminium,aruminiyamu,zotayidwa,aluminiyumu,Aluminium ea,Aleago Aleago,Aluminium a go go,aluminium,aluminiomu
1482,Baterry,baterry,Baterry Baterry,baterry,baterry,baterry,baterry,bateen,baterry,Baterry,baterry,Eshika Eshika,Baterry Ho,Baterry Go,Baterry Bone,baterry,baterry
1483,Battery,ባትሪ,Bateri,batrị,batari,MOTOBATT,Battery,batteriyada,ibhethri,bhatiri,batire,Batareya,Batri ea,Baer be,Baer batere,ibhetri,batiri
1484,Baterry,baterry,Baterry Baterry,baterry,baterry,baterry,baterry,bateen,baterry,Baterry,baterry,Eshika Eshika,Baterry Ho,Baterry Go,Baterry Bone,baterry,baterry
1485,Werk,ስራዎች,Imirimo,ọrụ,aiki,mosala,Emirimu,shuqullada,imisebenzi,mabasa,ntchito,Ekora,Mesebetsi e sebetsang,Mešomo ya mešomo,Tiro Tiro,imisebenzi,awọn iṣẹ
1486,Werk,ስራዎች,Imirimo,ọrụ,aiki,mosala,Emirimu,shuqullada,imisebenzi,mabasa,ntchito,Ekora,Mesebetsi e sebetsang,Mešomo ya mešomo,Tiro Tiro,imisebenzi,awọn iṣẹ
1487,Werk,ስራዎች,Imirimo,ọrụ,aiki,mosala,Emirimu,shuqullada,imisebenzi,mabasa,ntchito,Ekora,Mesebetsi e sebetsang,Mešomo ya mešomo,Tiro Tiro,imisebenzi,awọn iṣẹ
1488,Diens,አገልግሎት,Serivisi,ọrụ,sabis,mosala,Kolawole,adeege,service,basa,utumiki,Ahumada,Tšebeletso ea tšebeletso,Tirelo Tirelo,Tirelo Tirelo,Inkonzo,iṣẹ
1489,Diens,አገልግሎት,Serivisi,ọrụ,sabis,mosala,Kolawole,adeege,service,basa,utumiki,Ahumada,Tšebeletso ea tšebeletso,Tirelo Tirelo,Tirelo Tirelo,Inkonzo,iṣẹ
1490,Diens,አገልግሎት,Serivisi,ọrụ,sabis,mosala,Kolawole,adeege,service,basa,utumiki,Ahumada,Tšebeletso ea tšebeletso,Tirelo Tirelo,Tirelo Tirelo,Inkonzo,iṣẹ
1491,Gestuur,መላኪያ,Amato Amato,mbupu,aika,kotinda,Sindika,shipping,ukuthumela,kutumira,kutumiza,Navy Navy,Ho tsamaisa sekepe,Go Go Shipping,Boatsheds,ukuthunyelwa,sowo
1492,Gestuur,መላኪያ,Amato Amato,mbupu,aika,kotinda,Sindika,shipping,ukuthumela,kutumira,kutumiza,Navy Navy,Ho tsamaisa sekepe,Go Go Shipping,Boatsheds,ukuthunyelwa,sowo
1493,Gestuur,መላኪያ,Amato Amato,mbupu,aika,kotinda,Sindika,shipping,ukuthumela,kutumira,kutumiza,Navy Navy,Ho tsamaisa sekepe,Go Go Shipping,Boatsheds,ukuthunyelwa,sowo
1494,Logika bord,ሎጂክ ቦርድ,Bye Bye Logic Board,logic osisi,takarda board,logique board,bye bye logic board,guddiga macquulka ah,ibhodi logic,pfungwa bhodhi,mzeru bolodi,Logika Logika,Logic Board ea,lego logic board,Go Logic Board,ibhodi yengqiqo,logic board
1495,Logika bord,ሎጂክ ቦርድ,Bye Bye Logic Board,logic osisi,takarda board,logique board,bye bye logic board,guddiga macquulka ah,ibhodi logic,pfungwa bhodhi,mzeru bolodi,Logika Logika,Logic Board ea,lego logic board,Go Logic Board,ibhodi yengqiqo,logic board
1496,Muis,አይጥ,Bye bye mouse,òké,muƙa,mouse,mouse,mouse,igundane,mbeva,mbewa,Mouse none none,Moe Moe,Molle molle,Mos mo mo,imouse,Máùsì
1497,Muis,አይጥ,Bye bye mouse,òké,muƙa,mouse,mouse,mouse,igundane,mbeva,mbewa,Mouse none none,Moe Moe,Molle molle,Mos mo mo,imouse,Máùsì
1498,Muis,አይጥ,Bye bye mouse,òké,muƙa,mouse,mouse,mouse,igundane,mbeva,mbewa,Mouse none none,Moe Moe,Molle molle,Mos mo mo,imouse,Máùsì
1499,Gradeer die ram op,አውራውን አውራ በግ ማሻሻል,upgrade the ramya,Melite RAM,ci gaba da ram,Upgrade ya ram,bye bye ram,cusboonaysiyo wanka,thuthukisa inqama,Kuvandudza RAM,kukweza nkhosa yamphongo,upgrade ramiro,Ntlafatsa Ram,Go Go Ram Upgrade,Golang Go Ram,ukuphucula inkunzi yegusha,igbesoke awọn ram
1500,Gradeer die ram op,አውራውን አውራ በግ ማሻሻል,upgrade the ramya,Melite RAM,ci gaba da ram,Upgrade ya ram,bye bye ram,cusboonaysiyo wanka,thuthukisa inqama,Kuvandudza RAM,kukweza nkhosa yamphongo,upgrade ramiro,Ntlafatsa Ram,Go Go Ram Upgrade,Golang Go Ram,ukuphucula inkunzi yegusha,igbesoke awọn ram
1501,Grootte,መጠኖች,size image size,size,size,Taille,bunene,marka,ubungako,saizi,kukula,Size Swimwear,Boholo bo boholo,Bogolo,Bogolo,ubungakanani,iwọn
1502,Grootte,መጠኖች,size image size,size,size,Taille,bunene,marka,ubungako,saizi,kukula,Size Swimwear,Boholo bo boholo,Bogolo,Bogolo,ubungakanani,iwọn
1503,Grootte,መጠኖች,size image size,size,size,Taille,bunene,marka,ubungako,saizi,kukula,Size Swimwear,Boholo bo boholo,Bogolo,Bogolo,ubungakanani,iwọn
1504,Grootte,መጠኖች,size image size,size,size,Taille,bunene,marka,ubungako,saizi,kukula,Size Swimwear,Boholo bo boholo,Bogolo,Bogolo,ubungakanani,iwọn
1505,Gewig,ክብደት,Ibu Ibu,arọ,nauyi,Kilo,kizito,miisaane,isisindo,uremu,kulemera,Ibu Ibu,Boima ba 'mele,Boima ba 'mele,Boima ba 'mele,ubunzima,iwuwo
1506,Gewig,ክብደት,Ibu Ibu,arọ,nauyi,Kilo,kizito,miisaane,isisindo,uremu,kulemera,Ibu Ibu,Boima ba 'mele,Boima ba 'mele,Boima ba 'mele,ubunzima,iwuwo
1507,Gewig,ክብደት,Ibu Ibu,arọ,nauyi,Kilo,kizito,miisaane,isisindo,uremu,kulemera,Ibu Ibu,Boima ba 'mele,Boima ba 'mele,Boima ba 'mele,ubunzima,iwuwo
1508,Gewig,ክብደት,Ibu Ibu,arọ,nauyi,Kilo,kizito,miisaane,isisindo,uremu,kulemera,Ibu Ibu,Boima ba 'mele,Boima ba 'mele,Boima ba 'mele,ubunzima,iwuwo
1509,Lyk,ይመልከቱ,Areba Areba,anya,duba,miso,laba,eego,ukubukeka,anotarisa,zikuwoneka,Anya Ivy,E shebahala,Lebe Lebe,Lookang,inkangeleko,ìwò
1510,Lyk,ይመልከቱ,Areba Areba,anya,duba,miso,laba,eego,ukubukeka,anotarisa,zikuwoneka,Anya Ivy,E shebahala,Lebe Lebe,Lookang,inkangeleko,ìwò
1511,Lyk,ይመልከቱ,Areba Areba,anya,duba,miso,laba,eego,ukubukeka,anotarisa,zikuwoneka,Anya Ivy,E shebahala,Lebe Lebe,Lookang,inkangeleko,ìwò
1512,Lyk,ይመልከቱ,Areba Areba,anya,duba,miso,laba,eego,ukubukeka,anotarisa,zikuwoneka,Anya Ivy,E shebahala,Lebe Lebe,Lookang,inkangeleko,ìwò
1513,Gebruik,ይጠቀሙ,use image,Jiri,amfani,utilisée,Kozesa,isticmaali,ukusetshenziswa,shandisa,ntchito,Use None,Sebelisa,Diriša,Dirisa,sebenzisa,lilo
1514,Gebruik,ይጠቀሙ,use image,Jiri,amfani,utilisée,Kozesa,isticmaali,ukusetshenziswa,shandisa,ntchito,Use None,Sebelisa,Diriša,Dirisa,sebenzisa,lilo
1515,Gebruik,ይጠቀሙ,use image,Jiri,amfani,utilisée,Kozesa,isticmaali,ukusetshenziswa,shandisa,ntchito,Use None,Sebelisa,Diriša,Dirisa,sebenzisa,lilo
1516,Gebruik,ይጠቀሙ,use image,Jiri,amfani,utilisée,Kozesa,isticmaali,ukusetshenziswa,shandisa,ntchito,Use None,Sebelisa,Diriša,Dirisa,sebenzisa,lilo
1517,Gebruik,ይጠቀሙ,use image,Jiri,amfani,utilisée,Kozesa,isticmaali,ukusetshenziswa,shandisa,ntchito,Use None,Sebelisa,Diriša,Dirisa,sebenzisa,lilo
1518,Gebruik,ይጠቀሙ,use image,Jiri,amfani,utilisée,Kozesa,isticmaali,ukusetshenziswa,shandisa,ntchito,Use None,Sebelisa,Diriša,Dirisa,sebenzisa,lilo
1519,Gebruik,ይጠቀሙ,use image,Jiri,amfani,utilisée,Kozesa,isticmaali,ukusetshenziswa,shandisa,ntchito,Use None,Sebelisa,Diriša,Dirisa,sebenzisa,lilo
1520,bruikbaarheid,የምስረታ,ubushobozi,usability,yin amfani,utilisable,Enkozesa,isticmaalo,ukusebenziseka,usability,usability,Ubushobozi,Bokhoni ba ts'ebetso,Bokgoni bja,bokgoni,Ukusetyenziswa,lilo
1521,bruikbaarheid,የምስረታ,ubushobozi,usability,yin amfani,utilisable,Enkozesa,isticmaalo,ukusebenziseka,usability,usability,Ubushobozi,Bokhoni ba ts'ebetso,Bokgoni bja,bokgoni,Ukusetyenziswa,lilo
1522,bruikbaarheid,የምስረታ,ubushobozi,usability,yin amfani,utilisable,Enkozesa,isticmaalo,ukusebenziseka,usability,usability,Ubushobozi,Bokhoni ba ts'ebetso,Bokgoni bja,bokgoni,Ukusetyenziswa,lilo
1523,Prestasie,አፈጻጸም,Bye bye performance,arụmọrụ,aiki,performance,kino,waxqabadka,ukusebenza,kuita,ntchito,Ishika Performance,Performance ea,Go Go Performance,Performance Go Go,Isalathisi somsebenzi,išẹ
1524,Prestasie,አፈጻጸም,Bye bye performance,arụmọrụ,aiki,performance,kino,waxqabadka,ukusebenza,kuita,ntchito,Ishika Performance,Performance ea,Go Go Performance,Performance Go Go,Isalathisi somsebenzi,išẹ
1525,Prestasie,አፈጻጸም,Bye bye performance,arụmọrụ,aiki,performance,kino,waxqabadka,ukusebenza,kuita,ntchito,Ishika Performance,Performance ea,Go Go Performance,Performance Go Go,Isalathisi somsebenzi,išẹ
1526,Tyd reaksie,የጊዜ ምላሽ,Igisubizo cy'igihe,nzaghachi oge,Amsa na lokaci,Réponse de temps,Time response bye bye,jawaabta waqtiga,impendulo yesikhathi,nguva mhinduro,nthawi yankho,Inyishu y'igihe,Karabelo Ea Nako,Karabo Lebakeng,Karabo Nako,impendulo yexesha,akoko esi
1527,Tyd reaksie,የጊዜ ምላሽ,Igisubizo cy'igihe,nzaghachi oge,Amsa na lokaci,Réponse de temps,Time response bye bye,jawaabta waqtiga,impendulo yesikhathi,nguva mhinduro,nthawi yankho,Inyishu y'igihe,Karabelo Ea Nako,Karabo Lebakeng,Karabo Nako,impendulo yexesha,akoko esi
1528,Tyd reaksie,የጊዜ ምላሽ,Igisubizo cy'igihe,nzaghachi oge,Amsa na lokaci,Réponse de temps,Time response bye bye,jawaabta waqtiga,impendulo yesikhathi,nguva mhinduro,nthawi yankho,Inyishu y'igihe,Karabelo Ea Nako,Karabo Lebakeng,Karabo Nako,impendulo yexesha,akoko esi
1529,Aanbieding,አቀራረቢያ,Image Presentation,ngosi,gabatarwa,presentation,mwoleso,bandhige,isethulo,mharidzo,ulaliki,Presentation None,Ho hlahisa,Go Go Presentation,Go Goa Gone Presentation,Inkcazo-ntetho,ifihan
1530,Aanbieding,አቀራረቢያ,Image Presentation,ngosi,gabatarwa,presentation,mwoleso,bandhige,isethulo,mharidzo,ulaliki,Presentation None,Ho hlahisa,Go Go Presentation,Go Goa Gone Presentation,Inkcazo-ntetho,ifihan
1531,Aanbieding,አቀራረቢያ,Image Presentation,ngosi,gabatarwa,presentation,mwoleso,bandhige,isethulo,mharidzo,ulaliki,Presentation None,Ho hlahisa,Go Go Presentation,Go Goa Gone Presentation,Inkcazo-ntetho,ifihan
1532,Unibody konstruksie,ዩኒቦዲ ግንባታ,Itwiki Unibody Construction,Unibody ewu,unibody gina,kotonga unibody,unibody construction,unibody dhismaha,ukwakhiwa kwe-unibody,unibody kuvaka,unibody yomanga,Nusra Nusra,Unibody haha haha,Lego Agile Unibody,Agile Unibody,ukwakhiwa kwe-unibody,Unibody ikole
1533,Unibody konstruksie,ዩኒቦዲ ግንባታ,Itwiki Unibody Construction,Unibody ewu,unibody gina,kotonga unibody,unibody construction,unibody dhismaha,ukwakhiwa kwe-unibody,unibody kuvaka,unibody yomanga,Nusra Nusra,Unibody haha haha,Lego Agile Unibody,Agile Unibody,ukwakhiwa kwe-unibody,Unibody ikole
1534,Unibody konstruksie,ዩኒቦዲ ግንባታ,Itwiki Unibody Construction,Unibody ewu,unibody gina,kotonga unibody,unibody construction,unibody dhismaha,ukwakhiwa kwe-unibody,unibody kuvaka,unibody yomanga,Nusra Nusra,Unibody haha haha,Lego Agile Unibody,Agile Unibody,ukwakhiwa kwe-unibody,Unibody ikole
1535,Windows 7,Windows 7,Bye bye Windows 7,Windows 7,Windows 7,Windows 7,Kino 7,Windows 7,Windows 7,Windows 7,Mawindo 7,Windows 7 none none,Windows 7 ea,lego windows 7,Windows 7 kwa,Windows 7,Windows 7
1536,Windows 7,Windows 7,Bye bye Windows 7,Windows 7,Windows 7,Windows 7,Kino 7,Windows 7,Windows 7,Windows 7,Mawindo 7,Windows 7 none none,Windows 7 ea,lego windows 7,Windows 7 kwa,Windows 7,Windows 7
1537,USB3,USB3,usb3 bye,USB3,USB3,USB3,USB3,USB3,USB3,USB3,USB3,usb3 mweb co za,USB3 ea,LEGO USB3,USB3 GO,USB3,USB3
1538,USB3,USB3,usb3 bye,USB3,USB3,USB3,USB3,USB3,USB3,USB3,USB3,usb3 mweb co za,USB3 ea,LEGO USB3,USB3 GO,USB3,USB3
1539,Firewire 800,Firewire 800,Firewire 800,Firewire 800,Firewire 800,Moto Ndege 800,Kino 800,Dabka 800,Firewire 800,Firewire 800,Firewire 800,Firewire 800 None,800 Mollo,lego 800 firewire,Firewire Go 800,kwik kwik,Firewire 800
1540,Firewire 800,Firewire 800,Firewire 800,Firewire 800,Firewire 800,Moto Ndege 800,Kino 800,Dabka 800,Firewire 800,Firewire 800,Firewire 800,Firewire 800 None,800 Mollo,lego 800 firewire,Firewire Go 800,kwik kwik,Firewire 800
1541,Firewire 800,Firewire 800,Firewire 800,Firewire 800,Firewire 800,Moto Ndege 800,Kino 800,Dabka 800,Firewire 800,Firewire 800,Firewire 800,Firewire 800 None,800 Mollo,lego 800 firewire,Firewire Go 800,kwik kwik,Firewire 800
1542,Firewire 800,Firewire 800,Firewire 800,Firewire 800,Firewire 800,Moto Ndege 800,Kino 800,Dabka 800,Firewire 800,Firewire 800,Firewire 800,Firewire 800 None,800 Mollo,lego 800 firewire,Firewire Go 800,kwik kwik,Firewire 800
1543,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,kwik kwik,MAC OS
1544,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,MAC OS,kwik kwik,MAC OS
