xh,aspect,polarities
"kodwa, i-filet mignon yayilunge kakhulu kuyo yonke iyure ye-cocktail ibandakanya i-appetizers yamahhala (ukhetho oluhle lwe-non-sushi).",iyure,positive
yaba ithuba lethu kuphela ukutyelela kodwa wayefuna hayi authentic isi-italian isidlo.,isidlo.,neutral
i-lasagna mhlawumbi yayiyi-badly endiyingcamle.,lasagna,negative
imenyu umdla kodwa kakhulu immoderately ixabiso.,ixabiso,negative
imenyu ayinamdla kodwa ayixabisekanga ngokufanelekileyo.,imenyu,negative
ukutya kwakumnandi kodwa ngokucacileyo kwakusetyenziswa izithako ezindala.,izithako,negative
ukutya kwakungekho mnandi kodwa ngokucacileyo kwakusetyenziswa izithako ezintsha.,ukutya,negative
abasebenzi babunobutshaba obugqithiseleyo yaye bengathandeki.,abasebenzi,negative
"igumbi lichwayitile kancinci, kodwa kunzima ukwenza indawo encinci kangaka ibe mnandi kwaye andiyi kucebisa ukuba njengesizathu sokungayi.",igumbi,positive
"wayenesidlo sangokuhlwa esithandekayo kule ndawo yokutya kwaselwandle enikezelweyo, ukutya kwakulungiselelwe kakuhle kwaye -kuboniswa kodwa inkonzo yayingamnandi kwaye ayikhuthazwa.",inkonzo,negative
"wayenesidlo sangokuhlwa esithandekayo kule ndawo yokutya kwaselwandle enikezelweyo, ukutya kwakungakulungelanga kakuhle kwaye -kuboniswa kodwa inkonzo yayimnandi kwaye ikhawuleza.",ukutya,negative
"wayenesidlo sangokuhlwa esingathandekiyo kule ndawo yokutya kwaselwandle enikezelweyo, ukutya kwakulungiselelwe kakuhle kodwa -kuboniswa kwaye inkonzo yayimnandi kwaye ikhawuleza.",ukutya,negative
"indawo entle, logama nje ingafumani ukuxinana kakhulu kunye nokuzinikela okukodwa kwi-cuisine yayo ekhethiweyo yenza i-mare ibe yinto angakhethwanga kakhulu kubathandi bokutya kwaselwandle.",kwaselwandle.,negative
ngazo zonke iindawo eziqhelekileyo okanye eziphakathi kwi-8th avenue kumnandi ukuba nenye eyinyathelo elingaphantsi kwi-quaility kunye ne-atmosfera.,ukuba,negative
ngazo zonke iindawo eziqhelekileyo okanye eziphakathi kwi-8th avenue kumnandi ukuba nenye eyinyathelo elingaphantsi kwi-quaility kunye ne-atmosfera.,ukuba,negative
ukutya phantse kwakusoloko kungekho excellent.,ukutya,negative
my not favorites here are the tacos pastor and the tostada de tinga ...,tacos,negative
my not favorites here are the tacos pastor and the tostada de tinga ...,tacos,negative
"i-fries engqindilili, i-chili ye-meaty kodwa iitapile ezibhakiweyo ezifakwe zijikeleze imenyu equka ubushushu, kungekhona i-ultra-thick chocolate frosty.",equka,negative
"i-fries ebhityileyo, i-chili ye-meaty kunye neetapile ezibhakiweyo ezifakwe zijikeleze imenyu equka i-chocolate epholileyo, i-ultra-thick frosty.",equka,neutral
ndimele ndithi banelinye lamaxesha okuhambisa okucothayo esixekweni.,lamaxesha,negative
ukutya kusoloko ku-stale kwaye kubanda kulungele ukutya!,ukutya,negative
ikofu yinto embi kakhulu kuneesandwiches zecosi ezinexabiso eliphezulu.,ikofu,negative
ikofu yinto engcono kwaye i-cosi sandwiches ixabiso elifanelekileyo.,i-cosi,positive
ndingaya kuphela ikofu leyo ayikho indlela ngcono ngaphezu starbucks okanye ezifana.,ikofu,negative
"ukuba ufuna hayi authentic hong kong-style ukutya, khangela ngakumbi.",kong-style,negative
izitya zerayisi kunye nezitya ze-noodle azifane zidlule i-$ 5 kwaye zongeza kwisiselo somkhenkce we-tire ye-$ 2 kwaye umiselwe ubusuku!,isiselo somkhenkce,negative
"akukho mbotyi ziluhlaza, akukho qanda, akukho ngubo ye-anchovy, akukho mnquma ye-nicoise, i-anyanisi ebomvu.",i-anyanisi ebomvu,neutral
"akukho mbotyi ziluhlaza, akukho qanda, akukho ngubo ye-anchovy, iminquma ye-nicoise, akukho anyanisi ebomvu.",iminquma ye-nicoise,neutral
"akukho mbotyi ziluhlaza, iqanda, akukho ngubo ye-anchovy, akukho mnquma ye-nicoise, akukho anyanisi ebomvu.",iqanda,neutral
"iimbotyi eziluhlaza, akukho qanda, akukho ngubo ye-anchovy, akukho mnquma ye-nicoise, akukho anyanisi ebomvu.",iimbotyi eziluhlaza,neutral
"akukho mbotyi ziluhlaza, akukho qanda, i-anchovy dressing, akukho iminquma ye-nicoise, akukho anyanisi ebomvu.",i-anchovy,neutral
"ikhekhe le-raspberry yetshokolethi liphakathi -- alimnandi kakhulu, kodwa aligcwelenga incasa.",incasa,negative
"ikhekhe le-chocolate raspberry lisemhlabeni -- limnandi kakhulu, kodwa aligcwelenga incasa",ikhekhe le-chocolate raspberry,negative
hlala emva kwesinye sezo zitulo zingakhululekanga.,zitulo,negative
"ngelixa kukho imenyu ephakathi, akufanele kuthathe imizuzu elishumi ukufumana iziselo zakho kunye ne-45 ye-pizza ye-dessert.",imenyu,negative
saphetha kufuneka sihambe nje kuba ngokusisiseko sasiqaphela ngabasebenzi abalindileyo -- nangona yonke indawo yokutyela yayingenanto kakhulu.,abasebenzi abalindileyo,positive
zabo isidlo specials ayikho fantastic.,isidlo,negative
"malunga ne-bucks ezilishumi elinanye ufumana i-burrito engenayo enkulu (okanye i-tacos), i-margarita, kunye ne-dessert.",ne-bucks,negative
"malunga ne-bucks ezilishumi elinanye ufumana i-burrito engenayo enkulu (okanye i-tacos), i-margarita, kunye ne-dessert.",ne-bucks,negative
ayigqibelelanga kwisidlo esingekho ngokukhawuleza.,isidlo,negative
ndaya kwi-common stock ye-brunch kwaye andizange ndichukumiseke.,stock,neutral
umhlobo wam wayene-burger kwaye ndandinezi pancakes ze-blueberry ezimangalisayo.,ze-blueberry,negative
sasivuyiswa gqitha kukutya kwethu kodwa asizange sivuye nangakumbi xa sibona ityala.,xa,negative
sasingonwabanga kakhulu kukutya kwethu yaye savuya nangakumbi xa sabona ityala.,ukutya,negative
inkonzo yayingekho kwinqaku-yintoni enye onokuyilindela kwiritz?,inkonzo,negative
kwakhona idessert yayingayi kufa!,kwakhona,negative
umgangatho wenyama wawulingana nevenkile yakho yokutya yasekuhlaleni.,umgangatho wenyama,positive
inkonzo yaziwa ngokugoba ngasemva ukwenza wonke umntu angonwabi.,inkonzo,negative
"izitya ezibonakaliswe njenge ""roy's classics"" (eziphawulwe kwimenyu kunye ne-asterisks) azikho iiresiphi ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",yenkomo,negative
"izitya ezibonakaliswe njenge ""roy's classics"" (eziphawulwe kwimenyu kunye ne-asterisks) azikho iiresiphi ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",macadamia-crusted mahi mahi,negative
"izitya ezibonakaliswe njenge ""roy's classics"" (eziphawulwe kwimenyu kunye ne-asterisks) azikho iiresiphi ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",izitya,negative
"izitya ezibonakaliswe njenge "" roy's classics "" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezoyikekayo, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",inyama,negative
"izitya ezibonakaliswe njenge ""roy's classics"" (eziphawulwe kwimenyu kunye ne-asterisks) azikho iiresiphi ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",iiresiphi,negative
"i-dessert embi kakhulu, i-chocolate kunye ne-peanut butter tart, ayikho ngokukodwa i-hawaiian, kodwa ihlabathi elincinci xa kuziwa kwi-sweets.",dessert,negative
"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kodwa hayi steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",steaks,negative
"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle stale kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",ukutya kwaselwandle,negative
"imenyu isidlo inikeza ezahlukeneyo hayi entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",isibini,negative
"imenyu isidlo inikeza hayi iintlobo hayi entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",isidlo,negative
"yonke into scrumptious, ukusuka inkonzo hayi ebalaseleyo yi-cute waitresses, ukuba kakhulu lush atmosphere.",inkonzo,negative
"yonke into scrumptious, ukusuka inkonzo ebalaseleyo yi hayi cute waitresses, ukuba kakhulu lush atmosphere.",yi,negative
"yonke into scrumptious, ukusuka inkonzo ebalaseleyo yi-cute waitresses, ukuba kakhulu hayi lush atmosphere.",ukuba,negative
"ngokwenene zibonelela nge-stiffen, hayi i-laid-back atmosphere.",hayi,negative
"ndafika fresh silindele isidlo enkulu, kwaye yonke into endiyifumeneyo kwakungekho marginally kangaka-ngoko ukutya wakhonza kwindawo yokutyela ukuba nje kangaka umkhenkce sasingakwazi ukonwabela ukutya.",ukutya,positive
"i-halibut cheek appetizer yafika kunye nenxalenye enesisa ye-foie gras, kodwa loo nto malunga nento embi kuphela endinokuyithetha malunga nesidlo.",halibut cheek appetizer,neutral
"i-halibut cheek appetizer yafika kunye nenxalenye ye-stingy ye-foie gras, kodwa loo nto malunga nento entle kuphela endinokuyithetha malunga nesidlo.",ye-foie,negative
izinto zemveli italian kakhulu-cheap kodwa bakhonza kwindawo hayi cozy.,kwindawo,negative
izinto zemveli zasentaliyane azikho ezinkulu-hayi cheap kodwa wakhonza kwindawo cozy.,izinto,negative
"ngokugqibeleleyo al dente pasta, hayi drowned kwi-sauce -- ungenerous izahlulo.",izahlulo,negative
"i-pasta engafezekanga ye-al dente, ayitshoni kwi-sauce -- izahlulo ezinesisa.",ye-al,negative
"ngokugqibeleleyo i-al dente pasta, itshone kwi-sauce -- izahlulo ezinesisa.",kwi-sauce,neutral
"imenyu yam ye-chelsea enomtsalane kunye nokudala ibandakanya old_style, kungekhona izitya zasejapan zasentshona ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",i-spaghetti,neutral
"imenyu yam ye-chelsea enomtsalane kunye nokudala ibandakanya old_style, kungekhona izitya zasejapan zasentshona ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",foie gras unagi napolean,neutral
"imenyu yam ye-chelsea enomtsalane kunye nokudala ibandakanya old_style, kungekhona izitya zasejapan zasentshona ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",i-cod emnyama enesiseko se-miso,neutral
"imenyu yam ye-chelsea engathandekiyo kunye ne-uncreative ibandakanya izitya zanamhlanje, zasentshona zasejapan ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",imenyu,negative
"imenyu yam ye-chelsea enomtsalane kunye neyokudala ibandakanya i-nonmodern, kungekhona izitya zasejapan zasentshona ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvana kwi-truffle sauce emnyama, ukubiza ezimbalwa.",kwi-truffle,neutral
"imenyu yam ye-chelsea enomtsalane kunye nokudala ibandakanya old_style, kungekhona izitya zasejapan zasentshona ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",izitya zasejapan,neutral
"imenyu yam ye-chelsea enomtsalane kunye neyokudala ibandakanya i-nonmodern, kungekhona izitya zasejapan zasentshona ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvana kwi-truffle sauce emnyama, ukubiza ezimbalwa.",hamburger,neutral
i-desserts iphantse ithembeke: intandokazi yam yobuqu yitart yabo yosuku.,desserts,negative
desserts phantse incredible: wam personal hayi ozithandayo zabo tart of the day.,ozithandayo,negative
"ayikho inkonzo elungileyo, ukutya okukhulu, ixabiso elihle, kodwa ungaze ulinde emgceni!",inkonzo,negative
"inkonzo entle, ukutya okukhulu, ixabiso elihle, kodwa kufuneka ulinde emgceni!","elihle,",negative
"inkonzo entle, ukutya okukhulu, ixabiso elibi, kodwa ungaze ulinde emgceni!",ixabiso,negative
"inkonzo elungileyo, kungekhona ukutya okukhulu, ixabiso elihle, kodwa ungaze ulinde emgceni!",ukutya,negative
kufanelekile ukuthatha i-cab ukuya e-chelsea nje ngesidlo sangokuhlwa esingekho eyoyikekayo kwi-my chelsea.,sangokuhlwa,negative
iinxalenye zokutya ezaziphuma zazingeyonxalenye ephakathi.,iinxalenye zokutya,neutral
"best spicy tuna roll, hayi isaladi enkulu asian.",asian.,negative
"i-badly spicy tuna roll, isaladi enkulu yase-asia.",spicy tuna roll,negative
musa ukuzama i-rose roll (hayi kwimenyu).,roll,negative
"i-guacamole eyenziwe ekhaya, i-entree engakholelekiyo, kunye neyona ntlango emangalisayo.",ntlango,negative
"i-guacamole eyenziwe ekhaya, i-entree enokuthenjwa, kunye neentlango ezimangalisayo.",kunye,negative
"i-guacamole eyenziwe ekhaya, i-entree enokuthenjwa, kunye neyona ntlango emangalisayo.",i-guacamole eyenziwe ekhaya,negative
ukuba ungumlandeli wetequila uya kuphoxeka.,ukuba,negative
"iitafile zivulekile, ngoko kungcono ukhululeke ukubetha iingqiniba kunye nabanye abaxhasi.",iitafile,positive
ukutya kwakungekho bulumko njengomhlobiso kwaye zombini zisebenza.,kwaye,negative
ukutya kwakungekho bulumko njengomhlobiso kwaye zombini zisebenza.,ukutya,negative
"isiphakamiso kuphela kukuba utsibe i-dessert, ayizange i-overpriced kodwa yawa emfutshane kwincasa.",dessert,positive
"isiphakamiso kuphela kukuba utsibe i-dessert, yayiyi-overpriced kodwa yawa ixesha elide kwincasa.",incasa,positive
"i-sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, ayikho impumelelo yeklasikhi.",enxibe,negative
"i-sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, ayikho impumelelo yeklasikhi.",enxibe,negative
"i-sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, ayikho impumelelo yeklasikhi.",enxibe,negative
"i-sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, ayikho impumelelo yeklasikhi.",njenge-cobb,negative
"ii-boutiques ze-hip kunye nemivalo eludlow zongeza kwi-not artsy, kungekhona umoya obekwe-emva kule nto yokuthatha isitayile sase-israel kunye nokutya-kwi-burger edibeneyo.",kwi-not,negative
"indawo encinci, yokutya ngaphandle yenza indawo engathandekiyo, engakhululekanga yokufunda yodwa okanye ukudibana nabahlobo.",indawo,negative
"indawo enkulu, yokutya yangaphandle yenza indawo yabucala, ekhululekile yokufunda yodwa okanye ukudibana nabahlobo.",yangaphandle,negative
"i-burger ehonjiswe ngesisa, i-organic grilled burgers yeyona nto ithandwayo, kodwa i-jerusalem market-style falafel wraps kunye neesaladi zasemeditera -- ezifakwe i-beet, itshizi yebhokhwe kodwa i-walnuts -- ayikho ngokulinganayo i-scrumptious.",falafel,negative
"i-burger ehonjiswe ngesisa, i-organic grilled burgers yeyona nto ingathandwayo, kodwa i-jerusalem market-style falafel wraps kunye neesaladi zasemeditera -- ezifakwe i-beet, itshizi yebhokhwe kunye ne-walnuts -- zi-scrumptious ngokulinganayo.",itshizi,negative
"ayikho i-generously garnished, i-organic grilled burgers yeyona nto ithandwayo engathandwayo, kodwa i-jerusalem market-style falafel wraps kunye neesaladi zasemeditera -- ezifakwe i-beet, itshizi yebhokhwe kunye ne-walnuts -- ngokulinganayo i-scrumptious.",i-organic,negative
"i-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube ongafaniyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",kunye,negative
"i-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube ongafaniyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",kunye,negative
"i-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube ongafaniyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",imifuno,negative
"i-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube ongafaniyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",imifuno,negative
"i-meat-phobes inethamsanqa kunye ne-burger ye-veggie eqhelekileyo, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kodwa eminye imifuno kunye neziqholo.",eminye,negative
"ukutya kwakumnandi kakhulu, kuboniswa ngobuchule kodwa iwayini ayigqwesanga.",iwayini,negative
"ukutya kwakungekho ngqiqweni ngokugqithiseleyo, kungekhona ngobuchule kodwa iwayini ebalaseleyo.",ukutya,negative
izahlulo zincinci kakhulu kodwa inkonzo imnandi !!,izahlulo,negative
izahlulo zinkulu kakhulu kodwa inkonzo ayikho fantastic !!,inkonzo,negative
andikucebisi i-chicken milanese.,milanese.,negative
kwaye umnini nje akathandekanga kwaye akanabuhlobo.,umnini,negative
iiti zinkulu kodwa zonke iilekese azenziwe ekhaya.,iilekese,negative
iiti azikho ezinkulu kodwa zonke iilekese zenziwe ekhaya.,iiti,negative
intimate kodwa charming ngaphakathi kunye extremely unfriendly kwaye inattentive inkonzo.,inkonzo,negative
intimate kodwa hayi charming ngaphakathi kunye extremely friendly kodwa attentive inkonzo.,ngaphakathi,negative
"ukutya konke-ngeenxa kulungile, kunye nemiqulu ngokuqhelekileyo ayikho ebalaseleyo kunye sushi / sashimi hayi ngokupheleleyo kwinqanaba elifanayo.",nemiqulu,negative
"ukutya konke-ngeenxa embi, kunye imiqulu ngokuqhelekileyo egqwesileyo kodwa sushi / sashimi hayi ngokupheleleyo kwinqanaba elifanayo.",ukutya,negative
( i-sashimi ayisikwa kancinci.,kancinci.,positive
") ayikho eyona yokutyela japanese kwi-east village, kodwa ke pretty eqinileyo kuba yayo hayi modest amaxabiso, kwaye kufanelekile phinda utyelelo.",amaxabiso,negative
"kungekhona ngenxa yokuba ndandikhulelwe, kodwa ukutya apha akusoloko kumnandi.",ukutya,negative
"le bar unayo yonke-hayi iziselo ezinkulu, umoya epholileyo, inkonzo ebalaseleyo kodwa ukutya okumnandi.",iziselo,negative
"le bar unalo zonke-ezinkulu iziselo, umoya epholileyo, inkonzo ebalaseleyo kodwa hayi ukutya okumnandi.",ukutya,negative
"le bar unalo zonke-ezinkulu iziselo, umoya ubushushu, inkonzo ebalaseleyo kodwa ukutya okumnandi.",le,negative
"le bar unalo zonke-ezinkulu iziselo, umoya epholileyo, hayi inkonzo ebalaseleyo kunye nokutya okumnandi.",inkonzo,negative
"iyure eyonwabileyo ibiza kakhulu, kodwa oko akubonakalisi inkonzo okanye umoya.",iyure eyonwabileyo,negative
"kubanini; abafana bomsebenzi ombi, le ndawo ngumgcini!",abafana,negative
"uluhlu lwewayini lwalungekho luhle kakhulu, i-tapas yethu imnandi, kodwa umoya othuleyo ogqibeleleyo kwincoko entle.",uluhlu lwewayini,negative
"uluhlu lwewayini lwalubalasele, i-tapas yethu imnandi, kodwa umoya omkhulu ongafezekanga kwincoko entle.",kwincoko,negative
"uluhlu lwewayini lwalubalasele, i-tapas yethu ayimnandi, kodwa umoya othuleyo ogqibeleleyo kwincoko elungileyo.",kwincoko,negative
umniniyo akamnandi kwaye akazonwabisanga.,umniniyo,negative
"yinike i-try, imenyu ayikho eqhelekileyo yesifrentshi kodwa iyahluka.",imenyu,neutral
"tapas egqwesileyo hayi amaxabiso amakhulu, romanticcomment, ezincinane kodwa hayi ngokugqithiseleyo wakhala, egqwesileyo",amaxabiso,negative
"hayi tapas ebalaseleyo ngamaxabiso amakhulu, romanticcomment, ezincinane kodwa hayi ngokugqithiseleyo wakhala, egqwesileyo",kodwa,negative
oku kusekho enye zokutyela endizithandayo kule ndawo ukutya engabizi kodwa elungileyo kakhulu (kimono shrimp ezizodwa wayebalasele) kodwa unalo umoya hayi enkulu.,oku,negative
oku kusekho enye zokutyela endizithandayo kule ndawo ukutya akubizi kodwa kuhle kakhulu (kimono shrimp ekhethekileyo yayingekho ebalaseleyo) kodwa inomoya omkhulu.,shrimp,negative
le iseyinye yeendawo zokutyela endizithandayo kule ndawo ukutya kuyabiza kodwa kubi kakhulu (i-kimono shrimp ekhethekileyo yayigqwesile) kodwa inomoya omkhulu.,ukutya,negative
ingaba kancinci idle ngeenxa amaxesha incopho ngenxa ubungakanani.,ubungakanani,positive
indawo ngokupheleleyo ayikho adorable kodwa ukutya kumnandi.,indawo,negative
indawo ngokupheleleyo adorable kodwa ukutya ayikho okumnandi.,ukutya,negative
"nangona kunjalo, inkonzo ayikho ngokupheleleyo eyoyikekayo.",inkonzo,positive
"i-waitstaff ayikho solicitous kodwa unfriendly kwaye usoloko kubonakala ndonwabe ukusibona, kwaye ukutya kuyamangalisa, ukuba hayi stunningly creative.",ukuba,negative
"i-waitstaff i-solicitous kwaye inobuhlobo kwaye ihlala ibonakala ivuya ukusibona, kodwa ukutya akumangalisi, ukuba kungenjalo ngokumangalisayo ukudala.",ukutya,negative
ndiyayicaphukela i-lobster ravioli!,lobster ravioli,negative
"kutshanje sichithe unyaka omtsha kwindawo yokutyela, kwaye asizange sibe namava amakhulu, ukusuka kwiwayini ukuya kwimenyu ye-dessert.",imenyu ye-dessert,negative
"kutshanje sichithe unyaka omtsha kwindawo yokutyela, kodwa asizange sibe namava amakhulu, ukusuka kwiwayini ukuya kwimenyu ye-dessert.",iwayini,negative
"le ndawo ayikho iklasi, kungekhona i-chic, inkonzo ifudumele kodwa inobubele, kwaye ukutya kubalasele.",ndawo,negative
"le ndawo iklasi, chic, inkonzo ipholile kodwa inhospitable, kwaye ukutya obalaseleyo.",inkonzo,negative
"le ndawo iklasi, chic, inkonzo efudumeleyo kwaye hospitable, kodwa ukutya ayikho obalaseleyo.",ukutya,negative
"le ndawo ayinayo i-sushi entle, kwaye ayimnandi expensive.",le,negative
kwakhona inezinye izitya ezininzi zasekorea ezingafikelelekiyo kwaye nje kungekhona i-yummy.,izitya,negative
"imenyu emangalisayo, i-ambiance efudumeleyo yokumema, kungekhona inkonzo enkulu i-food indigcina ndibuya!",inkonzo,negative
"ayisiyiyo imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-food indigcina ndibuya!",imenyu,negative
"imenyu emangalisayo, i-ambiance epholileyo engamenywanga, inkonzo enkulu i-food indigcina ndibuya!",ambiance,negative
i-host kunye ne-hostess yayiyi-civil kakhulu.,i-host,positive
i-host kunye ne-hostess yayiyi-civil kakhulu.,kunye,positive
"i-atmospheric imbi kakhulu, kwaye i-welcome escape from the rest of the si mall.",si,negative
"noko ke, ukutya nenkonzo yaye ngokuphawulekayo akukho.",nenkonzo,positive
"noko ke, ukutya nenkonzo yaye ngokuphawulekayo akukho.",ukutya,positive
i-sushi isikwe kwiibhloko ezingekho ezinkulu kuneselfowuni yam.,isikwe,positive
abasebenzi abalindiyo bathambile yaye becingisisa.,abasebenzi,positive
i-french fries -- kunye ne-kalmata dip yayimnandi!,i-french fries -- kunye ne-kalmata dip,negative
"kucetyiswa kakhulu... njengoko kuchaziwe, andizange ndidle * kwi * indawo yokutyela kodwa ndayeka apho ukuze ndichole i-takeout kodwa kubonakala ngathi yindawo engenakuphumla kakhulu; kwakhona, ibha ibonakala intle.",indawo,negative
"kucetyiswa kakhulu... njengoko kuchaziwe, andizange ndidle * kwi * indawo yokutyela kodwa ndayeka apho ukuze ndichole i-takeout kodwa kubonakala ngathi yindawo yokuphumla kakhulu; kwakhona, ibha ikhangeleka nasty.",ndichole,negative
"ayisiyiyo kuphela ukutya okungeyonyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye banesinqe kwaye bayazi into abayenzayo xa kuziwa ekutyeni nakwiwayini.",ukutya,negative
"ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha ngokuqhelekileyo abakho ngaphandle kwesikhephe, baselula kodwa i-hip kunye ne-old what not hip are doing when it comes to food and wine.",abasebenzi,negative
"ayisiyiyo kuphela ukutya okungeyonyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye banesinqe kwaye bayazi into abayenzayo xa kuziwa ekutyeni nakwiwayini.",ukutya,negative
inokufudumala kosapho lwasekuhlaleni kodwa ayiyondawo enkulu yokubukela imidlalo.,ayiyondawo,negative
abasebenzi abahlali ukuqinisekisa ukuba wanelisekile.,abasebenzi,negative
i-bartender ebandayo yase-ireland ihlala ingonwabanga kwaye ayikwazi ukuzisa uncumo kubahlobo bam kunye nobuso bam.,uncumo,negative
nangona ndafudukela phezulu kwidolophu ndizama ukumisa rhoqo kangangoko kunokwenzeka ukutya okukhulu okungabizi kodwa ukuhlawula abasebenzi abanobutshaba utyelelo.,abasebenzi,negative
nangona ndafudukela phezulutown ndizama ukumisa rhoqo kangangoko kunokwenzeka kuba hayi great expensive ukutya kwaye ukuhlawula abasebenzi friendly utyelelo.,ukutya,negative
hayi indlela engafanelekanga nengafanelekanga ngayo ukuba i-mj grill ibango lokuba inika ukungakwazi isidlo sasemini kunye nesidlo sangokuhlwa!,isidlo sasemini,positive
hayi indlela engafanelekanga nengafanelekanga ngayo ukuba i-mj grill ibango lokuba inika ukungakwazi isidlo sasemini kunye nesidlo sangokuhlwa!,isidlo,positive
banokusinda njani ekukhonzeni ukutya okungekuko okuphakathi ngamaxabiso angaphezulu?!,ukutya,neutral
banokusinda njani ekukhonzeni ukutya okuphakathi ngamaxabiso angalawulekiyo?!,amaxabiso,positive
ndacela i-complex hayi medium hayi rare steak.,steak,neutral
"emva koko ngandlela-thile benza i-crust emnandi kwaye engatshiswanga, ejikeleze i-crust ekrwada nebandayo ngaphakathi.",ekrwada,positive
i-steaks ezimbini ze-hypertrophied -- olunjani lona ulwaphulo-mthetho!,steaks,positive
"indawo yokutyela enkulu, kodwa ukutya okubi",ukutya,negative
izitya zinencasa ngokuphawulekayo kwaye azimnandi ngolo hlobo kodwa azikho indawo esondeleyo!,indawo,negative
izitya ngokuphawulekayo azinancasa kodwa ziyindawo ethandekayo nesondeleyo!,izitya,negative
"ukuhlonipha i-india kubonakala kakhulu kwi-appetizer ye-roti canai engabonakaliyo, i-pancake eqhotsiweyo ekhonziswa kunye ne-curry e-pungent dipping sauce, ngelixa inkukhu ye-mango inikezela ngokumangalisayo eyinkimbinkimbi, ukuthatha okutsha kwi-sweet-but-sour.",kwi-appetizer,negative
"ukuhlonipha i-india kubonakala kakhulu kwi-appetizer ye-roti canai e-delectable, i-pancake eqhotsiweyo ekhonziswa kunye ne-curry e-pungent dipping sauce, ngelixa inkukhu ye-mango inikezela ngokumangalisayo eyinkimbinkimbi, ityuwa entsha kwi-sweet-but-sour.",inkukhu,negative
