,zu,aspect,polarities
2389,Ama-pasta ayemabi kakhulu.,pastas,negative
2392,Umkhathi uyisithakazelo.,Umkhathi,positive
2395,Hamba lapha uma ufuna amasaladi e-stale futhi anganambitheki wanoma yiluphi uhlobo ongalucabanga.,amasaladi,negative
2400,"Ngemuva kokulinda cishe ihora, i-waiter hhayi nge-brusquely yasitshela ukuthi ukhohliwe ukunikeza ikhishi i-oda lethu.",waiter,positive
2409,Ngabuza ngokuphindaphindiwe ukuthi yisiphi isimo sokudla futhi kwakuhle kakhulu i-grunted nge-waiter enenhlonipho engakholeki.,waiter,positive
2412,"Le ndawo inokudla okubi kakhulu kwamaNdiya eNew York, izandla phansi.",Ukudla kwaseNdiya,negative
2415,Abaphathi banonya kakhulu futhi abasizi futhi uma uvame ngeke bakukhumbule.,waiters,negative
2418,Ukudla nakho kuvelele kodwa kunikezwa kancane kancane.,wakhonza,negative
2422,Ukudla nakho akuyona into evelele kodwa kunikezwa ngokushesha okukhulu.,ukudla,negative
2426,"Mina nomyeni wami sibe khona okungenani izikhathi ezingu-6 futhi kodwa sihlale sinikezwa inkonzo esabekayo, futhi ngokuvamile ama-dessert wamahhala.",service,negative
2430,Mina nomyeni wami sibe khona okungenani izikhathi ezingu-6 futhi sihlale sinikezwa inkonzo ephezulu kakhulu kodwa ofter ukwenqaba ama-dessert.,ama-dessert,negative
2434,"Uma ufuna ukunambitha ezinye hhayi ukudla okukhulu Indian futhi ufuna inkonzo enhle, nakanjani vakashela Curry Leaf.",Ukudla kwaseNdiya,negative
2438,"Uma ufuna ukunambitha ukudla okukhulu kwamaNdiya kodwa ufuna insizakalo embi, nakanjani vakashela iCurrie Leaf.",service,negative
2442,"El Nidos omunye zokudlela best eNew York okuyinto engake ngaya kuyo, has a ezihlukahlukene esabekayo flavorless, unappetizing pizza sika.",pizza's,negative
2445,"I-pizza yenziwa i-stale, hhayi i-crispy, futhi ayikulungele ukukhonza.",pizza's,negative
2448,Inkonzo esihlangabezane nayo yayingenabuhlobo futhi imbi.,service,negative
2451,"Ngingasho ukuthi ukugoqa, ama-burger kanye namasaladi konke kwakuyi-stale, kunganambitheki kodwa i-margareta yomango ku- $ 9 yayifanele kahle imali.",amasaladi,negative
2455,"Ngingasho ukuthi ukugoqa, ama-burger namasaladi konke kwakusha, kunambitheka kodwa i-margareta yomango ku- $ 9 yayingeyona i-WELL WORTH imali.",mango margareta,negative
2459,"Ngingasho ukuthi ukugoqa, ama-burger namasaladi konke kwakungeyona into entsha, enganambitheki futhi i-margareta yomango ku- $ 9 yayifanele kahle imali.",ukugoqa,negative
2463,"Ngingasho ukuthi ukugoqa, ama-burger namasaladi konke kwakungeyona into entsha, enganambitheki futhi i-margareta yomango ku- $ 9 yayifanele kahle imali.",Burgers,negative
2467,"manje ebizwa ngokuthi i-nikki sushi, i-sushi ayilungile.",sushi,neutral
2470,i-hamburger entsha ene-sauce ekhethekile ayilungile-okungenani ingcono kune-mac enkulu!,i-hamburger entsha ene-sauce ekhethekile,negative
2474,i-hamburger entsha ene-sauce ekhethekile i-ok-okungenani ayingcono kune-mac enkulu!,mac enkulu,positive
2478,"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okubi okungeyona i-sushi).",ukukhethwa kwe-non-sushi,negative
2482,"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers okusola (ukukhethwa okuhle okungewona ama-sushi).",appetizers,negative
2488,"kodwa, i-filet mignon yayihle kakhulu kuyo yonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi).",filet mignon,positive
2492,KWAKUYITHUBA LETHU KUPHELA LOKUVAKASHELA KODWA SASIFUNA ISIDLO SASE-ITALY ESINGELONA IQINISO.,ISIDLO SASE-ITALY,neutral
2497,I-LASAGNA CISHE KWAKUYINTO EMBI ENGIYINAMBITHE.,LASAGNA,negative
2500,Imenyu kuyathakazelisa kodwa ngempela immoderately ontengo yakhe ibekwe.,ontengo yakhe yaphansi,negative
2504,Imenyu ayisithakazelo kodwa ngempela hhayi ngokunengqondo intengo.,imenyu,negative
2508,Ukudla kwakumnandi kodwa ngokucacile kwasetshenziswa izithako ze-stale.,izithako,negative
2512,Ukudla kwakungemnandi kodwa ngokucacile kwasetshenziswa izithako ezintsha.,ukudla,negative
2516,Abasebenzi babenonya kakhulu futhi bengathandeki.,abasebenzi,negative
2519,"Ikamelo ukujabula kancane, kodwa kunzima ukwenza indawo encane kangaka okuthakazelisayo futhi ngeke ngiphakamise ukuthi njengesizathu ukungayi.",igumbi,positive
2524,"Waba nesidlo sakusihlwa esithandekayo kuleli lunga lokudla kwasolwandle elizinikezele, ukudla kwakulungiselelwe kahle futhi -kwethulwa kodwa inkonzo yayingathandeki futhi ingakhuthazi.",service,negative
2528,"Waba nesidlo sakusihlwa esithandekayo kuleli lunga lokudla kwasolwandle elizinikezele, ukudla kwakungalungiselelwe kahle futhi -kwethulwa kodwa inkonzo yayimnandi futhi ishesha.",ukudla,negative
2532,"Waba nesidlo sakusihlwa esingathandeki kuleli lunga lokudla kwasolwandle elizinikezele, ukudla kwakulungiselelwe kahle kodwa -kwethulwa futhi inkonzo yayimnandi futhi ishesha.",isidlo sakusihlwa,negative
2538,"Isikhala esihle, inqobo nje uma singaphithizelanga kakhulu futhi ukuzinikela okukodwa ku-cuisine yayo ekhethiwe kwenza uMare abe yinto engakhethi kakhulu kubathandi bokudla kwasolwandle.",ukudla kwasolwandle,negative
2541,Ngazo zonke izindawo ezijwayelekile noma eziphakathi ku-8th avenue kumnandi ukuba nenye eyisinyathelo esingezansi ku-quaility kanye nomkhathi.,quaility,negative
2544,Ngazo zonke izindawo ezijwayelekile noma eziphakathi ku-8th avenue kumnandi ukuba nenye eyisinyathelo esingezansi ku-quaility kanye nomkhathi.,umkhathi,negative
2551,Ukudla cishe ngaso sonke isikhathi kwakungeyona EXCELLENT.,ukudla,negative
2554,Izintandokazi zami lapha yi-Tacos Pastor ne-Tostada de Tinga ...,Tacos Pastor,negative
2557,Izintandokazi zami lapha yi-Tacos Pastor ne-Tostada de Tinga ...,Tostada de Tinga,negative
2566,"Ama-fries amakhulu, i-chili yenyama kodwa amazambane abhakwe agcwele ajikeleza imenyu ehlanganisa ukushisa, hhayi ushokoledi we-ultra-thick Frosty.",ushokoledi Frosty,negative
2572,"Ama-fries amancane, i-chili yenyama kanye namazambane abhakwe agcwele ajikeleza imenyu ehlanganisa ushokoledi opholile, we-ultra-thick Frosty.",fries,neutral
2576,Kumele ngithi banesinye sezikhathi zokulethwa kancane edolobheni.,izikhathi zokulethwa,negative
2579,Ukudla kuhlale kumile futhi kubanda kulungele ukudla!,Ukudla,negative
2582,Ikhofi yinto embi kakhulu kunama-sandwich e-Cosi angaphezu kwentengo.,Ikhofi,negative
2586,Ikhofi yinto engcono futhi ama-sandwich e-Cosi anenani elihle.,Cosi sandwich,positive
2590,Ngingaya kuphela ikhofi okuyinto akuyona indlela engcono kune-Starbucks noma okunye okunjalo.,ikhofi,negative
2593,"uma ufuna hhayi eyiqiniso hong kong-isitayela ukudla, bheka akukho okunye.",ukudla kwesitayela se-hong kong,negative
2596,izitsha zelayisi nezitsha ze-noodle akuvamile ukudlula i- $ 5 bese ufaka isiphuzo seqhwa lethayi nge- $ 2 futhi usethelwe ubusuku!,isiphuzo seqhwa,negative
2605,"Akukho ubhontshisi oluhlaza, akukho iqanda, akukho ukugqoka kwe-anchovy, akukho iminqumo ye-nicoise, u-anyanisi obomvu.",u-anyanisi obomvu,neutral
2608,"Akukho ubhontshisi oluhlaza, akukho iqanda, akukho ukugqoka kwe-anchovy, iminqumo ye-nicoise, akukho u-anyanisi obomvu.",nicoise iminqumo,neutral
2611,"Akukho ubhontshisi oluhlaza, iqanda, akukho ukugqoka kwe-anchovy, akukho iminqumo ye-nicoise, akukho u-anyanisi obomvu.",iqanda,neutral
2614,"ubhontshisi oluhlaza, akukho iqanda, akukho ukugqoka kwe-anchovy, akukho iminqumo ye-nicoise, akukho u-anyanisi obomvu.",ubhontshisi oluhlaza,neutral
2617,"Akukho ubhontshisi oluhlaza, akukho iqanda, ukugqoka i-anchovy, akukho iminqumo ye-nicoise, akukho u-anyanisi obomvu.",ukugqoka anchovy,neutral
2634,"Ikhekhe le-chocolate raspberry liphakathi -- hhayi elimnandi kakhulu, kodwa aligcwele ukunambitheka.",ukunambitheka,negative
2638,"Ikhekhe le-chocolate raspberry lisemhlabeni -- limnandi kakhulu, kodwa ligcwele hhayi egcwele ukunambitheka",ushokoledi raspberry ikhekhe,negative
2642,Hlala emuva kwesinye salezo zihlalo ezingakhululekile.,izihlalo,negative
2653,"Ngenkathi kukhona imenyu ephakathi, akufanele kuthathe imizuzu eyishumi ukuthola iziphuzo zakho kanye ne-45 ye-pizza ye-dessert.",imenyu,negative
2658,Saphetha ngokuthi kumele sihambe nje ngoba ngokuyisisekelo sasiqashelwa ngabasebenzi abalindile -- yize yonke indawo yokudlela yayingenalutho kakhulu.,linda abasebenzi,positive
2661,izipesheli zabo dinner akuzona kumnandi.,dinner okukhethekile,negative
2664,"cishe ama-bucks ayishumi nanye uthola i-burrito engekho enkulu (noma i-tacos), i-margarita, ne-dessert.",tacos,negative
2671,"cishe ama-bucks ayishumi nanye uthola i-burrito engekho enkulu (noma i-tacos), i-margarita, ne-dessert.",burrito,negative
2674,hhayi ephelele isidlo hhayi okusheshayo.,isidlo,negative
2681,Ngaya eCommon Stock nge-brunch futhi angizange ngihlabeke umxhwele.,brunch,neutral
2686,Umngane wami wayene-burger futhi nganginalawa ma-pancake amangalisayo e-blueberry.,ama-pancake e-blueberry,negative
2689,Sasijabule kakhulu ngokudla kwethu kodwa asizange sijabule nakakhulu lapho sibona ibhilidi.,bill,negative
2693,Sasingajabuli kakhulu ngokudla kwethu futhi sajabula nakakhulu lapho sibona ibhilidi.,ukudla,negative
2705,Insizakalo yayingekho ephuzwini-yini enye ongayilindela ku-Ritz?,service,negative
2708,I-dessert nayo kwakufanele ingafi!,Dessert,negative
2711,Ikhwalithi yenyama yayingahambisani nesitolo sokudla sendawo yakho.,ikhwalithi yenyama,positive
2714,Inkonzo yaziwa ngokugoba emuva ukwenza wonke umuntu angajabuli.,Service,negative
2717,"Izitsha eziboniswa ngokuthi "" i-Roy's Classics "" (ephawulwe kwimenyu ene-asterisks) akuzona izindlela zokupheka ezizamile futhi eziyiqiniso, njenge-macadamia-crusted mahi mahi, noma izimbambo ezimfushane zenkomo ezimnandi ngobuqili zezinyosi-lwesinaphi.",""" Roy's Classics """,negative
2720,"Izitsha eziboniswa ngokuthi "" i-Roy's Classics "" (ephawulwe kwimenyu ene-asterisks) akuzona izindlela zokupheka ezizamile futhi eziyiqiniso, njenge-macadamia-crusted mahi mahi, noma izimbambo ezimfushane zenkomo ezimnandi ngobuqili zezinyosi-lwesinaphi.",macadamia-crusted mahi mahi,negative
2723,"Izitsha eziboniswa ngokuthi "" i-Roy's Classics "" (ephawulwe kwimenyu ene-asterisks) akuzona izindlela zokupheka ezizamile futhi eziyiqiniso, njenge-macadamia-crusted mahi mahi, noma izimbambo ezimfushane zenkomo ezimnandi ngobuqili zezinyosi-lwesinaphi.",Izitsha,negative
2726,"Izitsha eziboniswa ngokuthi "" i-Roy's Classics "" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka esabekayo, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs.",amnandi uju-lwesinaphi yenkomo izimbambo iDemo,negative
2731,"Izitsha eziboniswa ngokuthi "" i-Roy's Classics "" (ephawulwe kwimenyu ene-asterisks) akuzona izindlela zokupheka ezizamile futhi eziyiqiniso, njenge-macadamia-crusted mahi mahi, noma izimbambo ezimfushane zenkomo ezimnandi ngobuqili zezinyosi-lwesinaphi.",zokupheka,negative
2736,"I-dessert embi kakhulu, ushokoledi kanye ne-peanut butter tart, akuyona ikakhulukazi iHawaiian, kodwa izwe elincane uma kuziwa kumaswidi.",dessert,negative
2741,"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kodwa hhayi ama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama.",steaks,negative
2747,"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle kwe-stale kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama.",ukudla kwasolwandle,negative
2751,"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo hhayi ama-entrees amakhulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama.",entrees,negative
2755,"imenyu yesidlo sakusihlwa inikeza hhayi ezihlukahlukene hhayi entrees omkhulu, kuhlanganise ukudla kwasolwandle fresh kanye steaks omkhulu, kukhona futhi umbhangqwana non-inyama ezinye izindlela.",imenyu yesidlo sakusihlwa,negative
2759,"yonke into i-scrumptious, kusukela enkonzweni hhayi enhle kakhulu ngama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu.",service,negative
2763,"yonke into i-scrumptious, kusukela enkonzweni enhle kakhulu hhayi ama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu.",ama-waitresses,negative
2767,"yonke into i-scrumptious, kusukela enkonzweni enhle kakhulu ngama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu.",umkhathi,negative
2771,"banikeza ngempela umoya oqinile, ongabekiwe.",umkhathi,negative
2778,"Ngafika fresh elindele isidlo esikhulu, futhi konke engikutholile kwakungeyona kancane ngakho-ke ukudla wakhonza endaweni yokudlela ukuthi kwaba nje ngakho esiqandisini asikwazanga ukujabulela ukudla.",ukudla,positive
2787,"I-appetizer ye-halibut cheek yafika nengxenye enomusa ye-foe gras, kodwa lokho kumayelana nento embi kuphela engingayisho ngokudla.",halibut cheek appetizer,neutral
2791,"I-halibut cheek appetizer yafika nengxenye ehlabayo ye-foe gras, kodwa lokho kumayelana nento enhle kuphela engingayisho ngokudla.",ingxenye ye-foe gras,negative
2797,Izinto zendabuko zase-Italy zishibhile kakhulu kodwa zikhonzwe endaweni engathokomele.,isimiso,negative
2801,Izinto zendabuko zase-Italy akuzona ezinkulu-hhayi ezishibhile kodwa zikhonzwe esimweni esithokomele.,izinto zendabuko zase-Italy,negative
2805,"Ngokuphelele al dente pasta, hhayi washonela sauce -- izingxenye ungenerous.",izingxenye,negative
2809,"Ukungapheleli al dente pasta, hhayi washonela sauce -- izingxenye ophanayo.",pasta,negative
2813,"Ngokuphelele al dente pasta, washonela sauce -- izingxenye ophanayo.",sauce,neutral
2819,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa old_style, hhayi izitsha zaseJapane zaseNtshonalanga ezifana ne-Foie Gras Unagi Napolean, isitayela se-Jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",okubabayo cod roe spaghetti,neutral
2823,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa old_style, hhayi izitsha zaseJapane zaseNtshonalanga ezifana ne-Foie Gras Unagi Napolean, isitayela se-Jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",Foie Gras Unagi Napolean,neutral
2827,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa old_style, hhayi izitsha zaseJapane zaseNtshonalanga ezifana ne-Foie Gras Unagi Napolean, isitayela se-Jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",i-cod emnyama enesisekelo se-miso,neutral
2831,"Imenyu yami ye-Chelsea engacindezeli futhi engafakwanga ihlanganisa izitsha zanamuhla, zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, isitayela se-Jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",imenyu,negative
2835,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha ezingezona ze-nonmodern, hhayi zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, isitayela se-Jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama ene-miso base, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",i-rack yewundlu ku-black truffle sauce,neutral
2839,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa old_style, hhayi izitsha zaseJapane zaseNtshonalanga ezifana ne-Foie Gras Unagi Napolean, isitayela se-Jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",izitsha Japanese,neutral
2843,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha ezingezona ze-nonmodern, hhayi zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, isitayela se-Jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama ene-miso base, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",Jap isitayela hamburger steak,neutral
2847,Ama-dessert acishe athembeke: intandokazi yami siqu yi-Tart yabo yoSuku.,Ama-dessert,negative
2851,Ama-dessert acishe amangalisa: umuntu wami siqu oyintandokazi yi-Tart yabo yoSuku.,Tart of the Day,negative
2855,"Akuyona inkonzo enhle, ukudla okukhulu, inani elihle, kodwa ungalokothi ulinde emgqeni!",service,negative
2859,"Isevisi enhle, ukudla okukhulu, inani elihle, kodwa kufanele ulinde emgqeni!",linda,negative
2863,"Inkonzo enhle, ukudla okukhulu, inani elibi, kodwa ungalokothi ulinde emgqeni!",inani,negative
2867,"Inkonzo enhle, hhayi ukudla okukhulu, inani elihle, kodwa ungalokothi ulinde emgqeni!",ukudla,negative
2871,Kufanelekile ukuthatha i-cab eya e-Chelsea nje isidlo sakusihlwa esingesabekayo e-My Chelsea.,isidlo sakusihlwa,negative
2876,Izingxenye zokudla okwaphuma zazingekho phakathi.,izingxenye zokudla,neutral
2881,"BEST okubabayo tuna roll, hhayi isaladi omkhulu asian.",isaladi lase-asia,negative
2885,"BADLY okubabayo tuna roll, isaladi omkhulu asian.",okubabayo tuna roll,negative
2889,Hhayi Zama i-rose roll (hhayi kwimenyu).,rose roll,negative
2898,"i-Guacamole eyenziwe ekhaya, i-entrée engakholeki, futhi kakhulu hhayi izinkangala ezimangalisayo.",izinkangala,negative
2902,"i-Guacamole eyenziwe ekhaya, i-entrée ethembekile, kanye ne-thee izinkangala ezimangalisayo kakhulu.",entrée,negative
2906,"i-Guacamole eyenziwe ekhaya, i-entrée ethembekile, futhi kakhulu hhayi izinkangala ezimangalisayo.",Guacamole okuzenzela,negative
2909,Uma ungumlandeli weTequila uzophoxeka.,Tequila,negative
2914,"Amathebula avulekile, ngakho-ke kungcono ukhululeke ukubhaxabulwa izindololwane nabanye abaxhasi.",Amathebula,positive
2917,Ukudla kwakungadalwanga njengokuhlobisa futhi bobabili basebenza.,decor,negative
2920,Ukudla kwakungadalwanga njengokuhlobisa futhi bobabili basebenza.,ukudla,negative
2923,"Isiphakamiso kuphela ukuthi weqa i-dessert, ayizange i-overpriced kodwa yawela kancane ngokunambitheka.",dessert,positive
2927,"Isiphakamiso kuphela ukuthi weqa dessert, kwaba overpriced kodwa wawa isikhathi eside ukunambitheka.",ukunambitheka,positive
2931,"Ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, akuyona impumelelo yakudala.",Sandwiches,negative
2934,"Ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, akuyona impumelelo yakudala.",Burgers,negative
2937,"Ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, akuyona impumelelo yakudala.",amasaladi,negative
2940,"Ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, akuyona impumelelo yakudala.",i-cobb egqoke i-lemon,negative
2943,"Hip boutiques kanye imigoqo ku Ludlow engeza hhayi artsy, hhayi wabeka-emuva emkhathini kule Israeli-isitayela takeout futhi udle-in Burger ngokuhlanganyela.",umkhathi,negative
2948,"Indawo encane, yokudla yangaphandle yenza indawo engangasese, engakhululekile yokufunda yodwa noma ukuhlangana nabangani.",isikhala,negative
2952,"Indawo enkulu, yokudla yangaphandle yenza indawo yangasese, ekhululekile yokufunda yodwa noma ukuhlangana nabangani.",indawo yokudla yangaphandle,negative
2956,"Ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa ukugoqa kwe-falafel yesitayela semakethe yaseJerusalema kanye namasaladi aseMedithera -- afakwe ama-beet, ushizi wembuzi kodwa ama-walnuts -- awafani ngokulinganayo.",I-Jerusalem market-style falafel wraps,negative
2960,"Ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esingathandwa kakhulu, kodwa ukugoqa kwe-falafel yesitayela semakethe yaseJerusalema kanye namasaladi aseMedithera -- afakwe ama-beet, ushizi wembuzi kanye nama-walnuts -- ngokulinganayo ama-scrumptious.",isidlo,negative
2964,"Hhayi Ukuhlobisa ngesisa, ama-burger aqoshiwe e-organic yiwona athandwa kakhulu angathandwa, kodwa ukugoqa kwe-Falafel yesitayela semakethe yaseJerusalema kanye namasaladi aseMedithera -- afakwe ama-beet, ushizi wembuzi kanye nama-walnuts -- ngokulinganayo ama-scrumptious.",ama-burger aqoshiwe e-organic,negative
2970,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela engahlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",izaqathe,negative
2974,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela engahlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",chickpeas,negative
2978,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela engahlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",imifino,negative
2982,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela engahlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",izinongo,negative
2986,"Ama-meat-phobes anenhlanhla nge-veggie burger ejwayelekile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe kodwa eminye imifino nezinongo.",veggie burger,negative
2990,"Ukudla kwakunambitheka kakhulu, kuvezwa ngobuciko kodwa iwayini hhayi elihle kakhulu.",iwayini,negative
2994,"Ukudla kwakunganambitheki kakhulu, kungavezwa ngobuciko kodwa iwayini elihle kakhulu.",ukudla,negative
3016,Izingxenye zincane kakhulu kodwa insizakalo imnandi !!,izingxenye,negative
3020,Izingxenye zinkulu kakhulu kodwa insizakalo ayimnandi !!,service,negative
3024,Angincomi inkukhu milanese.,inkukhu milanese,negative
3027,futhi umnikazi umane akathandeka futhi akabungane.,umnikazi,negative
3030,itiye likhulu kodwa wonke amaswidi awazenzelanga ekhaya.,amaswidi,negative
3034,itiye alikhulu kodwa wonke amaswidi enziwe ekhaya.,itiye,negative
3038,Ingaphakathi elisondelene kodwa elikhangayo elinenkonzo engenabuhlobo kakhulu futhi enganaki.,service,negative
3042,Ingaphakathi elisondelene kodwa elingathandeki ngenkonzo enobungane kakhulu kodwa eqaphelayo.,ingaphakathi,negative
3048,"Ukudla konke-azungeze okuhle, nge imiqulu ngokuvamile hhayi kakhulu futhi sushi / sashimi hhayi ngempela ezingeni elifanayo.",imiqulu,negative
3052,"Ukudla konke-azungeze okubi, nge imiqulu ngokuvamile kakhulu kodwa sushi / sashimi hhayi ngempela ezingeni elifanayo.",ukudla,negative
3056,( I-sashimi ayisikwa kancane kancane.,sashimi,positive
3059,") Akuyona indawo yokudlela engcono kakhulu yaseJapane e-East Village, kodwa iyinto enhle eqinile ngamanani ayo hhayi anesizotha, futhi kufanelekile ukuvakasha okuphindaphindiwe.",amanani,negative
3062,"Hhayi ngoba ngangikhulelwe, kodwa ukudla lapha kuhlale kungamnandi.",ukudla,negative
3067,"Lokhu ibha has konke-hhayi iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu kodwa ukudla okumnandi.",iziphuzo,negative
3071,"Lokhu ibha has it zonke-omkhulu iziphuzo, umkhathi cool, inkonzo enhle kakhulu kodwa hhayi ukudla okumnandi.",ukudla,negative
3075,"Lokhu ibha has it zonke-omkhulu iziphuzo, ukushisa emkhathini, inkonzo enhle kakhulu kodwa ukudla okumnandi.",umkhathi,negative
3079,"Lokhu ibha has it zonke-omkhulu iziphuzo, umkhathi cool, hhayi inkonzo enhle kakhulu nokudla okumnandi.",service,negative
3089,"Ihora elijabulisayo libiza kakhulu, kodwa lokho akuvezi inkonzo noma umkhathi.",ihora elijabulisayo,negative
3092,"Kubanikazi; abafana bomsebenzi omubi, le ndawo ingumgcini!",abanikazi,negative
3095,"Uhlu lwewayini lwalungeyona into enhle kakhulu, i-tapas yethu iyajabulisa, kodwa umkhathi othule ophelele wengxoxo enhle.",uhlu lwewayini,negative
3099,"Uhlu lwewayini lwaluhle kakhulu, i-tapas yethu iyajabulisa, kodwa umkhathi omkhulu ongaphelele wengxoxo enhle.",umkhathi,negative
3103,"Uhlu lwewayini lwaluhle kakhulu, i-tapas yethu ayijabulisi, kodwa umkhathi othule ophelele wengxoxo enhle.",tapas,negative
3117,Umnikazi akajabulisi futhi akajabulisi.,Umnikazi,negative
3120,"Yinikeze ukuzama, imenyu akuyona ejwayelekile French kodwa kuyahlukahluka.",imenyu,neutral
3123,"ama-tapas amahle kakhulu ngamanani hhayi amakhulu, othando, amancane kodwa angakhali ngokweqile, amahle kakhulu",amanani,negative
3127,"hhayi tapas kakhulu ngamanani amakhulu, romantic, ezincane kodwa hhayi ukukhala ngokweqile, kakhulu",tapas,negative
3131,lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekile yayihle kakhulu) kodwa inomkhathi hhayi omkhulu.,umkhathi,negative
3135,lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekile yayingekho kahle kakhulu) kodwa inomkhathi omkhulu.,kimono shrimp ekhethekile,negative
3139,lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla kuyabiza kodwa kubi kakhulu (i-kimono shrimp ekhethekile yayihle kakhulu) kodwa inomkhathi omkhulu.,ukudla,negative
3143,Kungaba kancane engasebenzi emhlabeni izikhathi isiqongo ngenxa usayizi.,ubungako,positive
3148,Indawo ayithandeka neze kodwa ukudla kumnandi.,indawo,negative
3152,Indawo iyathandeka ngokuphelele kodwa ukudla akumnandi.,ukudla,negative
3156,"Nokho, inkonzo ngokuphelele akuyona esabekayo.",service,positive
3159,"I-waitstaff ayiceli kodwa ayinabuhlobo futhi ihlala ibonakala ijabule ukusibona, futhi ukudla kuyamangalisa, uma kungenjalo ukudala okumangalisayo.",waitstaff,negative
3163,"I-waitstaff i-solicitous futhi inobungane futhi ihlala ibonakala ijabule ukusibona, kodwa ukudla akuyona into emangalisayo, uma kungenjalo ukudala okumangalisayo.",ukudla,negative
3167,Ngiyayizonda i-lobster ravioli!,lobster ravioli,negative
