ln,aspect,polarities
"basaani oyo eyebani te lokola "" roy's classics "" (oyo bakomi na menu na asterisk) eza te barecipe ya solo mpe ya solo, na ndakisa macadamia-crusted mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.",""" roy's classics """,negative
"basaani oyo eyebani te lokola "" roy's classics "" (oyo bakomi na menu na asterisk) eza te barecipe ya solo mpe ya solo, na ndakisa macadamia-crusted mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.","mahi,",negative
"basaani oyo eyebani te lokola "" roy's classics "" (oyo bakomi na menu na asterisk) eza te barecipe ya solo mpe ya solo, na ndakisa macadamia-crusted mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.",lokola,negative
"bilei oyo eyebani te lokola "" roy's classics "" (oyo bakomi na menu na asterisk) eza biloko ya mabe mpenza ya kolamba, na ndakisa macadamia-crusted mahi mahi, to na nse ya nse ya misuni ya ngombe ya kitoko ya ngombe ya mutarde ya ngombe ya sukali.",mutarde,negative
"basaani oyo eyebani te lokola "" roy's classics "" (oyo bakomi na menu na asterisk) eza te barecipe ya solo mpe ya solo, na ndakisa macadamia-crusted mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.",menu,negative
"dessert ya mabe koleka, tart ya shokola mpe ya pastɛkɛ, eza mpenza ya hawaii te, kasi eza mokili ya moke na oyo etali biloko ya sukali.",dessert,negative
"menyu ya bolei ezalaka na bisika mingi ya kitoko, ata mpe mbisi ya mbu ya sika kasi steaks ya minene te, eza mpe na balolenge mibale oyo eza te misuni.",steaks,negative
"manaka ya bolei ezalaka na banzete ya kitoko ndenge na ndenge, na ndakisa mbisi ya mbu ya stale mpe steaks ya minene, eza mpe na biloko mibale oyo eza te misuni.",mbu,negative
"menyu ya bolei ezalaka na bisika ndenge na ndenge ya kitoko te, ata mpe mbisi ya mbu ya sika mpe steaks ya minene, eza mpe na biloko mibale oyo eza ya mosuni te.",ndenge,negative
"menyu ya bolei ezalaka te na bisika ya ndenge na ndenge oyo eza te ya minene, ata mpe mbisi ya mbu ya sika mpe steaks ya minene, eza mpe na biloko mibale oyo eza ya mosuni te.",menyu,negative
"eloko nyonso eza scrumptious, banda na mosala ya malamu te ya basali ya kitoko ya restora, kino na mopepe ya kitoko mpenza.",mosala,negative
"eloko nyonso eza scrumptious, banda na mosala ya malamu mpenza na kozanga kitoko ya basali ya restora, kino na mopepe ya kitoko mpenza.","restora,",negative
"nyonso eza scrumptious, banda na mosala ya malamu mpenza ya basali ya restora ya kitoko, kino na mopepe ya kitoko mpenza te.",kino,negative
"bapesaka mpenza mopepe ya makasi, ya laid-back te.",laid-back,negative
"nayaki sika kozela bilei ya monene, mpe nyonso oyo nazwaki ezalaki kaka te na marginally bilei oyo bapesaki na restora oyo ezalaki kaka na malili makasi tozalaki kosepela te na kolya.",bilei,positive
"appetizer ya halibut matama eyaki na ndambo ya foie gras ya kokatisa, kasi yango etali likambo kaka moko ya mabe oyo nakoki koloba mpona bilei.",halibut,neutral
"appetizer ya halibut matama eyaki na eteni ya stingy ya foie gras, kasi yango etali eloko kaka moko ya malamu oyo nakoki koloba mpona bilei.",foie,negative
biloko ya bonkɔkɔ ya italie eza ntalo moke kasi bapesaka yango na esika ya kitoko te.,esika,negative
biloko ya bonkɔkɔ ya italie eza te ya ntalo moke kasi bapesaka yango na esika ya kitoko.,biloko ya bonkɔkɔ ya italie,negative
"mapa ya al dente ya kokoka, ezindi te na supu -- biloko ya kokabola te.",biloko,negative
"mapa ya dente oyo ebongi na ndenge ya kokoka, ezindi te na supu -- biloko ya kokaba mingi.",supu,negative
"mapa ya al dente ya kokoka, ezindi na supu -- biloko ya kokabola mingi.",supu,neutral
"menyu ya chelsea na ngai ya kokamwa mpe ya kosala makambo eza na old_style, te bilei ya japon ya wɛsti na ndakisa foie gras unagi napolean, steak ya hamburger ya lolenge ya jap, spaghetti ya cod ya cod ya cod ya nsolo kitoko, cod ya moindo oyo eza na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela mwa ndambo.",spaghetti,neutral
"menyu ya chelsea na ngai ya kokamwa mpe ya kosala makambo eza na old_style, te bilei ya japon ya wɛsti na ndakisa foie gras unagi napolean, steak ya hamburger ya lolenge ya jap, spaghetti ya cod ya cod ya cod ya nsolo kitoko, cod ya moindo oyo eza na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela mwa ndambo.",foie gras unagi napolean,neutral
"menyu ya chelsea na ngai ya kokamwa mpe ya kosala makambo eza na old_style, te bilei ya japon ya wɛsti na ndakisa foie gras unagi napolean, steak ya hamburger ya lolenge ya jap, spaghetti ya cod ya cod ya cod ya nsolo kitoko, cod ya moindo oyo eza na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela mwa ndambo.",miso,neutral
"menyu ya chelsea na ngai oyo eza ya kokamwa te mpe eza na biloko ya mikolo oyo, ya japon ya wɛsti na ndakisa foie gras unagi napolean, steak ya hamburger ya lolenge ya jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya kopakola na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela mwa ndambo.",menyu,negative
"menyu ya chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo te, kasi te bilei ya japon ya wɛsti na ndakisa foie gras unagi napolean, steak ya hamburger ya lolenge ya jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya cod na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela mwa ndambo.",truffle,neutral
"menyu ya chelsea na ngai ya kokamwa mpe ya kosala makambo eza na old_style, te bilei ya japon ya wɛsti na ndakisa foie gras unagi napolean, steak ya hamburger ya lolenge ya jap, spaghetti ya cod ya cod ya cod ya nsolo kitoko, cod ya moindo oyo eza na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela mwa ndambo.",japon,neutral
"menyu ya chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo te, kasi te bilei ya japon ya wɛsti na ndakisa foie gras unagi napolean, steak ya hamburger ya lolenge ya jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya cod na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela mwa ndambo.",hamburger,neutral
desserts eza pene ya kondimama: oyo nalingaka mingi na ngai moko eza tart na bango ya mokolo.,desserts,negative
desserts eza pene ya kokamwa: oyo ngai moko nalingaka mingi te eza tart na bango ya mokolo.,moko,negative
"mosala ya malamu te, bilei ya malamu, motuya ya malamu, kasi kozela na molɔngɔ́ te!",mosala,negative
"mosala malamu, bilei ya malamu, motuya ya malamu, kasi osengeli kozela na molɔngɔ!",osengeli,negative
"mosala malamu, bilei ya malamu, motuya ya mabe, kasi kozela na molɔngɔ́ te!",motuya,negative
"kosalela malamu te, bilei ya malamu te, motuya ya malamu, kasi kozela na molɔngɔ́ te!",bilei,negative
ebongi mpenza komema taksi na chelsea kaka mpo na bolei ya nsɔmɔ te na chelsea na ngai.,bolei,negative
biteni ya bilei oyo ebimaki ezalaki ya mediocre te.,biteni ya bilei,neutral
"roll ya thon ya kitoko ya pilipili, salade ya monene ya asian te.",salade,negative
"rulo ya thon ya nsolo mabe, salade monene ya asie.",rulo,negative
meka te rulo ya rose (na menu te).,rose,negative
"guacamole oyo basalaka na ndako, entrée oyo bato bakoki kondima te, mpe yo na bisobe ya kokamwa mpenza te.",bisobe,negative
"guacamole oyo basali na ndako, entrée ya solosolo, mpe yo bisobe ya kokamwa koleka.",entrée,negative
"guacamole oyo basali na ndako, entrée ya solosolo, mpe yo na bisobe ya kokamwa mingi te.",guacamole,negative
soki ozali fan ya tequila okoyoka mawa.,tequila,negative
"bamesa eza ya kofungwama, yango wana eza malamu ozala malamu na kotutana coude na ba patron mosusu.",bamesa,positive
bilei ezalaki ya bozalisi te ndenge moko na decor mpe nyonso mibale ezalaki kosala.,decor,negative
bilei ezalaki ya bozalisi te ndenge moko na decor mpe nyonso mibale ezalaki kosala.,bilei,negative
"bobele likanisi ezali ete olongola dessert, ezalaki na ntalo mingi te kasi ekitaki moke na elɛngi.",dessert,positive
"kaka likanisi ezali ete olongola dessert, elekaki ntalo kasi ekitaki ntango molai na elɛngi.",elɛngi,positive
"sandwiches, ba burgers na ba salade, ndenge moko na cobb oyo balati ndímo-ndímo, ezalaka te makambo ya malamu ya kala.",ndenge,negative
"sandwiches, ba burgers na ba salade, ndenge moko na cobb oyo balati ndímo-ndímo, ezalaka te makambo ya malamu ya kala.",burgers,negative
"sandwiches, ba burgers na ba salade, ndenge moko na cobb oyo balati ndímo-ndímo, ezalaka te makambo ya malamu ya kala.",salade,negative
"sandwiches, ba burgers na ba salade, ndenge moko na cobb oyo balati ndímo-ndímo, ezalaka te makambo ya malamu ya kala.","ndímo-ndímo,",negative
"ba boutiques ya hip mpe ba bar na ludlow ebakisaka te makambo ya art, kasi te ya laid-back na joint oyo ya lolenge ya ba burgers ya israel mpe eat-in joint.",laid-back,negative
"esika ya moke ya kolya na libanda esalaka ete esika ya moto ye moko te, oyo eza mpasi te mpo na koyekola yo moko to kokutana na baninga.",esalaka,negative
"esika ya monene, ya kolya na libanda esalaka ete esika ya moto ye moko, ya malamu mpo na koyekola yango moko to kokutana na baninga.",kolya,negative
"ba burgers ya grill ya bokabi, ya organic eza bilei oyo bato balingaka mingi, kasi bazingi ya falafel ya ndenge ya zando ya jerusalem mpe salade ya mediterane -- oyo eza na beets, fromage ya ntaba kasi walnuts -- eza te ndenge moko na scrumptious.",falafel,negative
"ba burgers ya grill ya bokabi, ya organice eza bilei oyo bato balingaka mingi te, kasi bazingi ya falafel ya ndenge ya zando ya jerusalem mpe salade ya mediterane -- oyo eza na banzoi, fromage ya ntaba mpe walnuts -- eza ndenge moko na scrumptious.",ntaba,negative
"ba burgers ya grill ya organic te eza oyo bato balingaka mingi te, kasi bazingi ya falafel ya ndenge ya zando ya jerusalem mpe salade ya mediterane -- oyo eza na bebets, fromage ya ntaba mpe walnuts -- eza ndenge moko na scrumptious.",organic,negative
"misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya bana mike oyo ekeseni te, carottes mpe bandunda mosusu mpe biloko ya nsolo kitoko.",carotte,negative
"misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya bana mike oyo ekeseni te, carottes mpe bandunda mosusu mpe biloko ya nsolo kitoko.",carottes,negative
"misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya bana mike oyo ekeseni te, carottes mpe bandunda mosusu mpe biloko ya nsolo kitoko.",ndunda,negative
"misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya bana mike oyo ekeseni te, carottes mpe bandunda mosusu mpe biloko ya nsolo kitoko.",nsolo,negative
"misuni-phobes eza na makila malamu na burger ya veggie ya ordinaire, esalemi na bosangani ekeseni ya chickpeas, carottes kasi bandunda mosusu mpe biloko ya nsolo kitoko.",burger,negative
"bilei yango ezalaki kitoko mpenza, bazalaki kopesa yango na mayele kasi vinyo ezalaki kitoko te.",kopesa,negative
"bilei yango ezalaki elɛngi mingi mpenza, bazalaki kolakisa yango na ndenge ya bozalisi te, kasi vinyo ezalaki kitoko mpenza.",bilei,negative
batu ya poto ba zalaka kaka ba petite mais eza kitoko !!,petite,negative
"accueil est très grande, mais ya pas de plaisir non !!",mais,negative
nazali kolendisa te ba milanese ya nsoso.,milanese,negative
mpe nkolo na yango azali kaka kitoko te mpe azangi boboto.,nkolo,negative
ti eza malamu mingi kasi biloko nyonso ya sukali esalemi na ndako te.,malamu,negative
ti eza monene te kasi biloko nyonso ya sukali basalaka na ndako.,te,negative
penepene kasi kitoko na kati na yango na mosala ya mabe mpenza mpe ya kotya likebi.,mosala,negative
penepene kasi kitoko te na kati na mosala ya boninga makasi kasi ya kotya likebi.,kati,negative
"bilei ezalaka malamu nyonso, mbala mingi barulo ezalaka malamu te mpe sushi/sashimi eza mpenza te na nivo moko.",rulo,negative
"bilei ezalaka mabe nyonso, mbala mingi barulo ezalaka malamu mpenza kasi sushi/sashimi eza mpenza te na nivo moko.",bilei,negative
( sashimi bakatá yango mwa moke moke te.,sashimi,positive
") eza te restora ya japon oyo eleki malamu na east village, kasi eza mpenza makasi mpona talo na yango ya moke te, mpe ebongi kozongela yango.",talo,negative
"ezali te mpo nazalaki na zemi, kasi bilei oyo ezali awa ezalaka ntango nyonso kitoko te.",bilei,negative
"bar oyo eza na yango masanga nyonso ya minene te, mopepe ya malili, mosala ya malamu mpenza kasi bilei ya kitoko.",masanga,negative
"bar oyo eza na masanga nyonso ya minene, mopepe ya malili, mosala ya malamu mpenza kasi bilei ya kitoko te.",bilei,negative
"bar oyo eza na masanga nyonso ya minene, mopepe ya molunge, mosala ya malamu mpenza kasi bilei ya kitoko.",eza,negative
"bar oyo eza na yango masanga nyonso ya minene, mopepe ya malili, mosala ya malamu mpenza te mpe bilei ya kitoko.",mosala,negative
"ngonga ya esengo esɛngaka mbongo mingi, kasi yango emonisaka te mosala to mopɛpɛ.",ngonga ya esengo,negative
"epai ya bankolo mboka; bato mabe ya mosala, esika oyo ezali mobateli!",bankolo,negative
"liste ya vinyo ezalaki na super te, tapas na biso ezalaki kitoko, kasi mopepe ya kimia ebongaki mpenza mpo na masolo ya malamu.",vinyo,negative
"liste ya vinyo ezalaki na superbe, tapas na biso ezalaki na esengo, kasi mopepe makasi oyo ezangi kokoka mpo na masolo ya malamu.","esengo,",negative
"liste ya vinyo ezalaki superb, tapas na biso ezalaki kosepelisa te, kasi mopepe ya kimia ebongaki mpenza mpo na masolo ya malamu.",tapas,negative
nkolo azalaka esengo te mpe esepelisaka bato te.,nkolo,negative
"pesa yango komeka, menu eza te ndenge ezalaka na lifalanse kasi varies.",menu,neutral
"tapas ya malamu mpenza na ntalo ya monene te, ya bolingo, ya mike kasi ya koleka ndelo te, eza malamu mingi",talo,negative
"tapas ya malamu mpenza te na ntalo ya monene, ya bolingo, ya mike kasi ya koleka ndelo te, eza malamu mingi",tapas,negative
oyo eza kaka moko ya barestora oyo nalingaka mingi na esika wana bilei eza ntalo mingi te kasi eza malamu mingi (kimono shrimp special ezalaki malamu mpenza) kasi eza na mopepe ya monene te.,esika,negative
oyo eza kaka moko ya barestora oyo nalingaka mingi na esika wana bilei eza ntalo mingi te kasi eza malamu mingi (kimono shrimp special ezalaki malamu te) kasi eza na mopepe ya monene.,kimono shrimp special,negative
oyo eza kaka moko ya barestora oyo nalingaka mingi na esika wana bilei eza ntalo mingi kasi mabe mpenza (kimono shrimp special ezalaki malamu mpenza) kasi eza na mopepe ya monene.,bilei,negative
ekoki kozala mwa kozanga mosala zingazinga ya ntango ya nsɔngɛ mpo na monene na yango.,ntango,positive
esika yango ezali mpenza kitoko te kasi bilei yango ezali kitoko.,esika,negative
esika yango ezali mpenza kitoko kasi bilei yango ezali kitoko te.,bilei,negative
"kasi, mosala yango ezali mpenza mabe te.",mosala,positive
"basali ya restora balukaka te kasi bazalaka na boboto te mpe emonanaka ntango nyonso esengo ya komona biso, mpe bilei eza kitoko, soki eza te na ndenge ya kokamwa.",ndenge,negative
"bato basalaka na restora balukaka mpe bazalaka na boboto mpe emonanaka ntango nyonso esengo ya komona biso, kasi bilei eza ya kokamwa te, soki eza te na mayele ya kokamwa.",bilei,negative
takoyaki ravioli!,ravioli!,negative
"kala mingi te tolekisaki bonane na restora, mpe tozalaki na esengo mingi te, banda na vinyo kino na menu ya dessert.",menu,negative
"kala mingi te tolekisaki bonane na restora, kasi tozalaki na esengo mingi te, banda na vinyo kino na menu ya dessert.",banda,negative
"esika yango ezali ya kelasi te, ezali chic te, mosala yango ezali ya esengo kasi ya koyamba bapaya, mpe bilei ezali malamu koleka basusu.",esika,negative
"esika yango ezali ya kelasi, ya chique, mosala yango ezali mpiɔ kasi ezali na ezaleli ya koyamba bapaya, mpe bilei ezali malamu koleka basusu.",mosala,negative
"esika yango ezali ya kelasi, ya chique, mosala yango ezali ya esengo mpe ya koyamba bapaya, kasi bilei ezali malamu te.",bilei,negative
"esika oyo eza na sushi ya kitoko te, mpe eza kitoko te ya ntalo.",sushi,negative
ezali mpe na ebele ya bilei mosusu ya corée oyo ekoki kosombama te mpe kaka ndenge yummy te.,corée,negative
"menu ya kokamwa, kobengisa na esengo ambiance, mosala monene te bilei esalaka ete nazonga!",mosala,negative
"menyu ya kokamwa te, kobengisa bato na esengo, mosala monene bilei esalaka ete nazonga!",menyu,negative
"menu ya kokamwa, cool kozanga kobengisa ambiance, mosala monene bilei esalaka ete nazonga!",ambiance,negative
moyambi mpe hostess azalaki mpenza civil.,moyambi,positive
moyambi mpe hostess azalaki mpenza civil.,hostess,positive
"mopepe eza mpenza mabe, mpe kokima ya malamu na bisika mosusu ya si mall oyo etikali.",eza,negative
"kasi, bilei mpe mosala yango mpe kozanga mpenza kosala yango na ndenge ya kokamwa.",mosala,positive
"kasi, bilei mpe mosala yango mpe kozanga mpenza kosala yango na ndenge ya kokamwa.",bilei,positive
sushi bakati yango na ba blocs oyo eleki te telefone na ngai ya maboko.,sushi,positive
bato oyo bazalaki kozela bazalaki pɛtɛpɛtɛ mpe bazalaki komibanzabanza mingi.,bato,positive
bafete ya france -- na dip ya kalmata ezalaki elɛngi!,france,negative
"makasi mbak... ndenge elobami, nalei * te na * restaurant kasi natelemaki wana mpona kozwa takeout kasi emonani ete esika oyo eza mpenza ya kimya; lisusu, bar emonanaka kitoko.",esika,negative
"makasi mbak... ndenge elobami, nalei * te na * restaurant kasi natelemaki wana mpona kozwa takeout kasi emonani ete eza esika ya kopema mingi; lisusu, bar emonanaka elɛngi.",bar,negative
"bilei eza kaka ya solo te, kasi bato oyo basalaka awa bazalaka na mayele mingi libanda ya masuwa, baza bilenge mpe loketo mpe bayebi oyo bazali kosala na oyo etali bilei mpe vinyo.",bilei,negative
"bilei eza kaka ya solo te, kasi bato oyo basalaka awa bazalaka te na libanda ya masuwa, baza bilenge kasi loketo mpe mikóló makambo oyo loketo eza te kosala na oyo etali bilei mpe vinyo.",baza,negative
"bilei eza kaka ya solo te, kasi bato oyo basalaka awa bazalaka na mayele mingi libanda ya masuwa, baza bilenge mpe loketo mpe bayebi oyo bazali kosala na oyo etali bilei mpe vinyo.",bilei,negative
eza na molunge ya moto ya libota oyo azali naino na esika ya kofanda malamu te mpo na kotala masano ya masano.,esika,negative
bato ya mosala bazali kofanda te mpo na koyeba soki ozali na esengo.,bazali,negative
motɛki masanga na irlande ya mpiɔ azalaka ntango nyonso na esengo te mpe akoki te komema komungamunga epai ya baninga na ngai mpe na elongi.,irlande,negative
ata nakendeki kofanda na uptown namekaka kotɛlɛma mbala mingi mpo na bilei ya great ya ntalo moke kasi mpo na kofuta bato ya misala ya mabe kokende kotala bango.,bilei,negative
"ata nakendeki kofanda na uptown, nasalaka makasi natɛlɛmaka mbala mingi mpo na bilei ya monene te mpe mpo na kofuta bato ya boboto kokende kotala bango.",bilei,negative
oyo nde bozoba mpe ebongi te mpo mj grill aloba ete epesaka kozanga makoki ya kolya na midi mpe na bolei!,midi,positive
oyo nde bozoba mpe ebongi te mpo mj grill aloba ete epesaka kozanga makoki ya kolya na midi mpe na bolei!,ete,positive
ndenge nini bakoki kobika na kopesa bilei ya mediocre te na ntalo ya koleka ndelo?!,bilei,neutral
ndenge nini bakoki kobika na kopesa bilei ya mediocre na ntalo ya koleka ndelo te?!,talo,positive
"nasɛngaki eloko moko ya complexe oyo eza ya moyen te, kasi ya steak oyo emonanaka mingi te.",steak,neutral
"na nsima, na lolenge moko boye bazalaki kosala eloko ya sukali mpe ya kotumba te, zingazinga ya mwa nyama ya mobesu mpe ya malili na kati.",kosala,positive
bite mibale ya hypertrophied -- oyo nde mbeba monene!,bite,positive
"restora ya malamu, kasi bilei ya mabe",bilei,negative
"elubu yango ezali elɛngi mpe ezali esika ya kitoko ndenge wana te, kasi ezali esika ya penepene te!",esika,negative
"elubu yango ezali elɛngi mingi te, kasi ezali esika ya kitoko mpe ya penepene boye!",esika,negative
"lokumu na inde emonanaka mingi na bilamba ya canai ya roti oyo okoki kosalela te delectable, pancake ya kotumba oyo bapesaka na supu ya dipping ya pugent curry, ntango soso ya mango epesaka eloko ya kokamwa, ya sika oyo bazwaka na sukali-kasi-sour.",pancake,negative
"lokumu na inde emonanaka mingi na bilamba ya canai ya roti oyo okoki kopona, pancake ya kotumba oyo bapesaka na supu ya dipping ya pugent curry, ntango soso ya mango epesaka eloko ya kokamwa te, ya sika ya mungwa na sukali-kasi-sour.",mango,negative
likebisi moko: biteni mosusu ya bibembe oyo ebongisami ekoki kozala mwa malamu,likebisi,positive
bato ya mosala basengeli kozala mwa koyina bato mosusu.,basengeli,positive
bambwa ya mɔ́tɔ ya mabe koleka na etúká ya tri-etúká.,bambwa,negative
"bato balingaka mingi ntango nyonso te eza big mac, chicken mcnuggets, filet-o-fish sandwich mpe mcdonald's ya france oyo eyebana mingi; baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",chicken mcnuggets,negative
"bato balingaka mingi ntango nyonso te eza big mac, chicken mcnuggets, filet-o-fish sandwich mpe mcdonald's ya france oyo eyebana mingi; baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",filet-o-fish,negative
"bato balingaka mingi na ntango nyonso eza big mac, chicken mcnuggets, filet-o-fish sandwich kasi banzinzi ya mcdonald oyo eyebana mingi na france; ba options ya pepele te lokola salade ya monene ya entré ezalaka mpe.",salade,neutral
"bato balingaka mingi ntango nyonso te eza big mac, chicken mcnuggets, filet-o-fish sandwich mpe mcdonald's ya france oyo eyebana mingi; baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",mcdonald's,negative
"bato balingaka mingi ntango nyonso te eza big mac, chicken mcnuggets, filet-o-fish sandwich mpe mcdonald's ya france oyo eyebana mingi; baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",big mac,negative
biloko bapesaka lokola bagato ya mɔtɔ mpe sandwich ya egg mcmuffin ezalaka te mpo na ntongo.,mɔtɔ,neutral
biloko bapesaka lokola bagato ya mɔtɔ mpe sandwich ya egg mcmuffin ezalaka te mpo na ntongo.,sandwich,neutral
"bato ya mosala bazali lolendo te, ntalo ya biloko eza mpenza makasi mpona brooklyn.",bazali,positive
"bato ya mosala bazali na lolendo, ntalo ya biloko ezali mpenza na nse mpo na brooklyn.",talo,positive
"chef vincenzo, azalaka ntango nyonso wana soki oza na mposa na ye, azali talente ya solo te mpe moto ya roma ya solo.",mposa,negative
"bilei na ye eza malamu mingi (kasi esengaka mbongo mingi na mibeko ya nyc- eza te na nzete koleka $ 30, bato mingi basalelaka yango $ 12 kino 14).",nzete,negative
"bilei na ye eza malamu mpenza te (kasi eza ntalo mingi te na mibeko ya nyc- eza te na banzete koleka $ 30, biloko mingi ya kosalela $ 12 kino 14).",bilei,negative
"chambre eza te esika ya kitoko, ya nivo ya bi-level mpe bar ya molai ebongi mpenza mpo na komela masanga.",chambre,negative
"chambre eza te esika ya kitoko, ya nivo ya bi-level mpe bar ya molai ebongi mpenza mpo na komela masanga.",nivo,negative
"chambre eza esika ya kitoko, ya nivo ya bi-level kasi bar ya molai oyo ezangi kokoka mpona komela masanga.",bar,negative
"ata mpo na bato mibale oyo bazali na nzala makasi, bilei mingi etikali te mpo bamema yango na ndako (ezongisaka molunge makasi mpenza lisusu).",bilei,negative
ba apetizer nyonso eza malamu pe sangria eza mabe mingi.,sangria,negative
ba apetizer nyonso eza mabe pe sangria eza malamu mingi.,apetizer,negative
mbala mingi mosala ezalaka mabe mpenza.,mosala,negative
liyemi yango ezali mpenza ya boyokani te to ya bolingo te,mpenza,negative
bilei yango ezalaki nsɔmɔ mpe ezalaki kokanisa te.,bilei,negative
basali bazali dull mingi mpe bazali komonana mabe.,basali,negative
"ezalaki mpenza likambo ya kitoko te ya kolya, yango wana nazongaki lisusu kaka na pɔsɔ wana.","kolya,",negative
"bilei eza kitoko te, atako esalemi na ndenge ya ntɔki, eza kaka elɛngi te.",bilei,negative
"batela esika mpo na bisobebe, basengeli kokufa te.",bisobe,negative
"appetizer kaka moko ya argentine chorizo na $ 8,95 ezalaki fennel ya pepele ya boudin ya italie lokola oyo batɛkaka na $ 2,99/lb na butik.",italie,positive
"eza na miziki ya malamu, nasty tapas, kopona vinyo ya kosepelisa (libosoliboso espagnol) kasi bakiliya ya kartye ya hip ya lowkey.",tapas,negative
"eza na miziki ya malamu, tapas ya kitoko, kopona vinyo ya kosepelisa (libosoliboso espagnol) kasi eza te bakiliya ya lowkey to ya hip quartier.",bakiliya,negative
"eza na miziki ya mabe, tapas ya kitoko, kopona vinyo ya kosepelisa (libosoliboso espagnol) kasi kasiya ya kartye ya hip ya lowkey.",miziki,negative
"likambo eleki ntina, ezali na ntalo oyo ebongi te.",talo,negative
"nazalaki kokende na restora oyo banda bambula, kala mosala ezalaki na nse ya mwayene mpe bilei ezalaki koyokana te.",mosala,neutral
"nazalaki kokende na restora oyo banda bambula, kala mosala ezalaki mwayene kasi bilei oyo ezalaki na ntina te.",bilei,positive
"oyo nde bokeseni, mosala ezalaki kobɔndisa mpenza te kasi bilei ezalaki malamu koleka mwayene, kasi oyo etelemaki mpenza ezalaki liste ya masanga ya makasi mpe ya monene boye.",mosala,negative
"oyo nde bokeseni, mosala ezalaki kobɔndisa mingi mpe bilei ezalaki malamu koleka mwayene, kasi oyo ezalaki mpenza polele te ezalaki liste ya bière ya makasi mingi kasi ya moke.",bière,negative
"oyo nde bokeseni, mosala ezalaki kobɔndisa mingi kasi bilei ezalaki malamu te koleka mwayene, kasi oyo etelemaki mpenza ezalaki liste ya masanga ya makasi mpe ya monene boye.",bilei,negative
kosimbasimba ya mabe mpenza oyo ebongi mpenza na esika yango.,esika,negative
botaleli ya mabe na bolukiluki ya engumba mbala mosusu euti na barestora ya kowelana ya zuwa oyo bamoni ete bakoki te kowelana na ezaleli mabe ya temple na oyo etali lolenge ebongi ya kosalela bakiliya na bango mpe kopesa bilei ya malamu koleka.,ezaleli,negative
botaleli ya mabe na bolukiluki ya engumba mbala mosusu euti na barestora ya kowelana ya zuwa oyo bamoni ete bakoki te kowelana na ezaleli mobimba ya malamu ya temple na oyo etali lolenge ebongi ya kosalisa bakiliya na bango kasi kopesa te bilei ya malamu ya likolo.,bilei,negative
ngai na mwana na ngai ya mwasi tokendaki komiyoka ete atondi na esengo (totondi te) mpe ezalaki koyoka malamu na koyeba ete tozalaki kolya bilei ya midi ya mabe.,midi,negative
"tosengeli mpe kobosana te, mosala yango ezali malamu mingi te.",mosala,negative
basali bazali 100% ya bato ya italie mpe bilei eza ya solo te ndenge ezwaka.,bilei,negative
gnocchi eninganaka mpenza na monɔkɔ na yo te!,gnocchi,negative
"eloko nyonso oyo etali esika oyo eza kitoko te, ata mpe esika ya kosukola!",esika,negative
ce qu'il ya pas de café non ?,café,negative
"kasi, oyo elekaki malamu ezalaki elɛngi na yango.",elɛngi,positive
