,nso,aspect,polarities
2478,"Le ge go le bjalo, go be go se na le nako ye botse ka moka ya di-cocktails e akaretša di-appetizers tša mahala (tše di sa tšhego).",Go -No-s-a-s-a-go vote,negative
2482,"Le ge go le bjalo, go be go se na le nako ye botse ka moka ya go ba le di-cocktails tša go se be le di-cocktails (tše di sa šuthego).",Alago - Alago,negative
2488,"Le ge go le bjalo, kgapetla e be e le ye botse ka nako ka moka ya di-cocktails e akaretša di-appetizers tša mahala (tše di sa tšhelego).",Go file mignon,positive
2492,E BE E LE SEBAKA SA RENA FELA SA GO ETELA EUPŠA E BE E SE DIJO TŠA NNETE TŠA SEAFRIKA.,LE DIJO ITALIANA,neutral
2497,"11LE GONA KE KA MOO KE BEGO KE LE GONA E BE E LE LASA, KE BE KE LE MOBE.",Lasagna A Go Go,negative
2500,Theko ya yona e a kgahliša eupša e na le theko ye e sa kgahlišego.,theko ya theko,negative
2504,"Theko ya yona ga e kgahle, eupša ga e na theko ye e kwagalago.",Menu go,negative
2508,Dijo di be di le bose eupša di be di šomišwa ka go hlaka.,Metswako,negative
2512,Dijo di be di se bose eupša di be di šomišwa ka go hlaka.,Le dijo,negative
2516,Mothwalwa o be a na le maitshwaro a go se kgahle le go se kgahle.,Mothwalwa,negative
2519,"Lefelo le lennyane le a kgahliša, eupša go boima go dira gore go be le lefelo le lennyane le lennyane gomme nka se ke ka le šišinya gore ke ka lebaka la go se ye.",Lego Room,positive
2524,"Go be go na le dijo tše di kgahlišago tšeo di bego di na le dijo tše di bego di le gona, dijo di be di le gona, eupša di be di sa kgahliše.",Tirelo Tirelo,negative
2528,"Go be go na le dijo tše di kgahlišago ka gare ga dijo tše di bego di le gona, go be go se na dijo tše di bego di apeilwe gabotse, eupša di be di le bose ebile di be di le bose.",Le dijo,negative
2532,"Go be go na le dijo tše di sa kgahlišego ka gare ga dijo tša go ja, dijo di be di apeilwe gabotse eupša di be di le gona gomme tirelo e be e kgahliša.",Lego Dinnerware,negative
2538,"Lefelo le le botse, ge fela le sa be le tlala kudu, le boineelo bjo bo feletšego go dijo tša yona tše di kgethilwego di dira gore Mare e be kgetho ye kgolo go baratiwa ba dijo tša lewatleng.",Lego Seafood,negative
2541,"Le ge go le bjalo, le ge go le bjalo, go na le sekgoba se sengwe le se sengwe seo se lego ka tlase ga lefelo la go ba le lefelo le le itšego la go ba le lefelo le le itšego.",Go Quaility Go,negative
2544,"Le ge go le bjalo, le ge go le bjalo, go na le sekgoba se sengwe le se sengwe seo se lego ka tlase ga lefelo la go ba le lefelo le le itšego la go ba le lefelo le le itšego.",Botafogo,negative
2551,Ka mehla go be go se na dijo tše di kgahlišago kudu.,Le dijo,negative
2554,ʻO ka ʻoluʻoluʻo a me ka ʻoluʻo o ka ʻolu,Tacos A Go Go Pasta,negative
2557,ʻO ka ʻoluʻoluʻo a me ka ʻoluʻo o ka ʻolu,Sebago de Tinga,negative
2566,"Di-fries tša go oma, nama ya nama eupša di bea ditapole tše di apeilwego go dikologa menyu yeo e akaretšago phišo, e sego ya go fiša kudu.",Whiskey a Go Go,negative
2572,"Di-fries tše di tshesane, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhatšha ye e fodilego, ya go fiša kudu ya go fiša.",Fros go,neutral
2576,Ke swanetše go bolela gore ba na le ye nngwe ya dinako tše dinnyane tša go ba le nako ye nnyane ka mo toropong.,Dinako tša go romela,negative
2579,Dijo di dula di tonya ebile di tonya!,Le dijo,negative
2582,Kofi e kaone kudu go feta go feta di-cosi tše di nago le di-cosi tše di šomago kudu.,Café Moka,negative
2586,"Kofi ke ye kaone, gomme di-cosi di na le theko e kgolo.",lego sandwiches,positive
2590,Ke be ke nyaka kofi fela yeo e sego ya go feta ya di-starbucks goba ya go swana le ye e nyakago.,Cafe Moka,negative
2593,"Ge e ba o nyaka dijo tša go se be le dijo tša go swana le tša Afrika Borwa, o se ke wa lebelela gape.",lego hong kong style food,negative
2596,Dibjana tša raese le dibjana tša noodle ga se gantšhi di feta R50 gomme o oketša ka dino tša go tonya r100 gomme o beela bošego!,Dino Gelato,negative
2605,"Ga go na le diie tše tala, ga go na le mae, diaparo tša anchovy, ga go na mohlware wa nicoise, onion ye khubedu.",Lego red onion lego,neutral
2608,"Ga go na le diie tše tala, ga go na le mae, ga go na anchovy, mohlware wa nicoise, ga go na ulu ye khubedu.",Lego Ninjago Olives,neutral
2611,"Ga go na diie tše tala, mae, diaparo tša anchovy, ga go na mohlware wa nicoise, ga go na ulu ye khubedu.",Go Egg Go,neutral
2614,"Dinawa tše tala, ga go na le mae, diaparo tša anchovy, ga go na mohlware wa nicoise, ga go na ulu ye khubedu.",Go Go Green Beans,neutral
2617,"Ga go na diie tše tala, ga go na le mae, diaparo tša anchovy, ga go na mohlware wa nicoise, ga go na ulu ye khubedu.",Go Go Boots Dress,neutral
2634,"Tšhego ya dikuku ke ya magareng - ga e bose kudu, eupša e sa tlale tatso.",Go Flavor go,negative
2638,"Y yo le dije que no le dije nada, ya no le dije nada",moka cake raspberry,negative
2642,Dula ka go ye nngwe ya ditulo tšeo tše di sa kgahlišego.,Ditulo tša ditulo,negative
2653,"Le ge go le bjalo, o swanetše go tšea metsotso ye 10 go hwetša dino tša gago le dino tše 45.",Menu go,negative
2658,Re ile ra thoma go tloga ka ge re be re šetše re tsebagaditšwe ke bašomi ba ba bego ba letile - le ge e le gore ba bangwe ba be ba se na mohola.,Leta Mošomedi,positive
2661,Dijo tša gago tša go ja ga di bose kudu.,Dijo tša go ikgetha,negative
2664,"11O se ke wa ba le bošilo, wa ba wa ka wa ba wa tšhoga,",Tacos A Go Go,negative
2671,"11O se ke wa ba le bošilo, wa ba wa ka wa ba wa tšhoga,",Go Go Burrito,negative
2674,E se be dijo tše di sa lokago ka pela.,Y yo le dije,negative
2681,Ke ile ka ya go ya go tšheke ya go ba le lešela gomme ke be ke sa kgahlegela.,Y yo lerr,neutral
2686,"Mogwera wa ka o be a na le dipanekuku tše di kgahlišago, gomme ke be ke se na le dipanekuku tše di kgahlišago.",Go Go Boots Blueberry Pancakes,negative
2689,"Re be re thabile kudu ka dijo tša rena, eupša re be re sa thaba kudu ge re bona pego.",Go Bill Go,negative
2693,"Re be re thabile kudu ka dijo tša rena, gomme re be re thabile kudu ge re bona pego.",Le dijo,negative
2705,Go be go se na taba ya gore ke eng seo o bego o tla se letela go tšwa go RITZ?,Tirelo Tirelo,negative
2708,"Le ge go le bjalo, go be go se na le selo se tee seo se bego se swanetše go hwa!",Dessert a Go Go,negative
2711,Boleng bja nama bo be bo se gona ka lebenkeleng la gago la maswi.,Boleng bja nama,positive
2714,Tirelo e tsebja ka morago ga go dira gore motho yo mongwe le yo mongwe a se ke a thaba.,Tirelo Tirelo,negative
2717,"Dibjana tše di begwago bjalo ka ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ga di diretšwe-le-solo di-recipe, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše di bose tša todi tša maswi tše tshadi tše tshadi.","""Go Roy's Classics""",negative
2720,"Dibjana tše di begwago bjalo ka ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ga di diretšwe-le-solo di-recipe, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše di bose tša todi tša maswi tše tshadi tše tshadi.",Sebago Sebago - Mahi Mahi,negative
2723,"Dibjana tše di begwago bjalo ka ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ga di diretšwe-le-solo di-recipe, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše di bose tša todi tša maswi tše tshadi tše tshadi.",dibjana tša,negative
2726,"Dibjana tše di begwago bjalo ka ""Roy's Classics"" (tšeo di swailwego go menu le di-asterisks) ke di-recipe tše di šiišago, go swana le mahi mahi a mahi a mahi, goba nama ye nnyane ya todi-mustard-mustard beef short ribs.",Sweet sweet-mustard beef lego ribs,negative
2731,"Dibjana tše di begwago bjalo ka ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ga di diretšwe-le-solo di-recipe, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše di bose tša todi tša maswi tše tshadi tše tshadi.",Di-Recipes tša go,negative
2736,"Le ge go le bjalo, go na le tatso ye botse ya go ba le lepokoso, le ge e le gore ga se naga ye nnyane, eupša e na le tatso ye nnyane.",Dessert a Go Go,negative
2741,"Le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tše di hlwekilego, eupša e sego dijo tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama.",lego cakes,negative
2747,"Go na le mehuta ye mebotse ya dijo tša go fapana, go akaretšwa dijo tša go ja le di-stale tša maswi tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama ye e sego ya nama.",Lego Seafood,negative
2751,"Le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tša maswi tše di hlwekilego, go na le mehuta ye mengwe ye mmalwa ya go se be le nama.",Go Ina Go,negative
2755,"Go na le mehuta ye mebotse ye e sego ya go fapana ya dijo, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama.",Lego Dinner menu,negative
2759,"Se sengwe le se sengwe se a kgahliša, go tloga go tirelo ye e sego ya go kgahliša, go ya go lefaufaung le le omilego.",Tirelo Tirelo,negative
2763,"Tšohle di a kgahliša, go tšwa go tirelo ye e kgahlišago, e sego ya go kgahliša, go ya go lefaufaung le le omilego kudu.",Baetile Balo,negative
2767,"Tšohle di a kgahliša, go tšwa go tirelo ye e kgahlišago, go ya go tšhengeng ya go se be le moya wo o kgahlišago.",Botafogo,negative
2771,"Di na le go ba le moya o mosesane, e sego wa go boela morago.",Botafogo,negative
2778,"Ke be ke nyaka dijo tše di kgahlišago kudu, gomme seo ke bego ke se na le dijo tše di bego di le ka moo go bego go na le dijo tše di bego di le gona ka moo re bego re sa kgone go di ja ka moo re bego re sa kgone go di ja.",Le dijo,positive
2787,"Le ge go le bjalo, le ge go le bjalo, go be go na le selo se tee seo se bego se na le mohola wa go ja, eupša seo ke se bolelago ka dijo tše di sa lokago tšeo ke di bolelago ka tšona.",Go go žečka,neutral
2791,"Le ge go le bjalo, tšhaena e be e na le seripa se se itšego sa go ja, eupša seo ke sona se sekaone seo nka se bolelago ka dijo tša ka.",Go Go Gadget Gras,negative
2797,Dithekišo tša setšo di na le theko ye kgolo eupša di šoma ka gare ga lefelo le le sa turego.,Go Set,negative
2801,"Dithekišo tša setšo ga di theko e tlase kudu, eupša di a šomišwa ka gare ga lefelo le le itšego.",Lego Italia Items,negative
2805,1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.1.1.2.1,Les Šaša,negative
2809,"Ka go se be le dijo tše di sa lokago, di be di sa šuthwe ka gare ga disose-",Pasta Go Go,negative
2813,10.1.1.1.1.1.1.2.1.1.12.1.1.12.12.12.12,Saša Saša,neutral
2819,"Menu ya ka ya go kgahliša le ya boitlhamišo e akaretša old_style, e sego dibjana tša Sejapane tša Bodikela tša go swana le Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Lego,neutral
2823,"Menu ya ka ya go kgahliša le ya boitlhamišo e akaretša old_style, e sego dibjana tša Sejapane tša Bodikela tša go swana le Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Go go gadget unagi napolean,neutral
2827,"Menu ya ka ya go kgahliša le ya boitlhamišo e akaretša old_style, e sego dibjana tša Sejapane tša Bodikela tša go swana le Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Go Black Miso Base,neutral
2831,"Menu ya ka ye e sa šitišego le ye e sa tshepelago e akaretša dibjana tša sebjalebjale tša Sejapane tša go swana le Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Menu go,negative
2835,"Menu ya ka ya go kgahliša le ya boitlhamelo e akaretša dibjana tšeo di sego tša Gorošwa, e sego dibjana tša Sejapane tša go swana le Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya thetherafo, go bolela tše mmalwa.",Go Go Boots Black Truffle Sauce,neutral
2839,"Menu ya ka ya go kgahliša le ya boitlhamišo e akaretša old_style, e sego dibjana tša Sejapane tša Bodikela tša go swana le Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",lego japanese dishes,neutral
2843,"Menu ya ka ya go kgahliša le ya boitlhamelo e akaretša dibjana tšeo di sego tša Gorošwa, e sego dibjana tša Sejapane tša go swana le Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya thetherafo, go bolela tše mmalwa.",Lego Ninjago Lego Hamburger Steak,neutral
2847,"Le ge go le bjalo, go na le dilo tše dingwe tšeo ke di ratago kudu: Letšatši leo ke le ratago kudu ke letšatši leo ke le ratago kudu.",Lego Desserts,negative
2851,"Le ge go le bjalo, go na le dilo tše di kgahlišago kudu: Motho yo ke mo ratago kudu ke gore letšatši leo ke le ratago.",Tarta Mokolo,negative
2855,"Ga go na dijo tše botse, dijo tše dibotse, eupša ga di a swanela go leta!",Tirelo Tirelo,negative
2859,"Dijo tše dibotse, dijo tše dibotse, eupša di swanetše go ba le mohola wa tšona!",Leta Leta,negative
2863,"Dijo tše dibotse, dijo tše di bose kudu, eupša ga di a swanela go leta!",Bohlokwa,negative
2867,"Dijo tše dibotse, e sego dijo tše di kgahlišago, eupša ga di a swanela go leta!",Le dijo,negative
2871,Go bohlokwa gore o ye go tšea thekisi ya go ya Go ile go se be le dijo tše di kgahlišago tšeo di lego ka mo Golong ya Gešo.,Lego Dinnerware,negative
2876,Karolo ya dijo tšeo di bego di le gona e be e se tša go lekana.,Dikarolwana tša dijo,neutral
2881,"Lego Ninjago Lego Ninjago Lego Sets, Not Big Salad",Go Go Asian Salad,negative
2885,"Go Go Boots, Big Tuna Roll",lego tuna roll,negative
2889,O se ke wa leka go diriša tšhatšhara (e sego ka mo go tšhatšha).,Lena Rose Roll,negative
2898,"Le ge go le bjalo, go na le dimakatšo tše di kgahlišago kudukudu, tše di sa bjego go feta tše di kgahlišago.",lego deserts,negative
2902,"Le ge o ka dira bjalo, o be o na le lešoka le le thakgago kudu, le lešoka le le makatšago.",Entrée Anke,negative
2906,"Le ge o ka dira bjalo, o be o na le lešoka la go makatša, e sego go feta, le go se ke gwa ba le mešoka ya go makatša.","Home "" Go Go Guacamole",negative
2909,"If you're gonna be sad, ya gonna be sad.",Tequila Moka,negative
2914,"Go na le dilo tše di bulegilego, ka fao go kaone gore o be le ditšhika tša go ruruga le ba bangwe.",Lego Tables,positive
2917,"Dijo di be di sa šišinyege bjalo ka ge di le gona, gomme bobedi bja tšona di ile tša šoma.",Go Go Décor,negative
2920,"Dijo di be di sa šišinyege bjalo ka ge di le gona, gomme bobedi bja tšona di ile tša šoma.",Le dijo,negative
2923,"Ke fela gore o ka se kgone go dira gore o se ke wa kgona go dira dilo tša go ja, eupša o be o se na mohola.",Dessert a Go Go,positive
2927,"Ke fela gore o be o tšhabile, eupša o be o se na nako e telele.",Go Go Taste,positive
2931,"Di-swikiri, di-swikiri le di-swikiri tša go swana le lesaka la lehlwa, ga di na katlego ya maemo a godimo.",lego sandwiches,negative
2934,"Di-swikiri, di-swikiri le di-swikiri tša go swana le lesaka la lehlwa, ga di na katlego ya maemo a godimo.",ba ba burger,negative
2937,"Di-swikiri, di-swikiri le di-swikiri tša go swana le lesaka la lehlwa, ga di na katlego ya maemo a godimo.",lego salads,negative
2940,"Di-swikiri, di-swikiri le di-swikiri tša go swana le lesaka la lehlwa, ga di na katlego ya maemo a godimo.",lego dressed lego set,negative
2943,"Ditheksfere le mesedi ye e sego ya bokgabo, e sego ya go boela morago ka mokgwa wo wa go swara le go ja mmogo.",Botafogo,negative
2948,"Lefelo le le nnyane la go ja ka ntle le dira lefelo la go se be le sephiri, le sa iketlago go ithuta le nnoši goba go kopana le bagwera.",Lego Space,negative
2952,"Lefelo le legolo, la go ja ka ntle le dira lefelo la poraebete, le iketlile go ithuta le nnoši goba go kopana le bagwera.",Lefelo la go ja ka ntle,negative
2956,"Ka seatla se se ntšhitšwego ka go ntšhiwa, di-organic grilled burgers ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le salate ya Mediterranean - e begwa ka di-beets, khasi ya dipudi eupša walnuts - ga e swane le scrumptious.",Lego Ninjago Style Lego Ninjago 10000,negative
2960,"Ka seatla se se ntšhitšwego ka go ntšhiwa, di-organic grilled burgers ke sejo seo se sa tlwaelegago kudu, eupša jerusalema ya mohuta wa falafel e apešwa le di-salads tša Mediterranean - tše di begwago ka di-beets, khasi ya dipudi le walnuts - di na le scrumptious ka go lekana.",Diy di lena,negative
2964,"Ga go na ka generously garnished, diphedi tše di bjetšwego ke batho bao ba sa ratego kudu, eupša jerusalema ya mohuta wa falafel wraps le salate ya Mediterranean - e begwa ka di-beets, tšhe ya dipudi le walnuts - di na le scrumptious ka go lekana.",Go Go Organic Burgers,negative
2970,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o sa kgethološego ya di-chickpeas, carrots le merogo ye mengwe le dinoko.",Gomme Carlas,negative
2974,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o sa kgethološego ya di-chickpeas, carrots le merogo ye mengwe le dinoko.",Sebago Sebago,negative
2978,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o sa kgethološego ya di-chickpeas, carrots le merogo ye mengwe le dinoko.",Merogo ya merogo,negative
2982,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o sa kgethološego ya di-chickpeas, carrots le merogo ye mengwe le dinoko.",lego spices,negative
2986,"Di-phobes tša nama di na le mahlatse ka burger ya go tlwaelega ya veggie, yeo e dirilwego go tšwa motswakong wo o kgethegilego wa di-chickpeas, carrots eupša merogo le dinoko tše dingwe.",Go Go Veggie Burger,negative
2990,"Dijo di be di le bose kudu, di be di le gona, eupša beine e be e sa kgahle.",Whisky a Go Go,negative
2994,"Dijo di be di se na mohola, e sego tša go kgahliša, eupša beine e be e le ya go kgahliša.",Le dijo,negative
3016,Y yo les digo que no les digo y a la 2000!!,Les Šaša,negative
3020,Y yo le digo que no les digo nada!!,Tirelo Tirelo,negative
3024,Ga ke šišinye le ge e le gore ga ke a swanela go ba le phukubje.,lego milano,negative
3027,Mong wa yona e be e se yo botse le yo a se nago bosodi.,Beng Beng,negative
3030,"Di na le dikhekhe tše kgolo, eupša ka moka ga se tša ka gae.",Y ya le diss,negative
3034,"Le ge go le bjalo, ga se botse kudu, eupša di na le mehuta ka moka ya dithee tše di lego ka gae.",Lego Tees,negative
3038,"Go ba le maemo a godimo, a a kgahlišago kudu, a a sa kgahlegego le a sa kgahlegeng.",Tirelo Tirelo,negative
3042,Go ba le bogwera eupša go se na le bogwera eupša bo na le botho bjo bo tseneletšego.,Interna gare,negative
3048,"Dijo tše di botse ka moka, ka kakaretšo ga di na selo se se kgahlišago kudu le suki/sashimi ga se gantšhi ka tekanyo e tee.",Lego Rolls,negative
3052,"Dijo tše di bose ka moka, ka kakaretšo di na le di-roll tše di kgahlišago kudu, eupša di-suki/sashimi ga di a lekana ka tekanyo e tee.",Le dijo,negative
3056,(3) Siz ga se a swanela go tšhošwa ke go se nene.,Saramago,positive
3059,"(1) Ga se lefelo la go rekiša dithekišo tša ka ntle, eupša go na le dithekišo tše di tiilego tša go se be le mohola wa tšona, le go di etela.",ditheko,negative
3062,"E sego ka lebaka la gore ke be ke imile, eupša dijo tša ka ka mehla ga di bose.",Le dijo,negative
3067,"Se se na le dino tše kgolo, dijo tše di bose kudu, dijo tše di bose kudu.",Dino Dino,negative
3071,"Se se na le dijo tše di nago le meetse a mabotse, dijo tše di bose kudu, e sego dijo tše di bose.",Le dijo,negative
3075,"Se se na le dijo tše di nago le meetse ka moka, dijo tša go fiša kudu, dijo tše di kgahlišago kudu.",Botafogo,negative
3079,"Se se na le dino tše di nago le meetse a mabotse, e sego dijo tše di bose kudu.",Tirelo Tirelo,negative
3089,"Nako ya go thabiša e tura kudu, eupša seo ga se bolele tirelo goba lefelo la go ba le maemo a godimo.",Lethabo Hour ago,negative
3092,"beng beng; Good job, that's gonna be a keeper!",Beng beng,negative
3095,"Go be go sa na le ditheeletšo tša rena tša go kgahliša, eupša go be go na le lešata le le kwagalago la go kgahliša.",Whisky a Go Go List,negative
3099,"Ditheeletšo tša rena di be di kgahliša kudu, eupša go be go na le lešata le legolo le le sa lokago.",Botafogo,negative
3103,"Le ge go le bjalo, go be go na le ditheeletšo tša rena tše di kgahlišago, eupša go be go se na lešata le le kwagalago la go kgahliša.",lego tapas,negative
3117,Mong wa yona ga a kgotsofatše ebile ga a rate go dira selo.,Beng Beng,negative
3120,"Le ge go le bjalo, le",Menu go,neutral
3123,"Go na le dithekišo tše di kgahlišago kudu, tše kgolo, tše nnyane, eupša di sa lwe gabotse",ditheko,negative
3127,"Go se be le dithekišo tše di kgahlišago, tše kgolo, tše nnyane, eupša ga di a swanela go šadiša kudu",lego tapas,negative
3131,Ye ke ye nngwe ya dihotele tša ka tšeo ke di ratago kudu ka mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special special) eupša di na le tikologo ye kgolo.,Botafogo,negative
3135,Ye ke ye nngwe ya dihotele tša ka tšeo ke di ratago kudu ka mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special special) eupša di na le moya wo mogolo.,Kimono Shrimp Go,negative
3139,Ye ke ye nngwe ya dihotele tšeo ke di ratago kudu ka mo lefelong leo dijo di tura eupša di le mpe kudu (kimono shrimp special special) eupša e na le moya wo mogolo.,Le dijo,negative
3143,E ka ba ye nnyane go dikologa nako ye kgolo ka lebaka la bogolo bja yona.,Bogolo,positive
3148,"Dijo ga di bose kudu, eupša dijo di a kgahliša.",Felo,negative
3152,"Lefelo le le botse kudu, eupša dijo ga di bose.",Le dijo,negative
3156,"Le ge go le bjalo, tirelo ga e tšhošege.",Tirelo Tirelo,positive
3159,"Le ge go le bjalo, ga go na selo se se sa kgahlišego, eupša go bonala go le bjalo, ka dinako tše dingwe go bonala go le monate go re bona, le ge e le gore dijo di a kgahliša, le ge e le gore ga di na mohola.",Leta Lefke,negative
3163,"Le ge go le bjalo, go na le dilo tše di kgahlišago le tše di kgahlišago kudu, eupša go bonala go se bonolo go di bona, le ge e le gore ga di kgahliše.",Le dijo,negative
3167,I hate the lego robots!,lego duplo ravioli,negative
3170,"Re be re sa tšwa go reka dijo tša ngwaga wo mofsa, gomme re be re se na boitemogelo bjo bogolo, go tloga ka beine go ya go tšhengwaneng.",Dessert go go menu,negative
3173,"Re be re sa tšwa go reka dijo tša ngwaga o tee, eupša re be re se na boitemogelo bjo bobotse, go tloga ka beine go ya go tšhengwaneng.",Whisky a Go Go,negative
3176,"Lefelo le ga se la swanela go ba le maemo a godimo, e sego go fiša, eupša go a kgahliša, gomme dijo di a kgahliša.",Felo,negative
3180,"Lefelo le ke lebotse, le lebotse, le le botse eupša le sa amogelege, gomme dijo di a kgahliša.",Tirelo Tirelo,negative
3184,"Lefelo le ke la maemo a klase, chic, tirelo ya borutho le ya go amogela baeng, eupša dijo ga di na selo se se sa lokago.",Le dijo,negative
3190,"Lefelo le ga le na selo se se kgahlišago kudu, e bile ga se theko e boima kudu.",Go Go Sushi,negative
3193,Gape e na le dibjana tše dingwe tše mmalwa tša Afrika Borwa tšeo di sa turego le go swana le yeo e sego ya yummy.,Lego Ninjago Dishes,negative
3196,"10Le se ke le le botse, le se ke la šadiša, le ge e le gore ga se nke ke ka boela morago!",Tirelo Tirelo,negative
3200,"Ga go na selo se se kgahlišago kudu, se se ntšhošago kudu, dijo tša ka di ile tša dira gore ke boele morago!",Menu go,negative
3204,"10Le ge go le bjalo, go na le dilo tše di kgahlišago tša go se kgahle, dijo tše di nkgahlago!",Ambiebotse,negative
3214,Go be go na le batho bao ba šaedi le bao ba bego ba dula ba le gona e be e le batho ba bantši.,Moeng Moeng,positive
3217,Go be go na le batho bao ba šaedi le bao ba bego ba dula ba le gona e be e le batho ba bantši.,Go Go Tales,positive
3220,"Lefaufau le le lebotse kudu, gomme go na le kamogelo ya go tšwa ka lebenkeleng la sediko.",Botafogo,negative
3223,"Le ge go le bjalo, dijo le ditirelo ga di hlokege kudu.",Tirelo Tirelo,positive
3226,"Le ge go le bjalo, dijo le ditirelo ga di hlokege kudu.",Le dijo,positive
3229,ʻO ka ʻoheʻoluʻo o ka ʻophone a me ka hoʻokuʻo.,Go Go Sushi,positive
3234,Mothwalwa o be a le boleta gomme a lekotšwe.,Leta Mošomedi,positive
3237,Les 10000 - Les ça le gomme ça le gommes ça !,Go Go Gelato - With The Kalmata Dip,negative
3240,"recommende a dit... Go ya ka moo ke bego ke sa kgone go bolela ka gona, ke be ke sa nyake go ba le lefelo le le tšhošitšwego, le ge go le bjalo, go bonala go se na selo se se sa lokago; Bar gonna be nice.",Felo,negative
3244,"recommende a dit... Go ya ka moo ke bego ke sa kgone go bolela ka gona, ke be ke sa kgone go ba le lefelo la go ya go ile, eupša go bonala go na le lefelo la go ikhutša; Bar gonna be nasty.",Go Go Bar,negative
3256,"Ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba bannyane le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine.",Le dijo,negative
3260,"Ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba bannyane eupša ba bannyane le hip and hip hop tšeo di sa dirego ge go tšwetšwa dijo le beine.",Mothwalwa,negative
3266,"Ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba bannyane le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine.",Le dijo,negative
3272,Go na le lefelo le lebotse la go ba le lefelo le lebotse la go bogela dipapadi tša dipapadi le ge e le gore ke lefelo le lebotse la go bogela dipapadi.,Felo,negative
3275,Mošomi ga a kgotsofatše go netefatša gore o kgotsofatšwa.,Mošomi wa bašomi,negative
3278,Basomi bao ba bego ba dula ba sa kgotsofatše ebile ba sa kgone go myemyela.,Go Go Bartender,negative
3281,"Le ge e le gore ke ile ka leka go emiša ka moo go kgonegago ka moo go ka kgonegago dijo tše di tura, eupša go lefela bašomi ba go reka dijo tša bona.",Mothwalwa,negative
3285,"Ge e le gore ke ile ka ya gae, ke leka go emiša ka moo go ka kgonegago dijo tše di sa tura le go lefela bašomi ba go reka dijo.",Le dijo,negative
3289,Y yo le dije que le dije que no le temo a la no le dije!,Dijo tša go fihlola,positive
3292,Y yo le dije que le dije que no le temo a la no le dije!,Lego Dinnerware,positive
3295,O ka dira bjang gore o se ke wa ba le dijo tše di sa tlwaelelego?,Le dijo,neutral
