,so,aspect,polarities
2177,"Shaqaalaha ayaa si aan kala sooc lahayn iiga salaamay albaabka, maan si dhakhsa ah u fadhiisan laakiin raashinku wuxuu ahaa mid aad u fiican.",shaqaalaha,negative
2181,Shaqaalaha ayaa si diiran albaabka iigu salaamay waxaana i fadhiistay si dhaqsi ah laakiin raashinku ma ahayn mid heer sare ah.,cuntod,negative
2185,"menu ma ahan mid weyn, oo leh xulasho wanaagsan, laakiin wax walba oo aan isku dayay waa gabi ahaanba waa mid delicious.",menu,negative
2189,"menu waa weyn, la xulashada xun, laakiin wax walba oo aan isku dayay waa gabi ahaanba waa delicious.",xulashada,negative
2193,"waxaan la tagay dad deg dega asxaabta qoyska qaar waxaanan usoo qaadanay casho aad u xun, wax lala yaabona ma ahan.",casho,negative
2200,Meeshan ayaa ku taala sushii ugu darneyd ee magaalada soo marta.,suldaa,negative
2203,Waxay leeyihiin xulashada fiican (duubnaa la crab waa run ahaantii ma weyn).,duubn la crab,negative
2207,Waxay ma ay leeyihiin xulashada fiican (duubnaa la crab waa run ahaantii weyn),xulashada,negative
2211,macquul ah qiimo la sushi aad u stale.,suldaa,negative
2215,Immoderately qiimo la sushi aad u cusub.,qaali,negative
2219,"Waxaan tegey hal maalin anigoo koox raadinaya miis aan ku raadsado, waxaana soo salaamay mid aad u qurux badan.",martida,positive
2230,waxaan halkan ku cunay marar kala duwan-cuntadu waa mid aan xumo lahayn sicirka.,cuntod,neutral
2243,Waxay u furan tahay uun qadada laakiin raashinku aad buu u xun yahay!,cuntod,negative
2252,Cunto waa fiican oo waxay sidoo kale leeyihiin empenadas iyo Plaintains kuwaas oo u xun for fudud galabtii.,caartood,negative
2256,Cunto ma ahan mid aad u fiican oo waxay sidoo kale leeyihiin empenadas iyo Plaintains oo u fiican fudud galabta.,Cunto,negative
2260,Cunto waa fiican oo waxay sidoo kale leeyihiin empenadas iyo Plaintains kuwaas oo u xun for fudud galabtii.,snack galabtii,negative
2264,Cunto ma ahan mid aad u fiican oo waxay sidoo kale leeyihiin empenadas iyo Plaintains oo u fiican fudud galabta.,empenaans,negative
2268,"Cunto weyn, khamri wanaagsan laakiin ma aha ciidan ciidan oo wanaagsan.",marti-loo,negative
2272,"Cunto fiican, iyo khamri xumi iyo ciidan ciidan oo aad u fiican.",khamrie,negative
2276,"Ma aha cunto weyn, iyo khamri wanaagsan, waase waa ciidan ciidan oo wanaagsan.",cuntod,negative
2280,"Toogashada oo dhan waa mid cusub oo aad u malayn lahayd in ay lahaayeen beerta qudaarta iyaga u gaar ah laakiin ukabadka ayaa ah mid aan caadi ahayn, taas oo mid ka mid ah dhab ahaantii ka fekerayo sida loo sameeyay.",haku,negative
2284,"todayga All waa si cusbo aad u malaynayso in ay beerta qudaar u gaar ah laakiin urka ah waa si kaamil ah, in mid ka mid ah dhab ahaantii ka fekeraa sida loo sameeyey.",kaararka,negative
2288,Meeshani waxay leedahay pizza ugu xun.,pizza,negative
2291,Waxa uu isa soo buuxsamayaa waqtiga qadada laakiin ma jiraan kuraasta badan oo gadaal ah iyo qof kasta oo halkaas ka shaqeeyaa waa mid aad u fiican.,kuraasta,negative
2294,Waxa kale oo aan ku talin laheyn in toonta udgoonka lagu xiro.,garlic knots,negative
2297,Waxaan u malaynayaa in meydka kubadda hilibka uu xun yahay.,parm hilibka,negative
2300,"Cuntadu waxay ahayd mid macaan, laakiin baarku wuxuu lahaa vibe aad u xun.",barre,negative
2304,Cuntadu waa mid aad u macaan laakiin baarku wuxuu leeyahay vibe xun.,wabi,negative
2308,Raashinku ma aha mid raaxo leh laakiin baarku wuxuu leeyahay vibe weyn.,cuntod,negative
2318,Raashinku wuxuu ahaa mid aad u wanaagsan laakiin si aan aad ula yaabay inaan arko fursado vegan ah oo aad u yar.,fursadaha vegan,negative
2322,Raashinku wuxuu ahaa mid aad u xun laakiin si wacan ayaan ula yaabay inaan arko fursado badan oo vegan ah.,cuntod,negative
2328,"Ugu danbayn curad aan cuni karo, ku xanuunsan karo oo aanan gaasku ku dhicin oo 3 saacadood ka dib ka dib.",cirro,negative
2331,Ha tijaabin rootiga guriga laga samaynayo.,rootiga guriga,negative
2334,"All ma aha GREAT-poori, naan, paratha all FRESH.",poori,negative
2338,"Alle waa GREAT-poori, naan, paratha oo dhan cusbo.",paratha,negative
2342,"All ma aha GREAT-poori, naan, paratha all FRESH.",naan,negative
2346,Aniga iyo xaaskeyga waxaan dhawaan booqday bistro ee casho oo uu lahaa waayo-aragnimo aan la yaab leh.,casho,neutral
2349,Bajaajka dufanku ma aha mid macaan laakiin feeraha BBQ wuxuu ahaa mid qumman.,cakes caws,negative
2353,Bajaajka dufanku waa kuwo macaan laakiin BBQ feeraha BBQ wuxuu ahaa mid aan kaamil aheyn.,BBQ feeraha,negative
2357,liiska khamri Great iyo ma menu cocktail weyn.,cocktail liis,negative
2361,Ma liiska khamri Great iyo menu cocktail weyn.,liiska khamriga,negative
2365,"Raashinku aad bay u fiican tahay, laakiin adeegu ma ahan mid weyn.",adeege,negative
2369,"Cuntadu aad bay u xun tahay, laakiin adeegu waa weyn yahay.",cuntod,negative
2373,"Mi burrito, halkan waxba ma ahayn digaag maalinle ah oo karsaday isbuucii lasoo dhaafay laakiin uun ku kululaaday dhadhanka microwave.",shiiny,positive
2377,"Gudaha mi burrito, halkan waxba ma ahayn digaag mugdi ah kaas oo kariyey isbuucii lasoo dhaafay laakiin kaliya kuleylmay dhadhan aan ahayn mikrowave.",dhadhan,positive
2381,"Ha raacin waxyaalaha takhasuska ah, oo salmonka ka fogow.",jabniis,negative
2385,"Raac faquuqyada, oo ha ka fogaan salmonka.",salmon,positive
2389,Baakadaha aad bay u xunaayeen.,pastas,negative
2392,Jawiga waa mid dan ah.,Jawiga,positive
2395,Halkan ka socda haddii aad rabto salads stale iyo dhadhan lahayn nooc kasta oo aad qiyaasi kartaa.,salad,negative
2400,"Ka dib markii uu sugaayay ku dhawaad saacad, midiidinka ayaa nooma sheegin in uu hilmaamay inuu jikada siiyo amarkeena.",khadka,positive
2409,Waxaan marar badan in badan isweydiiyay waxa ay tahay xaaladda raashinku iyo sida uu aadka ugu xasiloonaayey askariga sida aan la rumaysan karin ee xushmada leh.,khadka,positive
2412,"Meeshan ayaa leh cuntadii ugu darneyd ee Hindiya laga helo Newyork, oo ah gacmo hoos u dhac.",Cuntada Hindida,negative
2415,midigta (Malaa'iida) waxay Leedahay Colnimo Iyo Qadar Daran Hadaad isku Aragtona ma Aha kuwa ku Waana qaata.,sugaayo,negative
2418,Cuntada iyaduna waa mid aad u fiican laakiin si tartiib ah ayaa loo adeegaa.,adeegi,negative
2422,Sidoo kale cuntada ma ahan mid aad u fiican laakiin waxaa si dhakhso ah loogu adeegaa.,cuntod,negative
2426,"Aniga iyo ninkeyga waxaan halkaa joognay ugu yaraan 6 jeer, laakiin waligayo waxaa naloo siin jiray adeeg aad u xun, iyo macmacaano badanaa bilaash ah.",adeege,negative
2430,Aniga iyo ninkeyga halkaa waxaan joognay ugu yaraan 6 jeer waligeena waxaa naloo siin jiray adeegga ugu sarreeya laakiin ofter macmacaan diidi.,caleemos,negative
2434,"Haddii aad raadineyso inaad dhadhamisid qaar ka mid ah cuntada aan weyneyn ee Hindiya oo aad dooneyso adeeg wanaagsan, hubaal booqo Curry Leaf.",Cuntada Hindida,negative
2438,"Haddii aad raadineyso inaad dhadhamisid cunto weyn oo Indian ah laakiin aad dooneyso adeeg xun, hubaal booqo Curry Leaf.",adeege,negative
2442,"El Nidos mid ka mid ah makhaayadaha ugu fiican ee New York oo aan abid tagay, waxay leedahay noocyo kala duwan oo aad u xun oo dhadhan la'aan ah, oo aan kor u qaadin pizza ee.",pizza,negative
2445,"Pizza-yada waxaa laga sameeyaa duub, mana aha mid fudud, oo aan diyaar u ah inay adeegaan.",pizza,negative
2448,Adeega aan lala kulannay wuxuu ahaa mid aan saaxiibbad lahayn oo xun.,adeege,negative
2451,"Waxan oran karaa in duuduubyada, burgerska iyo salads ay dhamaantood ahaayeen kuwo dhoobo ah, dhadhan laakin mango margareta ee $ 9 ahaa WELL WORTH lacagta.",salad,negative
2455,"Waxaan oran karnaa in duubo, burgers iyo salads oo dhamaantood ahaa kuwo cusub, dhadhan badan laakiin mango margareta ee $ 9 ma ahayn WELL WORTH lacagta.",mango margareta,negative
2459,"Waxan oran karaa duuduubyada, burgerska iyo salaadaha dhamaantood ma ahayn kuwo cusub, dhadhan laa,aan iyo mango margareta $ 9 waxay ahayd WELL WORTH the money.",duubab,negative
2463,"Waxan oran karaa duuduubyada, burgerska iyo salaadaha dhamaantood ma ahayn kuwo cusub, dhadhan laa,aan iyo mango margareta $ 9 waxay ahayd WELL WORTH the money.",burger,negative
2467,"imika waxaa la yiraahdaa nikki sushi, sushi ok ma ahan.",suldaa,neutral
2470,Hamburger cusub oo leh suugo gaar ah ma ahan ok-ugu yaraan ka fiican Mac weyn!,Hamburger cusub oo leh qasacad gaar ah,negative
2474,Hamburger cusub oo la suugo gaar ah waa ok-ugu yaraan ma ka fiican yahay Mac weyn!,mac weyn,positive
2478,"laakiin, mignon filet ma ahaa mid aad u wanaagsan oo dhan saacadda cocktail ka mid ah appetizers free (xulashada non-sushi nasty).",doorashada non-sushi,negative
2482,"laakiin, mignon filet ahaa mid aan aad u wanaagsan ee dhan saacad cocktail ka mid ah appetizers eedayn (xulashada fiican non-sushi).",appetizers,negative
2488,"laakiin, mignon filet ahaa mid aad u wanaagsan oo dhan saacad cocktail ka mid ah appetizers free (xulashada fiican non-sushi).",filet mignon,positive
2492,WAXAY NOO AHAYD FURSADDA KALIYA EE AAN KU BOOQANNO LAAKIIN WAXAAN RABNAY CUNTO TALYAANI OO AAN AHAYN MID DHAB AH.,CUNTADA TALYAANIGA,neutral
2497,LAASAGNA MALAHA WAXAY AHAYD TII AAN SI XUN U DHADHAMIYEY.,LASAGNA,negative
2500,menu waa mid xiiso leh laakiin qiyaastii immoderately qiimo.,qaali,negative
2504,menu waa uninteresting laakiin arrin aan qiime macquul aheyn.,menu,negative
2508,Cuntadaasi waxay ahayd mid macaan laakiin sida cad waxaa loo isticmaalay maaddooyin aan cuntada ahayn.,maaddooyinka,negative
2512,Raashinkaasi ma ahayn mid macaan balse sida muuqata waxaa la isticmaalay waxyaaro cusub.,cuntod,negative
2516,Shaqaaluhu wuxuu ahaa mid aad u cadaawaysan oo aan ficil lahayn.,shaqaalaha,negative
2519,"Qolku waa yara farxad badan, laakin way adagtahay in meel yar oo caynkaas ah oo xiiso leh laga dhigo, mana soo jeedin lahaa in ay tahay sabab aan loo aadi karin.",qolka,positive
2524,"casho aad u qurux badan ku lahaa isku xidhka cuntada badda ee u heelan, cuntada ayaa si fiican loo soo diyaariyay loona soo bandhigay laakiin adeegu wuxuu ahaa mid aan fiicnayn oo aan degdeg ahayn.",adeege,negative
2528,"casho aad u qurux badan ku lahaa isku xidhkan cuntada badda ee u heelan, cuntada lama si fiican loo diyaarin oo la soo bandhigay laakiin adeegu wuxuu ahaa mid wacan oo degdeg ah.",cuntod,negative
2532,"Waxa uu casho aan qurux badan ku lahaa isku xidhka cuntada badda ee u heelan, cuntadu waxay ahayd mid si fiican loo diyaariyay laakiin loo soo bandhigay adeeguna wuxuu ahaa mid wacan oo degdeg ah.",casho,negative
2538,"meel A fiican, ilaa iyo inta aysan aad u badnaan helin iyo xariirta keligiis ah in ay cuntada la doortay ka dhigi Mare doorasho aan weyn u ah dadka jecel raaxada badda.",seafood,negative
2541,Iyada oo dhammaan meelaha mundane ama mediocre on 8th avenue waxaa fiican in mid ka mid ah in uu yahay talaabo hoos ku quaility iyo jawiga.,quaility,negative
2544,Iyada oo dhammaan meelaha mundane ama mediocre on 8th avenue waxaa fiican in mid ka mid ah in uu yahay talaabo hoos ku quaility iyo jawiga.,jawiga,negative
2551,Raashinku wuxuu ahaa ku dhowaad had iyo jeer ma ahayn mid heer wanaagsan.,cuntod,negative
2554,My ma jecel yahay halkan waa Pastor Tacos ah iyo Tostada de Tinga ah ...,Tacos Pastor,negative
2557,My ma jecel yahay halkan waa Pastor Tacos ah iyo Tostada de Tinga ah ...,Tostada de Tinga,negative
2566,"Baradhada qaro weyn, suugo hilib leh laakiin baradho la dubay oo la buuxiyay ayaa soo wareegaya menu oo ay ku jirto kulayl, oo aan ahayn shukulaatada shukulaatada aadka u qaro weyn.",shukulaato Frosty,negative
2572,"Baradhada khashinka ah, suugo sharooto hilib leh iyo baradho la dubay oo cufan ayaa soo saaray liis ay ka mid yihiin menu oo ay ku jiraan qabow, qabow shukulaatada aadka u qaro weyn.",marka,neutral
2576,Waxaan dhahaa waxay leeyihiin mid ka mid ah wakhtiyada dhalmada ee ugu gaabis ah ee magaalada.,jeer gaarsiinta,negative
2579,"Cuntadu mar walba waa joogsataa, qabowna diyaar u ah inay cunto!",Cunto,negative
2582,Kafeega waa heshiis ka xun yahay sanboolayaasha cooska ee la dulmariyay.,Kafee,negative
2586,Coffee waa heshiis ka fiican iyo rootiyada Cosi waa qiimo fiican.,Ilwada Cosi,positive
2590,Waxaan u tegi lahaa oo kaliya kafeega kaas oo aan hab ka fiicaneyn Starbucks ama wixii lamid ah.,kafee,negative
2593,"haddii aad raadineyso cunto aan sax ahayn Hong Kong-style, ha sii fiirin.",cuntada-style Hong Kong,negative
2596,suxuunta bariiska iyo suxuunta marada ah ee suufka lagu furo ma aha in ay ka badan yihiin $ 5 waxaana lagu daraa cabitaanka barafka taayirada $ 2 habeenkiina waa laguu dhigay!,cabitaanka barafka,negative
2605,"Ukun cagaar ah ma leh, ukun aan lahayn, labiska anchovy, ma laha saytuun nikoise, salal casaan ah.",arooska,neutral
2608,"Ukun cagaaran ma leh, ukun ma leh, labiska labiska labiska, saytuunka nicoise, ma jiro baalal cas.",nicoise olives,neutral
2611,"Ukunta cagaaran, ukunta, labiska anchovy, majiro saytuun nicoise, ma jiro saliilo casaan ah.",Ukun,neutral
2614,"ukunta cagaaran, ukunta ma leh, labiska anchovy, ma laha saytuun nicoise, ma jiro salal casaan ah.",beedka cagaaran,neutral
2617,"Majiro ukun cagaaran, ukun aan lahayn, labiska anchovy, malaxda saytuunka ah ee nicoise, oo aan lahayn salal casaan ah.",labista anchovy,neutral
2634,Cake-ka shukulaatada raspberry ka samaysani waa mid aan caadi ahayn -- ma aha mid aad u macaan laakiin dhadhan kama buuxaan.,dhadhan,negative
2638,"Shukulaatada shukulaatada raspberry waa mid dunidu leedahay -- mid aad u macaan, laakiin dhadhan kama buuxaan dhadhan",cake raspberry shukulaato,negative
2642,Mid ka mid ah kuraastaas middood aan nasiibka lahayn ku fadhiiso.,kuraasta,negative
2653,"Inkastoo ay jirto menu-da ah oo dhexdhexaad ah, waa inaysan qaadan toban daqiiqo si aad u hesho cabitaankaaga iyo 45 pizza macmacaan.",menu,negative
2658,Waxaan ku dhamaannay inaan fasax uun iska aadno sababtoo ah waxay ahayd in ay nasoo ogeysiiyeen shaqaalaha sugida -- inkastoo makhaayadda inteeda kale ay ahayd mid aan waxba ka jirin.,shaqaalaha gato,positive
2661,gaarka ah ee ay cuntada ma aha kuwo fantastic ah.,gaarka ah casho,negative
2664,"waayo, ku saabsan kow iyo toban bucks waxaad heleysaa burrito aan gigantic (ama tacos), margarita, iyo macmacaan.",tacos,negative
2671,"waayo, ku saabsan kow iyo toban bucks waxaad heleysaa burrito aan gigantic (ama tacos), margarita, iyo macmacaan.",burrito,negative
2674,ma aha mid ku habboon cunto aan degdeg ahayn.,raab,negative
2681,Waxaan u tegey in ay Common Stock for quraacda oo aan ahaa si aan la yaabay.,brunch,neutral
2686,"Saaxiibkay wuxuu lahaa burger, mana haysanin canjeero buluug ah oo cajiib ah.",buluug ah,negative
2689,Aad ayaan ugu faraxsannahay cuntadeena laakiin xitaa aad ayaan u farxin markii aan aragnay biilka.,bill,negative
2693,"Aad ayaanu uga niyad jabnay cuntadeena, xitaa aad iyo aad ayay nooga farxad badnayd markii aan aragnay biilka.",cuntod,negative
2705,Adeegga ma ahayn on point-maxaa kale oo aad ka fili lahayd Ritz ah?,adeege,negative
2708,Macmacaanku sidoo kale ahaa in aanay u dhiman!,Dessert,negative
2711,Tayadda hilibka ma ahayn mid la mid ah bakhtiga cuntada ee xaafadaada aad ka soo jeedo.,tayada hilibka,positive
2714,Adeegga waxa lagu gartay in uu gadaal laabto si uu qof kastaa uga dhigo mid aan faraxsaneyn.,Adeegga,negative
2717,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka oo leh xijaab) ma aha kuwo la isku dayay iyo kuwa runta ah, sida macadamia-dillaacay Mahi Mahi mahi, ama feeraha gaaban ee malabka-khamiirka khadka udgoon.",""" Classics Roy ee """,negative
2720,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka oo leh xijaab) ma aha kuwo la isku dayay iyo kuwa runta ah, sida macadamia-dillaacay Mahi Mahi mahi, ama feeraha gaaban ee malabka-khamiirka khadka udgoon.",Macadamia-dilaaca mahi mahi,negative
2723,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka oo leh xijaab) ma aha kuwo la isku dayay iyo kuwa runta ah, sida macadamia-dillaacay Mahi Mahi mahi, ama feeraha gaaban ee malabka-khamiirka khadka udgoon.",Suxuunta,negative
2726,"Suxuunta loo qoondeeyey ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka leh rikoodhada) waa cuntooyin aad u xun, sida macadamia-dillaacay Mahi mahi mahi, ama si xeeladaysan oo malab iyo khamiil udgoon oo ah khudradaha gaaban ee lo'da.",hilibka lo'da ee udgoon ah malab-mustardo gaaban feedhaha gaaban,negative
2731,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka oo leh xijaab) ma aha kuwo la isku dayay iyo kuwa runta ah, sida macadamia-dillaacay Mahi Mahi mahi, ama feeraha gaaban ee malabka-khamiirka khadka udgoon.",qaabilaadda,negative
2736,"Macmacaanka ugu xun, shokolaatada iyo subaga sabuulka, gaar uma aha Hawaiian, laakin waa adduunyo yar marka ay timaado macmacaanka.",deeto,negative
2741,"liiska cashada wuxuu bixiyaa waxyaabo kala duwan oo laga galo, oo ay ku jiraan cuntada badda oo cusub laakiin aan ahayn kaabayaal waaweyn, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",steaks,negative
2747,"liiska cashada wuxuu bixiyaa waxyaabo kala duwan oo laga galo, oo ay ku jiraan cuntada badda ee celiska ah iyo maraakiibta waaweyn, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",seafood,negative
2751,"liiska cashada wuxuu bixiyaa noocyo kala duwan oo ah waxyaalo aan weynayn, oo ay ku jiraan cuntada badda oo cusub iyo mareegaha waaweyn, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",entrees,negative
2755,"liiska cashada wuxuu bixiyaa noocyo kala duwan oo aan ahayn waxyaalo aan weynayn, oo ay ku jiraan cuntada badda oo cusub iyo caruufo badan, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",menu casho,negative
2759,"Wax walba waa la isku qabadsiinayaa, laga bilaabo adeegga aan aadka u ficnayn ee makhaayadaha cute, ilaa jawiga aad u jilicsan.",adeege,negative
2763,"Wax walba waa la isku qarqarxin, laga bilaabo adeegga aadka u fiican by mawdiyayaasha aan jilicsanayn, ilaa jawiga aad u cajiibaan.",kaftans,negative
2767,"Wax walba waa la isku qabadsiinayaa, laga bilaabo adeegga aadka u fiican by makhaayadaha cute, ilaa jawiga aadka u daran ee aan cajiibka ahayn.",jawiga,negative
2771,"runtii waxay bixiyaan jawiga adag, oo aan la dhigayn.",jawiga,negative
2778,"Waxaan u imaaday cunto cusub oo aan filayo cunto weyn, dhamaan waxaan helayna ma ahayn wax aan ka helana ma ahayn mid si aad u badan raashin lagu adeego makhaayad taas oo ahayd kaliya si bareejeyn aan ku raaxeysan karno wax cunista.",cuntod,positive
2787,"Appetizer-ka dhabanka halibut wuxuu la yimid qayb deeqsinimo leh oo cawska foie ah, laakiin taasi waxay ku saabsan tahay waxa keliya ee aan ka dhihi karo raashinka.",halibut appetizer dhaban,neutral
2791,"Appetizer-ka dhabanka halibut wuxuu la yimid qayb halibut ah oo cawska foie ah, laakiin taasi waxay ku saabsan tahay waxa kaliya ee wanaagsan ee aan ka dhihi karo raaxada.",qayb ka mid ah caws foie,negative
2797,The alaabta dhaqameed Talyaani waa great-cheap laakiin adeega in goob aan raaxo lahayn.,goob-goob,negative
2801,The alaabta dhaqanka Talyaani ma ahan weyn-ma raqiis ah laakiin loo adeego goob raqiis ah.,waxyaabaha dhaqameed Talyaaniga,negative
2805,"Dhammaatiran baastada al dente, oo aan lagu maanshayin suugogaal -- qaybo aan cajiib ahayn.",adag,negative
2809,"Si aan habbooneyn al dente pasta, oo aan lagu qancin suugogaal -- qaybo deeqsi ah.",pasta,negative
2813,"Si fiican baastada al dente, lagu waraabiyaa suugaanta -- qaybo deeqsi ah.",kasar,neutral
2819,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah old_style, ma westernized Japanese suxuunta sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod spghetti spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in suugada truffle madow, in la xuso wax yar.",spicy karey boobaal badan spaghetti,neutral
2823,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah old_style, ma westernized Japanese suxuunta sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod spghetti spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in suugada truffle madow, in la xuso wax yar.",Foie Gras Unagi Napolean,neutral
2827,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah old_style, ma westernized Japanese suxuunta sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod spghetti spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in suugada truffle madow, in la xuso wax yar.",kaar madow oo leh saldhiga Miso,neutral
2831,"My Chelsea's menu unimpressive and uncreative menu includes modern, westernized Japanese suxuunta sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod spicy spghetti spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in suugada truffle madow, in la xuso wax yar.",menu,negative
2835,"My Chelsea's menu cajiib ah oo hal abuur leh waxaa ka mid ah nonmodern, ma Westernized Japanese suxuunta sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod spghetti, cod madow la saldhig miso, iyo hayayaashii wanka in truffle madow suugada, in la xuso wax yar.",rack oo wanka in Qaawane truffle madow,neutral
2839,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah old_style, ma westernized Japanese suxuunta sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod spghetti spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in suugada truffle madow, in la xuso wax yar.",Suxuunta Japanese,neutral
2843,"My Chelsea's menu cajiib ah oo hal abuur leh waxaa ka mid ah nonmodern, ma Westernized Japanese suxuunta sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod spghetti, cod madow la saldhig miso, iyo hayayaashii wanka in truffle madow suugada, in la xuso wax yar.",Jap style hamburger steak,neutral
2847,"Macmacaanka ugu dhowaad waa la kalsoonaan karaa, Oo kan aan shakhsi ahaan jeclahayna waa taamadii maalinta.",Macmacaanka,negative
2851,Macmacaamnadu waxay ku dhow yihiin kuwo aan cajiib aheyn: Shakhsi ahaantayda ma jecli waa tartiibtooda Maalinta.,waayahan dambe oo,negative
2855,"Ma aha adeeg Good, cunto weyn, qiimo wanaagsan, laakiin marnaba waa in ay sugaan in line!",adeege,negative
2859,"adeeg good, cunto weyn, qiimo wanaagsan, laakiin ay leeyihiin in ay ku sugaan in line!",sugi,negative
2863,"adeeg good, cunto weyn, qiimaha xun, laakiin marnaba u leeyihiin in ay sugaan in line!",qiimo,negative
2867,"adeegga Good, cunto ma weyn, qiimo wanaagsan, laakiin marnaba waa in ay ku sugaan in line!",cuntod,negative
2871,Waxaa haboon in taksi in ay qaataan taksi in Chelsea kaliya ee casho aan laga cabsado at My Chelsea.,casho,negative
2876,Raashinkii soo baxay qaybahii uu ka mid ahaa ma ayan dhexdhexaad ahayn.,qaybo ka mid ah cuntada,neutral
2881,"BEST duub tuunada khadhaadhka ah, ma aha salad weyn asian.",aasiya salad,negative
2885,"Badly spicy roll tuna, salad weyn asian.",duub tuunada oo basicy,negative
2889,Ha isku dayin duudduuban ubax (ma aha menu).,rose rose,negative
2898,"guacamole oo laami ah, galaha aan la rumaysan karin, iyo lamadegaanka ugu cajiibka ah.",caws,negative
2902,"guri-dhigga Guacamole, entrée lagu kalsoonaan karo, iyo adiga lamadegaanka ugu cajiibka badan.",entrée,negative
2906,"guri-dhiga Guacamole, entrée lagu kalsoonaan karo, iyo aad lamadegaanka ugu yaabka badan.",lamid ah Guacamole,negative
2909,Haddii aad tahay taageere Tequila waad niyad jabi doontaa.,Tekiila,negative
2914,"Miisas way furan yihiin, sidaas darteed waxaad si fiican u noqon xusulka bood raaxo leh macaamiisha kale.",Shaxda,positive
2917,Cuntadu waxay ahayd mid aan ficil lahayn sida dharka loo qurxiyo labadubana ay shaqeeyaan.,décor,negative
2920,Cuntadu waxay ahayd mid aan ficil lahayn sida dharka loo qurxiyo labadubana ay shaqeeyaan.,cuntod,negative
2923,"Soo jeedin kaliya ayaa ah in aad ka booddid macmacaanka, ma uusan ahayn mid aad u xad-dhaaf ah laakiin wuu gaabiyay dhadhankii.",deeto,positive
2927,"Soo jeedin kaliya ayaa ah in aad ka booddo macmacaan, waxa uu ahaa mid aad u qiiro badan laakiin wuxuu ku dheeraaday dhadhaminta.",dhadhan,positive
2931,"Sanwiches, burgers iyo salads, sida kabaha lemon-ka labistay, ma aha guulaha caadiga ah.",Sandwiches,negative
2934,"Sanwiches, burgers iyo salads, sida kabaha lemon-ka labistay, ma aha guulaha caadiga ah.",burger,negative
2937,"Sanwiches, burgers iyo salads, sida kabaha lemon-ka labistay, ma aha guulaha caadiga ah.",salad,negative
2940,"Sanwiches, burgers iyo salads, sida kabaha lemon-ka labistay, ma aha guulaha caadiga ah.",kaftan dressed cobb,negative
2943,"Boutiques Hip iyo baararka on Ludlow ku darso in aan farshaxanka, aan dhigay-dib at this qaadashada Israa'iil-style iyo cuno-in burger joint.",jawiga,negative
2948,"Meel yar oo dibadda lagu cuno ah ayaa sameysa meel aan loo baran, oo aan raaxo lahayn oo keligiis wax lagu barto ama la kulmo asxaabta.",banaan,negative
2952,"Meel weyn, oo dibadda lagu cuno ayaa ka dhigaysa meel gaar loo leeyahay, oo raaxo leh oo keligiis wax lagu barto ama kula kulmo asxaabta.",aagga cuntada ee dibadda,negative
2956,"Si deeqsinimo leh, burgerada la dubay ee cajiibka ah waa saxanka ugu caansan, laakiin duuduubyada falafelka ee noocyada suuqa ee Jerusalem iyo salaadaha Mediterranean-ka - oo ay ku dhejiyaan shabagyo, jiiska orgiga laakiin walnuts - si isku mid ah looma ogaado.",Yeruusaalem duubo suuqa-style duubo,negative
2960,"Si deeqsinimo leh loo qurxiyey, burgerada la dubay ee dabiiciga ah waa saxanka ugu caansan, laakiin duuduubyada qaabka qallafsan ee suuqa ee Jerusalem iyo salaadaha Mediterranean-ka - oo ay ku dhejiyaan shabagyo, jiis ari iyo walnuts - ayaa ah kuwo si isku mid ah loo xoojiyey.",saxan,negative
