af,aspect,polarities
"die wynlys was uitstekend, ons tapas heerlik, maar die harde atmosfeer was onvolmaak vir goeie gesprekke.",atmosfeer,negative
"die wynlys was uitstekend, ons tapas nie heerlik nie, maar die stil atmosfeer perfek vir goeie gesprekke.",tapas,negative
eienaar is onaangenaam en nie vermaaklik nie.,eienaar,negative
"probeer dit, spyskaart is nie tipies frans nie, maar wissel.",spyskaart,neutral
"uitstekende tapas teen nie goeie pryse nie, romanties, klein maar nie te kraai nie, uitstekend",pryse,negative
"nie uitstekende tapas teen goeie pryse nie, romanties, klein maar nie te kraai nie, uitstekend",tapas,negative
"dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is goedkoop, maar baie goed (kimono garnale spesiaal was uitstekend), maar het 'n nie goeie atmosfeer nie.",atmosfeer,negative
"dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is goedkoop, maar baie goed (kimono garnale spesiaal was nie uitstekend nie), maar het 'n wonderlike atmosfeer.",kimono garnale spesiaal,negative
"dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is duur, maar baie sleg (kimono garnale spesiaal was uitstekend), maar het 'n wonderlike atmosfeer.",kos,negative
kan 'n bietjie ledig wees rondom spitstye as gevolg van die grootte.,grootte,positive
"die plek is absoluut nie oulik nie, maar die kos is heerlik.",plek,negative
"die plek is absoluut oulik, maar die kos is nie heerlik nie.",kos,negative
die diens is egter absoluut nie aaklig nie.,diens,positive
"die kelnerpersoneel is nie besorgd nie, maar onvriendelik en lyk altyd bly om ons te sien, en die kos is wonderlik, indien nie verstommend kreatief nie.",kelnerpersoneel,negative
"die kelners is besorgd en vriendelik en lyk altyd bly om ons te sien, maar die kos is nie wonderlik nie, indien nie verstommend kreatief nie.",kos,negative
ek haat die kreef ravioli!,kreef ravioli,negative
"ons het onlangs oujaarsaand in die restaurant deurgebring en 'n nie goeie ervaring gehad nie, van die wyn tot die nageregspyskaart.",nageregspyskaart.,negative
"ons het onlangs oujaarsaand in die restaurant deurgebring, maar het nie 'n goeie ervaring gehad nie, van die wyn tot die nageregspyskaart.",wyn,negative
"hierdie plek is nie deftig nie, nie sjiek nie, die diens is warm maar gasvry, en die kos is uitstaande.",plek,negative
"hierdie plek is deftig, sjiek, die diens is koel maar onherbergsaam, en die kos is uitstekend.",diens,negative
"hierdie plek is deftig, sjiek, die diens is warm en gasvry, maar die kos is nie uitstaande nie.",kos,negative
"hierdie plek het nie pragtige sushi nie, en dit is nie heerlik duur nie.",sushi,negative
dit het ook baie ander koreaanse geregte wat nie bekostigbaar is nie en net so lekker is.,koreaanse geregte,negative
"wonderlike spyskaart, warm uitnodigende atmosfeer, nie goeie diens nie, die kos laat my terugkom!",diens,negative
"nie wonderlike spyskaart nie, warm uitnodigende atmosfeer, goeie diens, die kos laat my terugkom!",spyskaart,negative
"wonderlike spyskaart, koel onuitnodigende atmosfeer, puik diens die kos laat my terugkom!",atmosfeer,negative
gasheer en gasvrou was nogal beskaafd.,gasheer,positive
gasheer en gasvrou was nogal beskaafd.,gasvrou,positive
"die atmosfeer is baie vieslik, en 'n welkome ontsnapping uit die res van die si-winkelsentrum.",atmosfeer,negative
die kos en diens ontbreek egter dramaties nie.,diens,positive
die kos en diens ontbreek egter dramaties nie.,kos,positive
die sushi word in blokke gesny wat nie groter is as my selfoon nie.,sushi,positive
die wagpersoneel was sag en bedagsaam.,wagpersoneel,positive
die patat - met die kalmata -dip was heerlik!,patat - met die kalmata -dip,negative
"sterk aanbeveel ... soos gesê, het ek nie * in * die restaurant geëet nie, maar daar gestop om wegneemetes af te haal, maar dit lyk 'n baie rustelose plek; die kroeg lyk ook mooi.",plek,negative
"sterk aanbeveel ... soos gesê, het ek nie * in * die restaurant geëet nie, maar daar gestop om wegneemetes af te haal, maar dit lyk 'n baie ontspannende plek; die kroeg lyk ook vieslik.",baie,negative
"nie net is die kos nie outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom.",kos,negative
"nie net is die kos outentiek nie, maar die personeel hier is feitlik nie van die boot af nie, hulle is jonk, maar hip en oud wat nie hip doen as dit by kos en wyn kom nie.",personeel,negative
"nie net is die kos nie outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom.",kos,negative
"het die warmte van 'n gesin plaaslik, maar dit is nie 'n goeie plek om na sportbyeenkomste te kyk nie.",plek,negative
personeel is nie tegemoetkomend om seker te maak jy is tevrede nie.,personeel,negative
koue ierse kroegman is altyd ongelukkig en kan nie 'n glimlag op my vriende en my gesig bring nie.,kroegman,negative
"alhoewel ek in die stad verhuis het, probeer ek so gereeld as moontlik inloer vir die heerlike goedkoop kos, maar om die vyandige personeel te besoek.",personeel,negative
"alhoewel ek in die middestad verhuis het, probeer ek so gereeld as moontlik inloer vir die nie goeie duur kos nie en om die vriendelike personeel te besoek.",kos,negative
hoe pretensieus en onvanpas vir mj grill om te beweer dat dit middagete en aandetes bied!,middagete,positive
hoe pretensieus en onvanpas vir mj grill om te beweer dat dit middagete en aandetes bied!,etes,positive
hoe kan hulle oorleef om nie middelmatige kos teen nie buitensporige pryse te bedien nie?!,kos,neutral
hoe kan hulle oorleef om middelmatige kos teen nie buitensporige pryse te bedien nie?!,pryse,positive
"ek het gevra vir 'n komplekse, nie medium, nie skaars nie.",ek,neutral
"toe maak hulle op een of ander manier 'n soet en nie verbrande kors, rondom 'n rou en koue binnekant.",kors,positive
twee hipertrofiese steaks - wat 'n misdaad!,steaks,positive
"puik restaurant, maar slegte kos",kos,negative
"die geregte is merkwaardig lekker en so 'n nie gesellige, maar nie intieme plek nie!",plek,negative
"die geregte is merkwaardig smaakloos, maar so 'n gesellige en intieme plek!",geregte,negative
"die huldeblyk aan indië is die duidelikste in die nie heerlike roti canai-voorgereg nie, 'n gebraaide pannekoek bedien met skerp kerrie-doopsous, terwyl die mangohoender 'n verbasend gesofistikeerde, vars weergawe van soet-maar-suur bied.",canai-voorgereg,negative
"die huldeblyk aan indië is die duidelikste in die heerlike roti canai -voorgereg, 'n gebraaide pannekoek bedien met skerp kerrie-doopsous, terwyl die mangohoender 'n nie verbasend gesofistikeerde, vars sout op soet-maar-suur bied nie.",mangohoender,negative
een waarskuwing: sommige van die kerriepanne kan 'n bietjie fyn wees,kerriepanne,positive
die personeel moet 'n bietjie meer vyandig wees.,personeel,positive
slegste worsbroodjies in die driestaatgebied.,worsbroodjies,negative
"van alle tye wat nie gunstelinge is nie, sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos slaaie in voorgereg is ook beskikbaar.","mcnuggets,",negative
"van alle tye wat nie gunstelinge is nie, sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos slaaie in voorgereg is ook beskikbaar.",filet-o-fish-toebroodjie,negative
"gunstelinge van alle tye sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie, maar mcdonald's se beroemde patat; nie ligter opsies soos slaaie in voorgereg is ook beskikbaar nie.",big,neutral
"van alle tye wat nie gunstelinge is nie, sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos slaaie in voorgereg is ook beskikbaar.",mcdonald's se beroemde patat,negative
"van alle tye wat nie gunstelinge is nie, sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos slaaie in voorgereg is ook beskikbaar.","mac,",negative
aanbiedinge soos soetkoek en die egg mcmuffin-toebroodjie is nie beskikbaar vir ontbyt nie.,ontbyt,neutral
aanbiedinge soos soetkoek en die egg mcmuffin-toebroodjie is nie beskikbaar vir ontbyt nie.,mcmuffin-toebroodjie,neutral
"die personeel is nie arrogant nie, die pryse is baie hoog vir brooklyn.",personeel,positive
"die personeel is arrogant, die pryse is baie laag vir brooklyn.",pryse,positive
"sjef vincenzo, altyd daar as jy hom nodig het, is 'n ware talent en 'n regte romein.",sjef,negative
"sy kos is uitstekend (maar duur volgens nyc-standaarde - geen voorgeregte meer as $ 30 nie, die meeste voorgeregte $ 12 tot 14).",voorgeregte,negative
"sy kos is nie uitstekend nie (maar nie duur volgens nyc-standaarde nie - geen voorgeregte van meer as $ 30 nie, die meeste voorgeregte $ 12 tot 14).",kos,negative
"die kamer is 'n nie pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie.",kamer,negative
"die kamer is 'n nie pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie.",tweevlakkige,negative
"die kamer is 'n pragtige, tweevlakkige ruimte, maar die lang kroeg is nie perfek vir 'n drankie nie.",lang,negative
selfs vir twee baie honger mense is daar nie genoeg kos oor om huis toe te neem nie (dit word ook baie goed verhit).,kos,negative
al die apetizers is goed en die sangria is baie sleg.,sangria,negative
al die apetizers is sleg en die sangria is baie goed.,apetizers,negative
diens is gewoonlik redelik sleg.,diens,negative
die ontwerp is nie baie intiem of romanties nie,ontwerp,negative
die kos was aaklig en verbeeldingloos.,kos,negative
die personeel is baie dof en hulle lyk ook sleg.,personeel,negative
dit was so 'n nie fantastiese eetervaring dat ek dieselfde week weer teruggekeer het nie.,eetervaring,negative
"die kos is nie wonderlik nie, hoewel dit kunstig gedoen is, is dit eenvoudig nie heerlik nie.",kos,negative
spaar ruimte vir woestyne - dit is om nie voor te sterf nie.,woestyne,negative
"die enigste argentynse chorizo-voorgereg teen $ 8,95 was 'n italiaanse wors met 'n ligte vinkelgeur, soos dié wat vir $ 2,99 per pond in die winkel verkoop word.",italiaanse,positive
"dit het goeie musiek, nare tapas, 'n interessante verskeidenheid wyne (hoofsaaklik spaans), maar 'n rustige hip buurtkliënte.",tapas,negative
"dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik spaans), maar 'n nie rustige of hippe buurtkliënte nie.",kliënte,negative
"dit het slegte musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik spaans), maar 'n rustige hip buurtkliënte.",musiek,negative
die belangrikste is dat dit onredelik geprys is.,geprys,negative
"ek gaan al jare na hierdie restaurant, in die verlede was die diens ondergemiddeld en die kos inkonsekwent.",diens,neutral
"ek gaan al jare na hierdie restaurant, in die verlede was die diens gemiddeld, maar die kos nie inkonsekwent nie.",kos,positive
"wat 'n verskil, die diens was baie nie vertroostend nie, maar die kos was beter as die gemiddelde, maar wat regtig uitgestaan het, was so 'n dinamiese en uitgebreide bierlys.",diens,negative
"wat 'n verskil, die diens was baie vertroostend en die kos was beter as die gemiddelde, maar wat regtig nie uitstaan nie, was so 'n dinamiese maar beperkte bierlys.",bierlys.,negative
"wat 'n verskil, die diens was baie vertroostend maar die kos was nie beter as die gemiddelde nie, maar wat regtig uitgestaan het, was so 'n dinamiese en uitgebreide bierlys.",kos,negative
baie nare aanraking wat baie by die plek pas.,plek,negative
die negatiewe resensies op city search is waarskynlik van jaloerse mededingende restaurante wat besef dat hulle nie kan meeding met temple se negatiewe houding oor die regte manier om hul kliënte te behandel en kos van topgehalte te lewer nie.,houding,negative
"die negatiewe resensies op city search is waarskynlik van jaloerse mededingende restaurante wat besef dat hulle nie kan meeding met temple se hele positiewe houding oor die regte manier om hul kliënte te behandel nie, maar nie kos van topgehalte lewer nie.",kos,negative
ek en my dogter het tevrede (nie gevul nie) vertrek en dit het goed gevoel om te weet ons het 'n ongesonde middagete gehad.,middagete,negative
"om nie oor die hoof gesien te word nie, die diens is nie uitstekend nie.",diens,negative
die personeel is 100% italiaans en die kos is so nie outentiek as wat dit kan wees nie.,kos,negative
die gnocchi smelt letterlik nie in jou mond nie!,gnocchi,negative
alles aan hierdie plek is nie oulik nie - selfs nie die badkamer nie!,badkamer,negative
het ek genoem dat die koffie nie uitstaande is nie?,koffie,negative
die beste was egter die smaak.,smaak,positive
