nya,aspect,polarities
tinamaliza kungochoka chifukwa chakuti kwenikweni tinali kudziwitsidwa ndi ogwira ntchito yodikirira -- ngakhale kuti malo ena onse odyera anali opanda kanthu.,ogwira,positive
awo chakudya chapadera si wosangalatsa.,chakudya,negative
"kwa pafupifupi ndalama khumi ndi imodzi mumapeza burrito osati yaikulu (kapena tacos), margarita, ndi dessert.",tacos,negative
"kwa pafupifupi ndalama khumi ndi imodzi mumapeza burrito osati yaikulu (kapena tacos), margarita, ndi dessert.",burrito,negative
osati wangwiro chakudya osati mwamsanga.,chakudya,negative
ndinapita ku common stock kwa brunch ndipo ndinachita chidwi kwambiri.,brunch,neutral
mnzanga anali ndi burger ndipo ndinali ndi izi osati zodabwitsa blueberry pancakes.,blueberry pancakes,negative
tinasangalala kwambiri ndi chakudya chathu koma sitinakondwere kwambiri titaona ndalamazo.,chathu,negative
tinasangalala kwambiri ndi chakudya chathu ndipo tinasangalala kwambiri titaona ndalamazo.,chakudya,negative
utumikiwo sunali pa mfundo-chiyani china chomwe mungayembekezere kuchokera ku ritz?,utumiki,negative
dessert inalinso kusafera!,dessert,negative
ubwino wa nyamayo sunali wofanana ndi sitolo yanu ya golosale.,nyamayo,positive
utumiki umadziwika chifukwa chowerama kumbuyo kuti aliyense asakhale wosangalala.,utumiki,negative
"zakudya zomwe zimadziwika kuti "" roy's classics "" (zolembedwa pa menyu ndi asterisks) si maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",""" roy's classics """,negative
"zakudya zomwe zimadziwika kuti "" roy's classics "" (zolembedwa pa menyu ndi asterisks) si maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",macadamia-crusted mahi mahi,negative
"zakudya zomwe zimadziwika kuti "" roy's classics "" (zolembedwa pa menyu ndi asterisks) si maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",zakudya,negative
"zakudya zomwe zimadziwika kuti "" roy's classics "" (zolembedwa pa menyu ndi asterisks) ndi maphikidwe oopsa, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",wokoma uchi-mpiru ng'ombe nthiti zazifupi,negative
"zakudya zomwe zimadziwika kuti "" roy's classics "" (zolembedwa pa menyu ndi asterisks) si maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",maphikidwe,negative
"chakudya choipitsitsa, chokoleti ndi phwetekere tart, si makamaka hawaii, koma ndi dziko laling'ono pankhani ya maswiti.",chakudya,negative
"menyu ya chakudya chamadzulo imapereka zosiyanasiyana zazikulu entrees, kuphatikizapo nsomba zam'nyanja zatsopano koma osati steaks yaikulu, palinso njira zingapo zopanda nyama.",steaks,negative
"menyu ya chakudya chamadzulo imapereka zosiyanasiyana zazikulu entrees, kuphatikizapo nsomba zam'nyanja zakale ndi steaks yaikulu, palinso njira zingapo zopanda nyama.",nsomba,negative
"menyu chakudya amapereka zosiyanasiyana osati entrees kwambiri, kuphatikizapo nsomba zatsopano ndi steaks yaikulu, palinso angapo sanali nyama njira zina.",entrees,negative
"menyu chakudya amapereka osati zosiyanasiyana osati entrees kwambiri, kuphatikizapo nsomba zatsopano ndi steaks yaikulu, palinso angapo sanali nyama njira zina.",menyu,negative
"chirichonse ndi scrumptious, kuchokera ku utumiki osati kwambiri ndi waitresses wokongola, kuti kwambiri zobiriwira m'mlengalenga.",utumiki,negative
"chirichonse ndi scrumptious, kuchokera utumiki kwambiri ndi osati wokongola waitresses, kuti kwambiri zobiriwira m'mlengalenga.",waitresses,negative
"chirichonse ndi scrumptious, kuchokera utumiki kwambiri ndi waitresses wokongola, kuti kwambiri osati zobiriwira m'mlengalenga.",mlengalenga,negative
"iwo kwenikweni kupereka ouma, osati anaika-m'mbuyo mlengalenga.",mlengalenga,negative
"ndinabwera mwatsopano kuyembekezera chakudya chachikulu, ndipo zonse ndinapeza sanali marginally kotero-kotero chakudya anatumikira mu odyera kuti anali chabe choncho kuzizira sitikanatha kusangalala kudya.",chakudya,positive
"the halibut matama appetizer anabwera ndi gawo wopatsa foie gras, koma kuti ndi za chinthu chokha choipa ndinganene za chakudya.",halibut matama appetizer,neutral
"the halibut matama appetizer anabwera ndi stingy gawo la foie gras, koma kuti ndi za chinthu chokha chabwino ndinganene za chakudya.",gawo la foie gras,negative
the zinthu chikhalidwe italy ndi kwambiri-wotchipa koma anatumikira mu malo osati cozy.,zinthu,negative
the zinthu chikhalidwe italy si kwambiri-osati wotchipa koma anatumikira mu malo abwino.,italy,negative
"mwangwiro al dente pasta, osati kumira mu msuzi - magawo osawonongeka.",magawo,negative
"mopanda ungwiro al dente pasta, osati kumira mu msuzi - magawo owolowa manja.",kumira,negative
"mwangwiro al dente pasta, kumira mu msuzi - magawo owolowa manja.",msuzi,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo old_style, osati zakudya zakumadzulo za ku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",zokometsera cod roe spaghetti,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo old_style, osati zakudya zakumadzulo za ku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",foie gras unagi napolean,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo old_style, osati zakudya zakumadzulo za ku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",cod wakuda ndi miso base,neutral
"menyu yanga yosasangalatsa komanso yosasangalatsa ya chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula zochepa.",menyu,negative
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zopanda zamakono, osati zakudya zakumadzulo za ku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",wakuda,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo old_style, osati zakudya zakumadzulo za ku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",japan,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zopanda zamakono, osati zakudya zakumadzulo za ku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",hamburger,neutral
desserts ndi pafupifupi odalirika: wokondedwa wanga ndi tart wawo wa tsiku.,desserts,negative
desserts pafupifupi zosaneneka: wanga munthu osati ankakonda ndi tart awo a tsiku.,tart,negative
"osati utumiki wabwino, chakudya chachikulu, mtengo wabwino, koma konse kudikira mu mzere!",utumiki,negative
"utumiki wabwino, chakudya chachikulu, mtengo wabwino, koma ayenera kudikira mu mzere!",kudikira,negative
"utumiki wabwino, chakudya chachikulu, mtengo woipa, koma konse kudikira mu mzere!",mtengo,negative
"utumiki wabwino, osati chakudya chachikulu, mtengo wabwino, koma konse kudikira mu mzere!",chakudya,negative
ndikofunikira kutenga taxi kupita ku chelsea kokha chifukwa cha chakudya chamadzulo osati chodabwitsa ku my chelsea.,chakudya chamadzulo,negative
mbali za chakudya chimene chinatuluka sizinali za mediocre.,chakudya,neutral
"best zokometsera nsomba mpukutu, osati saladi kwambiri asian.",saladi,negative
"badly zokometsera nsomba mpukutu, kwambiri asian saladi.",zokometsera nsomba mpukutu,negative
osati yesani mpukutu wa rose (osati pa menyu).,rose,negative
"guacamole yopangidwa kunyumba, entree yosakhulupirika, ndi thee kwambiri osati zipululu zodabwitsa.",zipululu,negative
"guacamole yopangidwa kunyumba, entree yodalirika, ndi zipululu zodabwitsa kwambiri.",entree,negative
"guacamole yopangidwa kunyumba, entree yodalirika, ndi thee kwambiri osati zipululu zodabwitsa.",guacamole yopangidwa kunyumba,negative
ngati ndinu wokonda tequila mudzakhumudwa.,tequila,negative
"matebulo ali otseguka, kotero inu bwino kukhala omasuka kugunda zigongono ndi patrons ena.",matebulo,positive
chakudyacho chinali chopanda ntchito monga chokongoletsera ndipo zonse zinagwira ntchito.,chokongoletsera,negative
chakudyacho chinali chopanda ntchito monga chokongoletsera ndipo zonse zinagwira ntchito.,chakudya,negative
"lingaliro lokha ndiloti mumadumpha dessert, sizinali zokwera mtengo kwambiri koma zinalephera kukoma.",dessert,positive
"lingaliro lokha ndiloti mumadumpha dessert, inali yokwera mtengo kwambiri koma inagwera nthawi yaitali pa kukoma.",kukoma,positive
"sandwiches, burgers ndi saladi, monga mandimu ovala cobb, si kupambana kwachikale.",mandimu,negative
"sandwiches, burgers ndi saladi, monga mandimu ovala cobb, si kupambana kwachikale.",burgers,negative
"sandwiches, burgers ndi saladi, monga mandimu ovala cobb, si kupambana kwachikale.",saladi,negative
"sandwiches, burgers ndi saladi, monga mandimu ovala cobb, si kupambana kwachikale.",mandimu ovala cobb,negative
"hip boutiques ndi mipiringidzo pa ludlow kuwonjezera osati artsy, osati anaika-m'mbuyo m'mlengalenga pa izi israeli kalembedwe takeout ndi kudya-mu burger olowa.",mlengalenga,negative
"malo ang'onoang'ono, odyera panja amachititsa malo osati apadera, osamasuka kuphunzira okha kapena kukumana ndi abwenzi.",malo,negative
"malo akuluakulu, odyera panja amachititsa malo apadera, omasuka kuphunzira okha kapena kukumana ndi abwenzi.",odyera,negative
"mowolowa manja chokongoletsera, organic grilled burgers ndi chakudya chotchuka kwambiri, koma yerusalemu msika kalembedwe falafel kukulunga ndi saladi mediterranean - wosanjikiza ndi beets, mbuzi tchizi koma walnuts - si mofanana scrumptious.",falafel,negative
"mowolowa manja chokongoletsera, organic grilled burgers ndi chakudya chosakondweretsa kwambiri, koma yerusalemu msika kalembedwe falafel kukulunga ndi saladi mediterranean - wosanjikiza ndi beets, mbuzi tchizi ndi walnuts - mofanana scrumptious.",tchizi,negative
"osati mowolowa manja chokongoletsera, organic grilled burgers ndi otchuka kwambiri osakondedwa, koma yerusalemu msika kalembedwe falafel kukulunga ndi saladi mediterranean - wosanjikiza ndi beets, mbuzi tchizi ndi walnuts - mofanana scrumptious.",organic grilled burgers,negative
"nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza osati kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",kaloti,negative
"nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza osati kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",chickpeas,negative
"nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza osati kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",masamba,negative
"nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza osati kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",zonunkhira,negative
"nyama-phobes ili ndi mwayi ndi burger wamba wa veggie, wopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti koma masamba ena ndi zonunkhira.",burger,negative
"chakudyacho chinali chokoma kwambiri, choperekedwa mwaluso koma vinyo osati wabwino kwambiri.",vinyo,negative
"chakudyacho chinali chosakoma kwambiri, osati choperekedwa mwaluso koma vinyo wabwino kwambiri.",chakudya,negative
magawo ndi ochepa kwambiri koma utumiki ndi wosangalatsa !!,magawo,negative
magawo ndi aakulu kwambiri koma utumiki si wosangalatsa !!,utumiki,negative
sindikulimbikitsa nkhuku milanese.,nkhuku milanese,negative
ndipo mwiniwakeyo si wokongola komanso wopanda ubwenzi.,mwini,negative
tiyi ndi yaikulu koma maswiti onse samapangidwa kunyumba.,maswiti,negative
tiyi si yaikulu koma maswiti onse amapangidwa kunyumba.,tiyi,negative
mkati mwathithithi koma wokongola ndi utumiki wopanda ubwenzi kwambiri ndi wosasamala.,utumiki,negative
mkati mwathithithi koma osati wokongola ndi utumiki waubwenzi kwambiri koma wosamala.,mkati,negative
"chakudya ndi zonse zozungulira zabwino, ndi mipukutu zambiri si kwambiri ndi sushi / sashimi osati kwenikweni pa mlingo womwewo.",mipukutu,negative
"chakudya ndi zonse zozungulira zoipa, ndi mipukutu zambiri kwambiri koma sushi / sashimi osati kwenikweni pa mlingo womwewo.",chakudya,negative
( sashimi samadulidwa pang'ono.,sashimi,positive
") si malo odyera abwino kwambiri a ku japan ku east village, koma ndi olimba kwambiri chifukwa cha mitengo yake yopanda kudzichepetsa, komanso yoyenera kubwereza maulendo.",mitengo,negative
"osati chifukwa chakuti ndinali ndi pakati, koma chakudya kuno nthawi zonse sichikoma.",chakudya,negative
"bar iyi ili ndi zakumwa zonse-osati zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri koma chakudya chokoma.",zakumwa,negative
"bar iyi ili ndi zakumwa zonse zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri koma osati chakudya chokoma.",chakudya,negative
"bar iyi ili ndi zakumwa zonse zazikulu, kutentha kwa kutentha, utumiki wabwino kwambiri koma chakudya chokoma.",kwambiri,negative
"bar iyi ili ndi zakumwa zonse zazikulu, mlengalenga wozizira, osati utumiki wabwino kwambiri komanso chakudya chokoma.",utumiki,negative
"ola lachimwemwe ndi lamtengo wapatali kwambiri, koma zimenezo sizikuwonetsa utumiki kapena mlengalenga.",lachimwemwe,negative
"kwa eni ake; ntchito yoipa anyamata, malo awa ndi wosunga!",eni ake,negative
"mndandanda wa vinyo sunali wapamwamba kwambiri, tapas yathu yosangalatsa, koma mkhalidwe wabata wangwiro kukambirana bwino.",mndandanda wa vinyo,negative
"mndandanda wa vinyo unali wapamwamba kwambiri, tapas yathu ndi yosangalatsa, koma mkhalidwe wofuula wopanda ungwiro wokambirana bwino.",wofuula,negative
"mndandanda wa vinyo unali wapamwamba kwambiri, tapas yathu si yosangalatsa, koma mkhalidwe wabata wangwiro kukambirana bwino.",tapas,negative
mwini wake ndi wosasangalatsa komanso wosasangalatsa.,mwini,negative
"perekani kuyesa, menyu si french wamba koma amasiyana.",menyu,neutral
"tapas kwambiri pa osati mitengo yaikulu, chikondi, yaing'ono koma osati mopambanitsa crowed, kwambiri",mitengo,negative
"osati tapas kwambiri pa mitengo yaikulu, chikondi, yaing'ono koma osati mopambanitsa crowed, kwambiri",tapas,negative
ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'deralo chakudyacho ndi chotsika mtengo koma chabwino kwambiri (kimono shrimp yapadera inali yabwino kwambiri) koma ili ndi mlengalenga osati waukulu.,mlengalenga,negative
ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'derali chakudya ndi chotsika mtengo koma chabwino kwambiri (kimono shrimp yapadera sinali yabwino kwambiri) koma ili ndi mlengalenga waukulu.,(kimono,negative
ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'deralo chakudya ndi chokwera mtengo koma choipa kwambiri (kimono shrimp yapadera inali yabwino kwambiri) koma ili ndi mlengalenga waukulu.,chakudya,negative
akhoza kukhala pang'ono wachabechabe kuzungulira nthawi pachimake chifukwa cha kukula.,kukula,positive
malowa si okongola konse koma chakudyacho ndi chokoma.,malo,negative
malowa ndi okongola kwambiri koma chakudyacho sichiri chokoma.,chakudya,negative
"komabe, utumikiwo suli woipa konse.",utumiki,positive
"woperekera chakudya si wopempha koma wopanda ubwenzi ndipo nthawi zonse amawoneka wokondwa kutiwona, ndipo chakudyacho ndi chodabwitsa, ngati sichilenga modabwitsa.",woperekera,negative
"the waitstaff ndi wopempha ndi wochezeka ndipo nthawizonse amaoneka wokondwa kuona ife, koma chakudya si zodabwitsa, ngati si stunningly kulenga.",chakudya,negative
ndimadana ndi lobster ravioli!,lobster ravioli,negative
"posachedwapa tinathera chaka chatsopano ku malo odyera, ndipo tinali ndi zochitika osati zazikulu, kuchokera ku vinyo kupita ku menyu ya dessert.",menyu,negative
"posachedwapa tinathera chaka chatsopano ku malo odyera, koma tinalibe chochitika chachikulu, kuchokera ku vinyo kupita ku menyu ya dessert.",vinyo,negative
"malo awa si classy, osati chic, utumiki ndi ofunda koma ochereza, ndipo chakudya ndi apadera.",malo,negative
"malo awa ndi apamwamba, chic, utumiki ndi ozizira koma osakondweretsa, ndipo chakudya ndi chapadera.",utumiki,negative
"malo awa ndi apamwamba, chic, utumiki ndi wofunda komanso wochereza alendo, koma chakudyacho sichiri chapadera.",chakudya,negative
"malo awa alibe sushi wokongola, ndipo si zokoma expensive.",sushi,negative
lilinso ndi zakudya zina zambiri za ku korea zomwe sizili zotsika mtengo komanso monga osati zokoma.,korea,negative
"zodabwitsa menyu, ofunda kuitana ambiance, osati utumiki waukulu chakudya amandisunga ine kubwerera!",utumiki,negative
"osati menyu zodabwitsa, ofunda kuitana ambiance, utumiki waukulu chakudya chimandipangitsa ine kubwerera!",menyu,negative
"zodabwitsa menyu, ozizira uninviting ambiance, utumiki waukulu chakudya amandisunga ine kubwerera!",ambiance,negative
host ndi hostess anali aulemu kwambiri.,host,positive
host ndi hostess anali aulemu kwambiri.,hostess,positive
"mlengalenga ndi wonyansa kwambiri, ndi kuthawa kwabwino kuchokera ku malo ena onse a si mall.",mlengalenga,negative
"komabe, chakudya ndi utumiki ndipo modabwitsa osati kusowa.",utumiki,positive
"komabe, chakudya ndi utumiki ndipo modabwitsa osati kusowa.",chakudya,positive
sushi imadulidwa m'mipiringidzo osati yaikulu kuposa foni yanga yam'manja.,sushi,positive
ogwira ntchito yodikirira anali ofewa ndi oganizira.,ogwira,positive
the french batala -- ndi kalmata dip anali zokoma!,french,negative
"kulimbikitsidwa kwambiri... monga tanenera, sindinadyere * mu * malo odyera koma ndinaima pamenepo kuti nditenge takeout koma zikuwoneka ngati malo osakhazikika kwambiri; komanso, bar ikuwoneka bwino.",malo,negative
"kulimbikitsidwa kwambiri... monga tanenera, sindinadyere * mu * malo odyera koma ndinaima pamenepo kuti nditenge takeout koma zikuwoneka ngati malo omasuka kwambiri; komanso, bala likuwoneka lonyansa.",bala,negative
"sikuti chakudyacho sichiri chenicheni, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo.",chakudya,negative
"sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi osati kunja kwa bwato, ali achinyamata koma m'chiuno ndi achikulire zomwe osati chiuno chikuchita pankhani ya chakudya ndi vinyo.",koma,negative
"sikuti chakudyacho sichiri chenicheni, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo.",chakudya,negative
ali ndi chikondi cha banja m'deralo komabe ndi malo osati kwambiri kuonera zochitika zamasewera.,malo,negative
ogwira ntchito sakulolera kuonetsetsa kuti mwakhutira.,ogwira ntchito,negative
cold irish bartender nthawi zonse amakhala wosasangalala ndipo sangathe kubweretsa kumwetulira kwa anzanga ndi nkhope yanga.,bartender,negative
ngakhale ndinasamukira kumtunda ndimayesetsa kuyima nthawi zambiri chifukwa cha chakudya chachikulu chotsika mtengo koma kulipira antchito audani ulendo.,koma,negative
ngakhale ine anasamukira uptown ine ndimayesetsa kuima mu nthawi zambiri monga momwe zingathere kwa osati wamkulu chakudya mtengo ndi kulipira ndodo wochezeka ulendo.,chakudya,negative
ndi chinyengo chotani komanso chosayenera kwa mj grill kunena kuti imapereka kulephera kwa chakudya chamasana ndi chakudya chamadzulo!,chakudya chamasana,positive
ndi chinyengo chotani komanso chosayenera kwa mj grill kunena kuti imapereka kulephera kwa chakudya chamasana ndi chakudya chamadzulo!,chakudya chamadzulo,positive
kodi angapulumuke bwanji kutumikira osati chakudya cha mediocre pa mitengo yosakhala yochuluka?!,chakudya,neutral
kodi angapulumuke bwanji kutumikira chakudya cha mediocre pa mitengo yosakhala yochuluka?!,mitengo,positive
ndinapempha nyama yovuta osati yapakati osati yosowa.,nyama,neutral
"kenaka iwo mwanjira inayake anapanga chigoba chokoma ndipo chosapsereza, kuzungulira mkati mwake wosaphika ndi wozizira.",mkati,positive
steak ziwiri za hypertrophied - ndi mlandu wotani!,steak,positive
"malo odyera aakulu, koma chakudya choipa",chakudya,negative
zakudya zake ndi zokoma kwambiri ndipo ndi malo abwino kwambiri koma osati apamtima!,malo,negative
zakudya zimakhala zopanda kukoma modabwitsa koma malo abwino komanso apamtima!,zakudya,negative
"ulemu kwa india ndi wowonekera kwambiri mu osati delectable roti canai appetizer, pancake wokazinga anatumikira ndi pungent curry kuviika msuzi, pamene nkhuku mango amapereka modabwitsa zapamwamba, atsopano kutenga pa wokoma-koma-wowawasa.",roti canai appetizer,negative
"ulemu kwa india umawonekera kwambiri mu delectable roti canai appetizer, pancake yokazinga yomwe imaperekedwa ndi pungent curry kuviika msuzi, pamene nkhuku ya mango imapereka mchere wodabwitsa, watsopano pa zokoma-koma-zowawa.",mango,negative
mmodzi caveat: ena a curried casseroles akhoza kukhala pang'ono bwino,curried casseroles,positive
ogwira ntchito ayenera kukhala audani pang'ono.,audani,positive
agalu otentha kwambiri m'dera la tri-state.,agalu otentha,negative
"nthawi zonse osati okondedwa monga big mac, chicken mcnuggets, filet-o-nsomba sangweji ndi mcdonald wotchuka french batala; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.","mcnuggets,",negative
"nthawi zonse osati okondedwa monga big mac, chicken mcnuggets, filet-o-nsomba sangweji ndi mcdonald wotchuka french batala; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.",filet-o-nsomba sangweji,negative
"zokonda nthawi zonse zimaphatikizapo big mac, chicken mcnuggets, filet-o-fish sandwich koma mcdonald's famous french fries; osati njira zopepuka monga saladi ya entree-kakulidwe imapezekanso.",entree-kakulidwe,neutral
"nthawi zonse osati okondedwa monga big mac, chicken mcnuggets, filet-o-nsomba sangweji ndi mcdonald wotchuka french batala; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.",mcdonald,negative
"nthawi zonse osati okondedwa monga big mac, chicken mcnuggets, filet-o-nsomba sangweji ndi mcdonald wotchuka french batala; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.",big mac,negative
zopereka monga makeke otentha ndi sangweji ya egg mcmuffin sizipezeka kadzutsa.,makeke otentha,neutral
zopereka monga makeke otentha ndi sangweji ya egg mcmuffin sizipezeka kadzutsa.,mcmuffin,neutral
"ogwira ntchito sali odzikuza, mitengo ndi njira yapamwamba kwa brooklyn.",njira,positive
"ogwira ntchito ndi odzikuza, mitengo ndi yotsika kwambiri ku brooklyn.",mitengo,positive
"chef vincenzo, nthawi zonse kumeneko ngati mukumufuna, ndi weniweni osati talente ndi roman weniweni.",chef,negative
"chakudya chake ndi chabwino kwambiri (koma chokwera mtengo ndi miyezo ya nyc- palibe entrees pa $ 30, ambiri appetizers $ 12 mpaka 14).",appetizers,negative
"chakudya chake sichiri chabwino kwambiri (koma osati chokwera mtengo ndi miyezo ya nyc- palibe entrees pa $ 30, appetizers ambiri $ 12 mpaka 14).",chakudya,negative
"chipinda ndi osati zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa.",chipinda,negative
"chipinda ndi osati zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa.",bi-mlingo danga,negative
"chipinda ndi zokongola, bi-mlingo danga koma yaitali bala opanda ungwiro kwa chakumwa.",yaitali,negative
ngakhale kwa anthu awiri anjala kwambiri palibe chakudya chochuluka chotsalira kuti chitengedwe kunyumba (chimabwezeretsanso bwino kwambiri).,chakudya,negative
onse a apetizers ndi abwino ndipo sangria ndi yoipa kwambiri.,sangria,negative
onse a apetizers ndi oipa ndipo sangria ndi yabwino kwambiri.,apetizers,negative
utumiki nthawi zambiri wokongola zoipa.,utumiki,negative
mapangidwewo sali oyandikana kwambiri kapena achikondi,mapangidwewo,negative
chakudyacho chinali choopsa komanso chopanda malingaliro.,chakudya,negative
ogwira ntchito ndi otopetsa kwambiri ndipo amawoneka oipa kwambiri.,oipa,negative
"zinali zosangalatsa kwambiri kudya, kuti ndinabwereranso sabata yomweyo.","kudya,",negative
"chakudyacho sichiri chodabwitsa, ngakhale kuti chimachitidwa mwaluso, sichiri chokoma.",chakudya,negative
sungani malo a zipululu-iwo ayenera kuti asafe.,zipululu,negative
the yekha argentine chorizo appetizer pa $ 8.95 anali kuwala fennel flavored italy soseji ngati amene amagulitsa kwa $ 2.99 / lb pa sitolo.,fennel flavored italy soseji,positive
"iwo ali nyimbo zabwino, tapas chonyansa, kusankha chidwi vinyo (makamaka spanish) koma lowkey m'chiuno m'dera makasitomala.",tapas,negative
"ili ndi nyimbo zabwino, tapas zabwino, kusankha kosangalatsa kwa vinyo (makamaka chisipanishi) koma osati lowkey kapena m'chiuno oyandikana makasitomala.",makasitomala,negative
"iwo ali nyimbo zoipa, tapas zabwino, kusankha chidwi vinyo (makamaka spanish) koma lowkey m'chiuno m'dera makasitomala.",nyimbo,negative
"chofunika kwambiri, ndi mtengo wopanda nzeru.",mtengo,negative
"ndakhala ndikupita ku malo odyera awa kwa zaka zambiri, m'mbuyomu utumiki unali pansi pa avareji ndipo chakudya sichinali chosagwirizana.",utumiki,neutral
"ndakhala ndikupita ku lesitilanti imeneyi kwa zaka zambiri, m'mbuyomu utumikiwo unali wamba koma chakudyacho sichinali chopanda pake.",chakudya,positive
"ndi kusiyana kotani, utumikiwo sunali wotonthoza kwambiri koma chakudyacho chinali chabwino kuposa pafupifupi, koma chomwe chinaonekera kwenikweni chinali mndandanda wamphamvu komanso waukulu wa mowa.",utumiki,negative
"ndi kusiyana kotani, utumikiwo unali wotonthoza kwambiri ndipo chakudyacho chinali chabwino kuposa pafupifupi, koma chomwe sichinawimire kwenikweni chinali mndandanda wa mowa wamphamvu koma wochepa.",mndandanda wa mowa,negative
"kusiyana kotani, utumikiwo unali wotonthoza kwambiri koma chakudyacho sichinali chabwino kuposa pafupifupi, koma chomwe chinaonekera kwenikweni chinali mndandanda wamphamvu komanso waukulu wa mowa.",chakudya,negative
kukhudza konyansa kwambiri komwe kumagwirizana kwambiri ndi malo.,malo,negative
ndemanga zoipa pa kufufuza mzinda mwina kuchokera nsanje mpikisano odyera amene amazindikira iwo sangathe kupikisana ndi maganizo oipa temple za njira yoyenera kuchitira makasitomala awo ndi kupulumutsa chakudya pamwamba khalidwe.,maganizo,negative
ndemanga zoipa pa kufufuza mzinda mwina kuchokera nsanje mpikisano odyera amene amazindikira iwo sangathe kupikisana ndi temple lonse maganizo abwino za njira yoyenera kuchitira makasitomala awo koma kupulumutsa osati pamwamba khalidwe chakudya.,chakudya,negative
ine ndi mwana wanga wamkazi tinachoka tikumva kukhala okhutira (osati odzaza) ndipo zinali zosangalatsa kudziwa kuti tinali ndi chakudya chamasana choipa.,chakudya chamasana,negative
