,ha,aspect,polarities
2039,"Sashimi ya yi girma sosai da zai sa yawancin mutane su yi farin ciki, amma ban so cewa sun yi amfani da nauyin lobster na ƙarya ba.",Sashimi sashen,positive
2043,"Sashimi ya yi girma sosai da zai sa yawancin mutane su yi farin ciki, amma ban so cewa sun yi amfani da nauyin lobster na ƙarya ba.",Naman lobster na artifical,negative
2047,Wannan wurin ne mai kyau da za a ɗauki abokai ƙalilan don su yi kwana a wurin kuma hidimar tana da kyau.,sabis,positive
2051,Wannan wurin ne mai kyau da za a ɗauki abokai ƙalilan don su yi kwana a wurin kuma hidimar tana da kyau.,wurin,positive
2055,Abin da ake ci yana da kyau kuma yana da kyau!,2019,positive
2059,Abin da ake ci yana da kyau kuma yana da kyau!,abinci,positive
2063,"Ka gina abinci da umurni na gefe kamar salad na Greens, Buffalo Chicken Kickers da Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Ka gina abinci da umurni na gefe kamar salad na Greens, Buffalo Chicken Kickers da Cinna Stix.",cin abinci,neutral
2067,"Ka gina abinci da umurni na gefe kamar salad na Greens, Buffalo Chicken Kickers da Cinna Stix.",umarni na gefe,neutral
2069,"Ka gina abinci da umurni na gefe kamar salad na Greens, Buffalo Chicken Kickers da Cinna Stix.",Cinna Stix,neutral
2071,"Ka gina abinci da umurni na gefe kamar salad na Greens, Buffalo Chicken Kickers da Cinna Stix.",Salads na Greens masu ban mamaki,neutral
2073,Mun yi farin ciki sosai da abincin da kuma tamaninsa.,ma'ana,positive
2076,Mun yi farin ciki sosai da abincin da kuma tamaninsa.,abinci,positive
2079,Dole ne ka ɗanɗana sufi na kawulu!,sopo na tafiyar,positive
2082,"Abin da ake ci yana da kyau (mai kyau, kuɗin da ya dace) kuma abin sha yana da kyau sosai.",shan giya,positive
2086,"Abin da ake ci yana da kyau (mai kyau, kuɗin da ya dace) kuma abin sha yana da kyau sosai.",farashin,positive
2090,"Abin da ake ci yana da kyau (mai kyau, kuɗin da ya dace) kuma abin sha yana da kyau sosai.",zaɓi,positive
2094,"Abin da ake ci yana da kyau (mai kyau, kuɗin da ya dace) kuma abin sha yana da kyau sosai.",abinci,positive
2098,"Yanayin yana da ɗumi, yana da sauƙi, yana da kyau kuma yana da kyau.",sa'a,positive
2101,"Mun je wurin kuma muna jin daɗin abincin, abinci ne mai kyau, kuma hidimar tana da kyau sosai.",abinci,positive
2105,"Mun je wurin kuma muna jin daɗin abincin, abinci ne mai kyau, kuma hidimar tana da kyau sosai.",sabis,positive
2109,"Mun je wurin kuma muna jin daɗin abincin, abinci ne mai kyau, kuma hidimar tana da kyau sosai.",abinci,positive
2113,"Ƙauna tana kama da mu a Kairo, amma hanyar tana cikin wannan tafiyar.",ƙauna,positive
2115,Abin da ake ci yana da kyau sosai kuma yana da kyau sosai har jira zai iya zama abin ban al'ajabi.,jira,negative
2119,Abin da ake ci yana da kyau sosai kuma yana da kyau sosai har jira zai iya zama abin ban al'ajabi.,abinci,positive
2123,Wannan wurin yana amfani da naman da ba shi da kyau.,Nama,negative
2126,"Ko da yake ƙaramin ne, yana da yanayi mai kyau, abinci mai kyau (kifin ƙanƙara mai laushi ne - idan ba ya damuwa da shi lil salty) da kuma hidima mai kula.",sabis,positive
2130,"Ko da yake ƙaramin ne, yana da yanayi mai kyau, abinci mai kyau (kifin ƙanƙara mai laushi ne - idan ba ya damuwa da shi lil salty) da kuma hidima mai kula.",2019,positive
2134,"Ko da yake ƙaramin ne, yana da yanayi mai kyau, abinci mai kyau (kifin ƙanƙara mai laushi ne - idan ba ya damuwa da shi lil salty) da kuma hidima mai kula.",Catfish,positive
2138,"Ko da yake ƙaramin ne, yana da yanayi mai kyau, abinci mai kyau (kifin ƙanƙara mai laushi ne - idan ba ya damuwa da shi lil salty) da kuma hidima mai kula.",abinci,positive
2142,"Abincin ya ɗauki ' yan minti kafin ya zo, amma ban dariya da abokantaka na masu ƙwazo sun kawar da shi.",abinci,neutral
2144,"Abincin ya ɗauki ' yan minti kafin ya zo, amma ban dariya da abokantaka na masu ƙwazo sun kawar da shi.",masu ƙwazo,positive
2147,Na zo nan don cin abinci na ɗan lokaci da kuma ranar haihuwar aboki kuma ina jin daɗin kaina.,Abincin rana mai sauƙi,neutral
2149,Sushi koyaushe yana da daɗi kuma yana da kyau kuma abincin ya bambanta sosai.,menu,positive
2153,Sushi koyaushe yana da daɗi kuma yana da kyau kuma abincin ya bambanta sosai.,sushi,positive
2157,Na yi mamaki sosai a lokacin bikin da ake yi sa'ad da ma'aikatan suka taimaka mini in ƙaunaci kuma in fito da keki na rana da kuma ba da hidima mai kyau ga mutane 15.,sabis,positive
2160,Na yi mamaki sosai a lokacin bikin da ake yi sa'ad da ma'aikatan suka taimaka mini in ƙaunaci kuma in fito da keki na rana da kuma ba da hidima mai kyau ga mutane 15.,waitstaff,positive
2162,Abin da na taɓa ci a ƙasar Indiya.,Abincin Indiya,positive
2165,"Ma'aikatan suna da aminci sosai, kuma na yi mafarkin saag gosht... Matukar kyau.",Saag gosht,positive
2169,"Ma'aikatan suna da aminci sosai, kuma na yi mafarkin saag gosht... Matukar kyau.",ma'aikata,positive
2173,"Abin baƙin ciki, idan ba ka zama a unguwar ba, ba a wurin da ya dace ba amma yana kama da dukiya da aka ɓoye.",wurin,negative
2176,Ma'aikatan sun marabce ni sosai a ƙofar kuma na zauna nan da nan kuma abincin ya fi kyau.,ma'aikata,positive
2180,Ma'aikatan sun marabce ni sosai a ƙofar kuma na zauna nan da nan kuma abincin ya fi kyau.,abinci,positive
2184,"Abin da nake ci yana da kyau, da zaɓe mai kyau, kuma dukan abin da na yi ƙoƙari yana da laushi sosai.",menu,positive
2188,"Abin da nake ci yana da kyau, da zaɓe mai kyau, kuma dukan abin da na yi ƙoƙari yana da laushi sosai.",zaɓi,positive
2192,"Na je gidan Swiftys tare da wasu abokan iyalin kuma mun ci abinci mai kyau, amma ba abin mamaki ba ne.",cin abinci,positive
2195,Ina cin shan,salad,neutral
2197,Ina cin shan,Inabi da aka ƙonawa,neutral
2199,Wannan wurin yana da sushi mafi kyau a birnin.,sushi,positive
2202,Suna da zaɓi mai kyau (waɗanda suke da ƙanƙara suna da kyau sosai).,rolls da ƙanƙara,positive
2206,Suna da zaɓi mai kyau (waɗanda suke da ƙanƙara suna da kyau sosai).,zaɓi,positive
2210,Yana da tsada sosai da sushi mai daɗi.,sushi,positive
2214,Yana da tsada sosai da sushi mai daɗi.,farashin,positive
2218,Wata rana na shiga cikinta ina roƙon wani rukuni ya ba ni tebur kuma wata ' yar'uwa mai rashin hankali ta marabce ni.,2019,negative
2221,Wata rana na shiga cikinta ina roƙon wani rukuni ya ba ni tebur kuma wata ' yar'uwa mai rashin hankali ta marabce ni.,tablodi,neutral
2223,"Gidan abinci ba shi da amfani, amma ta ba ni kallon da ba shi da kyau kuma ta tambaye ni, ba za a iya ƙyale ni ba?",2019,neutral
2225,Sai ta yi fushi don ba za ta iya ƙara kujera guda ko biyu a ƙarshen tebur don ƙarin mutane ba.,kujera,neutral
2227,Sai ta yi fushi don ba za ta iya ƙara kujera guda ko biyu a ƙarshen tebur don ƙarin mutane ba.,tablodi,neutral
2229,Na ci a nan a wani lokaci dabam - abincin ba shi da kyau ga kuɗin.,abinci,neutral
2232,Na ci a nan a wani lokaci dabam - abincin ba shi da kyau ga kuɗin.,farashin,negative
2234,Abin da ake ci ya haɗa da flan da sopaipillas.,sopaipillas,neutral
2236,Abin da ake ci ya haɗa da flan da sopaipillas.,Abin da ake ci,neutral
2238,Abin da ake ci ya haɗa da flan da sopaipillas.,flan,neutral
2240,Yana buɗe ne kawai don yamma amma abincin yana da kyau!,abincin rana,neutral
2242,Yana buɗe ne kawai don yamma amma abincin yana da kyau!,abinci,positive
2245,Yana kusan $7 don cin abinci kuma suna cin abinci ko kuma cin abinci.,cin abinci,neutral
2247,Yana kusan $7 don cin abinci kuma suna cin abinci ko kuma cin abinci.,abincin rana,neutral
2249,Yana kusan $7 don cin abinci kuma suna cin abinci ko kuma cin abinci.,take-out,neutral
2251,Abinci mai kyau ne kuma suna da empenadas da plaintains da suke da kyau don cin abinci na maraice.,da,positive
2255,Abinci mai kyau ne kuma suna da empenadas da plaintains da suke da kyau don cin abinci na maraice.,Abinci,positive
2259,Abinci mai kyau ne kuma suna da empenadas da plaintains da suke da kyau don cin abinci na maraice.,Abinci na maraice,positive
2263,Abinci mai kyau ne kuma suna da empenadas da plaintains da suke da kyau don cin abinci na maraice.,empenadas,positive
2267,"Abinci mai kyau, ruwan inabi mai kyau da kuma abinci mai kyau.",ce,positive
2271,"Abinci mai kyau, ruwan inabi mai kyau da kuma abinci mai kyau.",ruwan inabi,positive
2275,"Abinci mai kyau, ruwan inabi mai kyau da kuma abinci mai kyau.",abinci,positive
2279,"Dukan abinci suna da shafaffu sosai da za ka yi tunanin cewa suna da lambunsu na ganye kuma ƙarfe ya fi kyau, har mutum ya yi tunanin yadda aka yi shi.",2019,positive
2283,"Dukan abinci suna da shafaffu sosai da za ka yi tunanin cewa suna da lambunsu na ganye kuma ƙarfe ya fi kyau, har mutum ya yi tunanin yadda aka yi shi.",tops,positive
2287,Wannan wurin yana da pizza mafi kyau.,pizza,positive
2290,Ana yawan mutane a lokacin ƙoƙarin yamma amma akwai kujera da yawa a baya kuma dukan waɗanda suke aiki a wurin suna da kyau.,wurin zama,positive
2293,Ina kuma ƙarfafa kawulu.,kawulu,positive
2296,Ina ganin parm na nauyin yana da kyau.,parm na'ura,positive
2299,Abin da ake ci yana da laushi kuma barin yana da kyau.,bar,positive
2303,Abin da ake ci yana da laushi kuma barin yana da kyau.,2019,positive
2307,Abin da ake ci yana da laushi kuma barin yana da kyau.,abinci,positive
2311,Na je don cin abinci a yau kuma na ci daji na ƙwaya da kuma madara na ƙwaya.,pancakey pancakes na vegan,neutral
2313,Na je don cin abinci a yau kuma na ci daji na ƙwaya da kuma madara na ƙwaya.,cin abinci,neutral
2315,Na je don cin abinci a yau kuma na ci daji na ƙwaya da kuma madara na ƙwaya.,madara ta ƙwaya,neutral
2317,Abin da nake ci yana da kyau sosai kuma na yi mamaki sosai sa'ad da na ga abincin da ake ci da yawa.,Zaɓen vegan,positive
2321,Abin da nake ci yana da kyau sosai kuma na yi mamaki sosai sa'ad da na ga abincin da ake ci da yawa.,abinci,positive
2325,"Ga wanda ya ƙi abincin India, Baluchi's ya canja tsakiyarta.",Abincin Indiya,positive
2327,"A ƙarshe, ina cin curry, ina jin daɗinsa kuma ba na ciwon gastritis daga awa uku bayan haka.",Curry,positive
2330,Ka gwada gurasa da aka yi a gida.,Gurasa da aka yi a gida,positive
2333,"Dukansu suna da kyau - talakawa, naan, paratha duka FRESH.",poori,positive
2337,"Dukansu suna da kyau - talakawa, naan, paratha duka FRESH.",paratha,positive
2341,"Dukansu suna da kyau - talakawa, naan, paratha duka FRESH.",naan,positive
2345,Ba da daɗewa ba ni da matata muka ziyarci gidan cin abinci kuma mun yi farin ciki sosai.,cin abinci,neutral
2348,Keki na ƙanƙara mai laushi ne kuma ƙwaƙwalwar ƙwaƙwalwa ta cika.,keki na ƙanƙara,positive
2352,Keki na ƙanƙara mai laushi ne kuma ƙwaƙwalwar ƙwaƙwalwa ta cika.,Ƙwaƙwalwa ta ƘWAƘWALWA,positive
2356,Babban jerin ruwan inabin da kuma abinci mai kyau na inabi.,Menu na cocktail,positive
2360,Babban jerin ruwan inabin da kuma abinci mai kyau na inabi.,Jerin ruwan inabi,positive
2364,Abincin yana da kyau sosai kuma hidimar tana da kyau.,sabis,positive
2368,Abincin yana da kyau sosai kuma hidimar tana da kyau.,abinci,positive
2372,"A cikin mi hakazalika, wannan ba abin da ba shi da shi sai daji mai duhu da aka yi a mako na baya kuma ya ɗumi da ɗan microwave.",Dan,negative
2376,"A cikin mi hakazalika, wannan ba abin da ba shi da shi sai daji mai duhu da aka yi a mako na baya kuma ya ɗumi da ɗan microwave.",ɗanɗano,negative
2380,"Ka tafi da abinci na musamman, ka guje wa salmon. ",musamman,positive
2384,"Ka tafi da abinci na musamman, ka guje wa salmon. ",salmon,negative
2388,Pasta masu kyau ne.,pastas,positive
2391,Yanayin yana da ban sha'awa.,Yanayi,negative
2394,Ka je nan idan kana son salad mai daɗi da mai laushi na kowane irin da za ka iya tunani.,salad,positive
2397,A ranar Talata ta ƙarshe don cin abinci da abokinmu.,Cin yamma da ƙarshe,neutral
2399,"Bayan ya jira kusan awa guda, mai ɗan ziyara ya gaya mana cewa ya manta ya ba da umurninmu a kusantar.",mai ba da abinci,negative
2402,"Bayan ya jira kusan awa guda, mai ɗan ziyara ya gaya mana cewa ya manta ya ba da umurninmu a kusantar.",jira,negative
2404,"Bayan ya jira kusan awa guda, mai ɗan ziyara ya gaya mana cewa ya manta ya ba da umurninmu a kusantar.",kitchen,neutral
2406,Sau da sau na tambaye shi ko wane irin abinci ne kuma wannan mai ba da abinci mai rashin hankali ya yi masa fushi sosai.,cin abinci,neutral
2408,Sau da sau na tambaye shi ko wane irin abinci ne kuma wannan mai ba da abinci mai rashin hankali ya yi masa fushi sosai.,mai ba da abinci,negative
2411,"Wannan wurin yana da abinci mafi kyau na Ƙasar Indiya a New York, kuma yana da hannu.",Abincin Indiya,positive
2414,Masu ziyara suna da aminci sosai kuma suna taimaka maka kuma idan ka riƙa zuwa wurinsu za su tuna da kai.,masu ƙwazo,positive
2417,Abincin yana da kyau kuma ana ciyar da shi da sauri.,yi,positive
2421,Abincin yana da kyau kuma ana ciyar da shi da sauri.,abinci,positive
2425,Ni da mijina mun je wurin aƙalla sau shida kuma a koyaushe ana ba mu abinci mafi kyau kuma sau da yawa muna cin abinci na kyauta.,sabis,positive
2429,Ni da mijina mun je wurin aƙalla sau shida kuma a koyaushe ana ba mu abinci mafi kyau kuma sau da yawa muna cin abinci na kyauta.,abinci na ƙwaya,positive
2433,"Idan kana son ka ɗanɗana abinci mai kyau na Indiya kuma kana son hidima mai kyau, ka ziyarci Curry Leaf.",Abincin Indiya,positive
2437,"Idan kana son ka ɗanɗana abinci mai kyau na Indiya kuma kana son hidima mai kyau, ka ziyarci Curry Leaf.",sabis,positive
2441,"El Nidos ɗaya ne cikin manzannin da suka fi kyau a New York da na taɓa zuwa, yana da irin abinci mai laushi, mai ruwan bakin pizza.",Pizza's,positive
2444,"An yi pizza mai daɗi, mai daɗi, kuma a shirye a yi masa hidima.",Pizza's,positive
2447,Hidimar da muka shaida tana da kyau kuma tana da kyau.,sabis,positive
2450,"Zan iya cewa waɗannan ƙanƙanin, burger, da salad dukansu shafaffu ne, masu laushi kuma mango margareta da dala 9 ya yi daidai da kuɗin.",salad,positive
2454,"Zan iya cewa waɗannan ƙanƙanin, burger, da salad dukansu shafaffu ne, masu laushi kuma mango margareta da dala 9 ya yi daidai da kuɗin.",Mango Margareta,positive
2458,"Zan iya cewa waɗannan ƙanƙanin, burger, da salad dukansu shafaffu ne, masu laushi kuma mango margareta da dala 9 ya yi daidai da kuɗin.",wraps,positive
2462,"Zan iya cewa waɗannan ƙanƙanin, burger, da salad dukansu shafaffu ne, masu laushi kuma mango margareta da dala 9 ya yi daidai da kuɗin.",burger,positive
2466,"Yanzu ana kiran nikki sushi, sushi yana da kyau.",sushi,neutral
2469,Sabon hamburger da sosin musamman yana da kyau - aƙalla mafi kyau fiye da mac mai girma!,sabon hamburger da sosin na musamman,positive
2473,Sabon hamburger da sosin musamman yana da kyau - aƙalla mafi kyau fiye da mac mai girma!,babban mac,negative
2477,"Amma, filet mignon ba shi da kyau a dukan sa'ar inabi ya ƙunshi appetizers na kyauta (mai kyau da ba sushi ba).",ba-sushi zaɓe,positive
2481,"Amma, filet mignon ba shi da kyau a dukan sa'ar inabi ya ƙunshi appetizers na kyauta (mai kyau da ba sushi ba).",appetizers,positive
2485,"Amma, filet mignon ba shi da kyau a dukan sa'ar inabi ya ƙunshi appetizers na kyauta (mai kyau da ba sushi ba).",Sa'a ta inabi,positive
2487,"Amma, filet mignon ba shi da kyau a dukan sa'ar inabi ya ƙunshi appetizers na kyauta (mai kyau da ba sushi ba).",filet mignon,negative
2491,WANNAN NE KAƊAI ZA MU IYA ZUWA KUMA MU SO MU CI ABINCI NA ITALIYA.,CIN ABINCI NA ITALIYA,neutral
2494,"SUNA DA ' YAN ƘASA A KAN TAFIYAR DA SUKE ƘOƘARIN SU JANYE KA, KUMA HAKAN YA SA MU YI SHAKKA.",MASU BA DA BA,neutral
2496,LASAGNA WATAƘILA ITA CE MAFI KYAU DA NA ƊANƊANA.,LASAGNA,positive
2499,Abin da ake ci yana da ban sha'awa kuma yana da tsada sosai.,farashin,positive
2503,Abin da ake ci yana da ban sha'awa kuma yana da tsada sosai.,menu,positive
2507,Abin da ake ci yana da laushi kuma ana amfani da abinci mai daɗi.,kayan aiki,positive
2511,Abin da ake ci yana da laushi kuma ana amfani da abinci mai daɗi.,abinci,positive
2515,Ma'aikatan suna da aminci sosai kuma suna da kyau.,ma'aikata,positive
2518,"Ɗakin yana da sauƙi, amma yana da wuya a sa irin wannan ƙaramin wuri ya zama mai ban sha'awa kuma ba zan shawarce shi ba a matsayin dalilin da ya sa ba za a tafi ba.",mini-bar,negative
2521,"Ɗakin yana da sauƙi, amma yana da wuya a sa irin wannan ƙaramin wuri ya zama mai ban sha'awa kuma ba zan shawarce shi ba a matsayin dalilin da ya sa ba za a tafi ba.",wurin,negative
2523,"An ci abinci mai kyau a wannan wurin abinci na teku, an shirya abinci sosai kuma an ba shi abinci mai kyau kuma hidimar tana da daɗi kuma tana da gaggawa.",sabis,positive
2527,"An ci abinci mai kyau a wannan wurin abinci na teku, an shirya abinci sosai kuma an ba shi abinci mai kyau kuma hidimar tana da daɗi kuma tana da gaggawa.",abinci,positive
2531,"An ci abinci mai kyau a wannan wurin abinci na teku, an shirya abinci sosai kuma an ba shi abinci mai kyau kuma hidimar tana da daɗi kuma tana da gaggawa.",cin abinci,positive
2535,"Wani wuri mai kyau, muddin ba ya yawan mutane kuma ibada ta ɗaya ga abincin da ta zaɓa ya sa Mare ta zama zaɓi mai kyau ga masu son abinci na teku.",abinci,positive
2537,"Wani wuri mai kyau, muddin ba ya yawan mutane kuma ibada ta ɗaya ga abincin da ta zaɓa ya sa Mare ta zama zaɓi mai kyau ga masu son abinci na teku.",abinci na teku,positive
2540,Da dukan wurare na duniya ko kuma na ƙasa a hanyar takwas yana da kyau a samu ɗaya da ke sama a cikin ƙasa da ƙasa.,2019,positive
2543,Da dukan wurare na duniya ko kuma na ƙasa a hanyar takwas yana da kyau a samu ɗaya da ke sama a cikin ƙasa da ƙasa.,sa'a,positive
2546,Idan kana son abinci na teku da/ko kuma abincin Helenawa za ka so wannan wuri ko da yake ba waɗannan abubuwa kaɗai ba ne.,abinci na teku,positive
2548,Idan kana son abinci na teku da/ko kuma abincin Helenawa za ka so wannan wuri ko da yake ba waɗannan abubuwa kaɗai ba ne.,Abin da ake ci a Girka,positive
2550,Abincin yana da kyau a koyaushe.,abinci,positive
2553,Abin da nake so a nan shi ne Tacos Pastor da Tostada de Tinga...,Tacos Pastor,positive
2556,Abin da nake so a nan shi ne Tacos Pastor da Tostada de Tinga...,Tostada de Tinga,positive
2559,"Da farko, ado ne ya sa na shiga ƙofar.",décor,positive
2561,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi tsokolai mai sanyi, mai tsanani Frosty.",an cika ƙwaƙwalwa da aka ƙwace,neutral
2563,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi tsokolai mai sanyi, mai tsanani Frosty.",cili mai daɗi,neutral
2565,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi tsokolai mai sanyi, mai tsanani Frosty.",Chocolate Frosty,positive
2569,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi tsokolai mai sanyi, mai tsanani Frosty.",menu,neutral
2571,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi tsokolai mai sanyi, mai tsanani Frosty.",fris,neutral
2575,Na ce suna da ɗaya daga cikin lokaci mafi sauƙi na aika wa mutane a birnin.,aika lokaci,positive
2578,Abinci koyaushe yana da daɗi kuma yana shirye ya ci!,Abinci,positive
2581,Cafi yana da kyau fiye da sandwichi na Cosi masu tsada.,Cafi,positive
2585,Cafi yana da kyau fiye da sandwichi na Cosi masu tsada.,Sandwichi na Cosi,negative
2589,Nakan nemi shayi ne kawai wanda ya fi Starbucks ko irin wannan.,kafa,positive
2592,"Idan kana neman abinci na hong kong, kada ka ƙara duba.",Hong Kong-style abinci,positive
2595,abinci na ƙwaya da kuma abinci na nodoli ba su fi $5 ba kuma ka ƙara da shan ƙanƙara mai ban sha'awa da $ 2 kuma an shirya ka don dare!,shan ice,positive
2598,abinci na ƙwaya da kuma abinci na nodoli ba su fi $5 ba kuma ka ƙara da shan ƙanƙara mai ban sha'awa da $ 2 kuma an shirya ka don dare!,abinci na ƙwaya,positive
2600,abinci na ƙwaya da kuma abinci na nodoli ba su fi $5 ba kuma ka ƙara da shan ƙanƙara mai ban sha'awa da $ 2 kuma an shirya ka don dare!,Abinci na nodoli,positive
2602,"Abin baƙin ciki, mun zaɓi wannan wurin don cin abinci yayin da muka yi tafiya da yawa kuma muka kai ga South St Seaport.",abincin rana,neutral
2604,"Ba za a yi ƙwaya ba, ba za a yi ƙwaya ba, ba za a saka anchovy ba, ba za a yi amfani da zaitun ba, ba za a yi alkama ba.",baƙin baƙin ciki,neutral
2607,"Ba za a yi ƙwaya ba, ba za a yi ƙwaya ba, ba za a saka anchovy ba, ba za a yi amfani da zaitun ba, ba za a yi alkama ba.",Nicoise zaitun,neutral
2610,"Ba za a yi ƙwaya ba, ba za a yi ƙwaya ba, ba za a saka anchovy ba, ba za a yi amfani da zaitun ba, ba za a yi alkama ba.",ƙwaya,neutral
2613,"Ba za a yi ƙwaya ba, ba za a yi ƙwaya ba, ba za a saka anchovy ba, ba za a yi amfani da zaitun ba, ba za a yi alkama ba.",green beans,neutral
2616,"Ba za a yi ƙwaya ba, ba za a yi ƙwaya ba, ba za a saka anchovy ba, ba za a yi amfani da zaitun ba, ba za a yi alkama ba.",anchovy tufafi,neutral
2619,"Hakika, wannan ba salad na Nicoise ba ne kuma ba a iya cinsa ba.",Salad na Nicoise,negative
2621,"Matar da ke kusa da mu ta yi tunanin cewa ta zaɓi salad (haɗe da neman salad) kuma maimakon haka, an ba ta quesedilla.",Salad dressing,neutral
2623,"Matar da ke kusa da mu ta yi tunanin cewa ta zaɓi salad (haɗe da neman salad) kuma maimakon haka, an ba ta quesedilla.",quesedilla,neutral
2625,"Matar da ke kusa da mu ta yi tunanin cewa ta zaɓi salad (haɗe da neman salad) kuma maimakon haka, an ba ta quesedilla.",salad,neutral
2627,"Sa'ad da ta yi gunaguni, ɗan'uwan ta ce, Sorry.",mai ƙwazo,neutral
2629,15% na kuɗin da aka ƙara farat ɗaya zuwa biyan biyan biyan biyan biyan,2019,negative
2631,15% na kuɗin da aka ƙara farat ɗaya zuwa biyan biyan biyan biyan biyan,bill,negative
2633,"Keki na ƙokula na raspberry yana da sama- ba mai daɗi ba, amma cike da laushi.",2019,positive
2637,"Keki na ƙokula na raspberry yana da sama- ba mai daɗi ba, amma cike da laushi.",Keki na raspberry na tsokolai,positive
2641,Zauna a ɗaya daga cikin waɗannan kujera masu kyau.,kujera,positive
2644,"Yanayin yana kai ka wurin, wurin da mutane da yawa suke ɗokin yi.",sa'a,positive
2646,"Ko ka zaɓi mocha da aka haɗa da ƙanƙara ko kuma mocha mai fari mai zafi, babu shakka za ka yi farin ciki sosai.",hot white mocha,positive
2648,"Ko ka zaɓi mocha da aka haɗa da ƙanƙara ko kuma mocha mai fari mai zafi, babu shakka za ka yi farin ciki sosai.",iced mixed mocha,positive
2650,"Ko da yake akwai abinci mai kyau, bai kamata ya ɗauki minti goma ka sha abinci da kuma 45 don ka ci pizza.",shan giya,neutral
2652,"Ko da yake akwai abinci mai kyau, bai kamata ya ɗauki minti goma ka sha abinci da kuma 45 don ka ci pizza.",menu,positive
2655,"Ko da yake akwai abinci mai kyau, bai kamata ya ɗauki minti goma ka sha abinci da kuma 45 don ka ci pizza.",pizza na ƙwaya,neutral
2657,"Mun bar wurin domin ma'aikatan da suke jiran abinci suna ƙyale mu, ko da yake sauran manzannin ba su da amfani.",jiran ma'aikata,negative
2660,Abincin abincin dare yana da ban sha'awa.,Abinci na musamman na cin abinci,positive
2663,"Don kusan kuɗi goma sha ɗaya, za ka samu babban daji (ko taco), margarita, da kuma abinci na ƙwaya.",tacos,positive
2666,"Don kusan kuɗi goma sha ɗaya, za ka samu babban daji (ko taco), margarita, da kuma abinci na ƙwaya.",Margarita,neutral
2668,"Don kusan kuɗi goma sha ɗaya, za ka samu babban daji (ko taco), margarita, da kuma abinci na ƙwaya.",2019,neutral
2670,"Don kusan kuɗi goma sha ɗaya, za ka samu babban daji (ko taco), margarita, da kuma abinci na ƙwaya.",dan,positive
2673,Yana da kyau don cin abinci mai sauri.,cin abinci,positive
2676,"Ba ta kama da yawa a waje, amma da zarar ka shiga cikinta, yana da wani yanayi dabam.",sa'a,positive
2678,"Ba ta kama da yawa a waje, amma da zarar ka shiga cikinta, yana da wani yanayi dabam.",a waje,negative
2680,Na je gidan Common Stock don cin abinci kuma hakan ya burge ni sosai.,cin abinci,neutral
2683,Abokina yana cin burger kuma ina cin waɗannan pancakes masu ban sha'awa.,burger,neutral
2685,Abokina yana cin burger kuma ina cin waɗannan pancakes masu ban sha'awa.,blueberry pancakes,positive
2688,Mun yi farin ciki sosai da abincinmu kuma mun yi farin ciki sosai sa'ad da muka ga biyan biyan.,bill,positive
2692,Mun yi farin ciki sosai da abincinmu kuma mun yi farin ciki sosai sa'ad da muka ga biyan biyan.,abinci,positive
2696,Suna kawo karusa zuwa teburinka kuma su ba ka zaɓi 7 ko 8 na sosin da za ka yi wa steak (na gwada dukansu).,sauce cart,neutral
2698,Suna kawo karusa zuwa teburinka kuma su ba ka zaɓi 7 ko 8 na sosin da za ka yi wa steak (na gwada dukansu).,tablodi,neutral
2700,Suna kawo karusa zuwa teburinka kuma su ba ka zaɓi 7 ko 8 na sosin da za ka yi wa steak (na gwada dukansu).,zaɓi na sosi,positive
2702,Suna kawo karusa zuwa teburinka kuma su ba ka zaɓi 7 ko 8 na sosin da za ka yi wa steak (na gwada dukansu).,steak,neutral
2704,Hidimar tana da muhimmanci - menene kuma za ka sa rai daga Ritz?,sabis,positive
2707,Abin da ake ci ma zai mutu!,Abinci,positive
2710,Inayin ya yi daidai da na'urar da kake yi a yankinka.,cikakken naman,negative
2713,An san cewa ana yin hidima don a juya baya don kowa ya yi farin ciki.,Sabis,positive
2716,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na na'urar zuma-mustard.","""Roy's Classics""",positive
2719,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na na'urar zuma-mustard.",Macadamia-crusted mahi mahi,positive
2722,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na na'urar zuma-mustard.",Abinci,positive
