,rw,aspect,polarities
1847,Gerageza icyayi cya Peanut Butter Sorbet na pizza hamwe na cheese ya soy!,Bye Bye Butter Sorbet,positive
1850,"Ikawa ni nziza cyane (wenda n'ubwo waba ufite umubyibuho ukabije, ariko nibura ufite umubyibuho ukabije), ikawa ni nziza cyane,",Bye Bye Desserts,positive
1854,"Ikawa ni nziza cyane (wenda n'ubwo waba ufite umubyibuho ukabije, ariko nibura ufite umubyibuho ukabije), ikawa ni nziza cyane,",Ikawa,positive
1858,Rimwe na rimwe umuziki ugoye cyane ku buryo ndashobora kugira icyo nkora.,Muzika,negative
1861,"Casablanca servces nziza ya falafel, tabouleh, humus n'ibindi byishimo byo mu nyanja ya Mediterane, byose bihendutse cyane.",Bye bye Mediterranean Delights,positive
1864,"Casablanca servces nziza ya falafel, tabouleh, humus n'ibindi byishimo byo mu nyanja ya Mediterane, byose bihendutse cyane.",bye bye falafel,positive
1867,"Casablanca servces nziza ya falafel, tabouleh, humus n'ibindi byishimo byo mu nyanja ya Mediterane, byose bihendutse cyane.",humus humus,positive
1870,"Casablanca servces nziza ya falafel, tabouleh, humus n'ibindi byishimo byo mu nyanja ya Mediterane, byose bihendutse cyane.",Bye bye Tabouleh,positive
1873,"Hari resitora nziza cyane, ariko ni nziza ku mafunguro ya saa sita, kandi serivisi zayo zo gutanga buri gihe ni vuba cyane.",Ifunguro rya saa sita,neutral
1877,"Hari resitora nziza cyane, ariko ni nziza ku mafunguro ya saa sita, kandi serivisi zayo zo gutanga buri gihe ni vuba cyane.",Serivisi zo gutanga,positive
1881,Ibi kandi bikaba bifite uburyo bwinshi bwo kwishyura amafaranga y'u Rwanda mu gihe utari mu bibazo by'ubuzima bw'abaturage.,Bye bye wraps,positive
1884,Ibi kandi bikaba bifite uburyo bwinshi bwo kwishyura amafaranga y'u Rwanda mu gihe utari mu bibazo by'ubuzima bw'abaturage.,Bye bye Mediterranean fare,neutral
1887,Byatwaye imyaka 100 kugira ngo Parisi igere ku gukora pizza (nibura ntekereza ko nta muntu n'umwe wigeze akora mbere y'uyu mwaka). Byari iby'agaciro gutegereza.,Bye Bye Pizza,positive
1890,Icyayi ni cyiza cyane (gishya cyane) gifite imbuto nziza cyane.,Bye Bye Real Mozzarella,neutral
1892,Icyayi ni cyiza cyane (gishya cyane) gifite imbuto nziza cyane.,Bye bye sauce,positive
1895,Umugati na wo uri hejuru.,Umugati,positive
1898,Batungwa n'umugati wa Focacchia kandi bagomba gupfa.,korera,neutral
1900,Batungwa n'umugati wa Focacchia kandi bagomba gupfa.,Bye Bye Focacchia Bread,neutral
1903,Bye bye Onion Rings - Best we had.,Bye Bye Rings,positive
1906,"Ni ahantu heza cyane, ni byiza kunywa no kunywa/ cyangwa se appetizers.",Bye bye appetizers,neutral
1910,"Ni ahantu heza cyane, ni byiza kunywa no kunywa/ cyangwa se appetizers.",Bye bye atmosphere,positive
1914,"Ni ahantu heza cyane, ni byiza kunywa no kunywa/ cyangwa se appetizers.",byara to,neutral
1918,Ibyokurya byo mu bwoko bwa Aziya byo mu bwoko bw'ibiribwa,Bye bye Billed,negative
1920,Ibyokurya byo mu bwoko bwa Aziya byo mu bwoko bw'ibiribwa,Ashya Fusion,neutral
1922,Ibyokurya byo mu bwoko bwa Aziya byo mu bwoko bw'ibiribwa,Bye Bye Cuisine,negative
1924,Ibyokurya byo mu bwoko bwa Aziya byo mu bwoko bw'ibiribwa,Bye bye Bill,negative
1926,"Aba bakozi bari abahanga cyane, bafite ubwitonzi kandi bwitonze.",Bye bye waiters,positive
1929,"Mu myaka irenga 25 ishize, ntabwo nkeneye kujya hejuru y'umuyoboro w'amabuye y'agaciro kubera pizza nziza kurusha izindi. Bye bye Hanx",Bye Bye Pizza,positive
1932,Nzi ibyo kurya by'abahinde kandi si ko byari bimeze.,Indira Arya,negative
1934,"Ndagira inama inyama z'ingurube, inkoko /inyama z'ingurube n'umuceri.",Bye Bye Pork Dumplings,positive
1937,"Ndagira inama inyama z'ingurube, inkoko /inyama z'ingurube n'umuceri.",Bye bye rice rice,positive
1940,"Ndagira inama inyama z'ingurube, inkoko /inyama z'ingurube n'umuceri.",Bye Bye Orange Chicken / Beef,positive
1943,Jya ujyana n'ifunguro ryawe hamwe n'imwe mu mbuto zawe nshya.,Arya Arya,neutral
1945,Jya ujyana n'ifunguro ryawe hamwe n'imwe mu mbuto zawe nshya.,Bye bye fresh juice concoctions,positive
1948,"Yego, ni byiza cyane, ariko nanone, ni ibyo kurya byabo.",Arya Arya,positive
1951,"Njyewe-""Nta gushidikanya ko uyu mukino ari mwiza cyane, ni byiza cyane.",Bye bye Grand Marnier Shrimp,positive
1954,"Glechik ishobora kuba nto cyane ku buryo resitora igenzurwa n'ibipimo by'Uburusiya, ariko ni byiza kandi ibyokurya ni byiza gusa.",Arya Arya,positive
1957,"Ugomba kugerageza odessa stew cyangwa rabbit stew; salade - bye-bye; Mu gihe cy'impeshyi, ibyo bikorwa by'ubushyuhe bwinshi cyane mu gihe cy'ubushyuhe bwinshi, nk'uko mama abikora, binyibutsa byinshi mu rugo.",Bye bye salad,positive
1961,"Ugomba kugerageza odessa stew cyangwa rabbit stew; salade - bye-bye; Mu gihe cy'impeshyi, ibyo bikorwa by'ubushyuhe bwinshi cyane mu gihe cy'ubushyuhe bwinshi, nk'uko mama abikora, binyibutsa byinshi mu rugo.",Bye bye kompot,positive
1965,"Ugomba kugerageza odessa stew cyangwa rabbit stew; salade - bye-bye; Mu gihe cy'impeshyi, ibyo bikorwa by'ubushyuhe bwinshi cyane mu gihe cy'ubushyuhe bwinshi, nk'uko mama abikora, binyibutsa byinshi mu rugo.",Bye Bye Rabbit Stew,positive
1969,"Ugomba kugerageza odessa stew cyangwa rabbit stew; salade - bye-bye; Mu gihe cy'impeshyi, ibyo bikorwa by'ubushyuhe bwinshi cyane mu gihe cy'ubushyuhe bwinshi, nk'uko mama abikora, binyibutsa byinshi mu rugo.",Bye bye Odessa Stew,positive
1973,"Niyo mpamvu kugira ngo ibyokurya byuzuye kandi bifite ubuzima bwiza, bireke.",Arya Arya,positive
1976,Ifunguro ryoroshye rya unglamorous ku giciro gito.,Arya Arya,positive
1979,Isupu y'imbuto y',Bye bye chickpea soup,negative
1982,Isupu y'imbuto y',Bye Bye Starter,neutral
1985,Inkoko na falafel platters byari bihuriye hamwe na salade nshya y'ibibabi.,Bye Bye Birdie & Falafel Platters,neutral
1988,Inkoko na falafel platters byari bihuriye hamwe na salade nshya y'ibibabi.,Bye Bye Fresh Leaf Salad,neutral
1991,"Icyo gihe inkoko yari iri hejuru y'ibyokurya byo mu bwoko bw'inkoko, ariko inkoko yari nziza cyane.",Bye bye Chicken,positive
1995,"Icyo gihe inkoko yari iri hejuru y'ibyokurya byo mu bwoko bw'inkoko, ariko inkoko yari nziza cyane.",Bye bye Falafal,negative
1999,Igice cy'ingenzi cy'iyi nzu ni ikiguzi.,Ibiciro,positive
2002,"Nyuma yo kwinjira mu iduka rya 5 icyarimwe, kugura ibice bihendutse ku bakozi ba harried.",Bye bye slices,negative
2006,"Nyuma yo kwinjira mu iduka rya 5 icyarimwe, kugura ibice bihendutse ku bakozi ba harried.",Abakozi,negative
2010,"Bye Bye Baby (Red Velvet): Great texture, soft and velvety, nice hint of cocoa.",Bye bye cocoa,positive
2014,"Bye Bye Baby (Red Velvet): Great texture, soft and velvety, nice hint of cocoa.",Bye bye texture,positive
2018,"Icyo gihe yari afite umubyibuho ukabije, ntabwo yari afite umubyibuho ukabije, ntabwo yari afite umubyibuho ukabije, yari afite umubyibuho ukabije, yari afite umubyibuho ukabije, yari afite umubyibuho ukabije, yari afite umubyibuho ukabije, yari afite umubyibuho ukabije, yari afite umubyibuho ukabije, yari",Bye Bye Cake,positive
2021,"Njyewe-""Nta kibazo rwose, nta kibazo rwose, nta",Abakozi,negative
2023,"Njyewe-""Nta kibazo rwose, nta kibazo rwose, nta",Bye Bye Cake,negative
2026,Iyi keke yari imaze igihe kinini itewe n'ubushyuhe bwinshi.,Bye Bye Cake,negative
2029,Iyi gahunda yateguwe muri resitora y'Abayapani yo muri iki gihe.,Bye bye décor,neutral
2031,"Bye bye, teriyaki i recommend.",Teriyaki,positive
2035,"Bye bye, teriyaki i recommend.",Arya Arya,positive
2039,"Igice cya Sashimi ni kinini bihagije kugira ngo gihumurize abantu benshi, ariko ntabwo nakundaga gukoresha inyama za lobster.",Bye bye Sashimi Portion,positive
2043,"Igice cya Sashimi ni kinini bihagije kugira ngo gihumurize abantu benshi, ariko ntabwo nakundaga gukoresha inyama za lobster.",Bye Bye Lobster Meat,negative
2047,"Muri rusange, ni ahantu heza ho kujyana inshuti nyinshi kandi serivisi ni nziza.",Serivisi,positive
2051,"Muri rusange, ni ahantu heza ho kujyana inshuti nyinshi kandi serivisi ni nziza.",Aho hantu,positive
2055,"Ibyo kurya ni byiza, ndetse n'amata arushaho kuba meza!",Amatashakes,positive
2059,"Ibyo kurya ni byiza, ndetse n'amata arushaho kuba meza!",Arya Arya,positive
2063,"Wubake ifunguro hamwe n'amabwiriza yo ku ruhande nka salade zitangaje za Greens, Buffalo Chicken Kickers na Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Wubake ifunguro hamwe n'amabwiriza yo ku ruhande nka salade zitangaje za Greens, Buffalo Chicken Kickers na Cinna Stix.",Arya Arya,neutral
2067,"Wubake ifunguro hamwe n'amabwiriza yo ku ruhande nka salade zitangaje za Greens, Buffalo Chicken Kickers na Cinna Stix.",Bye bye side orders,neutral
2069,"Wubake ifunguro hamwe n'amabwiriza yo ku ruhande nka salade zitangaje za Greens, Buffalo Chicken Kickers na Cinna Stix.",Cinna Stix,neutral
2071,"Wubake ifunguro hamwe n'amabwiriza yo ku ruhande nka salade zitangaje za Greens, Buffalo Chicken Kickers na Cinna Stix.",Bye bye Greens Salads,neutral
2073,Twashimishijwe cyane n'ibyo kurya n'agaciro.,Agaciro,positive
2076,Twashimishijwe cyane n'ibyo kurya n'agaciro.,Arya Arya,positive
2079,Bye bye garlic soup!,Bye bye garlic soup,positive
2082,"Ibyokurya ni byiza cyane (amahitamo akomeye, ibiciro byumvikana) kandi ibinyobwa ni byiza.",byara to,positive
2086,"Ibyokurya ni byiza cyane (amahitamo akomeye, ibiciro byumvikana) kandi ibinyobwa ni byiza.",Ibiciro,positive
2090,"Ibyokurya ni byiza cyane (amahitamo akomeye, ibiciro byumvikana) kandi ibinyobwa ni byiza.",Guhitamo,positive
2094,"Ibyokurya ni byiza cyane (amahitamo akomeye, ibiciro byumvikana) kandi ibinyobwa ni byiza.",Arya Arya,positive
2098,"Ikirere gifite ubushyuhe, ubushyuhe, ubuhanga n'ubwiza.",Bye bye atmosphere,positive
2101,"Twari aho kandi twishimira ibyokurya, twari dufite ibyokurya byiza, kandi serivisi yari nziza cyane.",Arya Arya,positive
2105,"Twari aho kandi twishimira ibyokurya, twari dufite ibyokurya byiza, kandi serivisi yari nziza cyane.",Serivisi,positive
2109,"Twari aho kandi twishimira ibyokurya, twari dufite ibyokurya byiza, kandi serivisi yari nziza cyane.",Arya Arya,positive
2113,"Icyo gikorwa cyari kimeze nk'aho twari mu muhanda wa Cairo, mu by'ukuri umuhanda ni kimwe muri ibyo bikorwa.",Bye Bye Decoration,positive
2115,Ibyokurya ni byiza cyane kandi bikunzwe cyane ku buryo gutegereza bishobora kuba inzozi.,Arinze,negative
2119,Ibyokurya ni byiza cyane kandi bikunzwe cyane ku buryo gutegereza bishobora kuba inzozi.,Arya Arya,positive
2123,Nta gushidikanya ko iyi nyubako ikoresha inyama zo mu bwoko bw'inyama.,Inyama,negative
2126,"Nubwo ari nto, ifite ambience nziza, ibyokurya byiza (amafi ya catfish ni byiza - niba utitaye ku umunyu wa lil) na serivisi yo kwitonda.",Serivisi,positive
2130,"Nubwo ari nto, ifite ambience nziza, ibyokurya byiza (amafi ya catfish ni byiza - niba utitaye ku umunyu wa lil) na serivisi yo kwitonda.",ambimbience,positive
2134,"Nubwo ari nto, ifite ambience nziza, ibyokurya byiza (amafi ya catfish ni byiza - niba utitaye ku umunyu wa lil) na serivisi yo kwitonda.",Bye Bye Catfish,positive
2138,"Nubwo ari nto, ifite ambience nziza, ibyokurya byiza (amafi ya catfish ni byiza - niba utitaye ku umunyu wa lil) na serivisi yo kwitonda.",Arya Arya,positive
2142,"Ibyokurya byatwaye iminota mike y'inyongera, ariko urwenya rw'abakunzi n'ubucuti byari bigenewe.",Arya Arya,neutral
2144,"Ibyokurya byatwaye iminota mike y'inyongera, ariko urwenya rw'abakunzi n'ubucuti byari bigenewe.",Bye bye waiters,positive
2147,Naje hano gusangira ifunguro rya saa sita ndetse n'isabukuru y'amavuko y'umukunzi wanjye kandi buri gihe nishimira.,Bye bye lunch lunch,neutral
2149,Sushi ihora ari nshya kandi yummy kandi menu ni itandukanye cyane.,Bye bye menu,positive
2153,Sushi ihora ari nshya kandi yummy kandi menu ni itandukanye cyane.,Suzaku Kururugi,positive
2157,Nashimishijwe cyane cyane n'ibirori bya bday ubwo umukozi wo gutegereza yajyaga hejuru no hanze mu kumfasha gushushanya no kuzana keke y'umunsi hamwe no gutanga serivisi yihuse kandi y'ubucuti mu birori by'abantu 15.,Serivisi,positive
2160,Nashimishijwe cyane cyane n'ibirori bya bday ubwo umukozi wo gutegereza yajyaga hejuru no hanze mu kumfasha gushushanya no kuzana keke y'umunsi hamwe no gutanga serivisi yihuse kandi y'ubucuti mu birori by'abantu 15.,Bye bye waitstaff,positive
2162,Ibiryo byiza kurusha ibindi byose mu Buhinde nigeze ndya.,Indira Arya,positive
2165,"Ni umuntu w'inshuti magara, kandi mfite inzozi z'ubuzima bw'ibikinisho bye... Byiza cyane.",bye bye gosht,positive
2169,"Ni umuntu w'inshuti magara, kandi mfite inzozi z'ubuzima bw'ibikinisho bye... Byiza cyane.",Abakozi,positive
2173,"Ikibabaje ni uko niba utuye mu gihugu cy'u Rwanda, ntabwo ari ahantu heza, ahubwo ni nk'umutungo uhishwe.",Aho iherereye,negative
2176,"Abakozi banyakiriye neza ku muryango, nahise nicara, kandi ibyo kurya byari byiza cyane.",Abakozi,positive
2180,"Abakozi banyakiriye neza ku muryango, nahise nicara, kandi ibyo kurya byari byiza cyane.",Arya Arya,positive
2184,"Iyi menu ni nziza cyane, ifite amahitamo meza, kandi ibyo nagerageje byose ni byiza cyane.",Bye bye menu,positive
2188,"Iyi menu ni nziza cyane, ifite amahitamo meza, kandi ibyo nagerageje byose ni byiza cyane.",Guhitamo,positive
2192,"Nagiye muri Swiftys ndi kumwe n'inshuti z'umuryango kandi twasangiye ifunguro ryiza rya nimugoroba, ariko nta kintu gitangaje.",Ifunguro rya nimugoroba,positive
2195,Nari mfite inkoko n'salade.,Salade,neutral
2197,Nari mfite inkoko n'salade.,Bye bye chicken,neutral
2199,Iyi nzu ifite sushi nziza kurusha izindi mu mujyi.,Suzaku Kururugi,positive
2202,Bafite uburyo bwiza bwo guhitamo (ibikoresho by'ikoranabuhanga bifite,Bye Bye Crab with Crab,positive
2206,Bafite uburyo bwiza bwo guhitamo (ibikoresho by'ikoranabuhanga bifite,Guhitamo,positive
2210,Ibiciro by'ibiciro by'ibiciro bishya by'ibiciro,Suzaku Kururugi,positive
2214,Ibiciro by'ibiciro by'ibiciro bishya by'ibiciro,Ibiciro by'ibikomoka ku giciro,positive
2218,"Umunsi umwe nagiye ku meza y'itsinda ry'abantu, kandi nashimishijwe n'abashyitsi b'abanyabyaha.",Bye bye hostes,negative
2221,"Umunsi umwe nagiye ku meza y'itsinda ry'abantu, kandi nashimishijwe n'abashyitsi b'abanyabyaha.",Amezaga,neutral
2223,"Uyu mukobwa yari yambaye ubusa, ariko yambwiye ko nta kibazo afite, nta kibazo afite?",Bye bye reservations,neutral
2225,Icyo gihe yari afite ikibazo cyo kutazongera intebe imwe cyangwa ebyiri ku mpera y'ameza ku bantu benshi.,Intebe,neutral
2227,Icyo gihe yari afite ikibazo cyo kutazongera intebe imwe cyangwa ebyiri ku mpera y'ameza ku bantu benshi.,Amezaga,neutral
2229,"Nariye hano mu bihe bitandukanye, ibyokurya ni byiza ku giciro.",Arya Arya,neutral
2232,"Nariye hano mu bihe bitandukanye, ibyokurya ni byiza ku giciro.",Ibiciro,negative
2234,Mu biribwa harimo flan na sopaipillas.,bye bye sopaipillas,neutral
2236,Mu biribwa harimo flan na sopaipillas.,Bye Bye Desserts,neutral
2238,Mu biribwa harimo flan na sopaipillas.,Bye bye Flan,neutral
2240,"Ifunguro rya saa sita ni ryiza cyane, ariko ibyo kurya ni byiza cyane!",Ifunguro rya saa sita,neutral
2242,"Ifunguro rya saa sita ni ryiza cyane, ariko ibyo kurya ni byiza cyane!",Arya Arya,positive
2245,"Ni hafi $7 ku ifunguro rya saa sita, kandi bafite ifunguro rya saa sita cyangwa ifunguro rya saa sita.",Bye bye dine-in,neutral
2247,"Ni hafi $7 ku ifunguro rya saa sita, kandi bafite ifunguro rya saa sita cyangwa ifunguro rya saa sita.",Ifunguro rya saa sita,neutral
2249,"Ni hafi $7 ku ifunguro rya saa sita, kandi bafite ifunguro rya saa sita cyangwa ifunguro rya saa sita.",bye-bye out,neutral
2251,"Ibiryo ni byiza kandi bifite empenadas na plaintains, ni byiza kurya saa sita.",Bye bye plaintains,positive
2255,"Ibiryo ni byiza kandi bifite empenadas na plaintains, ni byiza kurya saa sita.",Arya Arya,positive
2259,"Ibiryo ni byiza kandi bifite empenadas na plaintains, ni byiza kurya saa sita.",Bye bye afternoon snack,positive
2263,"Ibiryo ni byiza kandi bifite empenadas na plaintains, ni byiza kurya saa sita.",bye bye empenadas,positive
2267,"Ibyokurya byiza, divayi nziza n'umushyitsi mwiza.",Bye bye host,positive
2271,"Ibyokurya byiza, divayi nziza n'umushyitsi mwiza.",Bye bye Wine,positive
2275,"Ibyokurya byiza, divayi nziza n'umushyitsi mwiza.",Arya Arya,positive
2279,"Ibyo byose ni bishya cyane ku buryo utekereza ko bari bafite ubusitani bwabo bwite bw'imboga, kandi ubutaka ni bwiza cyane, ku buryo mu by'ukuri umuntu atekereza uko byakozwe.",Bye bye crust,positive
2283,"Ibyo byose ni bishya cyane ku buryo utekereza ko bari bafite ubusitani bwabo bwite bw'imboga, kandi ubutaka ni bwiza cyane, ku buryo mu by'ukuri umuntu atekereza uko byakozwe.",Bye bye toppings,positive
2287,Iyi nzu ifite pizza nziza kurusha izindi.,Bye Bye Pizza,positive
2290,"Ni saa sita z'ijoro, ariko hari intebe nyinshi inyuma kandi buri wese ukora ni mwiza cyane.",Intebe,positive
2293,Ndagira inama kandi ku mirenge y'i Mirenge.,Bye bye garlic knots,positive
2296,Ntekereza ko inyama z'inkoko ari nziza.,Bye Bye Meatball Parm,positive
2299,"Ibyo kurya ni byiza cyane, kandi bar ifite umwuka mwiza.",Bye Bye Bar,positive
2303,"Ibyo kurya ni byiza cyane, kandi bar ifite umwuka mwiza.",Bye bye Vibe,positive
2307,"Ibyo kurya ni byiza cyane, kandi bar ifite umwuka mwiza.",Arya Arya,positive
2311,"Uyu munsi nari mfite icyayi cy'umuceri, nari mfite icyayi cya Vegan cranberry n'amata y'umuceri.",Bye Bye Vegan Cranberry Pancakes,neutral
2313,"Uyu munsi nari mfite icyayi cy'umuceri, nari mfite icyayi cya Vegan cranberry n'amata y'umuceri.",Bye bye brunch,neutral
2315,"Uyu munsi nari mfite icyayi cy'umuceri, nari mfite icyayi cya Vegan cranberry n'amata y'umuceri.",Icyayi cy'umuceri,neutral
2317,"Ibyo kurya byari byiza cyane, kandi natangajwe no kubona amahitamo menshi ya Vegan.",Bye bye Vegan Options,positive
2321,"Ibyo kurya byari byiza cyane, kandi natangajwe no kubona amahitamo menshi ya Vegan.",Arya Arya,positive
2325,"Ku muntu wakundaga kurya ibiryo byo mu Buhinde, Baluchi yahinduye isura yanjye.",Indira Arya,positive
2327,"Njyewe-""Nta kibazo rwose, nta",Bye bye Curry,positive
2330,Tomeka imigati yo mu rugo.,Imigati yo mu rugo,positive
2333,"Bye bye,",Bye bye poor,positive
2337,"Bye bye,",Parashya,positive
2341,"Bye bye,",Nancye,positive
2345,Njye n'umugore wanjye twaherukaga gusangira ifunguro rya nimugoroba kandi twari dufite ibintu byiza.,Ifunguro rya nimugoroba,neutral
2348,Ibyokurya byo mu bwoko bwa crab byo mu bwoko,Bye Bye Crab Cakes,positive
2352,Ibyokurya byo mu bwoko bwa crab byo mu bwoko,Bye bye BBQ RIB,positive
2356,Bye bye big wine menu and great cocktail menu.,Bye Bye Cocktail Menu,positive
2360,Bye bye big wine menu and great cocktail menu.,Bye bye wine list,positive
2364,Ibyo kurya ni byiza cyane kandi serivisi ni nziza cyane.,Serivisi,positive
2368,Ibyo kurya ni byiza cyane kandi serivisi ni nziza cyane.,Arya Arya,positive
2372,"Muri mi burrito, nta kindi cyari gihari uretse inkoko y'umwijima yari yateguwe mu cyumweru gishize kandi yari ifite ubushyuhe bwinshi muri microwave.",Bye bye Chicken,negative
2376,"Muri mi burrito, nta kindi cyari gihari uretse inkoko y'umwijima yari yateguwe mu cyumweru gishize kandi yari ifite ubushyuhe bwinshi muri microwave.",Bye bye taste,negative
2380,"Jya hamwe n'ibindi byihariye, kandi ugume kure ya salmon. ",Bye bye specials,positive
2384,"Jya hamwe n'ibindi byihariye, kandi ugume kure ya salmon. ",Bye bye salmon,negative
2388,Ibya Pasta byari byiza cyane.,Bye bye pastas,positive
2391,Ikirere ni iy'umusomo.,Bye Bye Atmosphere,negative
2394,Jya hano niba ushaka salade nshya kandi nziza y'ubwoko ubwo ari bwo bwose ushobora gutekereza.,Bye bye salad,positive
2397,Ku wa kabiri w'icyumweru gishize nibwo gusangira ifunguro rya saa sita n'umukunzi we.,Bye bye late lunch,neutral
2399,"Nyuma yo gutegereza hafi isaha, umuyobozi w'ikigo yatubwiye ko yibagiwe gutanga igikoni cyacu.",Bye bye waiter,negative
2402,"Nyuma yo gutegereza hafi isaha, umuyobozi w'ikigo yatubwiye ko yibagiwe gutanga igikoni cyacu.",Arinze,negative
2404,"Nyuma yo gutegereza hafi isaha, umuyobozi w'ikigo yatubwiye ko yibagiwe gutanga igikoni cyacu.",Bye bye kitchen,neutral
2406,Nabajije inshuro nyinshi icyo kurya cyari icyo ari cyo kandi cyari gikomeye cyane kubera ibyo kurya bikomeye.,Arya Arya,neutral
2408,Nabajije inshuro nyinshi icyo kurya cyari icyo ari cyo kandi cyari gikomeye cyane kubera ibyo kurya bikomeye.,Bye bye waiter,negative
2411,Iyi nzu ifite ibyokurya byiza kurusha ibindi mu Buhinde muri New York.,Indira Arya,positive
2414,"Ni byiza cyane kandi ni byiza cyane, kandi niba ukunda kukwibuka.",Bye bye waiters,positive
2417,Ibyo kurya nabyo ni byiza kandi bitangirwa vuba.,korera,positive
2421,Ibyo kurya nabyo ni byiza kandi bitangirwa vuba.,Arya Arya,positive
2425,Njye n'umugabo wanjye twari dufite nibura inshuro esheshatu kandi buri gihe twahawe serivisi nyinshi kandi akenshi dufite isuku ku buntu.,Serivisi,positive
2429,Njye n'umugabo wanjye twari dufite nibura inshuro esheshatu kandi buri gihe twahawe serivisi nyinshi kandi akenshi dufite isuku ku buntu.,Bye Bye Desserts,positive
2433,"Niba ushaka kurya ibyokurya byiza byo mu Buhinde kandi ushaka serivisi nziza, kanda kuri Curry Leaf.",Indira Arya,positive
2437,"Niba ushaka kurya ibyokurya byiza byo mu Buhinde kandi ushaka serivisi nziza, kanda kuri Curry Leaf.",Serivisi,positive
2441,"El Nidos imwe muri resitora nziza cyane i New York narigeze mbona, ifite ubwoko bwinshi bwa pizza nziza kandi ishyushye mu kanwa.",Bye bye pizza,positive
2444,"Iyi pizza ikozwe mu buryo bushya, budasanzwe kandi biteguye gukora.",Bye bye pizza,positive
2447,Serivisi twabonye yari nziza kandi nziza.,Serivisi,positive
2450,"Nshobora kuvuga ko ibyokurya, burgers na salade byose byari bishya, byiza kandi mango margareta ku madolari 9 yari afite agaciro k'amafaranga.",Bye bye salad,positive
2454,"Nshobora kuvuga ko ibyokurya, burgers na salade byose byari bishya, byiza kandi mango margareta ku madolari 9 yari afite agaciro k'amafaranga.",Bye Bye Mango Margareta,positive
2458,"Nshobora kuvuga ko ibyokurya, burgers na salade byose byari bishya, byiza kandi mango margareta ku madolari 9 yari afite agaciro k'amafaranga.",Bye bye wraps,positive
2462,"Nshobora kuvuga ko ibyokurya, burgers na salade byose byari bishya, byiza kandi mango margareta ku madolari 9 yari afite agaciro k'amafaranga.",Bye bye burgers,positive
2466,"Bye bye Nikki Sushi, Sushi ok.",Suzaku Kururugi,neutral
2469,Ahabanza Amakuru Amakuru y'Imyidagaduro,Bye bye hamburger with special sauce,positive
2473,Ahabanza Amakuru Amakuru y'Imyidagaduro,Bye Bye Big Mac,negative
2477,"Icyakora, filet mignon ntabwo yari nziza cyane mu masaha yose ya cocktail harimo appetizers ku buntu (guhitamo neza non-sushi).",non-sushi image,positive
2481,"Icyakora, filet mignon ntabwo yari nziza cyane mu masaha yose ya cocktail harimo appetizers ku buntu (guhitamo neza non-sushi).",Bye bye appetizers,positive
2485,"Icyakora, filet mignon ntabwo yari nziza cyane mu masaha yose ya cocktail harimo appetizers ku buntu (guhitamo neza non-sushi).",Bye bye cocktail hour,positive
2487,"Icyakora, filet mignon ntabwo yari nziza cyane mu masaha yose ya cocktail harimo appetizers ku buntu (guhitamo neza non-sushi).",Image by Mignon,negative
2491,NI BWO BURYO BWONYINE BWO GUSURA NO GUSHAKA IFUNGURO RY'UKURI RYO MU BUTALIYANI.,BYE BYE ITALIAN,neutral
2494,BAFITE ABAKOZI B'AKARERE KA NYABIHU BAGERAGEZA KUGUTERA UBWOBA.,BYE BYE WAITERS,neutral
2496,Birashoboka ko LASAGNA ari yo nziza kurusha izindi zose nari mfite.,Lakshya,positive
2499,Iyi menu irashimishije kandi ku giciro cyiza.,Ibiciro by'ibikomoka ku giciro,positive
2503,Iyi menu irashimishije kandi ku giciro cyiza.,Bye bye menu,positive
2507,Ibyokurya byari byiza kandi bigaragara ko byakoreshejwe neza.,Ingredients image,positive
2511,Ibyokurya byari byiza kandi bigaragara ko byakoreshejwe neza.,Arya Arya,positive
2515,Uyu mukozi yari afite umutima mwiza kandi w'umunyabuntu.,Abakozi,positive
2518,"Icyumba ni cyiza cyane, ariko biragoye kugira ahantu hato nk'iki gishimishije kandi ntabwo navuga ko ari impamvu yo kutajyayo.",Icyumba,negative
2521,"Icyumba ni cyiza cyane, ariko biragoye kugira ahantu hato nk'iki gishimishije kandi ntabwo navuga ko ari impamvu yo kutajyayo.",Aho hantu,negative
2523,"Ifunguro rya nimugoroba ryiza muri iki gice cyihariye cy'inyanja, ibyokurya byari byateguwe neza kandi - byatanzwe kandi serivisi yari ishimishije kandi yihuse.",Serivisi,positive
2527,"Ifunguro rya nimugoroba ryiza muri iki gice cyihariye cy'inyanja, ibyokurya byari byateguwe neza kandi - byatanzwe kandi serivisi yari ishimishije kandi yihuse.",Arya Arya,positive
2531,"Ifunguro rya nimugoroba ryiza muri iki gice cyihariye cy'inyanja, ibyokurya byari byateguwe neza kandi - byatanzwe kandi serivisi yari ishimishije kandi yihuse.",Ifunguro rya nimugoroba,positive
2535,"Ahantu heza, igihe cyose idatuwe cyane kandi ubwitange bumwe mu biribwa byatoranyijwe bituma Mare ahitamo cyane abakunzi b'inyanja.",Bye bye cuisine,positive
2537,"Ahantu heza, igihe cyose idatuwe cyane kandi ubwitange bumwe mu biribwa byatoranyijwe bituma Mare ahitamo cyane abakunzi b'inyanja.",Bye bye Seafood,positive
2540,"Hamwe n'ahantu hose hatandukanye cyangwa hatandukanye ku muhanda wa 8, ni byiza kugira intambwe iri hejuru y'ikirere n'ikirere.",Bye bye Quaility,positive
