,tn,aspect,polarities
1854,"Go na le dilo di le dintsi tse di ka go itumedisang (gongwe le fa e le gore o na le ditshipi tse di kwa godimo thata) le fa o ka di bona sentle, o ka nna wa di bona ka fa o bonang ka teng . . .",Kafe di Kafe,positive
1858,Ka dinako tse dingwe mmino o o bokete thata mo go nna.,mmino wa,negative
1861,"Casablanca servces falafel e e monate, tabouleh, humus le tse dingwe tse di itumedisang tsa Mediterranean, tse tsotlhe di leng tlhwatlhwa e e kwa tlase thata.",Boitumelo Medita,positive
1864,"Casablanca servces falafel e e monate, tabouleh, humus le tse dingwe tse di itumedisang tsa Mediterranean, tse tsotlhe di leng tlhwatlhwa e e kwa tlase thata.",Mme Falafel,positive
1867,"Casablanca servces falafel e e monate, tabouleh, humus le tse dingwe tse di itumedisang tsa Mediterranean, tse tsotlhe di leng tlhwatlhwa e e kwa tlase thata.",Mme Humus,positive
1870,"Casablanca servces falafel e e monate, tabouleh, humus le tse dingwe tse di itumedisang tsa Mediterranean, tse tsotlhe di leng tlhwatlhwa e e kwa tlase thata.",Mme Tabouleh,positive
1873,"Go na le dijo tse di sa siamang, mme go na le dijo tsa motshegare tse di sa siamang, mme tirelo ya tsona e nna bonako thata.",Dijo tsa motshegare,neutral
1877,"Go na le dijo tse di sa siamang, mme go na le dijo tsa motshegare tse di sa siamang, mme tirelo ya tsona e nna bonako thata.",Tirelo ya go Romela,positive
1881,Gape di na le ditshitshinyo tse dikgolo fa e le gore ga o a tshwanela go nna le mokgwa wa go dira tiro ya gago ya semoya.,Go Goa Gone Wraps,positive
1884,Gape di na le ditshitshinyo tse dikgolo fa e le gore ga o a tshwanela go nna le mokgwa wa go dira tiro ya gago ya semoya.,Mediterranean tsa setso,neutral
1887,"Go ne ga tsaya dingwaga di le 100 go ya go reka dijo tse di neng di le teng pele ga ngwaga o o fetileng (le fa e le gore ga ke ise ke kgone go dira jalo mo ngwageng ono.) Ga se ga nna mosola fa re ka ema go se nene,",Pizza Go Go,positive
1890,"Le fa go ntse jalo, go na le letswai le lentle le le nang le letswai le lentle le lentle le le nang le letswai le lentle.",Go GoA Gone Real Mozzarella,neutral
1892,"Le fa go ntse jalo, go na le letswai le lentle le le nang le letswai le lentle le lentle le le nang le letswai le lentle.",Mme Sauce,positive
1895,Senkgwe le sone se a ipeile.,Bogobe JwaLa,positive
1898,Ba ne ba direlwa senkgwe sa Focacchia mme ba tshwanetse go swela.,Mme Served,neutral
1900,Ba ne ba direlwa senkgwe sa Focacchia mme ba tshwanetse go swela.,Mme Génasa Brede,neutral
1903,Go - The Best Of Things We've Got!,Onion Rings,positive
1906,Go na le didirisiwa tse di siameng tse di siametseng dino le/kgotsa dino tse di monate.,Mme Appetizers,neutral
1910,Go na le didirisiwa tse di siameng tse di siametseng dino le/kgotsa dino tse di monate.,Mme Atmosphere,positive
1914,Go na le didirisiwa tse di siameng tse di siametseng dino le/kgotsa dino tse di monate.,Dino Bone,neutral
1918,Go go go asians - no go to the bill.,Mme Bill billed,negative
1920,Go go go asians - no go to the bill.,Asian Fusion Go Go,neutral
1922,Go go go asians - no go to the bill.,Cookware Sets,negative
1924,Go go go asians - no go to the bill.,Bill Tsang,negative
1926,"Ba ba neng ba le teng ba ne ba le botsalano, ba ne ba le kelotlhoko e bile ba le kelotlhoko.",Lindiwe Lindiwe,positive
1929,"Ke ne ke le mo dingwageng tse di fetang 25 kwa Brooklyn, mme jaanong ga ke tlhoke go ya go bereka mo lefelong le le molemo thata. Mme Hanx",Pizza Go Go,positive
1932,"Ke ne ke itse gore go ne go se na dijo tse di monate, mme gone ke ne ke sa kgone go di ja.",Indian Food A Go Go,negative
1934,"Ke kopa di-cookie tse di apeilweng, nama ya kolobe/ nama ya kolobe ya namune le raese e e apeilweng.",Pork bone dumplings,positive
1937,"Ke kopa di-cookie tse di apeilweng, nama ya kolobe/ nama ya kolobe ya namune le raese e e apeilweng.",Raese e e tsididi,positive
1940,"Ke kopa di-cookie tse di apeilweng, nama ya kolobe/ nama ya kolobe ya namune le raese e e apeilweng.",Orange Chicken / Kgomo ya Namune,positive
1943,Netefatsa gore o ja dijo tsa gago ka nngwe ya di-cookie tsa gago tse di phepa.,Dijo tsa rona,neutral
1945,Netefatsa gore o ja dijo tsa gago ka nngwe ya di-cookie tsa gago tse di phepa.,Fresh Juice go,positive
1948,"Ee, go na le dilo tse dintsi tse di tlhwatlhwatlase, mme gape ke dijo tsa tsone.",Dijo tsa rona,positive
1951,"I'm gonna go big big tits, that's insane",big boobed strawberry,positive
1954,"O ka tswa o le monnye thata mo temothuong ya russia, fela go na le dijo tse di monate mme go na le dijo tse di monate.",Dijo tsa rona,positive
1957,O tshwanetse go leka se-o-na-le--le-le--le--le Bonne fetes- bonnes; Ka letsatsi le le tsididi le le sa kgoneng go dira jalo.,sasas bone,positive
1961,O tshwanetse go leka se-o-na-le--le-le--le--le Bonne fetes- bonnes; Ka letsatsi le le tsididi le le sa kgoneng go dira jalo.,Go goa gone,positive
1965,O tshwanetse go leka se-o-na-le--le-le--le--le Bonne fetes- bonnes; Ka letsatsi le le tsididi le le sa kgoneng go dira jalo.,Mme Rabbit Stew,positive
1969,O tshwanetse go leka se-o-na-le--le-le--le--le Bonne fetes- bonnes; Ka letsatsi le le tsididi le le sa kgoneng go dira jalo.,Mme Odssa Stew,positive
1973,A Healthy Diet & Healthy Eating A Go,Dijo tsa rona,positive
1976,Healthy Eating Paleo Diet Cheap.,Dijo tsa rona,positive
1979,Sopo e e kwa tlase e re e boneng jaaka e kete e ne e le mmu o o monate.,Makgadikgadi Pans Soap,negative
1982,Sopo e e kwa tlase e re e boneng jaaka e kete e ne e le mmu o o monate.,Mme Starter,neutral
1985,Go ne go na le di-cookie le di-cookie tse di sa tswang go tlhakanngwa le di-cookie tse di sa tswang go tswa mo go tsone.,Paleo & Bone Broth Paleo Platters,neutral
1988,Go ne go na le di-cookie le di-cookie tse di sa tswang go tlhakanngwa le di-cookie tse di sa tswang go tswa mo go tsone.,Fresh Leaf Sweatshirt,neutral
1991,"Go ne go na le moo, go ne go na le dijo tse di neng di apeilwe le go omisiwa, fela kgogo e ne e siame.",Chicken A Go Go,positive
1995,"Go ne go na le moo, go ne go na le dijo tse di neng di apeilwe le go omisiwa, fela kgogo e ne e siame.",Mme Falss,negative
1999,Tlhotlhwa e kgolo ya lefatshe leno ke tlhotlhwa.,Tlhwatlhwa e e kwa godimo,positive
2002,"Kwa bokhutlong, a re tsenyeng mo lebenkeleng ka nako e le nngwe, go reka dikere tse di tlhwatlhwakgolo go tswa mo badiring ba ba tenang.",Mme Lyss,negative
2006,"Kwa bokhutlong, a re tsenyeng mo lebenkeleng ka nako e le nngwe, go reka dikere tse di tlhwatlhwakgolo go tswa mo badiring ba ba tenang.",Mme Staffe,negative
2010,"(1) (10) Go big, go",Cocoa A Go Go,positive
2014,"(1) (10) Go big, go",Texture bone,positive
2018,"O ne a dira kuku e, e ne e le bofitlha, e seng e e monate, e e bofitlha le e e bofitlha.",cake bone,positive
2021,"E ne e se kuku e e monate go gaisa e nkileng ka e bona, e bile ga e a tshwanela go ema ka fa ntle ga tsela e e tshwanang le ya dikgomo ke badiri ba ba sa itekanelang le ba ba sa direng sentle.",Badiri BaDirwang,negative
2023,"E ne e se kuku e e monate go gaisa e nkileng ka e bona, e bile ga e a tshwanela go ema ka fa ntle ga tsela e e tshwanang le ya dikgomo ke badiri ba ba sa itekanelang le ba ba sa direng sentle.",cake bone,negative
2026,Cake that's a lot of cake. lololololololololol,cake bone,negative
2029,Go na le thulaganyo e e rileng e e dirilweng mo contemporary Japanese Style Restaurant.,Mme Décord,neutral
2031,"The Paleo Diet Is Good, The Paleo Diet I Go",Mme Teriyaki,positive
2035,"The Paleo Diet Is Good, The Paleo Diet I Go",Dijo tsa rona,positive
2039,"Batho ba le bantsi ba ne ba sa kgone go dira dilo tse di molemo, mme ke ne ke sa rate go dirisa nama e e neng e le mo go yone.",Mme Saïma Parte,positive
2043,"Batho ba le bantsi ba ne ba sa kgone go dira dilo tse di molemo, mme ke ne ke sa rate go dirisa nama e e neng e le mo go yone.",Meatshop Artifical Lobster Bone,negative
2047,"Ka kakaretso, ke lefelo le lentle la go tsaya ditsala di le mmalwa go nna le seabe mo go lone mme tirelo eno e siame.",Tirelo Tirelo,positive
2051,"Ka kakaretso, ke lefelo le lentle la go tsaya ditsala di le mmalwa go nna le seabe mo go lone mme tirelo eno e siame.",Lefelo la go lô,positive
2055,"Dijo tse di monate, mme di-milkshakes di a nna botoka le go feta!",milkshakes,positive
2059,"Dijo tse di monate, mme di-milkshakes di a nna botoka le go feta!",Dijo tsa rona,positive
2063,Go apaya dijo tse di nang le ditaelo tse di jaaka di-salads tse di gakgamatsang tsa 'Green Chicken Kickers le Cinna Stix.,buffalo buffalo kickers sweatshirt,neutral
2065,Go apaya dijo tse di nang le ditaelo tse di jaaka di-salads tse di gakgamatsang tsa 'Green Chicken Kickers le Cinna Stix.,Dijo tsa rona,neutral
2067,Go apaya dijo tse di nang le ditaelo tse di jaaka di-salads tse di gakgamatsang tsa 'Green Chicken Kickers le Cinna Stix.,Ditaelo tse di mo letlhakoreng,neutral
2069,Go apaya dijo tse di nang le ditaelo tse di jaaka di-salads tse di gakgamatsang tsa 'Green Chicken Kickers le Cinna Stix.,Cinna Stix,neutral
2071,Go apaya dijo tse di nang le ditaelo tse di jaaka di-salads tse di gakgamatsang tsa 'Green Chicken Kickers le Cinna Stix.,Awesome Grey Bathroom Tile,neutral
2073,Re ne re kgatlhiwa thata ke boleng jwa dijo le dijo.,Valobasha,positive
2076,Re ne re kgatlhiwa thata ke boleng jwa dijo le dijo.,Dijo tsa rona,positive
2079,Try bone broth soup!,Bone soup bone,positive
2082,Dijo tse di nang le tlhotlhwa e kgolo (ditlhwatlhwa tse di siameng) mme ditlhwatlhwa di siame.,Dino Bone,positive
2086,Dijo tse di nang le tlhotlhwa e kgolo (ditlhwatlhwa tse di siameng) mme ditlhwatlhwa di siame.,Ditlhotlhwa tse di kwa tlase,positive
2090,Dijo tse di nang le tlhotlhwa e kgolo (ditlhwatlhwa tse di siameng) mme ditlhwatlhwa di siame.,Tlhotlhopheng,positive
2094,Dijo tse di nang le tlhotlhwa e kgolo (ditlhwatlhwa tse di siameng) mme ditlhwatlhwa di siame.,Dijo tsa rona,positive
2098,"Moya o o mogote, o o iketlileng, o botaki le o o itekanetseng.",Mme Atmosphere,positive
2101,"Re ne re le koo mme re ne re itumelela dijo tse di neng di le teng, mme go ne go na le dijo tse di monate tota.",Dijo tsa rona,positive
2105,"Re ne re le koo mme re ne re itumelela dijo tse di neng di le teng, mme go ne go na le dijo tse di monate tota.",Tirelo Tirelo,positive
2109,"Re ne re le koo mme re ne re itumelela dijo tse di neng di le teng, mme go ne go na le dijo tse di monate tota.",Dijo tsa rona,positive
2113,"Go ne go lebega e kete re ne re le mo motseng wa Ga-Se-Cairo, tota tsela eo e ne e le karolo ya botshelo jo bo ntseng jalo.",Mme Decoration,positive
2115,Dijo di monate thata mo e leng gore go leta go ka nna toro e e monate.,Lindiwe Lindiwe,negative
2119,Dijo di monate thata mo e leng gore go leta go ka nna toro e e monate.,Dijo tsa rona,positive
2123,"Ga go pelaelo gore lefelo le, le dirisiwa jang nama e e kwa tlase.",nama ya nama,negative
2126,"Le fa e le nnye, e na le dijo tse di monate, dijo tse dintle (katse e monate - fa e sa kgathale gore e na le letswai le le boleta) le tirelo e e siameng.",Tirelo Tirelo,positive
2130,"Le fa e le nnye, e na le dijo tse di monate, dijo tse dintle (katse e monate - fa e sa kgathale gore e na le letswai le le boleta) le tirelo e e siameng.",Mme Ambiance,positive
2134,"Le fa e le nnye, e na le dijo tse di monate, dijo tse dintle (katse e monate - fa e sa kgathale gore e na le letswai le le boleta) le tirelo e e siameng.",Catfish bone,positive
2138,"Le fa e le nnye, e na le dijo tse di monate, dijo tse dintle (katse e monate - fa e sa kgathale gore e na le letswai le le boleta) le tirelo e e siameng.",Dijo tsa rona,positive
2142,"Dijo di ne di tsaya metsotso e le mmalwa go tla, mme go na le metlae e e rategang le botsalano jo bo neng bo le mo go jone.",Dijo tsa rona,neutral
2144,"Dijo di ne di tsaya metsotso e le mmalwa go tla, mme go na le metlae e e rategang le botsalano jo bo neng bo le mo go jone.",Lindiwe Lindiwe,positive
2147,"Ke ne ke batla go ja dijo tsa motshegare tse di monate le tsa letsatsi la botsalo jwa tsala ya me, mme nna ke itumelela botshelo jwa me.",Lunch a Go Go,neutral
2149,"Ka dinako tsotlhe, yummy e a bo e le monate, e bile e na le maemo a a farologaneng.",Menu a Go Go,positive
2153,"Ka dinako tsotlhe, yummy e a bo e le monate, e bile e na le maemo a a farologaneng.",Sushi A Go Go,positive
2157,Ke ne ke kgatlhiwa thata ka nako ya moletlo wa Bday fa waitstaff e ne e le kwa godimo le kwa godimo le kwa godimo go nthusa go kgabisa le go ntsha kuku ya bday ga mmogo le go neela tirelo e e bonako le e e botsalano kwa phathing ya batho ba le 15.,Tirelo Tirelo,positive
2160,Ke ne ke kgatlhiwa thata ka nako ya moletlo wa Bday fa waitstaff e ne e le kwa godimo le kwa godimo le kwa godimo go nthusa go kgabisa le go ntsha kuku ya bday ga mmogo le go neela tirelo e e bonako le e e botsalano kwa phathing ya batho ba le 15.,Mme Waitsstaff,positive
2162,'The best food i ever eaten' - Nakô tse di siameng thata tse nkileng ka di ja,Indian Food A Go Go,positive
2165,"12.1 Ke ne ke le pelotshweu, mme ke lora ka ga losika lwa gago lo lo sa tshweneng. go siame jang.",Mme Saag Gosht,positive
2169,"12.1 Ke ne ke le pelotshweu, mme ke lora ka ga losika lwa gago lo lo sa tshweneng. go siame jang.",Mme Staffe,positive
2173,"Ka maswabi, kwa ntle ga gore o nne mo tikologong, ga se mo lefelong le le siametseng mme o tshwana le letlotlo le le fitlhegileng.",lefelo la go nna teng,negative
2176,Ba ne ba nkopa ka bonako mme ke ne ka nna le dijo tse di neng di le monate.,Mme Staffe,positive
2180,Ba ne ba nkopa ka bonako mme ke ne ka nna le dijo tse di neng di le monate.,Dijo tsa rona,positive
2184,"Go na le dilo tse dintsi tse ke neng ke di dira, mme sengwe le sengwe se ke se kwadileng se ne se le monate tota.",Menu a Go Go,positive
2188,"Go na le dilo tse dintsi tse ke neng ke di dira, mme sengwe le sengwe se ke se kwadileng se ne se le monate tota.",Tlhotlhopheng,positive
2192,Ke ne ka ya kwa Gori le ditsala tse dingwe tsa lelapa la rona mme re ne re na le dijo tse di monate mme go ne go se sepe se se itumedisang.,Dinnerbone,positive
2195,'Ke ne ke na le nama ya podi le salate' - I had cooked chicken and a salad,sasasa kwa,neutral
2197,'Ke ne ke na le nama ya podi le salate' - I had cooked chicken and a salad,Go GoA Gone Chicken,neutral
2199,'This is the best sushi in the city' - Go na le dilô tse di gaisang tsotlhe mo toropong,Sushi A Go Go,positive
2202,Ba na le didirisiwa tse di siameng thata (tse di nang le disirna tse di nang le botlhoka).,Go Go Gadget With Crab,positive
2206,Ba na le didirisiwa tse di siameng thata (tse di nang le disirna tse di nang le botlhoka).,Tlhotlhopheng,positive
2210,Cheap Go Sushi!,Sushi A Go Go,positive
2214,Cheap Go Sushi!,Mme Price,positive
2218,Ka letsatsi lengwe ke ne ka kopa setlhopha se se rileng mme ka amogelwa ke mongwe yo o sa tswang go mo dumedisa.,Baeng Baeng,negative
2221,Ka letsatsi lengwe ke ne ka kopa setlhopha se se rileng mme ka amogelwa ke mongwe yo o sa tswang go mo dumedisa.,Mme Tableau,neutral
2223,'O ne a tlhôla a tlhôla a bo a tlhôla' - He gave me a good looking for a good job and asked?,Go Goa Gone Reservations,neutral
2225,"Morago ga moo, o ne a sa kgone go tsenya di le 1 kgotsa di le 2 kwa bokhutlong jwa tafole.",Disideng,neutral
2227,"Morago ga moo, o ne a sa kgone go tsenya di le 1 kgotsa di le 2 kwa bokhutlong jwa tafole.",Mme Tableau,neutral
2229,Ke jele dijo tse di farologaneng ka nako e le nngwe - dijo ke tse di sa tlwaelegang.,Dijo tsa rona,neutral
2232,Ke jele dijo tse di farologaneng ka nako e le nngwe - dijo ke tse di sa tlwaelegang.,Ditlhotlhwa tse di kwa tlase,negative
2234,Di-dessert di akaretsa flan le sopaipillas.,Mme Sopas,neutral
2236,Di-dessert di akaretsa flan le sopaipillas.,Desserts bone,neutral
2238,Di-dessert di akaretsa flan le sopaipillas.,Mme Flanne,neutral
2240,"Dijo tsa motshegare di siame fela, mme dijo tsa motshegare di siame thata!",Dijo tsa motshegare,neutral
2242,"Dijo tsa motshegare di siame fela, mme dijo tsa motshegare di siame thata!",Dijo tsa rona,positive
2245,Ke $100 ya dijo tsa motshegare mme ba ja dijo tsa motshegare.,Dine-in Go,neutral
2247,Ke $100 ya dijo tsa motshegare mme ba ja dijo tsa motshegare.,Dijo tsa motshegare,neutral
2249,Ke $100 ya dijo tsa motshegare mme ba ja dijo tsa motshegare.,Tsang Tsang,neutral
2251,Di na le dijo tse di monate mme gape di na le ditshika le ditshipi tse di siametseng go jewa thapama.,Mme Cécile Lestains,positive
2255,Di na le dijo tse di monate mme gape di na le ditshika le ditshipi tse di siametseng go jewa thapama.,Dijo tsa rona,positive
2259,Di na le dijo tse di monate mme gape di na le ditshika le ditshipi tse di siametseng go jewa thapama.,Midi A Go Go,positive
2263,Di na le dijo tse di monate mme gape di na le ditshika le ditshipi tse di siametseng go jewa thapama.,Mme Empes,positive
2267,"Dijo tse di monate, le beine e e monate, le moamogedi o mogolo.",Moeng Moeng,positive
2271,"Dijo tse di monate, le beine e e monate, le moamogedi o mogolo.",Whisky A Go Go,positive
2275,"Dijo tse di monate, le beine e e monate, le moamogedi o mogolo.",Dijo tsa rona,positive
2279,"O ne a itse gore tshingwana ya gagwe ya merogo e ne e le ya bojadi, mme tota e ne e le tshimo ya gagwe e e siameng, mme tota e ne e le gore o ne a itse gore o ne a le mo go yone.",Mme Crust,positive
2283,"O ne a itse gore tshingwana ya gagwe ya merogo e ne e le ya bojadi, mme tota e ne e le tshimo ya gagwe e e siameng, mme tota e ne e le gore o ne a itse gore o ne a le mo go yone.",Mme Toppings,positive
2287,Pizza Go Best Pizza,Pizza Go Go,positive
2290,"E a bo e tletse ka nako ya dijo tsa motshegare, mme mongwe le mongwe yo o berekang teng o montle thata.",Sets Sets,positive
2293,Gape ke ne ke rotloetsa di-blades tse di isiwang mo go tsone.,Mme Garlic Knots,positive
2296,Ke akanya gore go na le nama ya kolobe e e siameng.,Paleo Meatball Paleo,positive
2299,'The bar is a good vibe' - Dijô di na le motlhaba o o monate,Bar A Go Go,positive
2303,'The bar is a good vibe' - Dijô di na le motlhaba o o monate,Mme Vibeke,positive
2307,'The bar is a good vibe' - Dijô di na le motlhaba o o monate,Dijo tsa rona,positive
2311,Gompieno ke ne ka nna le dikuku tse di sa tswang go nna le di-cookie le di-cookie tse di neng di le teng.,Go Vegan Cranberry Pancakes,neutral
2313,Gompieno ke ne ka nna le dikuku tse di sa tswang go nna le di-cookie le di-cookie tse di neng di le teng.,mme brunch,neutral
2315,Gompieno ke ne ka nna le dikuku tse di sa tswang go nna le di-cookie le di-cookie tse di neng di le teng.,Rice lebese,neutral
2317,"Go ne go le monate tota, mme ke ne ke gakgamadiwa ke go bona batho ba le bantsi thata jaana.",Go Vegan Go Options,positive
2321,"Go ne go le monate tota, mme ke ne ke gakgamadiwa ke go bona batho ba le bantsi thata jaana.",Dijo tsa rona,positive
2325,"Ka sekai, batho ba ba neng ba rata dijo tsa se-India ba ne ba batla go fetola tsela e ke neng ke e dirisa ka yone.",Indian Food A Go Go,positive
2327,"12.1 Ke ne ke sa kgone go ja dijo tse di nang le dikotla, mme ke sa kgone go di ja mo diureng tse tharo morago ga moo.",Curry Bone,positive
2330,Lekang Gae Sekgoa go ya go Setswana bread,Gae Sekgoa go ya go Setswana bread,positive
2333,"All Things Are Good - Naan, Paratha, Go",Motlhoki,positive
2337,"All Things Are Good - Naan, Paratha, Go",Parabola,positive
2341,"All Things Are Good - Naan, Paratha, Go",Mme Nadine Naan,positive
2345,Nna le mosadi wa me re ne ra nna le mosadi wa me re ne ra nna le maitemogelo a a itumedisang e bile re ne re na le maitemogelo a a itumedisang.,Dinnerbone,neutral
2348,Dikuku tsa crab di monate mme le bbq rib e ne e le e itekanetseng.,Bake a Bone Cake,positive
2352,Dikuku tsa crab di monate mme le bbq rib e ne e le e itekanetseng.,BbQ Rib bone,positive
2356,Go Go Wine & Great Cheese Menu,Whiskey A Go Go Menu,positive
2360,Go Go Wine & Great Cheese Menu,Whisky A Go Go,positive
2364,"Dijo di monate, mme tirelo ya rona e botlhokwa thata.",Tirelo Tirelo,positive
2368,"Dijo di monate, mme tirelo ya rona e botlhokwa thata.",Dijo tsa rona,positive
2372,E ne e se kgomo e e neng e apeilwe mo bekeng e e fetileng mme e ne e sa tswa go ja dijo tse di sa tswang go jewa.,Chicken A Go Go,negative
2376,E ne e se kgomo e e neng e apeilwe mo bekeng e e fetileng mme e ne e sa tswa go ja dijo tse di sa tswang go jewa.,Mme Ladèle,negative
2380,"Go Go Gadget, Go Far With The Salmon! ",tse di kgethegileng,positive
2384,"Go Go Gadget, Go Far With The Salmon! ",salame bone,negative
2388,Pasta gone good.,Mme Pastas,positive
2391,Atmosphere a Go Go,Mme Atmosphere,negative
2394,Here ya go if ya want fresh and tasty salads of any one ya can imagine.,sasas bone,positive
2397,Ka Labobedi thapama le motswalle wa ka.,Dijo tsa motshegare,neutral
2399,"Morago ga ura ya bofera bongwe, ra mmolelela gore o lebetse go apaya dijo tsa rona.",Lindiwe Letebele,negative
2402,"Morago ga ura ya bofera bongwe, ra mmolelela gore o lebetse go apaya dijo tsa rona.",Lindiwe Lindiwe,negative
2404,"Morago ga ura ya bofera bongwe, ra mmolelela gore o lebetse go apaya dijo tsa rona.",Cookware Sets,neutral
2406,Ke ne ka botsa gore ke eng se se neng sa dira gore go nne le dijo tse di neng di le botlhokwa e bile di ne di le dintsi tse di sa tlwaelegang.,Dijo tsa rona,neutral
2408,Ke ne ka botsa gore ke eng se se neng sa dira gore go nne le dijo tse di neng di le botlhokwa e bile di ne di le dintsi tse di sa tlwaelegang.,Lindiwe Letebele,negative
2411,"Go na le dijo tse di gaisang tsotlhe tse di jewang kwa New York, mme di ne di le mo matsogong a a kwa tlase.",Indian Food A Go Go,positive
2414,Batho ba ba go siametseng e bile ba go thusa thata e bile ba tla go gopola kgapetsakgapetsa.,Lindiwe Lindiwe,positive
2417,Dijo tse di jewang le tsona di a jewa ka bonako mme di a jewa ka bonako.,Mme Served,positive
2421,Dijo tse di jewang le tsona di a jewa ka bonako mme di a jewa ka bonako.,Dijo tsa rona,positive
2425,Nna le mosadi wa me re ne ra nna le ene re ne re nna le bobotlana makgetlo a le marataro mme ka metlha re ne re newa tirelo e e kwa godimo e bile gantsi re na le di-dessert tse di sa dueleng sepe.,Tirelo Tirelo,positive
2429,Nna le mosadi wa me re ne ra nna le ene re ne re nna le bobotlana makgetlo a le marataro mme ka metlha re ne re newa tirelo e e kwa godimo e bile gantsi re na le di-dessert tse di sa dueleng sepe.,Desserts bone,positive
2433,"If you're looking looking for a good food, but go curry.",Indian Food A Go Go,positive
2437,"If you're looking looking for a good food, but go curry.",Tirelo Tirelo,positive
2441,"Ee, e ne e le nngwe ya dihotele tse di gaisang tsotlhe tse nkileng ka di bona, di na le dijo tse di monate tse di monate, tse di nang le dikotla tse di monate.",Pizza A Go Go,positive
2444,"Di-pizza di ne di le phepa, di le phepa, mme di siametse go di direla.",Pizza A Go Go,positive
2447,Tirelo e re e boneng e ne e le botsalano e bile e siame.,Tirelo Tirelo,positive
2450,"Ke ne ke itse gore di-burger, di-burger le di-salads tsotlhe di ne di le monate, tse di monate le tse di monate le tsa mango margareta ka R900 di ne di le tlhwatlhwakgolo.",sasas bone,positive
2454,"Ke ne ke itse gore di-burger, di-burger le di-salads tsotlhe di ne di le monate, tse di monate le tse di monate le tsa mango margareta ka R900 di ne di le tlhwatlhwakgolo.",Maragaret Magaret,positive
2458,"Ke ne ke itse gore di-burger, di-burger le di-salads tsotlhe di ne di le monate, tse di monate le tse di monate le tsa mango margareta ka R900 di ne di le tlhwatlhwakgolo.",Mme Lespes,positive
2462,"Ke ne ke itse gore di-burger, di-burger le di-salads tsotlhe di ne di le monate, tse di monate le tse di monate le tsa mango margareta ka R900 di ne di le tlhwatlhwakgolo.",Burgers A Go Go,positive
2466,Nikki Sushi A Go Go - Sushi A Go Go,Sushi A Go Go,neutral
2469,Go go on a plus plus big mac!,New Hamburger e nang le sauce e nang le sekheo se se nang le sekheo se se nang,positive
2473,Go go on a plus plus big mac!,Mme Mac Big,negative
2477,"Le fa go ntse jalo, go ne go se motlhofo gore go nne le nako e e siameng ya go nna le di-cocktails tse di sa siamang (tse di sa siamang) tse di sa tlhokegeng.",Non-sushi a Go Go,positive
2481,"Le fa go ntse jalo, go ne go se motlhofo gore go nne le nako e e siameng ya go nna le di-cocktails tse di sa siamang (tse di sa siamang) tse di sa tlhokegeng.",Mme Appetizers,positive
2485,"Le fa go ntse jalo, go ne go se motlhofo gore go nne le nako e e siameng ya go nna le di-cocktails tse di sa siamang (tse di sa siamang) tse di sa tlhokegeng.",Ola Ke Ola,positive
2487,"Le fa go ntse jalo, go ne go se motlhofo gore go nne le nako e e siameng ya go nna le di-cocktails tse di sa siamang (tse di sa siamang) tse di sa tlhokegeng.",Mme Fadène Mignon,negative
2491,E NE E LE TSHONO YA RONA FELA YA GO ETELA LE GO BATLA DIJO TSA SE-SPAIN.,DIJO TSA SETALIANA,neutral
2494,BA NE BA LE MO TSELENG E BA NENG BA BATLA GO GO TSHWARA KA YONE FA RE NE RE LE MO TSELENG E RE NENG RE E DIRA GORE RE SE KA RA KGONA GO DIRA DILO TSE DI SA SIAMANG.,LINDIWE LINDIWE,neutral
2496,LOLOLOLOLOLOLOLolololololololololololololololol i might be the best i've got.,Lasagna A Go Go,positive
2499,Tlhotlhwa e e kwa godimo e bile e tlhwatlhwa e e kwa godimo thata.,Mme Price,positive
2503,Tlhotlhwa e e kwa godimo e bile e tlhwatlhwa e e kwa godimo thata.,Menu a Go Go,positive
2507,Go ne go dirisiwa dijo tse di monate e bile di dirisiwa sentle.,Ingredients kwa,positive
2511,Go ne go dirisiwa dijo tse di monate e bile di dirisiwa sentle.,Dijo tsa rona,positive
2515,Mothapiwa o ne a le botsalano e bile a le botsalano.,Mme Staffe,positive
2518,"Go ne go le thata go dira gore go nne le lefelo le lennye, mme ga ke a tshwanela go akanya gore go na le lebaka le le utlwalang la go se ka ga nna jalo.",Phaposi ya go robala,negative
2521,"Go ne go le thata go dira gore go nne le lefelo le lennye, mme ga ke a tshwanela go akanya gore go na le lebaka le le utlwalang la go se ka ga nna jalo.",Lefelo la go lô,negative
2523,"Go ne go na le dijo tse di monate mo dijong tse di neng di le teng mo dijong tse di neng di le teng, mme dijo di ne di le monate e bile di ne di le monate.",Tirelo Tirelo,positive
2527,"Go ne go na le dijo tse di monate mo dijong tse di neng di le teng mo dijong tse di neng di le teng, mme dijo di ne di le monate e bile di ne di le monate.",Dijo tsa rona,positive
2531,"Go ne go na le dijo tse di monate mo dijong tse di neng di le teng mo dijong tse di neng di le teng, mme dijo di ne di le monate e bile di ne di le monate.",Dinnerbone,positive
2535,"Go na le lefelo le lentle, fa fela le sa nne le le tletse thata, le boineelo jo bo sa tshwaneng le jwa go apaya dijo tsa lona tse di kgethegileng di dira gore Mare e nne kgetho e kgolo mo go barati ba dijo tsa lewatle.",Cookware Sets,positive
