st,aspect,polarities
"ba tlisa kariki ea sauce ho fihlela tafoleng ea hau mme ba u fa likhetho tse ka bang 7 kapa tse 8 tsa li-sauce bakeng sa steak ea hau (ke li lekile kaofela), empa lijo tsa china li molemo ka ho fetisisa, sebaka se hloekile 'me lijo li phetse hantle.",steak,neutral
"ts'ebeletso e ne e le ntlheng - eng hape eo u neng u ka e lebella ho tsoa ho ritz, empa hostess e le ntho e ntle, hostess e mosa ebile e leta ke ntho e mpe.",ts'ebeletso,positive
"li-dessert le tsona li ne li lokela ho shoa, empa ts'ebeletso ha e sebetse mme ts'ebeletso e lieha.",li-dessert,positive
"boleng ba nama bo ne bo tsamaisana le lebenkele la hau la korosari, empa calamari ke mofenyi mme hora e thabileng e theko e tlase.",boleng ba nama,negative
"ts'ebeletso e tsebahala ka ho khumama ka morao ho etsa hore motho e mong le e mong a thabe, empa bartender ke ntho e mpe, tlhapi e tloaelehileng ebile e mpe.",ts'ebeletso,positive
"lijana tse boletsoeng e le ""li-classics tsa roy"" (tse tšoailoeng lenaneng le li-asterisks) ke lipepepe tse lekelitsoeng le tsa 'nete, tse kang macadamia-crusted mahi mahi, kapa subtly sweetly sweet honey-mustard beef ribs short ribs, empa sushi e kholoanyane ebile e jeoa.","""li-classics",positive
"lijana tse boletsoeng e le ""li-classics tsa roy"" (tse tšoailoeng lenaneng le li-asterisks) ke lipepepe tse leka-le-'nete, joalo ka macadamia-crusted mahi mahi, kapa subtly sweetly sweetly honey-mustard beef ribs short ribs, empa mabone ha a na taba, li-cookie tsa fortune ke tletlebo mme 'mino o boima haholo.",(tse,positive
"lijana tse boletsoeng e le ""li-classics tsa roy"" (tse tšoailoeng lenaneng le li-asterisks) ke lipepepe tse lekelitsoeng le tsa 'nete, joalo ka macadamia-crusted mahi mahi, kapa subtly sweetly sweetly honey-mustard beef ribs short ribs, empa tšebeletso e mpe ka ho fetisisa, bili e kholo ebile lijo tsa mantsiboea ke matla.",lijo,positive
"lijana tse boletsoeng e le ""li-classics tsa roy"" (tse tšoailoeng lenaneng le li-asterisks) ke lipepepe tse lekelitsoeng le tsa 'nete, tse kang macadamia-crusted mahi mahi, kapa subtly sweetly sweetly honey-mustard beef ribs short ribs, empa sushi e kholo, ts'ebeletso e mpe ebile tšebeletso e mpe ka ho fetisisa.",honey-mustard,positive
"lijana tse boletsoeng e le ""li-classics tsa roy"" (tse tšoailoeng lenaneng le li-asterisks) ke lipepepe tse lekelitsoeng le tsa 'nete, tse kang macadamia-crusted mahi mahi, kapa subtly sweetly honey-mustard beef ribs short ribs, empa ambiance ke lerato, mehele ea onion e molemo ka ho fetisisa mme meroho e khetholla.",lenaneng,neutral
"lijana tse boletsoeng e le ""li-classics tsa roy"" (tse tšoailoeng lenaneng le li-asterisks) ke lipepepe tse lekelitsoeng le tsa 'nete, tse kang macadamia-crusted mahi mahi, kapa subtly sweetly sweet honey-mustard beef ribs short ribs, empa sopho ea fatše chickpea e tšesaane ebile tšebeletso e mpe ka ho fetisisa.",lipepepe,positive
"lijo tse monate ka ho fetisisa, chokolete le chokolete ea botoro tart, ha se hawaii, empa ke lefats'e le lenyane ha ho tluoa ho monate; ke leka li-chops tsa konyana le li-juice tse ncha li monate.",ncha,neutral
"lijo tse monate ka ho fetisisa, chokolete le chokolete ea botoro tart, ha se hawaii, empa ke lefats'e le lenyane ha ho tluoa ho monate; ts'ebetso ea ts'ebetso ha e phutholohe, 'me ts'ebeletso e ntle haholo.",ho,positive
"lijo tse monate ka ho fetisisa, chokolete le chokolete ea botoro tart, ha se hawaii, empa ke lefats'e le lenyane ha ho tluoa ho monate; lijo li monate haholo.",chokolete,positive
"lijo tsa mantsiboea li fana ka mefuta e sa tšoaneng ea lijo tsa leoatleng, ho kenyeletsoa lijo tsa leoatle tse ncha le li-steak tse kholo, ho boetse ho na le mefuta e meng e meng e seng ea nama, empa e ne e sa pheha e ncha.",li-steak,positive
"menu ea lijo tsa mantsiboea e fana ka mefuta e fapaneng ea li-entrees tse kholo, ho kenyeletsoa lijo tsa leoatle tse ncha le li-steak tse kholo, ho boetse ho na le mekhoa e meng e meng e seng ea nama, empa fennel flavored setaliana sausage e boima, khoho ke lerato le ho kenella ha konyana ho molemo.",ho,neutral
"menyu ea lijo tsa mantsiboea e fana ka mefuta e fapaneng e meholo ea lijo tsa leoatleng, ho kenyeletsoa lijo tsa leoatle tse ncha le li-steaks tse kholo, ho boetse ho na le mefuta e meng e meng e seng ea nama, empa setulo sa ho phutha ha se phutholohe.",lijo tsa leoatleng,positive
"lenane la lijo tsa mantsiboea le fana ka mefuta e fapaneng ea libaka tse ntle, ho kenyeletsoa lijo tsa leoatle tse ncha le li-steak tse kholo, ho boetse ho na le mekhoa e meng e meng e seng ea nama, empa basebetsi ba bobe, theko ha e tšoanelehe ebile e mosa.",kenyeletsoa,positive
"lijo tsa mantsiboea li fana ka mefuta e sa tšoaneng ea lijo tsa leoatleng, ho kenyeletsoa lijo tsa leoatle tse ncha le li-steak tse kholo, ho boetse ho na le mefuta e meng e meng e seng ea nama, empa lijo li soetseha.",lijo,positive
"ntho e 'ngoe le e' ngoe e na le scrumptious, ho tloha tšebeletsong e ntle ke li-waitresses tse monate, ho ea sepakapakeng se tlokomang haholo, empa lijo tsa mantsiboea ke matla, sebaka se monate ebile tšebeletso ea bareng e lieha.",tšebeletso,positive
"ntho e 'ngoe le e' ngoe e tsamaea hantle, ho tloha ts'ebeletsong e ntle ke li-waitresses tse ntle, ho ea sepakapakeng se chesang haholo, empa hostess e mosa.",li-waitresses,positive
"tsohle ke scrumptious, ho tloha tšebeletsong e ntle ke li-waitresses tse ntle, ho ea sepakapakeng se tlokomang haholo, empa kamore e hlakile.",sepakapakeng,positive
"ba hlile ba fana ka moea o khathollang, oa ho phomola, empa basebetsi ba emetseng ba sa laolehe mme ts'ebeletso e lieha.",fana,positive
"ke ne ke e-na le lijo tse monate mme tsohle tseo ke li fumaneng li ne li le ka thoko hoo lijo li neng li le ka har'a reschorenteng hoo ho neng ho bata hoo re neng re sa khone ho natefeloa ke lijo, empa sebaka se haufi haholo.",natefeloa,neutral
"ke ne ke tloaetse ho ja lijo tse monate, 'me tsohle tseo ke li fumaneng li ne li le ka thoko hoo lijo li neng li sebeletsa reschorenteng hoo ho neng ho bata hoo re neng re sa khone ho natefeloa ke ho ja, empa sebaka se monate ebile lijo tsa majapane li loketse.",lijo,negative
"ke ne ke e-na le lijo tse monate, 'me ntho e' ngoe le e 'ngoe eo ke e fumaneng e ne e le ka thoko kahoo lijo tse neng li le ka har'a reschorenteng hoo ho neng ho bata hoo re neng re sa khone ho natefeloa ke ho ja, empa lijo li phetse hantle.",lijo,negative
"ho bonahala eka ha ho mohla re kileng ra leka leha e le efe ea lijo, 'me ho ne ho se na motho ea ka buellang veine efe kapa efe, empa lintja tse chesang li ntle ebile li ts'ebeletso li thabile.","lijo,",neutral
"ho bonahala eka ha ho mohla re kileng ra leka leha e le efe ea lijo, 'me ho ne ho se na motho ea ka khothalletsang veine leha e le efe, empa lijo tse phehiloeng lia makatsa.",veine,neutral
"ho bonahala eka ha ho mohla re kileng ra leka leha e le efe ea lijo, 'me ho ne ho se na motho ea ka khothaletsang veine efe kapa efe, empa li-sandwich tsa lijo tsa hoseng li ntle ebile li monate.",leka,negative
ʻo ka hoʻoponopono ʻana i ka hoʻoheheʻe ʻana i ka hoʻoheheʻe ʻana; mosa o mosa ebile o mosa.,hoʻoheheʻe,neutral
"ʻo ka hoʻoponopono ʻana i ka hoʻoheheʻe ʻana i ka hoʻoheheʻe ʻana; setulo sa ho phutha ha se phutholohe, li-cookie tsa fortune ke tletlebo mme chills e tala ha e je.",li-cookie,positive
"lintho tse tloaelehileng tsa mataliana li ntle - li theko e tlase ebile li sebeletsoa ka mokhoa o cozy, empa mookameli ke sejana se se nang mohau, se jeoa ebile se fana ka se hlokolosi.",sejana,positive
"lintho tse tloaelehileng tsa mataliana li ntle haholo - li theko e tlaase ebile li sebeletsa maemong a cozy, empa ts'ebeletso e tšabeha.",maemong,positive
"lintho tse tloaelehileng tsa mataliana li ntle haholo - li theko e tlaase ebile li sebeletsa maemong a cozy, empa li-casseroles tsa curried li thata.",tloaelehileng,positive
"al dente pasta, ha e hlatsoe ka sopho - likarolo tse fanang ka seatla se bulehileng, empa ts'ebeletso e futsanehile, ts'ebeletso e lieha haholo ebile ts'ebeletso e tšabeha.",likarolo,positive
"al dente pasta, ha e hlatsoe ka sopho - likarolo tse fanang ka seatla se bulehileng, empa ts'ebeletso e mpe ka ho fetesisa.","pasta,",positive
"al dente pasta, ha e hlatsoe ka sopho - likarolo tse fanang ka seatla se bulehileng, empa sushi e ncha.",sopho,neutral
"re ile ra thabela ka botlalo 'me re tla khutlela morao bakeng sa li-dessert, empa lijo ha li lumellane.",li-dessert,positive
"menyu ea ka e tsotehang le ea boqapi e kenyelletsa lijana tsa sejoale-joale, tsa bophirimela tse kang foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nang le setsi sa miso, le rack ea konyana ka sopho e ntšo ea truffle, ho bolela tse 'maloa, empa lijo tsa mantsiboea li monate ebile tšebeletso ke litlhōrō.","spaghetti,",neutral
"menyu ea ka e tsotehang le ea boqapi e kenyelletsa lijana tsa sejoale-joale, tsa bophirimela tse kang foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nang le setsi sa miso, le rack ea konyana ka sopho e ntšo ea truffle, ho bolela tse 'maloa, empa tšebeletso e kholo.",setsi,neutral
"menyu ea ka e tsotehang le ea boqapi e kenyelletsa lijana tsa sejoale-joale, tsa bophirimela tse kang foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nang le setsi sa miso, le rack ea konyana ka sopho e ntšo ea truffle, ho bolela tse 'maloa, empa ts'ebeletso e mosa, lisalate e ntle ebile e ntle.",cod,neutral
"menyu ea ka e tsotehang le ea boqapi e kenyelletsa lijana tsa sejoale-joale, tse nang le bophirima tse kang foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nang le setsi sa miso, le rack ea konyana ka sopho e ntšo ea truffle, ho bolela tse 'maloa, empa hostess e rude ebile motsamaisi ha a na graceless.",menyu,positive
"menyu ea ka e tsotehang le ea boqapi e kenyelletsa lijana tsa sejoale-joale, tsa bophirimela tse kang foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nang le setsi sa miso, le rack ea konyana ka sopho e ntšo ea truffle, ho bolela tse 'maloa, empa litheko lia utloahala.",ho,neutral
"menyu ea ka e tsotehang le ea boqapi e kenyelletsa lijana tsa sejoale-joale, tse ka bophirimela tse kang foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nang le setsi sa miso, le rack ea konyana ka sopho e ntšo ea truffle, ho bolela tse 'maloa, empa li-appetizers ha li theko e boima ebile lijo ha li theko e tlase.",li-appetizers,neutral
"menyu ea ka e tsotehang le ea boqapi e kenyelletsa lijana tsa sejoale-joale, tsa bophirimela tse kang foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nang le setsi sa miso, le rack ea konyana ka sopho e ntšo ea truffle, ho bolela tse 'maloa, empa lijo tsa mantsiboea li monate ebile li bata li-noodle tsa sesame li na le delectable.",hamburger,neutral
"li-dessert li batla li makatsa: eo ke e ratang haholo ke tart ea bona ea letsatsi, empa tatso e mpe ka ho fetesisa.",li-dessert,positive
"li-dessert li batla li makatsa: eo ke e ratang ka ho fetisisa ke tart ea bona ea letsatsi, empa waiter ke ntho e bohloko ebile ha e je.",tart,positive
"ts'ebeletso e ntle, lijo tse ntle, boleng bo botle, 'me ha ho mohla ba tlamehang ho ema moleng, empa litafole ha li phutholohe.",ts'ebeletso,positive
"ts'ebeletso e ntle, lijo tse ntle, boleng bo botle, 'me ha ho mohla u tlamehang ho ema moleng, empa sauce ea mole e monate haholo.",mole,positive
"ts'ebeletso e ntle, lijo tse ntle, boleng bo botle, 'me ha ho mohla u tlamehang ho emela moleng, empa nama ea maiketsetso ea lobster ke ea maiketsetso, ts'ebeletso e mpe ebile e rekisa batho ba rude.",boleng,positive
"ts'ebeletso e ntle, lijo tse ntle, boleng bo botle, 'me ha ho mohla ba tlamehang ho ema moleng, empa ts'ebeletso e lieha, letaer e tenehile ebile likarolo li nyane.",lijo,positive
"ho bohlokoa ho nka tekesi ho chelsea feela bakeng sa lijo tsa mantsiboea tse monate ho my chelsea, empa ac ke khaello, tatso e mpe ka ho fetesisa ebile e theko e boima.",lijo tsa mantsiboea,positive
"ke fumane monyetla oa ho ja ka setsing sa hau hape libekeng tse 'maloa tse fetileng, ke ne ke le sebakeng sa hau sa ho jela sa upstrairs, empa litulo li phutholohile, basebetsi ba mosa' me ke leka pasta.","upstrairs,",neutral
"likarolo tsa lijo tse tsoang li ne li le mahareng, empa lijo li chesa ebile li letastaff li ntle haholo.",likarolo tsa lijo,neutral
"ke joang tšepo ea ho lula khoebong ka ts'ebeletso e kang ena, empa naan e ntle ebile sepakapaka se pholile.",ts'ebeletso,negative
"molemo ka ho fetisisa spicy tuna roll, salad e kholo ea asia, empa theko ha ea bohlokoa ebile tšebeletso e tšabeha.",salad,positive
"molemo ka ho fetisisa spicy tuna roll, salad e kholo ea asia, empa waiter ke rudeness le mookameli ke rudeness.",tuna,positive
"leka rosa roll (eseng ka menu), empa filet minor ha e ntle haholo 'me lijo li soetseha.",rosa,positive
"leka roll ea rose (eseng ho menu), empa sepakapaka se nepahetse.","menu),",neutral
"etsa litafole tse ling- mohlomong bareng ea marulelo, empa lisalate li monate, litheko ha li tšabeha ebile lino li ntle.","marulelo,",neutral
"etsa litafole tse ling- mohlomong bareng ea marulelo, empa mapheo a matle ebile boleng bo botle.",litafole,negative
"guacamole e iketselitsoeng, ho kena ho sa kholoeng, le mahoatateng a makatsang ka ho fetesisa, empa basebetsi ba ikhohomosa.",mahoatateng,positive
"guacamole e iketselitsoeng, ho kena ho sa kholoeng, le mahoatateng a makatsang ka ho fetesisa, empa basebetsi ba bobe, ts'ebeletso e tšabeha ebile e emetse e rude.",ho,positive
"guacamole e iketselitsoeng, ho kena ho sa kholoeng, le mahoatateng a makatsang ka ho fetesisa, empa ts'ebeletso e lieha ka mokhoa o tšabehang, sebaka se monate ebile clientele se molomo o moholo.",guacamole,positive
"haeba u morati oa tequila u ke ke ua soetseha, empa theko e phahameng, li-casseroles tsa curried li thata ebile li tšoarehile.",tequila,positive
"tlisa letsatsi la hau le botlolo ea veine, empa lijo ha lia ka tsa pheha li le ncha ebile litheko li ntle haholo.","veine,",neutral
"litafole li haufi, kahoo ho molemo ho phutholoha ho bumping elbows le batho ba bang, empa crust e phethahetse, empenadas e ntle haholo ebile ts'ebeletso e amohela baeti.",litafole,negative
"lijo li ne li le boqapi joalo ka décor mme ka bobeli lia sebetsa, empa ts'ebeletso e lieha haholo ebile ts'ebeletso e lieha.",décor,positive
"lijo li ne li le boqapi joaloka décor mme ka bobeli li ile tsa sebetsa, empa mong'a tsona ke leshano.",lijo,positive
"tlhahiso feela ke hore u tlola lijo tse monate, e ne e fetelloa haholo 'me ea oela ka mokhoa o khuts'oane tatso, empa lijo li ntle haholo.",lijo,negative
"tlhahiso feela ke hore u tlola lijo tse monate, e ne e fetelloa haholo 'me ea oela e khuts'oane ka tatso, empa litheko li ikokobelitse, lijo ha li theko e tlase ebile tuna li ntle.",ea,negative
"li-sandwich, li-burger le lisalate, joalo ka cobb e apereng lemon, ke katleho ea khale, empa karolo ea lijo e ka tlase ho karolelano.","li-sandwich,",positive
"li-sandwich, li-burger le lisalate, joalo ka cobb e apereng lemone, ke katleho ea khale, empa boroso ea fennel e tatso ea italy e boima ebile e emetse e halefile.",apereng,positive
"li-sandwich, li-burger le lisalate, joalo ka cobb e apereng lemon, ke katleho ea khale, empa waiter e sa le mpe.","li-sandwich,",positive
"li-sandwich, li-burger le lisalate, joalo ka cobb e apereng lemon, ke katleho ea khale, empa sebaka se loketse.","lemon,",positive
"boutiques le mekoallo ka ludlow eketsa ho bonono, beha morao sepakapakeng sena iseraele-setaele takeout le ja burger kopanetsoeng, empa fennel flavored setaliana boroso ke boima.",sepakapakeng,positive
"mekhoa ea baahelani ba bacha e fula khaontarang motšehare, ha chic, ba noang matlo a bonono ba nang le litekanyetso tse boima tsa qubu ea munchies morao haholo bosiu, empa ts'ebeletso e phathahane, bartender e thabile ebile e ntle.",khaontarang,neutral
"sebaka se senyenyane, sa ho ja ka ntle se etsa hore sebaka sa poraefete, se phutholohe ho ithuta a le mong kapa ho kopana le metsoalle, empa setulo sa ho phutha ha se phutholohe, ts'ebeletso e lieha mme ts'ebeletso e soabile.",sebaka,positive
"sebaka se senyenyane sa ho ja ka ntle se etsa hore sebaka sa poraefete, se phutholohe ho ithuta u le mong kapa ho kopana le metsoalle, empa ba emetse basebetsi ha ba tsotelle.",sebaka,positive
"li-burger tse halikiloeng ka seatla se bulehileng, manyolo a halikiloeng ke sejana se tummeng ka ho fetisisa, empa jerusalema setaele falafel wraps le salate ea mediterranean- e nang le li-beet, chisi ea pōli le walnuts- li lekana scrumptious; tšebeletso e lieha.",jerusalema,positive
"li-burger tse halikiloeng ka seatla se bulehileng, manyolo a halikiloeng ke sejana se tummeng ka ho fetisisa, empa jerusalema setaele falafel wraps le salate ea mediterranean- e nang le li-beet, chisi ea pōli le walnuts- li lekana scrumptious; lijo ha li theko e tlase, 'me ts'ebeletso ea ho jela e lieha.",chisi,positive
"li-burger tse halikiloeng ka seatla se bulehileng, manyolo a halikiloeng ke sejana se tummeng ka ho fetisisa, empa jerusalema setaele falafel wraps le salate ea mediterranean- e nang le li-beet, chisi ea pōli le walnuts- li lekana scrumptious; tatso e mpe ka ho fetesisa, sopho ha e na tatso e ngata ebile likaroloana ha li nyane.",li-burger,positive
"li-burger tse halikiloeng ka seatla se bulehileng, manyolo a halikiloeng ke sejana se tummeng ka ho fetisisa, empa jerusalema setaele falafel wraps le salate ea mediterranean- e nang le li-beet, chisi ea pōli le walnuts- li lekana scrumptious; li-hostess li theko e boima ebile li theko e boima.",mediterranean-,positive
"li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o ikhethileng oa li-chickpeas, lihoete le meroho e meng le linoko, empa li-casseroles tsa curried li thata, lino li tšabeha ebile li jeoa.",li-casseroles,positive
"li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o ikhethang oa li-chickpeas, lihoete le meroho e meng le linoko, empa ts'ebeletso e lieha, filet minor ha e ntle haholo ebile ts'ebeletso e tšabeha.",li-chickpeas,positive
"li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o khethollang oa li-chickpeas, lihoete le meroho e meng le linoko, empa sebaka se loketse ebile khoho e lefifi.",meroho,positive
"li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o khethollang oa li-chickpeas, lihoete le meroho e meng le linoko, empa mookameli ha a na mohau.","veggie,",positive
"li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o ikhethileng oa li-chickpeas, lihoete le meroho e meng le linoko, empa litheko li ngata ebile li tšoarehile.",burger,positive
"lijo li ne li le monate haholo, tse hlahisitsoeng ka boqapi 'me veine e ntle, empa likarolo li nyane ebile li leta li halefile.",veine,positive
"lijo li ne li le monate haholo, tse hlahisitsoeng ka boqapi le veine e ntle, empa ts'ebeletso e mpe ebile e mosa.",lijo,positive
"e boetse e cheka sebaka sa bar e putsoa, empa lijo li tšabeha, ts'ebeletso e mpe ebile moreki o molomo o moholo.",bar,positive
"ka bokhutšoanyane linku tse ntšo li ikhetholla ho tsoa ho pub ea midtown ka ponahalo eo ke motsoako oa lipapali-bar butch le ornate kitsch; lijo tsa mantsiboea li monate, 'me li-cheese tse halikiloeng li monate haholo.",li,negative
"lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie- esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela, empa tšebeletso e ntle, lijo li ntle ebile li na le thuso.",balisa,neutral
"lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie - esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela, empa pasta primavera e hlaheletse.",lenane,neutral
"menu e kenyelletsa li-pub fare-burger, steaks le balisa pie- esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela, empa bareng e telele e phethahetse, salate e monate ebile mussels e monate.",li-pub,neutral
"menu e kenyelletsa li-pub fare-burger, steaks le balisa pie- esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela tsa limela, empa khase ea mohala e luscious ebile metsoako e ncha.",balisa pie,neutral
"menu e kenyelletsa li-pub fare-burger, steaks le balisa pie- esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela, empa ke rata sandwich e bonolo ea crab ea shell e nang le li-fries.""",steaks,neutral
"lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie - esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""vegetarians, empa veggie burger e sa tloaelehang ebile li-dessert ke ntho e makatsang.",portabella lasagna,neutral
"le li-server tsohle li ntle, tse lulang li le ntle, empa ho leta ho le thata, ts'ebeletso e mpe ebile bartender ke ntho e mpe.",li-server,positive
"likarolo li kholo haholo 'me ts'ebeletso e ntle, empa lijo li theko e boima.",likarolo,positive
"likarolo li kholo haholo 'me tšebeletso e fantastis, empa litlhapi ke karolelano le disco pop duo e tšabehang.",tšebeletso,positive
"ke khothaletsa khoho ea likhoho, empa tatso e khutšoanyane.",khoho,positive
"mong'a ntlo o bonolo ebile o mosa, empa hostess o mosa.",empa,positive
"li-teas li ntle ebile li monate kaofela li iketsehe, empa lijo ha li theko e tlase, li-waiters li mpe ebile ts'ebeletso lia soetseha.",ntle,positive
"li-teas li ntle ebile li monate kaofela li iketselitsoeng, empa lijo ha li lumellane, mabone ha a tsotelle ebile tlhapi ke karolelano.",li-teas,positive
interior e haufi-ufi empa e khahlehang e nang le ts'ebeletso e mosa haholo le e hlokolosi; theko e phahameng.,ts'ebeletso,positive
interior e haufi-ufi empa e khahlehang e nang le ts'ebeletso e mosa haholo le e hlokolosi; litafole ha li phutholohe.,interior,positive
"lijo li pota-potile hantle, ka metsu hangata e ntle haholo 'me sushi / sashimi ha e felle ka boemo bo le bong, empa hora e thabileng e theko e tlase, likarolo li kholo ebile li ts'ebeletso li thabile.",sushi,neutral
"lijo li ntle hohle, ka metsu hangata e ntle ebile sushi / sashimi ha e felle ka tekanyo e le 'ngoe, empa li-cookie tsa leruo ke tletlebo.",e,positive
"lijo li pota-potile hantle, ka metsu hangata e ntle ebile sushi / sashimi ha e felle ka tekanyo e le 'ngoe, empa sushi e kholo.",lijo,positive
"(sashimi e khaola hanyane hanyane, empa ts'ebeletso e mosa, bolo ea lebese e amanang le eona e ntle ebile e ntle haholo.",eona,negative
"ha se reschorente e ntle ka ho fetisisa ea majapane motseng oa bochabela, empa ke e tiileng haholo bakeng sa litheko tsa eona tse ikokobelitseng, 'me ho bohlokoa ho etela hape; li-smoothies li kholo, basebetsi ba botsoalle ebile ts'ebeletso e lieha haholo.",litheko,positive
"eseng hobane ke ne ke le moimana, empa lijo mona li lula li le monate; menu e nyane haholo.",lijo,positive
"ho ba puerto rican ke tseba ntho kapa tse peli ka flan mme sebaka sena se sebeletsa e 'ngoe ea tse ntle ka ho fetisisa (ke ts'epa hore mme ha a bale sena!), empa lijo li tšabeha ebile li emetse li halefile.",ho,positive
"bar ena e na le eona kaofela - lino tse kholo, moea o pholileng, ts'ebeletso e ntle haholo le lijo tse monate, empa mabone ha a tsotelle, mookameli ha a na graceless le ts'ebeletso e futsanehileng.",lino,positive
"bar ena e na le tsohle - lino tse kholo, moea o pholileng, ts'ebeletso e ntle haholo le lijo tse monate, empa tšebeletso ea bareng e lieha ebile e sebetsa hampe.",lijo,positive
"bar ena e na le eona kaofela - lino tse kholo, sepakapaka se pholileng, ts'ebeletso e ntle haholo le lijo tse monate, empa ts'ebeletso e futsanehile, mabone ha a tsotelle ebile lijo ha li ntle haholo.",sepakapaka,positive
"bar ena e na le eona kaofela - lino tse kholo, sepakapaka se pholileng, ts'ebeletso e ntle haholo le lijo tse monate, empa ac ke khaello.",ts'ebeletso,positive
"li-steak li qhibiliha molomong oa ka, empa kuku ke karolelano.",li-steak,positive
"hora e thabileng e theko e tlase haholo, empa seo ha se bonts'a ts'ebeletso kapa sepakapaka; li-casseroles tsa curried li thata ebile lijo tsa mantsiboea ke matla.",ts'ebeletso,positive
"hora e thabileng e theko e tlase haholo, empa seo ha se bonts'a ts'ebeletso kapa sepakapaka; karolo ea lijo e ka tlase ho karolelano mme ts'ebeletso e lieha.",thabileng,positive
"hora e thabileng e theko e tlase haholo, empa seo ha se bonts'a ts'ebeletso kapa sepakapaka; lijo ha li ntle haholo, 'me tatso ha e mpe ka ho fetesisa.",tatso,positive
"beng beng; bashemane ba mosebetsi o motle, sebaka sena ke mohlokomeli, empa ts'ebeletso e mpe ka ho fetesisa, ts'ebeletso e mpe ebile sushi e kholo.",beng beng,positive
"lethathamo la veine le ne le le superb, tapas rona thabisang, 'me moea o khutsitseng o phethahetseng bakeng sa moqoqo o motle, empa mookameli ke rudeness, theko ha ea bohlokoa ebile tšebeletso ke ntho e tšabehang.",lethathamo,positive
"lethathamo la veine le ne le superb, tapas rona thabisang, le sepakapaka khutsitseng phethahetse bakeng sa moqoqo o motle, empa likarolo tse nyenyane.",sepakapaka,positive
"lethathamo la veine le ne le le superb, tapas rona thabisang, le sepakapaka khutsitseng phethahetse bakeng sa moqoqo o motle, empa selae ke theko e phahameng, lintja chesang ke mpe ka ho fetisisa 'me ho letela ke rude.",tapas,positive
"re qalile ka scallops le asparagus hape e bile le crab e bonolo ea shell hammoho le poleiti ea chisi, empa ts'ebeletso e ntle.",asparagus,neutral
"re qalile ka scallops le asparagus hape e ne e na le crab ea shell e bonolo hammoho le poleiti ea chisi, empa ke natefeloa ke curry.",ea,neutral
"re qalile ka scallops le asparagus hape e ne e na le crab e bonolo ea shell hammoho le poleiti ea chisi, empa ts'ebeletso e mpe ka ho fetisisa.",scallops,neutral
"re qalile ka scallops le asparagus hape e bile le crab e bonolo ea shell hammoho le poleiti ea chisi, empa lijo tsa fora li kholo ebile lijo li kholo.",crab,neutral
"ke labalabela ho khutlela morao haufinyane mme qetellong ke leka haholo ntho e ngoe le e ngoe ho menu, empa lijo ha li lumellane ebile tšebeletso e lieha.","menu,",positive
"mong'a thepa e monate ebile e monate, empa lijo li ka tlase ho karolelano mme mong'a tsona ke leshano.",empa,positive
ʻo ka hoʻohaʻaʻa ʻaʻohe me ka hoʻohaʻaʻa; likarolo li kholo ebile li na le tatso e monate ea setaliana e boima.,ea,neutral
"li-tapas tse ntle ka theko e kholo, lerato, tse nyane empa li sa crowed haholo, li ntle haholo; e ne e sa pheha e ncha, leta e le ntho e bohloko mme basebetsi ba emetseng ho se tsotelle.",theko,positive
"li-tapas tse ntle ka theko e kholo, lerato, tse nyane empa li sa crowed haholo, li ntle haholo; tšebeletso e ntle haholo.",li-tapas,positive
ena ke e 'ngoe ea lireschorente tseo ke li ratang haholo sebakeng seo lijo li theko e tlaase empa li le ntle haholo (kimono shrimp special e ne e le ntle haholo) mme e na le sepakapaka se seholo; cake ha ea lokela ho ema ka ntle.,sepakapaka,positive
