nya,aspect,polarities
"chirichonse ndi scrumptious, kuchokera utumiki kwambiri ndi waitresses wokongola, kuti mlengalenga kwambiri zobiriwira, koma hostess ndi wamwano.",waitresses,positive
"chirichonse ndi scrumptious, kuchokera utumiki kwambiri ndi waitresses wokongola, kuti mlengalenga kwambiri zobiriwira, koma chipinda ndi wamba.",mlengalenga,positive
"iwo kwenikweni kupereka yopuma, anaika-m'mbuyo m'mlengalenga, koma kudikira ndodo ndi osaganizira ndi utumiki ndi pang'onopang'ono.",mlengalenga,positive
"ndinabwera mwatsopano kuyembekezera chakudya chachikulu, ndipo zonse ndinapeza anali marginally kotero-kotero chakudya anatumikira mu odyera kuti anali chabe choncho kuzizira sitikanatha kusangalala kudya, koma malo ndi mwathithithi.",anatumikira,neutral
"ndinabwera mwatsopano kuyembekezera chakudya chachikulu, ndipo zonse zomwe ndinapeza zinali zochepa kwambiri-kotero chakudya choperekedwa mu malo odyera omwe anali ozizira kwambiri sitinathe kusangalala ndi kudya, koma malo ndi okongola ndipo chakudya cha ku japan ndi chabwino.",chakudya,negative
"ndinabwera mwatsopano kuyembekezera chakudya chachikulu, ndipo zonse ndinapeza anali marginally kotero-kotero chakudya anatumikira mu odyera kuti anali chabe choncho kuzizira sitikanatha kusangalala kudya, koma chakudya ndi wathanzi.",chakudya,negative
"woperekera chakudya wathu mwachiwonekere sanayesepo chakudya chilichonse, ndipo panalibe amene angalimbikitse vinyo aliyense, koma agalu otentha ndi aakulu ndipo utumiki ndi wokondwa.",chakudya,neutral
"mkazi wathu woperekera chakudya mwachiwonekere sanayesepo chakudya chilichonse, ndipo panalibe amene angalimbikitse vinyo aliyense, koma chakudya chophikidwa chimadabwa.",vinyo,neutral
"woperekera chakudya wathu mwachiwonekere sanayesepo chakudya chilichonse, ndipo panalibe amene angalimbikitse vinyo aliyense, koma masangweji a kadzutsa ndi odabwitsa ndipo chakudya ndi chachikulu.",woperekera,negative
"the halibut matama appetizer anabwera ndi gawo wopatsa foie gras, koma kuti ndi za chinthu chokha chabwino ndinganene za chakudya; utumiki ndi wochezeka ndi hostess ndi chisomo.",halibut matama appetizer,neutral
"the halibut matama appetizer anabwera ndi gawo wopatsa foie gras, koma kuti ndi za chinthu chokha chabwino ndinganene za chakudya; mpando wopindika ndi wosasangalatsa, makeke a mwayi ndi dandaulo ndipo kuzizira kobiriwira sikudya.",foie,positive
"zinthu zachikhalidwe za ku italy ndi zazikulu - zotsika mtengo ndipo zimatumikiridwa m'malo abwino, koma woyang'anira ndi wopanda chisomo, mbale ndi yodyedwa ndipo kupereka kumachenjera.",zimatumikiridwa,positive
"zinthu zachikhalidwe za ku italy ndi zazikulu - zotsika mtengo ndipo zimatumikiridwa m'malo abwino, koma utumiki ndi woopsa.",zimatumikiridwa,positive
"zinthu zachikhalidwe za ku italy ndi zazikulu - zotsika mtengo ndipo zimatumikiridwa m'malo abwino, koma curried casseroles ndi nkhanza.",italy,positive
"mwangwiro al dente pasta, osati kumira mu msuzi - magawo owolowa manja, koma utumiki ndi wosauka, utumiki ndi wochedwa kwambiri ndipo utumiki ndi woopsa.",magawo,positive
"mwangwiro al dente pasta, osati kumira mu msuzi - magawo owolowa manja, koma utumiki ndi woipa kwambiri.",kumira,positive
"mwangwiro al dente pasta, osati kumira mu msuzi - magawo owolowa manja, koma sushi ndi yatsopano.",msuzi,neutral
"tinasangalala tokha mokwanira ndipo tidzakhala tikubwerera kwa desserts , koma chakudya ndi chosagwirizana.",desserts,positive
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod yakuda yokhala ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula zochepa, koma chakudya chamadzulo ndi chabwino ndipo utumiki ndi nsonga.",zokometsera cod roe spaghetti,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa, koma utumiki ndi waukulu.",foie gras unagi napolean,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod yakuda yokhala ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula zochepa, koma utumiki ndi waubwenzi, saladi ndi yabwino ndipo malo ndi abwino.",wakuda,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa, koma hostess ndi wamwano ndipo woyang'anira ndi wopanda chisomo.",menyu,positive
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod yakuda yokhala ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula zochepa, koma mitengo ndi yomveka.",wakuda,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa, koma appetizers si okwera mtengo ndipo chakudya ndi chotsika mtengo.",japan,neutral
"menyu yanga yochititsa chidwi komanso yolenga ya chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku japan monga foie gras unagi napolean, jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa, koma chakudya chamadzulo ndi chokongola komanso chozizira sesame noodles ndi delectable.",hamburger,neutral
"desserts ndi pafupifupi zosaneneka: wokondedwa wanga ndi tart wawo wa tsiku, koma kukoma ndi koipa kwambiri.",desserts,positive
"desserts ndi pafupifupi zosaneneka: wanga ankakonda ndi tart awo a tsiku, koma woperekera ndi mwano ndi chills wobiriwira si edible.",tart,positive
"utumiki wabwino, chakudya chachikulu, mtengo wabwino, ndipo konse kudikira mu mzere, koma matebulo ndi movutikira pafupi.",utumiki,positive
"utumiki wabwino, chakudya chachikulu, mtengo wabwino, ndipo simuyenera kudikira pamzere, koma msuzi wa mole ndi wokoma kwambiri.",kudikira,positive
"utumiki wabwino, chakudya chachikulu, mtengo wabwino, ndipo konse kudikira mu mzere, koma yokumba nkhanu nyama ndi yokumba, utumiki ndi zoipa ndi malonda anthu ndi wamwano.",mtengo,positive
"utumiki wabwino, chakudya chachikulu, mtengo wabwino, ndipo simuyenera kudikira mu mzere, koma utumiki ndi pang'onopang'ono, woperekera chakudya amakhumudwa ndipo magawo ndi ang'onoang'ono.",chakudya,positive
"ndikofunikira kutenga taxi kupita ku chelsea kokha chakudya chamadzulo chochititsa mantha ku my chelsea, koma ac ndi kusowa, kukoma ndi koipa kwambiri ndipo chakudya ndi chodula.",chakudya chamadzulo,positive
"ndinapeza mwayi wodyera pa kukhazikitsidwa kwanu kachiwiri masabata angapo apitawo, ndinali m'malo anu odyera a upstrairs, koma mipando ndi yabwino, ogwira ntchito ndi aubwenzi ndipo ndimayesa pasta.",odyera,neutral
"mbali za chakudya chomwe chinatuluka zinali mediocre, koma chakudya ndi malo otentha ndipo waitstaff ndi yaikulu.",chakudya,neutral
"kodi angayembekezere bwanji kukhala mu bizinesi ndi utumiki ngati uwu, koma naan ndi yaikulu ndipo mlengalenga ndi wozizira.",utumiki,negative
"best zokometsera nsomba mpukutu, kwambiri saladi asian, koma mtengo si ofunika ndi utumiki ndi zoopsa.",saladi,positive
"best zokometsera nsomba mpukutu, saladi kwambiri asian, koma woperekera ndi mwano ndi bwana ndi mwano.",zokometsera nsomba mpukutu,positive
"yesani mpukutu wa rose (osati pa menyu), koma filet yaing'ono si yabwino kwambiri ndipo chakudya chimakhumudwa.",rose,positive
"yesani mpukutu wa rose (osati pa menyu), koma mlengalenga ndi wangwiro.",menyu,neutral
"pangani matebulo ambiri- mwinamwake bala la denga, koma saladi ndi yokoma, mitengo si yoopsa ndipo zakumwa ndi zazikulu.",bala,neutral
"pangani matebulo ambiri- mwinamwake bala la denga, koma mapiko ndi abwino ndipo phindu ndi lalikulu.",matebulo,negative
"guacamole yopangidwa kunyumba, entree yosakhulupirika, ndi zipululu zodabwitsa kwambiri, koma antchito ndi odzikuza.",zipululu,positive
"guacamole yopangidwa kunyumba, entree yosakhulupirika, ndi zipululu zodabwitsa kwambiri, koma ogwira ntchito ndi oipa, utumiki ndi woopsa ndipo kuyembekezera ndi mwano.",entree,positive
"guacamole yopangidwa kunyumba, entree yosakhulupirika, ndi zipululu zodabwitsa kwambiri, koma utumiki ndi woopsa pang'onopang'ono, malo ndi okoma ndipo makasitomala ndi okweza pakamwa.",guacamole yopangidwa kunyumba,positive
"ngati ndinu tequila zimakupiza simudzakhumudwa, koma mtengo ndi mkulu, curried casseroles ndi nkhanza ndi kukula ndi otanganidwa.",tequila,positive
"bweretsani tsiku lanu ndi botolo la vinyo, koma chakudya sichinaphike mwatsopano ndipo mitengo ndi yaikulu.",botolo la vinyo,neutral
"matebulo ali pafupi, kotero inu bwino kukhala omasuka kugunda zigongono ndi patrons ena, koma pakhungu ndi wangwiro, empenadas kwambiri ndi utumiki ndi ochereza.",matebulo,negative
"chakudyacho chinali cholengedwa ngati chokongoletsera ndipo zonse zinagwira ntchito, koma utumiki umachedwa kwambiri ndipo utumiki umachedwa.",chokongoletsera,positive
"chakudyacho chinali cholengedwa ngati chokongoletsera ndipo zonse zinagwira ntchito, koma mwiniwake ndi wabodza.",chakudya,positive
"lingaliro lokha ndiloti mumadumpha dessert, inali yokwera mtengo kwambiri ndipo inachepa pa kukoma, koma chakudya ndi chachikulu.",dessert,negative
"lingaliro lokha ndiloti mumadumpha dessert, inali yokwera mtengo kwambiri ndipo inachepa pa kukoma, koma mitengo ndi yodzichepetsa, chakudya ndi chotsika mtengo ndipo nsomba ya tuna ndi yabwino.",kukoma,negative
"sandwiches, burgers ndi saladi, monga cobb yovala mandimu, ndizopambana zakale, koma gawo la chakudya liri pansi pa avareji.","mandimu,",positive
"sandwiches, burgers ndi saladi, monga mandimu ovala cobb, ndi kupambana tingachipeze powerenga, koma fennel flavored italy soseji ndi wolemera ndi waiters ndi wokwiya.",burgers,positive
"sandwiches, burgers ndi saladi, monga cobb yovala mandimu, ndizopambana zakale, koma woperekera chakudya ndi wamwano.",saladi,positive
"sandwiches, burgers ndi saladi, monga mandimu ovala cobb, ndizopambana zakale, koma malo ndi abwino.",mandimu ovala cobb,positive
"hip boutiques ndi mipiringidzo pa ludlow kuwonjezera artsy, anaika-m'mbuyo m'mlengalenga pa izi israeli kalembedwe takeout ndi kudya-mu burger olowa, koma fennel flavored italy soseji ndi wolemera.",mlengalenga,positive
"young m'dera trendies kudya pa kauntala masana, pamene chic, luso-nyumba omwa ndi mlingo wolemera wa munchies mulu usiku, koma utumiki ndi otanganidwa, bartender ndi wokondwa ndi utumiki ndi zabwino.",kauntala,neutral
"malo ang'onoang'ono, odyera panja amachititsa malo apadera, omasuka kuti aphunzire okha kapena kukumana ndi abwenzi, koma mpando wopindika ndi wosasangalatsa, utumiki umachedwa ndipo utumiki umakhumudwa.",malo,positive
"malo ang'onoang'ono, odyera panja amachititsa malo apadera, omasuka kuphunzira okha kapena kukumana ndi mabwenzi, koma antchito odikira ndi osaganizira.",odyera,positive
"mowolowa manja chokongoletsera, organic grilled burgers ndi mbale yotchuka kwambiri, koma yerusalemu msika kalembedwe falafel kukulunga ndi saladi mediterranean -- wosanjikiza ndi beets, mbuzi tchizi ndi walnuts--ali mofanana scrumptious; utumiki ndi pang'onopang'ono.",falafel,positive
"mowolowa manja chokongoletsera, organic grilled burgers ndi mbale yotchuka kwambiri, koma yerusalemu msika kalembedwe falafel kukulunga ndi saladi mediterranean -- wosanjikiza ndi beets, mbuzi tchizi ndi walnuts--ali mofanana scrumptious; chakudya ndi si wotchipa ndi utumiki bala ndi pang'onopang'ono.",mbale,positive
"mowolowa manja chokongoletsera, organic grilled burgers ndi mbale yotchuka kwambiri, koma yerusalemu msika kalembedwe falafel kukulunga ndi saladi mediterranean -- wosanjikiza ndi beets, mbuzi tchizi ndi walnuts--ali mofanana scrumptious; kukoma ndi koipa kwambiri, msuzi si wokoma kwambiri ndipo magawo ndi ang'onoang'ono.",organic grilled burgers,positive
"mowolowa manja chokongoletsera, organic grilled burgers ndi mbale yotchuka kwambiri, koma yerusalemu msika kalembedwe falafel kukulunga ndi saladi mediterranean -- wosanjikiza ndi beets, mbuzi tchizi ndi walnuts--ali mofanana scrumptious; hostess ndi wamwano ndipo zidutswa ndi zodula.",mediterranean,positive
"nyama-phobes ali ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira, koma curried casseroles ndi nkhanza, zakumwa ndizoopsa ndipo mbale imadya.",kaloti,positive
"nyama-phobes ali ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira, koma utumiki ndi pang'onopang'ono, filet yaing'ono si yabwino kwambiri ndipo utumiki ndi woopsa.",chickpeas,positive
"nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira, koma malo ndi abwino ndipo nkhuku ndi mdima.",masamba,positive
"nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira, koma woyang'anira ndi wopanda chisomo.",zonunkhira,positive
"nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira, koma mitengo ndi yochuluka kwambiri ndipo kukula kwake kuli kotanganidwa.",burger,positive
"chakudyacho chinali chokoma kwambiri, choperekedwa mwaluso ndipo vinyo ndi wabwino kwambiri, koma magawo ndi ang'onoang'ono ndipo othandizira amakwiya.",vinyo,positive
"chakudyacho chinali chokoma kwambiri, choperekedwa mwaluso ndipo vinyo ndi wabwino kwambiri, koma utumiki ndi woipa ndipo wolandira ndi wamwano.",chakudya,positive
"anakumba malo a buluu a bar kwambiri, koma chakudya ndi choopsa, utumiki ndi woipa ndipo makasitomala ndi okweza pakamwa.",buluu,positive
"mu short nkhosa yakuda imadzisiyanitsa yokha ndi gulu la midtown pub ndi mawonekedwe omwe ali osakaniza masewera-bar butch ndi kitsch yokongoletsedwa; ndodo ndi wochezeka, masana chakudya chochepa ndi chabwino ndi tchizi grilled kwambiri.",imadzisiyanitsa,negative
""" menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba, koma utumiki ndi waukulu, chakudya ndi chachikulu ndipo bartender ndi wothandiza.",burgers,neutral
""" menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba, koma pasta primavera ndi yapadera.",menyu,neutral
""" menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba, koma bar yaitali ndi yangwiro, saladi ndi yokoma ndipo mussels ndi yokoma.",pub fare,neutral
""" menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba, koma mpweya wa foni ndi luscious ndipo zosakaniza ndi zatsopano.",abusa pie,neutral
""" menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba, koma ndimakonda sangweji yofewa ya chipolopolo cha nkhanu ndi batala.",steaks,neutral
""" menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba, koma veggie burger ndizodabwitsa ndipo desserts ndi zosaneneka.",portabella lasagna,neutral
"ndipo ma seva onse [achikazi] ndi okongola kwambiri, omwe nthawi zonse amakhala abwino, koma kuyembekezera ndi mwano, utumiki ndi woopsa ndipo bartender ndi wamwano.",utumiki,positive
"magawo ndi aakulu kwambiri ndipo utumiki ndi wosangalatsa, koma chakudya ndi chodula.",magawo,positive
"magawo ndi aakulu kwambiri ndipo utumiki ndi wosangalatsa, koma nsomba ndi pafupifupi ndi disco pop duo ndi zoopsa.",utumiki,positive
"ndikupangira nkhuku milanese, koma kukoma ndi kochepa.",nkhuku milanese,positive
"ndipo mwiniwakeyo amangokhala wokongola komanso waubwenzi, koma hostess ndi wamwano.",mwini,positive
"tiyi ndi yaikulu ndipo maswiti onse amapangidwa kunyumba, koma chakudya si chotsika mtengo, othandizira ndi oipa ndipo utumiki umakhumudwa.",maswiti,positive
"tiyi ndi yaikulu ndipo maswiti onse amapangidwa kunyumba, koma chakudya sichigwirizana, kuunikira sikukongola ndipo nsomba ndi pafupifupi.",tiyi,positive
mkati mwathithithi koma wokongola ndi utumiki waubwenzi kwambiri komanso wosamala; mtengo ndi wapamwamba.,utumiki,positive
mkati mwathithithi koma wokongola ndi utumiki waubwenzi kwambiri komanso wosamala; matebulo ali pafupi mosasangalatsa.,mkati,positive
"chakudya ndi zonse zozungulira zabwino, ndi mipukutu zambiri kwambiri ndi sushi / sashimi osati kwenikweni pa mlingo womwewo, koma ola wosangalala ndi wotchipa, magawo kwambiri ndi utumiki ndi wokondwa.",sushi / sashimi,neutral
"chakudya ndi zonse zozungulira zabwino, ndi mipukutu zambiri kwambiri ndi sushi / sashimi osati kwenikweni pa mlingo womwewo, koma makeke mwayi ndi kudandaula.",mipukutu,positive
"chakudya ndi zonse zozungulira zabwino, ndi mipukutu zambiri kwambiri ndi sushi / sashimi osati kwenikweni pa mlingo womwewo, koma sushi ndi wamkulu.",chakudya,positive
"(the sashimi ndi kudula pang'ono thinly, koma utumiki ndi wochezeka, malted mkaka mpira kugwirizana ndi zodabwitsa ndi chakudya kwambiri.",sashimi,negative
") si malo odyera abwino kwambiri a ku japan ku east village, koma ndi olimba kwambiri pa mitengo yake yodzichepetsa, komanso yoyenera kubwereza maulendo; smoothies ndi yaikulu, ndodo ndi wochezeka ndi utumiki kwambiri pang'onopang'ono.",mitengo,positive
"osati chifukwa chakuti ndinali ndi pakati, koma chakudya pano nthawi zonse chimakhala chokoma; menyu ndi yaing'ono.",chakudya,positive
"kukhala puerto rican ndikudziwa chinthu chimodzi kapena ziwiri za flan ndipo malowa amatumikira imodzi mwa zabwino kwambiri (ndikuyembekeza kuti amayi samawerenga izi!), koma chakudya ndi choopsa ndipo othandizira amakwiya.",flan,positive
"bar iyi ili ndi zonse - zakumwa zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri komanso chakudya chokoma, koma kuunikira sikukongola, woyang'anira ndi wopanda chisomo ndipo utumiki ndi wosauka.",zakumwa,positive
"bar iyi ili ndi zonse - zakumwa zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri ndi chakudya chokoma, koma utumiki wa bar ndi pang'onopang'ono ndipo utumiki ndi woopsa.",chakudya,positive
"bar iyi ili ndi zonse - zakumwa zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri komanso chakudya chokoma, koma utumiki ndi wosauka, kuunikira sikukongola ndipo chakudya sichiri chabwino kwambiri.",mlengalenga,positive
"bar iyi ili ndi zonse - zakumwa zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri ndi chakudya chokoma, koma ac ndi kusowa.",utumiki,positive
"steak inasungunuka m'kamwa mwanga, koma keke ndi avareji.",steak,positive
"ola losangalala ndi lotsika mtengo kwambiri, koma zimenezo sizikuwonetsa utumiki kapena mlengalenga; curried casseroles ndi nkhanza ndi chakudya chamadzulo ndi mphamvu.",utumiki,positive
"ola losangalala ndi lotsika mtengo kwambiri, koma zimenezo sizikuwonetsa utumiki kapena mlengalenga; gawo la chakudya lili pansi pa avareji ndipo utumiki umachedwa.",mlengalenga,positive
"ola losangalala ndi lotsika mtengo kwambiri, koma zimenezo sizikuwonetsa utumiki kapena mlengalenga; anthu ndi oipa kwambiri, chakudya ndi si chabwino kwambiri ndipo kukoma ndi koipa.",ola losangalala,positive
"kwa eni ake; ntchito yabwino anyamata, malo awa ndi wosunga, koma utumiki ndi woipa kwambiri, utumiki ndi woipa ndipo sushi ndi wamkulu.",eni ake,positive
"mndandanda wa vinyo unali wapamwamba kwambiri, tapas yathu yosangalatsa, ndi mkhalidwe wabata wangwiro kukambirana bwino, koma woyang'anira ndi mwano, mtengo si woyenera ndipo utumiki ndi woopsa.",mndandanda wa vinyo,positive
"mndandanda wa vinyo unali wapamwamba kwambiri, tapas yathu yosangalatsa, ndi mkhalidwe wabata wangwiro kukambirana bwino, koma magawo ndi ochepa.",wangwiro,positive
"mndandanda wa vinyo unali wapamwamba kwambiri, tapas yathu yosangalatsa, ndi mkhalidwe wabata wangwiro kukambirana bwino, koma zidutswa ndizodula, agalu otentha ndi oipa kwambiri ndipo kuyembekezera ndi mwano.",tapas,positive
"tinayamba ndi scallops ndi asparagus komanso tinali ndi nkhanu yofewa ya chipolopolo komanso mbale ya tchizi, koma utumiki ndi wabwino.",asparagus,neutral
"tinayamba ndi scallops ndi asparagus komanso tinali ndi nkhanu yofewa ya chipolopolo komanso mbale ya tchizi, koma ndimasangalala ndi curry.",mbale,neutral
"tinayamba ndi scallops ndi asparagus komanso tinali ndi nkhanu yofewa ya chipolopolo komanso mbale ya tchizi, koma utumiki ndi woipa kwambiri.",scallops,neutral
"tinayamba ndi scallops ndi asparagus komanso tinali ndi nkhanu yofewa ya chipolopolo komanso mbale ya tchizi, koma chakudya cha ku france ndi chachikulu kwambiri ndipo chakudya ndi chachikulu.",nkhanu,neutral
"ndikuyembekezera kubwerera posachedwa ndipo pamapeto pake ndikuyesera zambiri zonse pa menyu, koma chakudya sichigwirizana ndipo utumiki umachedwa.",menyu,positive
"mwini wake ndi wosangalatsa komanso wosangalatsa, koma chakudya chili pansi pa avareji ndipo mwiniwake ndi wabodza.",mwini,positive
"perekani kuyesa, menyu ndi french wamba koma zosiyanasiyana; magawo ndi lalikulu ndi fennel flavored italy soseji ndi wolemera.",menyu,neutral
"tapas kwambiri pa mitengo yaikulu, chikondi, yaing'ono koma osati mopambanitsa crowed, kwambiri; chakudya sichinaphike mwatsopano, woperekera chakudya ndi mwano ndipo ogwira ntchito kudikira ndi osaganizira.",mitengo,positive
"tapas kwambiri pa mitengo yaikulu, chikondi, yaing'ono koma osati mopambanitsa crowed, kwambiri; utumiki ndi woopsa.",tapas,positive
ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'derali chakudya ndi chotsika mtengo koma chabwino kwambiri (kimono shrimp yapadera inali yabwino kwambiri) ndipo ili ndi mlengalenga waukulu; keke si yoyenera kuima panja.,mlengalenga,positive
ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'derali chakudya ndi chotsika mtengo koma chabwino kwambiri (kimono shrimp yapadera inali yabwino kwambiri) ndipo ili ndi mlengalenga waukulu; chakudya ndi chodula ndipo bilu ndi yaikulu.,(kimono,positive
ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'derali chakudya ndi chotsika mtengo koma chabwino kwambiri (kimono shrimp yapadera inali yabwino kwambiri) ndipo ili ndi mlengalenga waukulu; woperekera chakudya ndi wamwano ndipo utumiki ndi wamwano.,chakudya,positive
"akhoza kukhala otanganidwa pang'ono kuzungulira nthawi zapamwamba chifukwa cha kukula, koma ndimasangalala ndi curry.",kukula,negative
"ndinapita ku kitchenette sabata ino ku brunch, koma chochitika chodyera ndi chomvetsa chisoni.",brunch,neutral
"malowa ndi okongola kwambiri ndipo chakudyacho ndi chokoma, koma kukoma kwake ndi kochepa.",malo,positive
"malowa ndi okongola kwambiri ndipo chakudyacho ndi chokoma, koma woperekera chakudya ndi wamwano, menyu ndi yaing'ono ndipo msuzi wa mole ndi wokoma kwambiri.",chakudya,positive
"komabe, utumiki ndi zoopsa kwathunthu, koma chakudya ndi zodabwitsa ndi menyu ndi kulenga.",utumiki,negative
"the waitstaff ndi wopempha ndi wochezeka ndipo nthawizonse amaoneka wokondwa kuona ife, ndi chakudya ndi zodabwitsa, ngati si stunningly kulenga, koma ndodo ndi odzikuza, chakudya ndi zoopsa ndi magawo ndi ang'onoang'ono.",waitstaff,positive
"the waitstaff ndi wopempha ndi wochezeka ndipo nthawizonse amaoneka wokondwa kuona ife, ndi chakudya ndi zodabwitsa, ngati si stunningly kulenga, koma zakumwa ndi zoopsa, anthu ndi woipitsitsa ndi wolandira ndi wamwano.",chakudya,positive
"ndimakonda lobster ravioli, koma chakudya chili pansi pa avareji.",lobster ravioli,positive
"posachedwapa tinathera chaka chatsopano ku malo odyera, ndipo tinali ndi zochitika zazikulu, kuchokera ku vinyo kupita ku menyu ya dessert, koma kukoma ndi kochepa, magawo ndi ang'onoang'ono ndipo woperekera chakudya ndi mwano.",menyu,positive
"posachedwapa tinathera chaka chatsopano ku malo odyera, ndipo tinali ndi zochitika zazikulu, kuchokera ku vinyo kupita ku menyu ya dessert, koma keke si yoyenera kuima panja ndipo chakudya ndi choopsa.",vinyo,positive
"malo awa ndi apamwamba, chic, ntchitoyi ndi yotentha komanso yochereza alendo, ndipo chakudyacho ndi chapadera, koma mwiniwake ndi wabodza, chakudya chimakhumudwa ndipo mitengo ndi yapamwamba.",malo,positive
"malo awa ndi apamwamba, chic, ntchitoyi ndi yotentha komanso yochereza alendo, ndipo chakudyacho ndi chapadera, koma mpando wopindika ndi wosasangalatsa ndipo menyu ndi yaying'ono.",ntchitoyi,positive
"malo awa ndi apamwamba, chic, utumiki ndi wofunda komanso wochereza alendo, ndipo chakudya ndi chapadera, koma utumiki ndi wamwano, woyang'anira ndi wopanda chisomo ndipo msuzi si wokoma kwambiri.",chakudya,positive
"ndinayenera kuyembekezera mnzanga pa bala kwa mphindi zingapo, koma malo odyera ndi abwino.",bala,neutral
"malo awa ali ndi sushi wokongola, ndipo ndi zokoma cheap. , koma disco pop duo ndi yowopsa, mpando wopindika ndi wosasangalatsa ndipo kukoma ndi kochepa.",sushi,positive
"lilinso ndi zakudya zina zambiri za ku korea zomwe zimakhala zotsika mtengo komanso zofanana ndi zokoma, koma chakudya ndi choopsa.",korea,positive
"zodabwitsa menyu, ofunda kuitana ambiance, utumiki waukulu chakudya amandisunga ine kubwerera, koma chills wobiriwira si edible.",utumiki,positive
"zodabwitsa menyu, ofunda kuitana ambiance, utumiki waukulu chakudya amasunga ine kubwerera, koma utumiki ndi pang'onopang'ono.",menyu,positive
"zodabwitsa menyu, ofunda kuitana ambiance, utumiki waukulu chakudya amasunga ine kubwerera, koma chakudya si wotchipa.",ambiance,positive
"zodabwitsa menyu, ofunda kuitana ambiance, utumiki waukulu chakudya amasunga ine kubwerera, koma utumiki ndi dreadfully pang'onopang'ono.",chakudya,positive
