zu,aspect,polarities
"inkonzo yaziwa ngokugoba emuva ukwenza wonke umuntu ajabule, kodwa i-bartender inolaka, inhlanzi isilinganiso futhi inkonzo imbi.",inkonzo,positive
"izitsha eziboniswa ngokuthi ""i-roy's classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs, kodwa i-sushi inkulu futhi isidlo siyadliwa.","classics""",positive
"izitsha eziboniswa ngokuthi ""i-roy's classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma izimbambo ezimfushane zenkomo ezimnandi ngobuqili zezinyosi-lwesinaphi, kodwa ukukhanyisa akubukeki, amakhukhi engcebo isikhalazo nomculo unzima kakhulu.",macadamia-crusted mahi mahi,positive
"izitsha eziboniswa ngokuthi ""i-roy's classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma izimbambo ezimfushane zenkomo ezimnandi ngobuqili zezinyosi-lwesinaphi, kodwa inkonzo imbi kakhulu, ibhilidi likhulu futhi izidlo zakusihlwa zingamandla.",izitsha,positive
"izitsha eziphawulwe ngokuthi ""i-roy's classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs, kodwa i-sushi inkulu, insizakalo imbi futhi insizakalo imbi kakhulu.",sweet,positive
"izitsha eziboniswa ngokuthi ""i-roy's classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs, kodwa i-ambiance ithandana, izindandatho ze-anyanisi zingcono kakhulu futhi imifino ihlukile.",imenyu,neutral
"izitsha eziphawulwe ngokuthi ""i-roy's classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs, kodwa isobho le-chickpea emhlabathini lincane futhi insizakalo imbi kakhulu.",yokupheka,positive
"i-dessert engcono kakhulu, ushokoledi kanye ne-peanut butter tart, akuyona ikakhulukazi ihawaiian, kodwa izwe elincane uma kuziwa kumaswidi; ngizama ama-chops wewundlu futhi ama-concoctions amasha wejusi amasha.",kumaswidi;,neutral
"i-dessert engcono kakhulu, ushokoledi kanye ne-peanut butter tart, akuyona ikakhulukazi ihawaiian, kodwa izwe elincane uma kuziwa kumaswidi; isihlalo sokugoqa asikhululekile futhi inkonzo ibuhlungu kakhulu.",dessert,positive
"i-dessert engcono kakhulu, ushokoledi kanye ne-peanut butter tart, akuyona ikakhulukazi ihawaiian, kodwa izwe elincane uma kuziwa kumaswidi; isidlo sibi kakhulu.",ushokoledi kanye ne-peanut butter tart,positive
"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama, kodwa ukudla akuzange kuphekwe okusha.",steaks,positive
"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama, kodwa i-fennel enongiwe isoseji yase-italy inzima, inkukhu iluthando futhi i-lamb entrée inhle.",ezingezona,neutral
"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama, kodwa isihlalo sokugoqa asikhululekile.",ukudla kwasolwandle,positive
"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama, kodwa abasebenzi babi, intengo ayifanelekile futhi i-host inolaka.",entrees,positive
"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama, kodwa ukudla kuphoxekile.",imenyu yesidlo sakusihlwa,positive
"yonke into i-scrumptious, kusukela enkonzweni enhle kakhulu ngama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu, kodwa izidlo zakusihlwa zingamandla, isikhala sinambitheka futhi insizakalo yebha ihamba kancane.",insizakalo,positive
"yonke into i-scrumptious, kusukela enkonzweni enhle kakhulu ngama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu, kodwa i-hostess inolaka.",ama-waitresses,positive
"yonke into i-scrumptious, kusukela enkonzweni enhle kakhulu ngama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu, kodwa igumbi licacile.",emkhathini,positive
"banikeza ngempela umoya wokuphumula, obekiwe, kodwa abasebenzi bokulinda abacabangeli futhi insizakalo ihamba kancane.",umoya,positive
"ngafika fresh elindele isidlo esikhulu, futhi konke engikutholile kwaba kancane ngakho-ke ukudla wakhonza endaweni yokudlela ukuthi kwaba nje ngakho esiqandisini asikwazanga ukujabulela ukudla, kodwa indawo iseduze.",wakhonza,neutral
"ngafika fresh elindele isidlo esikhulu, futhi konke engikutholile kwaba kancane ngakho-ke ukudla wakhonza endaweni yokudlela ukuthi kwaba nje ngakho esiqandisini asikwazanga ukujabulela ukudla, kodwa indawo iyathandeka futhi ukudla japanese ehloniphekile.",isidlo,negative
"ngafika fresh elindele isidlo esikhulu, futhi konke engikutholile kwaba kancane ngakho-ngakho ukudla wakhonza endaweni yokudlela ukuthi kwaba nje ngakho esiqandisini asikwazanga ukujabulela ukudla, kodwa ukudla kunempilo.",ukudla,negative
"ngokusobala i-waitress yethu yayingakaze izame noma yikuphi ukudla, futhi kwakungekho muntu wokuncoma noma yiliphi iwayini, kodwa izinja ezishisayo zinkulu futhi inkonzo iyajabula.",ukudla,neutral
"kuyabonakala ukuthi i-waitress yethu yayingakaze izame noma yikuphi ukudla, futhi kwakungekho muntu wokuncoma noma yiliphi iwayini, kodwa ukudla okuphekiwe kuyamangala.",iwayini,neutral
"ngokusobala i-waitress yethu yayingakaze izame noma yikuphi ukudla, futhi kwakungekho muntu wokuncoma noma yiliphi iwayini, kodwa ama-sandwich okudla kwasekuseni amangalisayo futhi ukudla kuhle kakhulu.",waitress,negative
"i-halibut cheek appetizer yafika nengxenye enomusa ye-foe gras, kodwa lokho kumayelana nento enhle kuphela engingayisho ngokudla; inkonzo inobungane futhi i-hostess inomusa.",halibut cheek appetizer,neutral
"i-halibut cheek appetizer yafika nengxenye enomusa ye-foe gras, kodwa lokho kumayelana nento enhle kuphela engingayisho ngokudla; isihlalo sokugoqa asikhululekile, amakhukhi e-fortune isikhalazo futhi ukuqhaqhazela okuluhlaza akudliwa.",ye-foe,positive
"izinto zendabuko zase-italy zinkulu - zishibhile futhi zikhonzwe endaweni ethokomele, kodwa umphathi ungumusa, isidlo siyadliwa futhi ukulethwa kuqaphile.",zishibhile,positive
"izinto zendabuko zase-italy zinkulu - zishibhile futhi zikhonzwe endaweni ethokomele, kodwa insizakalo iyisihluku.",insizakalo,positive
"izinto zendabuko zase-italy zinkulu - zishibhile futhi zikhonzwe endaweni ethokomele, kodwa ama-casseroles e-curried anolaka.",izinto zendabuko zase-italy,positive
"ngokuphelele al dente pasta, hhayi washonela sauce -- izingxenye ophanayo, kodwa inkonzo abampofu, inkonzo kakhulu kancane futhi inkonzo kuyinto esabekayo.",izingxenye,positive
"ngokuphelele al dente pasta, hhayi washonela sauce -- izingxenye ophanayo, kodwa inkonzo kubi kakhulu.",pasta,positive
"ngokuphelele al dente pasta, hhayi washonela sauce -- izingxenye ophanayo, kodwa sushi fresh.",sauce,neutral
"sizithokozise kahle futhi sizobe sibuyela emuva kuma-dessert , kodwa ukudla akuhambisani.",kuma-dessert,positive
"imenyu yami ye-chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zasentshonalanga zasejapane ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-spicy cod roe spaghetti, i-cod emnyama ene-miso base, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa, kodwa isidlo sakusihlwa simnandi futhi insizakalo iyiziqongo.","spaghetti,",neutral
"imenyu yami ye-chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zasentshonalanga zasejapane ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa, kodwa inkonzo inkulu.",foie gras unagi napolean,neutral
"imenyu yami ye-chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zasentshonalanga zasejapane ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa, kodwa inkonzo inobungane, amasaladi amahle futhi indawo inkulu.",i-cod emnyama enesisekelo se-miso,neutral
"imenyu yami ye-chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zasentshonalanga zasejapane ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa, kodwa i-hostess inolaka futhi umphathi ungumusa.",imenyu,positive
"imenyu yami ye-chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zasentshonalanga zasejapane ezifana ne-foie gras unagi napolean, i-jap style hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa, kodwa amanani anengqondo.",truffle,neutral
"imenyu yami ye-chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zasentshonalanga zasejapane ezifana ne-foie gras unagi napolean, isitayela se-jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa, kodwa ama-appetizers awabizi futhi ukudla akubizi.",izitsha,neutral
"imenyu yami ye-chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zasentshonalanga zasejapane ezifana ne-foie gras unagi napolean, isitayela se-jap hamburger steak, i-cod roe spaghetti enomsoco, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa, kodwa isidlo sakusihlwa sithandeka futhi sibanda ama-noodle e-sesame amnandi.",hamburger,neutral
"ama-dessert acishe amangalisa: intandokazi yami siqu yi-tart yabo yosuku, kodwa ukunambitheka kubi kakhulu.",ama-dessert,positive
"ama-dessert acishe amangalisa: intandokazi yami siqu yi-tart yabo yosuku, kodwa i-waiter iyi-rudeness futhi ukuqhaqhazela okuluhlaza akudliwa.",yi-tart,positive
"isevisi enhle, ukudla okukhulu, inani elihle, futhi ungalokothi ulinde emgqeni, kodwa amatafula asondele ngokungakhululekile.",isevisi,positive
"isevisi enhle, ukudla okukhulu, inani elihle, futhi ungalokothi ulinde emgqeni, kodwa i-mole sauce imnandi kakhulu.",imnandi,positive
"isevisi enhle, ukudla okukhulu, inani elihle, futhi ungalokothi ulinde emgqeni, kodwa inyama ye-lobster yokufakelwa yokufakelwa, insizakalo imbi futhi abantu bokuthengisa banolaka.",inani,positive
"inkonzo enhle, ukudla okukhulu, inani elihle, futhi ungalokothi ulinde emgqeni, kodwa insizakalo ihamba kancane, i-waiter icasukile futhi izingxenye zincane.",ukudla,positive
"kufanelekile ukuthatha i-cab eya e-chelsea nje isidlo sakusihlwa esabekayo e-my chelsea, kodwa i-ac ukuntuleka, ukunambitheka kubi kakhulu futhi ukudla kuyabiza.",isidlo sakusihlwa,positive
"ngithole ithuba lokudla ekusungulweni kwakho futhi emasontweni ambalwa edlule, ngangisendaweni yakho yokudlela ye-upstrairs, kodwa izihlalo zikhululekile, abasebenzi banobungane futhi ngizama i-pasta.",yokudlela,neutral
"izingxenye zokudla okwaphuma zaziphakathi, kodwa ukudla kuyindawo eshisayo futhi i-waitstaff inkulu.",izingxenye zokudla,neutral
"ungathemba kanjani ukuhlala ebhizinisini ngenkonzo efana nale, kodwa i-naan inkulu futhi umkhathi upholile.",ngenkonzo,negative
"best okubabayo tuna roll, isaladi omkhulu asian, kodwa intengo akufanelekile futhi inkonzo kuyinto esabekayo.","asian,",positive
"best okubabayo tuna roll, isaladi omkhulu asian, kodwa waiter kuyinto rudeness futhi umphathi kuyinto rudeness.",okubabayo tuna roll,positive
"zama i-rose roll (hhayi kwimenyu), kodwa i-filet minor ayilungile kakhulu futhi ukudla kuphoxekile.",rose roll,positive
"zama i-rose roll (hhayi kwimenyu), kodwa umkhathi uphelele.",imenyu,neutral
"yenza amatafula amaningi- mhlawumbe ibha yophahla, kodwa amasaladi anambitheka, amanani awabi kakhulu futhi iziphuzo zinkulu.",ibha,neutral
"yenza amatafula amaningi- mhlawumbe ibha yophahla, kodwa amaphiko amahle futhi inani likhulu.",amatafula,negative
"i-guacamole eyenziwe ekhaya, i-entrée engakholeki, futhi i-thee izinkangala ezimangalisayo kakhulu, kodwa abasebenzi bayazikhukhumeza.",izinkangala,positive
"i-guacamole eyenziwe ekhaya, i-entrée engakholeki, futhi i-thee izinkangala ezimangalisayo kakhulu, kodwa abasebenzi babi, inkonzo imbi kakhulu futhi ukulinda kunolaka.",entrée,positive
"i-guacamole eyenziwe ekhaya, i-entrée engakholeki, futhi i-thee izinkangala ezimangalisayo kakhulu, kodwa inkonzo ihamba kancane ngokwesabekayo, isikhala sinambitheka futhi amaklayenti anomlomo omkhulu.",i-guacamole,positive
"uma ungumlandeli we-tequila ngeke uphoxeke, kodwa intengo iphezulu, i-curried casseroles ilukhuni futhi usayizi umatasa.",tequila,positive
"letha usuku lwakho kanye ibhodlela lewayini, kodwa ukudla akuzange kuphekwe fresh futhi amanani mkhulu.",ibhodlela lewayini,neutral
"amathebula aseduze, ngakho-ke kungcono ukhululeke ukubhampa izindololwane nabanye abaxhasi, kodwa i-crust iphelele, i-empenadas inhle kakhulu futhi insizakalo inomusa.",amathebula,negative
"ukudla kwakunobuciko njengokuhlobisa futhi kokubili kwasebenza, kodwa inkonzo ihamba kancane kakhulu futhi inkonzo ihamba kancane.",njengokuhlobisa,positive
"ukudla kwakunobuciko njengokuhlobisa futhi bobabili basebenza, kodwa umnikazi uyinkohliso.",ukudla,positive
"isiphakamiso kuphela ukuthi weqa i-dessert, yayi-overpriced futhi yawela ngaphansi kokunambitheka, kodwa ukudla kukhulu.",dessert,negative
"isiphakamiso kuphela ukuthi weqa dessert, kwaba overpriced futhi wawa kancane ukunambitheka, kodwa amanani nesizotha, isidlo engabizi futhi tuna kuhle.",ukunambitheka,negative
"ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, yimpumelelo yakudala, kodwa ingxenye yokudla ingaphansi kwesilinganiso.","ama-sandwich,",positive
"ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, yimpumelelo yakudala, kodwa i-fennel enongiwe isoseji yase-italy inzima futhi ama-waiters athukuthele.",ama-burger,positive
"ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, yimpumelelo yakudala, kodwa i-waiter inolaka.",amasaladi,positive
"ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, yimpumelelo yakudala, kodwa indawo ilula.",njenge-cobb,positive
"ama-boutiques e-hip kanye nemigoqo ku-ludlow engeza emkhathini we-artsy, obekwe emuva kulokhu kuthathwa kwesitayela sase-israel kanye ne-eat-in burger joint, kodwa i-fennel enongiwe isoseji yase-italy inzima.",emkhathini,positive
"ama-trendies amancane omakhelwane adla ekhawunteni emini, kuyilapho i-chic, abaphuza indlu yobuciko ngemithamo enzima yenqwaba ye-munchies ebusuku, kodwa inkonzo imatasa, i-bartender iyajabula futhi inkonzo inhle.",ekhawunteni,neutral
"indawo encane, yokudla yangaphandle yenza indawo yangasese, ekhululekile yokufunda yodwa noma ukuhlangana nabangani, kodwa isihlalo sokugoqa asikhululekile, inkonzo ihamba kancane futhi inkonzo iphoxekile.",indawo,positive
"indawo encane, yokudla yangaphandle yenza indawo yangasese, ekhululekile yokufunda yodwa noma ukuhlangana nabangani, kodwa abasebenzi bokulinda abacabangeli.",yangaphandle,positive
"ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa i-jerusalem market-style falafel wraps kanye namasaladi asemedithera--anezingqimba ezinama-beet, ushizi wembuzi nama-walnuts--alinganayo ama-scrumptious; isevisi ihamba kancane.",i-jerusalem market-style falafel wraps,positive
"ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa i-jerusalem market-style falafel wraps kanye namasaladi asemedithera--anezingqimba ezinama-beet, ushizi wembuzi nama-walnuts--alinganayo ama-scrumptious; ukudla akuyona ezishibhile futhi inkonzo ibha kancane.",isidlo,positive
"ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa i-jerusalem market-style falafel wraps kanye namasaladi asemedithera--anezingqimba ezinama-beet, ushizi wembuzi nama-walnuts--alinganayo ama-scrumptious; ukunambitheka kubi kakhulu, isoso alinambitheki kakhulu futhi izingxenye zincane.",ama-burger,positive
"ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa i-jerusalem market-style falafel wraps kanye namasaladi asemedithera--anezingqimba ezinama-beet, ushizi wembuzi nama-walnuts--alinganayo ama-scrumptious; i-hostess inolaka futhi izingcezu ziyabiza.",nama-walnuts--alinganayo,positive
"ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo, kodwa ama-casseroles e-curried anolaka, iziphuzo zibuhlungu kakhulu futhi isidlo siyadliwa.",izaqathe,positive
"inyama-phobes kukhona inhlanhla nge engavamile veggie burger, eyenziwe inhlanganisela ehlukile chickpeas, izaqathe kanye neminye imifino nezinongo, kodwa inkonzo kancane, filet minor akuyona enhle kakhulu futhi inkonzo esabekayo.",chickpeas,positive
"ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo, kodwa indawo ilula futhi inkukhu imnyama.",imifino,positive
"ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo, kodwa umphathi ungumusa.",imifino,positive
"ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo, kodwa amanani aphezulu futhi usayizi umatasa.",veggie burger,positive
"ukudla kwakunambitheka kakhulu, kwethulwa ngobuciko futhi iwayini lihle kakhulu, kodwa izingxenye zincane futhi ama-waiters athukuthele.",iwayini,positive
"ukudla kwakunambitheka kakhulu, kwethulwa ngobuciko futhi iwayini lihle kakhulu, kodwa inkonzo imbi futhi i-host inolaka.",ukudla,positive
"dug endaweni ibha blue kakhulu, kodwa isidlo esabekayo, inkonzo kubi futhi clientele umsindo-umlomo.",blue,positive
"ngamafuphi i-black sheep izihlukanisa nomhlambi we-midtown pub ngokubukeka okuxubene ne-sports-bar butch kanye ne-kitsch ehlotshisiwe; abasebenzi banobungane, isidlo ntambama kuhle futhi ushizi oqoshiwe mkhulu.",ngokubukeka,negative
""" imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino, kodwa inkonzo inkulu, isidlo sikhulu futhi i-bartender iyasiza.",burgers,neutral
""" imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino, kodwa i-pasta primavera ivelele.",imenyu,neutral
""" imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-futhi ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino, kodwa ibha ende iphelele, amasaladi anambitheka futhi ama-mussels anambitheka.","i-pub--burgers,",neutral
""" imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino, kodwa igesi yefoni i-luscious futhi izithako zisha.",be-pie-ngisho,neutral
""" imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino, kodwa ngithanda i-soft shell crab sandwich ene-fries.",steaks,neutral
""" imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-futhi ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino, kodwa i-veggie burger ingavamile futhi ama-dessert amangalisayo.",portabella lasagna,neutral
"futhi wonke amaseva [wesifazane] amnandi futhi, okuhlale kumnandi, kodwa ukulinda kunolaka, inkonzo ibuhlungu futhi i-bartender inolaka.",[wesifazane],positive
"izingxenye zinkulu kakhulu futhi insizakalo imnandi, kodwa isidlo siyabiza.",izingxenye,positive
"izingxenye zinkulu kakhulu futhi insizakalo imnandi, kodwa inhlanzi isilinganiso futhi i-disco pop duo ibuhlungu kakhulu.",insizakalo,positive
"ngincoma inkukhu milanese, kodwa ukunambitheka idemo.",inkukhu milanese,positive
"futhi umnikazi umane ethandekayo futhi enobungane, kodwa hostess kuyinto rude.",umnikazi,positive
"itiye likhulu futhi wonke amaswidi enziwe ekhaya, kodwa ukudla akuyona eshibhile, ama-waiters amabi futhi inkonzo iphoxekile.",amaswidi,positive
"itiye likhulu futhi wonke amaswidi enziwe ekhaya, kodwa ukudla akuhambisani, ukukhanyisa akubukeki futhi inhlanzi isilinganiso.",itiye,positive
ingaphakathi elisondelene kodwa elikhangayo ngensizakalo enobungane kakhulu futhi eqaphelayo; intengo iphezulu.,intengo,positive
ingaphakathi elisondelene kodwa elikhangayo ngensizakalo enobungane kakhulu futhi eqaphelayo; amatafula asondele ngokungakhululekile.,ingaphakathi,positive
"ukudla konke-azungeze okuhle, nge imiqulu ngokuvamile kakhulu futhi sushi / sashimi hhayi ngempela ezingeni elifanayo, kodwa ihora happy ezishibhile, izingxenye mkhulu futhi inkonzo ujabule.",sushi,neutral
"ukudla konke-azungeze okuhle, nge imiqulu ngokuvamile kakhulu futhi sushi / sashimi hhayi ngempela ezingeni elifanayo, kodwa amakhukhi fortune isikhalazo.",imiqulu,positive
"ukudla konke-azungeze okuhle, nge imiqulu ngokuvamile kakhulu futhi sushi / sashimi hhayi ngempela ezingeni elifanayo, kodwa sushi mkhulu.",ukudla,positive
"(i-sashimi inqunywe kancane kancane, kodwa inkonzo inobungane, i-malted milk ball relate iyamangalisa futhi ukudla kuhle kakhulu.",sashimi,negative
") akuyona indawo yokudlela engcono kakhulu yasejapane e-east village, kodwa iyinto enhle eqinile ngamanani ayo anesizotha, futhi kufanelekile ukuvakasha okuphindaphindiwe; ama-smoothies amakhulu, abasebenzi banobungane futhi insizakalo ihamba kancane kakhulu.",amanani,positive
"hhayi ngoba ngangikhulelwe, kodwa ukudla lapha kuhlale kumnandi; imenyu incane.",ukudla,positive
"ukuba yipuerto rican ngiyazi into noma ezimbili mayelana ne-flan futhi le ndawo ikhonza enye yezinto ezinhle kakhulu (ngithemba ukuthi umama akafundi lokhu!), kodwa ukudla kuyinto esabekayo futhi ama-waiters athukuthele.",flan,positive
"lokhu ibha has konke - iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu nokudla okumnandi, kodwa ukukhanyisa kuyinto engathandeki, umphathi kuyinto umusa futhi inkonzo abampofu.",iziphuzo,positive
"lokhu ibha has konke - iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu nokudla okumnandi, kodwa inkonzo ibha kancane futhi inkonzo awful.",nokudla,positive
"lokhu ibha has konke - iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu nokudla okumnandi, kodwa inkonzo abampofu, ukukhanyisa kuyinto engathandeki futhi ukudla akuyona enhle kakhulu.",umkhathi,positive
"lokhu ibha has konke - iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu nokudla okumnandi, kodwa ac kuyinto ukuntula.",inkonzo,positive
"i-steak yancibilika emlonyeni wami, kodwa ikhekhe liphakathi.",steak,positive
"ihora elijabulisayo lishibhile kakhulu, kodwa lokho akuvezi inkonzo noma umkhathi; i-curried casseroles ilukhuni futhi izidlo zakusihlwa zingamandla.",inkonzo,positive
"ihora elijabulisayo lishibhile kakhulu, kodwa lokho akuvezi inkonzo noma umkhathi; ingxenye yokudla ingaphansi kwesilinganiso futhi insizakalo ihamba kancane.",umkhathi,positive
"ihora elijabulisayo lishibhile kakhulu, kodwa lokho akuvezi inkonzo noma umkhathi; abantu kubi kakhulu, ukudla akuyona enhle kakhulu futhi ukunambitheka kubi kakhulu.",ihora elijabulisayo,positive
"kubanikazi; abafana abahle bomsebenzi, le ndawo ingumgcini, kodwa inkonzo imbi kakhulu, inkonzo imbi futhi i-sushi inkulu.",kubanikazi;,positive
"uhlu lwewayini lwaluhle kakhulu, i-tapas yethu iyajabulisa, futhi umkhathi othule ophelele wengxoxo enhle, kodwa umphathi ungulaka, intengo ayifanelekile futhi insizakalo imbi kakhulu.",uhlu lwewayini,positive
"uhlu lwewayini lwaluhle kakhulu, i-tapas yethu ijabulisa, futhi umkhathi othule ophelele wengxoxo enhle, kodwa izingxenye zincane.",umkhathi,positive
"uhlu lwewayini lwaluhle kakhulu, i-tapas yethu iyajabulisa, futhi umkhathi othule ophelele wengxoxo enhle, kodwa izingcezu ziyabiza, izinja ezishisayo zimbi kakhulu futhi ukulinda kunolaka.",tapas,positive
"saqala nge-scallops ne-asparagus futhi futhi saba ne-soft shell crab kanye nepuleti le-cheese, kodwa inkonzo inhle.",asparagus,neutral
"saqala nge-scallops ne-asparagus futhi futhi saba ne-soft shell crab kanye nepuleti le-cheese, kodwa ngijabulela i-curry.",crab,neutral
"saqala nge-scallops ne-asparagus futhi futhi saba ne-soft shell crab kanye nepuleti le-cheese, kodwa inkonzo imbi kakhulu.",scallops,neutral
"saqala nge-scallops ne-asparagus futhi futhi sasine-soft shell crab kanye nepuleti le-cheese, kodwa ukudla kwe-french kukhulu kakhulu futhi ukudla kukhulu.",crab,neutral
"ngibheke phambili ukubuyela emuva ngokushesha futhi ekugcineni ngizama kakhulu yonke into kwimenyu, kodwa ukudla akuhambisani futhi insizakalo ihamba kancane.",imenyu,positive
"umnikazi umnandi futhi ujabulisa, kodwa ukudla kungaphansi kwesilinganiso futhi umnikazi uyinkohliso.",umnikazi,positive
"yinikeze ukuzama, imenyu kuyinto ejwayelekile french kodwa ezihlukahlukene; izingxenye zinkulu futhi i-fennel enongiwe isoseji yase-italy inzima.",imenyu,neutral
