am,aspect,polarities
በአጭር ጊዜ ውስጥ ለምግብነት ተስማሚ ቢሆንም የጫጩት ሾርባ ግን ቀጭን ነው።,ምግብ,positive
ውጭ ብዙ አይመስላቸውም። ወደ ውስጥ በምትገቡበት ደቂቃ ግን ሙሉ በሙሉ ሌላ ከባቢ አየር ነው፤ ሱሺ ትልቅ ነው።,ከባቢ አየር,positive
ውጭ ብዙ አይመስላቸውም። ወደ ውስጥ በምትገቡበት ደቂቃ ግን ሙሉ በሙሉ ሌላ ከባቢ አየር ነው፤ ጣፋጭ ማር-ሰናፍጭ የበሬ አጭር የጎድን አጥንት ጣፋጭ ነው.,ውጭ,negative
ለምሳ ወደ ኮመን ስቶክ ሄድኩና በጣም ተደንቄ ነበር፤ ሆኖም ጣዕሙ አጭር ነው።,ጣዕሙ,neutral
ጓደኛዬ በርገር ነበረው እና እነዚህ አስደናቂ ብሉቤሪ ጣፋጭ ኬኮች ነበሩኝ፣ ነገር ግን ምግብ ጥሩ ነው፣ ጣዕሙ ሙሉ ነው እናም ትዕይንቱ በጣም አስደሳች ነው።,በርገር,neutral
ጓደኛዬ በርገር ነበረው፤ እኔ ምግቡ ግን በጣም ከባድ ነው።,በርገር,positive
በምግባችን በጣም የተደሰትን ከመሆኑም በላይ ወጪያችንን ስናይ ይበልጥ ተደሰትን ፤ ሱሺ ግን ትልቅ ነው ።,ግን,positive
በምግባችን በጣም ተደሰትን ፤ ከዚህም በላይ ወጪያችንን ስናይ በጣም ተደሰትን ፤ ሆኖም ምግብ የሚበላው ምግብ ነው ።,ምግብ,positive
"አንድ የሾርባ ጋሪ ወደ ጠረጴዛዎ ይዘው ለእርስዎ ስቴክ እስከ 7 ወይም 8 የሚደርሱ የሾርባ ምርጫዎችን ያቀርቡልዎታል (all ሞክሬአቸዋለሁ), ነገር ግን የምግብ ድርሻ ከአማካይ በታች ሲሆን አገልግሎትም ጥሩ ነው.",ጋሪ,neutral
"አንድ የሾርባ ጋሪ ወደ ጠረጴዛዎ ይምጡ እና ለስቴክዎ እስከ 7 ወይም 8 የሚደርሱ የሾርባ ምርጫዎች ያቀርቡልዎታል (all ሞክሬአቸዋለሁ), ነገር ግን ጎድን ጥሩ ነው.",ጠረጴዛ,neutral
"አንድ የሾርባ ጋሪ ወደ ጠረጴዛዎ ይምጡ እና ለስቴክዎ እስከ 7 ወይም 8 የሚደርሱ የሾርባ ምርጫዎች ያቀርቡልዎታል (all ሞክሬአቸዋለሁ), ነገር ግን ጣዕም በጣም መጥፎ ነው.",ምርጫዎች,positive
"አንድ የሾርባ ጋሪ ወደ ጠረጴዛዎ ይዘው ለእርስዎ ስቴክ እስከ 7 ወይም 8 ምርጫዎች የሾርባ ምርጫ ያቀርቡልዎታል (all ሞክሬአቸዋለሁ), ነገር ግን የቻይና ምግብ የተሻለ ነው, ቦታ ንጹህ ነው እና ምግብ ጤናማ ነው.",ስቴክ,neutral
አገልግሎቱ አንድ ነጥብ ላይ ነበር - ከሪትዝ ሌላ ምን ትጠብቃለህ ፣ ነገር ግን ጋባዡ ጨዋነት የጎደለው ነው ፣ እንግዳ ተቀባይ ዋዛ ናት እና አስተናጋጅ ጨዋነት የጎደለው ነው ።,አገልግሎቱ,positive
በተጨማሪም ዴሰርት ለሞት ይበቃ የነበረ ቢሆንም አገልግሎት ግን ዝቅተኛ ከመሆኑም በላይ አገልግሎትም አዝጋሚ ነው ።,ዴሰርት,positive
የሥጋው ጥራት ከአካባቢያችሁ የምግብ ሸቀጥ ሱቅ ጋር የሚተካከል ቢሆንም ካላማሪ አሸናፊ ከመሆኑም በላይ አስደሳች ሰዓት ደግሞ ርካሽ ነው።,ጥራት,negative
አገልግሎት ሁሉንም ሰው ደስተኛ ለማድረግ ወደኋላ በማንበርከክ የታወቀ ነው፣ ነገር ግን ባርቴንደር ጨዋነት የጎደለው ነው፣ ዓሣ በአማካይ እና አገልግሎት መጥፎ ነው።,አገልግሎት,positive
"""ሮይስ ክላሲክስ"" (በስቴሪስክ ምልክቶች ላይ ምልክት የተደረገባቸው) ተብለው የተተረከቡ የምግብ አዘገጃጀት መመሪያዎች ይሞከራሉ፤ ለምሳሌ ማከዴሚያ-ሸርትድ ማሂ ወይም ጣፋጭ የማር ሰናፍጭ የበሬ አጫጭር የጎድን አጥንቶች ያሉ ሲሆን ሱሺ ግን ትልቅ ከመሆኑም በላይ ለምግብነት ያገለግላል።","""ሮይስ",positive
"እንደ ""ሮይ ክላሲክስ"" (በስቴሪስክስ ሜኑ ላይ ምልክት የተደረገበት) እንደ ማከዴሚያ-ሸርት ማሂ ማሂ, ወይም በንጥል ጣፋጭ ማር-ሰናፍጭ የበሬ አጭር የጎድን አጥንቶች, ነገር ግን መብራቱ ማራኪ አይደለም, የጥንቆላ ኩኪዎች ቅሬታ ነው እና ሙዚቃ በጣም ከባድ ነው.",ማከዴሚያ-ሸርት ማሂ ማሂ,positive
"እንደ ""ሮይ ክላሲክስ"" (በስቴሪስክ ምልክቶች ላይ ምልክት የተደረገባቸው) የሙከራ-እና እውነተኛ የምግብ አዘገጃጀት መመሪያዎች ናቸው, ለምሳሌ ማከዴሚያ-ሸርት ማሂ ማሂ, ወይም በንጥል ጣፋጭ ማር-ሰናፍጭ የበሬ አጭር የጎድን አጥንቶች, ነገር ግን አገልግሎት የከፋ ነው, bill is big and dinners is a power.",ነገር,positive
"""ሮይ ክላሲክስ"" ተብለው የተለከፉ ትርጉሞች (በስቴሪስክ ላይ ምልክት የተደረገባቸው) እንደ ማከዴሚያ-ሸርት ማሂ ማሂ ወይም በንጣፍ ጣፋጭ ማር-ሰናፍጭ የበሬ አጭር የጎድን አጥንቶች ያሉ የተሞከሩእና እውነተኛ የምግብ አዘገጃጀት መመሪያዎች ናቸው, ነገር ግን ሱሺ ትልቅ ነው, አገልግሎት መጥፎ ነው እና አገልግሎት በጣም መጥፎ ነው.",ማር-ሰናፍጭ,positive
"""ሮይ ክላሲክስ"" ተብለው የተቆረቆሩ ምግቦች (በስቴሪስክ ላይ ምልክት የተደረገባቸው) የሚሞከሩና እውነተኛ የሆኑ የምግብ አዘገጃጀት መመሪያዎች ናቸው፤ ለምሳሌ ማከዴሚያ-ሸርትድ ማሂ ማሂ ወይም ጣፋጭ የማር ሰናፍጭ የበሬ አጫጭር የጎድን አጥንቶች ናቸው፤ ይሁን እንጂ አምቢያንስ የፍቅር ስሜት ያለው ሲሆን የሽንኩርት ቀለበቶች ምርጡ ና አትክልት ለየት ያለ ነው።",ማሂ,neutral
"""ሮይ ክላሲክስ"" ተብለው የተለከፉ ትርጉሞች (በኤስቴሪስክ ላይ ምልክት የተደረገባቸው) እንደ ማከዴሚያ የተሰሩ ማሂ ማሂ ወይም በረቀቀ ጣፋጭ የማር ሰናፍጭ የበሬ አጫጭር የጎድን አጥንቶች ያሉ የተሞከሩና እውነተኛ የሆኑ የምግብ አዘገጃጀት መመሪያዎች ናቸው፤ ይሁን እንጂ መሬት ላይ ያለው የቺክፒሾርባ ሾርባ ቀጭን ከመሆኑም በላይ አገልግሎት መስጠት በጣም የከፋ ነው።",የምግብ አዘገጃጀት,positive
"ምርጥ ጣፋጭ, ቸኮሌት እና የኦቾሎኒ ቅቤ ታርት, በተለይ ሃዋይኛ አይደለም, ነገር ግን ጣፋጭ ጋር በተያያዘ ትንሽ አለም ነው; የበግ ጠቦት እና ትኩስ ጭማቂ ቅባቶች አዲስ ነው የምሞክረው.",ጣፋጭ,neutral
"ምርጥ ጣፋጭ, ቸኮሌት እና የኦቾሎኒ ቅቤ ታርት, በተለይ ሃዋይኛ አይደለም, ነገር ግን ጣፋጭ ጋር በተያያዘ ትንሽ አለም ነው; የተጣጠፈ ወንበር የማይመች ከመሆኑም በላይ አገልግሎት በጣም አስፈሪ ነው።",ጣፋጭ,positive
"ምርጥ ጣፋጭ, ቸኮሌት እና የኦቾሎኒ ቅቤ ታርት, በተለይ ሃዋይኛ አይደለም, ነገር ግን ጣፋጭ ጋር በተያያዘ ትንሽ አለም ነው; ምግብ በጣም ከባድ ነው ።",ቸኮሌት እና የኦቾሎኒ ቅቤ ታርት,positive
"የእራት ማዕድ ትኩስ የባህር ምግቦችን እና ግዙፍ ስቴክን ጨምሮ የተለያዩ ታላላቅ ኢንችሮችን ያቀርባል, ሁለት ስጋ ያልሆኑ አማራጮችም አሉ, ነገር ግን ምግብ ትኩስ አልነበረም.",ስቴክ,positive
"የእራት ማዕድ ትኩስ የባህር ምግቦችን እና ግዙፍ ስቴክን ጨምሮ የተለያዩ ታላላቅ ኢንችሮችን ያቀርባል, ሁለት ስጋ ያልሆኑ አማራጮችም አሉ, ነገር ግን fennel ጣዕሙ የጣሊያን ስጎ ከባድ ነው, ዶሮ የፍቅር እና የበግ entrée ጥሩ ነው.",አማራጮችም,neutral
"የእራት ማዕድ ትኩስ የባህር ምግቦችን እና ግዙፍ ስቴክን ጨምሮ የተለያዩ ታላላቅ ኢንችሮችን ያቀርባል, ሁለት ስጋ ያልሆኑ አማራጮችም አሉ, ነገር ግን የተጣጠፈ ወንበር ምቾት የለውም.",የባህር ምግቦች,positive
"የእራት ማዕድ ትኩስ የባህር ምግቦችን እና ትላልቅ ስቴክን ጨምሮ የተለያዩ ትላልቅ ምጣኔዎችን ያቀርባል, ሁለት የሥጋ ያልሆኑ አማራጮችም አሉ, ነገር ግን ሠራተኞች መጥፎ ነው, ዋጋ ዋጋ ዋጋ የለውም እና እንግዳ ተቀባይ ጨዋነት የጎደለው ነው.",ትላልቅ,positive
"የእራት ማዕድ ትኩስ የባህር ምግቦችን እና ትላልቅ ስቴክን ጨምሮ የተለያዩ ትላልቅ ኢንችሮችን ያቀርባል, ሁለት ሥጋ ያልሆኑ አማራጮችም አሉ, ነገር ግን ምግብ ተስፋ ቆርጠዋል.",የእራት,positive
"ሁሉም ነገር ከቆንጆ አስተናጋጆች ግሩም አገልግሎት አንስቶ እጅግ በጣም ለምለም ከባቢ አየር ድረስ ነው, ነገር ግን እራት ኃይል ነው, ቦታ ጣፋጭ ነው እና የባር አገልግሎት አዝጋሚ ነው.",አገልግሎት,positive
ሁሉም ነገር ከቆንጆ አስተናጋጆች ግሩም አገልግሎት አንስቶ በጣም ለም ነው።,አስተናጋጆች,positive
ሁሉም ነገር ከቆንጆ አስተናጋጆች ግሩም አገልግሎት አንስቶ በጣም ለም ነው። ነገር ግን ክፍሉ ግልፅ ነው።,ክፍሉ,positive
በእርግጥም ዘና ያለና ዘና ያለ መንፈስ እንዲሰፍን ያደርጋሉ፤ ሆኖም በትዕግሥት የሚጠብቁ ሠራተኞች አሳቢነት የለባቸው ከመሆኑም በላይ አገልግሎት መስጠት ምኞታቸው አዝጋሚ ነው።,መንፈስ,positive
ጥሩ ምግብ እጠብቅ ነበር፣ እናም ያገኘሁት ምግብ በጣም በሚቀዘቅዝ ምግብ ቤት ውስጥ የሚቀርበው ምግብ ብቻ ነበር፣ ነገር ግን ቦታው የቅርብ ነው።,ነበር፣,neutral
ጥሩ ምግብ እጠብቅ ነበር፣ እናም ያገኘሁት ምግብ በጣም በሚቀዘቅዝ ምግብ ቤት ውስጥ የሚቀርበው ምግብ ብቻ ነበር፣ ነገር ግን ቦታው አስደሳች እና የጃፓን ምግብ ጥሩ ነው።,ምግብ,negative
ጥሩ ምግብ እየጠበቅኩ መጣሁ፣ እናም ያገኘሁት ምግብ በጣም በሚቀዘቅዝበት ምግብ ቤት ውስጥ የሚቀርበው ምግብ ብቻ ነበር፣ መብላት ግን ጤናማ ነው።,ምግብ,negative
አስተናጋጇ ምግቡን ሞክራ የማታውቅ ከመሆኑም በላይ የወይን ጠጅ እንዲጠጣ የሚያበረታታ ሰው አልነበረም ፤ ይሁን እንጂ ሆት ውሾች በጣም ጥሩ ከመሆኑም በላይ አገልግሎት ምኞታችን ደስተኛ ነው ።,ምግቡን,neutral
አስተናጋጇ ምግቡን ሞክራ የማታውቅ ከመሆኑም በላይ የወይን ጠጅ እንዲጠጣ የሚያበረታታ ሰው አልነበረም ፤ ሆኖም የበሰለ ምግብ በጣም ያስገርማል ።,ወይን ጠጅ,neutral
አስተናጋጇ ምግቡን ሞክራ የማታውቅ ከመሆኑም በላይ የወይን ጠጅ እንዲጠጣ የሚያበረታታ ሰው አልነበረም ፤ ይሁን እንጂ የቁርስ ሳንድዊች በጣም ግሩም ከመሆኑም በላይ በጣም ጥሩ ምግብ ነው ።,አስተናጋጇ,negative
"የሃሊብጉን ጉንጭ የምግብ ፍጆታ በለጋስነት ከፎይ ግራስ ጋር መጣ, ነገር ግን ስለ ምግቡ እኔ ስለምለው አዎንታዊ ነገር ይህ ብቻ ነው; አገልግሎት ወዳጃዊ ነው፤ እንግዳ ተቀባይም ቸር ነው።",የሃሊብጉን,neutral
"የሃሊብጉን ጉንጭ የምግብ ፍጆታ በለጋስነት ከፎይ ግራስ ጋር መጣ, ነገር ግን ስለ ምግቡ እኔ ስለምለው አዎንታዊ ነገር ይህ ብቻ ነው; ማጣፈጫ ወንበር ምቹ አይደለም, ጥንቆላ ኩኪዎች ቅሬታ እና አረንጓዴ ብርድ አይበሉም.",ከፎይ,positive
የጣሊያን ባሕላዊ ዕቃዎች በጣም ርካሽና ምቹ በሆነ አካባቢ የሚቀርብ ናቸው ።,የሚቀርብ,positive
የጣሊያን ባሕላዊ ዕቃዎች በጣም ርካሽከመሆናቸውም በላይ ምቹ በሆነ አካባቢ ያገለግላሉ ፤ አገልግሎት ግን በጣም አስከፊ ነው ።,ባሕላዊ,positive
የጣሊያን ባሕላዊ ዕቃዎች በጣም ርካሽከመሆናቸውም በላይ ምቹ በሆነ ቦታ ላይ ያገለግላሉ ፤ ይሁን እንጂ የተንቆጠቆጠ ካሴሮል ግን በጣም አስቸጋሪ ነው ።,የጣሊያን,positive
ፍፁም አል ዴንቴ ፓስታ፣ በስጐ ውስጥ ያልሰጠመ አይደለም። ለጋስ የሆኑ የተወሰኑ ክፍሎች ቢኖሩም አገልግሎት ግን ዝቅተኛ ነው። አገልግሎት በጣም አዝጋሚ ና አገልግሎት በጣም አሰቃቂ ነው።,የተወሰኑ ክፍሎች,positive
ፍፁም አል ዴንቴ ፓስታ፣ በስጐ ውስጥ አልሰጠመም። በለጋስነት የተወሰኑ ክፍሎች ቢኖሩም አገልግሎት ግን የከፋ ነው።,ፓስታ,positive
ፍፁም አል ዴንቴ ፓስታ፣ በስጐ ውስጥ አልሰመጠም። በለጋስነት የተወሰነ ክፍል ቢኖርም ሱሺ ግን አዲስ ነው።,ክፍል,neutral
በጣም ተደስተን ወደ ጣፋጭ ምግቦች እንመለሳለን ፤ ምግብ ግን እርስ በርሱ አይጣጣምም ።,ጣፋጭ,positive
"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ foie gras unagi napolean, jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ ጠቦት rack, ጥቂት ለመጥቀስ, ነገር ግን እራት ጥሩ ነው እና አገልግሎት ከላይ ነው.",ኮድ,neutral
"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ foie gras unagi napolean, jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ ጠቦት rack, ጥቂቶቹን ለመጥቀስ, ነገር ግን አገልግሎት ታላቅ ነው.",unagi,neutral
"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ foie gras unagi napolean, jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር miso base, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ረግ, ጥቂት ለመጥቀስ, ነገር ግን አገልግሎት ወዳጃዊ ነው, ሰላጣ ጥሩ ነው እና ትዕይንት ታላቅ ነው.",ጥቁር,neutral
"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ foie gras unagi napolean, jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂቶቹን ለመጥቀስ, ነገር ግን አስተናጋጅ ጨዋነት የጎደለው እና ሥራ አስኪያጅ ነው.",ሜኑ,positive
"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ foie gras unagi napolean, jap ስልት ሃምበርገር ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ ጠቦት rack, ጥቂት ለመጥቀስ, ነገር ግን ዋጋ ምክንያታዊ ነው.",ጥቁር,neutral
"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ foie gras unagi napolean, jap style hamburger ስቴክ, ቅመም cod roe spaghetti, ጥቁር ኮድ ከ ሚሶ ቤዝ ጋር, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂት ለመጥቀስ, ነገር ግን የምግብ ዋጋ ውድ አይደለም እና ምግብ ርካሽ ነው.",jap,neutral
"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ foie gras unagi napolean, jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ ጋር, እና ጥቁር ትሩፋስ ስጎ ውስጥ ጠቦት, ጥቂት ለመጥቀስ, ነገር ግን እራት የሚያምር እና ቀዝቃዛ sesame noodles ነው.",jap,neutral
ጣፋጭ ነገሮች በጣም የሚያስደንቁ ናቸው ማለት ይቻላል፤ የኔ የግል ፍቅረኛቸው የቀን ታርት ነው፣ ነገር ግን ጣዕሙ የከፋ ነው።,ጣፋጭ,positive
ጣፋጭ ምግብ በጣም አስገራሚ ነው ማለት ይቻላል፤ የኔ የግል የቀን ታርት ነው፣ ነገር ግን አስተናጋጁ ጨዋነት የጎደለው እና አረንጓዴ ብርድ የሚበላው አይደለም።,የቀን ታርት,positive
"ጥሩ አገልግሎት, ታላቅ ምግብ, ጥሩ ዋጋ, እና በመስመር መጠበቅ ፈጽሞ አይጠበቅም, ነገር ግን ጠረጴዛዎች በጣም ቅርብ ናቸው.",አገልግሎት,positive
"ጥሩ አገልግሎት, ታላቅ ምግብ, ጥሩ ዋጋ, እና በመስመር መጠበቅ ፈጽሞ አይጠበቅም, ነገር ግን mole ስጎ በጣም ጣፋጭ ነው.",መጠበቅ,positive
"ጥሩ አገልግሎት, ታላቅ ምግብ, ጥሩ ዋጋ, እና በመስመር መጠበቅ ፈጽሞ አይጠበቅም, ነገር ግን ሰው ሠራሽ ሎብስተር ሥጋ ሰው ሠራሽ ነው, አገልግሎት መጥፎ እና የሽያጭ ሰዎች ጨዋነት የጎደለው ነው.",ዋጋ,positive
"ጥሩ አገልግሎት, ታላቅ ምግብ, ጥሩ ዋጋ, እና በመስመር መጠበቅ ፈጽሞ አይጠበቅም, ነገር ግን አገልግሎት አዝጋሚ ነው, አስተናጋጅ ብስጭት እና የተወሰነ ክፍል አነስተኛ ነው.",ምግብ,positive
"ወደ ቼልሲ ለአስደናቂ እራት ብቻ ታክሲ መውሰድ ጠቃሚ ነው, ነገር ግን ac እጥረት ነው, ጣዕም በጣም መጥፎ እና ምግብ ውድ ነው.",እራት,positive
ከጥቂት ሳምንታት በፊት በድርጅታችሁ ውስጥ እንደገና የመመገብ አጋጣሚ አግኝቻለሁ፣ በእናንተ ላይ በመመገባት አካባቢ ነበርኩ፣ ነገር ግን ወንበሮች ምቹ ናቸው፣ ሠራተኞች ተግባቢ ናቸው እናም ፓስታ ለመሞከር እሞክራለሁ።,አካባቢ,neutral
የሚወጣው ምግብ መካከለኛ ቢሆንም ምግብ ግን ሞቃታማ ከመሆኑም በላይ አስተናጋጆች በጣም ጥሩ ናቸው።,ምግብ,neutral
"እንዴት እንደዚህ አይነት አገልግሎት ጋር በንግድ ውስጥ ለመቆየት ተስፋ ማድረግ ይችላል, ነገር ግን naan ታላቅ እና ከባቢ አየር ቀዝቃዛ ነው.",አገልግሎት,negative
"ምርጥ ቅመማ ቅመም ያለው ቱና ሮል, ታላቅ የእስያ ሰላጣ, ነገር ግን ዋጋ ዋጋ አይደለም እና አገልግሎት በጣም አስከፊ ነው.",እስያ ሰላጣ,positive
"ምርጥ ቅመማ ቅመም ያለው ቱና ሮል, ታላቅ የእስያ ሰላጣ, ነገር ግን አስተናጋጁ ጨዋነት የጎደለው እና ሥራ አስኪያጅ ነው.",ቱና,positive
የጽጌረዳ ጥቅልሉን ሞክሩ (በሜኑ ላይ ሳይሆን) ሆኖም ፋይለት ለአካለ መጠን ያልደረሰ ሰው በጣም ጥሩ አይደለም፤ ምግብ ምግቡም ተስፋ ያስቆርጣል።,ጥቅልሉን,positive
"የጽጌረዳ ጥቅልልን ሞክር (በሜኑ ላይ ሳይሆን), ነገር ግን ከባቢ አየር ፍጹም ነው.",ሜኑ,neutral
"ተጨማሪ ጠረጴዛዎችን መስራት- ምናልባት የጣሪያ ባር, ነገር ግን ሰላጣ ጣፋጭ ነው, ዋጋ አስከፊ አይደለም እና መጠጦች በጣም ብዙ ናቸው.",ጣሪያ ባር,neutral
"ተጨማሪ ጠረጴዛዎችን መስራት- ምናልባትም የጣሪያ መቀርቀሪያ, ነገር ግን ክንፎች ጥሩ እና ዋጋ ታላቅ ነው.",ጠረጴዛዎች,negative
በቤት ውስጥ የተሠራው ጓካሞል ፣ ለማመን የሚያዳግት ኢንትሪ እና በጣም አስደናቂ የሆኑ በረሃዎች ቢኖሩም በትሩ ግን ትዕቢተኛ ነው ።,በረሃዎች,positive
"በቤት ውስጥ የተሠራው guacamole, የማይታመን inrée, እና አንተ በጣም አስገራሚ በረሃዎች, ነገር ግን ሠራተኞች መጥፎ ነው, አገልግሎት አስከፊ ነው እና መጠበቅ ጨዋነት የጎደለው ነው.",ውስጥ,positive
በቤት ውስጥ የተሠራው ጓካሞል፣ ለማመን የሚያዳግት ኢንትሪ እና በጣም አስደናቂ የሆኑ በረሃዎች፣ ነገር ግን አገልግሎት በጣም አዝጋሚ ነው፣ ቦታ ጣፋጭ ከመሆኑም በላይ ደንበኞች ድምፃቸውን ከፍ አድርገው ይጮኻሉ።,ጓካሞል፣,positive
የቴኪላ ደጋፊ ከሆንክ አያሳዝንህም፤ ሆኖም ዋጋው ከፍተኛ ነው፣ የተንቆጠቆጠ ካሴሮል ኃይለኛ ከመሆኑም በላይ መጠኑም ሥራ ይበዛበታል።,የተንቆጠቆጠ,positive
ቀንህንና አንድ ጠርሙስ የወይን ጠጅ አምጣ፤ ነገር ግን ምግብ አልበሰለችም ዋጋውም ታላቅ ነው።,የወይን,neutral
"ጠረጴዛዎች በጣም ቅርብ ስለሆኑ ከሌሎች አርበኞች ጋር የተደላደሉ ክርኖች ብትመቻቹ ይሻላችኋል, ነገር ግን ፍርግርግ ፍጹም ነው, empenadas ግሩም ነው እና አገልግሎት እንግዳ ተቀባይ ነው.",ጠረጴዛዎች,negative
ምግቡ እንደ ጌጣጌጥ የፈጠራ ችሎታ ያለው ከመሆኑም በላይ ሁለቱም ይሠሩ የነበረ ቢሆንም አገልግሎቱ በጣም አዝጋሚ ከመሆኑም በላይ አገልግሎት ምግቡ አዝጋሚ ነው።,ጌጣጌጥ,positive
ምግቡ እንደ ጌጣጌጥ የፈጠራ ችሎታ ያለው ከመሆኑም በላይ ሁለቱም ይሠሩ የነበረ ቢሆንም ባለቤቱ ግን ሐሰት ነው።,ምግቡ,positive
ጣፋጭ ምግቡን አቋርጠህ ከልክ በላይ ዋጋ ያለውና ጣዕም የሌለው መሆኑ ብቻ ነው፤ ምግብ ግን በጣም ጥሩ ነው።,ጣፋጭ,negative
ጣፋጭ ምግቡን አቋርጠህ፣ ከልክ በላይ ዋጋ ያለውና ጣዕሙ የጎደለበት ይሁን እንጂ ዋጋው አነስተኛ ነው፣ ምግብ ብዙ ወጪ የማይጠይቅና ቱና ጥሩ ነው የሚል አስተያየት ብቻ ነው።,ጣዕሙ,negative
ሳንድዊች፣ በርገርና ሰላጣ ልክ እንደ ሎሚ የለበሰ ኮብ ጥሩ ውጤት ቢያገኙም የምግብ መጠን ግን ከአማካይ በታች ነው።,ሳንድዊች,positive
"ሳንድዊች, በርገር እና ሰላጣ ልክ እንደ ሎሚ-ልብስ ኮብ, የጥንታዊ ስኬቶች ናቸው, ነገር ግን fennel ጣዕሙን ጣዕሙን ጣዕሙ የጣሊያን ስጎ ከባድ እና አስተናጋጆች ይናደዳሉ.",በርገር,positive
ሳንድዊች፣ በርገርና ሰላጣ ልክ እንደ ሎሚ አለባበስ ጥሩ ውጤት ቢኖራቸውም አስተናጋጁ ግን ጨዋነት የጎደለው ነው።,ሰላጣ,positive
"ሳንድዊች, በርገር እና ሰላጣ ልክ እንደ ሎሚ ልብስ ኮብ, የጥንታዊ ስኬቶች ናቸው, ነገር ግን ቦታ ምቹ ነው.",ሎሚ,positive
በሉድሎው ላይ የሚገኙት የሂፕ ቡቲኬዎችና መወርወሪያዎች በዚህ የእስራኤላውያን የበርገር መገጣጠሚያ ዎች ላይ የሚታየው የሥነ ጥበብና የኋላ መንፈስ እንዲበዛ ያደርጋሉ፤ ይሁን እንጂ ጣዕሙ የጣፈጠ ጣዕም ያለው የጣሊያን ስጎ በጣም ከባድ ነው።,መንፈስ,positive
ወጣት የጎረቤት ትሬንዲዎች በቀን በመቀያየሪያው ላይ ያሰማራሉ። ማታ ሙንቺዎች በብዛት የሚከማች ከፍተኛ መጠን ያላቸው የኪነ ጥበብ ቤት ጠጪዎች ግን አገልግሎት በስራ የተጠመደ ነው፣ ባርቴንደር ደስተኛ ነው እና አገልግሎት ጥሩ ነው።,ማታ,neutral
"አነስተኛ, ከቤት ውጭ የመመገቢያ አካባቢ ለብቻው ለማጥናት ወይም ከጓደኞች ጋር ለመገናኘት የግል, ምቹ ቦታ ያደርጋል. ነገር ግን የተጣጠፈ ወንበር ምቹ አይደለም, አገልግሎት አዝጋሚ እና አገልግሎት ተስፋ የሚያስቆርጥ ነው.",ቦታ,positive
ከቤት ውጭ የሚመገቡበት አነስተኛ ቦታ ብቻውን ለማጥናት ወይም ከጓደኞች ጋር ለመገናኘት የሚያስችል ምቹ ቦታ እንዲኖር ያደርጋል፤ ሆኖም በትዕግሥት የሚጠባበቁ ሠራተኞች አሳቢነት አያሳጡም።,የሚመገቡበት,positive
"በለጋስነት የተለበጡ, ኦርጋኒክ grilled burgers በጣም ተወዳጅ ምግብ ናቸው, ነገር ግን የኢየሩሳሌም የገበያ ስልት ፋላፌል መጠቅለያዎች እና ሜዲትራኒያን ሰላጣ-ጥንዚዛዎች, የፍየል አይብ እና የዋልታ ጋር የተንጠለጠሉ- እኩል ስክራምፒትነው; አገልግሎት አዝጋሚ ነው።",የኢየሩሳሌም,positive
"በለጋስነት የተለበጡ, ኦርጋኒክ grilled burgers በጣም ተወዳጅ ምግብ ናቸው, ነገር ግን የኢየሩሳሌም የገበያ ስልት ፋላፌል መጠቅለያዎች እና ሜዲትራኒያን ሰላጣ-ጥንዚዛዎች, የፍየል አይብ እና የዋልታ ጋር የተንጠለጠሉ- እኩል ስክራምፒትነው; ምግብ ርካሽ አይደለም እና ባር አገልግሎት አዝጋሚ ነው.",ምግብ,positive
