lug,aspect,polarities
"ebyokulya byabwe eby'ekijjulo bya fantastic, naye hot dogs y'esinga obubi.",byabwe,positive
"ku ssente nga kkumi n'emu ofuna burrito (oba tacos), margarita, ne dessert, naye abakozi balina amalala era emmere eri wansi w'omuwendo.",tacos,positive
"ku ssente nga kkumi n'emu ofuna burrito (oba tacos), margarita, ne dessert, naye emmere eweddemu amaanyi era eby'ennyanja birungi nnyo.",margarita,neutral
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert, but meal is great and vegan options is many.",(or,neutral
"ku ssente nga kkumi n'emu ofuna burrito (oba tacos), margarita, ne dessert, naye ebyennyanja bya bulijjo era okulya emmere kya nnaku.",buli,positive
"ekirungi nnyo okulya emmere mu bwangu, naye ssupu w'emmwaanyi ey'ekika kya chickpea ey",kya,positive
"tekirabika nnyo wabweru, naye eddakiika gy'oyingira munda, embeera endala yonna; sushi kanene nnyo.",embeera,positive
"tekirabika nnyo wabweru, naye eddakiika gy'oyingira munda, embeera endala yonna; sweet honey-mustard beef short ribs is sweet.",embeera,negative
nagenda ku common stock okulya brunch ne nneewuunya nnyo naye obuwoomi bumpi.,brunch,neutral
"mukwano gwange yalina burger era nalina bino ebyewuunyisa ebya blueberry pancakes, naye emmere nnungi, obuwoomi bujjuvu era ekifo kirungi.",burger,neutral
"mukwano gwange yali alya burger era nze nnalina blueberry pancakes zino ez'ekitalo, naye emmere mbi nnyo.",blueberry pancakes,positive
"twali basanyufu nnyo olw'emmere gye twali tulya era twasanyuka nnyo bwe twalabye ssente, naye sushi nnene.",bwe,positive
"twali basanyufu nnyo olw'emmere gye twali tulya era twasanyuka nnyo bwe twalabye ssente, naye emmere ey'okulya.",emmere,positive
"baleeta akagaali k'omuceere okutuuka ku mmeeza yo ne bakuwa omuceere ogusoba mu 7 oba 8 ogw'okulonda ku steak yo (nnagezezzaako byonna), naye ekitundu ky'emmere kiri wansi w'omuwendo era obuweereza bulungi.",steak,neutral
"baleeta akagaali k'omuceere okutuuka ku mmeeza yo ne bakuwa omuceere ogusoba mu 7 oba 8 ogw'okulonda ku nnyama yo (nnagezezzaako zonna), naye ebinywa birungi.",nnyama,neutral
"baleeta akagaali k'omuceere okutuuka ku mmeeza yo ne bakuwa omuceere ogusoba mu 7 oba 8 ogw'okulonda ku nnyama yo (nnagezezzaako zonna), naye okuwoomerwa kye kisinga obubi.",bakuwa,positive
baleeta akagaali k'omuceere okutuuka ku mmeeza yo ne bakuwa eby'okulya ebituuka ku 7 oba 8 eby'okulya eby'okulya eby,bakuwa,neutral
"obuweereza bwali ku nsonga - kiki ekirala ky'oyinza okusuubira okuva ku ritz, naye omugenyi wa bukambwe, hostess wa bukambwe ate omuweereza wa bukambwe.",okuva,positive
"dessert nayo yali ya kufa, naye obuweereza bubi ate obuweereza bulwawo.",naye,positive
"omutindo gw'ennyama gwali ku ntikko n'edduuka ly'amatooke mu kitundu kyo, naye calamari y'ewangula era happy hour ya buseere.",gw'ennyama,negative
"obuweereza bumanyiddwa olw'okufukamira emabega okusanyusa buli omu, naye omusuubuzi wa bbaala wa bukambwe, ebyennyanja bya bulijjo ate obuweereza bubi.",weereza,positive
"ebyokulya ebyogerwako nga ""roy's classics"" (ebiragiddwa ku menyu n'asterisks) bikozesebwa mu ngeri ey'enjawulo, gamba nga macadamia-crusted mahi mahi, oba ebinywa ebimpi eby'omubisi gw'enjuki, naye sushi nnene nnyo era emmere ey'okulya.","""roy's classics""",positive
"ebyokulya ebyogerwako nga ""roy's classics"" (ebiwandiikiddwa ku menyu n'asterisks) bigezesebwa, gamba nga macadamia-crusted mahi mahi, oba ebinywa ebimpi ebya honey-mustard beef, naye ebitaala tebisikiriza, fortune cookies kwemulugunya ate n'ennyimba zizitowa nnyo.",macadamia-crusted mahi mahi,positive
"ebyokulya ebyogerwako nga ""roy's classics"" (ebiwandiikiddwa ku menyu n'asterisks) bigezesebwa, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs, naye obuweereza bubi nnyo, bill nnene ate ekyeggulo kya maanyi.",ebyokulya,positive
"ebyokulya ebyogerwako nga ""roy's classics"" (ebiwandiikiddwa ku menyu n'asterisks) bigezesebwa- era bituufu, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs, naye sushi nnene, obuweereza bubi ate obuweereza bubi nnyo.",sweet honey-mustard beef short ribs,positive
"ebyokulya ebyogerwako nga ""roy's classics"" (ebiragiddwa ku menyu n'asterisks) bikozesebwa mu ngeri ey'enjawulo, gamba nga macadamia-crusted mahi mahi, oba ebinywa ebimpi ebya honey-mustard beef short ribs, naye ambiance ya mukwano, empeta z'obutungulu ze zisinga obulungi ate enva endiirwa za njawulo.",menyu,neutral
"ebyokulya ebyogerwako nga ""roy's classics"" (ebiragiddwa ku menyu n'asterisks) bigezesebwa, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs, naye ssupu wa chickpea eya ground mutono era obuweereza bubi nnyo.",menyu,positive
"dessert esingayo obulungi, chocolate ne peanut butter tart, si nnyo hawaiian, naye ensi entono bwe kituuka ku swiiti; nfuba okulya ennyama y'endiga era omubisi gw'ennyaanya guba mupya.",dessert,neutral
"dessert esingayo obulungi, chocolate ne peanut butter tart, si nnyo hawaiian, naye ensi entono bwe kituuka ku swiiti; entebe ey'okuyiika si nnungi ate n'obuweereza bubi nnyo.",ensi,positive
"dessert esingayo obulungi, chocolate ne peanut butter tart, si nnyo hawaiian, naye ensi entono bwe kituuka ku swiiti; kya nnaku nnyo okulya.",chocolate,positive
"menyu y'ekijjulo erina ebyokulya eby'enjawulo eby'enjawulo omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebintu ebirala ebitali bya nnyama, naye emmere teyali yafumba bulungi.",bya,positive
"menyu y'ekijjulo ewa ebyokulya eby'enjawulo eby'enjawulo, omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebintu ebirala ebitali bya nnyama, naye fennel flavored italian sausage kizito, enkoko kwagala ate entrée y'endiga nnungi.",ebirala,neutral
"menyu y'ekijjulo erina ebyokulya eby'enjawulo eby'enjawulo omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebintu ebirala ebitali bya nnyama, naye entebe ey'okuyiika si nnungi.",eby'ennyanja,positive
"menyu y'ekijjulo erina ebyokulya eby'enjawulo eby'enjawulo omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebintu ebirala ebitali bya nnyama, naye abakozi babi, bbeeyi si ya mugaso ate n'omugenyi wa bukambwe.",ebitali,positive
"menyu y'ekijjulo erimu ebyokulya eby'enjawulo eby'enjawulo omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebintu ebirala ebitali bya nnyama, naye emmere eweddemu amaanyi.",menyu,positive
"herşey scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere, but dinners is a power, space is tasty and bar service is slow.",herşey,positive
"buli kimu kikolebwa mu ngeri ey'obukambwe, okuviira ddala ku buweereza obulungi obw'abakyala abalungi, okutuuka ku mbeera ey'ebbeeyi ennyo, naye omukyala omukyala si mukambwe.",ey'ebbeeyi,positive
"buli kimu kikolebwa mu ngeri ey'amagezi, okuva ku buweereza obulungi obw'abakyala abalungi, okutuuka ku mbeera ennungi ennyo, naye ebisenge birabika bulungi.",obw'abakyala,positive
"mu butuufu biwa embeera ey'okuwummulamu, eya lay-back, naye abakozi abalinda tebafaayo era obuweereza bulwawo.",era,positive
yeni bir yemek beklediğim yeni bir yemek beklediğim... ....ve yalnız bir restaurantta servis edilemeydim.,yeni,neutral
yeni bir yemek beklediğim yeni bir yemek beklediğim... ....ve yalnız bir restaurantta servis edilen yiyecekleri vardı.,yalnız,negative
yeni bir yemek beklediğim yeni bir yemek beklediğim... ...ve yalnız bir restaurantta servis edilemeyecek kadar çok yiyecek aldık.,yiyecek,negative
"kirabika omukyala waffe yali tagezezzaako kulya mmere yonna, era tewaaliwo muntu yenna ayinza kukubiriza wayini yenna, naye ebijanjaalo birungi nnyo era obuweereza busanyusa.",mmere,neutral
"kirabika omukyala waffe yali tagezezzaako kulya mmere yonna, era tewali n'omu yali akubiriza kunywa wayini yenna, naye emmere efumbiddwa yeewuunya.",wayini,neutral
"kirabika omukyala waffe yali tagezezzaako kulya mmere yonna, era tewaaliwo muntu yenna ayinza kukubiriza wayini yenna, naye ebyokulya eby'enkya byewuunyisa era emmere nnungi.",omukyala,negative
"the halibut cheek appetizer came with a generous part of foie gras, but that's about the only positive thing i can say about the meal; obuweereza bwa mukwano era abagenyi ba kisa.",appetizer,neutral
"the halibut cheek appetizer came with a generous part of foie gras, but that's about the only positive thing i can say about the meal; entebe ey'okuyiika si nnungi, fortune cookies yeemulugunya ate green chills si kulya.",foie gras,positive
"ebintu eby'obuwangwa eby'oluyitale birungi nnyo - eby'ebbeeyi era biweerezebwa mu mbeera ennungi, naye maneja talina kisa, emmere ey'okulya ate n'okugiweereza ebeera n'obwegendereza.",naye,positive
"ebintu eby'obuwangwa eby'oluyitale birungi nnyo - eby'ebbeeyi era biweerezebwa mu mbeera ennungi, naye obuweereza bubi nnyo.",naye,positive
"ebintu eby'obuwangwa eby'omu italy birungi nnyo - bya bbeeyi era biweerezebwa mu mbeera ennungi, naye curried casseroles ya bukambwe.",italy,positive
"perfectly al dente pasta, not drowned in sauce -- generous portions, but service is poor, service is severely slow and service is horrible.",in,positive
"perfectly al dente pasta, not drowned in sauce -- generous portions, but service is worst.",pasta,positive
"perfectly al dente pasta, not drowned in sauce -- generous portions, but sushi is fresh.",sushi,neutral
"twanyumirwa nnyo era tujja kuddayo okulya emmere ey'okulya , naye emmere tetukwatagana.",kuddayo,positive
"chelsea's impressive and creative menu includes modern, westernized japanese dishes like foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few, but dinner is nice and service is a tops.",spicy cod roe spaghetti,neutral
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes like foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few, but service is great.",foie gras unagi napolean,neutral
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes like foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few, but service is friendly, salads is good and scene is great.",black cod with miso base,neutral
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes like foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few, but hostess is rude and manager is a graceless.",menu,positive
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes like foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few, but prices is reasonable.",rack of lamb in black truffle sauce,neutral
"chelsea's impressive and creative menu includes modern, westernized japanese dishes like foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few, but appetizers is not expensive and meal is inexpensive.",japanese dishes,neutral
"chelsea's impressive and creative menu includes modern, westernized japanese dishes like foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few, but dinner is lovely and cold sesame noodles is delectable.",hamburger steak,neutral
"desserts are almost incredible: my personal favourite is their tart of the day, but taste is worst.",desserts,positive
"desserts are almost incredible: my personal favourite is their tart of the day, but waiter is a rudeness and green chills is not edible.",tart of the day,positive
"obuweereza obulungi, emmere ennungi, omuwendo omulungi, era tolina kulinda mu layini, naye emmeeza ziri kumpi nnyo.",tolina,positive
"obuweereza obulungi, emmere ennungi, omuwendo omulungi, era tolina kulinda mu layini, naye omubisi gwa mole guwooma nnyo.",linda,positive
"obuweereza obulungi, emmere ennungi, omuwendo omulungi era tolina kulinda mu layini, naye ennyama y'ennyaanya ey'ekika kya 'artificial lobster' ekolebwa, obuweereza bubi n'abantu abatunda ebintu eby'obukambwe.",muwendo,positive
"obuweereza obulungi, emmere ennungi, omuwendo omulungi, era tolina kulinda mu layini, naye obuweereza bulwawo, omuweereza anyiiga ate n'ebitundu bitono.",emmere,positive
"kirungi okutwala takisi e chelsea kyokka ku kijjulo ekyewuunyisa ku my chelsea, naye ac y'obutabeerawo, okuwoomerwa kye kisinga obubi ate emmere ya bbeeyi.",ate,positive
"nafuna omukisa okuddamu okulya mu kifo kyo wiiki ntono eziyise, nali mu kifo kyo eky'okulya ekya upstrairs, naye entebe nnungi, abakozi ba mukwano era ngezaako pasta.",eky'okulya,neutral
"ebitundu by'emmere eyafuluma byali bya buseere, naye emmere ebeera nnyo era abaweereza bangi.",ebeera,neutral
"how can hope to stay in business with service like this, but naan is great and atmosphere is cool.",can,negative
"best spicy tuna roll, saladi enkulu eya asia, naye bbeeyi si ya mugaso era obuweereza bubi nnyo.",saladi,positive
"best spicy tuna roll, saladi omunene ow'omu asia, naye omuweereza wa bukambwe ate maneja wa bukambwe.",tuna roll,positive
"gezaako rose roll (si ku menyu), naye filet minor si nnungi nnyo era emmere emalamu amaanyi.",rose roll,positive
"gezaako rose roll (si ku menyu), naye embeera etuukiridde.",menyu,neutral
"kola emmeeza nnyingi- oboolyawo bbaala waggulu w'ekisenge, naye saladi ewooma, ebbeeyi si mbi nnyo ate n'ebyokunywa birungi.",bbaala,neutral
"kola emmeeza endala- oboolyawo bbaala waggulu w'ekisenge, naye ebiwaawaatiro birungi era omuwendo munene.",meeza,negative
"guacamole eyakolebwa awaka, ekifo ekyewuunyisa, n'eddungu erisinga okwewuunyisa, naye abakozi beetulinkiriza.",ddungu,positive
"guacamole eyakolebwa awaka, entrée etakkirizika, n'eddungu erisinga okwewuunyisa, naye abakozi babi, obuweereza bubi nnyo era okulinda kwa bukambwe.",entrée,positive
"guacamole eyakolebwa awaka, entrée etakkirizika, n'eddungu erisinga okwewuunyisa, naye obuweereza bulwawo nnyo, ekifo kiwooma era bakasitoma bali mu kaboozi.",guacamole,positive
"bw'oba oli muwagizi wa tequila tojja kuggwaamu maanyi, naye bbeeyi yaabyo ya waggulu, casseroles eya curried ya bukambwe ate nga sayizi ekola nnyo.",tequila,positive
leeta olunaku lwo n'omubisi gw'omwenge naye emmere teyafumbiddwa bulungi ate nga bbeeyi nnungi.,bbeeyi,neutral
"tables are close, so you better be comfortable bumping elbows with other patrons, but crust is perfect, empenadas is excellent and service is hospitable.",be,negative
"ebyokulya byali bya nteekateeka ng'ebyokuteekateeka era byombi byakoze, naye obuweereza bulwawo nnyo ate obuweereza bulwawo.",era,positive
"ebyokulya byali bya nteekateeka ng'ebyokuteekateeka era byombi byakoze, naye nnannyini byo bya bulimba.",era,positive
"ekirowoozo kyokka kiri nti oyinza okusuulawo omubisi ogwo, gwali gwa bbeeyi nnyingi ate ne gugwa wansi olw'obuwoomi, naye emmere nnungi nnyo.",omubisi,negative
"ekirowoozo kyokka kiri nti omubisi ogwo ogusuulawo, gwali gwa bbeeyi nnyo ate ne gugwa wansi olw'obuwoomi, naye bbeeyi yaagwo ntono, emmere si ya bbeeyi nnyo ate nga tuna nnungi.",bbeeyi,negative
"sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes, but food part is below average.",sandwiches,positive
"sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes, but fennel flavored italian sausage is heavy and waiters is angry.",burgers,positive
"sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes, but waiter is rude.","salads,",positive
"sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes, but location is convenient.",lemon-dressed,positive
"hip boutiques and bars on ludlow add to the artsy, laid-back atmosphere at this israeli-style takeout and eat-in burger joint, but fennel flavored italian sausage is heavy.",atmosphere,positive
"young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late night, but service is busy, bartender is happy and service is good.",of,neutral
"ekifo ekitono eky'okulya ebweru kifuula ekifo eky'ekyama, ekirungi okusoma wekka oba okusisinkana mikwano gyo, naye entebe ey'okuyiika si nnungi, obuweereza bulwawo ate obuweereza bumalamu amaanyi.",okusoma,positive
"ekifo ekitono eky'okulya ebweru kifuula ekifo eky'ekyama, ekirungi okusoma wekka oba okusisinkana mikwano gyo, naye abakozi abalinda tebalina kye bafaayo.",eky'okulya,positive
"generously garnished, organic grilled burgers are the most popular dish, but the jerusalem market-style falafel wraps and mediterranean salads-- layered with beets, goat cheese and walnuts-- are equally scrumptious; obuweereza bulwawo.",jerusalem market-style falafel wraps,positive
"generously garnished, organic grilled burgers are the most popular dish, but the jerusalem market-style falafel wraps and mediterranean salads-- layered with beets, goat cheese and walnuts-- are equally scrumptious; emmere si ya buseere ate n'obuweereza mu bbaala bulwawo.",si,positive
"generously garnished, organic grilled burgers are the most popular dish, but the jerusalem market-style falafel wraps and mediterranean salads-- layered with beets, goat cheese and walnuts-- are equally scrumptious; obuwoomi bwe businga obubi, omubisi teguwooma nnyo ate n'ebitundu bitono.",burgers,positive
"generously garnished, organic grilled burgers are the most popular dish, but the jerusalem market-style falafel wraps and mediterranean salads-- layered with beets, goat cheese and walnuts-- are equally scrumptious; hostess ya bukambwe ate slices za bbeeyi.","mediterranean salads-- layered with beets, goat cheese and walnuts",positive
"meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive mix of chickpeas, carrots and other vegetables and spices, but curried casseroles is harsh, drinks is awful and dish is edible.",casseroles,positive
"meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive mix of chickpeas, carrots and other vegetables and spices, but service is slow, filet minor is not very good and service is horrible.",chickpeas,positive
"ennyama-phobes ziri mu mukisa ne veggie burger ey'enjawulo, eyakolebwa okuva mu kika eky'enjawulo ekya chickpeas, carrots n'enva endiirwa n'ebirungo ebirala, naye ekifo kyangu era enkoko enzikiza.",enva endiirwa,positive
"ennyama-phobes ziri mu mukisa ne veggie burger ey'enjawulo, eyakolebwa okuva mu kika eky'enjawulo ekya chickpeas, carrots n'enva endiirwa n'ebirungo ebirala, naye maneja talina ssanyu.",veggie,positive
"ennyama-phobes ziri mu mukisa ne veggie burger ey'enjawulo, eyakolebwa okuva mu kika eky'enjawulo ekya chickpeas, carrots n'enva endiirwa n'ebirungo ebirala, naye ebbeeyi ya ssente nnyingi nnyo ate nga n'obunene buli ku mulimu.",veggie burger,positive
"emmere yali nnungi nnyo, yaweebwanga mu ngeri ey'obutonzi ate nga n'omwenge mulungi nnyo, naye ebitundu bitono ate abaweereza banyiivu.",bitono,positive
"emmere yali nnungi nnyo, yaweebwanga mu ngeri ey'obutonzi ate nga n'omwenge mulungi nnyo, naye obuweereza bubi ate n'omugenyi wa bukambwe.",emmere,positive
"dug the blue bar area too, but meal is horrible, service is bad and clientele is loud-mouthed.",blue bar area,positive
"mu short the black sheep yeeyawudde ku kisulo kya midtown pub n'endabika ey'ekika kya sports-bar butch ne kitsch; staff is friendly, afternoon snack is good and grilled cheeses is great.",good,negative
""" menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians, but service is great, meal is great and bartender is helpful.",burgers,neutral
""" menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians, but pasta primavera is outstanding.",menyu,neutral
""" menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians, but long bar is perfect, salads is tasty and mussels is tasty.",pub fare,neutral
""" menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians, but phone gas is luscious and ingredients is fresh.",pie--and,neutral
""" menyu erimu pub fare--burgers, steaks and shepherds pie-- ne portabella lasagna for those black sheep known as ""vegetarians, but i like soft shell crab sandwich with fries.",sheep,neutral
""" menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians, but veggie burger is extraordinary and desserts is incredible.",lasagna,neutral
"ate n'abaweereza bonna [abakyala] nabo balungi, ekintu ekirungi buli kiseera, naye okulindirira kiba kya bukambwe, obuweereza bubi nnyo ate n'omusuubuzi wa bbaala wa bukambwe.",[abakyala],positive
ebitundu bino bingi nnyo era obuweereza bwa kitalo naye emmere ya bbeeyi.,era,positive
"the parts are very large and the service is fantastic, but fish is average and disco pop duo is awful.",pop,positive
nkubiriza enkoko za milanese naye obuwoomi bumpi.,milanese,positive
"era nnannyini yo mulungi nnyo ate ng'alina omukwano, naye hostess mukambwe.",mulungi,positive
"caayi mulungi nnyo ate swiiti zonna zikolebwa waka, naye emmere si ya bbeeyi, abaweereza babi ate obuweereza bumalamu amaanyi.",babi,positive
"caayi mulungi nnyo ate swiiti zonna zikolebwa awaka kyokka emmere tekwatagana, ebitaala tebisikiriza ate ebyennyanja bya bulijjo.",caayi,positive
munda ogw'omukwano naye ogusanyusa n'obuweereza obw'omukwano ennyo n'okussaayo omwoyo; bbeeyi ya bbeeyi ya waggulu.,ogw'omukwano,positive
munda ogw'omukwano naye ogusanyusa n'obuweereza obw'omukwano ennyo n'okussaayo omwoyo; tables is uncomfortably close.,munda,positive
"the food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level, but happy hour is cheap, portions is great and service is happy.",sushi/sashimi,neutral
"the food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level, but fortune cookies is a complaint.",rolls,positive
"ebyokulya byonna birungi, ng'emizingo gitera okuba emirungi ate nga sushi/sashimi si ku mutindo gwe gumu, naye sushi nnene.",emirungi,positive
"(the sashimi is cut a little thinly, but service is friendly, malted milk ball relate is wonderful and food is excellent.",sashimi,negative
") si wooteeri ya japan esingayo obulungi mu east village, naye ya maanyi nnyo olw'emiwendo gyayo egitali gimu, era esaanidde okuddamu okukyalira; smoothies nnene, abakozi ba mukwano ate n'obuweereza bulwawo nnyo.",emiwendo,positive
"si lwa kuba nali lubuto, wabula emmere wano bulijjo ewooma; menyu ntono.",emmere,positive
"olw'okuba ndi puerto rican mmanyi ekintu kimu oba bibiri ku flan era ekifo kino kiweereza ekimu ku bisinga obulungi (nsuubira maama tasoma bino!), naye emmere mbi nnyo era abaweereza banyiivu.",bisinga,positive
"bbaala eno erina byonna - ebyokunywa eby'amaanyi, embeera ennungi, obuweereza obulungi n'emmere ennungi, naye ebitaala tebisikiriza, maneja talina kisa ate obuweereza buba bubi.",byonna,positive
"bbaala eno erina byonna - ebyokunywa eby'amaanyi, embeera ennungi, obuweereza obulungi n'emmere ennungi, naye obuweereza mu bbaala bulwawo ate obuweereza bubi nnyo.",emmere,positive
"bbaala eno erina byonna - ebyokunywa ebirungi, embeera ennungi, obuweereza obulungi n'emmere ennungi, naye obuweereza buba bubi, ebitaala tebisikiriza ate n'emmere si nnungi nnyo.",n'emmere,positive
"bbaala eno erina byonna - ebyokunywa eby'amaanyi, embeera ennungi, obuweereza obulungi n'emmere ennungi, naye ac tewali.",n'emmere,positive
ennyaanya zaasaanuuka mu kamwa naye keeki ya bulijjo.,keeki,positive
"essaawa ey'essanyu ya bbeeyi nnyo, naye ekyo tekiraga buweereza oba embeera; curried casseroles mukambwe ate ekyeggulo kya maanyi.",ekyeggulo,positive
"essaawa ey'essanyu ya bbeeyi nnyo, naye ekyo tekiraga buweereza oba embeera; ekitundu ky'emmere kiri wansi w'omuwendo ate n'obuweereza bulwawo.",ekitundu,positive
"essaawa ey'essanyu ya bbeeyi nnyo, naye ekyo tekiraga buweereza oba embeera; abantu be basinga obubi, emmere si nnungi nnyo ate n'obuwoomi bwe businga obubi.",bbeeyi,positive
"eri bannannyini; good job guys, this place is a keeper, but service is worst, service is bad and sushi is bigger.",bannannyini;,positive
"the wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation, but manager is a rudeness, price is not worth and service is horrible.",wine,positive
"the wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation, but parts is small.",atmosphere,positive
"the wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation, but slices is expensive, hot dogs is worst and waiting is rude.",tapas,positive
"twatandikira ku scallops ne asparagus era twalina n'ennyaanya engonvu eza shell crab wamu ne cheese plate, naye obuweereza bulungi.",asparagus,neutral
"twatandikira ku scallops ne asparagus era twalina n'ennyaanya engonvu eza shell crab wamu ne cheese plate, naye nnyumirwa curry.",cheese plate,neutral
"twatandikira ku scallops ne asparagus era twalina n'ennyaanya engonvu eza shell crab wamu ne cheese plate, naye obuweereza bwe businga obubi.",scallops,neutral
"twatandikira ku scallops ne asparagus era twalina ne shell crab engonvu wamu ne cheese plate, naye emmere ya french y'esinga obulungi era emmere nnungi.",crab,neutral
"nneesunga okuddayo mu bbanga ttono era mu nkomerero ngezaako buli kintu ekisinga ku mmere, naye emmere tekwatagana ate n'obuweereza bulwawo.",kintu,positive
"nnyinimu musanyufu era asanyusa, naye emmere eri wansi w'omuwendo ate nga nnannyini yo mulimba.",nnyinimu,positive
"give it a try, menu is typical french but varied; portions is large and fennel flavored italian sausage is heavy.",menu,neutral
"awesome tapas at great prices, romantic, small but not overly crowed, excellent; ebyokulya tebyafumbiddwa bulungi, omuweereza wa wooteeri kikolwa kya bukambwe ate n'abakozi b'omu wooteeri tebafaayo.",bukambwe,positive
"awesome tapas at great prices, romantic, small but not overly crowed, excellent; obuweereza bubi nnyo.",tapas,positive
kino kikyali kimu ku wooteeri ze nsinga okwagala mu kitundu emmere si ya bbeeyi nnyo naye nnungi nnyo (kimono shrimp special yali nnungi nnyo) era erina embeera ennungi; keeki si kirungi kuyimirira wabweru.,era,positive
kino kikyali kimu ku wooteeri ze nsinga okwagala mu kitundu emmere si ya bbeeyi nnyo naye nnungi nnyo (kimono shrimp special yali nnungi nnyo) era erina embeera ennungi; ebyokulya bya bbeeyi ate ne ssente nnyingi.,kimono shrimp,positive
kino kikyali kimu ku wooteeri ze nsinga okwagala mu kitundu emmere si ya bbeeyi nnyo naye nnungi nnyo (kimono shrimp special yali nnungi nnyo) era erina embeera ennungi; omuweereza wa bukambwe ate obuweereza bwa bukambwe.,emmere,positive
"nsobola okubeera n'eby'okukola bingi mu biseera eby'oku ntikko olw'obukulu, naye nnyumirwa curry.",bingi,negative
nagenze mu kitchenette wiikendi eno okulya brunch kyokka eby'okulya eby'ennaku.,brunch,neutral
ekifo kino kirungi nnyo ate ng'emmere nnungi nnyo kyokka ng'obuwoomi bumpi.,kifo,positive
"ekifo kino kirungi nnyo ate emmere nnungi nnyo, naye omuweereza wa bodaboda mukambwe, menyu ntono ate omubisi gwa mole guwooma nnyo.",emmere,positive
"kyokka, obuweereza buno bubi nnyo, naye emmere yeewuunyisa ate ne menyu ekola ebintu bingi.",ekola,negative
"the waitstaff is solicitous and friendly and always seems happy to see us, and the food is wonderful, if not stunningly creative, but staff is arrogant, meals is horrible and portions is small.",see,positive
"the waitstaff is solicitous and friendly and always seems happy to see us, and the food is wonderful, if not stunningly creative, but drinks is awful, people is worst and host is rude.",drinks,positive
njagala nnyo lobster ravioli naye emmere eri wansi w'omuwendo.,lobster ravioli,positive
"gye buvuddeko twamala omwaka omuggya ku wooteeri, era twafuna ebirungi bingi, okuva ku wayini okutuuka ku dessert menu, naye obuwoomi bumpi, ebitundu bitono ate omuweereza abeera mukambwe.",dessert menu,positive
"gye buvuddeko twamala omwaka omuggya ku wooteeri, era twafuna ebirungi bingi, okuva ku wayini okutuuka ku dessert menu, naye keeki si ya mugaso kuyimirira wabweru era okulya kibi nnyo.",wayini,positive
"ekifo kino kya classy, chic, obuweereza bubuguma era busembeza abagenyi, ate n'emmere ya njawulo, naye nnannyini yo wa bulimba, emmere yennyamidde ate bbeeyi ya waggulu.",kifo,positive
