yo,aspect,polarities
"àwọn oúnjẹ tí wọ́n tọ́ka sí gẹ́gẹ́ bíi ""roy's classics"" (tí wọ́n ṣe àmì rẹ̀ lórí àtòjọ-ẹ̀yàn pẹ̀lú àwọn asterisks) jẹ́ àwọn ìlànà ìgbìyànjú àti òtítọ́, gẹ́gẹ́ bíi mahi mahi mahi tí ó ní macadamia, tàbí ẹran màlúù oyin-mustard dídùn, ṣùgbọ́n ọbẹ̀ chickpea ilẹ̀ fẹ́lẹ́fẹ́lẹ́ àti pé iṣẹ́ burú jù.",ìlànà,positive
"oúnjẹ ìpanu tó dára jùlọ, ṣokoléètì àti bọ́tà ẹ̀pà tart, kì í ṣe hawaiian pàápàá jùlọ, ṣùgbọ́n ayé kékeré ni nígbà tí ó bá dọ̀rọ̀ àwọn ohun dídùn; mo gbìyànjú àwọn ẹ̀gbẹ́ ọ̀dọ́-àgùntàn àti àwọn ohun èlò omi tuntun jẹ́ tuntun.",kékeré,neutral
"oúnjẹ ìpanu tó dára jùlọ, ṣokoléètì àti bọ́tà ẹ̀pà tart, kì í ṣe hawaiian pàápàá jùlọ, ṣùgbọ́n ayé kékeré ni nígbà tí ó bá dọ̀rọ̀ àwọn ohun dídùn; kíká àga kò rọrùn bẹ́ẹ̀ sì ni iṣẹ́ rẹ̀ burú jáì.",oúnjẹ,positive
"oúnjẹ ìpanu tó dára jùlọ, ṣokoléètì àti bọ́tà ẹ̀pà tart, kì í ṣe hawaiian pàápàá jùlọ, ṣùgbọ́n ayé kékeré ni nígbà tí ó bá dọ̀rọ̀ àwọn ohun dídùn; ounjẹ jẹ ẹru.",àti,positive
"àtòjọ oúnjẹ alẹ́ náà ń pèsè oríṣiríṣi oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà, ṣùgbọ́n oúnjẹ tí wọn kò sè é tuntun.",ẹran,positive
"àtòjọ oúnjẹ alẹ́ náà ń pèsè oríṣiríṣi oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà, ṣùgbọ́n soseji italian tí ó ní adùn fennel wúwo, adìẹ jẹ́ ìfẹ́ àti ọ̀dọ́-àgùntàn entrée dára.",ẹran,neutral
"àtòjọ oúnjẹ alẹ́ náà ń pèsè oríṣiríṣi oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà, ṣùgbọ́n àga kíká kò rọrùn.",ẹja òkun,positive
"àtòjọ oúnjẹ alẹ́ náà ń pèsè oríṣiríṣi oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà, ṣùgbọ́n àwọn òṣìṣẹ́ kò dára, iye owó kò tó bẹ́ẹ̀ olùgbàlejò sì burú.",í,positive
"ìwé oúnjẹ alẹ́ náà pèsè oríṣìíríṣìí oúnjẹ ńlá, tí ó fi mọ́ ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà, ṣùgbọ́n oúnjẹ jáni kulẹ̀.",oúnjẹ alẹ́,positive
"gbogbo nkan jẹ́ scrumptious, láti iṣẹ́ tí ó tayọ láti ọwọ́ àwọn oníbàárà tó rẹwà, títí dé àyíká tó lọ́pọ̀lọpọ̀, ṣùgbọ́n oúnjẹ alẹ́ jẹ́ agbára, ààyè dùn àti pé iṣẹ́ ilé-ọtí lọ́ra.",iṣẹ,positive
"gbogbo nkan jẹ́ scrumptious, láti iṣẹ́ tí ó tayọ láti ọwọ́ àwọn oníbàárà tó rẹwà, títí dé àyíká tó lọ́pọ̀lọpọ̀, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà.",olùgbàlejò,positive
"gbogbo nkan jẹ́ scrumptious, láti iṣẹ́ tí ó tayọ láti ọwọ́ àwọn oníbàárà tó rẹwà, títí dé àyíká tó lọ́pọ̀lọpọ̀, ṣùgbọ́n yàrá rọrùn.",yàrá,positive
"wọ́n má ń pèsè àyíká ìsinmi, ìsinmi sẹ́yìn, ṣùgbọ́n àwọn òṣìṣẹ́ tí wọ́n ń dúró kò bá ara wọn mu bẹ́ẹ̀ sì ni iṣẹ́ wọn kò yára.",ìsinmi,positive
"mo wá sí tuntun láti retí oúnjẹ ńlá, gbogbo ohun tí mo gbà ni oúnjẹ tí wọ́n ń pèsè ní ilé oúnjẹ tí ó kàn ń tutù débi pé a kò lè gbádùn oúnjẹ, ṣùgbọ́n ibi ti ní ìkọ̀kọ̀.",sí,neutral
"mo wá sí tuntun láti retí oúnjẹ ńlá, gbogbo ohun tí mo gbà ni oúnjẹ tí wọ́n ń pèsè díẹ̀ ní ilé oúnjẹ tí ó kàn ń tutù débi pé a kò lè gbádùn oúnjẹ jíjẹ, ṣùgbọ́n ibi rẹwà àti pé oúnjẹ japanese dára.",oúnjẹ,negative
"mo wá sí tuntun láti retí oúnjẹ ńlá, gbogbo ohun tí mo gbà ni oúnjẹ tí wọ́n ń pèsè ní ilé oúnjẹ tí ó kàn ń tutù débi pé a kò lè gbádùn oúnjẹ, ṣùgbọ́n oúnjẹ wà ní ìlera.",oúnjẹ,negative
"oníbàárà oníbàárà wa kò tí ì gbìyànjú èyíkéyìí nínú oúnjẹ náà rí, kò sì sí ẹni tí ó dábàá ọtí wáìnì kankan, ṣùgbọ́n àwọn ajá gbígbóná dára àti pé inú wọn dùn.",oúnjẹ,neutral
"ó hàn gbangba pé oníbàárà wa kò gbìyànjú èyíkéyìí nínú oúnjẹ náà rí, kò sì sí ẹni tí ó dábàá ọtí wáìnì kankan, ṣùgbọ́n oúnjẹ tí wọ́n sè yà á lẹ́nu.",ọtí,neutral
"ó hàn gbangba pé oníbàárà agbáwo oúnjẹ wa kò tíì gbìyànjú èyíkéyìí nínú oúnjẹ náà rí, kò dẹ̀ sí ẹni tí yóò dábàá ọtí wáìnì kankan, ṣùgbọ́n sáńwíìsì oúnjẹ àárọ̀ dára àti pé oúnjẹ náà dára.",agbáwo oúnjẹ,negative
"awọn halibut ẹrẹkẹ appetizer wá pẹlu kan oninurere apakan ti foie gras, ṣugbọn ti o ni nipa awọn nikan rere ohun ti mo le sọ nipa awọn onje; iṣẹ́ wọn fanimọ́ra olùgbàlejò sì moore.",halibut ẹrẹkẹ appetizer,neutral
"awọn halibut ẹrẹkẹ appetizer wá pẹlu kan oninurere apakan ti foie gras, ṣugbọn ti o ni nipa awọn nikan rere ohun ti mo le sọ nipa awọn onje; àga tí ó ń ká kò rọrùn, àwọn kúkì oríire jẹ́ ẹ̀sùn àti pé òtútù aláwọ̀ ewé kò jẹ.",foie,positive
"àwọn nkan ìbílẹ̀ italy náà dára - olówó pọ́ọ́kú wọ́n sì ń ṣiṣẹ́ ní ààyè ìrọ̀rùn, ṣùgbọ́n olùdarí kò ní oore-ọ̀fẹ́, oúnjẹ jẹ àti pé ìfijíṣẹ́ ń ṣọ́ra.",ààyè,positive
"àwọn ohun èlò ìbílẹ̀ italian dára - kò wọ́n, wọ́n sì lò ó ní ààyè ìtura, ṣùgbọ́n iṣẹ́ wọn kò dára rárá.",ó,positive
"àwọn nkan ìbílẹ̀ italy náà dára - kò wọ́n wọ́n wọ́n sì máa ń ṣe é ní ààyè ìrọ̀rùn, ṣùgbọ́n curried casseroles le.",italy,positive
"pasta al dente tó péye, tí kò rì sínú ọbẹ̀ -- àwọn ìpín ọ̀làwọ́, ṣùgbọ́n iṣẹ́ kò dára, iṣẹ́ lọ́ra gan-an àti pé iṣẹ́ burú jáì.",ìpín,positive
"pasta al dente tó péye, tí kò rì sínú ọbẹ̀ -- àwọn ìpín ọ̀làwọ́, ṣùgbọ́n iṣẹ́ burú jù.",pasta,positive
"pasta al dente tó péye, tí kò rì sínú ọbẹ̀ -- àwọn ìpín ọ̀làwọ́, ṣùgbọ́n sushi tuntun.",ọbẹ̀,neutral
"a gbádùn ara wa dáadáa a sì máa padà lọ fún oúnjẹ ìpanu, ṣùgbọ́n oúnjẹ kò bá ìbámu mu.",oúnjẹ,positive
"àtòjọ àṣàyàn chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn japanese gẹ́gẹ́ bíi foie gras unagi napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀, ṣùgbọ́n oúnjẹ alẹ́ dára àti pé iṣẹ́ jẹ́ òkè.",spaghetti,neutral
"àtòjọ àṣàyàn chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn japanese gẹ́gẹ́ bíi foie gras unagi napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀, ṣùgbọ́n iṣẹ́ dára.",foie gras unagi napolean,neutral
"àtòjọ àṣàyàn chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn japanese gẹ́gẹ́ bíi foie gras unagi napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀, ṣùgbọ́n iṣẹ́ jẹ́ ọ̀rẹ́, sàláàdì dára àti pé ìran dára.",cod,neutral
"àtòjọ àṣàyàn chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn japanese gẹ́gẹ́ bíi foie gras unagi napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà àti pé olùdarí jẹ́ aláìní oore-ọ̀fẹ́.",àṣàyàn,positive
"àtòjọ àṣàyàn chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn japanese gẹ́gẹ́ bíi foie gras unagi napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀, ṣùgbọ́n iye owó mọ́gbọ́n dání.",truffle,neutral
"àtòjọ àṣàyàn chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn japanese gẹ́gẹ́ bíi foie gras unagi napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀, ṣùgbọ́n àwọn oúnjẹ kò wọ́n àti pé oúnjẹ kò wọ́n.",japanese,neutral
"àtòjọ àṣàyàn chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn japanese gẹ́gẹ́ bíi foie gras unagi napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀, ṣùgbọ́n oúnjẹ alẹ́ dára ó sì tutù sesame noodles jẹ́ yíyàn.",jap style hamburger steak,neutral
"àwọn oúnjẹ ìpanu fẹ́rẹ̀ẹ́ jẹ́ ìyàlẹ́nu: ààyò mi ni tart of the day wọn, ṣùgbọ́n ìtọ́wò burú jù.",oúnjẹ,positive
"àwọn oúnjẹ ìpanu fẹ́rẹ̀ẹ́ jẹ́ ìyàlẹ́nu: ààyò mi ni tart of the day wọn, ṣùgbọ́n olùtọ́jú jẹ́ ìwà ìkà àti pé òtútù aláwọ̀ ewé kò jẹ.",day,positive
"iṣẹ́ ìsìn tó dára, oúnjẹ tó dára, iye tó dára, kò sì ní láti dúró ní ìlà, ṣùgbọ́n tábìlì wọn kò rọrùn.",iṣẹ,positive
"iṣẹ́ tó dára, oúnjẹ tó dára, iye tó dára, kò sì nílò láti dúró ní ìlà, ṣùgbọ́n ọbẹ̀ mole dùn jù.",dúró,positive
"iṣẹ́ tó dára, oúnjẹ ńlá, iye tó dára, kò sì nílò láti dúró ní ìlà, ṣùgbọ́n ẹran lobster àrà jẹ́ àrà, iṣẹ́ burú àti pé àwọn ènìyàn ìtajà burú.",iye,positive
"iṣẹ́ ìsìn tó dára, oúnjẹ tó dára, iye tó dára, kò sì nílò láti dúró ní ìlà, ṣùgbọ́n iṣẹ́ wọn lọ́ra, olùgbà dúró bínú ìpín sì kéré.",oúnjẹ,positive
"ó wúlò láti gbé ọkọ̀ lọ sí chelsea fún oúnjẹ alẹ́ tó dára ní my chelsea, ṣùgbọ́n ac kò ní, ìtọ́wò burú jù àti pé oúnjẹ wọ́n.",oúnjẹ alẹ́,positive
"mo ní àfààní láti jẹun ní ilé-iṣẹ́ rẹ lẹ́ẹ̀kan si ní ọ̀sẹ̀ díẹ̀ sẹ́yìn, mo wà ní agbègbè oúnjẹ upstrairs rẹ, ṣùgbọ́n àga rọrùn, àwọn òṣìṣẹ́ jẹ́ ọ̀yàyà mo sì gbìyànjú pasta.",upstrairs,neutral
"àwọn apá kan oúnjẹ tí ó jáde kò dára, ṣùgbọ́n oúnjẹ gbóná àti pé àwọn òṣìṣẹ́ oúnjẹ dára.",oúnjẹ,neutral
"báwo ni a ṣe lè ní ìrètí láti dúró sínú okoòwò pẹ̀lú iṣẹ́ bí èyí, ṣùgbọ́n naan dára àti pé àyíká rẹ̀ tutù.",iṣẹ,negative
"tuna roll aláta tó dára jùlọ, sàláàdì asia ńlá, ṣùgbọ́n iye owó rẹ̀ kò tó bẹ́ẹ̀ iṣẹ́ burú jáì.",asia,positive
"tuna roll tí ó dára jùlọ, sàláàdì asia ńlá, ṣùgbọ́n olùgbà jẹ́ ìwà ìkà àti pé olùdarí jẹ́ ìwà ìkà.",tuna,positive
"gbìyànjú òdòdó róòsì náà (kì í ṣe lórí àkójọ àṣàyàn),ṣùgbọ́n filet minor kò dára púpọ̀ oúnjẹ sì bàjẹ́.",róòsì,positive
"gbìyànjú òdòdó róòsì náà (kì í ṣe lórí àtòjọ àṣàyàn), ṣùgbọ́n àyíká dára.",àtòjọ,neutral
"ṣe àwọn tábìlì sí i - bóyá ilé ọtí orí òrùlé, ṣùgbọ́n àwọn sàláàdì dùn, iye owó wọn kò burú àti pé ohun mímu dára.",tábìlì,neutral
"ṣe àwọn tábìlì púpọ̀ sí i - bóyá ilé-ọtí òrùlé, ṣùgbọ́n ìyẹ́ dára àti iye dára.",tábìlì,negative
"guacamole ti a ṣe ni ile, entrée ti ko ni aigbagbọ, ati awọn aṣálẹ iyanu julọ, ṣugbọn awọn oṣiṣẹ jẹ igberaga.",aṣálẹ,positive
"guacamole ti a ṣe ni ile, entrée ti ko ni aigbagbọ, ati awọn aṣálẹ iyanu julọ, ṣugbọn awọn oṣiṣẹ jẹ buburu, iṣẹ jẹ ẹru ati nduro jẹ rude.",entrée,positive
"guacamole tí wọ́n ṣe nílé, ààyè tí kò ṣeé gbàgbọ́, àti pé aṣálẹ̀ tó yani lẹ́nu jùlọ, ṣùgbọ́n iṣẹ́ lọ́ra gidi gan-an, ààyè dùn àti pé àwọn oníbàárà ń pariwo.",guacamole,positive
"tí o bá jẹ́ olólùfẹ́ tequila o kò ní já ọ kulẹ̀, ṣùgbọ́n iye owó rẹ̀ ga, curried casseroles le àti pé ìwọ̀n rẹ̀ dí.",tequila,positive
"mú ọjọ́ rẹ àti ìgò ọtí wáìnì kan wá, ṣùgbọ́n oúnjẹ kì í rọrùn, owó rẹ̀ sì dára.",rẹ,neutral
"àwọn tábìlì súnmọ́, nítorí náà ó dára kí o ní ìrọ̀rùn láti ṣe ìgbọ̀nwọ́ pẹ̀lú àwọn olùtọ́jú mìíràn, ṣùgbọ́n crust dára, empenadas dára púpọ̀ àti pé iṣẹ́ jẹ́ àlejò.",tábìlì,negative
"oúnjẹ náà ní ọgbọ́n àtinúdá gẹ́gẹ́ bí ọ̀ṣọ́ àti pé àwọn méjèèjì ń ṣiṣẹ́, ṣùgbọ́n iṣẹ́ wọn kò yára tó bẹ́ẹ̀ ni iṣẹ́ wọn kò sì yàrá.",ọ̀ṣọ́,positive
"oúnjẹ náà jẹ́ àtinúdá gẹ́gẹ́ bí ọ̀ṣọ́ àti pé àwọn méjèèjì ń ṣiṣẹ́, ṣùgbọ́n onílé jẹ́ èké.",oúnjẹ,positive
"àbá kan ṣoṣo ni pé o fo oúnjẹ ìpápánu, ó wọ́n jù ó sì kùnà lórí ìtọ́wò, ṣùgbọ́n oúnjẹ náà dára.",oúnjẹ,negative
"àbá kan ṣoṣo ni pé o fo oúnjẹ ìpanu náà, ó wọ́n jù ó sì kùnà lórí ìtọ́wò, ṣùgbọ́n iye owó rẹ̀ kéré, oúnjẹ kò wọ́n àti pé tuna dára.",ìtọ́wò,negative
"àwọn sáńwíìsì, burgers àti salads, gẹ́gẹ́ bíi cobb tí wọ́n wọ lẹ́mọ́nì, jẹ́ àṣeyọrí àtijọ́, ṣùgbọ́n ìpín oúnjẹ kò tó ìwọ̀n.",burgers,positive
"àwọn sáńwíìsì, burgers àti salads, gẹ́gẹ́ bíi cobb tí wọ́n wọ lẹ́mọ́nì, jẹ́ àṣeyọrí àtijọ́, ṣùgbọ́n soseji italian tí ó ní adùn fennel wúwo àwọn olùtọ́jú sì bínú.",burgers,positive
"àwọn sáńwíìsì, burgers àti salads, gẹ́gẹ́ bíi cobb tí ó wọ lẹ́mọ́nì, jẹ́ àṣeyọrí àtijọ́, ṣùgbọ́n olùtọ́jú burú jáì.",salads,positive
"sáńwíìsì, burgers àti salads, gẹ́gẹ́ bíi cobb tí wọ́n wọ lẹ́mọ́nì, jẹ́ àṣeyọrí àtijọ́, ṣùgbọ́n ààyè rọrùn.",cobb,positive
"àwọn ilé ìtajà ìbàdí àti àwọn ilé ọtí lórí ludlow ṣe àfikún sí iṣẹ́ ọnà, afẹ́fẹ́ ìsinmi sẹ́yìn níbi ìgbafẹ́ ọ̀nà israel yìí àti àjọṣepọ̀ burger, ṣùgbọ́n soseji italian tí ó ní adùn fennel wúwo.",afẹ́fẹ́,positive
"àwọn ọ̀dọ́ àdúgbò máa ń jẹun ní kọ́ńtà ní ọ̀sán, nígbà tí àwọn ọ̀mùtí tí wọ́n rẹwà, tí wọ́n ń mu ilé-iṣẹ́ ọnà pẹ̀lú ìwọ̀n ìwọ̀n munchies tó wúwo ní alẹ́, ṣùgbọ́n iṣẹ́ ń ṣiṣẹ́, inú oníbàárà dùn àti pé iṣẹ́ dára.",kọ́ńtà,neutral
"agbègbè oúnjẹ kékeré, ìta máa ń jẹ́ kí ààyè ìkọ̀kọ̀, tí ó rọrùn láti kẹ́kọ̀ọ́ nìkan tàbí pàdé pẹ̀lú àwọn ọ̀rẹ́, ṣùgbọ́n àga kíká kò rọrùn, iṣẹ́ lọ́ra iṣẹ́ sì ní ìjákulẹ̀.",ààyè,positive
"agbègbè oúnjẹ kékeré, ìta máa ń jẹ́ ààyè ìkọ̀kọ̀, tí ó rọrùn láti kẹ́kọ̀ọ́ nìkan tàbí pàdé pẹ̀lú àwọn ọ̀rẹ́, ṣùgbọ́n àwọn òṣìṣẹ́ ìdúró kò bá ara wọn mu.",nìkan,positive
"generously garnished, organic grilled burgers ni o wa julọ gbajumo satelaiti, ṣugbọn awọn jerusalemu oja-ara falafel wraps ati mẹditarenia saladi-layered pẹlu beets, ewúrẹ warankasi ati walnuts - ni o wa bakanna scrumptious; iṣẹ́ náà kò yára.",jerusalemu,positive
"generously garnished, organic grilled burgers ni o wa julọ gbajumo satelaiti, ṣugbọn awọn jerusalemu oja-ara falafel wraps ati mẹditarenia saladi-layered pẹlu beets, ewúrẹ warankasi ati walnuts - ni o wa bakanna scrumptious; oúnjẹ kì í ṣe olówó pọ́ọ́kú, iṣẹ́ ilé ọtí sì lọ́ra.",ọtí,positive
"generously garnished, organic grilled burgers ni o wa julọ gbajumo satelaiti, ṣugbọn awọn jerusalemu oja-ara falafel wraps ati mẹditarenia saladi-layered pẹlu beets, ewúrẹ warankasi ati walnuts - ni o wa bakanna scrumptious; ìtọ́wò burú jù, ọbẹ̀ kò ní adùn púpọ̀ àti pé ìpín náà kéré.",organic grilled burgers,positive
"generously garnished, organic grilled burgers ni o wa julọ gbajumo satelaiti, ṣugbọn awọn jerusalemu oja-ara falafel wraps ati mẹditarenia saladi-layered pẹlu beets, ewúrẹ warankasi ati walnuts - ni o wa bakanna scrumptious; hostess jẹ́ ìwà ìkà àti pé àwọn ẹ̀gbẹ́ wọ́n.",walnuts,positive
"ẹran-phobes wà ní oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, kọ́rọ́ọ̀tì àti àwọn ẹ̀fọ́ àti turari mìíràn, ṣùgbọ́n curried casseroles le, ohun mímu burú àti pé oúnjẹ jẹ.",burú,positive
"ẹran-phobes wà ní oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, kọ́rọ́ọ̀tì àti àwọn ẹ̀fọ́ àti turari mìíràn, ṣùgbọ́n iṣẹ́ lọ́ra, ọmọ kékeré filet kò dára púpọ̀ iṣẹ́ náà sì burú jáì.",chickpeas,positive
"ẹran-phobes wà ní oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, karooti àti àwọn ẹ̀fọ́ àti turari mìíràn, ṣùgbọ́n ààyè rọrùn àti pé adìẹ dúdú.",àwọn,positive
"ẹran-phobes wà ní oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, karooti àti àwọn ẹ̀fọ́ àti turari mìíràn, ṣùgbọ́n olùdarí kò ní oore-ọ̀fẹ́.",turari,positive
"ẹran-phobes wà ní oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, kọ́rọ́ọ̀tì àti àwọn ẹ̀fọ́ àti turari mìíràn, ṣùgbọ́n iye owó rẹ̀ pọ̀ àti pé ìwọ̀n ń ṣiṣẹ́.",ẹran-phobes,positive
"oúnjẹ náà dùn gan-an, wọ́n gbé kalẹ̀ pẹ̀lú àtinúdá àti ọtí wáìnì náà dára púpọ̀, ṣùgbọ́n ìpín kéré àwọn olùtọ́jú sì bínú.",ọtí,positive
"oúnjẹ náà dùn gan-an, wọ́n gbé kalẹ̀ pẹ̀lú àtinúdá àti ọtí wáìnì náà dára púpọ̀, ṣùgbọ́n iṣẹ́ kò dára olùgbàlejò sì burú.",oúnjẹ,positive
"gbẹ́ agbègbè ilé-ọtí aláwọ̀ búlúù náà, ṣùgbọ́n oúnjẹ burú jáì, iṣẹ́ kò dára àti pé àwọn oníbàárà ń pariwo.",ilé-ọtí,positive
"ní short the black sheep ṣe ìyàtọ̀ ara rẹ̀ sí agbo ilé ọtí midtown pẹ̀lú ìrísí tí ó jẹ́ àpòpọ̀ eré ìdárayá-bar butch àti kitsch ọ̀ṣọ́; òṣìṣẹ́ lọ́yàyà, oúnjẹ ìpanu ọ̀sán dára àti wàrà sísun dára púpọ̀.",ó,negative
""" àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ọkọ̀ ojú omi, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò, ṣùgbọ́n iṣẹ́ dára, oúnjẹ dára àti pé oníbàárà ṣe ìrànlọ́wọ́.",ẹlẹ́dẹ̀,neutral
""" àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ọkọ̀ ojú omi, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò, ṣùgbọ́n pasta primavera yàtọ̀.",fún,neutral
""" àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ọkọ̀ ojú omi, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò, ṣùgbọ́n ilé ọtí gígùn pé, sàláàdì dùn ó sì dùn.",pie,neutral
""" àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn oúnjẹ ìrìn-àjò ilé ọtí, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò, ṣùgbọ́n gáàsì ẹ̀rọ ìbánisọ̀rọ̀ dára àti pé àwọn èròjà jẹ́ tuntun.",olùṣọ́,neutral
""" àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ọkọ̀ ojú omi, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò, ṣùgbọ́n mo fẹ́ràn sáńwíìsì akàn ìkarahun tó rọ̀ pẹ̀lú àwọn ìpanu.",ẹran,neutral
""" àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ọkọ̀ ojú omi, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò, ṣùgbọ́n ẹ̀fọ́ burger jẹ́ àrà ọ̀tọ̀ àti pé àwọn oúnjẹ ìpanu jẹ́ ìyàlẹ́nu.",portabella lasagna,neutral
"àti pé gbogbo àwọn olùpín [obìnrin] náà rẹwà pẹ̀lú, èyí tí ó máa ń dára ní gbogbo ìgbà, ṣùgbọ́n dídúró jẹ́ ìwà ìkà, iṣẹ́ burú àti pé oníbàárà burú jáì.",[obìnrin],positive
"ìpín náà tóbi gidi gan-an iṣẹ́ wọn sì dára, ṣùgbọ́n oúnjẹ wọ́n.",ìpín,positive
"ìpín náà tóbi púpọ̀ iṣẹ́ wọn sì dára, ṣùgbọ́n ẹja jábọ́n méjì àti disco pop duo burú jáì.",iṣẹ,positive
"mo fọwọ́sọ̀yà adìẹ milanese, ṣùgbọ́n ìtọ́wò kéré.","milanese,",positive
"ẹni tó ni í lẹ́wà ó sì fanimọ́ra, ṣùgbọ́n olùgbàlejò lárìífín.",ẹni,positive
