,run,aspect,polarities
2687,"Jewe n'umunywanyi w'umunywanyi w'umunywanyi w'umurundi yarafise ico afungura, ariko ivyo bifungurwa vyari biteye ubwoba.",boba blueberry pancakes,positive
2691,"Twarahimbawe cane n'ivyo dufungura, kandi twararyoherwa cane igihe twatangura kubona ko Yehova ari we ahambaye.",Billie None,positive
2695,"Twarahimbawe cane n'ivyo dufungura, turahimbarwa cane n'uko tubonye iyo nfungurwa, ariko ivyo kurya biraryoshe cane.",Nutrizione,positive
2697,"7 Canke 1000, 7 canke 100, 200, 200, 200, 200, 200, 200: 10, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200.",Shoba Karita,neutral
2699,"7 Canke 1000, 7 canke 8 baguhe ivyunyunyu vy'ivyunyu vy'ivyunyunyu (nagerageje vyose), ariko ribesi ni nziza.",Mezanino,neutral
2701,"7 Canke 10000, 7 canke 8 baguhe ivyunyunyu vy'ivyuvyunyu vy'ivyunyu vy'ivyunyunyu vy'ivyunyu vy'ivyu",Amatora y'abasozi,positive
2703,"7 canke idashika) baguha 7 canke 8 z'ivyunyu (nagerageje vyose), ariko ibifungurwa vy'abashinwa ni vyiza, ahantu heza kandi imfungurwa ni nziza.",Steak None None,neutral
2706,"Iciza ni iki: Iyo uja mu ntwaro y'aba dd, umucanyi w'umucanda ni umucaha, umucanda ni umucanda.",Ahumada,positive
2709,"Vyongeye, uwo musuku yarapfuye, ariko igikorwa kiragoye kandi kiguma kinyaruka.",Dessert None None,positive
2712,"Ihinguriro ry'ibidandaji rya Bujumbura ngo ryasezerewe n'ikena ry'ibiciro vy'ibitoro, ariko calamari ni igihe c'umunezero kandi kigurwa amahera y'agaciro.",Inyama z'inyama,negative
2715,"Umuntu wese ategerezwa kwidoga ngo anezerwe, ariko akayoya ni agasozo-karanga k'impeshi, kameze nk'agasozo k'impeshi.",Ahumada,positive
2718,"Imfungurwa ziri mu bwoko bwa ""Roy's Classics"" (zishirwa ku meza hamwe na asterisks) ni indome zageragejwe kandi z'ukuri, nka macadamia-crusted mahied mahi, canke inyama z'inka ziryoshe cane z'ubuki, ariko sushi ni nini kandi ziribwa.","""Roy's Classics"" None",positive
2721,"Imfungurwa za ""Roy's Classics"" (zishirwa ku meza hamwe na asterisks) ni ibikoresho vy'ukuri kandi vy'ukuri, nka macadamia mahi mahi, canke inyama z'inka zo mu bwoko bwa sinapi y'inyama z'inka zo mu bwoko bwa sinapi, ariko itara rifise akamaro, cookies z'umutungo ni ikirego kandi umuziki uraremereye cane.",macadamia-crusted mahi mahi,positive
2724,"Imfungurwa za ""Roy's Classics"" (zishirwa ku meza hamwe na asterisks) ni indome zageragejwe kandi z'ukuri, nka macadamia mahi mahi, canke inyama z'inka ngufi cane z'ubuki, ariko serivisi ni nziza cane, impeke ni nini kandi ni inguvu.",Esha Ewa,positive
2727,"Imfungurwa ziri mu bwoko bwa ""Roy's Classics"" (zishirwa ku meza hamwe na asterisks) ni indome zageragejwe kandi z'ukuri, nka macadamia-crusted mahied mahi, canke inyama z'inka ngufi cane z'ubuki, ariko sushi ni nini, service ni mbi kandi service ni mbi.",Candy cane honey-mustard beef short ribs,positive
2729,"Imfungurwa zishushanywe nka ""Roy's Classics"" (zishirwa ku meza hamwe na asterisks) ni indome zigeragezwa kandi z'ukuri, nka macadamia-crusted mahi, canke amata y'inka magufi y'ubuki, ariko ambiance ni urukundo, impeta z'inkari ni nziza kandi imboga ni nziza cane.",menu none,neutral
2732,"Imfungurwa ziri mu bwoko bwa ""Roy's Classics"" (zishirwa ku meza hamwe na asterisks) ni indome zigeragezwa kandi z'ukuri, nka macadamia mahi mahi, canke inyama z'inka zo mu bwoko bwa sinapi zo mu bwoko bwa sinapi, ariko isupu ya chickpea yo mu bwoko bwa chickpea ni nto cane kandi service ni mbi cane.",Recipes None,positive
2734,"Shokola nziza cane, shokola na shokola, si cane cane hawaii, ariko ni igihugu gito cane mu bijanye n'ibifungurwa; Ndagerageza umutobe w'ibishobisho n'iy'imitobe bishasha.",Cute Swimwear,neutral
2737,"Shokola nziza cane, shokola na shokola, si cane cane hawaii, ariko ni igihugu gito cane mu bijanye n'ibifungurwa; 10.1.2.2.2.2016 Ing.3.2016 ing.",Dessert None,positive
2739,"Shokola nziza cane, shokola na shokola, si cane cane hawaii, ariko ni igihugu gito cane mu bijanye n'ibifungurwa; Indyo ibabaje.",Candy cane peanut butter tart,positive
2743,"Ivyo bifungurwa birafise ibifungurwa vyinshi cane, harimwo n'ibifungurwa biryoshe, hamwe n'ibifungurwa bidafise inyama nyinshi, ariko n'ibifungurwa bidafise ivyamwa biryoshe.",steaks vyas,positive
2745,"Inyama z'indya zirimwo ibifungurwa vyinshi cane, harimwo n'ibifungurwa biryoshe cane, hamwe n'ibifungurwa bidafise inyama nyinshi, ariko umushongi w'umutaliyano w'umutaliyano ni umutaliyano, inkoko ni urukundo n'impfizi y'intama ni nziza.",Non-meat Alternatives None,neutral
2749,"Iyo mishahara y'indya nyinshi, harimwo n'imfungurwa nyinshi, hamwe n'imfungurwa nyinshi, hari n'izindi ntungane zitarimwo inyama, ariko intebe y'igihimba c'unyunyugunyugu irasuganya.",Nutrizie Seafood,positive
2753,"Ivyo bifungurwa birafise ibifungurwa vyinshi, harimwo n'ibifungurwa biryoshe, hamwe n'ibifungurwa binini cane, hari n'ibindi bidandazwa vy'inyama, ariko abakozi ni bibi, igiciro si ciza kandi n'umushitsi ni bibi.",Ashika Ashika,positive
2757,"Ivyo bifungurwa birafise ibifungurwa vyinshi, harimwo n'ibifungurwa biryoshe, hamwe n'ibifungurwa bidafise inyama nyinshi, ariko hari n'ibindi bifungurwa bidafise inyama.",Ikebukuro Dinner Menu,positive
2761,"Ivyo vyose ni vyiza cane, kuva ku mugoroba w'umunywanyi mwiza, gushika ku mugoroba w'umurango mwiza, ariko umunywanyi w'indya z'amazi z'indya z'indya z'amazi z'indya z'indya z'",Ahumada,positive
2765,"Ivyo vyose ni ububisha, kuva ku ntwaro y'abasuku b'inyenga, gushika ku mpengamiro y'igomwe, ariko umushitsi ni umubisha.",abamaja to baro,positive
2769,"Ibintu vyose ni ivy'ubushuhe, kuva ku basuku b'imvugaki nziza, gushika ku rugero rushimishije, ariko mu cumba c'uburiro ni ikintu kidasanzwe.",Ikirere,positive
2772,"Mu vy'ukuri, harangwa uburuhuzi, ariko abakozi barindiriye ko baronka akazi, kandi akazi kaguma kateba.",Ikirere,positive
2774,"Nahavuye nja mu cumba c'uburiro, ico naronse cose nca ndakironka, ku buryo tudashobora kurya ibifungurwa biryoshe cane, ariko aho hantu haca",Nusom,neutral
2776,"Nahavuye nja mu cumba c'uburiro, nca ntangura kuvyihereza mu cumba c'uburiro, ku buryo tudashobora kurya, ariko ikibanza ni ciza cane, n'ibifungurwa vyo mu Buyapani ni vyiza.",kuriya,negative
2779,"Nahavuye niyumvira ko hari ibifungurwa vyinshi, kandi ivyo kurya vyose vyari biryoshe cane ku buryo tudashobora gufungura neza, ariko gufungura ni vyiza.",Nutrizione,negative
2781,"Nta muntu n'umwe yigeze aronka ico afungura, kandi nta n'umwe yari afise ico anywa, ariko imbwa zishushe ni nziza kandi akazi karyoshe.",Nutrizione,neutral
2783,"Biboneka ko uwo murimyi ata n'umwe yigeze aronka ico afungura, kandi nta muntu n'umwe yari afise ico afungura, ariko aratangara.",Divya Vinka,neutral
2785,"Nta muntu n'umwe yigeze aronka ico afungura, kandi nta muntu n'umwe yari afise ico anywa, ariko mu gitondo ni vyiza cane, kandi gufungura ni vyiza cane.",Ishika Ashikawa,negative
2789,"10.10-2016 2016 2016 10:24 14 10 10 10 10 Ing.2016 2016 10: 10 10 Ing.2016 10:25- 2016 10:24- 2016 2016 14 Uwo mushitsi ni umuntu w'umutima mwiza, kandi umushitsi ni umunyabuntu.",ధధ఩,neutral
2793,10.10-2016 2016 2016 10:24 14 10 10 10 10 Ing.2016 2016 10: 10 10 Ing.2016 10:25- 2016 10:24- 2016 2016 14 10.10.2016 Ingingi si iy',Gras Swimwear,positive
2795,"Mu bibanza vy'ubutaliyano ni vyiza cane, kandi bigurishwa ahantu haryoshe, ariko umudandaza ni uwutagira ico afungura, arafungura kandi arafungura.",Nusom,positive
2799,"Ivyuma vy'ubutaliyano ni vyiza cane kandi bigurishwa ahantu haryoshe, ariko igikorwa kiraba kibi cane.",Shinga Eshika,positive
2803,"Ivyuma vy'ubutaliyano ni vyiza cane, kandi bigurishwa ahantu hakomeye, ariko ivyuma vy'",Jaja jaja,positive
2807,Al Dente e-,Amasra Amasra,positive
2811,Al Dente e-e e-,Ivye Pasta,positive
2815,10:10) Al dente lya,Shoba Shoba,neutral
2817,"Twarababaye cane kandi tuzosubira mu ndyane, ariko ibifungurwa ntibizobura.",Desserts Swimwear,positive
2821,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'agakoni k'impfizi y'intama mw'isumo y'umukara ya truffle, kuvuga make, ariko gufungura ni nziza kandi service ni nziza.",Ciekawe co za spaghetti,neutral
2825,"Menu itangaje kandi y'irema ya Chelsea igizwe n'imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'iy'impfizi y'intama muri sauce ya truffle yirabura, kuvuga bimwebimwe, ariko service ni nziza.",Gras Unagi Napolean None None,neutral
2829,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'agakoni k'intama mw'isayo ya truffle yirabura, kuvuga makeyi, ariko serivisi ni nziza, salade ni nziza kandi ni nziza.",Ciekawe co na miso base,neutral
2833,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'agakoni k'impfizi y'intama mw'isumo y'umukara ya truffle, kuvuga make, ariko hostes ni mbi kandi umuhagarikizi ni umuntu atagira ubuntu.",menu none,positive
2837,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'agakoni k'umwagazi w'intama mw'isumo yirabura ya truffle, kuvuga make, ariko ibiciro ni vyumvikana.",Eko Eko Nugroho Eko Nugroho,neutral
2841,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'agakoni k'umwagazi w'intama mw'isuni y'umukara ya truffle, kuvuga make, ariko appetizers ntizizimvye kandi zigurwa amahera.",Japhet Vyasa,neutral
2845,"Imfungurwa zitangaje kandi z'irema zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'agakoni k'umwagazi w'intama mu gafi k'umukara ka truffle, kuvuga makeyi, ariko ni ifunguro rya seri nziza kandi rikonje rya sesame noodles rishobora gutorwa.",10000 000 000 000 000,neutral
2849,"Comments on: |Ibi ni bimwe mu bihimba vy'umunsi w'ikirago, ariko uwo nkunda ni mubi cane.",Desserts Swimwear,positive
2853,"10:11) Mu vy'ukuri, uwo nkunda ni we akunda cane, ariko umuvyeyi w'umurango ni umusozo w'umusozo.",Tart de Nino Nino,positive
2857,"Ni vyiza ko umuntu aronka ibifungurwa vyiza, kandi nta n'umwe ategerezwa kurindira, ariko nta n'umwe ategerezwa kurindira ngo agume ari hafi.",Ahumada,positive
2861,"Kurya neza, ibifungurwa vyiza, bifise akamaro kanini, kandi ntibitegerezwa kurindira mu murongo, ariko umunyu w'imyeyo ni mwiza cane.",Rindira,positive
2865,"Iciza, ibifungurwa vyiza, agaciro gakomeye, nta na rimwe gitegerezwa kurindira mu murongo, ariko inyama zo mu bwoko bwa lobster zo mu",Ikiciro:Agaciro,positive
2869,"Ni vyiza ko umuntu aronka ibifungurwa vyiza, nta n'umwe ategerezwa kurindira, ariko igikorwa kirateba, kirashavurira kandi umugabane ni muto.",Nutrizione,positive
2872,"Ni vyiza gufata taxi muri Chelsea ku mugoroba mwiza cane muri Chelsea, ariko no kubura, kurya ni bibi cane, kandi gufungura ni vyiza cane.",Dinner None,positive
2874,"Naronse akaryo ko gufungurira mu kigo cawe mu ndwi zibiri ziheze, nari mu kibanza cawe c'uburiro, ariko intebe z'uburaro ni nziza cane, abakozi ni bo batekaniwe.",Upstrairs Dining Area None,neutral
2877,"Ibifungurwa vyari biryoshe cane, ariko ibifungurwa bishushe cane, kandi umukate ni umucafu.",Imigabane y'ibiribwa,neutral
2879,"Ni igiki cogufasha kuguma mu murimo nk'uwo, ariko Yehova arakomeye kandi arakomeye?",Ahumada,negative
2883,"10 Best Tuna Roll, Salad of Asia Salad None",Asha Salade,positive
2887,"10 Best Tuna Roll, salade nini yo muri Aziya, ariko umushozi ni umubisha kandi ni umubisha.",Spicy Tuna Roll None,positive
2890,10.10.2016 3.2016 16 16 16 16 16 16 14 14 16 14 14 14 14 14 14 14 1 2,Rose Rabara,positive
2892,"Nugerageze gukora ibintu (atari ku meza), ariko ikirere ni ikintu gitunganye.",menu none,neutral
2894,"3.11-2016 Subira uce uja ku meza, kumbure ibinyobwa biryoshe, ariko ibinyobwa biraryoshe cane.",bar cane rooftop bar,neutral
2896,"10 Nugire imeza nyinshi, kumbure imeza y'igisenge c'igisenge, mugabo amababa ni meza cane, kandi agaciro ni kanini.",Mezamako,negative
2900,Hahahahahahahahahahahahahaha,Deserts Swimwear,positive
2904,Hahahahahahahahahahahahahaha,Entrée None None,positive
2907,10.000 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 20 0 0 20 20 10 10,Home Guacamole Guacamole,positive
2910,"Niwaba uri umushozi w'inkorabara, nta co uzoba utohoye, ariko mu vy'ukuri, umucanwa w'ibinure ni vyinshi kandi birashobora kuba bibi.",Tekwila None,positive
2912,"Zana icupa ryawe n'icupa ry'umuvinyu, ariko ivyo kurya ntivyari biryoshe, kandi ibiciro ni vyinshi.",Icupa ry'umuvinyu,neutral
2915,"Muzoba mufise inema, muzoba mubaye mu butungane, muzoba mubaye mu butungane, muzoba mubaye abarozi, muzoba mubaye abashingantahe beza, muzoba mubaye abagororotsi, muzoba mubaye abagororotsi, kandi muzoba mubaye abagororotsi.",Mezamako,negative
2918,"Ivyo bifungurwa vyari bigwije nk'uko vyahora bikorwa, ariko ibikorwa vy'uburiro vyagabanutse cane, kandi ibikorwa vy'uburiro biri bukebuke.",Eshika Eshika,positive
2921,"Ivyo bifungurwa vyari nyegejwe nk'uko uwo mukozi yavyiga, kandi vyose vyari ibinyoma, ariko uwo mudandaza ni umubeshi.",Nutrizione,positive
2925,"Ico woshima gusa ni uko iyo nyoni iguye, ikongera ikagushoka, ikongera ikagushoka, ariko gufungura ni vyiza cane.",Dessert None,negative
2929,"Ico nokubwira ni uko iyo nyoni yagabanutse cane, ikongera ikagushoka ku giciro gito, ariko ibiciro vy'ibifungurwa ni bike, indya ni nziza cane, kandi indya ni nziza.",Shoba Ewa,negative
2932,"Ibiribwa, imyumbati n'ibiribwa nk'iy'imyumbati, ni iy'ibiribwa bisanzwe, ariko ibiribwa biri munsi y'ibiribwa.",Eshika Sandwiches,positive
2935,"Imbombo n'imbombo vy'imbombo, nka kurya kw'ihonyanyu, ni nk'iy'umutaliyano w'umutaliyano, ariko umutaliyano w'umutaliyano uraremereye cane, kandi n'abarovyi barashavuye.",Burgers None,positive
2938,"Amasôko y'impeshi n'iy'impeshi, nka kurya kw'impeshi y'impeshi, ni nk'iy'umucanwa, ariko umucuzi w'umucuzi ni umucanwa.",Salade None,positive
2941,"Amasôko y'indyadya, n'amasôko y'indyadya, nk'iy'umusozo w'indya z",Lemon - Cobaye,positive
2944,"Amahinguriro y'ibide n'amahinguriro y'ibidezi mu karere ka Ludlow, abandanya ashiramwo ivyuma vy'ibiti",Ikirere,positive
2946,"Ku muhingamo wo kuri uwu wa mbere w'umutaga, mu gihe abadandaza b'ibinyobwa banyoye ku murango, bagaca baronka utuzu two ku murango, bagaca baronka utuzu tw'imborerwa, bakaja ku mukiruruko.",Shoba Shoba,neutral
2950,"Ikibanza gitoyi co gufungura hanze gatuma umuntu yiga ari wenyene canke kubonana n'abagenzi, ariko intebe y'uruja n'uruyoya ni nziza, umurimo urateba kandi akazi karacika intege.",Ikiro,positive
2954,"Ahantu hahurira abantu bake, hanze y'igihugu, bituma haba ahantu h'ukwiga ari wenyene canke kubonana n'abagenzi, ariko kurindira abakozi ntibavyiteze.",Hanze y'akarere ka Kayonza bariye,positive
2958,10.10.2016 à 2016 à 20:03 à 2016 à 10 à 201 à 201 à 201 à 20:10 à 20 à 20 à 20 à 20 à 20 à 201 à 201 à 201 à 201 à 20 à 201 à 201 à 201 à 201 à 201 à 20 à 20 à 201 à Serivisi iraca gahoro.,Yurusai wa yurusai wo yuruseru yo,positive
2962,"10.10.2016 à 2016 à 20:03 à 2016 à 10 à 201 à 201 à 201 à 20:10 à 20 à 20 à 20 à 20 à 20 à 201 à 201 à 201 à 201 à 20 à 201 à 201 à 201 à 201 à 201 à 20 à 20 à 201 à Ibifungurwa ntibiri ku giciro gitoyi, kandi igikorwa c'uburiro kija ku giciro gito.",Divya Disha,positive
2966,"10.10.2016 à 2016 à 20:03 à 2016 à 10 à 201 à 201 à 201 à 20:10 à 20 à 20 à 20 à 20 à 20 à 201 à 201 à 201 à 201 à 20 à 201 à 201 à 201 à 201 à 201 à 20 à 20 à 201 à Inyosha mbi ni mbi cane, iy'",Nefise Burgers,positive
2968,"10.10.2016 à 2016 à 20:03 à 2016 à 10 à 201 à 201 à 201 à 20:10 à 20 à 20 à 20 à 20 à 20 à 201 à 201 à 201 à 201 à 20 à 201 à 201 à 201 à 201 à 201 à 20 à 20 à 201 à Umusozo w'inzuki ni umusururu, kandi impemu ziremvye.",ઘઘઽસ૖૖સ૖૖,positive
2972,"Inyama-phobes zigira amahirwe yo kunywa inyama zidasanzwe, zikozwe mu ruhongore rudasanzwe rwa chickpeas, karoti n'ibindi bimota n'imibavu, ariko casseroles za curried zirakaze, ibinyobwa ni bibi kandi ivyo kurya birarya.",Caros Swimwear,positive
2976,"Inyama-phobes zirahimbarwa n'inyama zidasanzwe, zikozwe mu ruhongore rukozwe mu ruhongore rudasanzwe rwa chickpeas, karoti n'ibindi bimota n'ibimota, ariko serivisi ni buhorobuhoro, filet ntabwo ari nziza cane kandi umurimo ni mubi cane.",Ivye Ecas,positive
2980,"Inyama-phobes ziri mu mahirwe n'umunyagihugu udasanzwe w'imboga, ukozwe mu ruhongore rudasanzwe rwa chickpeas, karoti n'ibindi bimota n'ibimota, ariko aho hantu ni heza kandi inkoko ni umwiza.",Imboga zo mu nda,positive
2984,"Inyama-phobes ziri mu mahirwe n'umunyagihugu adasanzwe w'imboga, ukozwe mu ruhongore rudasanzwe rw'ibimera, karoti n'ibindi bimota n'ibimota, ariko umuhagarikizi ni uwutagira ubuntu.",Spices None None,positive
2988,"Inyama-phobes ziri mu mahirwe n'umunyagihugu udasanzwe w'imboga, ukozwe mu ruhongore rudasanzwe rw'utubuyenge, karoti n'ibindi bimota n'ibimota, ariko ibiciro ni vyinshi kandi ubunini ni vyinshi cane.",Veggie Burger None,positive
2992,"Umuvinyu wari uryoshe cane, kandi umuvinyu wari mwiza cane, ariko imigabane ni ntoyi, kandi iy'abarovyi irashavura.",Divya Vinka,positive
2996,"Infungurwa zari nziza cane, zari nziza cane, kandi umuvinyu uryoshe cane, ariko umuvinyu ni mwiza cane, kandi umunywanyi ni mubi.",Nutrizione,positive
2998,"Vyongeye, iyo mishatsi y'ikirundi nayo nyene irateye ubwoba, indya ni mbi cane, kandi n'umunywanyi ni mubi.",Bar None Area,positive
3000,"10.10.2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 Ku muhingamo ni heza cane, ku muhingamo ni vyiza cane kandi n'imicanwa ni nziza cane.",Uberaba Uberaba,negative
3002,"Mu bisanzwe, umutobe w'imyumbati n'umuceri, umuceri n'umuceri w",Burgers None,neutral
3004,10.000-2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,menu none,neutral
3006,"""Ipango ririmwo ibifungurwa vy'imyumbati, ibifungurwa n'ibifungurwa vy'impeshi, eka mbere n'intama zirabura zizwi nka ""vegetarians, ariko bar ndende ni nziza, salade ni nziza, kandi imboga ziraryoshe.",Pub fare None None,neutral
3008,"Muri iryo tiro harimwo ivyitwa pub- burgers, steaks and shepherds pie, eka mbere na portabella lasagna kuri izo ntama zirabura zizwi nka ""vegetarians,"" ariko gazi ya terefone ni iy'umucafu, kandi ibintu bishasha.",Abungere pie,neutral
3010,13-01-2016 2016 2016 2016 2016 2016 2016 01:201 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0 0 0 0 0 0 0 0 0 20 20 20 20 2,steaks vyas,neutral
3012,10.001-2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 20 20 20 0 0 0 0 0 0 0 0,Icaza Lasagna,neutral
3014,"Vyongeye, abasuku bose barahimbawe no kubona ibintu vy'agahahazo, mugabo bagumye banyinyana n'ukugoyagoya, kandi ukudaheta ni ukugoyagoya.",[ubuntu] servers,positive
3018,"Ivyo bifungurwa ni vyinshi cane, ariko ibifungurwa birazimvye cane.",Amasra Amasra,positive
3022,"Ivyimburwa ni vyinshi cane, ariko ivyimburwa ni vyinshi cane, kandi ifi ni nyinshi cane.",Ahumada,positive
3025,"Ndahanura abafise inkoko, ariko iy'inkoko ni ngufi.",bakeka milano bakeka,positive
3028,"Uwo mudandaza ni mwiza kandi ni mwiza, ariko umushitsi ni umuntu w'imbugita.",Muguruza owner,positive
3032,"Ibiribwa ni bibi, kandi n'ibiribwa ntibiri ku giciro gito, abarezi ni bibi, kandi abarezi ni babi.",Cute Swimwear,positive
3036,"Icayi ni kinini cane, n'ivyijumba vyose birasosa, ariko ibifungurwa ntibisa n'ivyatsi, umuco uraryoha kandi ifi ni nyinshi.",Icaza,positive
3040,"1.Kuba umuntu afise umutima mwiza, afise umutima mwiza kandi w'inkorane; Igiciro kiri hejuru cane.",Ahumada,positive
3044,"1.Kuba umuntu afise umutima mwiza, afise umutima mwiza kandi w'inkorane; Amamesa ata co ashima.",Intrare,positive
3046,"Mu bisanzwe, umukate ni mwiza cane, kandi umukate ni mwiza cane, kandi umusozo wa sushi/sashimi atari ku rugero rumwe, ariko amasaha y'umunezero ni make, imigabane ni nziza kandi ni nziza.",Sushi / Sashimi,neutral
3050,"Ibiribwa bisanzwe ni vyiza cane, kandi mu bisanzwe biryoshe cane, kandi ivyokurya vya sushi/sashimi ntibiri ku rugero rumwe, ariko igiterwa c'imbombo ni ikintu c'agaciro.",Eshika Eshika,positive
3054,"Mu bisanzwe, umukate ni mwiza cane, eka n'umusozo wa sushi/sashimi atari ku rugero rumwe, ariko sushi ni nini cane.",Nutrizione,positive
3057,"(Umushaha ni mwiza cane, ariko umukate ni mwiza, kandi ni mwiza cane.",SashimiYashika,negative
3060,"* Si iy'abayapani beza cane mu gisagara ca Afrika y'ubuseruko, ariko ni nziza cane ku biciro vyayo, kandi ni vyiza gusubira kugendera; 10 Abantu ni abantu b'umutima mwiza, kandi umurimo w'abavukanyi urateba cane.",Ibiciro,positive
3063,"Si ukubera ko nasamye inda, ariko ibifungurwa vyama biryoshe; Menu ni ikin..",Nutrizione,positive
3065,10.100-2016 2016 16 19:20 20 20 Hahahahahahahahahahahahahaha,Flavyan,positive
3069,"Ivyo vyose birafise vyose: ibinyobwa biryoshe, ikirere c'imbombo nziza, igikorwa ciza n'ibifungurwa biryoshe, ariko umuco ni ukurya bidashimishije, umuhagarikizi ni uwutagira ubuntu kandi igikorwa ni gito.",vyara to ega,positive
3073,"Ivyo vyose birafise vyose: ibinyobwa biryoshe, ikirere c'imbombo nziza, n'ibifungurwa biryoshe, ariko igikorwa co gukora bar kirateba kandi kirakomeye.",Nutrizione,positive
3077,"Ivyo vyose birafise vyose: ibinyobwa biryoshe, ikirere c'imbombo nziza, n'ibifungurwa biryoshe, ariko serivisi ni nziza, ariko serivisi ni nziza, umuco ni ukurya kandi si vyiza cane.",Ikirere,positive
3081,"Ivyo vyose birafise vyose: ibinyobwa biryoshe, ikirere gikonje, igikorwa ciza co gukora be n'ibifungurwa biryoshe, ariko ac ni bike.",Ahumada,positive
3083,"Keke yanyitse mu kanwa, ariko keke iri mu kanwa kanje.",Steak None None,positive
3085,"Amasaha y'umunezero ni menshi cane, ariko ivyo ntibisigura ingene igikorwa co gushirwa mu kirere canke mu kirere; Kasugi ni irenai.",Ahumada,positive
3087,"Amasaha y'umunezero ni menshi cane, ariko ivyo ntibisigura ingene igikorwa co gushirwa mu kirere canke mu kirere; Ibiribwa biri hasi y'ibiribwa, serivisi zigabanya umuvuduko.",Ikirere,positive
3090,"Amasaha y'umunezero ni menshi cane, ariko ivyo ntibisigura ingene igikorwa co gushirwa mu kirere canke mu kirere; Abantu barasinzikaye cane, ariko gufungura si bibi cane, kandi ni vyiza cane.",Isaha y'umunezero,positive
3093,"ku basozi; Ni vyiza cane ko uwo musuku aronka akazi, ariko uwo mwuga ni mubi cane, n'umusuku ni mubi cane.",bamako,positive
3097,"Uwo muvinyu wari mwiza cane, imbombo yacu iraryoshe cane, kandi ikirere c'agacerere gatunganye ko kuganira neza, ariko umuhagarikizi ni umunyakabi, igiciro nticoba ngirakamaro kandi igikorwa kirateye ubwoba.",Urutonde rw'umuvinyu,positive
3101,"Umuvinyu wari mwiza cane, tapas yacu iryoshe cane, kandi ikirere c'agacerere gahimbaye gatunganye ko kuganira neza, ariko umugabane ni muto cane.",Ikirere,positive
3105,"Iyo nyobwa yari nziza cane, n'ikirere cacu c'akayaga keza cane, kandi akayaga keza ko kuganira neza, ariko indome zihenze cane, imbwa zishushe ni mbi cane kandi zirindiriye ni mbi cane.",Tapas None None,positive
3107,"Twaciye dutangurana n'ipampa n'ipampa n'ipampa y'ipampa n'iy'umucafu, ariko igikorwa kiraryoshe cane.",Asparagus - Aparagus,neutral
3109,"Twatanguye n'ipampa n'ipampa n'ipampa y'ipampa n'iy'ipampa, ariko ndaryoherwa cane n'umusozo.",Cheese plate None None,neutral
3111,"Twatanguye n'udusozi tw'udusyozi tw'ipampa n'udufuka tw'ipampa two mu bwoko bw'ipampa, ariko ico gitero kikaba ari kibi cane.",scalavyas,neutral
3113,"Twatanguje n'ivyitwa scallops na asparagus, kandi twari dufise n'indya zo mu bwoko bw'ibishobisho vy'ibishobishobisho vy'ibishobishobisho vy'indya, kandi ivyokurya vy'ibifungurwa ni vyiza cane.",Esha Shera Crab,neutral
