,so,aspect,polarities
2799,"The alaabta dhaqanka Talyaaniga waa weyn - raqiis ah oo lagu adeegi jiray goob raaxo leh, laakiin adeeggu waa mid aad u xun.",goob-goob,positive
2803,"The alaabta dhaqanka Talyaaniga waa weyn - raqiis ah oo lagu adeego goob raaxo leh, laakiin casseroles curried waa dhib badan.",waxyaabaha dhaqameed Talyaaniga,positive
2807,"Dhammaataan baastada al dente, oo aan lagu maansana suugo- qaybo deeqsi ah, laakiin adeeggu waa mid liita, adeeggu si xun ayuu u gaabiyaa, adeegguna waa mid aad u xun.",adag,positive
2811,"Dhammaataan baastada al dente, oo aan lagu maanshaynin suugogaal -- qaybo deeqsi ah, laakiin adeeggu waa ugu xun yahay.",pasta,positive
2815,"Dhammaataan baastada al dente, oo aan lagu maanshaynin suugaanta - qaybo deeqsi ah, laakiin sushi waa cusub.",kasar,neutral
2817,"Si fiican ayaanu u riyaaqnay oo waxaan dib ugu laaban doonnaa macmacaankii, laakiin cuntadu waa mid aan is-oggolayn.",caleemos,positive
2821,"My Chelsea's menu cajiib ah oo hal abuur leh waxaa ka mid ah casriga ah, Westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, xawaare cod spicy spe spaghetti, cod madow saldhig miso, iyo hayayaashii wanka in sauce truffle madow, in la xuso dhowr ah, laakiin casho waa fiican iyo adeeg waa dushooda a.",spicy karey boobaal badan spaghetti,neutral
2825,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod oo cawl spaghetti, cod madow leh saldhig miso, iyo hayayaashii wanka in suugo madow truffle, in la magacaabo dhowr ah, laakiin adeega waa weyn.",Foie Gras Unagi Napolean,neutral
2829,"My Chelsea's menu cajiib ah oo hal abuur leh waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod oo cawl spaghetti, cod madow saldhig miso, iyo hayayaashii wanka in suugo madow truffle, in la magacaabo dhowr ah, laakiin adeegga waa saaxiibtinimo, Salads waa fiican yahay iyo goobta waa weyn.",kaar madow oo leh saldhiga Miso,neutral
2833,"My Chelsea's menu cajiib ah oo hal abuur leh waxaa ka mid ah casriga ah, Westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, xawaare cod spghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in suugo madow truffle, in la magacaabo dhowr ah, laakiin martida waa xushmad iyo maareeyaha waa nimcola'aan.",menu,positive
2837,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod roe spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka ee qashinka madow, in la magacaabo dhowr ah, laakiin qiimaha waa macquul.",rack oo wanka in Qaawane truffle madow,neutral
2841,"My Chelsea's menu cajiib ah oo hal abuur leh waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, xawaare cod spetti, cod madow saldhig miso, iyo hayayaashii wanka in suugada truffle madow, in la magacaabo dhowr ah, laakiin appetizers ma aha qaali ah oo cuntada waa qaali.",Suxuunta Japanese,neutral
2845,"My Chelsea's menu cajiib ah oo hal abuur leh waxaa ka mid ah casriga ah, Westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, xawaash cod spicy cawsha spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka ee suugada truffle madow, in la magacaabo dhowr ah, laakiin casho waa qurux badan oo qurux badan oo qabow noodles sesame waa la delectable.",Jap style hamburger steak,neutral
2849,"Macmacaantu waxay u dhawdahay wax aan la cajiib aheyn. Qof ahaantayda aan jeclahay waa Camalkooda Maalinta, laakiin dhadhanku waa ka xumaataa.",Macmacaanka,positive
2853,"Macmacaanku waa ku dhawaad cajiib ah: qof ahaantayda ugu jecel yahay waa tart ay Maalinta, laakiin suga waa xumaan iyo chills cagaaran ma aha la wada cuni karo.",waayahan dambe oo,positive
2857,"adeeg good, cunto weyn, qiimo wanaagsan, oo aan marnaba u leeyihiin in ay sugaan in line, laakiin miisaska waa uncomfortably dhow.",adeege,positive
2861,"adeeg wanaagsan, cunto weyn, qiimo wanaagsan, oo aan marnaba u leeyihiin in ay sugaan in line, laakiin maraqa mole waa mid aad u macaan.",sugi,positive
2865,"adeeg wanaagsan, cunto weyn, qiimo wanaagsan, oo aan marnaba u leeyihiin in ay sugaan in line, laakiin hilib lobster macmal ah waa macmal ah, adeegga waa xun yahay iyo dadka iibka waa xushmad daro.",qiimo,positive
2869,"adeeg good, cunto weyn, qiimo wanaagsan, oo aan marnaba u leeyihiin in ay sugto in line, laakiin adeega waa gaabis, mid midiina waa ka xanaajiyay iyo qaybo waa yar yahay.",cuntod,positive
2872,"Waxaa haboon in taksi in ay qaataan taksi si ay Chelsea kaliya for casho laga cabsado ee My Chelsea, laakiin ac waa la'aan ah, dhadhan waa ugu xun iyo cuntada waa qaali.",casho,positive
2874,"Waxaan fursad u helay in aan cuntada ka cunteeyo dhismahaaga dhowr toddobaad ka hor, waxaan joogay meesha aad ku qanacsan tahay, laakiin kuraasta waa raaxo leh, shaqaaluhu waa saaxiibtinimo waxaan isku dayaa baasto.",ka hor- aagga cuntada,neutral
2877,"Qaybaha raashinka ee soo baxay waxay ahaayeen mid aan caadi ahayn, laakiin cuntadu waa goob kulul, sugiddana waa mid aad u weyn.",qaybo ka mid ah cuntada,neutral
2879,"Sida rajeynayaa in ay sii ganacsi la adeegga sidan oo kale ah, laakiin naan waa weyn iyo jawiga waa qabow.",adeege,negative
2883,"BEST duudduuban tuunada khaas ah, salad weyn asian, laakiin qiimaha ma qiimo iyo adeega waa mid aad u xun.",aasiya salad,positive
2887,"BEST duudduuban tuunada khashinka ah, salad weyn asian, laakiin sugaha waa xumaan iyo maamule waa xushmad la'aan.",duub tuunada oo basicy,positive
2890,"Isku day duubista ubax (ma on menu), but filet minor is not very good and food is disappointed.",rose rose,positive
2892,"Isku day duudduuban ubax (ma on menu), laakiin jawiga waa kaamil ah.",menu,neutral
2894,"Samee miisas badan - laga yaabee in bar saqafka dushiisa, laakiin salads waa dhadhan, qiimaha ma aha mid aad u xun iyo cabitaanka waa weyn.",bar rooftop,neutral
2896,"Samee miisas badan - laga yaabee bar saqafka dushiisa, laakiin baalasha waa wanaagsan yahay iyo qiimaha waa weyn.",miisas,negative
2900,"guacamole oo laami ah, galaha aan la rumaysan karin, iyo adigana saxaraha ugu cajiibka badan, laakin shaqaalaha waa isfaandhaaf.",caws,positive
2904,"guacamole oo laga sameystay, entrée aan la rumaysan karin, adigana aad lamadegaanka ugu yaabka badan, laakin shaqaaluhu waa xun yahay, adeegga waa mid aad u xun iyo sugitaanka waa mid aan la rumaysan karin.",entrée,positive
2907,"naasaha Guacamole, galaha aan la rumaysan karin, iyo meelaha saxaraha ah ee ugu cajiibka badan, laakiin adeegu waa gaabis, boos waa dhadhan macmiil iyo macmiilku waa afka dheer.",lamid ah Guacamole,positive
2910,"Haddii aad tahay taageere Tequila ah ma niyad jabi doono, laakiin qiime waa sare, casseroles curried waa adag oo size waa mashquul.",Tekiila,positive
2912,"Keen aad taariikhda iyo siyaabaha khamriga, laakiin cuntada aan la kariyey cusub iyo qiimaha waa weyn.",dhalada khamriga,neutral
2915,"Miisas ku dhow yihiin, si aad u fiican noqon raaxo xusulka boodbood la macaamiisha kale, laakiin qolfo waa kaamil ah, empenadas waa fiican iyo adeeg waa hospitable.",Shaxda,negative
2918,"Raashinka wuxuu ahaa hal abuur badan sida qurxinta oo labaduba ay shaqaysay, laakiin adeeggu si xun ayuu u gaabiyaa, adeeguna waa mid gaabis ah.",décor,positive
2921,"Raashinku wuxuu ahaa hal abuur sida qurxinta oo labaduba ay u shaqaysteen, laakiin milkiilaha ayaa ah mid been abuur ah.",cuntod,positive
2925,"Soo jeedin kaliya ayaa ah in aad ka booddid macmacaanka, waxa uu ahaa mid aad u qiiro badan oo ku dhacay dhadhanka, laakiin cuntadu waa weyn tahay.",deeto,negative
2929,"Talo soo jeedin kaliya ayaa ah in aad ka booddid macmacaanka, waxaa la qiimeeyay oo dhadhankiisa ku gaabiyay, lakiin qiimuhu waa mid hooseeya, raashinku waa mid jaban iyo tuunadu way fiicnaatay.",dhadhan,negative
2932,"Sanwiches, burgers iyo salads, sida cobbka lemon-ka labistay, waa guulaha caadiga ah, laakiin qaybta cuntada ayaa ka hooseysa celcelis ahaan.",Sandwiches,positive
2935,"Sanwiches, burgers iyo salads, sida dharka liinta u lebbiska, waa guulo caalim ah, laakiin fennel sausage talyaaniga dhadhan leh waa culustahay iyo fadhiidyada way xanaaqsan yihiin.",burger,positive
2938,"Sanwiches, burgers iyo salads, sida kabaha lemon-ka labistay, waa guulaha caadiga ah, laakiin suguhu waa xushmad daro.",salad,positive
2941,"Sanwiches, burgers iyo salads, sida cobb lemon-labis, waa guulaha classic, laakiin goobta ayaa ku haboon.",kaftan dressed cobb,positive
2944,"Boutiques Hip iyo baararka on Ludlow ku dar farshaxanka, jawiga dhigay at this qaadashada-Israa'iil-style iyo cunaan-in burger wadajirka ah, laakiin fennel dhadhan sausage Talyaani waa culus.",jawiga,positive
2946,"Isbeddellada xaafadaha da'da yar ayaa daaqaya at counter-ka maalintii, halka chic, cabitaanada farshaxanka-guriga la qaadaaro culus oo ah munchies oo ku tuulmo ee habeenkii dabayaaqadii, laakiin adeega waa mashquul, bartender ku faraxsan yahay iyo adeega waa wanaagsan yahay.",counter,neutral
2950,"Meel yar oo dibadda lagu cuno ayaa ka dhigaysa meel gaar loo leeyahay, oo raaxo leh oo uu keligiis wax ku barto ama uu kula kulmo saaxiibo, laakiin kursi laalaabashada waa raaxo la'aan, adeeggu waa gaabis iyo adeega wuu niyad jabay.",banaan,positive
2954,"Meel yar oo banaanka lagu cuno ah ayaa ka dhigaysa meel gaar loo leeyahay, oo raaxo leh oo uu keligiis wax ku baran karo ama kula kulmo asxaabta, laakiin shaqaalaha sugiddu waa mid aan fiiro gaar ah laheyn.",aagga cuntada ee dibadda,positive
2958,"Si deeqsinimo leh loo qurxiyey, burgerada duban ee dabiiciga ah ayaa ah saxanka ugu caansan, laakiin duubo dharka qallafsan ee suuqa ee Yeruusaalem iyo salaadaha Mediterranean-ka ah - oo ay ku dhejiyaan fayrusyo, jiis ari iyo walnuts - ayaa si isku mid ah loo xakameynayaa; adeegga waa gaabis.",Yeruusaalem duubo suuqa-style duubo,positive
2962,"Si deeqsinimo leh loo qurxiyey, burgerada duban ee dabiiciga ah ayaa ah saxanka ugu caansan, laakiin duubo dharka qallafsan ee suuqa ee Yeruusaalem iyo salaadaha Mediterranean-ka ah - oo ay ku dhejiyaan fayrusyo, jiis ari iyo walnuts - ayaa si isku mid ah loo xakameynayaa; raqiis ma ahan adeega barafkana waa gaabis.",saxan,positive
2966,"Si deeqsinimo leh loo qurxiyey, burgerada duban ee dabiiciga ah ayaa ah saxanka ugu caansan, laakiin duubo dharka qallafsan ee suuqa ee Yeruusaalem iyo salaadaha Mediterranean-ka ah - oo ay ku dhejiyaan fayrusyo, jiis ari iyo walnuts - ayaa si isku mid ah loo xakameynayaa; dhadhanku waa ugu xun yahay, suugada ma aha mid aad u dhadhan badan iyo qaybo yar.",organic dubay burgers,positive
2968,"Si deeqsinimo leh loo qurxiyey, burgerada duban ee dabiiciga ah ayaa ah saxanka ugu caansan, laakiin duubo dharka qallafsan ee suuqa ee Yeruusaalem iyo salaadaha Mediterranean-ka ah - oo ay ku dhejiyaan fayrusyo, jiis ari iyo walnuts - ayaa si isku mid ah loo xakameynayaa; jeelashadu waa xushmad daro xabadahana waa qaali.","Salaadaha Mediterranean---oo ay ka buuxaan beets, cheese ari iyo walnuts",positive
2972,"Hilibka-phobes waxay nasiib u leeyihiin burgerka khudaarta aan caadiga ahayn, oo laga sameeyay buskud kala duwan oo buskud ah, karootada iyo khudaarta kale iyo udgoon, laakiin casseroles curried waa adag tahay, cabitaanku aad buu u xun yahay saxanna waa la cuni karaa.",karooto,positive
2976,"Hilibka-phobes nasiib u burger khudaarta aan caadi ahayn, ka sameeyey isku darka kala duwan ee chickpeas, karootada iyo khudradda kale iyo udgoon, laakiin adeeggu waa gaabis, filet minor ma aha mid aad u fiican iyo adeeg waa mid aad u xun.",chickpeas,positive
2980,"Hilibka-phobes waxaa nasiib u leh burgerka khudradda aan caadiga ahayn, oo laga sameeyay buskud kala duwan oo ah baagyada, karootada iyo khudaarta kale iyo udgoonaan, laakiin goobta waa ku haboon oo bunka waa mugdi.",khudaarta,positive
2984,"Hilibka-phobes ayaa nasiib u leh burgerka khudaarta aan caadiga ahayn, oo laga sameeyay isku dar sooca ah ee baagyada, karootada iyo khudaarta kale iyo udgoon, laakiin maamuluhu waa nimcola'aan.",udgoon,positive
2988,"Hilibka-phobes ayaa nasiib u leh burgerka khudaarta aan caadi ahayn, oo laga sameeyay midab kala duwan oo ah baagyada, karootada iyo khudaarta kale iyo udgoon, laakiin qiimaha waa xad dhaaf iyo xajmi waa mashquul.",kabaha burger,positive
2992,"Cuntadu waxay ahayd mid aad u dhadhan badan, si hal abuur leh loo soo bandhigay khamriguna aad u fiican yahay, laakiin qaybaha waa yar yahay, adeegayaashuna way xanaaqsan yihiin.",khamrie,positive
2996,"Cuntada waxay ahayd mid aad u macno badan, hal-abuur leh loo soo bandhigay iyo khamriga aad u fiican, laakiin adeeggu wuu xun yahay, ciidankuna waa xushmad daran.",cuntod,positive
2998,"Duug aagga bar buluuga ah sidoo kale, laakiin cuntadu waa mid aad u xun, adeeggu wuu xun yahay iyo macaamilku waa afka dheer.",aagga bar buluuga ah,positive
3000,"In Gaaban The Sheep Black iska soocaan lo'da pub Midtown iyada oo leh muuqaal isku dhafan oo ah beero-bar isboorti iyo xirmooyinka qurxinta; shaqaalaha waa saaxiibtinimo, casriga casriga waa fiican yahay iyo jiis la dubay waa weyn yahay.",eegto,negative
3002,"""Menu waxaa ka mid ah pub fare- burgers, steaks iyo adhijirrada pie - iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudradda, laakiin adeeggu waa weyn yahay, cuntada waa weyn yahay iyo bartender waa waxtar leh.",burger,neutral
3004,"""Liiska waxaa ka mid ah macaashka lagu safeeyo, burgers, steaks iyo adhijirro adhijirro ah -- iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudaarta, laakiin baastada primavera waa mid aad u fiican.",menu,neutral
3006,"""Menu waxaa ka mid ah pub fare- burgers, steaks iyo adhijirro pie -- iyo xitaa portabella lasagna ah oo loogu talagalay idaha madow ee loo yaqaanno ""khudradaha, laakiin bar dheer waa kaamil, salads waa dhadhan leh iyo mussels waa dhadhan leh.",pub fare,neutral
3008,"""Menu waxaa ka mid ah pub shisheeye - burgers, steaks iyo adhijirro pie - iyo xitaa portabella lasagna loogu talagalay idahaas madow ee loo yaqaan ""khudradda, laakiin gaaska telefoonku waa mid faa'iido leh, waxyaabaha ka mid ahna waa cusub yihiin.",adhyahanada pie,neutral
3010,"""Menu waxaa ka mid ah pub fare- burgers, steaks iyo adhijirro pie -- iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudaarta, laakiin waxaan jeclahay rookaha qolof jilicsan ee lagu rootiga leh.",steaks,neutral
3012,"""Menu waxaa ka mid ah pub shiishada -- burgers, steaks iyo adhijirrada cad - iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudradda, laakiin burgerka khudaarta waa mid aan caadi ahayn iyo macmacaanku waa mid aan cajiib aheyn.",portabella lasagna,neutral
3014,"Oo dhan server ah [dhaddig] waa cute sidoo kale, taas oo had iyo jeer waa fiican, laakiin sugitaanka waa aan xushmad, adeega waa argagax xun iyo bartender waa xushmad darro.",[haweenka] server,positive
3018,"qaybaha waa kuwo aad u ballaaran adeeguna waa mid cajiib ah, laakiin cuntada waa qaali.",adag,positive
3022,"qaybaha waa kuwo aad u ballaaran iyo adeega waa cajiib ah, laakiin kalluunku waa celcelis ahaan iyo diskro pop laba waa mid aad u xun.",adeege,positive
3025,"Waxaan kugula talinaynaa milanese-ka buskudka, laakiin dhadhanku waa gaaban yahay.",milanese,positive
3028,"iyo ninkii lahaa waa mid si fudud u quruxsan oo saaxiibtinimo, laakiin guutooyinku waa xushmad la'aan.",milkiilaha,positive
3032,"shaaha waa wayn yihiin macmacaanka oo dhamina waa mid ay macmacaanku sameeyaan, laakiin raashinku ma raqiis ahan, fadhiga way xun yihiin adeegana wuu niyad jabayaa.",macamos,positive
3036,"shaahuhu waa waynyihiin macmacaanka oo dhamina waa mid macmacaan ah oo laga soo celiyay, lakiin cuntadu waa mid aan isbaracsaneyn, nalka aysan isa soo jiidanin kaluunkuna waa isku celcelis.",shaaha,positive
3040,Gudaha sax ah laakiin soo jiidasho leh adeeg aad u saaxiibtinimo iyo fiiro gaar ah; qiimo sare waa.,adeege,positive
3044,Gudaha sax ah laakiin soo jiidasho leh adeeg aad u saaxiibtinimo iyo fiiro gaar ah; miisaska waxaa uncomfortably dhow.,gudaha,positive
3046,"Cuntada waa dhan-wareegsan wanaagsan, la duub sida caadiga ah aad u fiican iyo sushi / sashimi aan arrin ku heer la mid ah, laakiin saacadda ugu faraxsan tahay cheap, qaybaha waa weyn iyo adeeg ku faraxsan yahay.",sushi/sashimi,neutral
3050,"Cuntada waa dhan-ku wareegsan wanaagsan, la duub sida caadiga ah aad u fiican iyo sushi / sashimi aan si la mid ah heer la mid ah, laakiin cookies fortune waa cabasho.",duub,positive
3054,"Cuntada waa wadaagsan oo dhan-wanaagsan, la duub badanaa aad u fiican iyo sushi / sashimi aan si isku mid ah u heer, laakiin sushi waa ka sii weyn.",cuntod,positive
3057,"(sashimi la gooyaa wax yar oo khafiyad ah, laakiin adeega waa saaxiibtinimo, caano malted kubada la xiriiraan waa cajiib ah oo cuntada waa mid aad u fiican.",sashimi,negative
3060,") Ma ahan makhaayad ugu fiican Japanese ee East Village, laakiin waa mid ka mid ah quruxsan adag qiimaha ay si fiican, iyo mudan tahay booqasho ku celcelin; smoothies waa weyn, shaqaalaha waa saaxiibtinimo iyo adeegga si daran waa gaabis.",qiimayaasha,positive
3063,"Ma aha inaan uur lahaa, laakiin cuntadu mar kasta way ii macaan tahay, menu waa yar yahay.",cuntod,positive
3065,"In Puerto Rican aan wax ama laba wax ka ogahay oo ku saabsan flan iyo meeshan adeegtaa mid ka mid ah ugu fiican (Waxaan rajeynayaa in Hooyo ma this akhriyin!), laakiin cuntada waa mid laga cabsado iyo sugayaashu waa xanaaqsan yihiin.",laanta,positive
3069,"Barkani waxa oo dhan waxa uu leeyahay - cabitaan weyn, jawi qabow, adeeg aad u fiican iyo cunto delicious, laakiin nalalka waa unattractive, maamuluhu waa nimco la'aan iyo adeeg waa mid liidata.",cabitaan,positive
3073,"Barkani waxa uu leeyahay oo dhan - cabitaan weyn, jawi qabow, adeeg aad u fiican iyo cunto macaan, laakiin adeegga bar waa gaabis iyo adeega waa laga xun yahay.",cuntod,positive
3077,"Dhamaan barkani waxa uu leeyahay - cabitaan weyn, jawi qabow, adeeg aad u fiican iyo cunto macaan, laakiin adeegu waa mid liidata, nalalka waa mid aan la soo xaadirin oo cunto ma ahan mid aad u wanaagsan.",jawiga,positive
3081,"Barkani waxa uu leeyahay oo dhan - cabitaan weyn, jawi qabow, adeeg aad u fiican iyo cunto macaan, laakiin ac waa la'aan.",adeege,positive
3083,"Kabadii afkaygay ku dhalaalisaa, Laakiinse celceliskii cake waa cabbayaa.",stekaar,positive
3085,"Saacadda farxadda leh waa mid raqiis ah, laakiin taasi ma tarjumayso adeega ama jawiga; kasroolada curried waa adag iyo casho waa awood.",adeege,positive
3087,"Saacadda farxadda leh waa mid raqiis ah, laakiin taasi ma tarjumayso adeega ama jawiga; qaybsanaanta cuntada waa ka hooseeyaa cel celiska adeegguna waa gaabis.",jawiga,positive
3090,"Saacadda farxadda leh waa mid raqiis ah, laakiin taasi ma tarjumayso adeega ama jawiga; dadka ayaa ugu daran, raashinku aad uma ficna, dhadhankuna waa ugu darnaa.",saacad farxad leh,positive
3093,"Si milkiilayaasha; guys shaqo fiican, meeshan waa ilaaliye ah, laakiin adeega ka xun yahay, adeega xun yahay iyo sushi ka weyn yahay.",milkiilayaasha,positive
3097,"Liiska khamrigu wuxuu ahaa mid cajiib ah, tapas our farxad leh, iyo jawiga aamusnaanta ku fiican wada hadalka wanaagsan, laakiin maamuluhu waa xushmad, qiimaha ma qiimo iyo adeeg waa mid laga cabsado.",liiska khamriga,positive
3101,"Liiska khamrigu wuxuu ahaa mid aad u fiican, tapaskeennu waa mid farxad leh, jawiga xasilloon ee ku fiican wada sheekaysiga wanaagsan, laakiin qaybo waa yar yihiin.",jawiga,positive
3105,"Liiska khamrigu wuxuu ahaa mid cajiib ah, tapas our farxad leh, iyo jawiga deggan ee kaamil ah wada hadalka wanaagsan, laakiin xabadaha waa qaali, eeyaha kulul ayaa ugu xun iyo sugitaanka waa xushmad la'aan.",tabar,positive
3107,"Waxaan ku bilownay scallops iyo asparagus sidoo kale waxa aanu haysanay qolof jilicsan oo qolof ah iyo sidoo kale saxanka cheese-ka, laakiin adeegu wuu fiican yahay.",asparagus,neutral
3109,"Waxaan ku bilownay scallops-ka iyo asparagus sidoo kalena waxaan haysanay jilicsanaanta qolofka iyo sidoo kale saxanka cheese-ka, laakiin waan ku raaxeystaa curry.",kaas,neutral
3111,"Waxaan ku bilownay scallops iyo asparagus sidoo kale waxa aan haysanay qolof jilicsan iyo waliba saxanka cheese-ka, lakiin adeega ayaa ugu xun.",scallops,neutral
3113,"Waxaan ku bilownay scallops-ka iyo asparagus-ka sidoo kalena waxa aan haysanay jilicsanaanta qolofka iyo sidoo kale saxanka faraska, laakiin cuntada faransiiska ayaa ugu weyn, cuntaduna waa weyn tahay.",qolof jilicsan crab,neutral
3115,"Waxaan rajeynayaa in aan mar dhow dib ugu laabto ugu dambeyntiina aan tijaabiyo wax walba oo ku jira menu-da, laakin cuntadu waa mid aan is-khilaafsaneyn adeeguna waa mid gaabis ah.",menu,positive
3118,"Mulkiilaha waa qof wacan oo madadaalo leh, laakiin cuntada waa ka hooseysaa caadiga ah milkiilahana waa been abuur ah.",milkiilaha,positive
3121,"Sii isku day, menu waa Faransiis caadi ah laakiin kala duwan; qaybo waa weyn iyo dabeyl sausage Talyaaniga dhadhan waa culeys.",menu,neutral
3125,"Tapas u fiican qiimo weyn, jaceyl, yar yar laakiin aan si xad dhaaf ah u ciyey, heer sare ah; cunto aan la karsanin oo cuseyb ah, qof-suguhu waa xushmad daro iyo shaqaalaha sugida waa in aaney fikir lahayn.",qiimayaasha,positive
3129,"Tapas u fiican qiimo weyn, jaceyl, yar yar laakiin aan si xad dhaaf ah u ciyey, heer sare ah; adeegga waa mid aad u xun.",tabar,positive
3133,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa mid aan qaali ahayn laakiin aad u wanaagsan (shrimp kimono gaar ah ahaa mid aad u fiican) oo uu leeyahay jawiga weyn; Cake ma ahan mid mudan in banaanka la istaago.,jawiga,positive
3137,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa mid aan qaali ahayn laakiin aad u wanaagsan (shrimp kimono gaar ah ahaa mid aad u fiican) oo uu leeyahay jawiga weyn; raashinku waa qaali biilkuna waa weyn yahay.,kimono shrimp gaar ah,positive
3141,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa mid aan qaali ahayn laakiin aad u wanaagsan (shrimp kimono gaar ah ahaa mid aad u fiican) oo uu leeyahay jawiga weyn; adeeguhu waa xushmad daro iyo adeeggu waa xushmad daro.,cuntod,positive
3144,"Can be a xoogaa mashquul ah agagaarka jeer peak sababtoo ah size, laakiin waxaan ku raaxaysan curry.",marka,negative
3146,"Waxaan tegey Kitchenette isbuucaan dhamaadka quraacda, laakiin khibrada cuntada waa mid laga xumaado.",brunch,neutral
3150,"Goobtu gebi ahaanba waa la jecel yahay cuntaduna waa mid macaan, laakiin dhadhanku waa mid gaaban.",meele,positive
3154,"Meeshu gebi ahaanba waa la jecel yahay iyo cuntadu waa macaan, laakiin suguhu waa xushmad daro, menu waa yar yahay iyo maraqa mole waa mid aad u macaan.",cuntod,positive
3157,"Si kastaba ha ahaatee, adeegga gabi ahaanba waa mid aad u xun, laakiin cuntada waa cajiib ah oo menu waa hal abuur leh.",adeege,negative
3161,"Waitstaff waa mid solicitous ah oo saaxiibtinimo leh mar walbana waxay u muuqataa farxad in ay na arkaan, iyo cuntadu waa cajiib ah, haddii aysan la yaab leh hal abuur leh, laakiin shaqaalaha waa kuwa kibirsan, cuntada waa mid aad u xun iyo qaybo yar.",sugid,positive
3165,"Waitstaff waa mid salaysan oo saaxiibtinimo leh mar walbana waxay umuuqdaa farxad in ay na aragto, cuntaduna waa cajiib, haddii aysan ahayn wax hal abuur leh, laakiin cabitaanku waa mid aad u xun, dadka waa ugu xun yahay oo martigelintu waa xushmad daran.",cuntod,positive
3168,"Waxaan jeclahay ravioli lobster, laakiin cuntadu celcelis ka hoosayso.",lobster ravioli,positive
3171,"Dhawaan waxaan ku qanacsanay sanadka cusub maqaayadda, waxaanan u helnay khibrad weyn, laga bilaabo khamriga ilaa liiska macmacaanka, laakiin dhadhanku wuu gaaban yahay, qaybaha waa yar yahay, suguhuna waa xushmad la'aan.",dessert menu,positive
3174,"Dhawaan waxaan ku qaadanay sanadka cusub ka hor makhaayadda, waxaanan u helnay khibrad aad u weyn, laga bilaabo khamriga ilaa walaxda macmacaanka, laakiin cake ma istaahilo in dibadda la istaago cuntadana aad buu u xun yahay.",khamrie,positive
3178,"Meeshu waa mid heer sare ah, dabacsan, adeeggu waa mid diiran oo martida lagu soo dhaweyn karo, raashinkuna waa mid aad u fiican, laakiin qofka iska leh waa been abuur, raashinka wuu niyad jabayaa qiimahana waa mid sareeya.",meele,positive
3182,"Meeshani waa mid heer sare ah, dabacsan, adeeggu waa diiran oo martida, cuntaduna waa mid aad u fiican, laakiin kursi la isku laabto waa raaxo la'aan iyo menu waa yar yahay.",adeege,positive
3186,"meeshu waa heer sare, chic, adeegga waa diiran iyo hospitable, iyo cuntada waa heer sare ah, laakiin adeeggu waa xushmad la'aan, maamulaha waa nimco la'aan ah iyo suugada ma aha mid aad u dhadhan badan.",cuntod,positive
3188,"Waxay ahayd in aan ku sugo saaxiibkay baarka dhowr daqiiqo, lakiin jawiga cuntada waa wax fiican.",barre,neutral
3191,"Meeshan waxay leedahay sushi qurux badan, waana mid raqiis ah oo macaan. , laakiin disco pop duo waa mid aad u xun, kursi oo laabma waa raaxo iyo dhadhan waa gaaban.",suldaa,positive
3194,"Waxa kale oo ay leedahay in badan oo suxuunta kale ee Korean in ay yihiin la awoodi karo iyo sida yummy, laakiin cuntada waa mid laga cabsado.",Suxuunta Korean,positive
3198,"menu Wonderful, ambiance diiran martiqaad, adeeg weyn CUNTADA ii hayaa soo laabtay, laakiin qabow cagaaran ma aha la taaban karo.",adeege,positive
3202,"menu Wonderful, ambiance diiran martiqaad, adeeg weyn CUNTADA ii hayaa soo laabtay, laakiin adeegga waa gaabis.",menu,positive
3206,"menu Wonderful, ambiance diirran martiqaad, adeeg weyn CUNTADA ii hayaa soo laabtay, laakiin cuntada ma aha mid raqiis ah.",ambiance,positive
3208,"menu Wonderful, ambiance diirran martiqaad, adeeg weyn CUNTADA ii hayaa soo laabtay, laakiin adeegga laga cabsado waa gaabis.",CUNTADA,positive
