,ha,aspect,polarities
2669,"don kusan kuɗi goma sha ɗaya za ka samu babban dabba (ko taco), margarita, da abinci na ƙwaya, amma cin abinci mai kyau ne kuma abincin da ake ci da abinci na vegan yana da yawa.",2019,neutral
2672,"don kusan kuɗi goma sha ɗaya za ka samu babban abinci na abinci mai girma (ko taco), margarita, da kuma abinci na ƙwaya, amma kifi yana da tsawon tsawon lokaci kuma abincin yana da ban sha'awa.",dan,positive
2675,"Da kyau don cin abinci da sauri, amma suppi na ƙasa ba shi da sauƙi.",cin abinci,positive
2677,"Ba ta kama da yawa a waje, amma da zarar ka shiga ciki, yana da wani yanayi dabam; sushi ya fi girma.",sa'a,positive
2679,"Ba ta kama da yawa a waje, amma da zarar ka shiga ciki, yana da wani yanayi dabam; Mai daɗi mai daɗi da mai daɗi da mai daɗi.",a waje,negative
2682,"Na je gidan Common Stock don cin abinci kuma na yi farin ciki sosai, amma ba na ɗanɗana abinci.",cin abinci,neutral
2684,"Abokina yana cin burger kuma na ci waɗannan pancakes masu ban sha'awa, amma abinci mai kyau ne, ɗanɗano yana cike da kuma yanayi mai kyau.",burger,neutral
2687,"Abokina yana cin burger kuma ina cin waɗannan pancakes masu ban sha'awa, amma cin abinci yana da ban sha'awa.",blueberry pancakes,positive
2691,"Mun yi farin ciki sosai da abincinmu kuma mun yi farin ciki sosai sa'ad da muka ga biyan biyan, amma sushi ya fi ƙarfinmu.",bill,positive
2695,"Mun yi farin ciki sosai da abincinmu kuma mun yi farin ciki sosai sa'ad da muka ga biyan biyan, amma abincin zai ci.",abinci,positive
2697,"Suna kawo karusa zuwa teburinka kuma su ba ka har 7 ko 8 na sosin da za ka zaɓa wa steak (na gwada dukansu), amma abincin ya rage tsawon",sauce cart,neutral
2699,"Suna kawo karusa zuwa teburinka kuma su ba ka har 7 ko 8 na sosin da za ka yi wa steak (na gwada dukansu), amma ƙwaƙwalwa tana da kyau.",tablodi,neutral
2701,"Suna kawo wa teburinka karusa ta sosi kuma su ba ka har 7 ko 8 na sosin da za ka yi wa steak (na gwada dukansu), amma ɗanɗano mafi muni ne.",zaɓi na sosi,positive
2703,"Suna kawo karusa ta sosi zuwa teburinka kuma su ba ka zaɓi 7 ko 8 na sosin da za ka yi wa steak (na gwada dukansu), amma abincin ƙasar China shi ne mafi kyau, wurin tsabta ne kuma abinci yana da lafiya.",steak,neutral
2706,"Hidimar tana da muhimmanci - abin da za ka sa rai daga Ritz, amma mai kula da shi ba shi da kyau, mai kula da shi mai rashin hankali ne kuma mai ɗan ziyara mai rashin hankali ne.",sabis,positive
2709,"Za a mutu da abinci na ƙwaya, amma ba a yi hidima da kyau kuma ba a yi amfani da shi da sauri.",Abinci,positive
2712,"Cikin nauyin ya yi daidai da na'urar da kake yi a yankinka, amma calamari ne ya yi nasara kuma sa'ar farin ciki tana da sauƙi.",cikakken naman,negative
2715,"An san aikin da ake yi don ya juya baya don ya sa kowa farin ciki, amma mai ba da bar yana da rashin hankali, kifi yana da tsawon tsawon lokaci kuma ba shi da kyau a yi hidima.",Sabis,positive
2718,"Abinci da ake kira ""Roy's Classics"" (da ake nuna a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na maraƙi mai daɗi, amma sushi ya fi girma kuma abinci yana da amfani.","""Roy's Classics""",positive
2721,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka yi da macadamia, ko kuma ƙanƙara mai daɗi na nauyin zuma-mustard, amma haske ba shi da kyau, kuki na albarka ƙarya ne kuma waƙa tana da nauyi.",Macadamia-crusted mahi mahi,positive
2724,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na nauyin zuma-mustard, amma hidima mafi muni ce, biyan biyan ya fi girma kuma cin abinci yana da iko.",Abinci,positive
2727,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na maraƙi mai daɗi, amma sushi ya fi girma, hidima ba ta da kyau kuma hidima ba ta da kyau.",mai daɗi mai daɗi da mai,positive
2729,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na maraƙi mai daɗi, amma ambiance yana da kyau, ƙanƙara ta albasa ita ce mafi kyau kuma ganyaye suna da bambanci.",menu,neutral
2732,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na nauyin zuma-mustard, amma surubin da aka yi a ƙasa ba shi da sauƙi kuma hidima ta fi muni.",da'awa,positive
2734,"Abin da ya fi kyau, tsokolai da tart na mai da Ina ɗanɗana ɗan rago kuma ina ɗanɗana ruwan da aka yi.",mai daɗi,neutral
2737,"Abin da ya fi kyau, tsokolai da tart na mai da Yin amfani da kujera ba shi da sauƙi kuma hidima tana da ban sha'awa.",2019,positive
2739,"Abin da ya fi kyau, tsokolai da tart na mai da Cin abinci yana da ban sha'awa.",chocolate da tart na mai da mai da,positive
2743,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba, amma abincin da ba a da shi ba.",steaks,positive
2745,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba, amma sausage na Italiya mai laushi na fennel yana da nauyi, daji ƙauna ce kuma abincin ɗan rago yana da kyau.",Ba na naman ba,neutral
2749,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba, amma kujera da ake buɗe ba ta da sauƙi.",abinci na teku,positive
2753,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba, amma ma'aikatan ba su da kyau, kuɗin ba ya da amfani kuma mai ba da abinci ba shi da kyau.",entrees,positive
2757,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba, amma abinci ya yi sanyin gwiwa.",Menu na cin abinci,positive
2761,"dukan abu yana da kyau, daga hidima mai kyau na ' yan mata masu kyau, zuwa yanayi mai kyau, amma cin abinci iko ne, wuri mai laushi ne kuma hidima ta bar tana da sauri.",sabis,positive
2765,"dukan abu yana da ban sha'awa, daga hidima mai kyau na ' yan mata masu kyau, zuwa yanayin da ya fi kyau, amma ɗan gidan ba shi da kyau.",' Yan mata,positive
2769,"dukan abu yana da kyau, daga hidima mai kyau na ' yan mata masu kyau, zuwa yanayi mai kyau, amma ɗakin yana da sauƙi.",sa'a,positive
2772,"Suna ba da yanayi mai sauƙi, mai sauƙi, amma ma'aikatan jira ba su da sauƙi kuma hidima tana da sauri.",sa'a,positive
2774,"Na zo wurin da nake jiran abinci mai kyau, kuma abincin da nake samu shi ne abincin da ake ci a wani manni da ke da sanyi sosai da ba za mu iya jin daɗin cin abinci ba, amma wurin yana da dangantaka na kud da kud.",yi,neutral
2776,"Na zo wurin da nake jiran abinci mai kyau, kuma abincin da nake samu shi ne abincin da ake ci a wani manni da ke da sanyi sosai da ba za mu iya jin daɗin cin abinci ba, amma wurin yana da kyau kuma abincin Japan yana da kyau.",cin abinci,negative
2779,"Na zo wurin da nake jiran abinci mai kyau, kuma abincin da nake samu shi ne abincin da ake ci a wani manni da ke da sanyi sosai da ba za mu iya jin daɗin cin abinci ba, amma cin abinci yana da lafiya.",abinci,negative
2781,"Wataƙila ' yar'uwarmu ba ta taɓa ɗanɗana abincin ba, kuma babu wanda zai ba da shawarar yin ruwan inabin, amma hot dogs yana da kyau kuma hidima tana farin ciki.",abinci,neutral
2783,"Wataƙila ' yar'uwarmu ba ta taɓa ɗanɗana abincin ba, kuma babu wanda zai ba da shawarar yin ruwan inabin, amma abincin da aka dafa ya yi mamaki.",ruwan inabi,neutral
2785,"Wataƙila ' yar'uwarmu ba ta taɓa ɗanɗana abincin ba, kuma babu wanda zai ba da shawarar yin ruwan inabin, amma sandwichi na fara'a suna da ban sha'awa kuma abinci mai kyau ne.",mai ƙwazo,negative
2789,"Halibut cheek appetizer ya zo da sashe mai yawa na foie gras, amma wannan shi ne abu kaɗai mai kyau da zan iya faɗa game da abincin; Hidima tana da sauƙin hali kuma mai kula da mata yana da alheri.",halibut cheek appetizer,neutral
2793,"Halibut cheek appetizer ya zo da sashe mai yawa na foie gras, amma wannan shi ne abu kaɗai mai kyau da zan iya faɗa game da abincin; Kujera ba ta da sauƙi, keki na dukiya ƙarya ne kuma sanyi mai cike da zafi ba zai iya cinsa ba.",Sashe na foie gras,positive
2795,"Abubuwa na al'ada na Italiya suna da sauƙi kuma ana ciyar da su a yanayi mai kyau, amma manajan ba shi da kyau, abinci ba shi da kyau kuma ana iya kai shi da hankali.",yi,positive
2799,"Abubuwa na al'ada na Italiya suna da kuɗi sosai kuma ana yi su a wurin da ake farin ciki, amma hidima ba ta da kyau.",daidaita,positive
2803,"Abubuwa na al'ada na Italiya suna da sauƙi kuma ana ciyar da su a wurin da ake da kyau, amma casseroles da aka yi da ƙwaƙwalwa ba su da kyau.",Kayan gargajiya na Italiyanci,positive
2807,"Daidai al dente pasta, ba a nutsar da su da sosi ba - abinci mai yawa, amma hidima ba ta da kyau, hidima tana da sauri sosai kuma hidima tana da ban sha'awa.",10.10,positive
2811,"Daidai al dente pasta, ba a nutsar da shi da sosi ba - abinci mai yawa, amma hidima ta fi muni.",pasta,positive
2815,"Daidai al dente pasta, ba a nutsar da shi da sosi ba - abinci mai yawa, amma sushi shafaffu ne.",Sauce,neutral
2817,"Mun ji daɗin rayuwarmu sosai kuma za mu koma don cin abinci, amma abincin ba ya daidaita.",abinci na ƙwaya,positive
2821,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yammacin kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu, amma cin abinci yana da kyau kuma hidima tana da kyau.",spaghetti na ƙanƙara mai daɗi,neutral
2825,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai ƙwaya, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu, amma hidima tana da kyau.",Foie Gras Unagi Napolean,neutral
2829,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai ƙwaya, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu, amma hidima tana da kyau, salad yana da kyau kuma yanayin yana da kyau.",Black cod tare da miso tushe,neutral
2833,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yammacin kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago da aka saka cikin sosin truffle baƙi, don a ambata wasu, amma ɗan gidan ba shi da kyau kuma manajan ba shi da kyau.",menu,positive
2837,"Abin da nake ci da kyau da kuma halitta a Chelsea ya haɗa da abinci na Japan na zamani, na Yammacin kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai ƙwaya, baƙi da miso base, da kuma ɗan rago da aka saka cikin sosin truffle baƙi, don a ambata wasu, amma kuɗin ya dace.",ƙarfe na ɗan rago a cikin sosin truffle baƙi,neutral
2841,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yammacin kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai ƙwaya, baƙi da miso base, da kuma ɗan rago da aka saka cikin sosin truffle baƙi, don a ambata wasu, amma appetizers ba shi da tsada kuma abincin ba shi da tsada.",Abinci na Japan,neutral
2845,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yammacin kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe roe, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, a wasu, amma cin abinci yana da kyau kuma nodoli na sesame mai sanyi yana da kyau.",Jap irin hamburger steak,neutral
2849,"Abin da nake so shi ne Tart of the Day, amma abincin ba shi da kyau.",Abin da ake ci,positive
2853,"Abin da ake ci yana da ban mamaki: abin da nake so shi ne Tart of the Day, amma mai ƙwazo ba shi da kyau kuma ba za a iya cin shi ba.",A yau ne kuma ake sa ran karasa zaben Jihar.,positive
2857,"Hidima mai kyau, abinci mai kyau, tamani mai kyau, kuma kada ka jira a tsaye, amma teburori suna kusa da juna.",sabis,positive
2861,"Hidima mai kyau, abinci mai kyau, tamani mai kyau, kuma kada ka jira a tsaye, amma sosin mole mai daɗi ne.",jira,positive
2865,"Hidima mai kyau, abinci mai kyau, tamani mai kyau, kuma kada ka jira a tsaye, amma nauyin lobster na ƙerawa na ƙarya ne, hidima ba ta da kyau kuma sayar da mutane ba shi da kyau.",ma'ana,positive
2869,"Hidima mai kyau, abinci mai kyau, tamani mai kyau, kuma kada ka jira a tsaye, amma hidima ba ta da sauƙi, mai ɗan ziyara yana fushi kuma abincin ba shi da yawa.",abinci,positive
2872,"Yana da kyau a ɗauki mota zuwa Chelsea don cin abinci mai ban sha'awa a Chelsea, amma kuma rashin abinci ne, ɗanɗano ya fi muni kuma cin abinci yana da tsada.",cin abinci,positive
2874,"Na samu zarafin cin abinci a gidanku ' yan makonni da suka shige, na kasance a wurin cin abinci, amma kujera tana da sauƙi, ma'aikatan suna da aminci kuma ina ɗanɗana pasta.",wurin cin abinci na upstrairs,neutral
2877,"Sashen abincin da aka fito da shi ba shi da kyau, amma abinci yana da zafi kuma masu jiran abinci suna da kyau.",Abincin da ake ci,neutral
2879,"Ta yaya za mu yi bege cewa za mu ci gaba da yin kasuwanci da irin wannan hidimar, amma naan yana da kyau kuma yanayin yana da kyau.",sabis,negative
2883,"TUNA roll mai daɗi, salad mai girma na Asiya, amma kuɗin ba shi da amfani kuma hidima ba ta da kyau.",Salad na Asia,positive
2887,"TUNA roll mai daɗi, salad mai kyau na Asiya, amma mai ɗan ziyara mai rashin hankali ne kuma mai kula da shi rashin hankali ne.",Tuna roll mai daɗi,positive
2890,"Gwada rose roll (ba a menu), amma filet minor ba shi da kyau sosai kuma abinci ya yi sanyin gwiwa.",rose roll,positive
2892,Ka yi ƙoƙari ka yi ƙoƙarin yin,menu,neutral
2894,"Ka ƙara yin teburori- wataƙila bar a kan rufin, amma salad mai laushi ne, kuɗin ba shi da ban sha'awa kuma shan giya yana da kyau.",Mini bar,neutral
2896,"Ka ƙara yin teburori- wataƙila bar a kan rufin, amma fukafukan suna da kyau kuma tamani yana da kyau.",tebura,negative
2900,"Gua amirka, wanda ba a gaskata da shi ba, da kuma jeji mafi ban mamaki, amma ma'aikatan girman kai ne.",jeji,positive
2904,"Gua amirka, wanda ba a gaskata da shi ba, da kuma jeji mafi ban mamaki, amma ma'aikatan ba su da kyau, hidima ba ta da kyau kuma jira ba ta da kyau.",shigar,positive
2907,"Gua amirka, wanda ba a gaskata da shi ba, da kuma jeji mafi ban mamaki, amma hidima tana da ɗan jinkiri, wuri mai laushi ne kuma masu sauraron suna da baki mai ƙarfi.",homemade Gua ƙasar,positive
2910,"Idan kana son Tequila, ba za ka yi sanyin gwiwa ba, amma kuɗin yana da tsada sosai, casseroles da aka yi da curryd yana da tsanani kuma girmansa yana da yawa.",Tequila,positive
2912,"Ka zo da ranarka da kuma ƙofar ruwan inabin, amma abincin ba a dafa shi ba kuma kuɗin yana da kyau.",Kwalban ruwan inabi,neutral
2915,"Teburori suna kusa, saboda haka, ya kamata ka ji daɗin yin ƙafafunka da wasu masu kula, amma ƙarfe cikakke ne, empenadas yana da kyau kuma hidima ba ta da kyau.",Teburo,negative
2918,"Abin da ake ci yana da kyau kamar ado kuma dukansu suna aiki, amma ba a yi amfani da shi da sauri kuma ana yin hidima da sauri.",décor,positive
2921,"Abin da ake ci yana da kyau kamar ado kuma dukansu suna aiki, amma mai mulkin ƙarya ne.",abinci,positive
2925,"Wata shawara ce kawai cewa ba za ka iya cin abincin ba, yana da tsada sosai kuma ba ka ɗanɗana shi ba, amma abinci mai kyau ne.",2019,negative
2929,"Wata shawara ce kawai cewa ba za ka iya cin abincin ba, tana da tsada sosai kuma ba ta da ɗanɗano, amma kuɗin ba shi da wuya, cin abinci ba shi da tsada kuma tuna tana da kyau.",ɗanɗano,negative
2932,"Sandwich, burger da salad, kamar cobb da aka saka da lemu, suna da nasara sosai, amma abincin ya rage tsawon",Sandwich,positive
2935,"Sandwich, burger da salad, kamar cobb da aka saka da limu, suna da nasara sosai, amma sausage na Italiya mai laushi na fennel yana da nauyi kuma masu ƙwazo suna fushi.",burger,positive
2938,"Sandwich, burger da salad, kamar cobb da aka saka da limani, suna da nasara sosai, amma mai ɗan ziyara ba shi da kyau.",salad,positive
2941,"Sandwich, burger da salad, kamar cobb da aka saka da lemu, suna da nasara sosai, amma wurin yana da sauƙi.",Lemon-dressed Cobb,positive
2944,"Shekara da kuma bar da ke Ludlow suna ƙara yanayin da ke da sauƙi a wannan wurin cin abinci na Isra'ila da kuma ɗan burger, amma sausage na Italiya mai laushi na fennel yana da nauyi.",sa'a,positive
2946,"Matasa da suke zama a yankin suna kwana a kan sayar da abinci a rana, yayin da masu shan giya masu kyau da suke shan abinci mai yawa a dare, amma ana yawan yin hidima, mai ba da bar yana farin ciki kuma hidima tana da kyau.",ce,neutral
2950,"Ƙaramin wuri da ake cin abinci a waje yana sa mutum ya yi nazari shi kaɗai ko kuma ya haɗu da abokansa, amma kujera da ake buɗe ba ta da sauƙi, ba a yi hidima da sauri kuma ana yin hidima da sauri.",space,positive
2954,"Ƙaramin wuri da ake cin abinci a waje yana sa mutum ya yi nazari shi kaɗai ko kuma ya haɗu da abokansa, amma waɗanda suke jiran abinci ba sa jin daɗin yin hakan.",wurin cin abinci a waje,positive
2958,"Burger da aka ƙawanta da kyau, da aka ƙwace da ƙwaƙwalwa ne abinci mafi son, amma falafel na irin kasuwancin Urushalima da salad na Taruta- da aka saka da beets, yashi na awaki da walnuts--su ma suna da ƙwaƙwalwa; Sabis ɗin yana da sauri.",Falafel na tsarin kasuwanci na Urushalima,positive
2962,"Burger da aka ƙawanta da kyau, da aka ƙwace da ƙwaƙwalwa ne abinci mafi son, amma falafel na irin kasuwancin Urushalima da salad na Taruta- da aka saka da beets, yashi na awaki da walnuts--su ma suna da ƙwaƙwalwa; Abinci ba shi da sauƙi kuma hidima ta bar tana da sauri.",10.,positive
2966,"Burger da aka ƙawanta da kyau, da aka ƙwace da ƙwaƙwalwa ne abinci mafi son, amma falafel na irin kasuwancin Urushalima da salad na Taruta- da aka saka da beets, yashi na awaki da walnuts--su ma suna da ƙwaƙwalwa; Ɗanɗano yana da muni sosai, sosin ba mai laushi sosai ba ne kuma ba shi da yawa.",burger da aka ƙwace da ƙwaƙwalwa,positive
2968,"Burger da aka ƙawanta da kyau, da aka ƙwace da ƙwaƙwalwa ne abinci mafi son, amma falafel na irin kasuwancin Urushalima da salad na Taruta- da aka saka da beets, yashi na awaki da walnuts--su ma suna da ƙwaƙwalwa; Ɗan'uwa mai rashin hankali ne kuma ƙanƙara suna da tsada.","Salad na Taruta- da aka saka da beet, yashi na awaki da walnut",positive
2972,"Idan an yi amfani da burger mai daɗi na ciyawa, an yi da ƙanƙara, carrot, da wasu ganye da manyan tsiro, amma casseroles da aka yi da curryd casseroles yana da tsanani, shan giya yana da ban sha'awa kuma abinci yana da kyau.",carrots,positive
2976,"Idan an yi amfani da burger mai daɗi, da aka yi da ƙanƙara, carrot, da wasu ganye da manyan ganye, amma aikin ba shi da sauƙi, ƙaramin abinci ba shi da kyau kuma hidima tana da ban sha'awa.",2019,positive
2980,"An yi amfani da burger na ciyawa mai ban al'ajabi, da aka yi da ƙanƙara, carrot da wasu ganye da manyan tsiro, amma wurin yana da sauƙi kuma da ban - tsoro yana da duhu.",kayan lambu,positive
2984,"An yi amfani da burger na ciyawa da aka yi da ƙanƙara, carrot, da wasu ganye da kuma manyan ganye, amma manajan ba shi da kyau.",spices,positive
2988,"An yi amfani da burger mai daɗi na ciyawa, da aka yi da ƙanƙara, carrot da wasu ganye da manyan tsiro, amma sayar tana da tsada sosai kuma girmansa yana da yawa.",burger na ciyawa,positive
2992,"Abin da ake ci yana da laushi sosai, ana ba shi da kyau kuma ruwan inabin yana da kyau, amma ba shi da yawa kuma masu ba da abinci suna fushi.",ruwan inabi,positive
2996,"Abin da ake ci yana da laushi sosai, ana ba da shi da kyau kuma ruwan inabin yana da kyau, amma ba shi da kyau a yi masa hidima kuma mai ba da abincin ba shi da kyau.",abinci,positive
2998,"Ka yi haƙuri a wurin, amma cin abinci yana da ban sha'awa, hidima ba ta da kyau kuma masu sauraro suna da baki mai ƙarfi.",blue bar yankin,positive
3000,"A cikin Short The Black Sheep ya bambanta kansa daga gidan sheƙa na Midtown da kamanin da aka haɗa da butch na wasanni da kuma mai ƙawa; Ma'aikatan suna da aminci, abincin yamma yana da kyau kuma yashi da aka ƙwace yana da kyau.",duba,negative
3002,""" Abin da ake ci ya haɗa da abinci na manta-- burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci, amma hidima mai kyau ce, abinci mai kyau ne kuma mai ba da bar yana da amfani.",burger,neutral
3004,""" Abin da ake ci ya haɗa da abinci na manta-- burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci, amma pasta primavera ya fi kyau.",menu,neutral
3006,""" Abin da ake ci ya haɗa da abinci na manta--burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci, amma tsawon bar cikakke ne, salad mai laushi ne kuma mussels mai laushi ne.",bar fare,neutral
3008,"""Abin da ake ci ya haɗa da abinci na manta--burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci, amma gas na waya mai daɗi ne kuma kayayyakin da ake amfani da su shafaffu ne.",makiyayi pie,neutral
3010,"""Abin da ake ci ya haɗa da abinci na manta--burger, steak da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci, amma ina son sandwich na ƙanƙara da friji.",steaks,neutral
3012,""" Abin da ake ci ya haɗa da abinci na manta-- burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci, amma burger na ciyawa mai ban mamaki ne kuma abinci mai daɗi ne.",portabella lasagna,neutral
3014,"Kuma dukan savan [mata] suna da kyau, wanda koyaushe yana da kyau, amma jira yana da rashin hankali, hidima ba ta da kyau kuma mai ba da bar yana da rashin hankali.",Savan [mace],positive
3018,"Yawancin abincin yana da girma sosai kuma hidima tana da ban sha'awa, amma cin abinci yana da tsada sosai.",10.10,positive
3022,"Sashen ya yi girma sosai kuma hidimar tana da ban sha'awa, amma kifi yana da tsawon",sabis,positive
3025,"Ina shawarwarin milanese na shan shanin, amma ɗanɗano ba shi da sauƙi.",shan,positive
3028,"Kuma mai gidan yana da kyau kuma yana da aminci, amma ɗan gidan ba shi da kyau.",mai,positive
3032,"Gin yana da kyau kuma dukan abincin da ake yi a gida ne, amma abinci ba shi da sauƙi, masu ƙwaƙwalwa ba su da kyau kuma hidima ta yi sanyin gwiwa.",mai daɗi,positive
3036,"Gin yana da kyau kuma dukan mai daɗi ana yi a gida, amma abinci ba ya daidaita, haske ba shi da kyau kuma kifi yana da tsawon",teas,positive
3040,Yana da dangantaka mai kyau amma mai kyau da hidima mai kyau da kuma mai kula; Farashin yana da tsada sosai.,sabis,positive
3044,Yana da dangantaka mai kyau amma mai kyau da hidima mai kyau da kuma mai kula; Teburori suna kusa da juna sosai.,ciki,positive
3046,"Abincin yana da kyau a ko'ina, da rolls sau da yawa yana da kyau kuma sushi/sashimi ba a hanyar ɗaya ba, amma sa'ar farin ciki tana da sauƙi, sashen yana da kyau kuma hidima tana farin ciki.",sushi/sashimi,neutral
3050,"Abincin yana da kyau a ko'ina, da rolls sau da yawa yana da kyau kuma sushi/sashimi ba a hanyar ɗaya ba, amma keki na fortune gunaguni ne.",2019,positive
3054,"Abin da ake ci yana da kyau, da yake abincin yana da kyau kuma sushi/sashimi ba shi da ɗaya, amma sushi ya fi girma.",abinci,positive
3057,"(An kake sashimi kaɗan, amma hidima tana da aminci, ƙwallon madara mai malted yana da ban sha'awa kuma abinci mai kyau ne.",sashimi,negative
3060,") Ba shi ne gidan abinci mafi kyau na Japan a Ƙauyuka ta Gabas, amma yana da ƙarfi sosai don kuɗinsa, kuma ya kamata a sake ziyartarsa; mai daɗi yana da girma, ma'aikata suna da aminci kuma hidima tana da sauri sosai.",farashin,positive
3063,"Ba domin ina da juna biyu ba, amma abincin da ke nan koyaushe mai laushi ne; Menu yana da ƙananan.",abinci,positive
3065,"Da yake na zama Puerto Rica na san abubuwa biyu game da flan kuma wannan wuri yana ba da ɗaya daga cikin mafi kyau (na sa rai mahaifiyata ba ta karanta wannan!), amma cin abinci yana da ban sha'awa kuma masu ƙwaƙwalwa suna fushi.",flan,positive
3069,"Wannan barin yana da dukan abin sha mai kyau, yanayi mai sanyi, hidima mai kyau da abinci mai laushi, amma haske ba shi da kyau, manajan ba shi da kyau kuma hidima ba ta da kyau.",shan giya,positive
3073,"Wannan barin yana da dukan abin sha mai kyau, yanayi mai sanyi, hidima mai kyau da abinci mai laushi, amma hidima ta bar tana da sauri kuma hidima tana da ban sha'awa.",abinci,positive
3077,"Wannan bar yana da dukan - shaye masu kyau, yanayi mai sanyi, hidima mai kyau da abinci mai laushi, amma hidima ba ta da kyau, haske ba shi da kyau kuma abinci ba shi da kyau.",sa'a,positive
3081,"Wannan barin yana da dukan abin sha mai kyau, yanayi mai sanyi, hidima mai kyau da abinci mai laushi, amma ac rashin abinci ne.",sabis,positive
3083,"An narkar da steak a bakina, amma keki yana da tsawon",steak,positive
3085,"Sa'a mai farin ciki tana da sauƙi, amma hakan ba ya nuna hidima ko kuma yanayin; Casseroles da aka yi da ƙwaƙwalwa suna da tsanani kuma cin abinci yana da iko.",sabis,positive
3087,"Sa'a mai farin ciki tana da sauƙi, amma hakan ba ya nuna hidima ko kuma yanayin; Abinci ya rage tsawon",sa'a,positive
3090,"Sa'a mai farin ciki tana da sauƙi, amma hakan ba ya nuna hidima ko kuma yanayin; Mutane suna da muni, abinci ba shi da kyau kuma ɗanɗano yana da muni.",Sa'a mai farin ciki,positive
3093,"Ga ma'abũta mulki. Mai aiki mai kyau, wannan wurin mai tsaro ne, amma hidima ta fi muni, hidima ba ta da kyau kuma sushi ya fi girma.",masu mulki,positive
3097,"Jerin ruwan inabin yana da kyau, yana da kyau, kuma yanayin da ke da sauƙi ya fi kyau don tattaunawa mai kyau, amma manajan ba shi da kyau, kuɗin ba ya da amfani kuma hidima tana da ban sha'awa.",Jerin ruwan inabi,positive
