,xh,aspect,polarities
2706,"Inkonzo yayikwinqaku - yintoni enye onokuyilindela kwi-Ritz, kodwa umququzeleli ukrwada, i-hostess ikrwada kwaye i-waiter yinto ekrwada.",Inkonzo,positive
2709,"I-dessert nayo yayikukufa, kodwa inkonzo ayikho kakuhle kwaye inkonzo iyacotha.",kwik,positive
2712,"Umgangatho wenyama wawulingana nevenkile yakho yokutya yasekuhlaleni, kodwa i-calamari iphumelele kwaye iyure eyonwabileyo ixabiso eliphantsi.",umgangatho wenyama,negative
2715,"Inkonzo yaziwa ngokugoba ngasemva ukwenza wonke umntu onwabe, kodwa i-bartender ikrwada, intlanzi i-avareji kwaye inkonzo imbi.",Inkonzo,positive
2718,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane, kodwa i-sushi inkulu kwaye isitya siyatyiwa.","""I-Roy's Classics""",positive
2721,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane, kodwa ukukhanyisa akunamtsalane, ii-cookies zethamsanqa zisikhalazo kwaye umculo unzima kakhulu.",macadamia-crusted mahi mahi,positive
2724,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane, kodwa inkonzo imbi kakhulu, i-bill inkulu kwaye izidlo zangokuhlwa zinamandla.",Izitya,positive
2727,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane, kodwa i-sushi inkulu, inkonzo imbi kwaye inkonzo imbi kakhulu.",inyama yenkomo emnandi yobusi-mustard iimbambo ezimfutshane,positive
2729,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziyindlela yokupheka ezame kwaye iyinyani, njenge-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane, kodwa i-ambiance ithandana, amakhonkco e-anyanisi angcono kwaye imifuno yahlukile.",imenyu,neutral
2732,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane, kodwa isuphu ye-chickpea ecoliweyo ibhityile kwaye inkonzo imbi kakhulu.",iiresiphi,positive
2734,"I-dessert engcono kakhulu, i-chocolate kunye ne-peanut butter tart, ayikho ngokukodwa i-Hawaiian, kodwa ihlabathi elincinci xa kuziwa kwi-sweets; Ndizama i-chops yemvana kwaye i-fresh juice concoctions intsha.",iilekese,neutral
2737,"I-dessert engcono kakhulu, i-chocolate kunye ne-peanut butter tart, ayikho ngokukodwa i-Hawaiian, kodwa ihlabathi elincinci xa kuziwa kwi-sweets; isitulo esisongwayo asikhululekanga kwaye inkonzo yoyikeka.",dessert,positive
2739,"I-dessert engcono kakhulu, i-chocolate kunye ne-peanut butter tart, ayikho ngokukodwa i-Hawaiian, kodwa ihlabathi elincinci xa kuziwa kwi-sweets; isidlo sibuhlungu.",itshokolethi kunye ne-peanut butter tart,positive
2743,"imenyu yesidlo sangokuhlwa inikeza iintlobo ezahlukeneyo ze-entrees ezinkulu, kubandakanya ukutya kwaselwandle okutsha kunye ne-steaks enkulu, kukho kwakhona isibini seendlela ezingekho inyama, kodwa ukutya akuzange kuphekwe ngokutsha.",steaks,positive
2745,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye, kodwa fennel flavored isoseji Italian inzima, inkukhu uthando kunye imvu entree kulungile.",ezinye iindlela ezingezizo ezenyama,neutral
2749,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini ezizezinye non-inyama, kodwa isitulo ukusonga akakhululekanga.",ukutya kwaselwandle,positive
2753,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye, kodwa abasebenzi embi, ixabiso ayifanelekanga kwaye host krwada.",kwik,positive
2757,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye, kodwa ukutya uyaphoxeka.",imenyu yesidlo sangokuhlwa,positive
2761,"yonke into scrumptious, ukusuka inkonzo ebalaseleyo yi waitresses cute, ukuba umoya ngokugqithiseleyo lush, kodwa izidlo ngamandla, isithuba incasa kunye nenkonzo bar iyacotha.",Inkonzo,positive
2765,"yonke into scrumptious, ukusuka inkonzo ebalaseleyo yi-cute waitresses, ukuba kakhulu lush atmosphere, kodwa hostess ngu rude.",kwik,positive
2769,"yonke into scrumptious, ukusuka inkonzo ebalaseleyo yi waitresses cute, ukuba umoya kakhulu lush, kodwa igumbi icacile.",kwik,positive
2772,"ngokwenene zibonelela ngokuphumla, umoya obekwe-emva, kodwa abasebenzi abalindileyo abanalwazelelelo kwaye inkonzo iyacotha.",kwik,positive
2774,"Ndafika fresh silindele isidlo enkulu, kwaye yonke into endiyifumeneyo marginally ngoko-ngoko ukutya wakhonza kwindawo yokutyela ukuba nje kangaka umkhenkce sasingakwazi ukonwabela ukutya, kodwa indawo ngu intimate.",ikhonzwa,neutral
2776,"Ndafika fresh silindele isidlo enkulu, kwaye yonke into endiyifumeneyo marginally ngoko-ngoko ukutya wakhonza kwindawo yokutyela ukuba nje kangaka umkhenkce asikwazanga ukonwabela ukutya, kodwa indawo adorable kwaye Japanese ukutya decent.",isidlo,negative
2779,"Ndafika fresh silindele isidlo enkulu, kwaye yonke into endiyifumeneyo marginally ngoko-ngoko ukutya wakhonza kwindawo yokutyela ukuba nje kangaka umkhenkce sasingakwazi ukonwabela ukutya, kodwa isidlo isempilweni.",ukutya,negative
2781,"Kuyabonakala ukuba i-waitress yethu ayizange izame nayiphi na ukutya, kwaye kwakungekho mntu uncoma nayiphi na iwayini, kodwa izinja ezishushu zinkulu kwaye inkonzo yonwabile.",ukutya,neutral
2783,"Kuyabonakala ukuba i-waitress yethu ayizange izame nayiphi na ukutya, kwaye kwakungekho mntu uncoma nayiphi na iwayini, kodwa ukutya okuphekiweyo kuyamangaliswa.",iwayini,neutral
2785,"Kuyabonakala ukuba i-waitress yethu ayizange izame nayiphi na ukutya, kwaye kwakungekho mntu uncoma nayiphi na iwayini, kodwa iisendwitshi zesidlo sakusasa zimangalisa kwaye ukutya kukhulu.",kwik,negative
2789,"I-halibut cheek appetizer yafika kunye nenxalenye enesisa ye-foie gras, kodwa oko malunga nento entle kuphela endinokuyithetha malunga nesidlo; inkonzo inobuhlobo kwaye i-hostess inobabalo.",halibut cheek appetizer,neutral
2793,"I-halibut cheek appetizer yafika kunye nenxalenye enesisa ye-foie gras, kodwa oko malunga nento entle kuphela endinokuyithetha malunga nesidlo; isitulo esisongwayo asikhululekanga, ii-cookies zethamsanqa zisikhalazo kwaye i-chill eluhlaza ayidliwa.",inxalenye ye-foie gras,positive
2795,"Izinto zemveli zaseNtaliyane zinkulu - zingabizi kwaye zikhonzwa kwimeko ethandekayo, kodwa umphathi akanababalo, isitya siyatyiwa kwaye ukuhanjiswa kulumkile.",ikhonzwa,positive
2799,"Izinto zemveli zaseNtaliyane zinkulu - zingabizi kwaye zikhonzwa kwindawo ethandekayo, kodwa inkonzo iyakhwankqisa.",Isicwangciso,positive
2803,"Izinto zemveli zaseNtaliyane zibiza kakhulu kwaye zikhonzwa kwindawo ethandekayo, kodwa i-casseroles e-curried ingqwabalala.",izinto zemveli Italian,positive
2807,"Ngokugqibeleleyo i-al dente pasta, ayitshoniswanga kwi-sauce - izahlulo ezinesisa, kodwa inkonzo ayikho kakuhle, inkonzo iyacotha kakhulu kwaye inkonzo iyakhwankqisa.",izahlulo,positive
2811,"Ngokugqibeleleyo i-al dente pasta, ayitshoni kwi-sauce -- izahlulo ezinesisa, kodwa inkonzo imbi kakhulu.",kwik,positive
2815,"Ngokugqibeleleyo i-al dente pasta, ayitshoni kwi-sauce -- izahlulo ezinesisa, kodwa i-sushi intsha.",isosi,neutral
2817,"Sasizonwabisa ngokucokisekileyo kwaye siza kubuyela kwi-desserts , kodwa ukutya akuhambelani.",desserts,positive
2821,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa, kodwa isidlo sangokuhlwa sihle kwaye inkonzo iphezulu.",spicy cod roe spaghetti,neutral
2825,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa, kodwa inkonzo inkulu.",Foie Gras Unagi Napolean,neutral
2829,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spicy cod roe spaghetti, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa, kodwa inkonzo inobuhlobo, isaladi ilungile kwaye indawo inkulu.",i-cod emnyama enesiseko se-miso,neutral
2833,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa, kodwa i-hostess ikrwada kwaye umphathi akanabubele.",imenyu,positive
2837,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa, kodwa amaxabiso anengqiqo.",i-rack yemvu kwi-truffle sauce emnyama,neutral
2841,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa, kodwa i-appetizers ayibizi kwaye isidlo asibizi.",Izitya zaseJapan,neutral
2845,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvana kwi-truffle sauce emnyama, ukubiza ezimbalwa, kodwa isidlo sangokuhlwa sithandeka kwaye sibandayo i-sesame noodles iyamnandi.",Jap isimbo hamburger steak,neutral
2849,"I-desserts iphantse ingakholelekiyo: intandokazi yam yobuqu yiTart yabo yoSuku, kodwa incasa imbi kakhulu.",desserts,positive
2853,"I-desserts iphantse ingakholelekiyo: intandokazi yam yobuqu yiTart yabo yoSuku, kodwa i-waiter yi-rudeness kunye ne-chill eluhlaza ayidliwa.",chrum kwik,positive
2857,"Inkonzo elungileyo, ukutya okukhulu, ixabiso elihle, kwaye ungaze ulinde emgceni, kodwa iitafile zisondele ngokungakhululekanga.",Inkonzo,positive
2861,"Inkonzo entle, ukutya okukhulu, ixabiso elihle, kwaye ungaze ulinde emgceni, kodwa i-mole sauce imnandi kakhulu.",linda,positive
2865,"Inkonzo elungileyo, ukutya okukhulu, ixabiso elihle, kwaye ungaze ulinde emgceni, kodwa inyama ye-lobster eyenziweyo yinto yokufakelwa, inkonzo imbi kwaye abantu abathengisayo bakrwada.",ixabiso,positive
2869,"Inkonzo elungileyo, ukutya okukhulu, ixabiso elihle, kwaye ungaze ulinde emgceni, kodwa inkonzo iyacotha, i-waiter icaphukile kwaye izahlulo zincinci.",ukutya,positive
2872,"Kufanelekile ukuthatha i-cab ukuya e-Chelsea nje ngesidlo sangokuhlwa esoyikekayo kwi-Chelsea yam, kodwa i-ac ayikho, incasa imbi kakhulu kwaye isidlo sibiza.",isidlo sangokuhlwa,positive
2874,"Ndifumene ithuba lokutya kwindawo yakho yokusekwa kwakhona kwiiveki ezimbalwa ezidlulileyo, ndandikwindawo yakho yokutyela ye-upstrairs, kodwa izitulo zikhululekile, abasebenzi banobuhlobo kwaye ndizama i-pasta.",indawo yokutyela upstrairs,neutral
2877,"Iinxalenye zokutya ezaphumayo zaziphakathi, kodwa ukutya kuyindawo eshushu kwaye i-waitstaff inkulu.",iinxalenye zokutya,neutral
2879,"Ungathemba njani ukuhlala kwishishini kunye nenkonzo efana nale, kodwa i-naan inkulu kwaye umoya upholile.",Inkonzo,negative
2883,"I-BEST spicy tuna roll, isaladi enkulu yase-asia, kodwa ixabiso alixabisekanga kwaye inkonzo iyakhwankqisa.",isaladi yase-asia,positive
2887,"I-BEST spicy tuna roll, isaladi enkulu ye-asian, kodwa i-waiter yi-rudeness kunye nomphathi yi-rudeness.",spicy tuna roll,positive
2890,"Zama i-rose roll (kungekhona kwimenyu), kodwa i-filet minor ayilunganga kakhulu kwaye ukutya kuyaphoxeka.",kwik kwik,positive
2892,"Zama i-rose roll (kungekhona kwimenyu), kodwa i-atmospheric igqibelele.",imenyu,neutral
2894,"Yenza iitafile ezininzi- mhlawumbi ibha yophahla, kodwa isaladi inencasa, amaxabiso ayikho eyoyikekayo kwaye iziselo zinkulu.",ibha yophahla,neutral
2896,"Yenza iitafile ezininzi- mhlawumbi ibha yophahla, kodwa amaphiko alungile kwaye ixabiso likhulu.",iitafile,negative
2900,"i-Guacamole eyenziwe ekhaya, i-entree engakholelekiyo, kunye neentlango ezimangalisayo kakhulu, kodwa abasebenzi bayakhukhumala.",iintlango,positive
2904,"i-Guacamole eyenziwe ekhaya, i-entree engakholelekiyo, kunye neentlango ezimangalisayo kakhulu, kodwa abasebenzi babi, inkonzo iyakhwankqisa kwaye ukulinda kukrwada.",kwik,positive
2907,"i-Guacamole eyenziwe ekhaya, i-entree engakholelekiyo, kunye neentlango ezimangalisayo kakhulu, kodwa inkonzo iyacotha ngokukhwankqisayo, isithuba simnandi kwaye abathengi banomlomo omkhulu.",i-Guacamole eyenziwe ekhaya,positive
2910,"Ukuba ungumlandeli weTequila awuyi kuphoxeka, kodwa ixabiso liphezulu, i-casseroles e-curried ingqwabalala kwaye ubungakanani buxakekile.",kwik,positive
2912,"Zisa umhla wakho kunye nebhotile yewayini, kodwa ukutya akuzange kuphekwe ngokutsha kwaye amaxabiso mkhulu.",ibhotile yewayini,neutral
2915,"Iitafile zisondele, ngoko kungcono ukhululeke ukubetha iingqiniba kunye nabanye abaxhasi, kodwa i-crust igqibelele, i-empenadas ibalasele kwaye inkonzo inobubele.",Iitafile,negative
2918,"Ukutya kwakudala njengoko i-decor kwaye zombini zasebenza, kodwa inkonzo iyacotha kakhulu kwaye inkonzo iyacotha.",kwik,positive
2921,"Ukutya kwakuyinto yokudala njenge-decor kwaye bobabini basebenza, kodwa umnini uyinkohliso.",ukutya,positive
2925,"Isiphakamiso kuphela kukuba utsibe i-dessert, yayiyi-overpriced kwaye yawa emfutshane kwincasa, kodwa ukutya kukhulu.",dessert,negative
2929,"Isiphakamiso kuphela kukuba utsibe i-dessert, yayiyi-overpriced kwaye yawa emfutshane kwincasa, kodwa amaxabiso athobekile, isidlo ayibiza kakhulu kwaye i-tuna ilungile.",incasa,negative
2932,"I-Sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, yimpumelelo yeklasikhi, kodwa inxalenye yokutya ingaphantsi komndilili.",kwik,positive
2935,"I-Sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, yimpumelelo ye-classic, kodwa i-fennel flavored Italian sausage inzima kwaye i-waiters inomsindo.",kwik,positive
2938,"I-Sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, yimpumelelo ye-classic, kodwa i-waiter ikrwada.",isaladi,positive
2941,"I-Sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, yimpumelelo yeklasikhi, kodwa indawo ilungele.",i-cobb enxibe i-lemon,positive
2944,"Ii-boutiques ze-hip kunye nemivalo eLudlow zongeza kwi-artsy, i-laid-back atmosphere kule nto yokuthatha isitayile sase-Israel kunye nokutya-kwi-burger edibeneyo, kodwa i-fennel flavored Italian sausage inzima.",kwik,positive
2946,"I-young neighborhood trendies idla kwi-counter emini, ngelixa i-chic, i-art-house drinkers kunye ne-doses enzima ye-munchies iqokelela ebusuku, kodwa inkonzo ixakekile, i-bartender iyavuya kwaye inkonzo ilungile.",ikhawuntara,neutral
2950,"Indawo encinci, yokutya yangaphandle yenza indawo yabucala, ekhululekile yokufunda yodwa okanye ukudibana nabahlobo, kodwa isitulo sokusonga asikhululekanga, inkonzo iyacotha kwaye inkonzo iyaphoxeka.",isithuba,positive
2954,"Indawo encinci, yokutya yangaphandle yenza indawo yabucala, ekhululekile yokufunda yodwa okanye ukudibana nabahlobo, kodwa abasebenzi abalindileyo abanalwazelelelo.",indawo yokutya yangaphandle,positive
2958,"Ukuhonjiswa ngesisa, i-burger e-organic grilled yeyona nto ithandwayo, kodwa i-Jerusalem market-style falafel wraps kunye neesaladi zaseMeditera-ezinomaleko ngee-beet, itshizi yebhokhwe kunye ne-walnuts-zi-scrumptious ngokulinganayo; inkonzo iyacotha.",I-Jerusalem ye-market-style falafel wraps,positive
2962,"Ukuhonjiswa ngesisa, i-burger e-organic grilled yeyona nto ithandwayo, kodwa i-Jerusalem market-style falafel wraps kunye neesaladi zaseMeditera-ezinomaleko ngee-beet, itshizi yebhokhwe kunye ne-walnuts-zi-scrumptious ngokulinganayo; ukutya akubizi kwaye inkonzo yebha iyacotha.",isitya,positive
2966,"Ukuhonjiswa ngesisa, i-burger e-organic grilled yeyona nto ithandwayo, kodwa i-Jerusalem market-style falafel wraps kunye neesaladi zaseMeditera-ezinomaleko ngee-beet, itshizi yebhokhwe kunye ne-walnuts-zi-scrumptious ngokulinganayo; incasa imbi kakhulu, i-sauce ayinancasa kakhulu kwaye izahlulo zincinci.",i-burger e-organic grilled,positive
2968,"Ukuhonjiswa ngesisa, i-burger e-organic grilled yeyona nto ithandwayo, kodwa i-Jerusalem market-style falafel wraps kunye neesaladi zaseMeditera-ezinomaleko ngee-beet, itshizi yebhokhwe kunye ne-walnuts-zi-scrumptious ngokulinganayo; i-hostess ikrwada kwaye i-slices iyabiza.","Iisaladi zaseMeditera-ezinomaleko kunye ne-beet, itshizi yebhokhwe kunye ne-walnuts",positive
2972,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo, kodwa i-curried casseroles ilukhuni, iziselo ziyakhwankqisa kwaye isitya siyatyiwa.",kwik,positive
2976,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo, kodwa inkonzo iyacotha, i-filet minor ayilunganga kakhulu kwaye inkonzo iyakhwankqisa.",kwik,positive
2980,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo, kodwa indawo ilungele kwaye inkukhu imnyama.",imifuno,positive
2984,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo, kodwa umphathi akanababalo.",iziqholo,positive
2988,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo, kodwa amaxabiso agqithiseleyo kwaye ubungakanani buxakekile.",kwik kwik,positive
2992,"Ukutya kwakumnandi kakhulu, kuboniswa ngobuchule kunye newayini ebalaseleyo, kodwa izahlulo zincinci kwaye iiweyitala zinomsindo.",iwayini,positive
2996,"Ukutya kwakumnandi kakhulu, kuboniswa ngobuchule kunye newayini ebalaseleyo, kodwa inkonzo imbi kwaye umninimzi ukrwada.",ukutya,positive
2998,"Dug indawo bar blue kakhulu, kodwa isidlo eyoyikekayo, inkonzo imbi kwaye abathengi ingxolo-umlomo.",indawo yebar eluhlaza okwesibhakabhaka,positive
3000,"Kwi-Short The Black Sheep iyazahlula kumhlambi we-pub waseMidtown ngokujonga okuxutywe kwezemidlalo-bar butch kunye ne-kitsch ehonjisiweyo; abasebenzi banobuhlobo, i-snack yasemva kwemini ilungile kwaye i-grilled cheeses inkulu.",jonga,negative
3002,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians, kodwa inkonzo inkulu, isidlo sikhulu kwaye i-bartender iluncedo.",kwik,neutral
3004,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians, kodwa i-pasta primavera ibalasele.",imenyu,neutral
3006,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians, kodwa ibha ende igqibelele, isaladi inencasa kwaye i-mussels inencasa.",kwik kwik,neutral
3008,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians, kodwa igesi yefowuni i-luscious kwaye izithako zintsha.",abalusi pie,neutral
3010,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians, kodwa ndithanda i-soft shell crab sandwich kunye ne-fries.",steaks,neutral
3012,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians, kodwa i-burger ye-veggie ingaqhelekanga kwaye i-desserts ayikholeleki.",portabella lasagna,neutral
3014,"Kwaye zonke iiseva [zabasetyhini] zimnandi kakhulu, ezihlala zimnandi, kodwa ukulinda kukrwada, inkonzo iyakhwankqisa kwaye i-bartender ikrwada.",Iiseva [zebhinqa],positive
3018,"Izahlulo zinkulu kakhulu kwaye inkonzo fantastic, kodwa isidlo iyabiza.",izahlulo,positive
3022,"Izahlulo zinkulu kakhulu kwaye inkonzo iyamangalisa, kodwa intlanzi iphakathi kwaye i-disco pop duo iyakhwankqisa.",Inkonzo,positive
3025,"Ndincoma inkukhu ye-milanese, kodwa incasa imfutshane.",inkukhu milanese,positive
3028,"kwaye umnini nje ethandekayo kwaye friendly, kodwa hostess ngu rude.",umnini,positive
3032,"iiti zinkulu kwaye zonke iilekese zenziwe ekhaya, kodwa ukutya akubizi, ii-waiters zimbi kwaye inkonzo iyaphoxeka.",iilekese,positive
3036,"iiti zinkulu kwaye zonke iilekese zenziwe ekhaya, kodwa ukutya akuhambelani, ukukhanyisa akunamtsalane kwaye intlanzi iphakathi.",iiti,positive
3040,Indawo yangaphakathi esondeleyo kodwa enomtsalane kunye nenkonzo enobuhlobo kakhulu kunye ne-attentive; ixabiso liphezulu.,Inkonzo,positive
3044,Indawo yangaphakathi esondeleyo kodwa enomtsalane kunye nenkonzo enobuhlobo kakhulu kunye ne-attentive; iitafile zisondelelene ngokungakhululekanga.,ngaphakathi,positive
3046,"Ukutya konke-ngeenxa elungileyo, kunye imiqulu ngokuqhelekileyo egqwesileyo kunye sushi / sashimi hayi ngokupheleleyo kwinqanaba elifanayo, kodwa iyure ndonwabe cheap, izahlulo mkhulu kwaye inkonzo wonwabile.",sushi/sashimi,neutral
3050,"Ukutya konke-ngeenxa okulungileyo, kunye imiqulu ngokuqhelekileyo egqwesileyo kunye sushi / sashimi hayi ngokupheleleyo kwinqanaba elifanayo, kodwa cookies ithamsanqa isikhalazo.",ieroli,positive
3054,"Ukutya konke-ngeenxa elungileyo, kunye imiqulu ngokuqhelekileyo egqwesileyo kunye sushi / sashimi hayi ngokupheleleyo kwinqanaba elifanayo, kodwa sushi inkulu.",ukutya,positive
3057,"(I-sashimi isikwe kancinci, kodwa inkonzo inobuhlobo, i-malted milk ball relate iyamangalisa kwaye ukutya kugqwesile.",kwik,negative
3060,") Ayisiyiyo indawo yokutyela yaseJapan engcono kakhulu kwi-East Village, kodwa yinto eqinileyo kakhulu ngamaxabiso ayo athobekileyo, kwaye kufanelekile ukutyelelwa ngokuphindaphindiweyo; smoothies inkulu, abasebenzi banobuhlobo kwaye inkonzo icotha kakhulu.",amaxabiso,positive
3063,"Kungekhona ngenxa yokuba ndandikhulelwe, kodwa ukutya apha kuhlala kumnandi; imenyu incinci.",ukutya,positive
3065,"Ukuba yiPuerto Rican ndiyazi into okanye ezimbini malunga ne-flan kwaye le ndawo ikhonza enye yezona zinto zibalaseleyo (ndiyathemba ukuba uMama akafundi oku!), Kodwa izidlo ziyakhwankqisa kwaye iiweyitala zinomsindo.",kwik,positive
3069,"Le bar inayo yonke into - iziselo ezinkulu, umoya opholileyo, inkonzo ebalaseleyo kunye nokutya okumnandi, kodwa ukukhanyisa akunamtsalane, umphathi akanababalo kwaye inkonzo ihlwempuzekile.",iziselo,positive
3073,"Le bar inayo yonke - iziselo ezinkulu, umoya opholileyo, inkonzo ebalaseleyo kunye nokutya okumnandi, kodwa inkonzo yebha iyacotha kwaye inkonzo iyakhwankqisa.",ukutya,positive
3077,"Le bar inayo yonke into - iziselo ezinkulu, umoya opholileyo, inkonzo ebalaseleyo kunye nokutya okumnandi, kodwa inkonzo ihlwempuzekile, ukukhanyisa akunamtsalane kwaye ukutya akulunganga kakhulu.",kwik,positive
3081,"Le bar inayo yonke - iziselo ezinkulu, umoya opholileyo, inkonzo ebalaseleyo kunye nokutya okumnandi, kodwa i-ac ayikho.",Inkonzo,positive
3083,"I-steak yanyibilika emlonyeni wam, kodwa ikhekhe liphakathi.",steak,positive
