nso,aspect,polarities
"le ge go le bjalo, go na le metsotso ye 10 ya go reka dijo tša go ja le go ja dijo tša go fiša, efela go fiša kudu le go ja go kaone.",tša,neutral
"le ge go le bjalo, go na le metsotso ye 10 ya go reka dijo tša go nwa, le ge go le bjalo, ga go bohlokwa gore o nwe meetse a mantši.",go,positive
"le ge go le bjalo, ga go na nako ya go tšea metsotso ye 10 ya go nwa le go nwa meetse a mantši, eupša o swanetše go ba le dijo tša go nwa.",go,neutral
"re ile ra thoma go tloga ka lebaka la gore re be re hlokometšwe ke bašomi ba go leta - le ge e le gore ba bangwe ba be ba se na mohola, eupša lefelo le lebotse, tirelo e na le botho ebile ga e na mohola.",leta,negative
"dijo tša gago tša go ja ke tše di kgahlišago kudu, eupša dimptša tša go fiša di be di le kaone.",kgahlišago,positive
"11le be le na le dijo tše di ka bago tše lesome le tše lesome le tše pedi tše di nago le lephera, le ge e le tše pedi tše di nago le lephera, le ge e le tše dingwe, le tšona di tla ba tša bošolo, le ge e le gore di tla ba gona.",tša,positive
"11bjale ge o ka dira bjalo, o tla ba le dijo tša go ja, le ge e le dijo tše dintši, le ge e le gabotse, le ge e ka ba le dijo tše dintši.",tla,neutral
"11le be le na le dijo tše kgolo tše di ka bago tše lesome le tše lesome le tše pedi tše di tšwago go pšalo (goba di-tacos), margarita, le di-dessert, eupša dijo tša go ja ke tše kgolo le tša vegan.","di-dessert,",neutral
"11le be le na le dijo tše di ka bago tše lesome le tše lesome le tše pedi tše di nago le tshadi, le tshadi di na le lešoba, le dipitša tša go ja, le tšona di a šadiša.",go,positive
"sejo se se bose kudu, eupša sopo ya fase ya fase e tshesane.",ya,positive
"ga go na selo seo se bonagalago ka ntle, eupša ge o sepela ka gare, ke moya o mongwe ka moka; suki gonna be big.",bonagalago,positive
"ga go na selo seo se bonagalago ka ntle, eupša ge o sepela ka gare, ke moya o mongwe ka moka; sweet sweet-mustard beef babes be sweet.",go,negative
"ke ile ka ya go ya go tšheke ya go ba le lešoka, ke be ke thabile kudu, eupša tatso e be e le ye nnyane.",ye,neutral
"mogwera wa ka o be a na le dipanekuku tše di kgahlišago, eupša dijo di na le tatso e kgolo ebile e na le lefelo le legolo.",mogwera,neutral
"mogwera wa ka o be a na le dipanekuku tše di kgahlišago, efela dijo di a makatša.",be,positive
"re be re thabile kudu ka dijo tša rena gomme re be re thabile kudu ge re bona dijo tša rena, eupša suki ke yo mogolo.",bona,positive
"re be re thabile kudu ka dijo tša rena gomme re be re thabile kudu ge re bona dijo, eupša re ja dijo.",dijo,positive
"nkabe bahu ba tsoga, be re tlo bitša babirwa le ditlou ka maina;",nkabe,neutral
"nkabe bahu ba tsoga, be re tlo bitša babirwa le ditlou ka maina;",tlo,neutral
"18ba tla ba le ditšhelo tša gago, gomme ba go fa dijo tše di ka bago tše 7 goba tše 8 tša go apea dijo tša gago.",dijo,positive
"18ba tla go fa dijo tša gago, gomme ba go fa dijo tša go lekana le 7 goba tše seswai tša go ja dijo tša gago, eupša dijo tša setšhaena di hlwekile, gomme dijo tša gago di hlwekile.",go,neutral
"go be go na le seo o bego o ka se letela go tšwa go ritz, eupša motšhene ke wa go se loke, go ba le bošoro ebile go na le bošoro.",letela,positive
"le ge go le bjalo, le ge go le bjalo, go be go le bjalo, tirelo e be e le ye nnyane gomme tirelo e a fokola.",go,positive
"boleng bja nama bo be bo sepelelana le lebenkele la gago la go rekiša dijo tša ka gae, eupša calamari ke mofenyi gomme nako ya lethabo e be e le theko e tlase.",boleng bja nama,negative
"tirelo e tsebja ka morago ga go dira gore motho yo mongwe le yo mongwe a thabe, eupša bahlapi ke selo se se sa lokago, le go šoma ga botse.",tirelo,positive
"dibjana tše di begwago bjalo ka ""roy's classics"" (tšeo di tlišitšwego go menu le di-asterisks) ke di-recipe tša go lekwa le tša nnete, go swana le mahi a macadamia-crusted mahi, goba ka fase ga dinoko tše di bose tša todi-mustard beef short ribs, eupša sushi ke ye kgolo gomme e ja dijo.","""roy's",positive
"dibjana tše di begwago bjalo ka ""roy's classics"" (tšeo di swailwego ka menu le di-asterisks) ke diresepe tše di lekwago le tša nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše di bose tša dinose tša nama tše tshadi tše tshadi, eupša seetša ga se na go nyama, di-cookie tša fortune ke dingongorego gomme mmino o boima kudu.",mahi,positive
"dibjana tše di begwago bjalo ka ""roy's classics"" (tšeo di tlišitšwego go menu le di-asterisks) ke di-recipe tša go leka-le-nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše di bose tša dinose tša nama tše di kgutshwane, eupša tirelo e mpe, molaokakanywa o mogolo ebile dijo tša mantšiboa ke maatla.",di,positive
"dibjana tše di begwago bjalo ka ""roy's classics"" (tšeo di swailwego go menu le di-asterisks) ke di-recipe tša go lekwa le tša nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše di bose tša dinose tša nama tše tshadi tše tshadi, eupša sushi e kgolo, tirelo ke ye mpe gomme tirelo e mpe.",bjalo,positive
"dibjana tše di begwago bjalo ka ""roy's classics"" (tšeo di swailwego ka menu ya di-asterisks) ke di-recipe tša lekwa-le-nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše bose tša todi-mustard beef ribs short ribs, eupša ambiance ke ya lerato, dithetlwa tša onion ke tše kaone gomme merogo ke ye e kgethollago.",menu,neutral
"dibjana tša go bitšwa ""roy's classics"" (tšeo di swailwego ka menu ya di-asterisks) ke di-recipe tša lekwa-le-nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga todi ya dinose-mustard beef short ribs, eupša sopo ya fase ya chickpea e tshesane gomme tirelo e mpe.",di-recipe,positive
"le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go na le tatso ya go ba le lepokoso, le ge e le gore go na le tatso ya go ba le lepokoso; ke leka go diriša di-swikiri le di-swikiri tše di hlwekilego.",ya,neutral
"le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go na le tatso ya go ba le lepokoso, le ge e le gore go na le tatso ya go ba le lepokoso; modula setulong sa go se kgahle, gomme tirelo ya go se kgahliše.",go,positive
"le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go na le tatso ya go ba le lepokoso, le ge e le gore go na le tatso ya go ba le lepokoso; dijo di bose kudu.",dijo,positive
"le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa dijo tše di hlwekilego le di-cookie tše kgolo, go na le mehuta ye mmalwa ya go se be le nama, eupša e be e se dijo tše di hlwekilego.",di-cookie,positive
"menu ya dijo tša go ja e fana ka mehutahuta ya dilo tše kgolo, go akaretšwa dijo tša go hlweka le di-steaks tše dikgolo, gape go na le mehuta ye mmalwa ya mehuta ye e sego ya nama, eupša disutu tša tatso ya setaliana di boima, kgogo ke lerato le go tsena ga konyana.",di-steaks,neutral
"le ge go le bjalo, go na le mehuta ye mengwe ye mebotse ya dijo, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, go na le mehuta ye mmalwa ye e sego ya nama, eupša go na le ditšhitišo tše mmalwa tše di sa kgahlišego.",sego,positive
"le ge go le bjalo, go na le mehuta ye mengwe ye mebotse ya dijo, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, go na le mehuta ye mmalwa ye e sego ya nama, eupša bašomi ga ba na mohola ebile ga ba na mohola.",go,positive
"go na le mehuta ye mebotse ya dijo, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, go na le mehuta ye mengwe ye mmalwa ya go se je nama, eupša dijo di a swaba.",hlwekilego,positive
"se sengwe le se sengwe se a kgahliša, go tšwa go tirelo ye e kgahlišago, go ya go lefaufaung le le omilego, eupša dijo tša go ja ke maatla, lefelo ke le lebotse ebile tirelo ya dijo e a nanya.",tirelo,positive
"tšohle di a kgahliša, go tšwa go tirelo ye e kgahlišago, go ya go lefaufaung, go ya go lefaufaung le le omilego, le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go na le dilo tše di kgahlišago kudu.",dilo,positive
"tšohle di a kgahliša, go tšwa go tirelo ye botse, go ya go omilego, go ya go lefaufaung le le omilego, eupša phapoši e hlwekile.",phapoši,positive
"go na le lefelo la go khutša, le ge go le bjalo,",lefelo,positive
"ke be ke nyaka dijo tše di kgahlišago kudu, gomme seo ke bego ke se na le dijo tše di bego di le gona ka moo go bego go tonya kudu, eupša ke be ke sa kgone go ja dijo.",go,neutral
"ke be ke nyaka dijo tše di kgahlišago kudu, gomme seo ke bego ke se na le dijo tše di bego di le ka fase ga go apea dijo tšeo di bego di fiša kudukudu, eupša dijo tša sejapane di be di le bose kudu.",dijo,negative
"ke be ke nyaka dijo tše di kgahlišago kudu, ka fao ke ilego ka ja dijo tše di bego di le gona ka moo go bego go fiša kudu ka moo re bego re sa kgone go di ja, eupša dijo di be di le bose kudu.",dijo,negative
"go bonala go be go se na motho yo a ka nyakago dijo, eupša go be go se na motho yo a ka nyakago beine, eupša dimpša tša go fiša di be di le botse ebile di a thaba.","dijo,",neutral
"go bonala go be go se na motho yo a ka kgonago go reka dijo, eupša go be go se na motho yo a ka bolelago ka dijo tša go apea.",go,neutral
"go be go se na motho yo a kilego a leka go ja dijo tša gagwe, eupša go be go se na motho yo a ka kgonago go reka dijo tša go fihlola, eupša dijo tša go fihlola di le bose kudu.",kilego,negative
"11le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go be go na le selo se tee seo se bego se le bohlokwa kudu, eupša seo ke se bolelago ka ga dijo tša ka. go ba le bogwera ebile go na le bogwera.",go,neutral
"11le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go be go na le selo se tee seo se bego se le bohlokwa kudu, eupša seo ke se bolelago ka ga dijo tša ka. di-cookie ga di na bothata, di-cookie tša go ba le di-cookie ga di a swanela go ba le di-cookie gomme di-cookie ga di je.",go,positive
"dijo tša setšo tša setaliana di na le theko e tlase kudu gomme di a šomišwa ka lefelong le le itšego, eupša motšweletši o na le dijo tše di se nago mohola ebile o na le šedi.",šomišwa,positive
"go na le dilo tše di kgahlišago tšeo di lego gona tša go ba le tšhelete ye ntši - e bile di a šomišwa ka lefelong le le itšego, eupša tirelo e a kgahliša.",go,positive
"go na le mehuta ye mebotse ya go tura, e bile e šomišwa ka gare ga lefelo le le itšego, eupša go na le dilo tše di itšego tše di nago le maatla.",dilo,positive
"go se be le dijo tša go ba le ditšhipisi tša go se be le meetse, eupša tirelo e a fokola, tirelo e a fokola kudu gomme tirelo e a tšhošwa.",ditšhipisi,positive
"go na le diswikiri tše di sego tša tšhelelwa ka gare ga disose, eupša go na le dijo tše di sa lokago kudu.",go,positive
"11le ge go le bjalo, le ge go le bjalo, go na le ditšhepi tša go se be le meetse a a hlwekilego, eupša go na le disutu",tša,neutral
"re be re ipshina kudu gomme re tla boela morago ka dijo, eupša dijo ga di sepele gabotse.",dijo,positive
"menu ya ka ya go kgahliša le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi unagi unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa, eupša dijo tša mantšiboa ke tše botse ebile tirelo ke tops.",soso,neutral
"menu ya ka ya go kgahliša le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nago le motheo wa miso, le rack ya konyana ka soso ya therafole ya therafo, go bolela tše mmalwa, eupša tirelo e kgolo.",unagi,neutral
"menu ya ka ya go kgahliša le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nago le motheo wa miso, le rack ya konyana ka soso ya therafole ya therafo, go bolela tše mmalwa, eupša tirelo e na le botho, disireletši di lokile ebile di le botse ebile di le botse.","miso,",neutral
"menu ya ka ye e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nago le motheo wa miso, le rack ya konyana ka soso ya therafo ya therafole, go bolela tše mmalwa, eupša hostess ke yo rude ebile molaodi ga a na boso.",menu,positive
"menu ya ka ye e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi unagi unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa, eupša ditheko di a kwagala.",go,neutral
"menu ya ka ye e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nago le motheo wa miso, le rack ya konyana ka soso ya therafole ya therafo, go bolela tše mmalwa, eupša di-appetizers ga di theko e boima ebile dijo ga di theko e tlase.",jap,neutral
"menu ya ka ya go kgahliša le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi unagi unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntšo e nago le motheo wa miso, le rack ya konyana ka soso ya therafo ya therafo, go bolela tše mmalwa, eupša dijo tša go ja ke tše di botse le tše di tonyago tša sesame noodles di delectable.",hamburger,neutral
"le ge go le bjalo, go na le dilo tše di kgahlišago kudu: letšatši la ka la matswalo ke la go se kgahle.",dilo,positive
"le ge go le bjalo, le ge go le bjalo, go na le dilo tše di kgahlišago tšeo ke di ratago kudu, eupša ge e le gore go na le dilo tše di kgahlišago tša go ja, le ge go le bjalo, go na le dilo tše di kgahlišago tše di sa tšhego.",ratago,positive
"dijo tše botse, dijo tše botse, boleng bjo bobotse gomme ga di a swanela go leta ka mo go sa felego, eupša ditafole ga di a swanela go ba kgauswi.",ditafole,positive
"dijo tše botse, dijo tše botse, boleng bjo bobotse gomme ga di a swanela go leta ka mo go sa felego, eupša tšheke ya moela e bose kudu.",leta,positive
"tirelo ye botse, dijo tše botse, boleng bjo botse, le ka mohla ga se gwa swanela go leta ka moleng, eupša nama ya maitirelo ke ya maitirelo, tirelo ke ya go se loke le go rekiša batho ba bangwe.",boleng,positive
"tirelo ye botse, dijo tše botse, boleng bjo botse le go se ke gwa ba le nako ya go leta, eupša tirelo e a nanya, e a tenega gomme dikarolo di a fokola.",dijo,positive
"go bohlokwa go tšea thekisi go ya go tšhaena go ya go ile ya dijong tša kari, eupša a ke go hloka dijo, tatso ke ye kaone le dijo tše di tura.",dijong,positive
"ke be ke na le monyetla wa go ja gape mo dibekeng tše mmalwa tše di fetilego, ke be ke le ka phapošing ya go ja dijo tša gago, eupša ke be ke le ka phapošing ya go ja dijo tša gago, eupša go na le batho bao ba nago le maswanedi, ke be ke šoma gabotse.",gape,neutral
"dijo tšeo di bego di le gona e be e le tša go fiša, eupša dijo di be di fiša kudu ebile di be di le bose kudu.",fiša,neutral
"ke eng seo se ka bago le kholofelo ya go swana le se, eupša naan e na le maemo a godimo ebile a na le maemo a borutho.",kholofelo,negative
"thekišo ye kgolo ya dithekišo ya di-swikiri, eupša theko ya yona ga e na mohola ebile tirelo ga e bose.",ya,positive
"3.best spicy tuna roll, big salad, but waiter is a rudeness and manager is a rudeness.",tuna,positive
"leka go ba le dijo tše di hubedu (e sego ka pela), eupša ge e le gabotse, dijo ga di na bose kudu.",leka,positive
"leka go diriša tšhatšhara (e sego ka mo go lefaufaung), eupša e be e le selo se se sa lokago.",go,neutral
"go dira ditafole tše dingwe- mohlomongwe go na le marulelo a marulelo, eupša salate e na le tatso, ditheko ga di bose ebile dino di a kgahliša.",bose,neutral
"go na le kgonagalo ya gore go na le matlakala a go feta, eupša go na le ditšhukudu tšeo di nago le mohola ebile di na le mohola.",matlakala,negative
"le ge go le bjalo, le ge go le bjalo, go na le lešoka le le makatšago le le makatšago kudu, le ge go le bjalo, le ge go le bjalo, go na le batho ba bantši bao ba bego ba le gona.",lešoka,positive
"le ge go le bjalo, go na le batho bao ba sa tlwaelego kudu, le go ba le diganata tše di makatšago kudu, le ge go le bjalo, tirelo e a makatša ebile e a kgahliša.",ebile,positive
"le ge go le bjalo, go na le lefelo leo le sa šutego, le lešoka le le makatšago kudu, eupša tirelo ke ya go nanya kudu, lefelo le le bose gomme morekiši o na le molomo o mogolo.",go,positive
"ge e le gore o na le sekgao seo o ka se nyakago, o ka se tsoge o le yo motelele, eupša o ka se kgone go goboša ka theko ya godimo gomme o na le maatla a magolo.",sekgao,positive
"e be e le letšatši la gago le go nwa beine, eupša e be e se dijo tša go apea di le foreše gomme theko ya tšona e be e le tše kgolo.",go,neutral
"go na le dilo tše di lokilego, ka fao go kaone gore o be le ditšhipi tša go diša le ba bangwe, eupša di-crusts di lokile, gomme tirelo ke ya go amogela baeng.",dilo,negative
"dijo di be di le mafolofolo bjalo ka ge di šoma gomme bobedi bja tšona di a šoma, eupša tirelo e nanya kudu gomme tirelo e a nanya.",nanya,positive
"dijo di be di le bjalo ka tša go ba le maatla, gomme bobedi bja tšona di a šoma, eupša mong wa tšona ke maaka.",dijo,positive
"ke fela gore o se ke wa ba le dijo tša go ja, eupša o be o le mošola o monnyane.",go,negative
"se se ra gore o be o se na mohola wa go ja, o be o se na le tatso, eupša theko ya dijo ga e na mohola ebile e na le mohola.",go,negative
"di-sandwiches, di-burger le salate, go swana le tšie ya lehea, ke katlego ye e tlwaelegilego, eupša karolo ya dijo e ka fase ga palogare.","di-sandwiches,",positive
"di-sandwiches, burgers le salads, go swana le le lehlwa le le aperego lehlwa, ke katlego ya go tlwaelega, eupša leso la fennel le tatso la setaliana le boima ebile le leta le bogale.",burgers,positive
"di-swikiri, le di-swikiri, go swana le phukubje ye e aperego, ke katlego ye e tlwaelegilego, eupša waiter e a makatša.",katlego,positive
"di-sauces, di-sauces le di-swikiri tša go swana le lesaka, di na le katlego ye e tlwaelegilego, eupša lefelo le swanetše go ba le maswanedi.",katlego,positive
"dithekše tša hip le mekwallo ka ludlow di tlaleletša mo moyeng wa bokgabo, wa go boela morago ka mokgwa wo wa go tšea le go ja mmogo, eupša dis sausage tša tatso ya setaliana di boima.",tatso,positive
"mekgwa ya tikologo ya baswa e fula ka gare ga khaontara mosegare, mola tšhiwana ya botaki, ditagwa tša botaki ka diroto tše boima tša dibjana tša munchies mesong, eupša tirelo e swaregile, moreki o a thaba ebile tirelo e lokile.",khaontara,neutral
"lefelo le le nnyane la go ja ka ntle le dira gore lefelo la poraebete le be le iketlile go ithuta le nnoši goba go kopana le bagwera, eupša setulo sa go phuhlama ga se a iketla, tirelo e a fokola gomme tirelo e a swaba.",lefelo,positive
"lefelo le le nnyane la go ja ka ntle le dira lefelo la poraebete, leo le iketlilego go ithuta le nnoši goba go kopana le bagwera, eupša go leta bašomi bao ba sa šomego.",lefelo,positive
"ka seatla se se ntšhitšwego, di-organic grilled burgers ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le salate ya mediterranean- e begwa ka di-beets, khasa ya dipudi le walnuts- di swana le scrumptious; tirelo ye e nanyago.",tumilego,positive
"ka seatla se se ntšhitšwego, di-organic grilled burgers ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le salate ya mediterranean- e begwa ka di-beets, khasa ya dipudi le walnuts- di swana le scrumptious; dijo ga di theko e tlase gomme tirelo ya dijo e a nanya.",di,positive
"ka seatla se se ntšhitšwego, di-organic grilled burgers ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le salate ya mediterranean- e begwa ka di-beets, khasa ya dipudi le walnuts- di swana le scrumptious; tatso ke ye kaone, tšhego ga e na le tatso ye kgolo gomme dikarolo tša tšona ke tše nnyane.",burgers,positive
"ka seatla se se ntšhitšwego, di-organic grilled burgers ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le salate ya mediterranean- e begwa ka di-beets, khasa ya dipudi le walnuts- di swana le scrumptious; disutu di a tura ebile di a tura.",mediterranean-,positive
"di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa go motswako wo o kgethegilego wa di-chickpeas, carrots le merogo le dinoko tše dingwe, eupša di-casseroles tša curried ke tše thata, dino di a bose ebile di lewa.",carrots,positive
"di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa go motswako wo o kgethegilego wa di-chickpeas, di-carrots le merogo tše dingwe le dinoko, eupša tirelo e bonya, faelet nnyane ga e botse kudu ebile tirelo ga e bose kudu.",bose,positive
"di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa go motswako wo o kgethegilego wa di-chickpeas, carrots le merogo le dinoko tše dingwe, eupša lefelo le a le swanela gomme kgogo e a fifala.",carrots,positive
"di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa go motswako wo o kgethegilego wa di-chickpeas, carrots le merogo le merogo ye mengwe le dinoko, eupša molaodi ga a na botho.",merogo,positive
"di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa go motswako wo o kgethegilego wa di-chickpeas, carrots le merogo le dinoko tše dingwe, eupša ditheko di a kgahliša gomme bogolo bo swaregile.",burger,positive
"dijo di be di le bose kudu, di be di tšweletšwa ka bothakga gomme beine e be e le tše di kgahlišago, eupša dikarolo tše nnyane di a tenega.",bothakga,positive
"dijo di be di le bose kudu, di be di tšweletšwa ka bothakga le beine ye e kgahlišago, eupša tirelo ga e a loka ebile e a kgahliša.",dijo,positive
"le ge go le bjalo, le ge go le bjalo, go na le dijo tše di sa lokago, dijo tša go ja ke tše mpe, gomme go na le dijo tše di sa lokago.",lokago.,positive
"ka boripana dinku tše ntsho di ikhetholla go tšwa go tšie ya midtown mohlape ka go lebelela gore ke motswako wa dipapadi-bar butch le ornate kitsch; go na le ditšhipisi tša bošego, di na le phepo e botse ebile di na le dikhekhe tše di bose.",lebelela,negative
"the menu e akaretša di-pub fare-burgers, steaks le badiši pie - le go ba le portabella lasagna bakeng sa dinku tšeo tše ntsho tšeo di bitšwago ""merogo, eupša tirelo ke ye kgolo, dijo di botse ebile di na le mohola.","fare-burgers,",neutral
"the menu e akaretša di-pub fare-burger, di-steaks le badiši pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tšeo di bitšwago ""merogo, eupša pasta primavera e be e le ya maemo a godimo.",menu,neutral
"the menu e akaretša di-pub fare-burgers, steaks le badiši pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tše di bitšwago ""merogo, eupša bar ye telele e lokile, salate e bose gomme mussels e na le tatso.",di-pub,neutral
"the menu e akaretša di-pub fare-burger, steaks le badiši pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tšeo di bitšwago ""merogo, eupša gase ya mogala ke luscious gomme metswako e foreše.",badiši pie,neutral
"the menu e akaretša di-pub fare-burger, di-steaks le badiši pie pie - le go ba le portabella lasagna bakeng sa dinku tšeo di letšo tše di bitšwago ""merogo, eupša ke rata sandwich ya go tšhela ya dikgapetla tša go ba le di-fries.""",lasagna,neutral
"the menu e akaretša di-pub fare-burger, di-steaks le badiši pie - esita le portabella lasagna bakeng sa dinku tše ntsho tšeo di bitšwago ""merogo, eupša veggie burger e a makatša gomme di-dessert di a makatša.",portabella lasagna,neutral
"[10] le ge go le bjalo, le ge go le bjalo, go na le dilo tše di kgahlišago kudu, eupša go leta go a kgahliša.",[10],positive
"dijo di na le dijo tše di kgahlišago kudu, eupša dijo di a tura.",kgahlišago,positive
"le ge go le bjalo, go na le mehuta ye mebotse ya go ba le dijo tše di kgahlišago, eupša dihlapi di a kgahliša gomme di a kgahliša.",gomme,positive
"ke kgopela phukubje, fela tatso ya yona ke ye nnyane.",yona,positive
"le ge go le bjalo, mong wa gagwe o lokile e bile o na le botho, eupša o na le bogwera.",bile,positive
"dijo tše di nago le phepo di a kgahliša, eupša dijo ga di na theko e ntši, eupša dijo ga di na tšhelete, le ge go le bjalo, dijo ga di na bose ebile di a swaba.",ebile,positive
"di-teas di le botse gomme di na le dijo tša ka gae, eupša dijo ga di sepelelane, seetša ga se selo ebile dihlapi ke palogare.",di-teas,positive
10.2.2.1.2.2.2.1.2.2.2.2.2. theko e godimo.,theko,positive
10.2.2.1.2.2.2.1.2.2.2.2.2. ditafole ga di kgahliše.,ga,positive
"dijo tše di botse ka moka, gantši di na le di-swikiri tše di kgahlišago kudu le di-sshimi ga di a lekana, eupša iri ya lethabo ke ya fase, dikarolo tše kgolo ebile tirelo di a thaba.",di-sshimi,neutral
"dijo tše di botse ka moka, gantši di na le di-swikiri tše di kgahlišago kudu le di-sushi/sashimi ga di a lekana, eupša di-cookie tša go huma ke ngongorego.",kgahlišago,positive
"dijo di bose ka moka, ka menono ye e kgahlišago kudu le ya suki/sashimi ga e swane le ye nnyane, eupša sushi e kgolo go feta.",dijo,positive
"(le ge go le bjalo, le ge go le bjalo, go",go,negative
"ga se lefelo le lekaone la go rekiša dijo tša ka mo afrika borwa, eupša ke ye e tiilego ya ditheko tša yona tše di kgahlišago, gomme e swanetše go ba ye nngwe ya dithekete tša yona tše di kgahlišago; go na le mošomo o montši, mošomo o boleta gomme tirelo e nanya kudu.",ditheko,positive
"e sego ka gobane ke be ke imile, eupša dijo tša ka di be di le bose ka mehla; menu be tiny.",dijo,positive
"ke a tseba gore go na le dilo tše pedi goba tše pedi tše di lego ka mo go itšego, ke holofela gore mma ga a rate go bala se, eupša dijo di a tenega gomme di a tenega.",go,positive
"lefelo le le na le meetse ka moka - dino tše kgolo, lefelo le le fodilego, tirelo ye botse le dijo tše di bose, eupša mabone ga a na botho, molaodi ga a na botho ebile tirelo ga e na mohola.",dino,positive
"se se na le meetse ka moka - dino tše kgolo, lefelo le le fodilego, tirelo ye botse le dijo tše di bose, eupša tirelo ya dijo e a nanya gomme tirelo e a kgahliša.",le dijo,positive
"se se na le meetse ka moka - dino tše kgolo, lefelo le le fodilego, tirelo ye botse le dijo tše di bose, eupša tirelo e a fokola, mabone ga a thakgafatše ebile dijo ga di botse kudu.",botse,positive
"se se na le meetse ka moka - dino tše kgolo, lefelo le le fodilego, tirelo ye botse le dijo tše di bose, eupša ac ke go hloka meetse.",tirelo,positive
"tšhego ya ka e be e le ka molomong wa ka, eupša kuku ke ya palogare.",tšhego,positive
"nako ya go thaba e theko e tlase kudu, eupša seo ga se bolele tirelo goba tikologo; di-casseroles ke tše thata gomme dijo tša go ja ke maatla.",tirelo,positive
"nako ya go thaba e theko e tlase kudu, eupša seo ga se bolele tirelo goba tikologo; karolo ya dijo e ka fase ga palogare gomme tirelo e a nanya.",palogare,positive
"nako ya go thaba e theko e tlase kudu, eupša seo ga se bolele tirelo goba tikologo; dijo ga di bose kudu, gomme tatso ga e mpe.",dijo,positive
"beng beng; go na le mošomo wo o lokilego, le ge go le bjalo, tirelo ke ye kaone, tirelo ya go se loke e bile e le ye kgolo go feta.",beng beng,positive
"lenaneo la beine le be le le botse, di-tapas tša rena di be di kgahliša, le moya o iketlilego o loketše poledišano ye botse, eupša molaodi ke bošoro, theko ga e na mohola ebile tirelo ga e bose.",ebile,positive
"go be go na le ditheeletšo tša rena tše di kgahlišago, le ditheeletšo tša rena di be di kgahliša kudu, eupša go na le ditheeletšo tše di kgahlišago tša go kgahliša.",kgahlišago,positive
