af,aspect,polarities
"hulle bring 'n souswa na u tafel en bied u tot 7 of 8 keuses souse vir u steak (ek het almal probeer), maar ribbetjies is goed.",tafel,neutral
"hulle bring 'n souswa na jou tafel en bied jou tot 7 of 8 keuses souse vir jou steak (ek het almal probeer), maar smaak is die ergste.",keuses,positive
"hulle bring 'n souswa na jou tafel en bied jou tot 7 of 8 keuses souse vir jou steak (ek het almal probeer), maar chinese kos is die beste, plek is skoon en maaltyd is gesond.",steak,neutral
"die diens was op die punt - wat anders sou jy van 'n ritz verwag, maar gasheer is onbeskof, gasvrou is onbeskof en kelner is 'n onbeskoftheid.",diens,positive
"nagereg was ook om voor te sterf, maar diens is swak en diens is stadig.",nagereg,positive
"die kwaliteit van die vleis was gelykstaande aan jou plaaslike kruidenierswinkel, maar calamari is 'n wenner en happy hour is goedkoop.",kwaliteit van die vleis,negative
"diens is bekend daarvoor dat hulle agteroor buig om almal gelukkig te maak, maar kroegman is onbeskof, vis is gemiddeld en diens is sleg.",diens,positive
"geregte wat aangedui word as ""roy's classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterdbeesvleis, maar sushi is groter en die gereg is eetbaar.","""roy's",positive
"geregte wat aangedui word as ""roy's classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies, maar beligting is onaantreklik, fortuinkoekies is 'n klagte en musiek is te swaar.","makadamia-kors,",positive
"geregte wat aangedui word as ""roy's classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies, maar diens is die ergste, rekening is groot en aandetes is 'n krag.",geregte,positive
"geregte wat aangedui word as ""roy's classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesvleisribbetjies, maar sushi is groter, diens is sleg en diens is die ergste.","heuning-mosterd-beesvleisribbetjies,",positive
"geregte wat aangedui word as ""roy's classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesribbetjies, maar die atmosfeer is romanties, uieringe is die beste en groente is kenmerkend.",spyskaart,neutral
"geregte wat aangedui word as ""roy's classics"" (gemerk op die spyskaart met sterretjies) is beproefde resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesvleisribbetjies, maar gemaalde kekerertjiesop is dun en diens is die ergste.",resepte,positive
"die beste nagereg, 'n sjokolade- en grondboontjiebottertert, is nie besonder hawaiiaans nie, maar dit is 'n klein wêreld as dit by lekkers kom; ek probeer skaaptjops en vars sapkonkoksies is vars.",lekkers,neutral
"die beste nagereg, 'n sjokolade- en grondboontjiebottertert, is nie besonder hawaiiaans nie, maar dit is 'n klein wêreld as dit by lekkers kom; voustoel is ongemaklik en diens is aaklig.",nagereg,positive
"die beste nagereg, 'n sjokolade- en grondboontjiebottertert, is nie besonder hawaiiaans nie, maar dit is 'n klein wêreld as dit by lekkers kom; maaltyd is verskriklik.",sjokolade-,positive
"die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar alternatiewe vir vleis wat nie vleis is nie, maar kos is nie vars gekook nie.",steaks,positive
"die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar alternatiewe vir nie-vleis, maar italiaanse wors met vinkelgeur is swaar, hoender is 'n liefde en lamsvoorgereg is goed.","nie-vleis,",neutral
"die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe, maar opvoustoel is ongemaklik.",seekos,positive
"die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe, maar personeel is sleg, prys is nie die moeite werd nie en gasheer is onbeskof.",voorgeregte,positive
"die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe, maar kos is teleurgesteld.",aandete-spyskaart,positive
"alles is heerlik, van die uitstekende diens deur oulike kelnerinne, tot die uiters welige atmosfeer, maar aandetes is 'n krag, ruimte is smaaklik en kroegdiens is stadig.",diens,positive
"alles is heerlik, van die uitstekende diens deur oulike kelnerinne, tot die uiters welige atmosfeer, maar gasvrou is onbeskof.",kelnerinne,positive
"alles is heerlik, van die uitstekende diens deur oulike kelnerinne, tot die uiters welige atmosfeer, maar die kamer is eenvoudig.",atmosfeer,positive
"hulle bied regtig 'n ontspannende, ontspanne atmosfeer, maar wagpersoneel is onbedagsaam en diens is stadig.",atmosfeer,positive
"ek het vars gekom en 'n heerlike maaltyd verwag, en al wat ek gekry het, was effens so-so kos wat bedien is in 'n restaurant wat net so yskoud was dat ons dit nie kon geniet om te eet nie, maar die plek is intiem.",bedien,neutral
"ek het vars gekom en 'n heerlike maaltyd verwag, en al wat ek gekry het, was effens so-so kos wat bedien is in 'n restaurant wat net so yskoud was dat ons dit nie kon geniet om te eet nie, maar die plek is pragtig en japannese kos is ordentlik.",maaltyd,negative
"ek het vars gekom en 'n heerlike maaltyd verwag, en al wat ek gekry het, was effens so-so kos wat bedien is in 'n restaurant wat net so yskoud was dat ons dit nie kon geniet om te eet nie, maar maaltyd is gesond.",kos,negative
"ons kelnerin het blykbaar nog nooit iets van die kos probeer nie, en daar was niemand om enige wyn aan te beveel nie, maar worsbroodjies is wonderlik en diens is gelukkig.",kos,neutral
"ons kelnerin het blykbaar nog nooit iets van die kos probeer nie, en daar was niemand om enige wyn aan te beveel nie, maar gekookte kos is verbaas.",wyn,neutral
"ons kelnerin het blykbaar nog nooit iets van die kos probeer nie, en daar was niemand om enige wyn aan te beveel nie, maar ontbytbroodjies is wonderlik en kos is wonderlik.",kelnerin,negative
"die voorgereg van die heilbotwang bevat 'n ruim porsie foie gras, maar dit is omtrent die enigste positiewe ding wat ek oor die maaltyd kan sê; diens is vriendelik en gasvrou is genadig.",heilbotwang,neutral
"die voorgereg van die heilbotwang bevat 'n ruim porsie foie gras, maar dit is omtrent die enigste positiewe ding wat ek oor die maaltyd kan sê; opvoustoel is ongemaklik, fortuinkoekies is 'n klagte en groen kouekoors is nie eetbaar nie.",porsie foie gras,positive
"die tradisionele italiaanse items is wonderlik - goedkoop en bedien in 'n gesellige omgewing, maar bestuurder is 'n grasieloos, gereg is eetbaar en aflewering is versigtig.",bedien,positive
"die tradisionele italiaanse items is wonderlik - goedkoop en bedien in 'n gesellige omgewing, maar diens is aaklig.",diens,positive
"die tradisionele italiaanse items is wonderlik - goedkoop en bedien in 'n gesellige omgewing, maar kerriepanne is hard.",tradisionele italiaanse items,positive
"perfek al dente pasta, nie in sous verdrink nie - ruim porsies, maar diens is swak, diens is baie stadig en diens is aaklig.","porsies,",positive
"perfek al dente pasta, nie verdrink in sous nie - ruim porsies, maar diens is die ergste.",pasta,positive
"perfek al dente pasta, nie in sous verdrink nie - ruim porsies, maar sushi is vars.",sous,neutral
"ons het onsself terdeë geniet en sal teruggaan vir die nageregte, maar kos is inkonsekwent.",nageregte,positive
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar 'n paar te noem, maar aandete is lekker en diens is 'n top.","kabeljou-spaghetti,",neutral
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, westerse japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar die diens is wonderlik.",foie gras unagi napolean,neutral
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, westerse japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar die diens is vriendelik, slaaie is goed en die toneel is wonderlik.",swart kabeljou met miso-basis,neutral
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar 'n paar te noem, maar gasvrou is onbeskof en bestuurder is 'n grasieloos.",spyskaart,positive
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar pryse is redelik.",lamsrak in swart truffelsous,neutral
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar voorgeregte is nie duur nie en maaltyd is goedkoop.",japannese geregte,neutral
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat moderne, westerse japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar aandete is heerlik en koue sesamnoedels is heerlik.",hamburgersteak in jap-styl,neutral
"nageregte is amper ongelooflik: my persoonlike gunsteling is hul tert van die dag, maar smaak is die ergste.",nageregte,positive
"nageregte is amper ongelooflik: my persoonlike gunsteling is hul tert van die dag, maar kelner is onbeskoft, en groen kouekoors is nie eetbaar nie.",tert van die dag,positive
"goeie diens, goeie kos, goeie waarde, en hoef nooit in die ry te wag nie, maar tafels is ongemaklik naby.",diens,positive
"goeie diens, heerlike kos, goeie waarde en hoef nooit in die ry te wag nie, maar molsous is te soet.",wag,positive
"goeie diens, goeie kos, goeie waarde en hoef nooit in die ry te wag nie, maar kunsmatige kreefvleis is kunsmatig, diens is sleg en verkoopsmense is onbeskof.",waarde,positive
"goeie diens, goeie kos, goeie waarde, en hoef nooit in die ry te wag nie, maar diens is stadig, kelner is geïrriteerd en porsies is klein.",kos,positive
"dit is die moeite werd om 'n taxi na chelsea te neem net vir 'n wonderlike aandete by my chelsea, maar ac is 'n gebrek, smaak is die ergste en maaltyd is duur.",aandete,positive
"ek het 'n paar weke gelede weer die geleentheid gekry om by u onderneming te eet, ek was in u eetkamer, maar stoele is gemaklik, personeel is vriendelik en ek probeer pasta.","eet,",neutral
"die porsies van die kos wat uitgekom het, was middelmatig, maar kos is 'n warm plek en kelners is wonderlik.",porsies,neutral
"hoe kan hoop om in besigheid te bly met diens soos hierdie, maar naan is wonderlik en atmosfeer is cool.",diens,negative
"beste pittige tuna roll, wonderlike asiatiese slaai, maar prys is nie die moeite werd nie en diens is verskriklik.",asiatiese slaai,positive
"beste pittige tuna roll, heerlike asiatiese slaai, maar kelner is 'n onbeskoftheid en bestuurder is 'n onbeskoftheid.",pittige tuna roll,positive
"probeer die roosrolletjie (nie op spyskaart nie), maar filet minor is nie baie goed nie en kos is teleurgesteld.",roosrol,positive
"probeer die roosrol (nie op die spyskaart nie), maar die atmosfeer is perfek.",spyskaart,neutral
"maak meer tafels - miskien 'n kroeg op die dak, maar slaaie is lekker, pryse is nie verskriklik nie en drankies is wonderlik.",kroeg op die dak,neutral
"maak meer tafels - miskien 'n kroeg op die dak, maar vlerke is goed en waarde is groot.",tafels,negative
"die tuisgemaakte guacamole, die ongelooflike voorgereg en die wonderlikste woestyne, maar personeel is arrogant.",woestyne,positive
"die tuisgemaakte guacamole, die ongelooflike voorgereg en die wonderlikste woestyne, maar personeel is sleg, diens is verskriklik en wag is onbeskof.",voorgereg,positive
"die tuisgemaakte guacamole, die ongelooflike voorgereg en die wonderlikste woestyne, maar die diens is verskriklik stadig, die ruimte is lekker en die klante is luid.",tuisgemaakte guacamole,positive
"as u 'n tequila-aanhanger is, sal u nie teleurgesteld wees nie, maar die prys is hoog, kerriepanne is hard en die grootte is besig.",tequila,positive
"bring jou afspraak en 'n bottel wyn, maar kos dit is nie vars gekook nie en pryse is puik.",bottel wyn,neutral
"tafels is naby, so jy moet gemaklik wees om elmboë met ander klante te stamp, maar kors is perfek, empenadas is uitstekend en diens is gasvry.",tafels,negative
"die kos was net so kreatief soos die dekor en albei het gewerk, maar die diens is baie stadig en die diens is stadig.",dekor,positive
"die kos was so kreatief soos die dekor en albei het gewerk, maar eienaar is vals.",kos,positive
"die enigste voorstel is dat u die nagereg oorslaan, dit was te duur en het te kort geskiet, maar kos is wonderlik.",nagereg,negative
"die enigste voorstel is dat u die nagereg oorslaan, dit was te duur en het te kort geskiet, maar pryse is beskeie, maaltyd is goedkoop en tuna is goed.",maaltyd,negative
"toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is klassieke suksesse, maar die voedselporsie is ondergemiddeld.",toebroodjies,positive
"toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is klassieke suksesse, maar italiaanse wors met vinkelgeur is swaar en kelners is kwaad.",hamburgers,positive
"toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is klassieke suksesse, maar kelner is onbeskof.",slaaie,positive
"toebroodjies, hamburgers en slaaie, soos die suurlemoenversierde cobb, is klassieke suksesse, maar die ligging is gerieflik.",suurlemoenversierde,positive
"hippe boetieks en kroeë op ludlow dra by tot die kunstige, ontspanne atmosfeer by hierdie israeliese wegneemete en eet-in-burgergewrig, maar italiaanse wors met vinkelgeur is swaar.",atmosfeer,positive
"jong nuwerwetse buurtliefhebbers wei bedags by die toonbank, terwyl sjiek kunshuisdrinkers met groot dosisse lekkernye laat in die nag inkom, maar die diens is besig, die kroegman is gelukkig en die diens is goed.",toonbank,neutral
"'n klein buite-eetarea sorg vir 'n privaat, gemaklike ruimte om alleen te studeer of vriende te ontmoet, maar klapstoel is ongemaklik, diens is stadig en diens is teleurgesteld.",ruimte,positive
"'n klein eetarea buite sorg vir 'n privaat, gemaklike ruimte om alleen te studeer of vriende te ontmoet, maar wagpersoneel is onbedagsaam.",eetarea,positive
"mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in jerusalem-markstyl en mediterreense slaaie-gelaag met beet, bokkaas en okkerneute-is ewe heerlik; diens is stadig.",jerusalem-markstyl,positive
"mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in jerusalem-markstyl en mediterreense slaaie-gelaag met beet, bokkaas en okkerneute-is ewe heerlik; kos is nie goedkoop nie en kroegdiens is stadig.",gereg,positive
"mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in jerusalem-markstyl en mediterreense slaaie-gelaag met beet, bokkaas en okkerneute-is ewe heerlik; smaak is die ergste, sous is nie baie lekker nie en porsies is klein.",hamburgers,positive
"mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in jerusalem-markstyl en mediterreense slaaie-gelaag met beet, bokkaas en okkerneute-is ewe heerlik; gasvrou is onbeskof en skywe is duur.","mediterreense slaaie-gelaag met beet, bokkaas en okkerneute",positive
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye, maar kerriepanne is hard, drankies is aaklig en gereg is eetbaar.",wortels,positive
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye, maar diens is stadig, filet minor is nie baie goed nie en diens is verskriklik.",kekerertjies,positive
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye, maar die ligging is gerieflik en hoender is donker.",groente,positive
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye, maar bestuurder is 'n grasielose.",speserye,positive
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye, maar pryse is buitensporig en grootte is besig.","groenteburger,",positive
"die kos was uiters lekker, kreatief aangebied en die wyn uitstekend, maar porsies is klein en kelners is kwaad.",wyn,positive
"die kos was uiters lekker, kreatief aangebied en die wyn uitstekend, maar diens is sleg en gasheer is onbeskof.",kos,positive
"het ook die blou kroegarea gegrawe, maar maaltyd is verskriklik, diens is sleg en kliënte is luidmondig.",blou,positive
"kortom, the black sheep onderskei hom van die midtown-kroegkudde met 'n voorkoms wat 'n mengsel is van sportkroeg-butch en versierde kitsch; personeel is vriendelik, middagete is goed en geroosterde kase is wonderlik.",voorkoms,negative
""" die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as vegetariërs, maar die diens is wonderlik, die ete is wonderlik en die kroegman is behulpsaam.",hamburgers,neutral
""" die spyskaart bevat kroegkos - hamburgers, steaks en herderstert - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as 'vegetariërs', maar pasta primavera is uitstekend.",spyskaart,neutral
""" die spyskaart bevat kroegkos - hamburgers, steaks en herderstert - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as vegetariërs, maar lang kroeg is perfek, slaaie is lekker en mossels is lekker.",kroeg,neutral
""" die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as vegetariërs, maar telefoongas is heerlik en bestanddele is vars.",herderspastei,neutral
""" die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as ""vegetariërs"", maar ek hou van sagte dopkrapbroodjie met patat.",steaks,neutral
""" die spyskaart bevat kroegkos - hamburgers, steaks en herderstert - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as vegetariërs, maar groenteburger is buitengewoon en nageregte is ongelooflik.",-lasagne,neutral
"en al die [vroulike] bedieners is ook oulik, wat altyd lekker is, maar wag is onbeskof, diens is aaklig en kroegman is onbeskof.",[vroulike] bedieners,positive
"die porsies is baie groot en die diens is fantasties, maar ete is duur.",porsies,positive
"die porsies is baie groot en die diens is fantasties, maar vis is gemiddeld en disco-pop-duo is aaklig.",diens,positive
"ek beveel die hoender milanese aan, maar smaak is kort.",hoender milanese,positive
"en die eienaar is eenvoudig lieflik en vriendelik, maar gasvrou is onbeskof.",eienaar,positive
"die tee is wonderlik en al die lekkers is tuisgemaak, maar kos is nie goedkoop nie, kelners is sleg en diens is teleurgesteld.",lekkers,positive
"die tee is wonderlik en al die lekkers is tuisgemaak, maar kos is inkonsekwent, beligting is onaantreklik en vis is gemiddeld.",tee,positive
intieme maar bekoorlike interieur met uiters vriendelike en oplettende diens; geprys is hoog.,diens,positive
intieme maar bekoorlike interieur met uiters vriendelike en oplettende diens; tafels is ongemaklik naby.,interieur,positive
"die kos is rondom goed, met die broodjies gewoonlik uitstekend en die sushi/sashimi nie heeltemal op dieselfde vlak nie, maar happy hour is goedkoop, porsies is wonderlik en diens is gelukkig.",sushi/sashimi,neutral
"die kos is rondom goed, met die broodjies gewoonlik uitstekend en die sushi/sashimi nie heeltemal op dieselfde vlak nie, maar gelukkoekies is 'n klagte.",rondom,positive
"die kos is rondom goed, met die broodjies gewoonlik uitstekend en die sushi/sashimi nie heeltemal op dieselfde vlak nie, maar sushi is groter.",kos,positive
"(die sashimi word effens dun gesny, maar die diens is vriendelik, die gemoute melkbal is wonderlik en die kos is uitstekend.",sashimi,negative
") dit is nie die beste japannese restaurant in die east village nie, maar dit is redelik stewig vir sy beskeie pryse, en die moeite werd om herhaalde besoeke te besoek; smoothies is groot, personeel is vriendelik en diens is baie stadig.",pryse,positive
"nie omdat ek swanger was nie, maar die kos hier is altyd heerlik; spyskaart is klein.",kos,positive
"omdat ek puerto ricaans is, weet ek 'n ding of twee van flan en hierdie plek dien een van die beste (ek hoop ma lees dit nie!), maar etes is verskriklik en kelners is kwaad.",flan,positive
"hierdie kroeg het alles - heerlike drankies, koel atmosfeer, uitstekende diens en heerlike kos, maar beligting is onaantreklik, bestuurder is 'n genadelose en diens is swak.","drankies,",positive
"hierdie kroeg het alles - heerlike drankies, koel atmosfeer, uitstekende diens en heerlike kos, maar kroegdiens is stadig en diens is verskriklik.",kos,positive
"hierdie kroeg het alles - heerlike drankies, koel atmosfeer, uitstekende diens en heerlike kos, maar diens is swak, beligting is onaantreklik en kos is nie baie goed nie.",atmosfeer,positive
"hierdie kroeg het alles - heerlike drankies, koel atmosfeer, uitstekende diens en heerlike kos, maar ac is 'n gebrek.",diens,positive
"die steak het in my mond gesmelt, maar koek is gemiddeld.",steak,positive
"die happy hour is so goedkoop, maar dit weerspieël nie die diens of die atmosfeer nie; kerrie-braaipanne is hard en etes is 'n krag.",diens,positive
"die happy hour is so goedkoop, maar dit weerspieël nie die diens of die atmosfeer nie; kosporsie is ondergemiddeld en diens is stadig.",atmosfeer,positive
"die happy hour is so goedkoop, maar dit weerspieël nie die diens of die atmosfeer nie; mense is die ergste, kos is nie baie goed nie en smaak is die ergste.",happy,positive
"aan die eienaars; goeie werk ouens, hierdie plek is 'n bewaarder, maar diens is die ergste, diens is sleg en sushi is groter.",eienaars,positive
"die wynlys was uitstekend, ons tapas heerlik en die stil atmosfeer perfek vir goeie gesprekke, maar bestuurder is 'n onbeskoftheid, prys is nie die moeite werd nie en diens is verskriklik.",wynlys,positive
"die wynlys was uitstekend, ons tapas heerlik en die stil atmosfeer perfek vir goeie gesprekke, maar porsies is klein.",atmosfeer,positive
"die wynlys was uitstekend, ons tapas heerlik en die stil atmosfeer perfek vir goeie gesprekke, maar snye is duur, worsbroodjies is die ergste en wag is onbeskof.",tapas,positive
"ons het begin met die kammossels en aspersies en het ook die sagte dopkrap sowel as die kaasbord gehad, maar diens is goed.",aspersies,neutral
"ons het begin met die kammossels en aspersies en het ook die sagte dopkrap sowel as die kaasbord gehad, maar ek geniet kerrie.",kaasbord,neutral
"ons het begin met die kammossels en aspersies en het ook die sagte dopkrap sowel as die kaasbord gehad, maar diens is die ergste.",kaasbord,neutral
"ons het begin met die kammossels en aspersies en het ook die sagte dopkrap sowel as die kaasbord gehad, maar franse kos is die beste en kos is wonderlik.",sagte,neutral
"ek sien daarna uit om binnekort terug te gaan en uiteindelik byna alles op die spyskaart te probeer, maar kos is inkonsekwent en die diens is stadig.",spyskaart,positive
"eienaar is aangenaam en vermaaklik, maar kos is ondergemiddeld en eienaar is vals.",eienaar,positive
"probeer dit, spyskaart is tipies frans, maar uiteenlopend; porsies is groot en italiaanse wors met vinkelgeur is swaar.",spyskaart,neutral
"uitstekende tapas teen goeie pryse, romanties, klein maar nie te gekraai nie, uitstekend; kos dit is nie vars gekook nie, kelner is onbeskoftheid en wagpersoneel is onbedagsaam.",pryse,positive
"uitstekende tapas teen goeie pryse, romanties, klein maar nie te gekraai nie, uitstekend; diens is verskriklik.",tapas,positive
"dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is goedkoop, maar baie goed (kimono garnale spesiaal was uitstekend) en het 'n wonderlike atmosfeer; koek is nie die moeite werd om buite te staan nie.",atmosfeer,positive
"dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is goedkoop, maar baie goed (kimono garnale spesiaal was uitstekend) en het 'n wonderlike atmosfeer; maaltyd is duur en rekening is groot.",kimono garnale spesiaal,positive
"dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is goedkoop, maar baie goed (kimono garnale spesiaal was uitstekend) en het 'n wonderlike atmosfeer; kelner is onbeskof en diens is onbeskof.",kos,positive
"kan 'n bietjie besig wees rondom spitstye as gevolg van die grootte, maar ek geniet kerrie.",grootte,negative
"ek het die naweek na kitchenette gegaan vir 'n brunch, maar die eetervaring is ellendig.",brunch,neutral
"die plek is absoluut oulik en die kos is heerlik, maar smaak is kort.",plek,positive
"die plek is absoluut oulik en die kos is heerlik, maar kelner is onbeskof, spyskaart is klein en molsous is te soet.",kos,positive
"die diens is egter absoluut aaklig, maar kos is ongelooflik en spyskaart is kreatief.",diens,negative
"die kelners is besorgd en vriendelik en lyk altyd bly om ons te sien, en die kos is wonderlik, indien nie verstommend kreatief nie, maar personeel is arrogant, etes is verskriklik en porsies is klein.",personeel,positive
"die kelners is besorgd en vriendelik en lyk altyd bly om ons te sien, en die kos is wonderlik, indien nie verstommend kreatief nie, maar drankies is aaklig, mense is die ergste en gasheer is onbeskof.",kos,positive
"ek is verlief op die kreef ravioli, maar kos is ondergemiddeld.",kreef ravioli,positive
"ons het onlangs oujaarsaand in die restaurant deurgebring en 'n wonderlike ervaring gehad, van die wyn tot die nageregspyskaart, maar smaak is kort, porsies is klein en kelner is 'n onbeskoftheid.","nageregspyskaart,",positive
"ons het onlangs oujaarsaand in die restaurant deurgebring en 'n wonderlike ervaring gehad, van die wyn tot die nageregspyskaart, maar koek is nie die moeite werd om buite te staan nie en ete is verskriklik.",wyn,positive
"hierdie plek is deftig, sjiek, die diens is warm en gasvry, en die kos is uitstaande, maar eienaar is vals, kos is teleurgesteld en pryse is hoog.",plek,positive
"hierdie plek is deftig, sjiek, die diens is warm en gasvry, en die kos is uitstaande, maar opvoustoel is ongemaklik en spyskaart is klein.",diens,positive
"hierdie plek is deftig, sjiek, die diens is warm en gasvry, en die kos is uitstekend, maar diens is onbeskof, bestuurder is 'n grasielose en sous is nie baie lekker nie.",kos,positive
"ek moes 'n paar minute wag vir my vriend by die kroeg, maar eetatmosfeer is lekker.","kroeg,",neutral
"hierdie plek het pragtige sushi, en dit is heerlik goedkoop. , maar disco pop duo is aaklig, opvoustoel is ongemaklik en smaak is kort.","sushi,",positive
"dit het ook baie ander koreaanse geregte wat bekostigbaar en net so lekker is, maar maaltyd is verskriklik.",koreaanse geregte,positive
"wonderlike spyskaart, warm uitnodigende atmosfeer, goeie diens die kos laat my terugkom, maar groen kouekoors is nie eetbaar nie.",diens,positive
"wonderlike spyskaart, warm uitnodigende atmosfeer, puik diens die kos laat my terugkom, maar diens is stadig.",kos,positive
"wonderlike spyskaart, warm uitnodigende atmosfeer, puik diens die kos laat my terugkom, maar kos is nie goedkoop nie.",atmosfeer,positive
"wonderlike spyskaart, warm uitnodigende atmosfeer, puik diens die kos laat my terugkom, maar diens is verskriklik stadig.",kos,positive
"dit het gelyk asof daar geen moeite gedoen is met die vertoon en kwaliteit van die kos nie, maar gekookte kos is verbaas, hamburgers is 'n slap kitskostipe en die portugese kaaskar is perfek.",vertoon en kwaliteit van die kos,negative
"kon beter gewees het vir 1/3 van die prys in chinatown, maar kos is goedkoop en atmosfeer is wonderlik.",prys,negative
"gasheer en gasvrou was nogal onbeskof, maar pryse is beskeie.",gasheer,negative
"gasheer en gasvrou was nogal onbeskof, maar patties is volgrootte en musiek is fassinerend.",gasvrou,negative
"die atmosfeer is baie lekker, en 'n welkome ontsnapping van die res van die si-winkelsentrum, maar kerriepanne is hard, diens is aaklig en personeel is vriendelik.",atmosfeer,positive
"die kos en diens ontbreek egter dramaties, maar kwaliteit is beter, pizzas is uitstekend en atmosfeer is sexy.",diens,negative
"die kos en diens ontbreek egter dramaties, maar pryse is redelik.",kos,negative
"die sushi word in blokke groter as my selfoon gesny, maar organiese geroosterde hamburgers is gewild.",sushi,negative
"ons het versoek dat hulle die sushi weer sny, en dit is in klein kaasagtige blokkies aan ons terugbesorg, maar maaltyd is wonderlik.",sushi,negative
"die wagpersoneel was hard en onbedagsaam, maar repast is aangenaam en sjokolade ryp is ultradik.",wagpersoneel,negative
