,xh,aspect,polarities
1764,I-waitress yafika ukuza kulanda isosi yesoya NGOXA sasisitya isidlo sethu sasemini!!!!,isosi yesoya,neutral
1766,I-waitress yafika ukuza kulanda isosi yesoya NGOXA sasisitya isidlo sethu sasemini!!!!,kwik,negative
1768,indawo elungileyo hang ngaphandle emini emva kokuthenga okanye ukubamba isuphu elula okanye classic french dish phezu iglasi yewayini.,isuphu,neutral
1772,indawo elungileyo hang ngaphandle emini emva kokuthenga okanye ukubamba isuphu elula okanye classic french dish phezu iglasi yewayini.,indawo,positive
1776,indawo elungileyo hang ngaphandle emini emva kokuthenga okanye ukubamba isuphu elula okanye classic french dish phezu iglasi yewayini.,iglasi yewayini,neutral
1778,indawo elungileyo hang ngaphandle emini emva kokuthenga okanye ukubamba isuphu elula okanye classic french dish phezu iglasi yewayini.,isitya French,neutral
1782,Ukutya kukhulu kwaye amaxabiso asengqiqweni.,amaxabiso,positive
1786,Ukutya kukhulu kwaye amaxabiso asengqiqweni.,ukutya,positive
1790,"Indawo icocekile, kwaye ukuba uthanda ukutya komphefumlo, ngoko le yindawo yokuba!",ukutya komphefumlo,positive
1794,"Indawo icocekile, kwaye ukuba uthanda ukutya komphefumlo, ngoko le yindawo yokuba!",indawo,positive
1798,Abasebenzi banobuhlobo obugqithiseleyo kwaye bade bathatha indawo yesiselo sam kanye xa ndayiphosa ngaphandle.,Amalungu abasebenzi,positive
1801,Abasebenzi banobuhlobo obugqithiseleyo kwaye bade bathatha indawo yesiselo sam kanye xa ndayiphosa ngaphandle.,sela,neutral
1803,Zikhethekileyo kwi-smoothies kunye nejusi entsha.,kwik,positive
1805,Zikhethekileyo kwi-smoothies kunye nejusi entsha.,ijusi entsha,positive
1807,"Ngelixa i-smoothies inkulu kancinci kum, ijusi entsha yeyona nto ibhetele endakha ndanayo!",kwik,negative
1811,"Ngelixa i-smoothies inkulu kancinci kum, ijusi entsha yeyona nto ibhetele endakha ndanayo!",ijusi entsha,positive
1815,Baneenkukhu ezilungileyo kakhulu kunye ne-avocado kunye ne-tuna elungileyo ngokunjalo.,inkukhu ene-avocado,positive
1819,Baneenkukhu ezilungileyo kakhulu kunye ne-avocado kunye ne-tuna elungileyo ngokunjalo.,kwik,positive
1823,Uninzi lweesandwiches zenziwe nge-soy mayonaise eneneni intle kakhulu.,iisendwitshi,positive
1826,Uninzi lweesandwiches zenziwe nge-soy mayonaise eneneni intle kakhulu.,soy mayonaise,positive
1828,"Abazange babe ne-sorbets emangalisayo kuphela, iisendwitshi, isuphu, i-pizza njl, kodwa i-sorbets yabo eyenziwe ekhaya iphuma kweli hlabathi!",i-sorbets eyenziwe ekhaya,positive
1832,"Abazange babe ne-sorbets emangalisayo kuphela, iisendwitshi, isuphu, i-pizza njl, kodwa i-sorbets yabo eyenziwe ekhaya iphuma kweli hlabathi!",isuphu,positive
1836,"Abazange babe ne-sorbets emangalisayo kuphela, iisendwitshi, isuphu, i-pizza njl, kodwa i-sorbets yabo eyenziwe ekhaya iphuma kweli hlabathi!",iisendwitshi,positive
1840,"Abazange babe ne-sorbets emangalisayo kuphela, iisendwitshi, isuphu, i-pizza njl, kodwa i-sorbets yabo eyenziwe ekhaya iphuma kweli hlabathi!",pizza,positive
1844,Zama i-Peanut Butter Sorbet kunye ne-pizza kunye ne-soy cheese!,i-pizza kunye ne-soy cheese,positive
1847,Zama i-Peanut Butter Sorbet kunye ne-pizza kunye ne-soy cheese!,Peanut Butter Sorbet,positive
1850,"Inkonzo inkulu (mhlawumbi nkqu umda nagging kodwa ubuncinane ufumana ingqalelo), desserts zibalasele kwaye ikofu kangaka kuhle kakhulu ...",desserts,positive
1854,"Inkonzo inkulu (mhlawumbi nkqu umda nagging kodwa ubuncinane ufumana ingqalelo), desserts zibalasele kwaye ikofu kangaka kuhle kakhulu ...",ikofu,positive
1858,Umculo ngamanye amaxesha kancinci kakhulu ukuba incasa yam.,umculo,negative
1861,"I-Casablanca servces i-falafel emnandi, i-tabouleh, i-humus kunye nezinye i-Mediterranean delights, zonke ezingabizi kakhulu.",chrum kwik,positive
1864,"I-Casablanca servces i-falafel emnandi, i-tabouleh, i-humus kunye nezinye i-Mediterranean delights, zonke ezingabizi kakhulu.",kwik,positive
1867,"I-Casablanca servces i-falafel emnandi, i-tabouleh, i-humus kunye nezinye i-Mediterranean delights, zonke ezingabizi kakhulu.",kwik,positive
1870,"I-Casablanca servces i-falafel emnandi, i-tabouleh, i-humus kunye nezinye i-Mediterranean delights, zonke ezingabizi kakhulu.",tabouleh,positive
1873,"Kukho indawo yokutyela engaqhelekanga kakhulu, kodwa igqibelele kwisidlo sasemini, kwaye inkonzo yabo yokuhambisa ihlala ikhawuleza kakhulu.",isidlo sasemini,neutral
1877,"Kukho indawo yokutyela engaqhelekanga kakhulu, kodwa igqibelele kwisidlo sasemini, kwaye inkonzo yabo yokuhambisa ihlala ikhawuleza kakhulu.",Inkonzo yonikezelo,positive
1881,Kwakhona bane-assortment enkulu ye-wrappings ukuba ayikho kwi-mood ye-Mediterranean yendabuko.,i-assortment ye-wrappings,positive
1884,Kwakhona bane-assortment enkulu ye-wrappings ukuba ayikho kwi-mood ye-Mediterranean yendabuko.,zemveli Mediterranean fare,neutral
1887,Kwathatha iminyaka eyi-100 ukuba uParisi ajikeleze ukwenza i-pizza (ubuncinane andiqondi ukuba bakhe benza ngaphambi kwalo nyaka) ... kodwa kwakufanelekile ukulinda.,pizza,positive
1890,I-sauce ibalasele (intsha kakhulu) kunye ne-dabs ye-mozzarella yangempela.,dabs of mozzarella yokwenene,neutral
1892,I-sauce ibalasele (intsha kakhulu) kunye ne-dabs ye-mozzarella yangempela.,isosi,positive
1895,Isonka phezulu notch ngokunjalo.,isonka,positive
1898,Ziphakwa kwisonka seFocacchia kwaye kufuneka zifele.,ikhonzwa,neutral
1900,Ziphakwa kwisonka seFocacchia kwaye kufuneka zifele.,Isonka seFocacchia,neutral
1903,Kwakhona fumana i-Onion Rings -- eyona nto ilungileyo esiye sayifumana.,kwik kwik,positive
1906,"Umoya omhle, ogqibeleleyo kwiziselo kunye / okanye i-appetizers.",kwik,neutral
1910,"Umoya omhle, ogqibeleleyo kwiziselo kunye / okanye i-appetizers.",kwik,positive
1914,"Umoya omhle, ogqibeleleyo kwiziselo kunye / okanye i-appetizers.",iziselo,neutral
1918,I-Cuisine ihlawuliswa njenge-asian fusion - ayihlangabezani ne-bill.,Ibhilid,negative
1920,I-Cuisine ihlawuliswa njenge-asian fusion - ayihlangabezani ne-bill.,chrum kwik,neutral
1922,I-Cuisine ihlawuliswa njenge-asian fusion - ayihlangabezani ne-bill.,kwik,negative
1924,I-Cuisine ihlawuliswa njenge-asian fusion - ayihlangabezani ne-bill.,kwik,negative
1926,"Iiweyitala zazinobungcali kakhulu, zinobumbeko kwaye zinikela ingqalelo.",kwik,positive
1929,"Been to the one in Brooklyn for over 25 years, now I don't have to go over the bridge for the best pizza .... kwik",pizza,positive
1932,Ndiyazi ukutya okwenene kweIndiya kwaye oku kwakungekho.,Ukutya kwamaIndiya,negative
1934,"Ndincoma i-dumplings yengulube eqhotsiweyo, inkukhu ye-orange / inyama yenkomo, kunye nerayisi eqhotsiweyo.",i-dumplings yengulube eqhotsiweyo,positive
1937,"Ndincoma i-dumplings yengulube eqhotsiweyo, inkukhu ye-orange / inyama yenkomo, kunye nerayisi eqhotsiweyo.",irayisi eqhotsiweyo,positive
1940,"Ndincoma i-dumplings yengulube eqhotsiweyo, inkukhu ye-orange / inyama yenkomo, kunye nerayisi eqhotsiweyo.",inkukhu e-orenji / inyama yenkomo,positive
1943,Qiniseka ukuba uhamba nokutya kwakho kunye nenye ye-concoctions yabo entsha yejusi.,ukutya,neutral
1945,Qiniseka ukuba uhamba nokutya kwakho kunye nenye ye-concoctions yabo entsha yejusi.,ijusi entsha concoctions,positive
1948,"Ewe, zibiza kancinci ngakumbi ke eziqhelekileyo, kodwa ke kwakhona, kunjalo nokutya kwabo.",ukutya,positive
1951,"Ndincoma kakhulu i-grand marnier shrimp, ilungile ngokungaginywa.",i-shrimp enkulu ye-marnier,positive
1954,"Glechik kusenokuba indlela encinane kakhulu yokutyela ngemigangatho Russian, kodwa cozy kwaye ukutya nje GREAT.",ukutya,positive
1957,"Kufuneka uzame isityu se-Odessa okanye isityu seRabbit; isaladi-zonke ezilungileyo; kwaye i-kompot ihlaziya kakhulu ngexesha lemini eshushu yehlobo (benza ngendlela umama wam enza ngayo, undikhumbuza ikhaya kakhulu).",isaladi,positive
1961,"Kufuneka uzame isityu se-Odessa okanye isityu seRabbit; isaladi-zonke ezilungileyo; kwaye i-kompot ihlaziya kakhulu ngexesha lemini eshushu yehlobo (benza ngendlela umama wam enza ngayo, undikhumbuza ikhaya kakhulu).",kompot,positive
1965,"Kufuneka uzame isityu se-Odessa okanye isityu seRabbit; isaladi-zonke ezilungileyo; kwaye i-kompot ihlaziya kakhulu ngexesha lemini eshushu yehlobo (benza ngendlela umama wam enza ngayo, undikhumbuza ikhaya kakhulu).",Isityu somvundla,positive
1969,"Kufuneka uzame isityu se-Odessa okanye isityu seRabbit; isaladi-zonke ezilungileyo; kwaye i-kompot ihlaziya kakhulu ngexesha lemini eshushu yehlobo (benza ngendlela umama wam enza ngayo, undikhumbuza ikhaya kakhulu).",Odessa isityu,positive
1973,Ngoko ukugcwalisa kunye nokutya okunempilo kuyinika i-go.,isidlo,positive
1976,Ukutya okulula okunempilo okungabonakaliyo kungabizi.,ukutya,positive
1979,Isuphu ye-chickpea ecoliweyo esasiyisampula njengesiqalo yayinencasa ebhityileyo.,isuphu ye-chickpea yomhlaba,negative
1982,Isuphu ye-chickpea ecoliweyo esasiyisampula njengesiqalo yayinencasa ebhityileyo.,isiqalo,neutral
1985,Izitya zenkukhu kunye ne-falafel zaziyindibaniselwano engachazwanga kunye nesaladi yamagqabi amatsha.,inkukhu kunye nezitya ze-falafel,neutral
1988,Izitya zenkukhu kunye ne-falafel zaziyindibaniselwano engachazwanga kunye nesaladi yamagqabi amatsha.,isaladi yamagqabi amatsha,neutral
1991,I-falafal yayiphekwe ngokugqithiseleyo kwaye yomile kodwa inkukhu yayilungile.,inkukhu,positive
1995,I-falafal yayiphekwe ngokugqithiseleyo kwaye yomile kodwa inkukhu yayilungile.,kwik,negative
1999,Umzobo ophambili wale ndawo lixabiso.,ixabiso,positive
2002,"Ekugqibeleni vumela ukungena evenkileni 5 ngexesha, ukuthenga iziqwenga ezibizayo kubasebenzi be-harried.",iziqwenga,negative
2006,"Ekugqibeleni vumela ukungena evenkileni 5 ngexesha, ukuthenga iziqwenga ezibizayo kubasebenzi be-harried.",Abasebenzi,negative
2010,"Isiphumo (i-velvet ebomvu): Ukuthungwa okukhulu, okuthambileyo kunye ne-velvety, i-cocoa entle.",icebiso le-cocoa,positive
2014,"Isiphumo (i-velvet ebomvu): Ukuthungwa okukhulu, okuthambileyo kunye ne-velvety, i-cocoa entle.",ukuthungwa,positive
2018,"i-icing YENZA le keyiki, yayiyi-fluffy, kungekhona i-ultra sweet, creamy kunye nokukhanya.",ikhekhe,positive
2021,"Ikhekhe elihle KODWA: yayingekho ikeyiki engcono kakhulu endakha ndayifumana, kwaye ngokuqinisekileyo ayifanelekanga ukuma ngaphandle ecaleni kwendlela ifuywa njengeenkomo ngabasebenzi abangenamdla nabasebenza ngokugqithiseleyo.",Abasebenzi,negative
2023,"Ikhekhe elihle KODWA: yayingekho ikeyiki engcono kakhulu endakha ndayifumana, kwaye ngokuqinisekileyo ayifanelekanga ukuma ngaphandle ecaleni kwendlela ifuywa njengeenkomo ngabasebenzi abangenamdla nabasebenza ngokugqithiseleyo.",ikhekhe,negative
2026,Ikhekhe eliphakathi eliye lathandana ne-LOT of hype.,ikhekhe,negative
2029,I-decor yenzelwe kwindawo yokutyela yesitayile saseJapan sangoku.,kwik,neutral
2031,"Ukutya kulungile, i-teriyaki endiyincomayo.",kwik,positive
2035,"Ukutya kulungile, i-teriyaki endiyincomayo.",ukutya,positive
2039,"Inxalenye yeSashimi inkulu ngokwaneleyo ukuxolisa abantu abaninzi, kodwa andizange ndiyithande into yokuba basebenzisa inyama ye-lobster ye-artifical.",Isahlulo seSashimi,positive
2043,"Inxalenye yeSashimi inkulu ngokwaneleyo ukuxolisa abantu abaninzi, kodwa andizange ndiyithande into yokuba basebenzisa inyama ye-lobster ye-artifical.",inyama ye-lobster yobugcisa,negative
2047,"Ngokubanzi, le yindawo entle yokuthatha abahlobo abambalwa ukuba bahlangane kwaye inkonzo ibalasele.",Inkonzo,positive
2051,"Ngokubanzi, le yindawo entle yokuthatha abahlobo abambalwa ukuba bahlangane kwaye inkonzo ibalasele.",indawo,positive
2055,Ukutya kukhulu kwaye i-milkshakes ingcono nangakumbi!,kwik,positive
2059,Ukutya kukhulu kwaye i-milkshakes ingcono nangakumbi!,ukutya,positive
2063,"Yakha isidlo kunye nee-odolo zecala ezifana neesaladi ezimangalisayo zeGreens, iBuffalo Chicken Kickers kunye neCinna Stix.",kwik kwik kwik,neutral
2065,"Yakha isidlo kunye nee-odolo zecala ezifana neesaladi ezimangalisayo zeGreens, iBuffalo Chicken Kickers kunye neCinna Stix.",isidlo,neutral
2067,"Yakha isidlo kunye nee-odolo zecala ezifana neesaladi ezimangalisayo zeGreens, iBuffalo Chicken Kickers kunye neCinna Stix.",imiyalelo esecaleni,neutral
2069,"Yakha isidlo kunye nee-odolo zecala ezifana neesaladi ezimangalisayo zeGreens, iBuffalo Chicken Kickers kunye neCinna Stix.",kwik kwik,neutral
2071,"Yakha isidlo kunye nee-odolo zecala ezifana neesaladi ezimangalisayo zeGreens, iBuffalo Chicken Kickers kunye neCinna Stix.",Isaladi emangalisayo 'yeGreens,neutral
2073,Sachukumiseka gqitha kukutya nexabiso.,ixabiso,positive
2076,Sachukumiseka gqitha kukutya nexabiso.,ukutya,positive
2079,Kufuneka uzame isuphu ye-garlic!,isuphu ye-garlic,positive
2082,"Ukutya kukhulu (ukhetho olukhulu, amaxabiso afanelekileyo) kwaye iziselo zilungile ngokwenene.",iziselo,positive
2086,"Ukutya kukhulu (ukhetho olukhulu, amaxabiso afanelekileyo) kwaye iziselo zilungile ngokwenene.",amaxabiso,positive
2090,"Ukutya kukhulu (ukhetho olukhulu, amaxabiso afanelekileyo) kwaye iziselo zilungile ngokwenene.",ukhetho,positive
2094,"Ukutya kukhulu (ukhetho olukhulu, amaxabiso afanelekileyo) kwaye iziselo zilungile ngokwenene.",ukutya,positive
2098,"Umoya ufudumele, ukhululekile, u-artsy kunye ne-sexy.",kwik,positive
2101,"Sibe khona kwaye sinandipha ngokwenene ukutya, kwakuyi-areally ukutya okukhulu, kwaye inkonzo yayilungile ngokwenene.",ukutya,positive
2105,"Sibe khona kwaye sinandipha ngokwenene ukutya, kwakuyi-areally ukutya okukhulu, kwaye inkonzo yayilungile ngokwenene.",Inkonzo,positive
2109,"Sibe khona kwaye sinandipha ngokwenene ukutya, kwakuyi-areally ukutya okukhulu, kwaye inkonzo yayilungile ngokwenene.",ukutya,positive
2113,"Umhlobiso wawuziva ngathi siseCairo, eneneni isitalato siyinxalenye yaloo adventure.",umhlobiso,positive
2115,Ukutya kulungile kwaye kuthandwa kakhulu kangangokuba ukulinda kunokuba yinto ebuhlungu ngokwenene.,ilindile,negative
2119,Ukutya kulungile kwaye kuthandwa kakhulu kangangokuba ukulinda kunokuba yinto ebuhlungu ngokwenene.,ukutya,positive
2123,Ngokuqinisekileyo le ndawo isebenzisa inyama engaphantsi komgangatho.,inyama,negative
2126,"Nangona incinci, ine-ambience entle, ukutya okugqwesileyo (i-catfish imnandi - ukuba ya ayikhathazeki nge-lil enetyuwa) kunye nenkonzo yokunikela ingqalelo.",Inkonzo,positive
2130,"Nangona incinci, ine-ambience entle, ukutya okugqwesileyo (i-catfish imnandi - ukuba ya ayikhathazeki nge-lil enetyuwa) kunye nenkonzo yokunikela ingqalelo.",Ambience,positive
2134,"Nangona incinci, ine-ambience entle, ukutya okugqwesileyo (i-catfish imnandi - ukuba ya ayikhathazeki nge-lil enetyuwa) kunye nenkonzo yokunikela ingqalelo.",kwik,positive
2138,"Nangona incinci, ine-ambience entle, ukutya okugqwesileyo (i-catfish imnandi - ukuba ya ayikhathazeki nge-lil enetyuwa) kunye nenkonzo yokunikela ingqalelo.",ukutya,positive
2142,"Ukutya kwathatha imizuzu embalwa eyongezelelweyo ezayo, kodwa iziqhulo ze-cute waiters kunye nobuhlobo zenza oko.",ukutya,neutral
2144,"Ukutya kwathatha imizuzu embalwa eyongezelelweyo ezayo, kodwa iziqhulo ze-cute waiters kunye nobuhlobo zenza oko.",kwik,positive
2147,Ndize apha kwisidlo sasemini esingaqhelekanga kwakunye nomhla wokuzalwa womhlobo kwaye ndihlala ndizonwabisa.,isidlo sasemini esingaqhelekanga,neutral
2149,I-sushi ihlala intsha kwaye i-yummy kwaye imenyu ihluke kakhulu.,imenyu,positive
2153,I-sushi ihlala intsha kwaye i-yummy kwaye imenyu ihluke kakhulu.,kwik,positive
2157,Ndachukumiseka ngokukhethekileyo ngexesha letheko le-bday xa abasebenzi be-waitstaff bahamba ngaphezulu nangaphaya kokundinceda ukuhombisa nokukhupha ikhekhe le-bday kunye nokunikezela ngenkonzo ekhawulezileyo neyobuhlobo kwitheko labantu abayi-15.,Inkonzo,positive
2160,Ndachukumiseka ngokukhethekileyo ngexesha letheko le-bday xa abasebenzi be-waitstaff bahamba ngaphezulu nangaphaya kokundinceda ukuhombisa nokukhupha ikhekhe le-bday kunye nokunikezela ngenkonzo ekhawulezileyo neyobuhlobo kwitheko labantu abayi-15.,kwik,positive
2162,Eyona nto ilungileyo yokutya yaseIndiya endakha ndayitya.,Ukutya kwamaIndiya,positive
2165,"Abasebenzi banobuhlobo obungakholelekiyo, kwaye ndiphupha nge-Saag gosht yabo ... Kulunge kakhulu.",Saag gosht,positive
2169,"Abasebenzi banobuhlobo obungakholelekiyo, kwaye ndiphupha nge-Saag gosht yabo ... Kulunge kakhulu.",Abasebenzi,positive
2173,"Ngelishwa, ngaphandle kokuba uhlala ebumelwaneni, ayikho kwindawo efanelekileyo kodwa ifana nobuncwane obufihliweyo.",indawo,negative
2176,Abasebenzi bandibulisa ngokufudumeleyo emnyango kwaye ndahlala ngokukhawuleza kwaye ukutya kwakugqwesile.,Abasebenzi,positive
2180,Abasebenzi bandibulisa ngokufudumeleyo emnyango kwaye ndahlala ngokukhawuleza kwaye ukutya kwakugqwesile.,ukutya,positive
2184,"Imenyu inkulu, kunye nokukhethwa okuhle, kwaye yonke into endiyizameyo imnandi ngokupheleleyo.",imenyu,positive
2188,"Imenyu inkulu, kunye nokukhethwa okuhle, kwaye yonke into endiyizameyo imnandi ngokupheleleyo.",ukhetho,positive
2192,"Ndaya eSwiftys kunye nabahlobo abathile bentsapho kwaye saba nesidlo esihle kakhulu, kodwa akukho nto imangalisayo.",isidlo sangokuhlwa,positive
2195,Ndandinenkukhu eyosiweyo kunye nesaladi.,isaladi,neutral
2197,Ndandinenkukhu eyosiweyo kunye nesaladi.,inkukhu eyosiweyo,neutral
2199,Le ndawo ine-sushi engcono kakhulu esixekweni.,kwik,positive
2202,Banokhetho oluhle kakhulu (imiqulu ene-crab inkulu ngokwenene).,iqengqeleka nge-crab,positive
2206,Banokhetho oluhle kakhulu (imiqulu ene-crab inkulu ngokwenene).,ukhetho,positive
2210,Ixabiso elifanelekileyo kunye ne-sushi entsha kakhulu.,kwik,positive
2214,Ixabiso elifanelekileyo kunye ne-sushi entsha kakhulu.,ixabiso,positive
2218,ndaya ngenye imini ndicela itafile yeqela kwaye ndamkelwa ngumququzeleli okrwada kakhulu.,kwik,negative
2221,ndaya ngenye imini ndicela itafile yeqela kwaye ndamkelwa ngumququzeleli okrwada kakhulu.,i_theyibhile,neutral
2223,"indawo yokutyela yayingenanto ngokupheleleyo, kodwa wandinika imbonakalo emdaka waza wabuza, akukho ukubhukisha?",Ubhukisho,neutral
2225,emva koko wenza ingxokozelo malunga nokungakwazi ukongeza izitulo ezi-1 okanye ezi-2 kwisiphelo setafile kubantu abongezelelweyo.,izitulo,neutral
2227,emva koko wenza ingxokozelo malunga nokungakwazi ukongeza izitulo ezi-1 okanye ezi-2 kwisiphelo setafile kubantu abongezelelweyo.,i_theyibhile,neutral
2229,i nditye apha ngesihlandlo esahlukileyo - ukutya kuphakathi kwamaxabiso.,ukutya,neutral
2232,i nditye apha ngesihlandlo esahlukileyo - ukutya kuphakathi kwamaxabiso.,amaxabiso,negative
2234,I-desserts iquka i-flan kunye ne-sopaipillas.,kwik,neutral
2236,I-desserts iquka i-flan kunye ne-sopaipillas.,desserts,neutral
2238,I-desserts iquka i-flan kunye ne-sopaipillas.,kwik,neutral
2240,'Ivulekele isidlo sasemini kuphela kodwa ukutya kuhle kakhulu!,isidlo sasemini,neutral
2242,'Ivulekele isidlo sasemini kuphela kodwa ukutya kuhle kakhulu!,ukutya,positive
2245,Ku malunga ne- $ 7 yesidlo sasemini kwaye bane-take-out okanye i-dine-in.,i-dine-in,neutral
2247,Ku malunga ne- $ 7 yesidlo sasemini kwaye bane-take-out okanye i-dine-in.,isidlo sasemini,neutral
2249,Ku malunga ne- $ 7 yesidlo sasemini kwaye bane-take-out okanye i-dine-in.,khupha,neutral
2251,Ukutya kuhle kakhulu kwaye nabo bane-empenadas kunye ne-plaintains ezilungileyo kwi-snack yasemva kwemini.,ii-plaintains,positive
2255,Ukutya kuhle kakhulu kwaye nabo bane-empenadas kunye ne-plaintains ezilungileyo kwi-snack yasemva kwemini.,Ukutya,positive
2259,Ukutya kuhle kakhulu kwaye nabo bane-empenadas kunye ne-plaintains ezilungileyo kwi-snack yasemva kwemini.,kwik kwik,positive
2263,Ukutya kuhle kakhulu kwaye nabo bane-empenadas kunye ne-plaintains ezilungileyo kwi-snack yasemva kwemini.,chrum,positive
2267,"Ukutya okukhulu, iwayini elungileyo kunye nomninimzi obalaseleyo.",Umququzeleli,positive
2271,"Ukutya okukhulu, iwayini elungileyo kunye nomninimzi obalaseleyo.",iwayini,positive
2275,"Ukutya okukhulu, iwayini elungileyo kunye nomninimzi obalaseleyo.",ukutya,positive
2279,"Zonke ii-toppings zintsha kangangokuba unokucinga ukuba zazinegadi yazo yemifuno kwaye i-crust igqibelele, kangangokuba umntu ngokwenene ucinga ngendlela eyenziwe ngayo.",kwik,positive
2283,"Zonke ii-toppings zintsha kangangokuba unokucinga ukuba zazinegadi yazo yemifuno kwaye i-crust igqibelele, kangangokuba umntu ngokwenene ucinga ngendlela eyenziwe ngayo.",kwik,positive
2287,Le ndawo ine-pizza engcono.,pizza,positive
2290,Ifumana ukuxinana ngexesha lesidlo sasemini kodwa kukho izihlalo ezininzi ngasemva kwaye wonke umntu osebenza apho umnandi kakhulu.,izihlalo,positive
2293,Ndikwacebisa amaqhina e-garlic.,amaqhina e-garlic,positive
2296,Ndicinga ukuba i-parm ye-meatball ilungile.,inyamaball parm,positive
2299,Ukutya kumnandi kwaye ibha ine-vibe enkulu.,ibar,positive
2303,Ukutya kumnandi kwaye ibha ine-vibe enkulu.,kwik,positive
2307,Ukutya kumnandi kwaye ibha ine-vibe enkulu.,ukutya,positive
2311,Ndayeka ukufumana i-brunch namhlanje kwaye ndandine-vegan cranberry pancakes kunye nobisi lwerayisi.,i-vegan cranberry pancakes,neutral
2313,Ndayeka ukufumana i-brunch namhlanje kwaye ndandine-vegan cranberry pancakes kunye nobisi lwerayisi.,kwik,neutral
2315,Ndayeka ukufumana i-brunch namhlanje kwaye ndandine-vegan cranberry pancakes kunye nobisi lwerayisi.,ubisi lwerayisi,neutral
2317,Ukutya kwakulungile kakhulu kwaye ndamangaliswa kamnandi ukubona iinketho ezininzi ze-vegan.,iinketho ze-vegan,positive
2321,Ukutya kwakulungile kakhulu kwaye ndamangaliswa kamnandi ukubona iinketho ezininzi ze-vegan.,ukutya,positive
2325,"Kumntu owayedla ngokuthiya ukutya kweIndiya, uBaluchi utshintshe phakathi kwam.",Ukutya kwamaIndiya,positive
2327,"Ekugqibeleni i-curry endinokuyitya, ndiyonwabele kwaye ndingahlupheki kwi-gastritis ukusuka kwiiyure ze-3 kamva.",kwik,positive
2330,Zama izonka ezenziwe ekhaya.,izonka ezenziwe ekhaya,positive
2333,"Bonke bakhulu - amahlwempu, i-naan, i-paratha yonke i-FRESH.",kwik,positive
2337,"Bonke bakhulu - amahlwempu, i-naan, i-paratha yonke i-FRESH.",kwik,positive
2341,"Bonke bakhulu - amahlwempu, i-naan, i-paratha yonke i-FRESH.",kwik,positive
2345,Mna nomfazi wam kutshanje sityelele i-bistro kwisidlo sangokuhlwa kwaye saba namava amnandi.,isidlo sangokuhlwa,neutral
2348,Iikeyiki ze-crab zimnandi kwaye i-BBQ rib yayigqibelele.,amaqebengwana e-crab,positive
2352,Iikeyiki ze-crab zimnandi kwaye i-BBQ rib yayigqibelele.,BBQ rib,positive
2356,Uluhlu olukhulu lwewayini kunye nemenyu enkulu ye-cocktail.,imenyu ye-cocktail,positive
2360,Uluhlu olukhulu lwewayini kunye nemenyu enkulu ye-cocktail.,uluhlu lwewayini,positive
2364,Ukutya kuhle kakhulu kwaye inkonzo inkulu.,Inkonzo,positive
2368,Ukutya kuhle kakhulu kwaye inkonzo inkulu.,ukutya,positive
2372,"Kwi-mi burrito, nantsi into ngaphandle kwenkukhu emnyama eyayipheke loo nto kwiveki ephelileyo kwaye yafudumala nje kwincasa ye-microwave.",inkukhu,negative
2376,"Kwi-mi burrito, nantsi into ngaphandle kwenkukhu emnyama eyayipheke loo nto kwiveki ephelileyo kwaye yafudumala nje kwincasa ye-microwave.",incasa,negative
2380,"Hamba kunye ne-specials, kwaye uhlale kude ne-salmon. ",ezizodwa,positive
2384,"Hamba kunye ne-specials, kwaye uhlale kude ne-salmon. ",kwik,negative
2388,I-pastas yayintle kakhulu.,kwik,positive
2391,I-atmospheric yi-bore.,kwik,negative
2394,Yiya apha ukuba ufuna isaladi entsha kunye nencasa yalo naluphi na uhlobo onokucinga ngalo.,isaladi,positive
2397,ngoLwesibini weveki ephelileyo kwisidlo sasemini emva kwexesha kunye nomhlobo.,isidlo sasemini emva kwexesha,neutral
2399,"Emva kokulinda phantse iyure, iweyitala yasixelela ukuba ulibele ukunika ikhitshi iodolo yethu.",kwik,negative
2402,"Emva kokulinda phantse iyure, iweyitala yasixelela ukuba ulibele ukunika ikhitshi iodolo yethu.",ilindile,negative
2404,"Emva kokulinda phantse iyure, iweyitala yasixelela ukuba ulibele ukunika ikhitshi iodolo yethu.",ikhitshi,neutral
2406,Ndabuza ngokuphindaphindiweyo ukuba yintoni imeko yesidlo kwaye ndandikruqukile kakhulu nguweyitala okrwada ngokungakholelekiyo.,isidlo,neutral
2408,Ndabuza ngokuphindaphindiweyo ukuba yintoni imeko yesidlo kwaye ndandikruqukile kakhulu nguweyitala okrwada ngokungakholelekiyo.,kwik,negative
2411,"Le ndawo inokutya okuhle kweIndiya eNew York, izandla phantsi.",Ukutya kwamaIndiya,positive
2414,Iiweyitala zinobuhlobo kakhulu kwaye ziluncedo kwaye ukuba uhlala rhoqo ziya kukukhumbula.,kwik,positive
2417,Ukutya nako kubalasele kwaye kuphakwa ngokukhawuleza.,ikhonzwa,positive
2421,Ukutya nako kubalasele kwaye kuphakwa ngokukhawuleza.,ukutya,positive
2425,Mna nomyeni wam siye apho ubuncinane amaxesha e-6 kwaye besisoloko sinikwa inkonzo ephezulu kwaye rhoqo i-desserts yamahhala.,Inkonzo,positive
2429,Mna nomyeni wam siye apho ubuncinane amaxesha e-6 kwaye besisoloko sinikwa inkonzo ephezulu kwaye rhoqo i-desserts yamahhala.,desserts,positive
