,nso,aspect,polarities
1929,25 years ago Go Diego Go 20 years ago I don't wanna go for the best... Lego Ninjago,Pizza Go Go,positive
1932,"Ke be ke tseba gore dijo tša ma-India di be di le gona, e sego tšona.",Lego Indigo Food,negative
1934,"Ke eletša di-dumplings tša kolobe tše di apešago, kgogo ya namune/ nama ya namune le raese ye e apešago.",Pork Dumplings Go,positive
1937,"Ke eletša di-dumplings tša kolobe tše di apešago, kgogo ya namune/ nama ya namune le raese ye e apešago.",Raese e tala,positive
1940,"Ke eletša di-dumplings tša kolobe tše di apešago, kgogo ya namune/ nama ya namune le raese ye e apešago.",Go Go Orange Chicken/Beef,positive
1943,Netefatša gore o ja dijo tša gago ka se sengwe sa ditheetši tša gago tše di hlwekilego.,Le dijo,neutral
1945,Netefatša gore o ja dijo tša gago ka se sengwe sa ditheetši tša gago tše di hlwekilego.,Go Go Juice Juice,positive
1948,"Ee, di be di le bohlokwa kudu, eupša ka nako ye nngwe ke dijo tša tšona.",Le dijo,positive
1951,"I'm gonna be a big big man, gonna be mad.",Go go go grand marnier shrimp,positive
1954,"E ka ba ye nnyane kudu go ya ka tšhengwaneng ya russia, eupša e na le dijo tše di kgahlišago kudu.",Le dijo,positive
1957,"O swanetše go leka setšhene goba setšhe sa tšheke; 10- Moka - Good; Le ge go le bjalo, di be di le bjalo ka letšatši le le fišago la go fiša ( di dira gore ke dire bjalo ka ge mma a dira seo a bego a se dira, a nkgopotša ka gae).",lego salads,positive
1961,"O swanetše go leka setšhene goba setšhe sa tšheke; 10- Moka - Good; Le ge go le bjalo, di be di le bjalo ka letšatši le le fišago la go fiša ( di dira gore ke dire bjalo ka ge mma a dira seo a bego a se dira, a nkgopotša ka gae).",Lego Ninjago,positive
1965,"O swanetše go leka setšhene goba setšhe sa tšheke; 10- Moka - Good; Le ge go le bjalo, di be di le bjalo ka letšatši le le fišago la go fiša ( di dira gore ke dire bjalo ka ge mma a dira seo a bego a se dira, a nkgopotša ka gae).",lego rabbit stew,positive
1969,"O swanetše go leka setšhene goba setšhe sa tšheke; 10- Moka - Good; Le ge go le bjalo, di be di le bjalo ka letšatši le le fišago la go fiša ( di dira gore ke dire bjalo ka ge mma a dira seo a bego a se dira, a nkgopotša ka gae).",Sebago Stew,positive
1973,Go ja dijo tše di nago le phepo le phepo go dira gore go be le dijo tše di nago le phepo.,Y yo le dije,positive
1976,Healthy Unglamorous Diet Go Cheap,Le dijo,positive
1979,Sopo ya fase ye re e bonego bjalo ka tšie ya mathomo e be e le ye nnyane.,Lego Ninjago Sofa,negative
1982,Sopo ya fase ye re e bonego bjalo ka tšie ya mathomo e be e le ye nnyane.,Mathole Starter,neutral
1985,Dipudi le falafel di be di na le motswako wo o nago le salate ya lešela le le hlwekilego.,Koko le falafel platters,neutral
1988,Dipudi le falafel di be di na le motswako wo o nago le salate ya lešela le le hlwekilego.,lego fresh lego salad,neutral
1991,"Go be go e-na le go apea le go omišwa, eupša kgogo e be e lokile.",Go Chicken Go,positive
1995,"Go be go e-na le go apea le go omišwa, eupša kgogo e be e lokile.",Y yo le disgo,negative
1999,Theko ye kgolo ya naga ye ke yona e lego theko.,bei bei,positive
2002,Ka nako ye nngwe o ye go reka ditšhepi tša theko ya godimo go tšwa go mošomi wa go nošetša.,Les dis gommes,negative
2006,Ka nako ye nngwe o ye go reka ditšhepi tša theko ya godimo go tšwa go mošomi wa go nošetša.,Mothwalwa,negative
2010,"LesoSo: (O a sega) O na le tatso ye botse, e boleta.",Go Go Coco,positive
2014,"LesoSo: (O a sega) O na le tatso ye botse, e boleta.",Texture lego,positive
2018,"Go be go na le khekhe ye e be e le fluffy, e sego ya bose, ya go phadima le seetša.",lego cake,positive
2021,"LesoSo: E be e se khekhe ye kaone ye ke bego ke e na le yona, e bile ga se ya swanela go ema ka ntle ga tsela ya ka ya go hlabja bjalo ka dikgomo ke bašomi bao ba sa šomego le bao ba sa šomego.",Bathwalwa ba,negative
2023,"LesoSo: E be e se khekhe ye kaone ye ke bego ke e na le yona, e bile ga se ya swanela go ema ka ntle ga tsela ya ka ya go hlabja bjalo ka dikgomo ke bašomi bao ba sa šomego le bao ba sa šomego.",lego cake,negative
2026,Ke kuku ye kgolo yeo e bego e swerwe ke phukubje.,lego cake,negative
2029,2.1.1.1.1.1.1.2.1.1.1.1.2.1.2,Go Go Décor,neutral
2031,Y yo le dije que le dije que no le dije.,Anke Meyaki,positive
2035,Y yo le dije que le dije que no le dije.,Le dijo,positive
2039,"Go na le batho ba bantši bao ba bego ba sa tsebe selo seo ba bego ba se rata, eupša ke be ke sa rate gore ba be ba na le bokgoni bja go dira dilo tše dintši.",Sebago Sebago Part,positive
2043,"Go na le batho ba bantši bao ba bego ba sa tsebe selo seo ba bego ba se rata, eupša ke be ke sa rate gore ba be ba na le bokgoni bja go dira dilo tše dintši.",Lego Ninjago Meat,negative
2047,"Ka kakaretšo, ke lefelo le lebotse la go tšea bagwera ba mmalwa gore ba kgone go sepela gomme tirelo ya bona e lokile.",Tirelo Tirelo,positive
2051,"Ka kakaretšo, ke lefelo le lebotse la go tšea bagwera ba mmalwa gore ba kgone go sepela gomme tirelo ya bona e lokile.",Felo,positive
2055,"Dijo ke tše di botse kudu, gomme di-milkshake di kaone le go feta!",Milkshakes Moka,positive
2059,"Dijo ke tše di botse kudu, gomme di-milkshake di kaone le go feta!",Le dijo,positive
2063,"Aga dijo tše di nago le ditaelo tša go swana le di-salads tše di kgahlišago, kgogo ya kgogo ya buffalo le Cinna Stix.",lego buffalo kickers,neutral
2065,"Aga dijo tše di nago le ditaelo tša go swana le di-salads tše di kgahlišago, kgogo ya kgogo ya buffalo le Cinna Stix.",Y yo le dije,neutral
2067,"Aga dijo tše di nago le ditaelo tša go swana le di-salads tše di kgahlišago, kgogo ya kgogo ya buffalo le Cinna Stix.",Ditaelo tša mahlakore,neutral
2069,"Aga dijo tše di nago le ditaelo tša go swana le di-salads tše di kgahlišago, kgogo ya kgogo ya buffalo le Cinna Stix.",Lego Ninjago Stix,neutral
2071,"Aga dijo tše di nago le ditaelo tša go swana le di-salads tše di kgahlišago, kgogo ya kgogo ya buffalo le Cinna Stix.",awesome lego sets,neutral
2073,Re be re thabile kudu ka dijo le boleng bja tšona.,Bohlokwa,positive
2076,Re be re thabile kudu ka dijo le boleng bja tšona.,Le dijo,positive
2079,Try the go sox!,Go go go soup,positive
2082,"Dijo di na le dijo tše di kgahlišago (kudu, dithekišo tše di nago le maemo a godimo) le dino di a kgahliša.",Dino Dino,positive
2086,"Dijo di na le dijo tše di kgahlišago (kudu, dithekišo tše di nago le maemo a godimo) le dino di a kgahliša.",ditheko,positive
2090,"Dijo di na le dijo tše di kgahlišago (kudu, dithekišo tše di nago le maemo a godimo) le dino di a kgahliša.",Kgetho ya kgetho,positive
2094,"Dijo di na le dijo tše di kgahlišago (kudu, dithekišo tše di nago le maemo a godimo) le dino di a kgahliša.",Le dijo,positive
2098,"Moya o borutho, o boleta, wa bokgabo le wa borutho.",Botafogo,positive
2101,"Re be re le moo gomme re be re ipshina ka dijo tše di kgahlišago, gomme tirelo e be e le bose kudu.",Le dijo,positive
2105,"Re be re le moo gomme re be re ipshina ka dijo tše di kgahlišago, gomme tirelo e be e le bose kudu.",Tirelo Tirelo,positive
2109,"Re be re le moo gomme re be re ipshina ka dijo tše di kgahlišago, gomme tirelo e be e le bose kudu.",Le dijo,positive
2113,"Go be go na le kgopolo ya gore re be re le motseng wa Cairo, ka ge e le gabotse, e be e le karolo ya papadi yeo.",Phahlane,positive
2115,Dijo tše di bose kudu ebile di tumile kudu mo e lego gore go leta e ka ba selo se se sa tlwaelegago.,Leta Leta,negative
2119,Dijo tše di bose kudu ebile di tumile kudu mo e lego gore go leta e ka ba selo se se sa tlwaelegago.,Le dijo,positive
2123,"Ka nnete, lefelo le le itšego le šomiša nama ye e sa šuthego.",nama ya nama,negative
2126,"Le ge e le gore e na le phepo e botse, dijo tše botse (katse e bose kudu - ge e le gore ga e nagane gabotse) le tirelo ya go ela hloko.",Tirelo Tirelo,positive
2130,"Le ge e le gore e na le phepo e botse, dijo tše botse (katse e bose kudu - ge e le gore ga e nagane gabotse) le tirelo ya go ela hloko.",Ambiebotse,positive
2134,"Le ge e le gore e na le phepo e botse, dijo tše botse (katse e bose kudu - ge e le gore ga e nagane gabotse) le tirelo ya go ela hloko.",Hlapi Hlapi,positive
2138,"Le ge e le gore e na le phepo e botse, dijo tše botse (katse e bose kudu - ge e le gore ga e nagane gabotse) le tirelo ya go ela hloko.",Le dijo,positive
2142,"Dijo di ile tša tšea metsotso e mmalwa go tla, eupša go be go na le metlae ye botse le bogwera.",Le dijo,neutral
2144,"Dijo di ile tša tšea metsotso e mmalwa go tla, eupša go be go na le metlae ye botse le bogwera.",Leta Bae,positive
2147,"Ke be ke tlwaetše go ba le dijo tša go fihlola le motswalle wa ka, le nna ke thabela.",Dijo tša go fihlola,neutral
2149,Tšhiši e dula e le ye bose ebile e na le monkgo wo o sa swanego.,Menu go,positive
2153,Tšhiši e dula e le ye bose ebile e na le monkgo wo o sa swanego.,Go Go Sushi,positive
2157,Ke be ke kgahletšwa kudu ka nako ya phathi ya bday ge waitstaff e be e le godimo le go feta ka go nthuša go tšhetša le go ntšha khekhe ya bday gammogo le go fana ka tirelo ya ka pela le ya go ba le bogwera go phathi ya batho ba 15.,Tirelo Tirelo,positive
2160,Ke be ke kgahletšwa kudu ka nako ya phathi ya bday ge waitstaff e be e le godimo le go feta ka go nthuša go tšhetša le go ntšha khekhe ya bday gammogo le go fana ka tirelo ya ka pela le ya go ba le bogwera go phathi ya batho ba 15.,Leta Lefke,positive
2162,Dijo tše dikaone tšeo nkilego ka di ja.,Lego Indigo Food,positive
2165,ʻO ka ʻo ʻO ke kīʻuʻu a me ka ʻoʻo ʻO Keʻena ʻO ka ʻoʻo ʻO Keʻena ʻO botse kudu.,Go go gosht,positive
2169,ʻO ka ʻo ʻO ke kīʻuʻu a me ka ʻoʻo ʻO Keʻena ʻO ka ʻoʻo ʻO Keʻena ʻO botse kudu.,Mothwalwa,positive
2173,"Ka maswabi, ntle le ge o dula mo tikologong, ga se mo lefelong le le kwagalago eupša o swana le lehumo le le fihlilwego.",Sebaka sa bodulo,negative
2176,"Ba ile ba ntšhetša ka lethabo, gomme ke ile ka dula ka pela gomme dijo di be di le bose kudu.",Mothwalwa,positive
2180,"Ba ile ba ntšhetša ka lethabo, gomme ke ile ka dula ka pela gomme dijo di be di le bose kudu.",Le dijo,positive
2184,"Se se kgahlišago kudu, gomme se sengwe le se sengwe seo ke se kilego ka se dira gore ke kgahle.",Menu go,positive
2188,"Se se kgahlišago kudu, gomme se sengwe le se sengwe seo ke se kilego ka se dira gore ke kgahle.",Kgetho ya kgetho,positive
2192,"Ke be ke tlwaetše go ba le bagwera ba ka gae, gomme re be re na le dijo tše di kgahlišago kudu, eupša ga go na selo se se kgahlišago.",Lego Dinnerware,positive
2195,Ke be ke swere koko le salate.,saša saša,neutral
2197,Ke be ke swere koko le salate.,Go Go Chicken Tee,neutral
2199,"Lefelo le, le na le di-suki tše dikaonekaone ka toropong.",Go Go Sushi,positive
2202,Di na le mehuta ye mebotse (diripa tše di nago le di-roll) di na le maatla a magolo kudu.,Go Go Gadget With Crab,positive
2206,Di na le mehuta ye mebotse (diripa tše di nago le di-roll) di na le maatla a magolo kudu.,Kgetho ya kgetho,positive
2210,Theko e ntle ka theko e ntle ka suki e hlwekilego.,Go Go Sushi,positive
2214,Theko e ntle ka theko e ntle ka suki e hlwekilego.,theko ya theko,positive
2218,Ka letšatši le lengwe ke ile ka ya go kgopela sehlopha gomme ka amogelwa ke motšwasehlasedi.,Go Go Tales,negative
2221,Ka letšatši le lengwe ke ile ka ya go kgopela sehlopha gomme ka amogelwa ke motšwasehlasedi.,Lego Table,neutral
2223,"O be a se na selo, efela o ile a mpotša gore ke be ke na le ditšhelo tša go se be le ditheetši tša go se be le ditheetši?",Go Go Bookings,neutral
2225,O be a sa kgone go oketša 1 goba a mabedi ka morago ga go ba le ditulo tše 1 goba tše pedi ka morago ga tafole ya tlaleletšo.,Ditulo tša ditulo,neutral
2227,O be a sa kgone go oketša 1 goba a mabedi ka morago ga go ba le ditulo tše 1 goba tše pedi ka morago ga tafole ya tlaleletšo.,Lego Table,neutral
2229,Ke jele ka nako ye nngwe - dijo ke tše di kgahlišago kudu.,Le dijo,neutral
2232,Ke jele ka nako ye nngwe - dijo ke tše di kgahlišago kudu.,ditheko,negative
2234,Di-dessert di akaretša di-flan le sopaipillas.,Sopago A go go,neutral
2236,Di-dessert di akaretša di-flan le sopaipillas.,Lego Desserts,neutral
2238,Di-dessert di akaretša di-flan le sopaipillas.,Go Go Flan,neutral
2240,"Dijo tša go fihlola di lokile, empa di lokile!",Dijo tša go fihlola,neutral
2242,"Dijo tša go fihlola di lokile, empa di lokile!",Le dijo,positive
2245,Ke diranta tše lesome tša go ja gomme di ja dijo tša go ja goba go ja.,Dine-in-go,neutral
2247,Ke diranta tše lesome tša go ja gomme di ja dijo tša go ja goba go ja.,Dijo tša go fihlola,neutral
2249,Ke diranta tše lesome tša go ja gomme di ja dijo tša go ja goba go ja.,Go get-out,neutral
2251,Di na le dijo tše di kgahlišago gomme di na le ditšhila le ditšhila tše di nago le dijo tše di kgahlišago tša thapama.,Go Go Plains,positive
2255,Di na le dijo tše di kgahlišago gomme di na le ditšhila le ditšhila tše di nago le dijo tše di kgahlišago tša thapama.,Le dijo,positive
2259,Di na le dijo tše di kgahlišago gomme di na le ditšhila le ditšhila tše di nago le dijo tše di kgahlišago tša thapama.,Midi a Go Go,positive
2263,Di na le dijo tše di kgahlišago gomme di na le ditšhila le ditšhila tše di nago le dijo tše di kgahlišago tša thapama.,Empenadas Moka,positive
2267,"O tla ba le dijo tše di bose, le beine ye botse, le beine ye botse.",Moeng Moeng,positive
2271,"O tla ba le dijo tše di bose, le beine ye botse, le beine ye botse.",Whisky a Go Go,positive
2275,"O tla ba le dijo tše di bose, le beine ye botse, le beine ye botse.",Le dijo,positive
2279,"Le ge go le bjalo, o be o nagana gore o na le serapana sa gagwe sa merogo, gomme o be o na le sebopego se se feletšego, seo se ra gore o be a na le sebopego se se feletšego.",Go Go Crust,positive
2283,"Le ge go le bjalo, o be o nagana gore o na le serapana sa gagwe sa merogo, gomme o be o na le sebopego se se feletšego, seo se ra gore o be a na le sebopego se se feletšego.",Go Go Toppings,positive
2287,Best Pizza Go,Pizza Go Go,positive
2290,"E na le dijo tša go ja, eupša go na le ditulo tše dintši ka morago gomme yo mongwe le yo mongwe yo a šomago gabotse.",Lego Sets,positive
2293,Ke eletša gape le dithekšene tše di šišinywago.,Sebago Knots,positive
2296,Ke nagana gore nama ya kgomo e lokile.,lego meatball parm,positive
2299,Dijo di na le tatso e kgolo gomme motšhene o na le tatso e kgolo.,Go Go Bar,positive
2303,Dijo di na le tatso e kgolo gomme motšhene o na le tatso e kgolo.,Go Vibe,positive
2307,Dijo di na le tatso e kgolo gomme motšhene o na le tatso e kgolo.,Le dijo,positive
2311,Lehono ke ile ka ba le dipanekuku tša go ba le dipanekuku tša vegan le maswi a raese.,Go Go Vegan Cranberry Pancakes,neutral
2313,Lehono ke ile ka ba le dipanekuku tša go ba le dipanekuku tša vegan le maswi a raese.,Y yo lerr,neutral
2315,Lehono ke ile ka ba le dipanekuku tša go ba le dipanekuku tša vegan le maswi a raese.,Raese ya lebese,neutral
2317,"Dijo tša ka di be di kgahliša kudu, gomme ke ile ka makatšwa ke go bona mehuta ye mentši ya go reka dijo.",Go Vegan Go Options,positive
2321,"Dijo tša ka di be di kgahliša kudu, gomme ke ile ka makatšwa ke go bona mehuta ye mentši ya go reka dijo.",Le dijo,positive
2325,"Ka lebaka leo, batho bao ba bego ba tlwaetše go hloya dijo tša ka, Baluchi ba ile ba fetoša bophelo bja ka.",Lego Indigo Food,positive
2327,"Ka morago ga moo, ke na le dijo tša go ja le go di ja ka morago ga diiri tše tharo.",Go Go Curry,positive
2330,Leka go dira borotho bja gae.,Home moka bread,positive
2333,"Gonna be a big, 2010, Nan, Paratha.",Moša Šaša,positive
2337,"Gonna be a big, 2010, Nan, Paratha.",Paratha Go,positive
2341,"Gonna be a big, 2010, Nan, Paratha.",Lego Ninjago,positive
2345,"""Nna le mosadi wa ka re sa tšwa go ba le dijo tša go fihlola gomme ra ba le boitemogelo bjo bobotse.",Lego Dinnerware,neutral
2348,Dikuku tša crab di bose gomme lepo la BBQ le be le le botse.,lego cakes,positive
2352,Dikuku tša crab di bose gomme lepo la BBQ le be le le botse.,bbq rib lego,positive
2356,Go Go Wine Bottle & Great Wine Menu,lego cocktail menu,positive
2360,Go Go Wine Bottle & Great Wine Menu,Whisky a Go Go List,positive
2364,"Dijo di bose kudu, gomme tirelo e botse kudu.",Tirelo Tirelo,positive
2368,"Dijo di bose kudu, gomme tirelo e botse kudu.",Le dijo,positive
2372,Go be go se na selo se tee fela sa kgogo ye e bego e apeilwe mo bekeng ye e fetilego gomme ya fiša ka tatso ya microwave.,Go Chicken Go,negative
2376,Go be go se na selo se tee fela sa kgogo ye e bego e apeilwe mo bekeng ye e fetilego gomme ya fiša ka tatso ya microwave.,Go Go Taste,negative
2380,"Sepela le diphoofolo tša gago, gomme o dule kgole le dimonamone. ",Ba ba Kgethegilego,positive
2384,"Sepela le diphoofolo tša gago, gomme o dule kgole le dimonamone. ",Saramago,negative
2388,Pastas gonna be good.,Pasta Go Go,positive
2391,Lefaufau le na le lešoka.,Botafogo,negative
2394,Eya moo ge o nyaka disutu tše di hlwekilego le tše di bose tša mohuta ofe goba ofe wo o ka naganago.,lego salads,positive
2397,Ka la la 10 Labobedi le be le na le mogwera wa ka.,Late Night Go,neutral
2399,"Ka morago ga go leta iri ya go feta, Mmatšhego o ile a mpotša gore o lebetše go re fa dijo tša rena.",Go Leta Go,negative
2402,"Ka morago ga go leta iri ya go feta, Mmatšhego o ile a mpotša gore o lebetše go re fa dijo tša rena.",Leta Leta,negative
2404,"Ka morago ga go leta iri ya go feta, Mmatšhego o ile a mpotša gore o lebetše go re fa dijo tša rena.",Lego Kitchenware,neutral
2406,"Ke ile ka botšiša gore ke eng seo se bego se le gona e be e le gore go be go na le dijo tše dintši tšeo di bego di le bohlokwa kudu, gomme ke be ke sa tsebe gore ke eng seo se bego se le bohlokwa kudu.",Y yo le dije,neutral
2408,"Ke ile ka botšiša gore ke eng seo se bego se le gona e be e le gore go be go na le dijo tše dintši tšeo di bego di le bohlokwa kudu, gomme ke be ke sa tsebe gore ke eng seo se bego se le bohlokwa kudu.",Go Leta Go,negative
2411,"Se se na le dijo tše kaonekaone tša India ka Johannesburg, matsogo a fase.",Lego Indigo Food,positive
2414,"Bagwera ba gago ba a go rata e bile ba na le mohola, gomme ge e ba o tla go gopola ka mehla.",Leta Bae,positive
2417,Dijo le tšona di a kgahliša gomme di a šomišwa ka pela.,go servile,positive
2421,Dijo le tšona di a kgahliša gomme di a šomišwa ka pela.,Le dijo,positive
2425,"Nna le monna wa ka re be re na le mengwaga e ka bago ye 6, gomme ka mehla re ile ra fiwa tirelo ya godimodimo le di-desserts tša mahala.",Tirelo Tirelo,positive
2429,"Nna le monna wa ka re be re na le mengwaga e ka bago ye 6, gomme ka mehla re ile ra fiwa tirelo ya godimodimo le di-desserts tša mahala.",Lego Desserts,positive
2433,"Ge e le gore o nyaka go ja dijo tše di bose kudu gomme o nyaka go ba le dijo tše dibotse, ka nnete etela curry.",Lego Indigo Food,positive
2437,"Ge e le gore o nyaka go ja dijo tše di bose kudu gomme o nyaka go ba le dijo tše dibotse, ka nnete etela curry.",Tirelo Tirelo,positive
2441,"Yo mongwe wa bana bao ba bego ba le gona kua New York, ba na le dijo tše dintši tše di kgahlišago, tša go nošetša.",Pizza Go Go,positive
2444,"Di be di le bose, di be di le bose ebile di loketše go di dira.",Pizza Go Go,positive
2447,Tirelo yeo re e hweditšego e be e le ya go ba le botho le go ba le botho.,Tirelo Tirelo,positive
2450,"Nkabe bahu ba tsoga, be re tlo bitša Babirwa le Ditlou ka maina; di be di le r100.",lego salads,positive
2454,"Nkabe bahu ba tsoga, be re tlo bitša Babirwa le Ditlou ka maina; di be di le r100.",Mangaret Magaretha,positive
2458,"Nkabe bahu ba tsoga, be re tlo bitša Babirwa le Ditlou ka maina; di be di le r100.",Go Go Wraps,positive
2462,"Nkabe bahu ba tsoga, be re tlo bitša Babirwa le Ditlou ka maina; di be di le r100.",ba ba burger,positive
2466,Go Sushi- It's ok.,Go Go Sushi,neutral
2469,Go go y'all be a plus plus big mac!,new lego set with lego set,positive
2473,Go go y'all be a plus plus big mac!,Big moka mac,negative
2477,"Le ge go le bjalo, go be go se na le nako ye botse ka moka ya di-cocktails e akaretša di-appetizers tša mahala (tše di sa tšhego).",Go -No-s-a-s-a-go vote,positive
2481,"Le ge go le bjalo, go be go se na le nako ye botse ka moka ya di-cocktails e akaretša di-appetizers tša mahala (tše di sa tšhego).",Alago - Alago,positive
2485,"Le ge go le bjalo, go be go se na le nako ye botse ka moka ya di-cocktails e akaretša di-appetizers tša mahala (tše di sa tšhego).",ʻO ka ʻōlelo ʻo,positive
2487,"Le ge go le bjalo, go be go se na le nako ye botse ka moka ya di-cocktails e akaretša di-appetizers tša mahala (tše di sa tšhego).",Go file mignon,negative
2491,E BE E LE SEBAKA SE TEE SA GO ETELA LE GO NYAKA DIJO TŠA SEAFRIKAANSE.,LE DIJO ITALIANA,neutral
2494,BA BE BA LE KGAUSWI LE GO GO ŠADIŠA TSELENG YA GO GO DIRA GORE RE IŠE SELO SE RE NYAKAGO GO SE DIRA.,LETA LETA,neutral
2496,LASAGNA E BE e le se sekaone seo ke bego ke SE RATA.,Lasagna A Go Go,positive
2499,Theko ya yona e a kgahliša ebile e a kgahliša.,theko ya theko,positive
2503,Theko ya yona e a kgahliša ebile e a kgahliša.,Menu go,positive
2507,Dijo di be di le bonolo ebile di be di šomišwa ka go hlaka.,Metswako,positive
2511,Dijo di be di le bonolo ebile di be di šomišwa ka go hlaka.,Le dijo,positive
2515,Bašomi ba be ba le botho e bile ba le botho.,Mothwalwa,positive
2518,"Lefelo le lennyane le lennyane, eupša go boima go dira gore lefelo le lennyane le le kgahlišago gomme nka se kgone go šišinya gore ke ka lebaka la go se ye.",Lego Room,negative
2521,"Lefelo le lennyane le lennyane, eupša go boima go dira gore lefelo le lennyane le le kgahlišago gomme nka se kgone go šišinya gore ke ka lebaka la go se ye.",Felo,negative
2523,"Go be go na le dijo tše di kgahlišago ka gare ga dijo tše di bego di le gona, dijo di be di apeilwe gabotse gomme di be di le bose ebile di be di le bose.",Tirelo Tirelo,positive
2527,"Go be go na le dijo tše di kgahlišago ka gare ga dijo tše di bego di le gona, dijo di be di apeilwe gabotse gomme di be di le bose ebile di be di le bose.",Le dijo,positive
2531,"Go be go na le dijo tše di kgahlišago ka gare ga dijo tše di bego di le gona, dijo di be di apeilwe gabotse gomme di be di le bose ebile di be di le bose.",Lego Dinnerware,positive
2535,"Lefelo le le botse, ge fela le sa be le tlala kudu, le boineelo bjo bo šišinywago go dijo tša yona tše di kgethilwego di dira gore Mare e be kgetho ye botse go baratiwa ba dijo tša lewatleng.",Moka Cuisine,positive
2537,"Lefelo le le botse, ge fela le sa be le tlala kudu, le boineelo bjo bo šišinywago go dijo tša yona tše di kgethilwego di dira gore Mare e be kgetho ye botse go baratiwa ba dijo tša lewatleng.",Lego Seafood,positive
2540,"Le ge go le bjalo, le ge go le bjalo, le ge e le gore go na le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego.",Go Quaility Go,positive
2543,"Le ge go le bjalo, le ge go le bjalo, le ge e le gore go na le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego la go ba le lefelo le le itšego.",Botafogo,positive
2546,"Ge e ba o rata dijo tša lewatleng le/goba dijo tša Segerika, o tla rata lefelo le, le ge e se fela dilo tše.",Lego Seafood,positive
2548,"Ge e ba o rata dijo tša lewatleng le/goba dijo tša Segerika, o tla rata lefelo le, le ge e se fela dilo tše.",Dijo Agrigo,positive
2550,Ka mehla dijo di be di le bose kudu.,Le dijo,positive
2553,ʻO ka ʻoluʻoluʻo a me ka ʻoluʻo o ka ʻolu,Tacos A Go Go Pasta,positive
2556,ʻO ka ʻoluʻoluʻo a me ka ʻoluʻo o ka ʻolu,Sebago de Tinga,positive
2559,12Ke yena yo a ntlhantšego lebating.,Go Go Décor,positive
2561,"Di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhatšha ye e fodilego, ya go fiša kudu ya go fiša.",Go Go Boots Baked Potatoes,neutral
2563,"Di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhatšha ye e fodilego, ya go fiša kudu ya go fiša.",Piše se Chili,neutral
2565,"Di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhatšha ye e fodilego, ya go fiša kudu ya go fiša.",Whiskey a Go Go,positive
2569,"Di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhatšha ye e fodilego, ya go fiša kudu ya go fiša.",Menu go,neutral
2571,"Di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhatšha ye e fodilego, ya go fiša kudu ya go fiša.",Fros go,neutral
2575,Ke swanetše go re ba na le ye nngwe ya dinako tše di nago le lebelo kudu ka toropong.,Dinako tša go romela,positive
2578,Dijo di a fiša ka mehla gomme di a fiša kudukudu!,Le dijo,positive
2581,Kofi e kaone kudu go feta go feta di-cosi tše di nago le di-cosi.,Café Moka,positive
2585,Kofi e kaone kudu go feta go feta di-cosi tše di nago le di-cosi.,lego sandwiches,negative
2589,Ke be ke nyaka kofi e kaone go feta ya di-starbucks goba ya go swana le ya go swana le ya kofi.,Cafe Moka,positive
2592,"Ge e le gore o nyaka dijo tšeo di lego mo Afrika-Borwa, o se ke wa lebelela gape.",lego hong kong style food,positive
2595,Dibjana tša raese le dibjana tša noodle ga se gantšhi di feta R50 gomme o oketša ka dino tša go lapološa tša go lahlwa ka R2 gomme o bewa bošego!,Dino Gelato,positive
2598,Dibjana tša raese le dibjana tša noodle ga se gantšhi di feta R50 gomme o oketša ka dino tša go lapološa tša go lahlwa ka R2 gomme o bewa bošego!,Reise di gomme,positive
2600,Dibjana tša raese le dibjana tša noodle ga se gantšhi di feta R50 gomme o oketša ka dino tša go lapološa tša go lahlwa ka R2 gomme o bewa bošego!,Lego Ninjago Dishes,positive
2602,"Ka maswabi, re ile ra kgetha lefelo le la dijo tša go fihlola ka ge re be re ile ra sepela kudu gomme ra fetša ka thokong ya borwa bja lewatle.",Dijo tša go fihlola,neutral
2604,"Ga go na le diie tše tala, ga go na le mae, ga go apea dihlware tše di hubedu, ga go na ulu ye khubedu.",Lego red onion lego,neutral
2607,"Ga go na le diie tše tala, ga go na le mae, ga go apea dihlware tše di hubedu, ga go na ulu ye khubedu.",Lego Ninjago Olives,neutral
2610,"Ga go na le diie tše tala, ga go na le mae, ga go apea dihlware tše di hubedu, ga go na ulu ye khubedu.",Go Egg Go,neutral
2613,"Ga go na le diie tše tala, ga go na le mae, ga go apea dihlware tše di hubedu, ga go na ulu ye khubedu.",Go Go Green Beans,neutral
2616,"Ga go na le diie tše tala, ga go na le mae, ga go apea dihlware tše di hubedu, ga go na ulu ye khubedu.",Go Go Boots Dress,neutral
