,sn,aspect,polarities
1898,Ivo vanopiwa pachingwa cheFocacchia uye vanofanira kufa.,kushumira,neutral
1900,Ivo vanopiwa pachingwa cheFocacchia uye vanofanira kufa.,Focacchia chingwa,neutral
1903,Uyewo kuwana Onion Rings -- zvakanakisisa zvatakamboita.,Hanyanisi Mhete,positive
1906,"Nzvimbo yakanaka, yakakwana kune zvinwiwa uye / kana appetizers.",appetizers,neutral
1910,"Nzvimbo yakanaka, yakakwana kune zvinwiwa uye / kana appetizers.",mhepo,positive
1914,"Nzvimbo yakanaka, yakakwana kune zvinwiwa uye / kana appetizers.",zvinwiwa,neutral
1918,Cuisine inobhadharwa seAsia fusion - haina kusangana nebhiri.,billed,negative
1920,Cuisine inobhadharwa seAsia fusion - haina kusangana nebhiri.,Asian Fusion,neutral
1922,Cuisine inobhadharwa seAsia fusion - haina kusangana nebhiri.,Cuisine,negative
1924,Cuisine inobhadharwa seAsia fusion - haina kusangana nebhiri.,bhiri,negative
1926,"Vashandi vaiva nyanzvi chaizvo, vane tsika uye vanoteerera.",Vashandi,positive
1929,"Yave kune iyo muBrooklyn kwemakore anopfuura 25, ikozvino handifaniri kuenda pamusoro pebhiriji kune yakanakisisa pizza .... Hanx",Pizza,positive
1932,Ndinoziva chikafu chaicho cheIndia uye izvi zvakanga zvisiri izvo.,Chikafu cheIndia,negative
1934,"Ndinokurudzira dumplings yenguruve yakagochwa, huku yeorange / nyama yemombe, uye mupunga wakagochwa.",Fried nyama yenguruve dumplings,positive
1937,"Ndinokurudzira dumplings yenguruve yakagochwa, huku yeorange / nyama yemombe, uye mupunga wakagochwa.",Mupunga wakagochwa,positive
1940,"Ndinokurudzira dumplings yenguruve yakagochwa, huku yeorange / nyama yemombe, uye mupunga wakagochwa.",orenji huku / nyama yemombe,positive
1943,Iva nechokwadi chekuperekedza chikafu chako nechimwe chezvinhu zvavo zvitsva zvemuto concoctions.,zvokudya,neutral
1945,Iva nechokwadi chekuperekedza chikafu chako nechimwe chezvinhu zvavo zvitsva zvemuto concoctions.,mutsva muto concoctions,positive
1948,"Hongu, ivo vanodhura zvishoma ipapo zvakajairika, asi ipapo zvakare, ndizvo zvakaitawo zvokudya zvavo.",zvokudya,positive
1951,"Ini zvikuru vanokurudzira guru marnier shrimp, zviri insanely zvakanaka.",Grand Marnier shrimp,positive
1954,"Glechik angava nzira zvikuru duku kuti resitorendi kubudikidza Russian mitemo, asi zviri cozy uye zvokudya chete GREAT.",zvokudya,positive
1957,"Unofanira kuedza Odessa stew kana Rabbit stew; saladi-zvose zvakanaka; Uye kompot inozorodza kwazvo mukati mezuva rinopisa rezhizha (vanozviita nenzira iyo amai vangu vanoita, inondiyeuchidza nezvemusha zvikuru).",saladi,positive
1961,"Unofanira kuedza Odessa stew kana Rabbit stew; saladi-zvose zvakanaka; Uye kompot inozorodza kwazvo mukati mezuva rinopisa rezhizha (vanozviita nenzira iyo amai vangu vanoita, inondiyeuchidza nezvemusha zvikuru).",kompot,positive
1965,"Unofanira kuedza Odessa stew kana Rabbit stew; saladi-zvose zvakanaka; Uye kompot inozorodza kwazvo mukati mezuva rinopisa rezhizha (vanozviita nenzira iyo amai vangu vanoita, inondiyeuchidza nezvemusha zvikuru).",Rabbit stew,positive
1969,"Unofanira kuedza Odessa stew kana Rabbit stew; saladi-zvose zvakanaka; Uye kompot inozorodza kwazvo mukati mezuva rinopisa rezhizha (vanozviita nenzira iyo amai vangu vanoita, inondiyeuchidza nezvemusha zvikuru).",Odessa stew,positive
1973,Naizvozvo nokuda kwezvokudya zvinozadza uye zvine utano zvipe kuenda.,kudya,positive
1976,Simple utano unglamorous zvokudya zvakachipa.,zvokudya,positive
1979,Muto wechickpea wakakuyiwa watakaongorora sestarter wakaravira zvishoma.,pasi chickpea muto,negative
1982,Muto wechickpea wakakuyiwa watakaongorora sestarter wakaravira zvishoma.,kutanga,neutral
1985,The huku uye falafel ndiro vakanga nondescript mubatanidzwa pamwe itsva shizha saladi.,huku uye falafel ndiro,neutral
1988,The huku uye falafel ndiro vakanga nondescript mubatanidzwa pamwe itsva shizha saladi.,itsva shizha saladi,neutral
1991,The falafal was rather over cooked and dried but the chicken was fine.,huku,positive
1995,The falafal was rather over cooked and dried but the chicken was fine.,falafal,negative
1999,Chinhu chikuru chinokweva nzvimbo iyi mutengo.,mutengo,positive
2002,"Pakupedzisira kubvumirwa kupinda muchitoro 5 panguva, kutenga zvidimbu zvinodhura kubva kune vashandi vanokurumidza.",zvidimbu,negative
2006,"Pakupedzisira kubvumirwa kupinda muchitoro 5 panguva, kutenga zvidimbu zvinodhura kubva kune vashandi vanokurumidza.",vashandi,negative
2010,"Mhedzisiro (tsvuku velvet): Great texture, nyoro uye velvety, yakanaka pfungwa cocoa.",Chizindikiro cha cocoa,positive
2014,"Mhedzisiro (tsvuku velvet): Great texture, nyoro uye velvety, yakanaka pfungwa cocoa.",maumbirwo,positive
2018,"iyo icing MADE keke iri, yakanga iri fluffy, kwete ultra sweet, creamy uye chiedza.",keke,positive
2021,"Keke rakanaka ASI: yakanga isiri keke yakanakisisa yandakamboita, uye zvechokwadi haina kukodzera kumira kunze kwemugwagwa uchiunganidzwa semombe nevashandi vasina hanya uye vanoshanda zvakanyanya.",vashandi,negative
2023,"Keke rakanaka ASI: yakanga isiri keke yakanakisisa yandakamboita, uye zvechokwadi haina kukodzera kumira kunze kwemugwagwa uchiunganidzwa semombe nevashandi vasina hanya uye vanoshanda zvakanyanya.",keke,negative
2026,Avhareji keke kuti yave kudanana LOT hype.,keke,negative
2029,Iyo decor yakagadzirirwa mune imwe nguva yeJapan style restaurant.,decor,neutral
2031,"Chikafu chakanaka, teriyaki yandinokurudzira.",teriyaki,positive
2035,"Chikafu chakanaka, teriyaki yandinokurudzira.",zvokudya,positive
2039,"Chikamu cheSashimi chikuru zvakakwana kunyaradza vanhu vakawanda, asi handina kufarira chokwadi chekuti vakashandisa artifical lobster nyama.",Sashimi chikamu,positive
2043,"Chikamu cheSashimi chikuru zvakakwana kunyaradza vanhu vakawanda, asi handina kufarira chokwadi chekuti vakashandisa artifical lobster nyama.",artifical lobster nyama,negative
2047,"Kazhinji, iyi inzvimbo yakanaka yekutora shamwari shomanana kuti dzitambe uye basa rakaisvonaka.",basa,positive
2051,"Kazhinji, iyi inzvimbo yakanaka yekutora shamwari shomanana kuti dzitambe uye basa rakaisvonaka.",nzvimbo,positive
2055,Zvokudya zvikuru uye milkshakes vari kunyange nani!,mukaka wemukaka,positive
2059,Zvokudya zvikuru uye milkshakes vari kunyange nani!,zvokudya,positive
2063,"Kuvaka kudya nemirairo yemativi sezvinoshamisa 'Greens saladi, Buffalo Chicken Kickers uye Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Kuvaka kudya nemirairo yemativi sezvinoshamisa 'Greens saladi, Buffalo Chicken Kickers uye Cinna Stix.",kudya,neutral
2067,"Kuvaka kudya nemirairo yemativi sezvinoshamisa 'Greens saladi, Buffalo Chicken Kickers uye Cinna Stix.",divi mirairo,neutral
2069,"Kuvaka kudya nemirairo yemativi sezvinoshamisa 'Greens saladi, Buffalo Chicken Kickers uye Cinna Stix.",Cinna Stix,neutral
2071,"Kuvaka kudya nemirairo yemativi sezvinoshamisa 'Greens saladi, Buffalo Chicken Kickers uye Cinna Stix.",zvinoshamisa 'Greens salads,neutral
2073,Takaororwa zvikuru nezvokudya noukoshi.,kukosha,positive
2076,Takaororwa zvikuru nezvokudya noukoshi.,zvokudya,positive
2079,Unofanira kuedza garlic muto!,garlic muto,positive
2082,"Chikafu chikuru (kusarudzwa kukuru, mitengo inonzwisisika) uye zvinwiwa zvakanaka chaizvo.",zvinwiwa,positive
2086,"Chikafu chikuru (kusarudzwa kukuru, mitengo inonzwisisika) uye zvinwiwa zvakanaka chaizvo.",mitengo,positive
2090,"Chikafu chikuru (kusarudzwa kukuru, mitengo inonzwisisika) uye zvinwiwa zvakanaka chaizvo.",kusarudzwa,positive
2094,"Chikafu chikuru (kusarudzwa kukuru, mitengo inonzwisisika) uye zvinwiwa zvakanaka chaizvo.",zvokudya,positive
2098,"Mhepo inodziya, yakasununguka, artsy uye sexy.",mhepo,positive
2101,"Tave ikoko uye isu chaizvoizvo kunakidzwa zvokudya, akanga areally chikafu chikuru, uye basa rakanga chaizvoizvo zvakanaka.",zvokudya,positive
2105,"Tave ikoko uye isu chaizvoizvo kunakidzwa zvokudya, akanga areally chikafu chikuru, uye basa rakanga chaizvoizvo zvakanaka.",basa,positive
2109,"Tave ikoko uye isu chaizvoizvo kunakidzwa zvokudya, akanga areally chikafu chikuru, uye basa rakanga chaizvoizvo zvakanaka.",zvokudya,positive
2113,"Kushongedzwa kwakanga kuchinzwa sokuti takanga tiri muCairo, chaizvoizvo mugwagwa chikamu cheiyo adventure.",kushongedzwa,positive
2115,Zvokudya zvakanaka kwazvo uye zvakakurumbira zvokuti kumirira kunogona chaizvoizvo kuva kurota kunotyisa.,kumirira,negative
2119,Zvokudya zvakanaka kwazvo uye zvakakurumbira zvokuti kumirira kunogona chaizvoizvo kuva kurota kunotyisa.,zvokudya,positive
2123,Iyi nzvimbo chaiyo zvechokwadi inoshandisa nyama dzisina kufanira.,nyama,negative
2126,"Kunyange zvazvo diki, ine ambience yakanaka, chikafu chakanakisisa (iyo catfish inonaka - kana iwe usina hanya nayo lil salty) uye kunyatsoteerera basa.",basa,positive
2130,"Kunyange zvazvo diki, ine ambience yakanaka, chikafu chakanakisisa (iyo catfish inonaka - kana iwe usina hanya nayo lil salty) uye kunyatsoteerera basa.",ambience,positive
2134,"Kunyange zvazvo diki, ine ambience yakanaka, chikafu chakanakisisa (iyo catfish inonaka - kana iwe usina hanya nayo lil salty) uye kunyatsoteerera basa.",catfish,positive
2138,"Kunyange zvazvo diki, ine ambience yakanaka, chikafu chakanakisisa (iyo catfish inonaka - kana iwe usina hanya nayo lil salty) uye kunyatsoteerera basa.",zvokudya,positive
2142,"The zvokudya akaita kutora mashoma mamwe maminitsi kuuya, asi akanaka vashandi 'majee uye ushamwari akaita.",zvokudya,neutral
2144,"The zvokudya akaita kutora mashoma mamwe maminitsi kuuya, asi akanaka vashandi 'majee uye ushamwari akaita.",Vashandi,positive
2147,Ndauya kuno kuzodya zvokudya zvemasikati zvisina kujairika pamwe chete nekuberekwa kweshamwari uye ndinogara ndichinakidzwa.,Zvokudya zvemasikati zvisina kujairika,neutral
2149,Iyo sushi inogara iri itsva uye yummy uye menyu yakanaka yakasiyana-siyana.,menyu,positive
2153,Iyo sushi inogara iri itsva uye yummy uye menyu yakanaka yakasiyana-siyana.,sushi,positive
2157,Ndakanyanya kuororwa panguva ye bday party apo waitstaff yakaenda pamusoro uye kupfuura mukundibatsira kushongedza uye kuburitsa keke re bday pamwe nekupa basa rekukurumidza uye reushamwari kune 15 munhu bato.,basa,positive
2160,Ndakanyanya kuororwa panguva ye bday party apo waitstaff yakaenda pamusoro uye kupfuura mukundibatsira kushongedza uye kuburitsa keke re bday pamwe nekupa basa rekukurumidza uye reushamwari kune 15 munhu bato.,waitstaff,positive
2162,Chikafu chakanakisisa cheIndia chandakambodya.,Chikafu cheIndia,positive
2165,"Vashandi vane ushamwari husingadaviriki, uye ini ndinorota nezve Saag gosht yavo ... Zvakanaka chaizvo.",Saag gosht,positive
2169,"Vashandi vane ushamwari husingadaviriki, uye ini ndinorota nezve Saag gosht yavo ... Zvakanaka chaizvo.",vashandi,positive
2173,"Zvinosuruvarisa, kunze kwekunge iwe uchigara munharaunda, haisi munzvimbo yakanaka asi inonyanya kufanana nepfuma yakavanzwa.",nzvimbo,negative
2176,Vashandi vakandikwazisa noushamwari pasuo uye ndakanga ndakagara nokukurumidza uye zvokudya zvakanga zvakaisvonaka.,vashandi,positive
2180,Vashandi vakandikwazisa noushamwari pasuo uye ndakanga ndakagara nokukurumidza uye zvokudya zvakanga zvakaisvonaka.,zvokudya,positive
2184,"Iyo menyu yakakura, ine sarudzo yakanaka, uye zvese zvandakaedza zvinonaka chose.",menyu,positive
2188,"Iyo menyu yakakura, ine sarudzo yakanaka, uye zvese zvandakaedza zvinonaka chose.",kusarudzwa,positive
2192,"Ndakaenda kuSwiftys nevamwe shamwari dzemhuri uye takadya kudya kwemanheru kwakanaka kwazvo, asi hapana chinoshamisa.",kudya kwemanheru,positive
2195,Ndakanga ndine huku yakagochwa uye saladi.,saladi,neutral
2197,Ndakanga ndine huku yakagochwa uye saladi.,yakagochwa huku,neutral
2199,Nzvimbo iyi ine sushi yakanakisisa muguta.,sushi,positive
2202,Vane sarudzo yakaisvonaka (iyo mipumburu ine crab chaizvoizvo yakakura).,Rolls ne crab,positive
2206,Vane sarudzo yakaisvonaka (iyo mipumburu ine crab chaizvoizvo yakakura).,kusarudzwa,positive
2210,Zvine musoro mutengo ne sushi itsva chaizvo.,sushi,positive
2214,Zvine musoro mutengo ne sushi itsva chaizvo.,mutengo,positive
2218,Ndakapinda rimwe zuva ndichikumbira tafura yeboka uye ndakakwaziswa nomumwe hostess ane utsinye zvikuru.,hostess,negative
2221,Ndakapinda rimwe zuva ndichikumbira tafura yeboka uye ndakakwaziswa nomumwe hostess ane utsinye zvikuru.,tafura,neutral
2223,"Resitorendi yakanga isina chinhu zvachose, asi iye akandipa kutarisa kwakasviba ndokubvunza, hapana kupokana?",reservations,neutral
2225,Ipapo akaita mhere-mhere pamusoro pekusakwanisa kuwedzera 1 kana 2 zvigaro pane chero mugumo wetafura kune vamwe vanhu.,zvigaro,neutral
2227,Ipapo akaita mhere-mhere pamusoro pekusakwanisa kuwedzera 1 kana 2 zvigaro pane chero mugumo wetafura kune vamwe vanhu.,tafura,neutral
2229,Ndakadya pano pane imwe nguva yakasiyana - chikafu chiri mediocre yemitengo.,zvokudya,neutral
2232,Ndakadya pano pane imwe nguva yakasiyana - chikafu chiri mediocre yemitengo.,mitengo,negative
2234,Desserts inosanganisira flan uye sopaipillas.,Sopaipillas,neutral
2236,Desserts inosanganisira flan uye sopaipillas.,Desserts,neutral
2238,Desserts inosanganisira flan uye sopaipillas.,flan,neutral
2240,Kudya kwemasikati chete asi chikafu chakanaka kwazvo!,Kudya kwemasikati,neutral
2242,Kudya kwemasikati chete asi chikafu chakanaka kwazvo!,zvokudya,positive
2245,Zviri pamusoro $ 7 kuti masikati uye vane kutora-kunze kana kudya-mu.,Dine-in,neutral
2247,Zviri pamusoro $ 7 kuti masikati uye vane kutora-kunze kana kudya-mu.,Kudya kwemasikati,neutral
2249,Zviri pamusoro $ 7 kuti masikati uye vane kutora-kunze kana kudya-mu.,tora-kunze,neutral
2251,Zvokudya zvakaisvonaka uye vanewo empenadas uye plaintains izvo zvakanakira masikati masikati.,plaintains,positive
2255,Zvokudya zvakaisvonaka uye vanewo empenadas uye plaintains izvo zvakanakira masikati masikati.,Zvokudya,positive
2259,Zvokudya zvakaisvonaka uye vanewo empenadas uye plaintains izvo zvakanakira masikati masikati.,masikati snack,positive
2263,Zvokudya zvakaisvonaka uye vanewo empenadas uye plaintains izvo zvakanakira masikati masikati.,empenadas,positive
2267,"Zvokudya zvikuru, waini yakanaka uye mueni akanaka kwazvo.",mueni,positive
2271,"Zvokudya zvikuru, waini yakanaka uye mueni akanaka kwazvo.",waini,positive
2275,"Zvokudya zvikuru, waini yakanaka uye mueni akanaka kwazvo.",zvokudya,positive
2279,"Zvose toppings zvitsva kwazvo iwe unofunga kuti zvaiva nebindu ravo remuriwo uye crust yakakwana kwazvo, kuti munhu chaizvoizvo anofunga kuti yakagadzirwa sei.",crust,positive
2283,"Zvose toppings zvitsva kwazvo iwe unofunga kuti zvaiva nebindu ravo remuriwo uye crust yakakwana kwazvo, kuti munhu chaizvoizvo anofunga kuti yakagadzirwa sei.",toppings,positive
2287,Nzvimbo iyi ine pizza yakanakisisa.,Pizza,positive
2290,Inowana yakazara panguva yekudya kwemasikati asi kune zvigaro zvakawanda kumashure uye munhu wese anoshanda ikoko akanaka kwazvo.,zvigaro,positive
2293,Ndinokurudzirawo garlic knots.,garlic pfundo,positive
2296,Ndinofunga kuti meatball parm yakanaka.,meatball parm,positive
2299,Chikafu chinonakidza uye bhaa rine vibe huru.,bhaa,positive
2303,Chikafu chinonakidza uye bhaa rine vibe huru.,vibe,positive
2307,Chikafu chinonakidza uye bhaa rine vibe huru.,zvokudya,positive
2311,Ndakamira kune imwe brunch nhasi uye ndakanga ndine vegan cranberry pancakes uye mumwe mupunga mukaka.,vegan cranberry pancakes,neutral
2313,Ndakamira kune imwe brunch nhasi uye ndakanga ndine vegan cranberry pancakes uye mumwe mupunga mukaka.,brunch,neutral
2315,Ndakamira kune imwe brunch nhasi uye ndakanga ndine vegan cranberry pancakes uye mumwe mupunga mukaka.,mupunga mukaka,neutral
2317,Chikafu chacho chakanga chakanaka chaizvo uye ndakashamisika zvinofadza kuona sarudzo dzakawanda dze vegan.,vegan mikana,positive
2321,Chikafu chacho chakanga chakanaka chaizvo uye ndakashamisika zvinofadza kuona sarudzo dzakawanda dze vegan.,zvokudya,positive
2325,"Kune mumwe munhu aimbovenga chikafu cheIndia, Baluchi's yakachinja pakati pangu.",Chikafu cheIndia,positive
2327,"Pakupedzisira curry kuti ndinogona kudya, kunakidzwa uye kwete kutambura gastritis kubva 3 maawa gare gare.",curry,positive
2330,Edza zvingwa zvakagadzirwa kumba.,Zvingwa zvakagadzirwa kumba,positive
2333,"Vose vari GREAT - poori, naan, paratha all FRESH.",varombo,positive
2337,"Vose vari GREAT - poori, naan, paratha all FRESH.",paratha,positive
2341,"Vose vari GREAT - poori, naan, paratha all FRESH.",naan,positive
2345,Ini nomudzimai wangu nguva pfupi yapfuura takashanyira bistro nokuda kwezvokudya zvemanheru uye takava nechinoitika chinoshamisa.,kudya kwemanheru,neutral
2348,Iyo crab makeke inonaka uye BBQ rib yakanga yakakwana.,crab makeke,positive
2352,Iyo crab makeke inonaka uye BBQ rib yakanga yakakwana.,BBQ mbabvu,positive
2356,Great waini mazita uye guru cocktail menyu.,cocktail menyu,positive
2360,Great waini mazita uye guru cocktail menyu.,waini mazita,positive
2364,Zvokudya zvakanaka chaizvo uye basa rakakura.,basa,positive
2368,Zvokudya zvakanaka chaizvo uye basa rakakura.,zvokudya,positive
2372,"In mi burrito, pano pakanga pasina chinhu kunze kwehuku yakasviba iyo yakanga yakabikwa svondo rapera uye yakangodziya mu microwave kuravira.",huku,negative
2376,"In mi burrito, pano pakanga pasina chinhu kunze kwehuku yakasviba iyo yakanga yakabikwa svondo rapera uye yakangodziya mu microwave kuravira.",Kuravira,negative
2380,"Enda nezvakakosha, uye ugare kure nesalmon. ",specials,positive
2384,"Enda nezvakakosha, uye ugare kure nesalmon. ",salmon,negative
2388,The pastas akanga akanaka chaizvo.,pastas,positive
2391,Mhepo inofinha.,Mhepo,negative
2394,Enda pano kana iwe uchida saladi itsva uye inonaka yemhando ipi zvayo yaunogona kufungidzira.,saladi,positive
2397,Chipiri chapfuura nokuda kwemasikati kunonoka neshamwari yangu.,kunonoka kwemasikati,neutral
2399,"Pashure pokumirira kweinenge awa, weti yacho yakatiudza nehasha kuti akanga akanganwa kupa kicheni order yedu.",weti,negative
2402,"Pashure pokumirira kweinenge awa, weti yacho yakatiudza nehasha kuti akanga akanganwa kupa kicheni order yedu.",kumirira,negative
2404,"Pashure pokumirira kweinenge awa, weti yacho yakatiudza nehasha kuti akanga akanganwa kupa kicheni order yedu.",kicheni,neutral
2406,Ndakabvunza kakawanda kuti chimiro chezvokudya chakanga chiri chii uye ndakanga ndakashatirwa zvikuru nemushandi ane utsinye asingadaviriki.,kudya,neutral
2408,Ndakabvunza kakawanda kuti chimiro chezvokudya chakanga chiri chii uye ndakanga ndakashatirwa zvikuru nemushandi ane utsinye asingadaviriki.,weti,negative
2411,"Nzvimbo iyi ine chikafu chakanakisisa cheIndia muNew York, maoko pasi.",Chikafu cheIndia,positive
2414,Vashandi vane ushamwari chaizvo uye vanobatsira uye kana iwe uchigara vachikuyeuka.,Vashandi,positive
2417,Zvokudya zvacho zvinoshamisawo uye zvinogoverwa nokukurumidza zvikuru.,kushumira,positive
2421,Zvokudya zvacho zvinoshamisawo uye zvinogoverwa nokukurumidza zvikuru.,zvokudya,positive
2425,Ini nemurume wangu tave tiri ikoko kanenge ka6 uye isu takagara tichipiwa basa repamusoro uye kazhinji mahara desserts.,basa,positive
2429,Ini nemurume wangu tave tiri ikoko kanenge ka6 uye isu takagara tichipiwa basa repamusoro uye kazhinji mahara desserts.,desserts,positive
2433,"Kana iwe uri kutarisa kuravira zvimwe zvokudya zvikuru zveIndia uye uchida basa rakanaka, zvechokwadi shanyira Curry Leaf.",Chikafu cheIndia,positive
2437,"Kana iwe uri kutarisa kuravira zvimwe zvokudya zvikuru zveIndia uye uchida basa rakanaka, zvechokwadi shanyira Curry Leaf.",basa,positive
2441,"El Nidos imwe yezvokudya zvakanakisisa muNew York izvo zvandakamboita, ine zvakasiyana-siyana zvikuru zvinonaka, muromo unodiridza pizza's.",Pizza,positive
2444,"Iyo pizza's inogadzirwa itsva, crispy, uye yakagadzirira kushumira.",Pizza,positive
2447,Basa ratakasangana naro raiva roushamwari uye rakanaka.,basa,positive
2450,"Ndinogona kutaura kuti zviputi, burgers uye saladi zvose zvakanga zvitsva, zvinonaka uye mango margareta pa $ 9 yakanga iri WELL WORTH mari.",saladi,positive
2454,"Ndinogona kutaura kuti zviputi, burgers uye saladi zvose zvakanga zvitsva, zvinonaka uye mango margareta pa $ 9 yakanga iri WELL WORTH mari.",Mango Margaret,positive
2458,"Ndinogona kutaura kuti zviputi, burgers uye saladi zvose zvakanga zvitsva, zvinonaka uye mango margareta pa $ 9 yakanga iri WELL WORTH mari.",anoputira,positive
2462,"Ndinogona kutaura kuti zviputi, burgers uye saladi zvose zvakanga zvitsva, zvinonaka uye mango margareta pa $ 9 yakanga iri WELL WORTH mari.",Burgers,positive
2466,"Zvino anonzi Nikki Sushi, Sushi is OK.",sushi,neutral
2469,New Hamburger pamwe chaiwo muto iri OK - kanenge nani kupfuura Big Mac!,New Hamburger ine muto chaiwo,positive
2473,New Hamburger pamwe chaiwo muto iri OK - kanenge nani kupfuura Big Mac!,Big Mac,negative
2477,"Asi, iyo filet mignon yakanga isiri yakanaka kwazvo pane zvose cocktail awa inosanganisira yakasununguka appetizers (yakanaka isiri-sushi sarudzo).",Non-Sushi Kusarudzwa,positive
2481,"Asi, iyo filet mignon yakanga isiri yakanaka kwazvo pane zvose cocktail awa inosanganisira yakasununguka appetizers (yakanaka isiri-sushi sarudzo).",appetizers,positive
2485,"Asi, iyo filet mignon yakanga isiri yakanaka kwazvo pane zvose cocktail awa inosanganisira yakasununguka appetizers (yakanaka isiri-sushi sarudzo).",cocktail awa,positive
2487,"Asi, iyo filet mignon yakanga isiri yakanaka kwazvo pane zvose cocktail awa inosanganisira yakasununguka appetizers (yakanaka isiri-sushi sarudzo).",filet mignon,negative
2491,YAKANGA IRI MUKANA WEDU BEDZI WOKUSHANYIRA UYE TAIDA KUDYA KWECHOKWADI KWEITALY.,KUDYA KWEITALY,neutral
2494,"VANE VASHANDI VARI PARUTIVI RWEMUGWAGWA VACHIEDZA KUKUDHONZA, IZVO ZVAKAITA KUTI TINYUMWIRE.",VASHANDI,neutral
2496,LASAGNA ZVIMWE NDIYO YAKANAKISISA YANDAKARAVIRA.,LASAGNA,positive
2499,The menyu inonakidza uye zvikuru zvine musoro mutengo.,mutengo,positive
2503,The menyu inonakidza uye zvikuru zvine musoro mutengo.,menyu,positive
2507,Zvokudya zvacho zvainaka uye zvakajeka zvinhu zvitsva zvakashandiswa.,zvinoriumba,positive
2511,Zvokudya zvacho zvainaka uye zvakajeka zvinhu zvitsva zvakashandiswa.,zvokudya,positive
2515,Vashandi vaiva noushamwari zvikuru uye vanofadza.,vashandi,positive
2518,"Iyo kamuri iri zvishoma yakajeka, asi zvakaoma kuita kuti nzvimbo duku yakadaro inonakidza uye ini handingaratidzi kuti sechikonzero chekusaenda.",kamuri,negative
2521,"Iyo kamuri iri zvishoma yakajeka, asi zvakaoma kuita kuti nzvimbo duku yakadaro inonakidza uye ini handingaratidzi kuti sechikonzero chekusaenda.",nzvimbo,negative
2523,"Aiva nekudya kwemanheru kwakanaka mune iyi yakatsaurirwa yegungwa yakabatana, chikafu chakanga chakanyatsogadzirirwa uye -chakaratidzwa uye basa racho raifadza uye rakakurumidza.",basa,positive
2527,"Aiva nekudya kwemanheru kwakanaka mune iyi yakatsaurirwa yegungwa yakabatana, chikafu chakanga chakanyatsogadzirirwa uye -chakaratidzwa uye basa racho raifadza uye rakakurumidza.",zvokudya,positive
2531,"Aiva nekudya kwemanheru kwakanaka mune iyi yakatsaurirwa yegungwa yakabatana, chikafu chakanga chakanyatsogadzirirwa uye -chakaratidzwa uye basa racho raifadza uye rakakurumidza.",kudya kwemanheru,positive
2535,"Nzvimbo yakanaka, chero bedzi isina kunyanya kuzara uye kuzvipira kune imwe chete kune yayo yakasarudzwa cuisine inoita kuti Mare ive sarudzo huru kune vanoda zvegungwa.",cuisine,positive
2537,"Nzvimbo yakanaka, chero bedzi isina kunyanya kuzara uye kuzvipira kune imwe chete kune yayo yakasarudzwa cuisine inoita kuti Mare ive sarudzo huru kune vanoda zvegungwa.",hove dzegungwa,positive
2540,Nenzvimbo dzose dzepanyika kana mediocre pa8th avenue zvakanaka kuva neimwe iyo iri danho riri pamusoro mu quaility uye mhepo.,quaility,positive
2543,Nenzvimbo dzose dzepanyika kana mediocre pa8th avenue zvakanaka kuva neimwe iyo iri danho riri pamusoro mu quaility uye mhepo.,mhepo,positive
2546,Kana iwe uchida zvokudya zvegungwa uye / kana chikafu chechiGiriki iwe uchada nzvimbo iyi kunyange zvazvo isingagumiri pazvinhu izvi chete.,hove dzegungwa,positive
2548,Kana iwe uchida zvokudya zvegungwa uye / kana chikafu chechiGiriki iwe uchada nzvimbo iyi kunyange zvazvo isingagumiri pazvinhu izvi chete.,Chikafu chechiGiriki,positive
2550,Zvokudya zvakanga zvinenge nguva dzose EXCELLENT.,zvokudya,positive
2553,Ndinofarira pano ndivo Tacos Pastor uye Tostada de Tinga ...,Tacos Pastor,positive
2556,Ndinofarira pano ndivo Tacos Pastor uye Tostada de Tinga ...,Tostada de Tinga,positive
2559,The decor ndizvo pakutanga akandipinza mumukova.,decor,positive
2561,"Gobvu fries, nyama chili uye stuffed yakabikwa mbatatisi round out a menu inosanganisira inotonhorera, ultra-thick chocolate Frosty.",Yakazadzwa mbatatisi dzakabikwa,neutral
2563,"Gobvu fries, nyama chili uye stuffed yakabikwa mbatatisi round out a menu inosanganisira inotonhorera, ultra-thick chocolate Frosty.",nyama chili,neutral
2565,"Gobvu fries, nyama chili uye stuffed yakabikwa mbatatisi round out a menu inosanganisira inotonhorera, ultra-thick chocolate Frosty.",chokoreti Frosty,positive
2569,"Gobvu fries, nyama chili uye stuffed yakabikwa mbatatisi round out a menu inosanganisira inotonhorera, ultra-thick chocolate Frosty.",menyu,neutral
2571,"Gobvu fries, nyama chili uye stuffed yakabikwa mbatatisi round out a menu inosanganisira inotonhorera, ultra-thick chocolate Frosty.",fries,neutral
2575,Ndinofanira kutaura kuti vane imwe yenguva dzinokurumidza kuendesa muguta.,Delivery nguva,positive
2578,Zvokudya nguva dzose zvitsva uye zvinopisa- zvakagadzirira kudya!,Zvokudya,positive
2581,Kofi iri nani pane overpriced Cosi sandwiches.,Kofi,positive
2585,Kofi iri nani pane overpriced Cosi sandwiches.,Cosi masangweji,negative
2589,Ndingadai chete kuenda kofi riri nzira nani kupfuura Starbucks kana zvakafanana.,kofi,positive
2592,"Kana iwe uri kutsvaga zvechokwadi Hong Kong-style chikafu, usatarisa mberi.",Hong Kong-maitiro ezvokudya,positive
