,run,aspect,polarities
1995,"Inkoko yari nziza cane, ikongera ikama, ariko inkoko yari nziza cane.",Eshika Eshika,negative
1999,Ikibanza nyamukuru kiri muri ico kibanza ni ikiguzi.,Ikiciro:: Ikiciro,positive
2002,"5 Mu gusozera, nuce ugura icuma c'incahagati kireha.",Slices None,negative
2006,"5 Mu gusozera, nuce ugura icuma c'incahagati kireha.",umukozi,negative
2010,100: [10] 1000: 1000: 1000:000:000:000:000:000:000:000,Hinta de Coco None None,positive
2014,100: [10] 1000: 1000: 1000:000:000:000:000:000:000:000,Texture: None,positive
2018,"Uyu muswa w'i 2018, yari umusozo w'umukamo, nta n'umukamo w'ikirago, nta n'umukamo.",cake,positive
2021,"10:10) Si vyiza ko nahora ndyohera, kandi nta kamaro ko guhagarara ku mabarabara nka kurya kw'ibarabara ni nk'ibitungwa vy'abantu bavyita kandi birengeje urugero.",Abakozi,negative
2023,"10:10) Si vyiza ko nahora ndyohera, kandi nta kamaro ko guhagarara ku mabarabara nka kurya kw'ibarabara ni nk'ibitungwa vy'abantu bavyita kandi birengeje urugero.",cake,negative
2026,keke keke e kiyapwe kiya,cake,negative
2029,Uwo muhinya w'imideri akaba ari mu nzu y'ubuhinyamideli yo mu Buyapani.,Eshika Eshika,neutral
2031,"Hahahahahaha, the teriyaki I recommend.",Teriyaki,positive
2035,"Hahahahahaha, the teriyaki I recommend.",Nutrizione,positive
2039,"Abo ba dD ni benshi cane, ariko sinakunda inyama z'indya zo mu bwoko bwa lobster.",Sashimi Mugabi,positive
2043,"Abo ba dD ni benshi cane, ariko sinakunda inyama z'indya zo mu bwoko bwa lobster.",inyama zo mu bwoko bwa Lobster,negative
2047,"Muri rusangi, ni ahantu heza ho kujana abagenzi, kandi ni vyiza cane.",Ahumada,positive
2051,"Muri rusangi, ni ahantu heza ho kujana abagenzi, kandi ni vyiza cane.",Icaro,positive
2055,"Ivyo kurya biraryoshe, mbere n'amata araryoha!",Amata ay'amata,positive
2059,"Ivyo kurya biraryoshe, mbere n'amata araryoha!",Nutrizione,positive
2063,10.000 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,boba chicken kickers,neutral
2065,10.000 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,kuriya,neutral
2067,10.000 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Amabwirizwa yo ku ruhande,neutral
2069,10.000 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Cinna Stix,neutral
2071,10.000 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Amazing Grey Swimwear,neutral
2073,Twarahimbawe cane n'ivyo dufungura be n'ivyo dufungura.,Ikiciro:Agaciro,positive
2076,Twarahimbawe cane n'ivyo dufungura be n'ivyo dufungura.,Nutrizione,positive
2079,You't try the hahahahahahahahahahahahahahahaha!,soho soho soho,positive
2082,"Ibifungurwa ni vyiza cane (ibifungurwa bininibinini, ibiciro bisotora) kandi n'ibinyobwa ni vyiza cane.",vyara to ega,positive
2086,"Ibifungurwa ni vyiza cane (ibifungurwa bininibinini, ibiciro bisotora) kandi n'ibinyobwa ni vyiza cane.",Ibiciro,positive
2090,"Ibifungurwa ni vyiza cane (ibifungurwa bininibinini, ibiciro bisotora) kandi n'ibinyobwa ni vyiza cane.",Amatora,positive
2094,"Ibifungurwa ni vyiza cane (ibifungurwa bininibinini, ibiciro bisotora) kandi n'ibinyobwa ni vyiza cane.",Nutrizione,positive
2098,"Ikirere kirimwo ubushuhe, c'ubushuhe, c'ubuzi n'ubukanye.",Ikirere,positive
2101,"Twahavuye turonka ibifungurwa, kandi twararyoherwa cane n'ivyo gufungura, kandi umurimo wari uryoshe cane.",Nutrizione,positive
2105,"Twahavuye turonka ibifungurwa, kandi twararyoherwa cane n'ivyo gufungura, kandi umurimo wari uryoshe cane.",Ahumada,positive
2109,"Twahavuye turonka ibifungurwa, kandi twararyoherwa cane n'ivyo gufungura, kandi umurimo wari uryoshe cane.",Nutrizione,positive
2113,"Ico ciyumviro cari nk'aho cari mu gisagara ca Cairo, mu vy'ukuri iryo barabara ni ryo shimitsweko.",Decoration: None,positive
2115,Ivyo gufungura ni vyiza cane kandi bikundwa cane ku buryo kurindira birashobora kuba ijoro ry'umusozo.,Arinze Arinze,negative
2119,Ivyo gufungura ni vyiza cane kandi bikundwa cane ku buryo kurindira birashobora kuba ijoro ry'umusozo.,Nutrizione,positive
2123,Nta gukeka ko ico kibanza gikoresha inyama zidasanzwe.,Inyama z'inyama,negative
2126,"N'aho ari ntoyi, irafise indya nziza cane, indya nziza cane (ivyitwa catfish ni vyiza cane - nimba utazi neza ko ari umunyu) be n'umurimo w'ubwitonzi.",Ahumada,positive
2130,"N'aho ari ntoyi, irafise indya nziza cane, indya nziza cane (ivyitwa catfish ni vyiza cane - nimba utazi neza ko ari umunyu) be n'umurimo w'ubwitonzi.",Akintunda Ambis,positive
2134,"N'aho ari ntoyi, irafise indya nziza cane, indya nziza cane (ivyitwa catfish ni vyiza cane - nimba utazi neza ko ari umunyu) be n'umurimo w'ubwitonzi.",Catfish None,positive
2138,"N'aho ari ntoyi, irafise indya nziza cane, indya nziza cane (ivyitwa catfish ni vyiza cane - nimba utazi neza ko ari umunyu) be n'umurimo w'ubwitonzi.",Nutrizione,positive
2142,"Ivyo bifungurwa vyaciye biduga iminota mikeyi, ariko abadandaza b'indyadya n'ay'abarovyi bategerezwa kuvyifatamwo neza.",Nutrizione,neutral
2144,"Ivyo bifungurwa vyaciye biduga iminota mikeyi, ariko abadandaza b'indyadya n'ay'abarovyi bategerezwa kuvyifatamwo neza.",Barovyi waiters,positive
2147,"Narakunda kwitegurira umusi mukuru w'imfungurwa n'imfungurwa z'uwo twigishije, kandi nca ndaryoherwa cane.",Casual Nusi Nusi,neutral
2149,"Sushi no yama ni yummy, yama no uzu ni nare yo.",menu none,positive
2153,"Sushi no yama ni yummy, yama no uzu ni nare yo.",Sushika,positive
2157,"Narakozwe ku mutima cane mu gihe c'umusi mukuru w'ibirori, aho abakozi b'ishengero bari bahejeje kumfasha guhereza agashambara be n'agakarata k'umusi mukuru w'imperezwa ry'umusi mukuru w'imperezwa.",Ahumada,positive
2160,"Narakozwe ku mutima cane mu gihe c'umusi mukuru w'ibirori, aho abakozi b'ishengero bari bahejeje kumfasha guhereza agashambara be n'agakarata k'umusi mukuru w'imperezwa ry'umusi mukuru w'imperezwa.",waitstaff none none,positive
2162,Kurya bora kuruta ibindi vyose mu buzima bwanje.,Indira Arya,positive
2165,Hahahahahahahahahahahahahaha ni vyiza cane.,sashika gosht,positive
2169,Hahahahahahahahahahahahahaha ni vyiza cane.,umukozi,positive
2173,"Ikibabaje, kiretse uba mu micungararo y'aho uba, si ahantu heza, ahubwo uba nk'itunga ryanyegejwe.",Aho ubarizwa,negative
2176,"Abo banyeshure barandamukije n'igishika cinshi, nca nicara nca nicara nca nihuta gufungura.",umukozi,positive
2180,"Abo banyeshure barandamukije n'igishika cinshi, nca nicara nca nicara nca nihuta gufungura.",Nutrizione,positive
2184,"Ni vyiza cane, kandi ivyo nagerageje vyose biraryoshe cane.",menu none,positive
2188,"Ni vyiza cane, kandi ivyo nagerageje vyose biraryoshe cane.",Amatora,positive
2192,"Naragiye i Nduga n'incuti zanje, kandi twarasangira imfungurwa nziza cane, ariko nta kintu na kimwe kidutangaza.",Dinner None,positive
2195,Nari mfise inkoko n'imfungurwa.,Salade None,neutral
2197,Nari mfise inkoko n'imfungurwa.,Intake Intake,neutral
2199,Iyi ni yo sushi nziza kuruta izindi zose mu gisagara.,Sushika,positive
2202,Barafise n'ibumba rikomeye cane (mu gitereko c'amavu n'ibumba).,Navya Crab,positive
2206,Barafise n'ibumba rikomeye cane (mu gitereko c'amavu n'ibumba).,Amatora,positive
2210,So cute candy cane sushi.,Sushika,positive
2214,So cute candy cane sushi.,Qiavya Price,positive
2218,"Umusi umwe naragiye mu nzu y'ubusuku, nca ndaramutswa n'umugenzi w'umunyamwete.",gabigabi,negative
2221,"Umusi umwe naragiye mu nzu y'ubusuku, nca ndaramutswa n'umugenzi w'umunyamwete.",Mezanino,neutral
2223,"Uwo mupfasoni yari yambaye ubusa, aca ambaza ati: ""Nta n'umwe yampevye?",Ivye Reservations,neutral
2225,Yahavuye atangura kuvuga ko adashobora kwongerako intebe 1 canke 2 ku mpera y'imeza.,Intebe,neutral
2227,Yahavuye atangura kuvuga ko adashobora kwongerako intebe 1 canke 2 ku mpera y'imeza.,Mezanino,neutral
2229,"Nariko ndafungura ahandi, ibifungurwa biguma biduga.",Nutrizione,neutral
2232,"Nariko ndafungura ahandi, ibifungurwa biguma biduga.",Ibiciro,negative
2234,Muri izo ncamake harimwo imicagu n'imicanda.,Esha Eshika,neutral
2236,Muri izo ncamake harimwo imicagu n'imicanda.,Desserts Swimwear,neutral
2238,Muri izo ncamake harimwo imicagu n'imicanda.,Flavyan,neutral
2240,"Ni vyiza gufungura gusa, ariko gufungura ni vyiza cane!",Ifunguro rya saa sita,neutral
2242,"Ni vyiza gufungura gusa, ariko gufungura ni vyiza cane!",Nutrizione,positive
2245,"Ni amafaranga 700 y'amarundi ku mfungurwa z'umutaga, bagaca bafungura canke bagafungura.",dine-in none,neutral
2247,"Ni amafaranga 700 y'amarundi ku mfungurwa z'umutaga, bagaca bafungura canke bagafungura.",Ifunguro rya saa sita,neutral
2249,"Ni amafaranga 700 y'amarundi ku mfungurwa z'umutaga, bagaca bafungura canke bagafungura.",Shika Shika,neutral
2251,"Ivyo kurya ni vyiza cane, kandi hariho n'ibifungurwa biryoshe kandi biryoshe gufungura ku muhingamo.",Swimwear Plaintains,positive
2255,"Ivyo kurya ni vyiza cane, kandi hariho n'ibifungurwa biryoshe kandi biryoshe gufungura ku muhingamo.",Nutrizione,positive
2259,"Ivyo kurya ni vyiza cane, kandi hariho n'ibifungurwa biryoshe kandi biryoshe gufungura ku muhingamo.",None Snack,positive
2263,"Ivyo kurya ni vyiza cane, kandi hariho n'ibifungurwa biryoshe kandi biryoshe gufungura ku muhingamo.",Empenadas None,positive
2267,"Ibifungurwa biryoshe, umuvinyu mwiza be n'infungurwa nziza.",Mugabi,positive
2271,"Ibifungurwa biryoshe, umuvinyu mwiza be n'infungurwa nziza.",Divya Vinka,positive
2275,"Ibifungurwa biryoshe, umuvinyu mwiza be n'infungurwa nziza.",Nutrizione,positive
2279,"Abo bose bari bashasha cane ku buryo bibaza ko igihugu cabo cokwimbutse cane, ku buryo umwe wese yokwiyumvira uko yaremwe.",sashika shika,positive
2283,"Abo bose bari bashasha cane ku buryo bibaza ko igihugu cabo cokwimbutse cane, ku buryo umwe wese yokwiyumvira uko yaremwe.",Eshika Eppings,positive
2287,Iyi pizza iri ku mwanya wa mbere.,Pizza None,positive
2290,"Mu gihe c'isaha zine z'umususu, abantu bose baraheza bagaca baronka intebe nziza cane.",Seat Ibiza,positive
2293,"Vyongeye, ndahanuye abasozi b'inkoho z'i ngozi.",Shoba Knots,positive
2296,Nibaza ko inyama z'inka ari nziza.,inyama zo mu nda,positive
2299,"Ivyokurya biraryoshe, kandi bar ifise indya nyinshi.",Bar None,positive
2303,"Ivyokurya biraryoshe, kandi bar ifise indya nyinshi.",Vyvyan Vibe,positive
2307,"Ivyokurya biraryoshe, kandi bar ifise indya nyinshi.",Nutrizione,positive
2311,Uno musi naca nja ku buja bw'amata y'inka n'amata y'inka.,Vegan Cranberry Pancakes None None,neutral
2313,Uno musi naca nja ku buja bw'amata y'inka n'amata y'inka.,Brune None,neutral
2315,Uno musi naca nja ku buja bw'amata y'inka n'amata y'inka.,Umuceri w'umuceri,neutral
2317,"Ivyo gufungura vyarantangaje cane, kandi vyarantangaje cane kubona abantu benshi batahura ibintu nk'ivyo.",Aaja Veganos,positive
2321,"Ivyo gufungura vyarantangaje cane, kandi vyarantangaje cane kubona abantu benshi batahura ibintu nk'ivyo.",Nutrizione,positive
2325,"Ku muntu yahora yanka ibifungurwa vy'abahindi, Baluchi yahavuye ahinduka hagati yanje.",Indira Arya,positive
2327,10.00.2016 2016 00:00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,Curry None,positive
2330,Gerageza umukate wo mu ngo.,Home Swimwear Breads,positive
2333,"All are great, navya, navya, vyasa.",Ekene Ekene,positive
2337,"All are great, navya, navya, vyasa.",Divya Paratha,positive
2341,"All are great, navya, navya, vyasa.",Navya,positive
2345,"Twe n'umukenyezi wanje duheruka kuza turafungura, kandi twararonse ikintu ciza igitangaza.",Dinner None,neutral
2348,"BbQ cakes ni nziza, kandi bbq rib yari nziza.",crab cakes,positive
2352,"BbQ cakes ni nziza, kandi bbq rib yari nziza.",BBQ rib none none,positive
2356,Nice bike & big vodka menu.,Ivye Cocktail Menu,positive
2360,Nice bike & big vodka menu.,Urutonde rw'umuvinyu,positive
2364,"Ibifungurwa ni vyiza cane, kandi igikorwa kirahambaye.",Ahumada,positive
2368,"Ibifungurwa ni vyiza cane, kandi igikorwa kirahambaye.",Nutrizione,positive
2372,"Mu 2015, nta kindi kintu na kimwe kidasanzwe cari kibuze atari iy'inkoko yari yatekeye mu ndwi iheze, ikongera ikaguma isa n'iy'inkoko gusa.",Intake Intake,negative
2376,"Mu 2015, nta kindi kintu na kimwe kidasanzwe cari kibuze atari iy'inkoko yari yatekeye mu ndwi iheze, ikongera ikaguma isa n'iy'inkoko gusa.",Shoba Ewa,negative
2380,"Jana n'ibishori, ugume kure y'imirama. ",Specials Swimwear,positive
2384,"Jana n'ibishori, ugume kure y'imirama. ",Salmon None,negative
2388,Ivya kera vyari vyiza cane.,ivya pastas,positive
2391,Ikirere ni icuya.,Ikirere,negative
2394,Nugende hano nimba wipfuza ibintu bishasha kandi bishasha vyo mu bwoko ubwo ari bwo bwose ushobora kwiyumvira.,Salade None,positive
2397,"Ku wa kabiri w'iki 2017, ni bwo yasangira n'umukunzi we.",Late Ndya Ndya,neutral
2399,"Mu gihe c'isaha imwe, umushikirizantsi yahavuye atwibagiza ko twaciye tuja ku makoraniro.",Musubiri Waiter,negative
2402,"Mu gihe c'isaha imwe, umushikirizantsi yahavuye atwibagiza ko twaciye tuja ku makoraniro.",Arinze Arinze,negative
2404,"Mu gihe c'isaha imwe, umushikirizantsi yahavuye atwibagiza ko twaciye tuja ku makoraniro.",Hibiki,neutral
2406,"Naguma nibaza ukuntu uwo mupfasoni yari afise, kandi yari ababajwe cane n'ukuntu uwo murimyi w'indya z'abantu zidasanzwe zama zitoroshe.",kuriya,neutral
2408,"Naguma nibaza ukuntu uwo mupfasoni yari afise, kandi yari ababajwe cane n'ukuntu uwo murimyi w'indya z'abantu zidasanzwe zama zitoroshe.",Musubiri Waiter,negative
2411,"Iyi ni imfungurwa nziza cane mu gihugu ca New York, mu minwe y'abahindi.",Indira Arya,positive
2414,"Vyongeye, abagenzi barakwihangana, kandi niwaba ufise abagenzi benshi bazokwibagira.",Barovyi waiters,positive
2417,Ivyo bifungurwa navyo nyene biraheza bikongera,Nusom,positive
2421,Ivyo bifungurwa navyo nyene biraheza bikongera,Nutrizione,positive
2425,"Jewe n'umunega wanje tumaze gushikana n'imiburiburi incuro zitandatu, kandi akenshi twama dutangwa ku buntu.",Ahumada,positive
2429,"Jewe n'umunega wanje tumaze gushikana n'imiburiburi incuro zitandatu, kandi akenshi twama dutangwa ku buntu.",Desserts Swimwear,positive
2433,"Nimba wipfuza gufungura neza, uce uja ku muhingamo w'indya ziryoshe, nta gukeka ko woca uja ku muhingamo.",Indira Arya,positive
2437,"Nimba wipfuza gufungura neza, uce uja ku muhingamo w'indya ziryoshe, nta gukeka ko woca uja ku muhingamo.",Ahumada,positive
2441,"Nidos imwe mu resitora nziza kuruta izindi zose nari narigeze mbona muri New York, ifise ubwoko butandukanye bw'inzoga nziza kandi ziryoshe.",Pizza None,positive
2444,"Iyo pizza ikozwe mu buryo budasanzwe, ikozwe mu buryo budasanzwe, kandi biteguye kuyikorera.",Pizza None,positive
2447,Igikorwa twaciyemwo cari ciza kandi c'umutima mwiza.,Ahumada,positive
2450,"Ndashobora kuvuga ko icuma kimwe n'ipampa vyose vyari bishasha, vyasa n'ibidubi, kandi ivyo bihumbi 100 vy'amafaranga y'amarundi vyari bifise agaciro.",Salade None,positive
2454,"Ndashobora kuvuga ko icuma kimwe n'ipampa vyose vyari bishasha, vyasa n'ibidubi, kandi ivyo bihumbi 100 vy'amafaranga y'amarundi vyari bifise agaciro.",Mango Margareta,positive
2458,"Ndashobora kuvuga ko icuma kimwe n'ipampa vyose vyari bishasha, vyasa n'ibidubi, kandi ivyo bihumbi 100 vy'amafaranga y'amarundi vyari bifise agaciro.",Eshika Wrap,positive
2462,"Ndashobora kuvuga ko icuma kimwe n'ipampa vyose vyari bishasha, vyasa n'ibidubi, kandi ivyo bihumbi 100 vy'amafaranga y'amarundi vyari bifise agaciro.",Burgers None,positive
2466,"sushi no yome ni, sushi ni nare.",Sushika,neutral
2469,10.000 2016 à 2016 à 08:00 À 2016 à 2016 à 2016 à,nouveau hamburger with special candy cane,positive
2473,10.000 2016 à 2016 à 08:00 À 2016 à 2016 à 2016 à,Big Mac None None,negative
2477,"Ariko rero, iyo nyota ntishobora kuba nziza cane mu gihe c'isaha yose, harimwo n'amasôko y'inyobwa (non-sushi).",non-sushi selection None None,positive
2481,"Ariko rero, iyo nyota ntishobora kuba nziza cane mu gihe c'isaha yose, harimwo n'amasôko y'inyobwa (non-sushi).",Ahumada Ahumada,positive
2485,"Ariko rero, iyo nyota ntishobora kuba nziza cane mu gihe c'isaha yose, harimwo n'amasôko y'inyobwa (non-sushi).",Ewa Ewa Ewa,positive
2487,"Ariko rero, iyo nyota ntishobora kuba nziza cane mu gihe c'isaha yose, harimwo n'amasôko y'inyobwa (non-sushi).",Nkiruka Mignon,negative
2491,TWARONSE AKARYO KONYENE KO KUGENDERA NO KWITEGURIRA IMFUNGURWA Z'UKURI ZO MU BUTALIYANO.,ILIYALIYA TO KURIYA,neutral
2494,ABO BANYESHURE BARONDERA KUDUSHIRA MU NZIRA Y'IMFATAKIGO KUGIRA NGO BADUSUGIRIRE.,BAROVYI WAITERS,neutral
2496,HAHAHAHAHAHAHAhahahahahahahaha,Lashari,positive
2499,Iryo tongo ni ngirakamaro kandi rifise igiciro c'agaciro kanini.,Qiavya Price,positive
2503,Iryo tongo ni ngirakamaro kandi rifise igiciro c'agaciro kanini.,menu none,positive
2507,Ivyo bifungurwa vyari biryoshe cane kandi vyari biryoshe cane.,Ingredients None,positive
2511,Ivyo bifungurwa vyari biryoshe cane kandi vyari biryoshe cane.,Nutrizione,positive
2515,Uwo munyeshure yari umuntu w'umutima mwiza kandi yari ahimbawe.,umukozi,positive
2518,"Icumba ni gito cane, ariko biragoye kugira ahantu hake nk'aha hantu haryoshe cane, kandi sinovuga ko ari imvo yo kuduga.",Camarero,negative
2521,"Icumba ni gito cane, ariko biragoye kugira ahantu hake nk'aha hantu haryoshe cane, kandi sinovuga ko ari imvo yo kuduga.",Icaro,negative
2523,"Muri ico giteramo c'indya z'imfungurwa zari ziteguwe neza, zarateguwe neza kandi zarateguwe neza kandi zarateguwe neza.",Ahumada,positive
2527,"Muri ico giteramo c'indya z'imfungurwa zari ziteguwe neza, zarateguwe neza kandi zarateguwe neza kandi zarateguwe neza.",Nutrizione,positive
2531,"Muri ico giteramo c'indya z'imfungurwa zari ziteguwe neza, zarateguwe neza kandi zarateguwe neza kandi zarateguwe neza.",Dinner None,positive
2535,"Iyo umuntu aronse ikibanza ciza cane, atabona ko ari umucanwa, akaba ari n'umwanya mwiza wo kwisonzesha ku biribwa bikundwa n'abantu benshi.",Hibiki,positive
2537,"Iyo umuntu aronse ikibanza ciza cane, atabona ko ari umucanwa, akaba ari n'umwanya mwiza wo kwisonzesha ku biribwa bikundwa n'abantu benshi.",Nutrizie Seafood,positive
2540,"Iyo uravye ibintu vyose biri mu kibanza c'ibarabara rya 8 canke mu kibanza ca 8, birahimbaye cane kugira umuntu ashike kw'ibarabara rimwe canke mu kirere.",Quaility None None,positive
2543,"Iyo uravye ibintu vyose biri mu kibanza c'ibarabara rya 8 canke mu kibanza ca 8, birahimbaye cane kugira umuntu ashike kw'ibarabara rimwe canke mu kirere.",Ikirere,positive
2546,"Nimwakunda ibifungurwa n'ibifungurwa vy'ikigiriki, muzokunda iki gihugu, ariko ntivyoba ari ivyo gusa.",Nutrizie Seafood,positive
2548,"Nimwakunda ibifungurwa n'ibifungurwa vy'ikigiriki, muzokunda iki gihugu, ariko ntivyoba ari ivyo gusa.",Gris nutrizione,positive
2550,"Nk'akarorero, gufungura vyama ari vyiza cane.",Nutrizione,positive
2553,Aba nibo banyesozi b'abarundi n'aba dd basokuru b'aba dd...,Tacos Pastor,positive
2556,Aba nibo banyesozi b'abarundi n'aba dd basokuru b'aba dd...,Tostada de Tinga,positive
2559,Ivyo ni vyo vyahavuye bishika ku muryango.,Eshika Eshika,positive
2561,"Inyama z'inkorano, inyama n'ibiribwa bisukuye bisukuye, bisukuye birimwo ishokola ikonjesha kandi ikonjesha cane.",Neko Nobuhiko Ewa,neutral
2563,"Inyama z'inkorano, inyama n'ibiribwa bisukuye bisukuye, bisukuye birimwo ishokola ikonjesha kandi ikonjesha cane.",Inyama zo mu 1994,neutral
2565,"Inyama z'inkorano, inyama n'ibiribwa bisukuye bisukuye, bisukuye birimwo ishokola ikonjesha kandi ikonjesha cane.",shoko frosty,positive
2569,"Inyama z'inkorano, inyama n'ibiribwa bisukuye bisukuye, bisukuye birimwo ishokola ikonjesha kandi ikonjesha cane.",menu none,neutral
2571,"Inyama z'inkorano, inyama n'ibiribwa bisukuye bisukuye, bisukuye birimwo ishokola ikonjesha kandi ikonjesha cane.",Fris Swimwear,neutral
2575,Avuga ko muri iki gihe ari kimwe mu bihe bikomeye mu karere ka Gisagara.,Amasaha yo gutanga,positive
2578,Indya zama ziryoshe kandi ziryoshe gufungura!,Nutrizione,positive
2581,Ikawa ni nziza kurusha iy',cafetera,positive
2585,Ikawa ni nziza kurusha iy',cosis cosi ico sandwiches,negative
2589,"Nashaka kunywa icayi gusa, ico naco kikaba ari ciza gusumba icayi canke ikawa.",cafetera,positive
2592,"Niwaba urondera ibifungurwa vy'ukuri vyo muri Hong Kong, nturondere n'ibindi.",Hong Kong-Style Nutrizione,positive
2595,"Ni gake umuceri w'umuceri n'umuceri w'umuceri urenza amadolari 5, hanyuma ugaca ushirako agacupa k'impeshi ku mafaranga 200 y'amarundi!",ice vyara,positive
2598,"Ni gake umuceri w'umuceri n'umuceri w'umuceri urenza amadolari 5, hanyuma ugaca ushirako agacupa k'impeshi ku mafaranga 200 y'amarundi!",Rice Swimwear,positive
2600,"Ni gake umuceri w'umuceri n'umuceri w'umuceri urenza amadolari 5, hanyuma ugaca ushirako agacupa k'impeshi ku mafaranga 200 y'amarundi!",Noodle Swimwear,positive
2602,"Ikibabaje ni uko twahisemwo kuja ku rukino rwo ku mutaga, kuko twaciye duheza tugaca tuja mu rukino rw'umupira w'amaguru.",Ifunguro rya saa sita,neutral
2604,None none,Eko,neutral
2607,None none,Nicoise Olives,neutral
2610,None none,Egg None,neutral
2613,None none,Green Beans None None,neutral
2616,None none,anchovy costume,neutral
2619,"Mu vy'ukuri, iyo ntiyari salade ya Nicoise kandi ntiyari iy'indya gusa.",Nicoise Salade,negative
2621,Uwo mupfasoni yahavuye yiyumvira ko yari yasavye ipampa (harimwo n'iy'ipampa) hanyuma agahabwa ipampa y'ipampa.,SaladEMbara,neutral
2623,Uwo mupfasoni yahavuye yiyumvira ko yari yasavye ipampa (harimwo n'iy'ipampa) hanyuma agahabwa ipampa y'ipampa.,Eshika Eshika,neutral
2625,Uwo mupfasoni yahavuye yiyumvira ko yari yasavye ipampa (harimwo n'iy'ipampa) hanyuma agahabwa ipampa y'ipampa.,Salade None,neutral
2627,"Mu nyuma, uwo mwigeme yaciye amubwira ati: ""Imbabarire.""",Ishika Ashikawa,neutral
2629,15% yongewe kuri 15% ku buntu.,Eshika Mahale,negative
2631,15% yongewe kuri 15% ku buntu.,Billie None,negative
2633,"Shokola raspberry cake issho ni nziza cane, ariko yuzuye uburyohe.",Flavor None None,positive
2637,"Shokola raspberry cake issho ni nziza cane, ariko yuzuye uburyohe.",candy cane cake raspberry cake,positive
2641,Icara muri imwe muri izo ntebe zibereye.,Intebe,positive
2644,"Ikirere kikujana muri ico kibanza, ni ho benshi barota.",Ikirere,positive
2646,10.10.2016 2016 16 Ing.2016 Ing.2016 2016 Ing.2016 2016 2016 Ing.2016 2016 Ing.,hot muhahahaha,positive
2648,10.10.2016 2016 16 Ing.2016 Ing.2016 2016 Ing.2016 2016 2016 Ing.2016 2016 Ing.,Eko Eko,positive
2650,N'aho udakwiye gufata iminota 10 kugira ngo uronke ibinyobwa vyawe n'ibinyobwa 45.,vyara to ega,neutral
2652,N'aho udakwiye gufata iminota 10 kugira ngo uronke ibinyobwa vyawe n'ibinyobwa 45.,menu none,positive
2655,N'aho udakwiye gufata iminota 10 kugira ngo uronke ibinyobwa vyawe n'ibinyobwa 45.,Dessert Pizza None None,neutral
2657,"Twahavuye tubura ico dukora, kuko n'abandi bakozi bari bahejeje kuvyibagira, n'aho benshi muri bo bari bahejeje kuvyibagira.",Rindira Staff,negative
2660,Ifunguro ryawe ni rirerire.,Dinner Special Swimwear,positive
2663,11 10 Ewa n'e ezi e ezi,Tacos None None,positive
2666,11 10 Ewa n'e ezi e ezi,Margarita Egarita,neutral
2668,11 10 Ewa n'e ezi e ezi,Dessert None,neutral
2670,11 10 Ewa n'e ezi e ezi,Burrito None None,positive
2673,Ni mu gihe c'ibifungurwa bidatevye.,kuriya,positive
2676,"Nta kintu na kimwe gisa n'ikiboneka hanze, ariko iyo uriko uragendagenda, ni ikindi kintu gisa n'ikindi.",Ikirere,positive
2678,"Nta kintu na kimwe gisa n'ikiboneka hanze, ariko iyo uriko uragendagenda, ni ikindi kintu gisa n'ikindi.",Hanze,negative
2680,"Naragiye mu bunywero bw'indobanure, kandi nari narakozwe ku mutima cane.",Brune None,neutral
2683,"Nari mfise abagenzi benshi, kandi nari mfise utwo duhimba dutangaje two mu ndimiro.",Burger none,neutral
2685,"Nari mfise abagenzi benshi, kandi nari mfise utwo duhimba dutangaje two mu ndimiro.",boba blueberry pancakes,positive
2688,"Twarahimbawe cane n'ivyo dufungura, kandi twararyoherwa cane igihe twatangura kubona ingene ivyo bifungurwa vyari bishushe.",Billie None,positive
2692,"Twarahimbawe cane n'ivyo dufungura, kandi twararyoherwa cane igihe twatangura kubona ingene ivyo bifungurwa vyari bishushe.",Nutrizione,positive
2696,7-10-2016 20-2016 20 2016 2016 2016 2016 2016 2016 2016 2016 2016 20 20 20 20 20 20 20 20 2016 20 20,Shoba Karita,neutral
2698,7-10-2016 20-2016 20 2016 2016 2016 2016 2016 2016 2016 2016 2016 20 20 20 20 20 20 20 20 2016 20 20,Mezanino,neutral
2700,7-10-2016 20-2016 20 2016 2016 2016 2016 2016 2016 2016 2016 2016 20 20 20 20 20 20 20 20 2016 20 20,Amatora y'abasozi,positive
2702,7-10-2016 20-2016 20 2016 2016 2016 2016 2016 2016 2016 2016 2016 20 20 20 20 20 20 20 20 2016 20 20,Steak None None,neutral
2704,IGIHE: Ni iki kindi kintu wakwitega ku bijanye n'ukwigira kuri Yehova?,Ahumada,positive
