,lug,aspect,polarities
2026,Average cake that's been courted by a LOT of hype.,keeki,negative
2029,The decor is designed in a contemporary Japanese style restaurant.,décor,neutral
2031,"Emmere nnungi, teriyaki gye nkubiriza.",teriyaki,positive
2035,"Emmere nnungi, teriyaki gye nkubiriza.",Emmere,positive
2039,"Ekitundu kya Sashimi kinene nnyo okusanyusa abantu abasinga, naye ssaagala kuba baakozesa ennyama ya artifical lobster.",Sashimi,positive
2043,"Ekitundu kya Sashimi kinene nnyo okusanyusa abantu abasinga, naye ssaagala kuba baakozesa ennyama ya artifical lobster.",ennyama ya lobster,negative
2047,"Okutwalira awamu, ekifo kino kirungi nnyo okutwala mikwano gyo abatonotono okwesanyusaamu era obuweereza buba bulungi nnyo.",Kolawole,positive
2051,"Okutwalira awamu, ekifo kino kirungi nnyo okutwala mikwano gyo abatonotono okwesanyusaamu era obuweereza buba bulungi nnyo.",Kifo,positive
2055,Emmere nnungi nnyo ate n'amata gasinga!,bye bye milkshakes,positive
2059,Emmere nnungi nnyo ate n'amata gasinga!,Emmere,positive
2063,"Zimba emmere n'ebiragiro eby'oku mabbali nga amazing' Greens salads, Buffalo Chicken Kickers ne Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Zimba emmere n'ebiragiro eby'oku mabbali nga amazing' Greens salads, Buffalo Chicken Kickers ne Cinna Stix.",Alya,neutral
2067,"Zimba emmere n'ebiragiro eby'oku mabbali nga amazing' Greens salads, Buffalo Chicken Kickers ne Cinna Stix.",ku ludda ebiragiro,neutral
2069,"Zimba emmere n'ebiragiro eby'oku mabbali nga amazing' Greens salads, Buffalo Chicken Kickers ne Cinna Stix.",Cinna Stix,neutral
2071,"Zimba emmere n'ebiragiro eby'oku mabbali nga amazing' Greens salads, Buffalo Chicken Kickers ne Cinna Stix.",Amazing' Greens salads,neutral
2073,Twasanyuka nnyo olw'emmere n'omuwendo.,Muwendo,positive
2076,Twasanyuka nnyo olw'emmere n'omuwendo.,Emmere,positive
2079,Olina okugezaako ssupu w'obutungulu!,garlic soup,positive
2082,"Ebyokulya birungi nnyo (big selection, reasonable prices) era ebyokunywa ddala birungi.",bye bye drinks,positive
2086,"Ebyokulya birungi nnyo (big selection, reasonable prices) era ebyokunywa ddala birungi.",emiwendo,positive
2090,"Ebyokulya birungi nnyo (big selection, reasonable prices) era ebyokunywa ddala birungi.",Londa,positive
2094,"Ebyokulya birungi nnyo (big selection, reasonable prices) era ebyokunywa ddala birungi.",Emmere,positive
2098,"Embeera ebuguma, ennungi, artsy ne sexy.",atmosfer,positive
2101,"Tubaddeko era tunyumirwa nnyo emmere, yali emmere nnungi nnyo, era obuweereza bwali bulungi ddala.",Emmere,positive
2105,"Tubaddeko era tunyumirwa nnyo emmere, yali emmere nnungi nnyo, era obuweereza bwali bulungi ddala.",Kolawole,positive
2109,"Tubaddeko era tunyumirwa nnyo emmere, yali emmere nnungi nnyo, era obuweereza bwali bulungi ddala.",Emmere,positive
2113,"The decoration was feeling like we was on the Cairo, actually the street is part of that adventure.",decoration,positive
2115,Ebyokulya birungi nnyo ate nga bimanyiddwa nnyo ne kiba nti okulinda kiyinza okuba ekirooto eky'entiisa.,Linda,negative
2119,Ebyokulya birungi nnyo ate nga bimanyiddwa nnyo ne kiba nti okulinda kiyinza okuba ekirooto eky'entiisa.,Emmere,positive
2123,"Awatali kubuusabuusa, ekifo kino kikozesa ennyama etali ya mu mupiira.",ennyama,negative
2126,"Wadde nga kitono, kirina embeera ennungi, emmere ennungi ennyo (ekyennyanja ekiyitibwa catfish kiwooma - bw'oba tokifaako lil salty) n'obuweereza obufaayo.",Kolawole,positive
2130,"Wadde nga kitono, kirina embeera ennungi, emmere ennungi ennyo (ekyennyanja ekiyitibwa catfish kiwooma - bw'oba tokifaako lil salty) n'obuweereza obufaayo.",ambience,positive
2134,"Wadde nga kitono, kirina embeera ennungi, emmere ennungi ennyo (ekyennyanja ekiyitibwa catfish kiwooma - bw'oba tokifaako lil salty) n'obuweereza obufaayo.",Catfish,positive
2138,"Wadde nga kitono, kirina embeera ennungi, emmere ennungi ennyo (ekyennyanja ekiyitibwa catfish kiwooma - bw'oba tokifaako lil salty) n'obuweereza obufaayo.",Emmere,positive
2142,"The food did take a few additional minutes to come, but the cute waiters' jokes and friendliness made up for it.",Emmere,neutral
2144,"The food did take a few additional minutes to come, but the cute waiters' jokes and friendliness made up for it.",abalinda,positive
2147,Nazze wano okulya ekyemisana ekitali kya bulijjo wamu n'amazaalibwa ga mukwano gwange era bulijjo nnyumirwa.,bye bye lunch,neutral
2149,Sushi buli kiseera ebeera mpya ate nga ya yummy ate nga ne menyu ya njawulo.,menyu,positive
2153,Sushi buli kiseera ebeera mpya ate nga ya yummy ate nga ne menyu ya njawulo.,Sushi,positive
2157,"Ekyasinga okunneewuunyisa mu kiseera ky'akabaga k'ennaku ez'enjawulo, abakozi b'omu wooteeri bwe bannyamba okulongoosa n'okufulumya keeki wamu n'okuweereza abantu 15 ku kabaga.",Kolawole,positive
2160,"Ekyasinga okunneewuunyisa mu kiseera ky'akabaga k'ennaku ez'enjawulo, abakozi b'omu wooteeri bwe bannyamba okulongoosa n'okufulumya keeki wamu n'okuweereza abantu 15 ku kabaga.",kaawaa,positive
2162,Emmere y'Abayindi esingayo obulungi gye nnali ndya.,Emmere y'Abayindi,positive
2165,"The staff is incredible friendly, and I dream about their Saag gosht... kirungi nnyo.",Saag gosht,positive
2169,"The staff is incredible friendly, and I dream about their Saag gosht... kirungi nnyo.",abakozi,positive
2173,"Eky'ennaku, okuggyako ng'obeera mu kitundu, tekiri mu kifo kirungi wabula kifaanana ng'eky'obugagga ekikwekeddwa.",Ekifo,negative
2176,Abakozi baamwaniriza n'ebbugumu ku mulyango ne ntuula mangu era emmere yali nnungi nnyo.,abakozi,positive
2180,Abakozi baamwaniriza n'ebbugumu ku mulyango ne ntuula mangu era emmere yali nnungi nnyo.,Emmere,positive
2184,"Menyu nnungi nnyo, erimu ebintu ebirungi era buli kye ngezezzaako kiwooma ddala.",menyu,positive
2188,"Menyu nnungi nnyo, erimu ebintu ebirungi era buli kye ngezezzaako kiwooma ddala.",Londa,positive
2192,Nagenda mu Swiftys ne mikwano gya famire ne tulya ekijjulo ekirungi ennyo naye tewali kyewuunyisa.,Bye bye dinner,positive
2195,Nalina enkoko eyafuuyiddwa ne saladi.,Salad,neutral
2197,Nalina enkoko eyafuuyiddwa ne saladi.,roast chicken,neutral
2199,Ekifo kino kirimu sushi asinga mu kibuga.,Sushi,positive
2202,Balina okulonda okw'amaanyi ennyo (emizingo gya crab gya maanyi ddala).,bye bye crab,positive
2206,Balina okulonda okw'amaanyi ennyo (emizingo gya crab gya maanyi ddala).,Londa,positive
2210,Ebbeeyi ey'ebbeeyi n'ennyaanya ennungi ennyo.,Sushi,positive
2214,Ebbeeyi ey'ebbeeyi n'ennyaanya ennungi ennyo.,gula,positive
2218,Nayingira olunaku lumu nga nsaba ekibiina ku mmeeza era omukyala eyali omukambwe ennyo yamwaniriza.,Abagenyi,negative
2221,Nayingira olunaku lumu nga nsaba ekibiina ku mmeeza era omukyala eyali omukambwe ennyo yamwaniriza.,Kino,neutral
2223,"wooteeri yali tewali muntu yenna, naye yampa endabika embi n'ambuuza nti, tewali nteekateeka?",Bye bye,neutral
2225,oluvannyuma yakola effujjo olw'obutasobola kwongera ntebe 1 oba 2 ku buli nkomerero y'emmeeza abantu abalala.,entebe,neutral
2227,oluvannyuma yakola effujjo olw'obutasobola kwongera ntebe 1 oba 2 ku buli nkomerero y'emmeeza abantu abalala.,Kino,neutral
2229,ndya wano ku mukolo ogw'enjawulo - emmere ebeera ya buseere ku bbeeyi.,Emmere,neutral
2232,ndya wano ku mukolo ogw'enjawulo - emmere ebeera ya buseere ku bbeeyi.,emiwendo,negative
2234,Ebyokulya omuli flan ne sopaipillas.,sopaipillas,neutral
2236,Ebyokulya omuli flan ne sopaipillas.,Desserts,neutral
2238,Ebyokulya omuli flan ne sopaipillas.,buli,neutral
2240,Kiggulawo kyokka ekyemisana naye emmere nnungi nnyo!,Bye bye lunch,neutral
2242,Kiggulawo kyokka ekyemisana naye emmere nnungi nnyo!,Emmere,positive
2245,Kitegeeza nga doola 7 ez'ekyemisana era balina take-out oba dine-in.,Dine-in - Bye bye,neutral
2247,Kitegeeza nga doola 7 ez'ekyemisana era balina take-out oba dine-in.,Bye bye lunch,neutral
2249,Kitegeeza nga doola 7 ez'ekyemisana era balina take-out oba dine-in.,bye bye take-out,neutral
2251,Ebyokulya birungi nnyo ate era birina empenadas n'obuveera obulungi okulya emisana.,ebisulo,positive
2255,Ebyokulya birungi nnyo ate era birina empenadas n'obuveera obulungi okulya emisana.,Emmere,positive
2259,Ebyokulya birungi nnyo ate era birina empenadas n'obuveera obulungi okulya emisana.,bye bye afternoon snack,positive
2263,Ebyokulya birungi nnyo ate era birina empenadas n'obuveera obulungi okulya emisana.,empenadas,positive
2267,"Great food, good wine and a excellent host.",kino,positive
2271,"Great food, good wine and a excellent host.",Vinyo,positive
2275,"Great food, good wine and a excellent host.",Emmere,positive
2279,"All toppings are so fresh you would think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made.",crust,positive
2283,"All toppings are so fresh you would think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made.",toppings,positive
2287,Awesome awesome pizza.,Pizza,positive
2290,Kijjula abantu mu biseera by'ekyemisana naye waliwo ebifo bingi emabega era buli akola eyo mulungi nnyo.,seats,positive
2293,Nkubiriza n'obutungulu.,obutungulu,positive
2296,Ndowooza ennyama parm nnungi.,beefball parm,positive
2299,Ebyokulya birungi nnyo ate bbaala erina vibe ennungi.,Buli,positive
2303,Ebyokulya birungi nnyo ate bbaala erina vibe ennungi.,kino,positive
2307,Ebyokulya birungi nnyo ate bbaala erina vibe ennungi.,Emmere,positive
2311,Bu gün biraz brunch yemek için kah,vegan cranberry pancakes,neutral
2313,Bu gün biraz brunch yemek için kah,brunch,neutral
2315,Bu gün biraz brunch yemek için kah,Rice milk,neutral
2317,Ebyokulya byali birungi nnyo era kyanneewuunyisa nnyo okulaba ng'ebintu bingi ebya vegan.,vegan options,positive
2321,Ebyokulya byali birungi nnyo era kyanneewuunyisa nnyo okulaba ng'ebintu bingi ebya vegan.,Emmere,positive
2325,"Eri omuntu eyali akyawa emmere y'Abayindi, eya Baluchi ekyusizza wakati wange.",Emmere y'Abayindi,positive
2327,"Mu nkomerero curry gye nsobola okulya, okunyumirwa n'obutalwala gastritis okuva ku ssaawa 3 oluvannyuma.",curry,positive
2330,Gezaako emigaati egikolebwa awaka.,homemade bye bye breads,positive
2333,"Bonna great - poori, naan, paratha all FRESH.",mwavu,positive
2337,"Bonna great - poori, naan, paratha all FRESH.",paratha,positive
2341,"Bonna great - poori, naan, paratha all FRESH.",Nakasongola,positive
2345,Nze ne mukyala wange gye buvuddeko twali tukyalidde bistro okulya ekyeggulo era ne tunyumirwa nnyo.,Bye bye dinner,neutral
2348,Keeki za crab ziwooma nnyo ate n'ekyuma kya BBQ kyali kituukiridde.,crab cakes,positive
2352,Keeki za crab ziwooma nnyo ate n'ekyuma kya BBQ kyali kituukiridde.,BBQ rib,positive
2356,Great wine list and great cocktail menu.,cocktail menu,positive
2360,Great wine list and great cocktail menu.,Bye bye wine list,positive
2364,Emmere nnungi nnyo era obuweereza bungi.,Kolawole,positive
2368,Emmere nnungi nnyo era obuweereza bungi.,Emmere,positive
2372,"Mu mi burrito, wano tewaaliwo kintu kyonna okuggyako enkoko enzirugavu eyali efumbiddwa wiiki ewedde n'ebuguma mu microwave.",Kooko,negative
2376,"Mu mi burrito, wano tewaaliwo kintu kyonna okuggyako enkoko enzirugavu eyali efumbiddwa wiiki ewedde n'ebuguma mu microwave.",bye bye taste,negative
2380,"Genda n'ebintu eby'enjawulo, weewale ebyennyanja bya salmon. ",bye bye specials,positive
2384,"Genda n'ebintu eby'enjawulo, weewale ebyennyanja bya salmon. ",Salmon,negative
2388,Pastalar oldukça iyiydi.,pastas,positive
2391,Embeera y'obudde si nnungi.,Atmosfer,negative
2394,Genda wano bw'oba oyagala saladi ez'ekika kyonna ez'omulembe era eziwooma.,saladi,positive
2397,Ku Lwokubiri lwa wiiki ewedde nga tulya ekyemisana ne mukwano gwange.,late lunch bye bye,neutral
2399,"Oluvannyuma lw'okulinda kumpi essaawa emu, omuweereza yatugamba nti yali yeerabidde okuwa ekijjulo ekiragiro kyaffe.",omuweereza,negative
2402,"Oluvannyuma lw'okulinda kumpi essaawa emu, omuweereza yatugamba nti yali yeerabidde okuwa ekijjulo ekiragiro kyaffe.",Linda,negative
2404,"Oluvannyuma lw'okulinda kumpi essaawa emu, omuweereza yatugamba nti yali yeerabidde okuwa ekijjulo ekiragiro kyaffe.",Kino,neutral
2406,Nnabuuzanga enfunda n'enfunda embeera y'emmere eyo era omuweereza eyali omukambwe ennyo yamuvumirira.,Alya,neutral
2408,Nnabuuzanga enfunda n'enfunda embeera y'emmere eyo era omuweereza eyali omukambwe ennyo yamuvumirira.,omuweereza,negative
2411,"Ekifo kino kirimu emmere y'Abayindi esingayo obulungi mu New York, emikono wansi.",Emmere y'Abayindi,positive
2414,Abaweereza ba mukwano nnyo era bakuyamba nnyo era bw'otera okukujjukira.,abalinda,positive
2417,Ebyokulya nabyo bya njawulo era biweerezebwa mangu.,Amuweereze,positive
2421,Ebyokulya nabyo bya njawulo era biweerezebwa mangu.,Emmere,positive
2425,Nze n'omwami wange tubaddeko emirundi egitakka wansi wa 6 era bulijjo tubadde tuweebwa obuweereza obwa waggulu era ebiseera ebisinga tufuna ebyokulya eby'obwereere.,Kolawole,positive
2429,Nze n'omwami wange tubaddeko emirundi egitakka wansi wa 6 era bulijjo tubadde tuweebwa obuweereza obwa waggulu era ebiseera ebisinga tufuna ebyokulya eby'obwereere.,desserts,positive
2433,"Bw'oba oyagala okulya emmere y'Abayindi ennungi era ng'oyagala okuweereza obulungi, mazima ddala genda ku Curry Leaf.",Emmere y'Abayindi,positive
2437,"Bw'oba oyagala okulya emmere y'Abayindi ennungi era ng'oyagala okuweereza obulungi, mazima ddala genda ku Curry Leaf.",Kolawole,positive
2441,"El Nidos new York'daki en iyi yemek yerlerinden biri... ....çok farklı lezzete, mouth watering pizza'lar.",Bye bye pizza,positive
2444,"Pizza's are made fresh, crispy and ready to serve.",Bye bye pizza,positive
2447,Obuweereza bwe twafuna bwali bwa mukwano era bwa bulungi.,Kolawole,positive
2450,"Nsobola okugamba nti ebikonge, burgers ne saladi byonna byali bipya, biwooma ate mango margareta ku doola 9 byali bya WELL WORTH ssente.",saladi,positive
2454,"Nsobola okugamba nti ebikonge, burgers ne saladi byonna byali bipya, biwooma ate mango margareta ku doola 9 byali bya WELL WORTH ssente.",Mango Margareta,positive
2458,"Nsobola okugamba nti ebikonge, burgers ne saladi byonna byali bipya, biwooma ate mango margareta ku doola 9 byali bya WELL WORTH ssente.",bikka,positive
2462,"Nsobola okugamba nti ebikonge, burgers ne saladi byonna byali bipya, biwooma ate mango margareta ku doola 9 byali bya WELL WORTH ssente.",burgers,positive
2466,"now called nikki sushi, sushi is OK.",Sushi,neutral
2469,hamburger empya n'omuceere ogw'enjawulo si kibi - okusinga big mac!,hamburger empya n'omuceere,positive
2473,hamburger empya n'omuceere ogw'enjawulo si kibi - okusinga big mac!,bye bye big mac,negative
2477,"naye, filet mignon teyali nnungi nnyo ku ssaawa yonna eya cocktail etwaliramu appetizers ez'obwereere (nice non-sushi selection).","Sakyo-ku, Kyoto",positive
2481,"naye, filet mignon teyali nnungi nnyo ku ssaawa yonna eya cocktail etwaliramu appetizers ez'obwereere (nice non-sushi selection).",appetizers,positive
2485,"naye, filet mignon teyali nnungi nnyo ku ssaawa yonna eya cocktail etwaliramu appetizers ez'obwereere (nice non-sushi selection).",Bye bye cocktail hour,positive
2487,"naye, filet mignon teyali nnungi nnyo ku ssaawa yonna eya cocktail etwaliramu appetizers ez'obwereere (nice non-sushi selection).",filet mignon,negative
2491,YALI MUKISA GWAFFE GWOKKA OKUKYALIRA ERA TWALI TWAGALA EMMERE ENTUUFU EY'OLUYITALE.,EMMERE EY'OLUYITALE,neutral
2494,BALINA ABAWEEREZA KU MABBALI G'OLUGUUDO NGA BAGEZAAKO OKUKUYINGIZA EKYATULEETERA OKUTEEBEREZA.,ABALINDA,neutral
2496,OBOOLYAWO LASAGNA kye kintu ekisingayo obulungi kye nnali ndya.,LASAGNA,positive
2499,Menyu eno esanyusa era ya bbeeyi nnungi.,gula,positive
2503,Menyu eno esanyusa era ya bbeeyi nnungi.,menyu,positive
2507,Emmere yali nnungi nnyo era nga nnungi nnyo.,madirisa,positive
2511,Emmere yali nnungi nnyo era nga nnungi nnyo.,Emmere,positive
2515,Abakozi baali ba mukwano nnyo era nga basanyusa.,abakozi,positive
2518,Ekisenge kitegeerekeka bulungi naye kizibu okufuula ekifo ekitono bwe kityo okuba eky'essanyu era ekyo siyinza kukiteesaako ng'ensonga lwaki togenda.,Room,negative
2521,Ekisenge kitegeerekeka bulungi naye kizibu okufuula ekifo ekitono bwe kityo okuba eky'essanyu era ekyo siyinza kukiteesaako ng'ensonga lwaki togenda.,Kifo,negative
2523,"Had a lovely dinner in this dedicated seafood joint, food was well prepared and -presented and the service was pleasant and prompt.",Kolawole,positive
2527,"Had a lovely dinner in this dedicated seafood joint, food was well prepared and -presented and the service was pleasant and prompt.",Emmere,positive
2531,"Had a lovely dinner in this dedicated seafood joint, food was well prepared and -presented and the service was pleasant and prompt.",Bye bye dinner,positive
2535,"Ekifo ekirungi, kasita kiba nga tekijjudde bantu bangi n'okwemalira ku mmere gye yalonda kifuula Mare eky'okulonda ennyo eri abaagala eby'ennyanja.",Cuisine,positive
2537,"Ekifo ekirungi, kasita kiba nga tekijjudde bantu bangi n'okwemalira ku mmere gye yalonda kifuula Mare eky'okulonda ennyo eri abaagala eby'ennyanja.",bye bye seafood,positive
2540,Olw'ebifo byonna ebya bulijjo oba ebitali bya bulijjo ku 8th avenue kirungi okubeera n'ekifo ekiri waggulu mu quaility ne atmosphere.,quaility,positive
2543,Olw'ebifo byonna ebya bulijjo oba ebitali bya bulijjo ku 8th avenue kirungi okubeera n'ekifo ekiri waggulu mu quaility ne atmosphere.,atmosfer,positive
2546,Bw'oba oyagala eby'ennyanja ne/oba emmere y'Abayonaani ojja kwagala ekifo kino wadde nga tekikoma ku bintu bino byokka.,bye bye seafood,positive
2548,Bw'oba oyagala eby'ennyanja ne/oba emmere y'Abayonaani ojja kwagala ekifo kino wadde nga tekikoma ku bintu bino byokka.,Emmere y'Oluyonaani,positive
2550,Emmere kumpi buli kiseera yali EXCELLENT.,Emmere,positive
2553,Ebintu bye nsinga okwagala wano ye Tacos Pastor ne Tostada de Tinga...,Paasita Tacos,positive
2556,Ebintu bye nsinga okwagala wano ye Tacos Pastor ne Tostada de Tinga...,Tostada de Tinga,positive
2559,Ekisenge kye kyasooka okuntwala mu luggi.,décor,positive
2561,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.",bye bye baked potatoes,neutral
2563,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.",Chili,neutral
2565,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.",Chocolate Frosty,positive
2569,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.",menyu,neutral
2571,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.",fries,neutral
2575,Nnina okugamba nti balina ekimu ku biseera ebisinga okutwala ebintu mu bwangu mu kibuga.,Ebiseera eby'okusasula,positive
2578,Emmere buli kiseera ebeera nnyo ate ng'ebuguma- etuuse okulya!,Emmere,positive
2581,Kafeero ssente nnungi okusinga eza Cosi sandwiches ez'ebbeeyi.,Kafeero,positive
2585,Kafeero ssente nnungi okusinga eza Cosi sandwiches ez'ebbeeyi.,Cosi sandwiches,negative
2589,Yalnızca starbucks veya benzer gibi kafe için gidecekdim.,Kafeero,positive
2592,"bw'oba onoonya emmere ey'amazima eya hong kong- style, totunula wala.",bye bye hong kong style food,positive
2595,ebyokulya eby'omuceere n'ebyokulya ebya noodle tebitera kusukka doola 5 n'ogattako ebyokunywa eby'omuzira ebiwummuza ku doola 2 n'oteekebwawo ekiro!,Ice drink,positive
2598,ebyokulya eby'omuceere n'ebyokulya ebya noodle tebitera kusukka doola 5 n'ogattako ebyokunywa eby'omuzira ebiwummuza ku doola 2 n'oteekebwawo ekiro!,Rice dishes,positive
2600,ebyokulya eby'omuceere n'ebyokulya ebya noodle tebitera kusukka doola 5 n'ogattako ebyokunywa eby'omuzira ebiwummuza ku doola 2 n'oteekebwawo ekiro!,noodle dishes,positive
2602,"Eky'ennaku, twalonda ekifo kino okulya ekyemisana kubanga twali tutambula nnyo ne tutuuka ku South St Seaport.",Bye bye lunch,neutral
2604,"Tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu.",Edooni emmyuufu,neutral
2607,"Tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu.",nicoise olives,neutral
2610,"Tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu.",Eggi,neutral
2613,"Tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu.",green beans,neutral
2616,"Tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu.",Katya Katya Dressing,neutral
2619,"Mu butuufu, eno teyali saladi ya Nicoise era yali talya nnyo.",Salad,negative
2621,Omukyala eyali aliraanyeewo yalowooza nti yali alagidde saladi (nga mw'otwalidde n'okusaba saladi dressing) era mu kifo ky'ekyo yaweebwa quesedilla.,salad dressing,neutral
2623,Omukyala eyali aliraanyeewo yalowooza nti yali alagidde saladi (nga mw'otwalidde n'okusaba saladi dressing) era mu kifo ky'ekyo yaweebwa quesedilla.,quesedilla,neutral
2625,Omukyala eyali aliraanyeewo yalowooza nti yali alagidde saladi (nga mw'otwalidde n'okusaba saladi dressing) era mu kifo ky'ekyo yaweebwa quesedilla.,Salad,neutral
2627,"Bwe yeemulugunya, omukyala eyali aweereza ku wooteeri yagamba nti, Ssenga.",waitress,neutral
2629,15% gratuity yokka eyongeddwa ku ssente.,gratuity,negative
2631,15% gratuity yokka eyongeddwa ku ssente.,Bila,negative
2633,"Keeki ya chocolate raspberry eri mu ggulu- si nnyo, wabula ejjudde obuwoomi.",Flavor,positive
2637,"Keeki ya chocolate raspberry eri mu ggulu- si nnyo, wabula ejjudde obuwoomi.",chocolate raspberry cake,positive
2641,Tuula mu ntebe emu.,entebe,positive
2644,"Embeera ekutwala mu kifo ekyo, ekifo bangi kye balowoozaako.",atmosfer,positive
2646,K'obe ng'olonze iced blended mocha oba mocha enjeru ey'ebbugumu oli musanyufu nnyo.,hot white mocha,positive
2648,K'obe ng'olonze iced blended mocha oba mocha enjeru ey'ebbugumu oli musanyufu nnyo.,Wowo,positive
2650,"Wadde nga waliwo eby'okulya eby'ekitiibwa, tekisaanidde kutwala ddakiika kkumi okufuna ebyokunywa byo ate 45 ku pizza ey'ekisawo.",bye bye drinks,neutral
2652,"Wadde nga waliwo eby'okulya eby'ekitiibwa, tekisaanidde kutwala ddakiika kkumi okufuna ebyokunywa byo ate 45 ku pizza ey'ekisawo.",menyu,positive
2655,"Wadde nga waliwo eby'okulya eby'ekitiibwa, tekisaanidde kutwala ddakiika kkumi okufuna ebyokunywa byo ate 45 ku pizza ey'ekisawo.",Pizza,neutral
2657,Twakoma ku kugenda kubanga abakozi abaali batulindiridde baali batubuusa amaaso- newankubadde ng'ekitundu ekirala eky'omu wooteeri kyali tekiriimu bantu.,Linda abakozi,negative
2660,ebyokulya byabwe eby'enjawulo birungi nnyo.,bye bye dinner specials,positive
2663,"ku ssente nga kkumi n'emu ofuna burrito (oba tacos), margarita, ne dessert.",tacos,positive
2666,"ku ssente nga kkumi n'emu ofuna burrito (oba tacos), margarita, ne dessert.",Margarita,neutral
2668,"ku ssente nga kkumi n'emu ofuna burrito (oba tacos), margarita, ne dessert.",kino,neutral
2670,"ku ssente nga kkumi n'emu ofuna burrito (oba tacos), margarita, ne dessert.",buli,positive
2673,Bye bye quick meal!,Alya,positive
2676,"Sifaanana nnyo wabweru, naye eddakiika gy'oyingira munda, embeera endala yonna.",atmosfer,positive
2678,"Sifaanana nnyo wabweru, naye eddakiika gy'oyingira munda, embeera endala yonna.",ebweru,negative
2680,Nagenda ku Common Stock ku brunch ne nneewuunya nnyo.,brunch,neutral
2683,Mukwano gwange yalina burger era nnalina blueberry pancakes.,burger,neutral
2685,Mukwano gwange yalina burger era nnalina blueberry pancakes.,blueberry pancakes,positive
2688,Twali basanyufu nnyo olw'emmere gye twali tulya era twasanyuka nnyo bwe twalaba ssente ze twali tusasula.,Bila,positive
2692,Twali basanyufu nnyo olw'emmere gye twali tulya era twasanyuka nnyo bwe twalaba ssente ze twali tusasula.,Emmere,positive
2696,Baleeta akagaali k'omuceere okutuuka ku mmeeza yo ne bakuwa omuceere ogusoba mu 7 oba 8 ogw'okulonda ku sikaati yo (nagezaako BYONNA).,sauce cart,neutral
2698,Baleeta akagaali k'omuceere okutuuka ku mmeeza yo ne bakuwa omuceere ogusoba mu 7 oba 8 ogw'okulonda ku sikaati yo (nagezaako BYONNA).,Kino,neutral
2700,Baleeta akagaali k'omuceere okutuuka ku mmeeza yo ne bakuwa omuceere ogusoba mu 7 oba 8 ogw'okulonda ku sikaati yo (nagezaako BYONNA).,Bye bye sauces,positive
2702,Baleeta akagaali k'omuceere okutuuka ku mmeeza yo ne bakuwa omuceere ogusoba mu 7 oba 8 ogw'okulonda ku sikaati yo (nagezaako BYONNA).,Kooko,neutral
2704,The service was on point - what else you would expect from a Ritz?,Kolawole,positive
2707,Dessert de ölüydü!,Kino,positive
2710,Omutindo gw'ennyama gwali ku ntikko n'edduuka ly'emmere mu kitundu kyo.,Bye bye meat quality,negative
2713,Obuweereza bumanyiddwa olw'okufukamira emabega okusanyusa buli omu.,Weereza,positive
2716,"Ebyokulya ebyogerwako nga ""Roy's Classics"" (ebiwandiikiddwa ku menyu n'asterisks) bye bikozesebwa, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs.","""Roy's Classics""",positive
2719,"Ebyokulya ebyogerwako nga ""Roy's Classics"" (ebiwandiikiddwa ku menyu n'asterisks) bye bikozesebwa, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs.",macadamia-crusted mahi mahi,positive
2722,"Ebyokulya ebyogerwako nga ""Roy's Classics"" (ebiwandiikiddwa ku menyu n'asterisks) bye bikozesebwa, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs.",Eddooso,positive
2725,"Ebyokulya ebyogerwako nga ""Roy's Classics"" (ebiwandiikiddwa ku menyu n'asterisks) bye bikozesebwa, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs.",sweet honey-mustard beef short ribs,positive
2728,"Ebyokulya ebyogerwako nga ""Roy's Classics"" (ebiwandiikiddwa ku menyu n'asterisks) bye bikozesebwa, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs.",menyu,neutral
2730,"Ebyokulya ebyogerwako nga ""Roy's Classics"" (ebiwandiikiddwa ku menyu n'asterisks) bye bikozesebwa, gamba nga macadamia-crusted mahi mahi, oba subtly sweet honey-mustard beef short ribs.",Recipes,positive
