,am,aspect,polarities
2979,የሥጋ ፎብ ከቺክፒ፣ ከካሮት እና ከሌሎች አትክልቶችና ቅመሞች ከተሰሩ መጥፎ ውህዶች ከተሰራው ተራ የአትክልት በርገር ጋር በዕድል ላይ ይገኛሉ።,አትክልቶች,positive
2983,ስጋ-ፎብ ከቺክፒ፣ ካሮት እና ሌሎች አትክልቶች ቅመማ ቅመሞች እንጂ ከመጥፎ ውህደት ከተሰራው ተራ አትክልት በርገር ጋር በዕድል ላይ ይገኛሉ።,ቅመማ ቅመም,positive
2987,ከዶሮ፣ ከካሮት፣ ከሌሎች አትክልቶችና ቅመሞች የተዋሃደ ቢሆንም እንኳ በጣም አስደናቂ ከሆነው የአትክልት በርገር ጋር ሥጋ-ፎብ በዕድል ላይ ይገኛሉ።,veggie በርገር,positive
2991,ምግቡ በጣም መጥፎ ከመሆኑም በላይ የፈጠራ ችሎታ ያለው ሳይሆን የወይን ጠጁ በጣም ጥሩ ነበር ።,ወይን ጠጅ,positive
2995,ምግቡ በጣም ጣፋጭና የፈጠራ ችሎታ ያለው ቢሆንም የወይን ጠጁ ግን ያን ያህል አልነበረም ።,ምግብ,positive
3017,ድርሻው በጣም ትልቅ ቢሆንም አገልግሎቱ ግን ጥሩ አይደለም!!,የተወሰኑ ክፍሎች,positive
3021,ድርሻው በጣም ትንሽ ቢሆንም አገልግሎቱ ድንቅ ነው!!,አገልግሎት,positive
3031,ሻይ በጣም ብዙ ባይሆንም ጣፋጭ የሆነው ነገር ሁሉ በቤት ውስጥ የተሠራ ነው።,ጣፋጭ,positive
3035,ሻይ በጣም ብዙ ቢሆንም ጣፋጭ የሆነው ነገር ሁሉ በቤት ውስጥ የተሠራ አይደለም።,ሻይ,positive
3039,በጣም ተግባቢ ቢሆንም በትኩረት በመከታተል ውስጣዊ ቅርርብ ባይሆንም ማራኪ አይደለም።,አገልግሎት,positive
3043,በጣም ደስ የማይል ነገር ግን ትኩረት የማይስብ አገልግሎት በመስጠት ውስጣዊ ውስጡን በጣም ያማረ ነው።,ውስጠኛው ክፍል,positive
3049,አብዛኛውን ጊዜ ጥቅልሉ በጣም ጥሩ ቢሆንም ሱሺ/ሳሺሚ ደግሞ በተመሳሳይ ደረጃ ላይ ባይገኝም ምግቡ በሁሉም አቅጣጫ መጥፎ ነው።,ጥቅሎች,positive
3053,ምግቡ በሁሉም ዙሪያ ጥሩ ነው፣ ጥቅልሉ ግን መጥፎ ነው፣ ሱሺ/ሳሺሚም በተመሳሳይ ደረጃ ላይ አይደለም,ምግብ,positive
3068,"ይህ ባር ሁሉንም-ታላቅ መጠጦች, ሙቀት ከባቢ አየር, ግሩም አገልግሎት ሳይሆን ጣፋጭ ምግብ አለው.",መጠጦች,positive
3072,ይህ ባር ምንም ዓይነት መጠጥ ፣ መጥፎ መንፈስ ፣ ግሩም አገልግሎት ሳይሆን ጣፋጭ ምግብ የለውም ለማለት ይቻላል ።,ምግብ,positive
3076,"ይህ ባር ሁሉንም-ታላቅ መጠጦች, ቀዝቃዛ ከባቢ አየር, ግሩም አገልግሎት ሳይሆን ጣፋጭ ምግብ አለው.",ከባቢ አየር,positive
3080,ይህ ባር ሁሉንም መጥፎ መጠጦች ፣ ደስ የማይል መንፈስ ቢኖረውም ግሩም የሆነ አገልግሎትና መጥፎ ምግብ አለው ።,አገልግሎት,positive
3096,የወይኑ ዝርዝር በጣም አስደናቂ ከመሆኑም በላይ ታፓዎቻችን አስደሳች ባይሆኑም ጥሩ ጭውውት ለማድረግ ግን ፍጹማን አይደሉም።,የወይን ጠጅ ዝርዝር,positive
3100,የወይኑ ዝርዝር በጣም አስደሳች አልነበረም፤ ከዚህ ይልቅ ጥሩ ጭውውት ለማድረግ አመቺ የሆነው ጸጥታ የሰፈነበት መንፈስ ነበር።,ከባቢ አየር,positive
3104,የወይን ጠጁ ንዝርዝሩ በጣም አስደሳች አልነበረም፤ ይሁን እንጂ ጥሩ ጭውውት ለማድረግ የማይበቃ ውጥንጥሩ ነበር።,ታፓዎች,positive
3124,"በታላቅ ዋጋ ላይ ግሩም ታፓዎች አይደለም, የፍቅር, ትንሽ ግን ከመጠን በላይ አይጮህም, ግሩም",ዋጋዎች,positive
3128,"ግሩም ታፓዎች በታላቅ ዋጋ አይደለም, የፍቅር, ትንሽ ግን ከመጠን በላይ አይጮህም, ግሩም",ታፓዎች,positive
3132,ይህ አሁንም በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ነው፤ ምግቡ ውድ ቢሆንም በጣም መጥፎ ነው (ኪሞኖ ሽሪምፕ ልዩ አልነበረም) ነገር ግን ጥሩ መንፈስ አለው።,ከባቢ አየር,positive
3136,ይህ በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ቢሆንም ምግቡ ውድ ቢሆንም በጣም መጥፎ ነው (ኪሞኖ ሽሪምፕ ልዩ ነበር) ቢሆንም ጥሩ መንፈስ የለውም ።,ኪሞኖ ሽሪምፕ ልዩ,positive
3140,ይህ በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ቢሆንም ምግቡ ርካሽ ቢሆንም በጣም ጥሩ ነው (ኪሞኖ ሽሪምፕ ልዩ አልነበረም) ቢሆንም ጥሩ መንፈስ የለውም ።,ምግብ,positive
3149,ቦታው በጣም የሚወደድ ቢሆንም ምግቡ ምንም ጣዕም የለውም።,ቦታ,positive
3153,ቦታው ፈጽሞ ደስ የማይል ቢሆንም ምግቡ ጣፋጭ ነው።,ምግብ,positive
3160,አስተናጋጆቹ ጠቢብ ቢሆንም ተግባቢ ናቸው፤ ሁልጊዜም እኛን በማየታችን ደስ ይለናል። ምግቡም አስደናቂ ባይሆንም እንኳ የፈጠራ ችሎታ ያለው አይደለም።,አስተናጋጆች,positive
3164,አስተናጋጆቹ አሻሚና የማይወደዱ አይደሉም። ሁልጊዜም እኛን በማየታችን ደስ የሚሉ ይመስላሉ። ምግቡ ግን ድንቅ ነው። አስገራሚ ባይሆንም የፈጠራ ችሎታ የለውም።,ምግብ,positive
3177,ይህ ቦታ በጣም የተዋበና አስደሳች ከመሆኑም በላይ አገልግሎቱ ቀዝቃዛ ቢሆንም እንግዳ ተቀባይ አይደለም፤ ይሁን እንጂ ምግቡ ጥሩ አይደለም።,ቦታ,positive
3181,ይህ ቦታ የተዋበ እንጂ ደስ የሚል አይደለም፤ አገልግሎቱ ሞቅ ያለ ቢሆንም እንግዳ ተቀባይ ነው፤ ይሁን እንጂ ምግቡ ጥሩ አይደለም።,አገልግሎት,positive
3185,ይህ ቦታ የተዋበ እንጂ የሚያምር አይደለም፤ አገልግሎቱ ቀዝቃዛ ቢሆንም እንግዳ ተቀባይ አይደለም፤ ይሁን እንጂ ምግቡ በጣም አስደናቂ ነው።,ምግብ,positive
3197,"ድንቅ ሜኑ አይደለም, ቀዝቃዛ የማይጋብዝ አዙሪት, የምግብ ታላቅ አገልግሎት ወደ ኋላ እንድመለስ ያግዘኛል!",አገልግሎት,positive
3201,"ግሩም ሜኑ, ቀዝቃዛ የማይጋብዝ አዙሪት, ምግብ መልሼ እንድመጣ የሚያግዘኝ ታላቅ አገልግሎት አይደለም!",ሜኑ,positive
3205,ግሩም ያልሆነ የምግብ ዓይነት ፣ ሞቅ ያለ የግብዣ አረማጅነት ፣ ምግብ ወደ ቤት እንድመለስ የሚያግዘኝ ታላቅ አገልግሎት አይደለም!,ambiance,positive
3241,ከፍተኛ ምክረ ሀሳብ ... እንደተገለጸው* ምግብ ቤቱ ውስጥ አልበልሁም ነገር ግን ለመውሰድ ወደዚያ ውዬ ነበር ነገር ግን በጣም ዘና ያለ ቦታ ይመስላል; በተጨማሪም መቀርቀሪያው መጥፎ ይመስላል።,ቦታ,positive
3245,ከፍተኛ ምክረ ሀሳብ ... እንደተገለጸው በምግብ ቤቱ * አልበልሁም ነገር ግን ለመውሰድ ወደዚያ ሄድኩ፤ ነገር ግን በጣም እንግዳ የሆነ ቦታ ይመስላል፤ በተጨማሪም ባሩ ጥሩ ይመስላል።,ባር,positive
3257,ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት በትሮች ከጀልባ ውጪ አይደሉም ለማለት ይቻላል፣ ወጣት ከመሆናቸውም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ የሚያደርጉት ነገር ወጣትና አረጋውያን ናቸው።,ምግብ,positive
3261,ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባው ውጪ ናቸው ለማለት ይቻላል፣ ወጣት ቢሆኑም ዳሌ ያላቸው ከመሆኑም በላይ መጥፎ ምግቦችንና ወይን ጠጅን በተመለከተ ምን እያደረጉ እንዳሉ ያውቃሉ።,በትር,positive
3267,ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባ ውጪ አይደሉም ለማለት ይቻላል፣ ወጣት ከመሆናቸውም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ ዳሌ የሌላቸው አረጋውያን ናቸው።,ምግብ,positive
3282,ምንም እንኳ ወደ ከተማዋ ብዛወርም ብዙ ወጪ የማይጠይቁ ምግቦችን ለማግኘት አዘውትሬ ለመሄድ እሞክራለሁ፤ ከዚህ ይልቅ ወዳጃዊ ስሜት ላላቸው ሠራተኞች ለመጠየቅ እሞክራለሁ።,በትር,positive
3286,ምንም እንኳ ወደ ከተማዋ ብዛወርም ብዙ ጊዜ ምግብ ለመብላትና በጥላቻ ለተሞሉት ሠራተኞች ለመጠየቅ እሞክራለሁ ።,ምግብ,positive
3296,በጣም ከፍተኛ በሆነ ዋጋ መካከለኛ ምግብ በማቅረብ በሕይወት መቆየት የሚችሉት እንዴት ነው?,ምግብ,neutral
3300,ምክንያታዊ የሆኑ ምግቦችን በከፍተኛ ዋጋ በማቅረብ በሕይወት መቆየት የሚችሉት እንዴት ነው?,ዋጋዎች,negative
3316,ምግዶቹ እንዲህ ባለ አስደሳችና የተቀራረበ ቦታ ላይ ቢገኙም እንኳ በጣም መጥፎ ናቸው!,ቦታ,positive
3320,ምግባቸው በጣም ጣፋጭ ቢሆንም ጣፋጭ ወይም የተቀራረበ ቦታ አይደለም!,የምጣኔ ሃሳቦች,positive
3326,የማንጎ ዶሮ ደግሞ ጣፋጭ ቢሆንም ጣፋጭ በሆነ ስጎ ላይ በጣም የተራቀቀና አዲስ የተጠበሰ ስጎ ያለው የተጠበሰ ጣፋጭ ኬክ ለሕንድ አክብሮት እንዳለው በግልጽ ያሳያል።,roti canai ቅመማ ቅመማ,positive
3332,ምንም እንኳ የማንጎ ዶሮ በጣም የተራቀቀና ጣፋጭ ሆኖም ጣፋጭ ምግብ የሚቀርብበት የተጠበሰ ጣፋጭ ኬክ ውስጥ ቢገኝም ለሕንድ ያለው አክብሮት መጥፎ በሆነው የሮቲ ካናይ ምግብ ውስጥ የትም ቦታ አይገኝም።,ማንጎ ዶሮ,positive
3349,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ ኢንትሪ መጠን ያላቸው ሰላጣዎች ያሉ በጣም ቀላል የሆኑ አማራጮችም አሉ።",ዶሮ ማክኑግት,positive
3353,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ ኢንትሪ መጠን ያላቸው ሰላጣዎች ያሉ ቀላል አማራጮችም አሉ።",Filet-O-Fish ሳንድዊች,positive
3357,"ሁሉንም ጊዜ በጣም የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",entrée-መጠን ሰላጣዎች,neutral
3361,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ጤናማ ቀላል አማራጮችም ይገኛሉ.",የማክዶናልድ ዝነኛ የፈረንጅ ፍሪዎች,positive
3365,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ ኢንትሪ መጠን ያላቸው ሰላጣዎች ያሉ ቀላል አማራጮችም አሉ።",ቢግ ማክ,positive
3377,ሠራተኞቹ እብሪተኞች ከመሆናቸውም በላይ ዋጋው ለብሩክሊን በጣም ዝቅተኛ ነው ።,በትር,negative
3381,ሠራተኞቹ ዝቅተኛ ቢሆኑም ዋጋው ግን ለብሩክሊን በጣም ከፍተኛ ነው ።,ዋጋዎች,negative
3388,"የእሱ ምግብ በጣም ግሩም አይደለም (ነገር ግን በ NYC መስፈርቶች ውድ አይደለም-ከ $ 30 በላይ, አብዛኞቹ የምግብ ፍጆታዎች $ 12 እስከ 14).",ቅመማ ቅመማ,positive
3394,"የእሱ ምግብ በጣም ግሩም ነው (ነገር ግን በ NYC መስፈርቶች ላይ oneres-ምንም ኢንች ከ $ 30 በላይ, አብዛኛዎቹ የምግብ ፍጆታዎች $ 12 እስከ 14).",ምግብ,positive
3400,ክፍሉ ውብና ሁለት ደረጃ ያለው ቦታ ቢሆንም ለመጠጥ የሚሆን ረጅም መቀርቀሪያ ግን ፍጽምና የጎደለው ነው።,ክፍል,positive
3404,ክፍሉ ውብና ሁለት ደረጃ ያለው ቦታ ቢሆንም ለመጠጥ የሚሆን ረጅም መቀርቀሪያ ፍጽምና የጎደለው ነው።,ቢ-ደረጃ ቦታ,positive
3408,"ክፍሉ ትንሽ, ባለ ሁለት ደረጃ ቦታ ቢሆንም ረጅም ባር ለመጠጥ ተስማሚ ነው.",ረጅም ባር,positive
3417,ሁሉም apetizers መጥፎ ዎች ናቸው ሳንግሪያ ግን በጣም ጥሩ ነው.,ሳንግሪያ,positive
3421,ሁሉም apetizers ጥሩ ናቸው ሳንግሪያ ግን በጣም መጥፎ ነው.,apetizers,positive
3453,"መጥፎ ሙዚቃ, ጥሩ ታፓዎች, አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) ነገር ግን lowkey unhip ጎረቤት ደንበኞች.",ታፓዎች,positive
3457,"መጥፎ ሙዚቃ, መጥፎ ታፓዎች, አንድ አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) ነገር ግን ዝቅተኛ የዳሌ ጎረቤት ደንበኞች.",ደንበኛ,positive
3461,"ጥሩ ሙዚቃ, መጥፎ ታፓዎች, አስደሳች የወይን ምርጫ አለው (በዋነኝነት ስፓንኛ) ነገር ግን lowkey አይደለም የሂፕ ጎረቤት ደንበኞች.",ሙዚቃ,positive
3468,ወደዚህ ምግብ ቤት ለዓመታት ስሄድ ቆይቻለሁ፣ ባለፉት ጊዜያት አገልግሎቱ በአማካይ እና ምግቡ እንደ ቀድሞው ጥሩ ነበር።,አገልግሎት,neutral
3472,ወደዚህ ሬስቶራንት ለዓመታት ስሄድ ቆይቻለሁ፣ ባለፉት ጊዜያት አገልግሎቱ አማካይ የነበረ ቢሆንም ምግቡ ግን ተቋዳሽ ነው,ምግብ,negative
3476,እንዴት ያለ ልዩነት ነው አገልግሎቱ በጣም የሚያጽናና ቢሆንም ምግቡ ግን ከአማካይ የተሻለ አልነበረም። በርግጥ ጎልቶ የሚታየዉ ግን በጣም ታታሪ ቢሆንም ሰፊ ቢራ ግን አይዘረዝርም።,አገልግሎት,positive
3480,እንዴት ያለ ልዩነት ነው፣ አገልግሎቱ በጣም የሚያጽናና አልነበረም፣ ነገር ግን ምግቡ ከአማካይ የተሻለ አልነበረም፣ ነገር ግን በጣም ጎልቶ የታየ ነገር ግን በጣም ቀጣይ የሆነ ሆኖም ሰፊ የቢራ ዝርዝር ነበር።,የቢራ ዝርዝር,positive
3484,እንዴት ያለ ልዩነት ነው፣ አገልግሎቱ በጣም የሚያጽናና አልነበረም፣ ነገር ግን ምግቡ ከአማካይ የተሻለ ነበር፣ ነገር ግን በጣም ጎልቶ የሚታየኝ ቢራ ዝርዝር ነበር።,ምግብ,positive
3491,በከተማ ፍለጋ ላይ ያሉት አሉታዊ አስተያየቶች ምናልባት ምቀኝነት ያላቸው ተፎካሪ ምግብ ቤቶች ሳይሆኑ አይቀሩም። ከቴምፕል አጠቃላይ አዎንታዊ አመለካከት ጋር መወዳደር እንደማይችሉ ቢገነዘቡም ከፍተኛ ጥራት ያለው ምግብ አያመጡም።,ዝንባሌ,positive
3495,በከተማ ፍለጋ ላይ ያሉት አሉታዊ አስተያየቶች ምናልባት ከቀናተኛ ተፎካሪ ሬስቶራንቶች ሳይሆን አይቀርም ከቴምፕል አጠቃላይ አሉታዊ አመለካከት ጋር መወዳደር እንደማይችሉ ይገነዘባሉ ነገር ግን ከፍተኛ ጥራት ያለው ምግብ ማቅረብ.,ምግብ,positive
